,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PORTLAND_ACTION,MILWAUKEE_SCORE,PORTLAND_SCORE
370,4,4:40.0,T. Snell misses 2-pt jump shot from 6 ft,,95,106
371,4,4:38.0,,Defensive rebound by A. Aminu,95,106
372,4,4:23.0,,E. Turner makes 3-pt jump shot from 25 ft (assist by C. McCollum),95,109
373,4,4:22.0,Milwaukee full timeout,,95,109
374,4,4:05.0,K. Middleton misses 3-pt jump shot from 25 ft,,95,109
375,4,4:02.0,Offensive rebound by E. Bledsoe,,95,109
376,4,3:57.0,Shooting foul by E. Turner (drawn by T. Snell),,95,109
377,4,3:57.0,T. Snell makes free throw 1 of 2,,96,109
378,4,3:57.0,T. Snell makes free throw 2 of 2,,97,109
379,4,3:42.0,,C. McCollum makes 2-pt jump shot from 15 ft,97,111
380,4,3:29.0,Shooting foul by C. McCollum (drawn by K. Middleton),,97,111
381,4,3:29.0,K. Middleton makes free throw 1 of 2,,98,111
382,4,3:29.0,K. Middleton makes free throw 2 of 2,,99,111
383,4,3:07.0,,A. Aminu makes 2-pt jump shot from 21 ft,99,113
384,4,2:53.0,K. Middleton makes 2-pt layup from 2 ft (assist by T. Snell),,101,113
385,4,2:32.0,,Offensive foul by C. McCollum (drawn by D. DiVincenzo),101,113
386,4,2:32.0,,Turnover by C. McCollum (offensive foul),101,113
387,4,2:24.0,K. Middleton misses 3-pt jump shot from 25 ft,,101,113
388,4,2:23.0,,Defensive rebound by D. Lillard,101,113
389,4,2:04.0,,C. McCollum misses 2-pt jump shot from 4 ft,101,113
390,4,2:01.0,Defensive rebound by T. Snell,,101,113
391,4,1:51.0,E. Bledsoe misses 2-pt jump shot from 6 ft (block by J. Nurkić),,101,113
392,4,1:48.0,Offensive rebound by K. Middleton,,101,113
393,4,1:44.0,D. DiVincenzo misses 2-pt layup from 3 ft,,101,113
394,4,1:43.0,Offensive rebound by E. Bledsoe,,101,113
395,4,1:43.0,E. Bledsoe makes 2-pt layup at rim,,103,113
396,4,1:20.0,,C. McCollum misses 3-pt jump shot from 27 ft,103,113
397,4,1:19.0,Defensive rebound by K. Middleton,,103,113
398,4,1:10.0,T. Snell misses 2-pt jump shot from 15 ft,,103,113
399,4,1:08.0,,Defensive rebound by E. Turner,103,113
400,4,0:51.0,,E. Turner makes 2-pt jump shot from 16 ft,103,115
401,4,0:41.0,Turnover by D. DiVincenzo (bad pass; steal by C. McCollum),,103,115
402,4,0:22.0,,C. McCollum makes 3-pt jump shot from 27 ft,103,118
403,4,0:12.0,K. Middleton misses 2-pt jump shot from 4 ft,,103,118
404,4,0:10.0,,Defensive rebound by D. Lillard,103,118
