,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MEMPHIS_ACTION,SACRAMENTO_SCORE,MEMPHIS_SCORE
0,1,11:45.0,B. Hield makes 2-pt layup from 1 ft (assist by I. Shumpert),,2,0
1,1,11:19.0,,J. Jackson makes 2-pt layup from 1 ft,2,2
2,1,10:54.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by I. Shumpert),,4,2
3,1,10:40.0,,G. Temple misses 3-pt jump shot from 25 ft,4,2
4,1,10:37.0,Defensive rebound by I. Shumpert,,4,2
5,1,10:31.0,I. Shumpert misses 2-pt jump shot from 17 ft,,4,2
6,1,10:28.0,,Defensive rebound by J. Holiday,4,2
7,1,10:09.0,,Offensive foul by M. Gasol (drawn by I. Shumpert),4,2
8,1,10:09.0,,Turnover by M. Gasol (offensive foul),4,2
9,1,9:49.0,B. Hield misses 2-pt jump shot from 17 ft (block by J. Holiday),,4,2
10,1,9:46.0,,Defensive rebound by M. Conley,4,2
11,1,9:40.0,,M. Conley misses 2-pt layup from 1 ft,4,2
12,1,9:37.0,Defensive rebound by N. Bjelica,,4,2
13,1,9:30.0,Shooting foul by J. Jackson (drawn by N. Bjelica),,4,2
14,1,9:30.0,N. Bjelica misses free throw 1 of 2,,4,2
15,1,9:30.0,Offensive rebound by Team,,4,2
16,1,9:30.0,N. Bjelica misses free throw 2 of 2,,4,2
17,1,9:28.0,,Defensive rebound by G. Temple,4,2
18,1,9:09.0,,M. Gasol makes 2-pt jump shot from 10 ft (assist by M. Conley),4,4
19,1,8:56.0,Turnover by D. Fox (bad pass; steal by J. Holiday),,4,4
20,1,8:52.0,,G. Temple makes 2-pt layup from 1 ft (assist by J. Holiday),4,6
21,1,8:39.0,Personal foul by G. Temple (drawn by D. Fox),,4,6
22,1,8:29.0,N. Bjelica misses 2-pt jump shot from 7 ft,,4,6
23,1,8:25.0,,Defensive rebound by M. Gasol,4,6
24,1,8:20.0,,Personal foul by N. Bjelica (drawn by J. Jackson),4,6
25,1,8:07.0,,J. Jackson makes 2-pt hook shot from 8 ft,4,8
26,1,7:54.0,Turnover by D. Fox (lost ball; steal by G. Temple),,4,8
27,1,7:47.0,,J. Jackson misses 2-pt hook shot from 7 ft (block by N. Bjelica),4,8
28,1,7:44.0,Defensive rebound by N. Bjelica,,4,8
29,1,7:43.0,Personal foul by J. Jackson (drawn by I. Shumpert),,4,8
30,1,7:43.0,,J. Green enters the game for J. Jackson,4,8
31,1,7:33.0,D. Fox misses 3-pt jump shot from 25 ft,,4,8
32,1,7:29.0,,Defensive rebound by M. Gasol,4,8
33,1,7:26.0,,Personal foul by B. Hield (drawn by J. Green),4,8
34,1,7:20.0,,M. Conley misses 3-pt jump shot from 26 ft,4,8
35,1,7:16.0,Defensive rebound by B. Hield,,4,8
36,1,7:12.0,N. Bjelica makes 3-pt jump shot from 28 ft (assist by D. Fox),,7,8
37,1,6:57.0,,Turnover by J. Holiday (bad pass; steal by W. Cauley-Stein),7,8
38,1,6:50.0,D. Fox makes 2-pt jump shot from 20 ft (assist by W. Cauley-Stein),,9,8
39,1,6:50.0,,Memphis full timeout,9,8
