,QUARTER,TIME_REMAINING,HOUSTON_ACTION,OKLAHOMA CITY_ACTION,HOUSTON_SCORE,OKLAHOMA CITY_SCORE
0,1,11:43.0,C. Capela makes 2-pt layup from 3 ft (assist by E. Gordon),,2,0
1,1,11:23.0,,R. Westbrook misses 3-pt jump shot from 25 ft,2,0
2,1,11:20.0,Defensive rebound by E. Gordon,,2,0
3,1,11:15.0,E. Gordon makes 2-pt layup from 1 ft,,4,0
4,1,11:03.0,,T. Ferguson makes 2-pt jump shot from 16 ft (assist by R. Westbrook),4,2
5,1,10:46.0,P. Tucker misses 3-pt jump shot from 24 ft,,4,2
6,1,10:43.0,Offensive rebound by C. Capela,,4,2
7,1,10:41.0,E. Gordon misses 3-pt jump shot from 26 ft,,4,2
8,1,10:38.0,,Defensive rebound by S. Adams,4,2
9,1,10:21.0,,J. Grant misses 2-pt layup from 2 ft,4,2
10,1,10:17.0,,Offensive rebound by S. Adams,4,2
11,1,10:17.0,,S. Adams misses 2-pt layup at rim,4,2
12,1,10:17.0,Defensive rebound by C. Capela,,4,2
13,1,10:11.0,,Violation by Team (kicked ball),4,2
14,1,10:07.0,C. Paul misses 2-pt layup from 1 ft,,4,2
15,1,10:05.0,,Defensive rebound by S. Adams,4,2
16,1,9:55.0,,S. Adams makes 2-pt layup from 2 ft (assist by T. Ferguson),4,4
17,1,9:30.0,J. Harden misses 2-pt layup from 3 ft (block by J. Grant),,4,4
18,1,9:28.0,,Defensive rebound by S. Adams,4,4
19,1,9:25.0,,T. Ferguson makes 2-pt layup from 1 ft (assist by R. Westbrook),4,6
20,1,9:06.0,J. Harden makes 2-pt layup from 1 ft,,6,6
21,1,8:53.0,,P. George misses 3-pt jump shot from 25 ft,6,6
22,1,8:51.0,Defensive rebound by P. Tucker,,6,6
23,1,8:41.0,J. Harden misses 3-pt jump shot from 26 ft,,6,6
24,1,8:38.0,,Defensive rebound by T. Ferguson,6,6
25,1,8:34.0,,P. George makes 2-pt layup from 1 ft (assist by R. Westbrook),6,8
26,1,8:24.0,C. Capela makes 2-pt layup from 2 ft (assist by C. Paul),,8,8
27,1,8:16.0,,T. Ferguson misses 3-pt jump shot from 23 ft,8,8
28,1,8:14.0,,Offensive rebound by R. Westbrook,8,8
29,1,8:12.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),8,11
30,1,7:57.0,C. Paul makes 3-pt jump shot from 26 ft,,11,11
31,1,7:37.0,,P. George misses 2-pt jump shot from 10 ft,11,11
32,1,7:34.0,,Offensive rebound by S. Adams,11,11
33,1,7:34.0,,S. Adams misses 2-pt layup at rim,11,11
34,1,7:34.0,,Offensive rebound by S. Adams,11,11
35,1,7:30.0,,S. Adams makes 2-pt layup from 1 ft,11,13
36,1,7:13.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by C. Paul),,14,13
37,1,7:05.0,,T. Ferguson misses 2-pt layup from 1 ft,14,13
38,1,7:04.0,Defensive rebound by C. Capela,,14,13
39,1,6:59.0,J. Harden misses 3-pt jump shot from 25 ft,,14,13
40,1,6:56.0,,Defensive rebound by R. Westbrook,14,13
41,1,6:52.0,,S. Adams misses 2-pt layup from 1 ft,14,13
42,1,6:48.0,,Offensive rebound by S. Adams,14,13
43,1,6:42.0,,R. Westbrook misses 3-pt jump shot from 22 ft,14,13
44,1,6:39.0,,Offensive rebound by S. Adams,14,13
45,1,6:36.0,,Offensive foul by J. Grant (drawn by J. Harden),14,13
46,1,6:36.0,,Turnover by J. Grant (offensive foul),14,13
47,1,6:36.0,,Oklahoma City full timeout,14,13
48,1,6:36.0,D. House enters the game for C. Paul,,14,13
