,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,UTAH_ACTION,CLEVELAND_SCORE,UTAH_SCORE
30,1,7:36.0,,Defensive rebound by R. O'Neale,4,6
31,1,7:34.0,,Turnover by R. O'Neale (lost ball; steal by A. Burks),4,6
32,1,7:31.0,Shooting foul by D. Mitchell (drawn by A. Žižić),,4,6
33,1,7:31.0,A. Žižić misses free throw 1 of 2,,4,6
34,1,7:31.0,Offensive rebound by Team,,4,6
35,1,7:31.0,,J. Crowder enters the game for D. Favors,4,6
36,1,7:31.0,A. Žižić makes free throw 2 of 2,,5,6
37,1,7:19.0,,J. Crowder misses 3-pt jump shot from 25 ft,5,6
38,1,7:16.0,,Offensive rebound by R. Gobert,5,6
39,1,7:09.0,,Turnover by J. Crowder (bad pass; steal by C. Osman),5,6
40,1,7:05.0,C. Sexton makes 2-pt layup from 2 ft (assist by C. Osman),,7,6
41,1,6:53.0,,D. Mitchell misses 2-pt jump shot from 13 ft,7,6
42,1,6:50.0,Defensive rebound by C. Sexton,,7,6
43,1,6:47.0,C. Sexton misses 2-pt layup from 3 ft (block by R. O'Neale),,7,6
44,1,6:45.0,,Defensive rebound by J. Crowder,7,6
45,1,6:41.0,,D. Mitchell makes 3-pt jump shot from 24 ft (assist by R. O'Neale),7,9
46,1,6:22.0,C. Sexton makes 2-pt jump shot from 20 ft,,9,9
47,1,6:20.0,,Utah full timeout,9,9
48,1,6:20.0,,K. Korver enters the game for J. Ingles,9,9
49,1,6:04.0,,R. O'Neale makes 3-pt jump shot from 23 ft (assist by R. Gobert),9,12
50,1,5:44.0,C. Osman makes 2-pt layup from 3 ft (assist by C. Sexton),,11,12
51,1,5:33.0,,D. Mitchell misses 2-pt jump shot from 6 ft,11,12
52,1,5:31.0,Defensive rebound by C. Sexton,,11,12
53,1,5:19.0,C. Osman misses 2-pt jump shot from 13 ft,,11,12
54,1,5:18.0,Offensive rebound by Team,,11,12
55,1,5:18.0,J. Clarkson enters the game for R. Hood,,11,12
56,1,5:01.0,,Personal foul by C. Sexton (drawn by J. Crowder),11,12
57,1,5:01.0,Turnover by C. Sexton (turnover),,11,12
58,1,5:01.0,C. Frye enters the game for A. Žižić,,11,12
59,1,4:54.0,,D. Mitchell makes 2-pt layup from 2 ft,11,14
60,1,4:39.0,C. Sexton misses 2-pt jump shot from 12 ft,,11,14
61,1,4:36.0,,Defensive rebound by R. Gobert,11,14
62,1,4:25.0,,K. Korver makes 2-pt layup from 2 ft (assist by R. O'Neale),11,16
63,1,4:25.0,Cleveland full timeout,,11,16
64,1,4:25.0,M. Dellavedova enters the game for C. Sexton,,11,16
65,1,4:09.0,J. Clarkson misses 2-pt hook shot from 3 ft (block by R. Gobert),,11,16
66,1,4:04.0,,Defensive rebound by R. Gobert,11,16
67,1,4:04.0,,Personal foul by J. Clarkson (drawn by K. Korver),11,16
68,1,4:01.0,,J. Crowder misses 3-pt jump shot from 24 ft,11,16
69,1,3:57.0,Defensive rebound by A. Burks,,11,16
70,1,3:44.0,C. Frye misses 3-pt jump shot from 26 ft,,11,16
71,1,3:41.0,,Defensive rebound by R. Gobert,11,16
72,1,3:34.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),11,18
73,1,3:11.0,A. Burks misses 2-pt layup from 3 ft (block by J. Crowder),,11,18
74,1,3:06.0,Offensive rebound by C. Frye,,11,18
75,1,3:06.0,J. Clarkson misses 3-pt jump shot from 25 ft,,11,18
76,1,3:03.0,,Defensive rebound by R. O'Neale,11,18
77,1,2:59.0,,D. Mitchell misses 3-pt jump shot from 24 ft,11,18
78,1,2:57.0,Defensive rebound by A. Burks,,11,18
79,1,2:42.0,M. Dellavedova makes 2-pt hook shot from 6 ft,,13,18
80,1,2:42.0,Shooting foul by R. Gobert (drawn by M. Dellavedova),,13,18
81,1,2:42.0,J. Blossomgame enters the game for A. Burks,,13,18
82,1,2:42.0,C. Payne enters the game for C. Osman,,13,18
83,1,2:42.0,,G. Allen enters the game for R. Gobert,13,18
84,1,2:42.0,,D. Favors enters the game for D. Mitchell,13,18
85,1,2:42.0,,J. Ingles enters the game for R. O'Neale,13,18
86,1,2:42.0,M. Dellavedova makes free throw 1 of 1,,14,18
87,1,2:30.0,,D. Favors misses 2-pt layup from 2 ft,14,18
88,1,2:28.0,Defensive rebound by J. Blossomgame,,14,18
89,1,2:23.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,14,18
90,1,2:19.0,Offensive rebound by J. Blossomgame,,14,18
91,1,2:18.0,J. Blossomgame makes 2-pt layup from 4 ft,,16,18
92,1,2:08.0,,D. Favors makes 2-pt dunk from 2 ft (assist by J. Crowder),16,20
93,1,1:49.0,C. Payne misses 3-pt jump shot from 23 ft,,16,20
94,1,1:46.0,,Defensive rebound by J. Crowder,16,20
95,1,1:34.0,,K. Korver misses 3-pt jump shot from 25 ft,16,20
96,1,1:29.0,Defensive rebound by C. Payne,,16,20
97,1,1:22.0,Shooting foul by G. Allen (drawn by C. Payne),,16,20
98,1,1:22.0,C. Payne makes free throw 1 of 2,,17,20
99,1,1:22.0,C. Payne makes free throw 2 of 2,,18,20
100,1,1:12.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by J. Crowder),18,23
101,1,0:54.0,J. Clarkson misses 2-pt layup from 5 ft,,18,23
102,1,0:51.0,Offensive rebound by J. Clarkson,,18,23
103,1,0:51.0,J. Clarkson misses 2-pt layup from 1 ft,,18,23
104,1,0:50.0,,Defensive rebound by K. Korver,18,23
105,1,0:36.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Ingles),18,26
106,1,0:20.0,J. Clarkson makes 2-pt jump shot from 17 ft (assist by M. Dellavedova),,20,26
107,1,0:05.0,,Personal foul by J. Blossomgame (drawn by J. Crowder),20,26
108,1,0:04.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by G. Allen),20,29
109,1,0:00.0,J. Clarkson misses 3-pt jump shot from 25 ft,,20,29
110,1,0:00.0,Offensive rebound by Team,,20,29
111,2,11:47.0,C. Payne misses 2-pt hook shot from 11 ft,,20,29
112,2,11:43.0,,Defensive rebound by J. Crowder,20,29
113,2,11:35.0,,Personal foul by M. Dellavedova (drawn by K. Korver),20,29
114,2,11:30.0,,G. Allen makes 3-pt jump shot from 23 ft (assist by K. Korver),20,32
115,2,11:10.0,M. Dellavedova makes 2-pt layup from 3 ft,,22,32
116,2,11:00.0,,J. Crowder misses 3-pt jump shot from 25 ft,22,32
117,2,10:55.0,,Offensive rebound by D. Favors,22,32
118,2,10:55.0,,Shooting foul by C. Frye (drawn by D. Favors),22,32
119,2,10:55.0,,D. Favors makes free throw 1 of 2,22,33
120,2,10:55.0,,D. Favors makes free throw 2 of 2,22,34
121,2,10:40.0,M. Dellavedova makes 2-pt layup from 2 ft (assist by C. Frye),,24,34
122,2,10:33.0,,Personal foul by M. Dellavedova (drawn by J. Ingles),24,34
123,2,10:25.0,,Offensive foul by J. Ingles (drawn by M. Dellavedova),24,34
124,2,10:25.0,,Turnover by J. Ingles (offensive foul),24,34
125,2,10:10.0,J. Clarkson misses 2-pt layup from 4 ft,,24,34
126,2,10:09.0,,Defensive rebound by D. Favors,24,34
127,2,10:02.0,,G. Allen misses 2-pt layup from 4 ft (block by C. Payne),24,34
128,2,9:59.0,Defensive rebound by C. Payne,,24,34
129,2,9:59.0,Flagrant foul type 1 by J. Ingles (drawn by C. Payne),,24,34
130,2,9:59.0,C. Payne makes flagrant free throw 1 of 2,,25,34
131,2,9:59.0,C. Payne makes flagrant free throw 2 of 2,,26,34
132,2,9:59.0,R. Hood enters the game for J. Clarkson,,26,34
133,2,9:59.0,,D. Mitchell enters the game for J. Crowder,26,34
134,2,9:59.0,,G. Niang enters the game for J. Ingles,26,34
135,2,9:56.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,26,34
136,2,9:53.0,Offensive rebound by Team,,26,34
137,2,9:52.0,R. Hood misses 2-pt jump shot from 18 ft,,26,34
138,2,9:49.0,,Defensive rebound by D. Mitchell,26,34
139,2,9:42.0,,D. Mitchell makes 2-pt dunk from 1 ft (assist by G. Allen),26,36
140,2,9:29.0,Turnover by M. Dellavedova (bad pass),,26,36
141,2,9:29.0,C. Sexton enters the game for M. Dellavedova,,26,36
142,2,9:29.0,A. Žižić enters the game for C. Frye,,26,36
143,2,9:29.0,,R. O'Neale enters the game for K. Korver,26,36
144,2,9:19.0,,D. Favors makes 2-pt dunk from 2 ft (assist by D. Mitchell),26,38
145,2,9:17.0,Cleveland full timeout,,26,38
146,2,8:58.0,C. Payne misses 3-pt jump shot from 27 ft,,26,38
147,2,8:54.0,,Defensive rebound by D. Favors,26,38
148,2,8:46.0,,G. Allen misses 3-pt jump shot from 25 ft,26,38
149,2,8:41.0,Defensive rebound by C. Sexton,,26,38
150,2,8:34.0,Personal foul by D. Mitchell (drawn by A. Žižić),,26,38
151,2,8:34.0,A. Burks enters the game for J. Blossomgame,,26,38
152,2,8:34.0,C. Osman enters the game for C. Payne,,26,38
153,2,8:34.0,,R. Gobert enters the game for D. Favors,26,38
154,2,8:29.0,C. Sexton misses 2-pt jump shot from 9 ft,,26,38
155,2,8:27.0,,Defensive rebound by R. Gobert,26,38
156,2,8:18.0,,G. Allen misses 3-pt jump shot from 25 ft,26,38
157,2,8:13.0,Defensive rebound by A. Žižić,,26,38
158,2,8:06.0,Shooting foul by R. O'Neale (drawn by R. Hood),,26,38
159,2,8:06.0,R. Hood makes free throw 1 of 2,,27,38
160,2,8:06.0,R. Hood makes free throw 2 of 2,,28,38
161,2,7:54.0,,D. Mitchell makes 2-pt jump shot from 8 ft,28,40
162,2,7:32.0,A. Burks misses 3-pt jump shot from 25 ft,,28,40
163,2,7:30.0,,Defensive rebound by R. O'Neale,28,40
164,2,7:17.0,,G. Niang makes 2-pt hook shot from 8 ft,28,42
165,2,7:02.0,R. Hood makes 2-pt jump shot from 19 ft,,30,42
166,2,6:54.0,,Shooting foul by A. Žižić (drawn by D. Mitchell),30,42
167,2,6:54.0,,D. Mitchell makes free throw 1 of 2,30,43
168,2,6:54.0,,K. Korver enters the game for G. Allen,30,43
169,2,6:54.0,,D. Mitchell makes free throw 2 of 2,30,44
170,2,6:40.0,Turnover by C. Osman (bad pass; steal by R. Gobert),,30,44
171,2,6:34.0,,K. Korver makes 2-pt layup from 2 ft (assist by R. O'Neale),30,46
172,2,6:33.0,Cleveland full timeout,,30,46
173,2,6:16.0,Turnover by C. Sexton (lost ball; steal by R. O'Neale),,30,46
174,2,6:01.0,,Personal foul by A. Burks (drawn by D. Mitchell),30,46
175,2,6:01.0,,D. Mitchell makes free throw 1 of 2,30,47
176,2,6:01.0,,D. Mitchell misses free throw 2 of 2,30,47
177,2,6:00.0,Defensive rebound by A. Burks,,30,47
178,2,5:55.0,C. Sexton misses 2-pt layup from 3 ft,,30,47
179,2,5:54.0,Offensive rebound by Team,,30,47
180,2,5:49.0,Personal foul by R. O'Neale (drawn by A. Burks),,30,47
181,2,5:36.0,R. Hood misses 2-pt jump shot from 21 ft,,30,47
182,2,5:32.0,Offensive rebound by A. Žižić,,30,47
183,2,5:31.0,A. Žižić misses 2-pt layup from 2 ft,,30,47
184,2,5:31.0,Offensive rebound by A. Žižić,,30,47
185,2,5:31.0,A. Žižić misses 2-pt layup from 2 ft (block by R. Gobert),,30,47
186,2,5:31.0,,Defensive rebound by G. Niang,30,47
187,2,5:19.0,,D. Mitchell makes 2-pt jump shot from 17 ft (assist by R. Gobert),30,49
188,2,4:59.0,A. Burks misses 3-pt jump shot from 26 ft,,30,49
189,2,4:57.0,,Defensive rebound by R. O'Neale,30,49
190,2,4:50.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. O'Neale),30,52
191,2,4:43.0,Personal foul by G. Niang (drawn by C. Sexton),,30,52
192,2,4:43.0,C. Sexton makes free throw 1 of 2,,31,52
193,2,4:43.0,J. Clarkson enters the game for R. Hood,,31,52
194,2,4:43.0,,J. Crowder enters the game for G. Niang,31,52
195,2,4:43.0,C. Sexton makes free throw 2 of 2,,32,52
196,2,4:31.0,,Offensive foul by R. Gobert (drawn by C. Sexton),32,52
197,2,4:31.0,,Turnover by R. Gobert (offensive foul),32,52
198,2,4:13.0,J. Clarkson misses 2-pt jump shot from 11 ft,,32,52
199,2,4:10.0,,Defensive rebound by R. Gobert,32,52
200,2,4:01.0,,J. Crowder makes 2-pt layup from 2 ft (assist by D. Mitchell),32,54
201,2,3:36.0,A. Burks misses 2-pt layup from 3 ft,,32,54
202,2,3:35.0,Offensive rebound by A. Burks,,32,54
203,2,3:33.0,A. Burks misses 2-pt layup from 4 ft,,32,54
204,2,3:32.0,,Defensive rebound by R. Gobert,32,54
205,2,3:26.0,,Turnover by J. Crowder (bad pass; steal by J. Clarkson),32,54
206,2,3:22.0,C. Osman makes 2-pt layup from 2 ft,,34,54
207,2,3:22.0,,Violation by Team (def goaltending),34,54
208,2,3:02.0,,Turnover by R. O'Neale (bad pass),34,54
209,2,3:02.0,,J. Ingles enters the game for K. Korver,34,54
210,2,2:54.0,Turnover by C. Sexton (back court),,34,54
211,2,2:44.0,,Turnover by R. Gobert (off goaltending),34,54
212,2,2:36.0,J. Clarkson misses 2-pt jump shot from 16 ft,,34,54
213,2,2:32.0,,Defensive rebound by R. Gobert,34,54
214,2,2:14.0,,D. Mitchell makes 2-pt jump shot from 14 ft,34,56
215,2,2:03.0,A. Žižić misses 2-pt jump shot from 11 ft,,34,56
216,2,2:00.0,,Defensive rebound by R. Gobert,34,56
217,2,1:48.0,,R. Gobert misses 2-pt dunk from 2 ft (block by A. Burks),34,56
218,2,1:48.0,,Offensive rebound by Team,34,56
219,2,1:46.0,,J. Ingles misses 3-pt jump shot from 23 ft,34,56
220,2,1:42.0,Defensive rebound by A. Burks,,34,56
221,2,1:34.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by A. Burks),,37,56
222,2,1:12.0,,D. Mitchell misses 3-pt jump shot from 25 ft,37,56
223,2,1:08.0,Defensive rebound by C. Osman,,37,56
224,2,0:51.0,A. Burks misses 2-pt jump shot from 12 ft,,37,56
225,2,0:47.0,,Defensive rebound by R. O'Neale,37,56
226,2,0:40.0,,J. Crowder misses 3-pt jump shot from 26 ft,37,56
227,2,0:38.0,Defensive rebound by C. Sexton,,37,56
228,2,0:34.0,Turnover by C. Sexton (lost ball; steal by D. Mitchell),,37,56
229,2,0:30.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Crowder),37,58
230,2,0:20.0,C. Sexton misses 2-pt jump shot from 18 ft,,37,58
231,2,0:18.0,,Defensive rebound by R. Gobert,37,58
232,2,0:04.0,Violation by Team (kicked ball),,37,58
233,2,0:01.0,,R. O'Neale makes 3-pt jump shot from 24 ft (assist by D. Mitchell),37,61
234,3,11:52.0,Personal foul by D. Mitchell (drawn by R. Hood),,37,61
235,3,11:45.0,R. Hood misses 2-pt jump shot from 3 ft,,37,61
236,3,11:43.0,,Defensive rebound by R. O'Neale,37,61
237,3,11:27.0,,R. Gobert makes 2-pt layup from 3 ft (assist by J. Ingles),37,63
238,3,11:08.0,A. Burks misses 2-pt jump shot from 9 ft,,37,63
239,3,11:05.0,,Defensive rebound by R. O'Neale,37,63
240,3,10:56.0,,Turnover by D. Mitchell (out of bounds lost ball),37,63
241,3,10:44.0,Personal foul by R. O'Neale (drawn by C. Sexton),,37,63
242,3,10:41.0,Turnover by A. Burks (bad pass; steal by R. Gobert),,37,63
243,3,10:37.0,,Turnover by R. Gobert (bad pass; steal by C. Osman),37,63
244,3,10:29.0,C. Osman makes 3-pt jump shot from 25 ft (assist by R. Hood),,40,63
245,3,10:12.0,,Turnover by D. Mitchell (bad pass),40,63
246,3,9:56.0,C. Osman misses 2-pt jump shot from 12 ft,,40,63
247,3,9:54.0,,Defensive rebound by D. Favors,40,63
248,3,9:38.0,,R. O'Neale misses 3-pt jump shot from 22 ft,40,63
249,3,9:35.0,,Offensive rebound by Team,40,63
250,3,9:33.0,,D. Mitchell makes 2-pt jump shot from 5 ft (assist by J. Ingles),40,65
251,3,9:33.0,,Shooting foul by A. Burks (drawn by D. Mitchell),40,65
252,3,9:33.0,,D. Mitchell makes free throw 1 of 1,40,66
253,3,9:16.0,Shooting foul by D. Mitchell (drawn by C. Sexton),,40,66
254,3,9:16.0,C. Sexton makes free throw 1 of 2,,41,66
255,3,9:16.0,,K. Korver enters the game for D. Mitchell,41,66
256,3,9:16.0,C. Sexton makes free throw 2 of 2,,42,66
257,3,9:09.0,,R. Gobert misses 2-pt dunk from 3 ft,42,66
258,3,9:07.0,,Offensive rebound by J. Ingles,42,66
259,3,9:05.0,,Turnover by J. Ingles (bad pass; steal by R. Hood),42,66
260,3,8:55.0,C. Osman misses 3-pt jump shot from 25 ft,,42,66
261,3,8:51.0,,Defensive rebound by R. O'Neale,42,66
262,3,8:44.0,,K. Korver misses 3-pt jump shot from 26 ft,42,66
263,3,8:41.0,,Offensive rebound by R. Gobert,42,66
264,3,8:31.0,,R. O'Neale makes 2-pt jump shot from 10 ft (assist by R. Gobert),42,68
265,3,8:13.0,A. Burks makes 2-pt jump shot from 6 ft,,44,68
266,3,8:13.0,Shooting foul by R. Gobert (drawn by A. Burks),,44,68
267,3,8:13.0,A. Burks misses free throw 1 of 1,,44,68
268,3,8:12.0,,Defensive rebound by R. Gobert,44,68
269,3,7:52.0,,R. O'Neale makes 2-pt dunk from 3 ft (assist by J. Ingles),44,70
270,3,7:36.0,A. Žižić misses 2-pt layup from 3 ft (block by D. Favors),,44,70
271,3,7:35.0,Offensive rebound by Team,,44,70
272,3,7:35.0,,J. Crowder enters the game for D. Favors,44,70
273,3,7:26.0,A. Žižić makes 2-pt hook shot from 5 ft (assist by A. Burks),,46,70
274,3,7:17.0,,Personal foul by C. Sexton (drawn by R. Gobert),46,70
275,3,7:17.0,J. Clarkson enters the game for R. Hood,,46,70
276,3,7:09.0,,Shooting foul by A. Žižić (drawn by R. Gobert),46,70
277,3,7:09.0,,R. Gobert makes free throw 1 of 2,46,71
278,3,7:09.0,,R. Gobert makes free throw 2 of 2,46,72
279,3,6:59.0,C. Sexton misses 2-pt jump shot from 11 ft,,46,72
280,3,6:57.0,,Defensive rebound by R. O'Neale,46,72
281,3,6:46.0,,R. Gobert makes 2-pt jump shot from 3 ft (assist by J. Crowder),46,74
282,3,6:46.0,,Shooting foul by A. Žižić (drawn by R. Gobert),46,74
283,3,6:46.0,,R. Gobert makes free throw 1 of 1,46,75
284,3,6:24.0,A. Burks misses 2-pt jump shot from 10 ft,,46,75
285,3,6:22.0,,Defensive rebound by R. O'Neale,46,75
286,3,6:04.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),46,77
287,3,6:04.0,Cleveland full timeout,,46,77
288,3,6:04.0,J. Blossomgame enters the game for A. Burks,,46,77
289,3,6:04.0,M. Dellavedova enters the game for C. Osman,,46,77
290,3,6:04.0,C. Frye enters the game for C. Sexton,,46,77
291,3,6:04.0,C. Payne enters the game for A. Žižić,,46,77
292,3,5:49.0,C. Frye misses 3-pt jump shot from 24 ft,,46,77
293,3,5:46.0,,Defensive rebound by R. O'Neale,46,77
294,3,5:33.0,,J. Crowder makes 2-pt layup from 3 ft (assist by R. O'Neale),46,79
295,3,5:33.0,,Shooting foul by J. Blossomgame (drawn by J. Crowder),46,79
296,3,5:33.0,,J. Crowder makes free throw 1 of 1,46,80
297,3,5:26.0,Shooting foul by J. Crowder (drawn by J. Blossomgame),,46,80
298,3,5:26.0,J. Blossomgame misses free throw 1 of 2,,46,80
299,3,5:26.0,Offensive rebound by Team,,46,80
300,3,5:26.0,J. Blossomgame makes free throw 2 of 2,,47,80
301,3,5:18.0,,J. Crowder misses 3-pt jump shot from 25 ft,47,80
302,3,5:15.0,,Offensive rebound by R. Gobert,47,80
303,3,5:14.0,,R. Gobert makes 2-pt layup from 3 ft,47,82
304,3,4:53.0,J. Clarkson misses 3-pt jump shot from 25 ft,,47,82
305,3,4:50.0,,Defensive rebound by J. Crowder,47,82
306,3,4:43.0,,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),47,84
307,3,4:28.0,M. Dellavedova misses 2-pt layup from 3 ft,,47,84
308,3,4:26.0,,Defensive rebound by J. Crowder,47,84
309,3,4:18.0,,Turnover by J. Ingles (bad pass; steal by C. Frye),47,84
310,3,4:12.0,C. Payne makes 2-pt layup from 3 ft,,49,84
311,3,4:12.0,,Utah full timeout,49,84
312,3,4:12.0,,G. Allen enters the game for J. Ingles,49,84
313,3,4:12.0,,D. Mitchell enters the game for R. O'Neale,49,84
314,3,3:59.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by R. Gobert),49,87
315,3,3:42.0,Personal foul by G. Allen (drawn by C. Frye),,49,87
316,3,3:42.0,C. Frye makes free throw 1 of 2,,50,87
317,3,3:42.0,C. Frye makes free throw 2 of 2,,51,87
318,3,3:32.0,,J. Crowder misses 3-pt jump shot from 26 ft,51,87
319,3,3:29.0,Defensive rebound by J. Clarkson,,51,87
320,3,3:14.0,C. Frye makes 2-pt hook shot from 6 ft,,53,87
321,3,3:14.0,Shooting foul by J. Crowder (drawn by C. Frye),,53,87
322,3,3:14.0,,D. Favors enters the game for R. Gobert,53,87
323,3,3:14.0,C. Frye misses free throw 1 of 1,,53,87
324,3,3:11.0,,Defensive rebound by D. Favors,53,87
325,3,2:48.0,,G. Allen misses 2-pt jump shot from 10 ft,53,87
326,3,2:47.0,Defensive rebound by J. Blossomgame,,53,87
327,3,2:37.0,Turnover by J. Clarkson (lost ball; steal by D. Favors),,53,87
328,3,2:33.0,,G. Allen makes 2-pt dunk from 1 ft,53,89
329,3,2:27.0,Turnover by C. Frye (bad pass),,53,89
330,3,2:13.0,,G. Allen misses 3-pt jump shot from 26 ft,53,89
331,3,2:09.0,Defensive rebound by M. Dellavedova,,53,89
332,3,2:02.0,C. Frye misses 3-pt jump shot from 25 ft,,53,89
333,3,1:58.0,,Defensive rebound by K. Korver,53,89
334,3,1:49.0,,D. Mitchell makes 2-pt jump shot from 10 ft,53,91
335,3,1:29.0,J. Blossomgame makes 2-pt dunk from 2 ft (assist by C. Frye),,55,91
336,3,1:09.0,,D. Favors misses 2-pt hook shot from 3 ft,55,91
337,3,1:06.0,Defensive rebound by M. Dellavedova,,55,91
338,3,1:04.0,M. Dellavedova makes 3-pt jump shot from 26 ft,,58,91
339,3,0:44.0,,D. Mitchell misses 2-pt jump shot from 17 ft,58,91
340,3,0:40.0,Defensive rebound by J. Blossomgame,,58,91
341,3,0:32.0,C. Frye misses 3-pt jump shot from 28 ft,,58,91
342,3,0:29.0,,Defensive rebound by D. Mitchell,58,91
343,3,0:08.0,,J. Crowder misses 2-pt layup from 4 ft,58,91
344,3,0:08.0,,Offensive rebound by D. Favors,58,91
345,3,0:08.0,,D. Favors makes 2-pt dunk from 1 ft,58,93
346,3,0:00.0,C. Payne makes 2-pt jump shot from 15 ft,,60,93
347,4,11:51.0,,Shooting foul by C. Payne (drawn by G. Allen),60,93
348,4,11:51.0,,G. Allen makes free throw 1 of 2,60,94
349,4,11:51.0,,G. Allen makes free throw 2 of 2,60,95
350,4,11:33.0,J. Blossomgame makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,62,95
351,4,11:20.0,,Shooting foul by J. Blossomgame (drawn by D. Favors),62,95
352,4,11:20.0,,D. Favors makes free throw 1 of 2,62,96
353,4,11:20.0,,D. Favors makes free throw 2 of 2,62,97
354,4,11:08.0,C. Payne makes 2-pt jump shot from 17 ft,,64,97
355,4,10:52.0,,Turnover by R. O'Neale (bad pass; steal by A. Žižić),64,97
356,4,10:49.0,Shooting foul by G. Allen (drawn by J. Blossomgame),,64,97
357,4,10:49.0,J. Blossomgame makes free throw 1 of 2,,65,97
358,4,10:49.0,J. Blossomgame makes free throw 2 of 2,,66,97
359,4,10:38.0,,G. Niang misses 3-pt jump shot from 23 ft,66,97
360,4,10:36.0,Defensive rebound by Team,,66,97
361,4,10:27.0,A. Žižić misses 2-pt jump shot from 18 ft,,66,97
362,4,10:23.0,,Defensive rebound by D. Favors,66,97
363,4,10:18.0,,D. Favors misses 2-pt layup from 3 ft (block by A. Žižić),66,97
364,4,10:18.0,Defensive rebound by A. Žižić,,66,97
365,4,10:11.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,69,97
366,4,9:43.0,,J. Ingles misses 3-pt jump shot from 26 ft,69,97
367,4,9:40.0,Defensive rebound by J. Blossomgame,,69,97
368,4,9:40.0,,Technical foul by J. Ingles,69,97
369,4,9:40.0,J. Clarkson makes technical free throw,,70,97
370,4,9:35.0,Turnover by M. Dellavedova (bad pass),,70,97
371,4,9:24.0,,J. Ingles makes 2-pt layup from 5 ft,70,99
372,4,9:07.0,C. Payne makes 2-pt layup from 3 ft,,72,99
373,4,8:55.0,,J. Ingles makes 2-pt layup from 3 ft,72,101
374,4,8:35.0,A. Žižić makes 2-pt hook shot from 5 ft,,74,101
375,4,8:17.0,,Personal foul by J. Blossomgame (drawn by G. Niang),74,101
376,4,8:17.0,,N. Mitrou-Long enters the game for J. Ingles,74,101
377,4,8:11.0,,G. Allen misses 3-pt jump shot from 25 ft,74,101
378,4,8:09.0,Defensive rebound by A. Žižić,,74,101
379,4,8:00.0,A. Žižić makes 2-pt layup from 3 ft (assist by J. Clarkson),,76,101
380,4,7:48.0,,D. Favors misses 2-pt jump shot from 19 ft,76,101
