,QUARTER,TIME_REMAINING,MIAMI_ACTION,INDIANA_ACTION,MIAMI_SCORE,INDIANA_SCORE
0,1,11:44.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by M. Turner),0,2
1,1,11:22.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by R. McGruder),,2,2
2,1,10:56.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by D. Collison),2,5
3,1,10:43.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by J. Winslow),,5,5
4,1,10:29.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by V. Oladipo),5,7
5,1,10:16.0,H. Whiteside makes 2-pt hook shot from 4 ft,,7,7
6,1,10:03.0,,T. Young misses 2-pt hook shot from 4 ft (block by H. Whiteside),7,7
7,1,10:00.0,Defensive rebound by J. Winslow,,7,7
8,1,9:57.0,J. Richardson makes 3-pt jump shot from 28 ft (assist by J. Winslow),,10,7
9,1,9:33.0,,Turnover by D. Collison (out of bounds lost ball),10,7
10,1,9:27.0,G. Dragić misses 3-pt jump shot from 27 ft,,10,7
11,1,9:25.0,,Defensive rebound by M. Turner,10,7
12,1,9:19.0,,M. Turner misses 3-pt jump shot from 26 ft,10,7
13,1,9:16.0,Defensive rebound by J. Winslow,,10,7
14,1,9:04.0,H. Whiteside makes 2-pt layup from 4 ft (assist by J. Richardson),,12,7
15,1,8:57.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by V. Oladipo),12,10
16,1,8:46.0,J. Winslow makes 3-pt jump shot from 26 ft (assist by G. Dragić),,15,10
17,1,8:33.0,,M. Turner misses 2-pt layup from 2 ft,15,10
18,1,8:30.0,Defensive rebound by H. Whiteside,,15,10
19,1,8:17.0,J. Winslow misses 3-pt jump shot from 26 ft,,15,10
20,1,8:14.0,,Defensive rebound by B. Bogdanović,15,10
21,1,8:05.0,,T. Young misses 3-pt jump shot from 23 ft,15,10
22,1,8:01.0,Defensive rebound by J. Richardson,,15,10
23,1,7:53.0,Turnover by G. Dragić (out of bounds lost ball),,15,10
24,1,7:49.0,,V. Oladipo misses 2-pt layup from 1 ft (block by H. Whiteside),15,10
25,1,7:46.0,Defensive rebound by R. McGruder,,15,10
26,1,7:38.0,Offensive foul by H. Whiteside (drawn by V. Oladipo),,15,10
27,1,7:38.0,Turnover by H. Whiteside (offensive foul),,15,10
28,1,7:28.0,,Turnover by B. Bogdanović (traveling),15,10
29,1,7:16.0,Turnover by J. Richardson (bad pass; steal by T. Young),,15,10
30,1,7:14.0,,Turnover by B. Bogdanović (traveling),15,10
31,1,7:01.0,G. Dragić makes 2-pt jump shot from 12 ft,,17,10
32,1,6:47.0,,M. Turner misses 2-pt layup from 1 ft,17,10
33,1,6:43.0,,Offensive rebound by T. Young,17,10
34,1,6:43.0,,T. Young makes 2-pt layup from 1 ft,17,12
35,1,6:31.0,J. Richardson misses 2-pt layup from 2 ft,,17,12
36,1,6:27.0,Offensive rebound by H. Whiteside,,17,12
37,1,6:27.0,H. Whiteside makes 2-pt dunk at rim,,19,12
38,1,6:16.0,,B. Bogdanović misses 2-pt jump shot from 16 ft,19,12
39,1,6:13.0,Defensive rebound by J. Winslow,,19,12
40,1,5:58.0,J. Winslow misses 3-pt jump shot from 22 ft,,19,12
