,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CLEVELAND_ACTION,PHILADELPHIA_SCORE,CLEVELAND_SCORE
0,1,11:44.0,Personal foul by R. Hood (drawn by J. Redick),,0,0
1,1,11:33.0,B. Simmons misses 2-pt layup from 2 ft,,0,0
2,1,11:29.0,,Defensive rebound by A. Žižić,0,0
3,1,11:23.0,,C. Sexton makes 2-pt layup from 1 ft (assist by R. Hood),0,2
4,1,11:10.0,Turnover by J. Redick (bad pass; steal by C. Sexton),,0,2
5,1,10:56.0,,C. Osman misses 3-pt jump shot from 25 ft,0,2
6,1,10:53.0,Defensive rebound by J. Embiid,,0,2
7,1,10:47.0,Personal foul by R. Hood (drawn by J. Redick),,0,2
8,1,10:47.0,,J. Clarkson enters the game for R. Hood,0,2
9,1,10:34.0,J. Embiid misses 2-pt jump shot from 13 ft,,0,2
10,1,10:34.0,Offensive rebound by B. Simmons,,0,2
11,1,10:32.0,B. Simmons makes 2-pt layup at rim,,2,2
12,1,10:18.0,,A. Burks misses 2-pt layup from 1 ft,2,2
13,1,10:16.0,Defensive rebound by J. Embiid,,2,2
14,1,10:12.0,J. Embiid makes 2-pt dunk from 1 ft (assist by B. Simmons),,4,2
15,1,9:55.0,,C. Sexton misses 2-pt jump shot from 19 ft,4,2
16,1,9:55.0,Defensive rebound by B. Simmons,,4,2
17,1,9:40.0,B. Simmons misses 2-pt layup from 1 ft,,4,2
18,1,9:36.0,,Defensive rebound by A. Žižić,4,2
19,1,9:28.0,,J. Clarkson misses 2-pt layup from 2 ft,4,2
20,1,9:25.0,Defensive rebound by J. Embiid,,4,2
21,1,9:21.0,B. Simmons makes 2-pt jump shot from 13 ft,,6,2
22,1,9:08.0,,A. Žižić makes 2-pt jump shot from 16 ft (assist by C. Sexton),6,4
23,1,8:46.0,W. Chandler misses 3-pt jump shot from 26 ft,,6,4
24,1,8:44.0,,Defensive rebound by A. Burks,6,4
25,1,8:37.0,,C. Osman misses 2-pt layup from 1 ft,6,4
26,1,8:37.0,Defensive rebound by Team,,6,4
27,1,8:37.0,,Loose ball foul by A. Žižić (drawn by J. Butler),6,4
28,1,8:20.0,Turnover by J. Embiid (lost ball; steal by A. Žižić),,6,4
29,1,8:10.0,,A. Žižić makes 2-pt layup from 1 ft (assist by J. Clarkson),6,6
30,1,8:02.0,B. Simmons makes 2-pt layup from 4 ft,,8,6
31,1,8:02.0,Shooting foul by A. Burks (drawn by B. Simmons),,8,6
32,1,8:02.0,B. Simmons makes free throw 1 of 1,,9,6
33,1,7:49.0,,Shooting foul by J. Redick (drawn by C. Osman),9,6
34,1,7:49.0,,C. Osman makes free throw 1 of 2,9,7
35,1,7:49.0,,C. Osman misses free throw 2 of 2,9,7
36,1,7:47.0,Defensive rebound by J. Embiid,,9,7
37,1,7:32.0,Def 3 sec tech foul by Team,,9,7
38,1,7:32.0,J. Redick makes technical free throw,,10,7
39,1,7:20.0,J. Embiid makes 2-pt layup from 3 ft,,12,7
40,1,7:14.0,,C. Sexton makes 2-pt layup from 1 ft,12,9
41,1,7:05.0,B. Simmons makes 2-pt jump shot from 9 ft,,14,9
42,1,6:52.0,,A. Burks misses 2-pt jump shot from 10 ft,14,9
43,1,6:49.0,Defensive rebound by B. Simmons,,14,9
44,1,6:42.0,J. Embiid makes 2-pt jump shot from 18 ft,,16,9
45,1,6:36.0,,Cleveland full timeout,16,9
46,1,6:36.0,T. McConnell enters the game for W. Chandler,,16,9
47,1,6:36.0,M. Muscala enters the game for J. Embiid,,16,9
48,1,6:36.0,L. Shamet enters the game for J. Redick,,16,9
49,1,6:36.0,,L. Nance enters the game for C. Osman,16,9
50,1,6:36.0,,D. Nwaba enters the game for A. Žižić,16,9
51,1,6:16.0,,J. Clarkson misses 2-pt jump shot from 15 ft,16,9
52,1,6:14.0,Defensive rebound by J. Butler,,16,9
53,1,6:02.0,B. Simmons misses 2-pt jump shot from 13 ft,,16,9
54,1,6:01.0,,Defensive rebound by J. Clarkson,16,9
55,1,6:01.0,,Personal foul by B. Simmons (drawn by J. Clarkson),16,9
56,1,6:01.0,,M. Dellavedova enters the game for A. Burks,16,9
57,1,5:37.0,,C. Sexton makes 2-pt jump shot from 19 ft (assist by L. Nance),16,11
58,1,5:22.0,M. Muscala misses 2-pt jump shot from 10 ft,,16,11
59,1,5:17.0,,Defensive rebound by M. Dellavedova,16,11
60,1,5:13.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by D. Nwaba),16,14
61,1,5:13.0,Philadelphia full timeout,,16,14
62,1,5:13.0,F. Korkmaz enters the game for J. Butler,,16,14
63,1,5:02.0,T. McConnell misses 2-pt jump shot from 19 ft,,16,14
64,1,4:59.0,,Defensive rebound by J. Clarkson,16,14
65,1,4:54.0,,D. Nwaba makes 2-pt jump shot from 8 ft (assist by J. Clarkson),16,16
66,1,4:41.0,L. Shamet makes 2-pt layup from 1 ft (assist by B. Simmons),,18,16
67,1,4:41.0,,Violation by Team (def goaltending),18,16
68,1,4:29.0,,C. Sexton makes 2-pt jump shot from 16 ft,18,18
69,1,4:14.0,Shooting foul by D. Nwaba (drawn by B. Simmons),,18,18
70,1,4:14.0,B. Simmons makes free throw 1 of 2,,19,18
71,1,4:14.0,J. Redick enters the game for L. Shamet,,19,18
72,1,4:14.0,B. Simmons makes free throw 2 of 2,,20,18
73,1,4:03.0,,J. Clarkson misses 3-pt jump shot from 25 ft,20,18
74,1,4:00.0,Defensive rebound by F. Korkmaz,,20,18
75,1,3:52.0,B. Simmons misses 2-pt jump shot from 14 ft,,20,18
76,1,3:48.0,,Defensive rebound by L. Nance,20,18
77,1,3:38.0,,D. Nwaba makes 2-pt layup from 1 ft (assist by M. Dellavedova),20,20
78,1,3:25.0,F. Korkmaz makes 2-pt jump shot from 20 ft (assist by B. Simmons),,22,20
79,1,3:00.0,,Turnover by L. Nance (lost ball; steal by T. McConnell),22,20
80,1,2:52.0,J. Redick misses 3-pt jump shot from 27 ft,,22,20
81,1,2:50.0,,Defensive rebound by D. Nwaba,22,20
82,1,2:44.0,,J. Clarkson makes 2-pt layup from 1 ft,22,22
83,1,2:31.0,J. Redick makes 2-pt layup from 3 ft,,24,22
84,1,2:12.0,,D. Nwaba misses 3-pt jump shot from 24 ft,24,22
85,1,2:07.0,Defensive rebound by F. Korkmaz,,24,22
86,1,2:00.0,Shooting foul by L. Nance (drawn by J. Redick),,24,22
87,1,2:00.0,J. Redick makes free throw 1 of 2,,25,22
88,1,2:00.0,J. Embiid enters the game for B. Simmons,,25,22
89,1,2:00.0,,C. Osman enters the game for C. Sexton,25,22
90,1,2:00.0,J. Redick misses free throw 2 of 2,,25,22
91,1,1:59.0,,Defensive rebound by Team,25,22
92,1,1:54.0,,Personal foul by T. McConnell (drawn by J. Clarkson),25,22
93,1,1:48.0,,L. Nance makes 2-pt jump shot from 15 ft (assist by J. Clarkson),25,24
94,1,1:40.0,Offensive foul by J. Redick (drawn by J. Clarkson),,25,24
95,1,1:40.0,Turnover by J. Redick (offensive foul),,25,24
96,1,1:27.0,,M. Dellavedova makes 2-pt jump shot from 10 ft,25,26
97,1,1:13.0,Shooting foul by L. Nance (drawn by J. Embiid),,25,26
98,1,1:13.0,J. Embiid misses free throw 1 of 2,,25,26
99,1,1:13.0,Offensive rebound by Team,,25,26
100,1,1:13.0,L. Shamet enters the game for J. Redick,,25,26
101,1,1:13.0,,A. Žižić enters the game for L. Nance,25,26
102,1,1:13.0,J. Embiid makes free throw 2 of 2,,26,26
103,1,1:00.0,,M. Dellavedova makes 2-pt jump shot from 9 ft,26,28
104,1,0:51.0,Personal foul by A. Žižić (drawn by J. Embiid),,26,28
105,1,0:51.0,J. Embiid makes free throw 1 of 2,,27,28
106,1,0:51.0,J. Embiid makes free throw 2 of 2,,28,28
107,1,0:41.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,28,28
108,1,0:41.0,,Offensive rebound by Team,28,28
109,1,0:41.0,Loose ball foul by F. Korkmaz (drawn by C. Osman),,28,28
110,1,0:41.0,,C. Osman makes free throw 1 of 2,28,29
111,1,0:41.0,,C. Frye enters the game for A. Žižić,28,29
112,1,0:41.0,,C. Osman makes free throw 2 of 2,28,30
113,1,0:33.0,Turnover by J. Embiid (lost ball; steal by M. Dellavedova),,28,30
114,1,0:30.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),28,33
115,1,0:14.0,Shooting foul by D. Nwaba (drawn by J. Embiid),,28,33
116,1,0:14.0,J. Embiid misses free throw 1 of 2,,28,33
117,1,0:14.0,Offensive rebound by Team,,28,33
118,1,0:14.0,J. Embiid makes free throw 2 of 2,,29,33
119,1,0:00.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),29,36
120,2,11:50.0,,Turnover by J. Clarkson (bad pass; steal by T. McConnell),29,36
121,2,11:47.0,J. Butler makes 2-pt jump shot from 8 ft (assist by T. McConnell),,31,36
122,2,11:47.0,Shooting foul by J. Blossomgame (drawn by J. Butler),,31,36
123,2,11:47.0,J. Butler makes free throw 1 of 1,,32,36
124,2,11:35.0,,M. Dellavedova misses 2-pt layup from 1 ft,32,36
125,2,11:34.0,,Offensive rebound by J. Blossomgame,32,36
126,2,11:34.0,,J. Blossomgame misses 2-pt layup from 1 ft,32,36
127,2,11:32.0,Defensive rebound by J. Embiid,,32,36
128,2,11:17.0,J. Embiid misses 2-pt jump shot from 20 ft,,32,36
129,2,11:13.0,,Defensive rebound by J. Blossomgame,32,36
130,2,11:07.0,,Shooting foul by S. Milton (drawn by J. Clarkson),32,36
131,2,11:07.0,,J. Clarkson makes free throw 1 of 2,32,37
132,2,11:07.0,,J. Clarkson makes free throw 2 of 2,32,38
133,2,10:47.0,Turnover by J. Embiid (lost ball; steal by C. Frye),,32,38
134,2,10:42.0,,C. Osman makes 2-pt layup from 1 ft,32,40
135,2,10:42.0,Philadelphia full timeout,,32,40
136,2,10:31.0,J. Butler misses 2-pt jump shot from 8 ft,,32,40
137,2,10:29.0,,Defensive rebound by C. Frye,32,40
138,2,10:25.0,,C. Osman makes 2-pt layup from 4 ft,32,42
139,2,10:25.0,,Shooting foul by W. Chandler (drawn by C. Osman),32,42
140,2,10:25.0,,C. Osman misses free throw 1 of 1,32,42
141,2,10:21.0,,Offensive rebound by C. Osman,32,42
142,2,10:20.0,,Turnover by C. Frye (bad pass),32,42
143,2,10:10.0,T. McConnell makes 2-pt jump shot from 17 ft (assist by J. Embiid),,34,42
144,2,9:52.0,,C. Osman makes 2-pt layup from 1 ft (assist by M. Dellavedova),34,44
145,2,9:35.0,J. Embiid makes 2-pt layup from 2 ft (assist by T. McConnell),,36,44
146,2,9:18.0,,J. Blossomgame misses 2-pt jump shot from 8 ft (block by W. Chandler),36,44
147,2,9:14.0,Defensive rebound by W. Chandler,,36,44
148,2,9:05.0,Turnover by W. Chandler (lost ball; steal by C. Osman),,36,44
149,2,9:00.0,,J. Clarkson misses 3-pt jump shot from 24 ft,36,44
150,2,8:55.0,Defensive rebound by J. Butler,,36,44
151,2,8:45.0,J. Embiid makes 2-pt layup from 2 ft,,38,44
152,2,8:26.0,,M. Dellavedova misses 2-pt layup from 4 ft,38,44
153,2,8:25.0,,Offensive rebound by J. Clarkson,38,44
154,2,8:25.0,,J. Clarkson misses 2-pt layup from 1 ft,38,44
155,2,8:23.0,Defensive rebound by J. Embiid,,38,44
156,2,8:15.0,T. McConnell makes 2-pt jump shot from 14 ft,,40,44
157,2,8:15.0,,Cleveland full timeout,40,44
158,2,8:15.0,M. Muscala enters the game for J. Embiid,,40,44
159,2,8:15.0,J. Redick enters the game for T. McConnell,,40,44
160,2,8:15.0,B. Simmons enters the game for S. Milton,,40,44
161,2,8:15.0,,R. Hood enters the game for J. Clarkson,40,44
162,2,8:15.0,,C. Sexton enters the game for M. Dellavedova,40,44
163,2,8:02.0,,C. Frye misses 3-pt jump shot from 25 ft,40,44
164,2,7:58.0,Defensive rebound by W. Chandler,,40,44
165,2,7:54.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by B. Simmons),,43,44
166,2,7:28.0,,R. Hood makes 2-pt jump shot from 15 ft,43,46
167,2,7:18.0,Shooting foul by J. Blossomgame (drawn by J. Butler),,43,46
168,2,7:18.0,J. Butler makes free throw 1 of 2,,44,46
169,2,7:18.0,,A. Burks enters the game for J. Blossomgame,44,46
170,2,7:18.0,,L. Nance enters the game for C. Frye,44,46
171,2,7:18.0,J. Butler misses free throw 2 of 2,,44,46
172,2,7:15.0,,Defensive rebound by L. Nance,44,46
173,2,7:02.0,,C. Osman makes 2-pt jump shot from 15 ft,44,48
174,2,6:44.0,J. Butler misses 2-pt layup from 2 ft,,44,48
175,2,6:44.0,Offensive rebound by Team,,44,48
176,2,6:44.0,Personal foul by C. Osman (drawn by J. Butler),,44,48
177,2,6:33.0,M. Muscala makes 2-pt layup from 1 ft (assist by J. Butler),,46,48
178,2,6:17.0,,C. Sexton misses 2-pt jump shot from 21 ft,46,48
179,2,6:16.0,Defensive rebound by J. Redick,,46,48
180,2,6:09.0,W. Chandler misses 3-pt jump shot from 26 ft,,46,48
181,2,6:08.0,Offensive rebound by B. Simmons,,46,48
182,2,6:08.0,B. Simmons misses 2-pt layup from 4 ft,,46,48
183,2,6:07.0,Offensive rebound by M. Muscala,,46,48
184,2,6:07.0,M. Muscala misses 2-pt layup at rim,,46,48
185,2,6:05.0,,Defensive rebound by C. Sexton,46,48
186,2,5:53.0,,Turnover by A. Burks (bad pass),46,48
187,2,5:44.0,J. Butler makes 3-pt jump shot from 25 ft (assist by B. Simmons),,49,48
188,2,5:30.0,,R. Hood misses 2-pt jump shot from 15 ft,49,48
189,2,5:28.0,Defensive rebound by W. Chandler,,49,48
190,2,5:23.0,J. Butler misses 3-pt jump shot from 27 ft,,49,48
191,2,5:19.0,Offensive rebound by W. Chandler,,49,48
192,2,5:17.0,Turnover by W. Chandler (lost ball; steal by R. Hood),,49,48
193,2,5:16.0,,Personal take foul by B. Simmons (drawn by R. Hood),49,48
194,2,5:16.0,F. Korkmaz enters the game for J. Butler,,49,48
195,2,5:09.0,,L. Nance misses 2-pt layup from 3 ft (block by M. Muscala),49,48
196,2,5:05.0,Defensive rebound by B. Simmons,,49,48
197,2,4:56.0,J. Redick makes 2-pt layup from 2 ft (assist by B. Simmons),,51,48
198,2,4:43.0,,A. Burks misses 2-pt jump shot from 17 ft,51,48
199,2,4:43.0,Defensive rebound by F. Korkmaz,,51,48
200,2,4:39.0,M. Muscala makes 2-pt layup from 3 ft (assist by B. Simmons),,53,48
201,2,4:11.0,,A. Burks makes 3-pt jump shot from 25 ft,53,51
202,2,3:54.0,F. Korkmaz misses 2-pt layup from 2 ft,,53,51
203,2,3:51.0,,Defensive rebound by L. Nance,53,51
204,2,3:45.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by L. Nance),53,54
205,2,3:28.0,J. Redick makes 2-pt jump shot from 18 ft (assist by B. Simmons),,55,54
206,2,3:09.0,,A. Burks misses 2-pt layup from 1 ft,55,54
207,2,3:05.0,Defensive rebound by M. Muscala,,55,54
208,2,3:03.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,55,54
209,2,2:59.0,Offensive rebound by W. Chandler,,55,54
210,2,2:46.0,B. Simmons misses 2-pt jump shot from 13 ft,,55,54
211,2,2:44.0,,Defensive rebound by R. Hood,55,54
212,2,2:38.0,,C. Sexton misses 2-pt jump shot from 18 ft,55,54
213,2,2:35.0,Defensive rebound by M. Muscala,,55,54
214,2,2:20.0,B. Simmons makes 2-pt dunk from 1 ft,,57,54
215,2,1:58.0,,C. Osman misses 3-pt jump shot from 23 ft,57,54
216,2,1:58.0,Defensive rebound by M. Muscala,,57,54
217,2,1:53.0,Personal foul by C. Sexton (drawn by W. Chandler),,57,54
