,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,GOLDEN STATE_ACTION,LA LAKERS_SCORE,GOLDEN STATE_SCORE
0,1,11:42.0,Turnover by L. Ball (bad pass; steal by D. Green),,0,0
1,1,11:37.0,,K. Durant makes 3-pt jump shot from 27 ft (assist by D. Green),0,3
2,1,11:18.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. James),,3,3
3,1,11:00.0,,S. Curry misses 2-pt jump shot from 19 ft,3,3
4,1,10:58.0,Defensive rebound by L. James,,3,3
5,1,10:45.0,B. Ingram makes 2-pt layup from 10 ft,,5,3
6,1,10:28.0,,K. Looney makes 2-pt dunk from 1 ft (assist by K. Thompson),5,5
7,1,10:05.0,L. Ball misses 2-pt jump shot from 8 ft,,5,5
8,1,10:04.0,Offensive rebound by I. Zubac,,5,5
9,1,10:03.0,I. Zubac makes 2-pt layup from 3 ft,,7,5
10,1,9:46.0,,K. Looney misses 3-pt jump shot from 23 ft,7,5
11,1,9:44.0,Defensive rebound by K. Kuzma,,7,5
12,1,9:33.0,L. Ball misses 3-pt jump shot from 23 ft,,7,5
13,1,9:31.0,,Defensive rebound by D. Green,7,5
14,1,9:25.0,,Shooting foul by I. Zubac (drawn by K. Durant),7,5
15,1,9:25.0,,K. Durant makes free throw 1 of 2,7,6
16,1,9:25.0,,K. Durant makes free throw 2 of 2,7,7
17,1,9:19.0,Shooting foul by S. Curry (drawn by L. James),,7,7
18,1,9:19.0,L. James makes free throw 1 of 2,,8,7
19,1,9:19.0,L. James makes free throw 2 of 2,,9,7
20,1,9:05.0,,D. Green misses 3-pt jump shot from 27 ft,9,7
21,1,9:03.0,Defensive rebound by L. James,,9,7
22,1,8:57.0,L. James misses 2-pt jump shot from 11 ft,,9,7
23,1,8:56.0,,Defensive rebound by D. Green,9,7
24,1,8:46.0,,K. Thompson misses 2-pt jump shot from 11 ft,9,7
25,1,8:45.0,,Offensive rebound by K. Looney,9,7
26,1,8:38.0,,K. Thompson misses 2-pt jump shot from 17 ft,9,7
27,1,8:36.0,Defensive rebound by K. Kuzma,,9,7
28,1,8:34.0,Turnover by L. James (lost ball; steal by D. Green),,9,7
29,1,8:29.0,,K. Thompson misses 3-pt jump shot from 23 ft,9,7
30,1,8:27.0,Defensive rebound by B. Ingram,,9,7
31,1,8:15.0,B. Ingram misses 2-pt layup from 5 ft (block by K. Looney),,9,7
32,1,8:14.0,,Defensive rebound by K. Durant,9,7
33,1,8:09.0,,Turnover by K. Durant (bad pass; steal by L. James),9,7
34,1,8:06.0,Shooting foul by K. Durant (drawn by L. James),,9,7
35,1,8:06.0,L. James makes free throw 1 of 2,,10,7
36,1,8:06.0,L. James misses free throw 2 of 2,,10,7
37,1,8:04.0,,Defensive rebound by K. Durant,10,7
38,1,7:50.0,,K. Looney makes 2-pt layup from 2 ft (assist by K. Thompson),10,9
39,1,7:33.0,Turnover by B. Ingram (lost ball; steal by K. Durant),,10,9
40,1,7:27.0,,K. Durant makes 3-pt jump shot from 23 ft (assist by D. Green),10,12
41,1,7:07.0,K. Kuzma misses 2-pt hook shot from 10 ft,,10,12
42,1,7:06.0,,Defensive rebound by Team,10,12
43,1,6:59.0,,S. Curry misses 3-pt jump shot from 29 ft,10,12
44,1,6:57.0,Defensive rebound by I. Zubac,,10,12
45,1,6:35.0,B. Ingram makes 3-pt jump shot from 22 ft (assist by L. James),,13,12
46,1,6:10.0,,S. Curry makes 2-pt layup from 4 ft (assist by K. Durant),13,14
47,1,5:59.0,Personal foul by D. Green (drawn by L. James),,13,14
48,1,5:59.0,,Golden State full timeout,13,14
49,1,5:59.0,,A. Iguodala enters the game for K. Looney,13,14
50,1,5:55.0,I. Zubac makes 2-pt layup from 2 ft (assist by B. Ingram),,15,14
51,1,5:40.0,,S. Curry makes 2-pt jump shot from 19 ft,15,16
52,1,5:31.0,Shooting foul by D. Green (drawn by L. James),,15,16
53,1,5:31.0,L. James misses free throw 1 of 2,,15,16
54,1,5:31.0,Offensive rebound by Team,,15,16
55,1,5:31.0,T. Chandler enters the game for I. Zubac,,15,16
56,1,5:31.0,,K. Looney enters the game for D. Green,15,16
57,1,5:31.0,L. James makes free throw 2 of 2,,16,16
58,1,5:16.0,,A. Iguodala makes 2-pt dunk from 2 ft (assist by S. Curry),16,18
59,1,5:01.0,B. Ingram misses 3-pt jump shot from 25 ft,,16,18
60,1,4:59.0,Offensive rebound by T. Chandler,,16,18
61,1,4:55.0,L. Ball makes 3-pt jump shot from 28 ft (assist by L. James),,19,18
