,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SACRAMENTO_ACTION,CHARLOTTE_SCORE,SACRAMENTO_SCORE
41,1,7:39.0,K. Walker makes free throw 2 of 3,,11,9
42,1,7:39.0,K. Walker makes free throw 3 of 3,,12,9
43,1,7:21.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by D. Fox),12,11
44,1,7:10.0,J. Lamb makes 2-pt dunk from 2 ft (assist by N. Batum),,14,11
45,1,6:53.0,,N. Bjelica makes 3-pt jump shot from 26 ft (assist by W. Cauley-Stein),14,14
46,1,6:37.0,M. Williams misses 2-pt jump shot from 6 ft,,14,14
47,1,6:31.0,,Defensive rebound by D. Fox,14,14
48,1,6:24.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by N. Bjelica),14,17
49,1,6:11.0,N. Batum misses 3-pt jump shot from 26 ft,,14,17
50,1,6:11.0,,Defensive rebound by W. Cauley-Stein,14,17
51,1,5:59.0,,D. Fox misses 2-pt jump shot from 14 ft,14,17
52,1,5:58.0,,Offensive rebound by W. Cauley-Stein,14,17
53,1,5:54.0,,I. Shumpert misses 2-pt layup from 2 ft,14,17
54,1,5:53.0,,Offensive rebound by W. Cauley-Stein,14,17
55,1,5:53.0,,W. Cauley-Stein makes 2-pt layup from 2 ft,14,19
56,1,5:53.0,Charlotte full timeout,,14,19
57,1,5:53.0,M. Bridges enters the game for N. Batum,,14,19
58,1,5:53.0,W. Hernangómez enters the game for B. Biyombo,,14,19
59,1,5:53.0,M. Kidd-Gilchrist enters the game for M. Williams,,14,19
60,1,5:53.0,,M. Bagley enters the game for N. Bjelica,14,19
61,1,5:53.0,,B. Bogdanović enters the game for B. Hield,14,19
62,1,5:38.0,Personal foul by B. Bogdanović (drawn by M. Bridges),,14,19
63,1,5:32.0,Turnover by K. Walker (bad pass; steal by W. Cauley-Stein),,14,19
64,1,5:27.0,,W. Cauley-Stein misses 2-pt dunk from 1 ft,14,19
65,1,5:27.0,Defensive rebound by J. Lamb,,14,19
66,1,5:17.0,M. Kidd-Gilchrist misses 2-pt jump shot from 8 ft,,14,19
67,1,5:14.0,Offensive rebound by W. Hernangómez,,14,19
68,1,5:14.0,W. Hernangómez misses 2-pt layup from 1 ft,,14,19
69,1,5:13.0,Offensive rebound by W. Hernangómez,,14,19
70,1,5:13.0,W. Hernangómez misses 2-pt jump shot from 2 ft,,14,19
71,1,5:13.0,Offensive rebound by W. Hernangómez,,14,19
72,1,5:13.0,Shooting foul by W. Cauley-Stein (drawn by W. Hernangómez),,14,19
73,1,5:13.0,W. Hernangómez makes free throw 1 of 2,,15,19
74,1,5:13.0,M. Monk enters the game for J. Lamb,,15,19
75,1,5:13.0,W. Hernangómez misses free throw 2 of 2,,15,19
76,1,5:11.0,,Defensive rebound by I. Shumpert,15,19
77,1,4:59.0,,Turnover by B. Bogdanović (bad pass; steal by K. Walker),15,19
78,1,4:56.0,Turnover by K. Walker (bad pass),,15,19
79,1,4:40.0,,M. Bagley misses 2-pt hook shot from 7 ft,15,19
80,1,4:37.0,Defensive rebound by W. Hernangómez,,15,19
81,1,4:28.0,M. Monk makes 3-pt jump shot from 23 ft (assist by K. Walker),,18,19
82,1,4:13.0,,M. Bagley misses 3-pt jump shot from 25 ft,18,19
83,1,4:09.0,Defensive rebound by M. Bridges,,18,19
84,1,4:06.0,M. Bridges misses 2-pt layup from 6 ft,,18,19
85,1,4:03.0,,Defensive rebound by B. Bogdanović,18,19
86,1,3:52.0,,M. Bagley makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),18,21
87,1,3:39.0,K. Walker makes 2-pt layup from 3 ft,,20,21
88,1,3:29.0,,Shooting foul by M. Bridges (drawn by D. Fox),20,21
89,1,3:29.0,,D. Fox makes free throw 1 of 2,20,22
90,1,3:29.0,,N. Bjelica enters the game for W. Cauley-Stein,20,22
91,1,3:29.0,,J. Jackson enters the game for I. Shumpert,20,22
92,1,3:29.0,,D. Fox makes free throw 2 of 2,20,23
93,1,3:14.0,Turnover by M. Monk (bad pass; steal by D. Fox),,20,23
94,1,3:12.0,,Personal foul by M. Kidd-Gilchrist (drawn by D. Fox),20,23
95,1,3:12.0,,D. Fox makes free throw 1 of 2,20,24
96,1,3:12.0,D. Graham enters the game for K. Walker,,20,24
97,1,3:12.0,,D. Fox makes free throw 2 of 2,20,25
98,1,2:56.0,M. Monk makes 2-pt layup from 2 ft,,22,25
99,1,2:54.0,,Sacramento full timeout,22,25
100,1,2:54.0,,Y. Ferrell enters the game for D. Fox,22,25
101,1,2:33.0,,M. Bagley misses 2-pt jump shot from 12 ft,22,25
102,1,2:30.0,Defensive rebound by M. Bridges,,22,25
103,1,2:25.0,D. Graham makes 3-pt jump shot from 26 ft,,25,25
104,1,2:12.0,,B. Bogdanović makes 2-pt jump shot from 21 ft (assist by N. Bjelica),25,27
105,1,1:53.0,Turnover by W. Hernangómez (bad pass; steal by N. Bjelica),,25,27
106,1,1:49.0,,Shooting foul by M. Monk (drawn by M. Bagley),25,27
107,1,1:49.0,,M. Bagley misses free throw 1 of 2,25,27
108,1,1:49.0,,Offensive rebound by Team,25,27
109,1,1:49.0,,M. Bagley misses free throw 2 of 2,25,27
110,1,1:46.0,Defensive rebound by D. Graham,,25,27
111,1,1:36.0,M. Monk misses 2-pt jump shot from 10 ft,,25,27
112,1,1:36.0,Offensive rebound by Team,,25,27
113,1,1:31.0,W. Hernangómez makes 2-pt layup from 2 ft (assist by M. Monk),,27,27
114,1,1:31.0,Shooting foul by M. Bagley (drawn by W. Hernangómez),,27,27
115,1,1:31.0,W. Hernangómez misses free throw 1 of 1,,27,27
116,1,1:24.0,Offensive rebound by M. Kidd-Gilchrist,,27,27
117,1,1:22.0,Turnover by M. Kidd-Gilchrist (bad pass; steal by M. Bagley),,27,27
118,1,1:20.0,,Y. Ferrell makes 2-pt layup from 1 ft,27,29
119,1,1:04.0,D. Graham misses 3-pt jump shot from 26 ft,,27,29
120,1,1:01.0,,Defensive rebound by M. Bagley,27,29
121,1,0:56.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Jackson),27,32
122,1,0:46.0,Turnover by M. Monk (out of bounds lost ball),,27,32
123,1,0:46.0,J. Lamb enters the game for M. Monk,,27,32
124,1,0:34.0,,M. Bagley misses 2-pt layup from 2 ft (block by J. Lamb),27,32
125,1,0:34.0,,Offensive rebound by Team,27,32
126,1,0:28.0,,B. Bogdanović makes 3-pt jump shot from 23 ft,27,35
127,1,0:12.0,J. Lamb makes 2-pt jump shot from 10 ft,,29,35
128,1,0:02.0,,B. Bogdanović misses 2-pt layup from 2 ft,29,35
129,1,0:02.0,Defensive rebound by M. Bridges,,29,35
130,1,0:01.0,M. Bridges misses 3-pt jump shot from 75 ft,,29,35
131,1,0:01.0,Offensive rebound by Team,,29,35
132,2,11:43.0,M. Monk makes 2-pt dunk from 2 ft,,31,35
133,2,11:22.0,,H. Giles makes 2-pt hook shot from 5 ft,31,37
134,2,11:05.0,Shooting foul by N. Bjelica (drawn by J. Lamb),,31,37
135,2,11:05.0,J. Lamb makes free throw 1 of 2,,32,37
136,2,11:05.0,J. Lamb makes free throw 2 of 2,,33,37
137,2,10:51.0,,J. Jackson misses 3-pt jump shot from 23 ft,33,37
138,2,10:46.0,Defensive rebound by M. Williams,,33,37
139,2,10:40.0,D. Graham makes 2-pt layup from 2 ft,,35,37
140,2,10:25.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,35,37
141,2,10:23.0,Defensive rebound by J. Lamb,,35,37
142,2,10:16.0,M. Monk misses 3-pt jump shot from 25 ft,,35,37
143,2,10:13.0,,Defensive rebound by Y. Ferrell,35,37
144,2,10:07.0,,H. Giles makes 2-pt hook shot from 6 ft (assist by Y. Ferrell),35,39
145,2,9:43.0,M. Kidd-Gilchrist makes 2-pt dunk from 2 ft (assist by D. Graham),,37,39
146,2,9:42.0,,Sacramento full timeout,37,39
147,2,9:42.0,,W. Cauley-Stein enters the game for N. Bjelica,37,39
148,2,9:42.0,,B. Hield enters the game for B. Bogdanović,37,39
149,2,9:19.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by H. Giles),37,42
150,2,9:02.0,M. Williams misses 3-pt jump shot from 26 ft,,37,42
151,2,8:58.0,,Defensive rebound by W. Cauley-Stein,37,42
152,2,8:54.0,,Personal foul by M. Williams (drawn by H. Giles),37,42
153,2,8:54.0,B. Biyombo enters the game for D. Graham,,37,42
154,2,8:54.0,K. Walker enters the game for M. Kidd-Gilchrist,,37,42
155,2,8:45.0,,B. Hield misses 2-pt jump shot from 14 ft,37,42
156,2,8:42.0,Defensive rebound by M. Williams,,37,42
157,2,8:34.0,M. Williams makes 3-pt jump shot from 25 ft (assist by J. Lamb),,40,42
158,2,8:19.0,,Personal foul by M. Monk (drawn by Y. Ferrell),40,42
159,2,8:10.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,40,42
160,2,8:08.0,Defensive rebound by B. Biyombo,,40,42
161,2,7:53.0,J. Lamb misses 2-pt jump shot from 17 ft,,40,42
162,2,7:50.0,Offensive rebound by B. Biyombo,,40,42
163,2,7:38.0,Turnover by Team (shot clock),,40,42
164,2,7:17.0,,H. Giles misses 2-pt jump shot from 21 ft,40,42
165,2,7:14.0,Defensive rebound by B. Biyombo,,40,42
166,2,7:06.0,K. Walker misses 3-pt jump shot from 25 ft,,40,42
167,2,7:03.0,,Defensive rebound by H. Giles,40,42
168,2,6:56.0,,Turnover by W. Cauley-Stein (bad pass; steal by M. Monk),40,42
169,2,6:54.0,Personal take foul by J. Jackson (drawn by M. Monk),,40,42
170,2,6:54.0,N. Batum enters the game for J. Lamb,,40,42
171,2,6:54.0,M. Bridges enters the game for M. Monk,,40,42
172,2,6:44.0,M. Williams misses 2-pt layup from 5 ft,,40,42
173,2,6:39.0,Offensive rebound by B. Biyombo,,40,42
174,2,6:37.0,M. Bridges misses 2-pt hook shot from 4 ft,,40,42
175,2,6:37.0,,Defensive rebound by W. Cauley-Stein,40,42
176,2,6:29.0,,J. Jackson misses 3-pt jump shot from 25 ft,40,42
177,2,6:26.0,Defensive rebound by M. Williams,,40,42
178,2,6:20.0,K. Walker misses 2-pt jump shot from 17 ft,,40,42
179,2,6:17.0,,Defensive rebound by H. Giles,40,42
180,2,6:08.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),40,45
181,2,5:54.0,Turnover by N. Batum (bad pass),,40,45
182,2,5:54.0,,D. Fox enters the game for Y. Ferrell,40,45
183,2,5:54.0,,I. Shumpert enters the game for H. Giles,40,45
184,2,5:42.0,,W. Cauley-Stein misses 2-pt layup from 3 ft (block by M. Williams),40,45
185,2,5:39.0,Defensive rebound by K. Walker,,40,45
186,2,5:36.0,K. Walker makes 2-pt layup from 2 ft,,42,45
187,2,5:19.0,,I. Shumpert misses 2-pt jump shot from 16 ft,42,45
188,2,5:14.0,Defensive rebound by N. Batum,,42,45
189,2,5:04.0,M. Williams misses 2-pt layup from 4 ft (block by I. Shumpert),,42,45
190,2,5:03.0,Offensive rebound by M. Williams,,42,45
191,2,5:03.0,M. Williams makes 2-pt layup from 3 ft,,44,45
192,2,5:03.0,Shooting foul by I. Shumpert (drawn by M. Williams),,44,45
193,2,5:03.0,M. Williams makes free throw 1 of 1,,45,45
194,2,4:57.0,,Shooting foul by K. Walker (drawn by D. Fox),45,45
195,2,4:57.0,,D. Fox makes free throw 1 of 2,45,46
196,2,4:57.0,M. Kidd-Gilchrist enters the game for M. Williams,,45,46
197,2,4:57.0,,D. Fox makes free throw 2 of 2,45,47
198,2,4:42.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft,,47,47
199,2,4:26.0,,J. Jackson misses 3-pt jump shot from 25 ft,47,47
200,2,4:22.0,Defensive rebound by N. Batum,,47,47
201,2,4:19.0,Personal foul by J. Jackson (drawn by K. Walker),,47,47
202,2,4:14.0,K. Walker misses 3-pt jump shot from 25 ft,,47,47
203,2,4:10.0,,Defensive rebound by W. Cauley-Stein,47,47
204,2,4:03.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,47,47
205,2,4:00.0,Defensive rebound by M. Kidd-Gilchrist,,47,47
206,2,3:52.0,K. Walker misses 2-pt layup from 2 ft,,47,47
207,2,3:51.0,Offensive rebound by Team,,47,47
208,2,3:51.0,Charlotte full timeout,,47,47
209,2,3:51.0,J. Lamb enters the game for M. Bridges,,47,47
210,2,3:51.0,,B. Bogdanović enters the game for J. Jackson,47,47
211,2,3:45.0,N. Batum makes 3-pt jump shot from 25 ft (assist by J. Lamb),,50,47
212,2,3:31.0,,B. Bogdanović makes 2-pt jump shot from 10 ft,50,49
213,2,3:17.0,K. Walker misses 3-pt jump shot from 26 ft,,50,49
214,2,3:17.0,,Defensive rebound by W. Cauley-Stein,50,49
215,2,3:01.0,,B. Hield misses 3-pt jump shot from 25 ft,50,49
216,2,2:58.0,Defensive rebound by M. Kidd-Gilchrist,,50,49
217,2,2:52.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft,,52,49
218,2,2:44.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),52,51
219,2,2:17.0,M. Kidd-Gilchrist makes 3-pt jump shot from 25 ft (assist by K. Walker),,55,51
220,2,2:05.0,,B. Hield misses 3-pt jump shot from 25 ft,55,51
221,2,2:00.0,Defensive rebound by B. Biyombo,,55,51
222,2,1:53.0,Turnover by J. Lamb (bad pass; steal by W. Cauley-Stein),,55,51
223,2,1:43.0,,Turnover by B. Hield (bad pass; steal by N. Batum),55,51
224,2,1:38.0,Turnover by J. Lamb (bad pass),,55,51
225,2,1:38.0,M. Williams enters the game for B. Biyombo,,55,51
226,2,1:21.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,55,51
227,2,1:18.0,Defensive rebound by J. Lamb,,55,51
228,2,1:05.0,J. Lamb misses 2-pt layup from 7 ft,,55,51
229,2,1:01.0,,Defensive rebound by B. Hield,55,51
230,2,0:57.0,,W. Cauley-Stein misses 2-pt layup from 3 ft (block by M. Kidd-Gilchrist),55,51
231,2,0:55.0,Defensive rebound by N. Batum,,55,51
232,2,0:49.0,K. Walker makes 2-pt layup from 2 ft (assist by N. Batum),,57,51
233,2,0:39.0,,D. Fox makes 2-pt jump shot from 2 ft,57,53
234,2,0:39.0,,Shooting foul by M. Kidd-Gilchrist (drawn by D. Fox),57,53
235,2,0:39.0,D. Graham enters the game for M. Kidd-Gilchrist,,57,53
236,2,0:39.0,,D. Fox makes free throw 1 of 1,57,54
237,2,0:29.0,J. Lamb makes 2-pt dunk from 2 ft (assist by D. Graham),,59,54
238,2,0:06.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Hield),59,57
239,2,0:00.0,J. Lamb misses 3-pt jump shot from 25 ft,,59,57
240,2,0:00.0,Offensive rebound by Team,,59,57
241,3,11:47.0,Turnover by N. Batum (bad pass),,59,57
242,3,11:34.0,,D. Fox misses 3-pt jump shot from 25 ft,59,57
243,3,11:27.0,Defensive rebound by B. Biyombo,,59,57
244,3,11:22.0,Turnover by K. Walker (bad pass; steal by N. Bjelica),,59,57
245,3,11:18.0,,B. Hield misses 3-pt jump shot from 25 ft,59,57
246,3,11:15.0,,Offensive rebound by D. Fox,59,57
247,3,11:15.0,,D. Fox misses 2-pt jump shot from 5 ft (block by B. Biyombo),59,57
248,3,11:12.0,,Offensive rebound by D. Fox,59,57
249,3,11:08.0,,I. Shumpert misses 3-pt jump shot from 26 ft,59,57
250,3,11:06.0,Defensive rebound by N. Batum,,59,57
251,3,10:51.0,K. Walker makes 3-pt jump shot from 25 ft (assist by J. Lamb),,62,57
252,3,10:39.0,,D. Fox makes 3-pt jump shot from 25 ft (assist by N. Bjelica),62,60
253,3,10:21.0,N. Batum makes 2-pt dunk from 1 ft (assist by B. Biyombo),,64,60
254,3,10:04.0,,B. Hield misses 2-pt jump shot from 20 ft,64,60
255,3,10:00.0,Defensive rebound by B. Biyombo,,64,60
256,3,9:56.0,Personal foul by I. Shumpert (drawn by N. Batum),,64,60
257,3,9:49.0,Turnover by J. Lamb (bad pass; steal by D. Fox),,64,60
258,3,9:41.0,,N. Bjelica misses 3-pt jump shot from 24 ft,64,60
259,3,9:37.0,Defensive rebound by M. Williams,,64,60
260,3,9:34.0,K. Walker makes 2-pt layup from 1 ft (assist by N. Batum),,66,60
261,3,9:22.0,,B. Hield misses 3-pt jump shot from 25 ft,66,60
262,3,9:22.0,Defensive rebound by B. Biyombo,,66,60
263,3,9:15.0,Turnover by K. Walker (out of bounds lost ball),,66,60
264,3,9:07.0,,Personal take foul by M. Williams (drawn by W. Cauley-Stein),66,60
265,3,9:07.0,D. Graham enters the game for K. Walker,,66,60
266,3,8:58.0,,Personal foul by B. Biyombo (drawn by N. Bjelica),66,60
267,3,8:47.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by B. Hield),66,62
268,3,8:30.0,J. Lamb misses 2-pt jump shot from 18 ft,,66,62
269,3,8:27.0,,Defensive rebound by B. Hield,66,62
270,3,8:24.0,,B. Hield misses 2-pt layup from 3 ft,66,62
271,3,8:24.0,,Offensive rebound by Team,66,62
272,3,8:15.0,,I. Shumpert misses 2-pt jump shot from 15 ft,66,62
273,3,8:12.0,Defensive rebound by B. Biyombo,,66,62
274,3,7:50.0,Turnover by Team (shot clock),,66,62
275,3,7:40.0,,Turnover by D. Fox (bad pass; steal by M. Williams),66,62
276,3,7:28.0,Personal foul by I. Shumpert (drawn by B. Biyombo),,66,62
277,3,7:28.0,K. Walker enters the game for D. Graham,,66,62
278,3,7:21.0,Shooting foul by N. Bjelica (drawn by K. Walker),,66,62
279,3,7:21.0,K. Walker makes free throw 1 of 2,,67,62
280,3,7:21.0,,M. Bagley enters the game for N. Bjelica,67,62
281,3,7:21.0,K. Walker misses free throw 2 of 2,,67,62
282,3,7:21.0,,Defensive rebound by M. Bagley,67,62
283,3,7:06.0,,B. Hield misses 2-pt jump shot from 15 ft (block by N. Batum),67,62
284,3,7:02.0,,Offensive rebound by B. Hield,67,62
285,3,7:00.0,,I. Shumpert makes 3-pt jump shot from 26 ft (assist by B. Hield),67,65
286,3,6:43.0,N. Batum makes 3-pt jump shot from 25 ft,,70,65
287,3,6:16.0,,D. Fox makes 2-pt layup from 3 ft (assist by I. Shumpert),70,67
288,3,6:00.0,Turnover by K. Walker (lost ball; steal by D. Fox),,70,67
289,3,5:57.0,,D. Fox makes 2-pt layup from 1 ft,70,69
290,3,5:56.0,Charlotte full timeout,,70,69
291,3,5:56.0,M. Bridges enters the game for B. Biyombo,,70,69
292,3,5:56.0,W. Hernangómez enters the game for J. Lamb,,70,69
293,3,5:56.0,M. Kidd-Gilchrist enters the game for M. Williams,,70,69
294,3,5:47.0,M. Kidd-Gilchrist misses 2-pt layup from 4 ft (block by D. Fox),,70,69
295,3,5:47.0,Offensive rebound by Team,,70,69
296,3,5:31.0,M. Kidd-Gilchrist misses 2-pt jump shot from 9 ft (block by M. Bagley),,70,69
297,3,5:27.0,,Defensive rebound by W. Cauley-Stein,70,69
298,3,5:25.0,,Turnover by I. Shumpert (out of bounds lost ball),70,69
299,3,5:05.0,Shooting foul by W. Cauley-Stein (drawn by W. Hernangómez),,70,69
300,3,5:05.0,W. Hernangómez misses free throw 1 of 2,,70,69
301,3,5:05.0,Offensive rebound by Team,,70,69
302,3,5:05.0,,B. Bogdanović enters the game for W. Cauley-Stein,70,69
303,3,5:05.0,,H. Giles enters the game for I. Shumpert,70,69
304,3,5:05.0,W. Hernangómez misses free throw 2 of 2,,70,69
305,3,5:02.0,,Defensive rebound by H. Giles,70,69
306,3,4:50.0,,B. Hield makes 2-pt layup from 3 ft (assist by D. Fox),70,71
307,3,4:38.0,K. Walker misses 3-pt jump shot from 25 ft,,70,71
308,3,4:36.0,,Defensive rebound by D. Fox,70,71
309,3,4:30.0,,D. Fox misses 2-pt jump shot from 5 ft,70,71
310,3,4:27.0,Defensive rebound by M. Bridges,,70,71
311,3,4:18.0,Shooting foul by H. Giles (drawn by W. Hernangómez),,70,71
312,3,4:18.0,W. Hernangómez misses free throw 1 of 2,,70,71
313,3,4:18.0,Offensive rebound by Team,,70,71
314,3,4:18.0,M. Monk enters the game for N. Batum,,70,71
315,3,4:18.0,W. Hernangómez misses free throw 2 of 2,,70,71
316,3,4:14.0,,Defensive rebound by M. Bagley,70,71
317,3,3:57.0,,B. Hield misses 2-pt jump shot from 9 ft,70,71
318,3,3:55.0,Defensive rebound by W. Hernangómez,,70,71
319,3,3:48.0,K. Walker makes 2-pt layup from 2 ft,,72,71
320,3,3:48.0,,Sacramento full timeout,72,71
321,3,3:37.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),72,74
322,3,3:21.0,M. Bridges makes 2-pt dunk from 1 ft (assist by W. Hernangómez),,74,74
323,3,2:59.0,,M. Bagley misses 2-pt hook shot from 9 ft,74,74
324,3,2:59.0,,Offensive rebound by M. Bagley,74,74
325,3,2:59.0,,M. Bagley makes 2-pt layup from 1 ft,74,76
326,3,2:59.0,,Shooting foul by M. Kidd-Gilchrist (drawn by M. Bagley),74,76
327,3,2:59.0,,Y. Ferrell enters the game for D. Fox,74,76
328,3,2:59.0,,J. Jackson enters the game for B. Hield,74,76
329,3,2:59.0,,M. Bagley misses free throw 1 of 1,74,76
330,3,2:57.0,Defensive rebound by W. Hernangómez,,74,76
331,3,2:45.0,M. Monk misses 2-pt jump shot from 10 ft,,74,76
332,3,2:40.0,,Defensive rebound by H. Giles,74,76
333,3,2:35.0,,B. Bogdanović misses 2-pt jump shot from 23 ft,74,76
334,3,2:33.0,Defensive rebound by M. Bridges,,74,76
335,3,2:26.0,K. Walker misses 3-pt jump shot from 25 ft,,74,76
336,3,2:22.0,,Defensive rebound by B. Bogdanović,74,76
337,3,2:22.0,,Turnover by B. Bogdanović (bad pass),74,76
338,3,2:22.0,D. Graham enters the game for K. Walker,,74,76
339,3,1:59.0,D. Graham misses 2-pt layup from 4 ft,,74,76
340,3,1:57.0,,Defensive rebound by M. Bagley,74,76
341,3,1:46.0,,M. Bagley makes 2-pt dunk from 2 ft (assist by H. Giles),74,78
342,3,1:32.0,W. Hernangómez misses 2-pt layup from 3 ft,,74,78
343,3,1:31.0,Offensive rebound by M. Bridges,,74,78
344,3,1:30.0,M. Bridges misses 2-pt layup from 3 ft (block by J. Jackson),,74,78
345,3,1:27.0,,Defensive rebound by M. Bagley,74,78
346,3,1:24.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,74,78
347,3,1:24.0,Defensive rebound by M. Kidd-Gilchrist,,74,78
348,3,1:12.0,Turnover by W. Hernangómez (traveling),,74,78
349,3,0:52.0,,M. Bagley makes 2-pt hook shot from 10 ft,74,80
350,3,0:36.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by M. Bridges),,76,80
351,3,0:26.0,Violation by Team (kicked ball),,76,80
352,3,0:26.0,M. Williams enters the game for W. Hernangómez,,76,80
353,3,0:14.0,,B. Bogdanović makes 2-pt jump shot from 10 ft,76,82
354,3,0:01.0,M. Monk misses 3-pt jump shot from 51 ft,,76,82
355,3,0:01.0,Offensive rebound by Team,,76,82
356,4,11:42.0,,M. Bagley misses 2-pt layup from 5 ft (block by M. Kidd-Gilchrist),76,82
357,4,11:41.0,,Offensive rebound by Team,76,82
358,4,11:41.0,,Turnover by B. Bogdanović (out of bounds lost ball),76,82
359,4,11:28.0,M. Monk misses 3-pt jump shot from 25 ft,,76,82
360,4,11:23.0,,Defensive rebound by H. Giles,76,82
361,4,11:17.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,76,82
362,4,11:14.0,Defensive rebound by J. Lamb,,76,82
363,4,11:06.0,Personal foul by J. Jackson (drawn by M. Williams),,76,82
364,4,10:54.0,M. Monk makes 3-pt jump shot from 25 ft (assist by D. Graham),,79,82
365,4,10:37.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,79,82
366,4,10:37.0,,Offensive rebound by Team,79,82
367,4,10:37.0,Loose ball foul by M. Kidd-Gilchrist (drawn by M. Bagley),,79,82
368,4,10:27.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,79,82
369,4,10:25.0,,Offensive rebound by B. Bogdanović,79,82
370,4,10:24.0,,B. Bogdanović misses 2-pt layup from 3 ft (block by M. Williams),79,82
371,4,10:19.0,Defensive rebound by J. Lamb,,79,82
372,4,10:14.0,J. Lamb misses 2-pt jump shot from 20 ft,,79,82
373,4,10:13.0,,Defensive rebound by B. Bogdanović,79,82
