,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SAN ANTONIO_ACTION,CHARLOTTE_SCORE,SAN ANTONIO_SCORE
44,1,5:49.0,,Defensive rebound by D. DeRozan,18,18
45,1,5:45.0,,B. Forbes misses 3-pt jump shot from 25 ft (block by J. Lamb),18,18
46,1,5:42.0,Defensive rebound by B. Biyombo,,18,18
47,1,5:34.0,K. Walker misses 2-pt jump shot from 9 ft,,18,18
48,1,5:31.0,Offensive rebound by K. Walker,,18,18
49,1,5:31.0,K. Walker misses 2-pt jump shot from 5 ft,,18,18
50,1,5:29.0,,Defensive rebound by D. White,18,18
51,1,5:24.0,,B. Forbes misses 3-pt jump shot from 25 ft,18,18
52,1,5:20.0,Defensive rebound by M. Kidd-Gilchrist,,18,18
53,1,5:14.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,,18,18
54,1,5:09.0,Offensive rebound by M. Kidd-Gilchrist,,18,18
55,1,5:08.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by K. Walker),,21,18
56,1,4:50.0,,L. Aldridge misses 2-pt jump shot from 13 ft,21,18
57,1,4:50.0,,Offensive rebound by Team,21,18
58,1,4:50.0,,Personal foul by N. Batum (drawn by D. White),21,18
59,1,4:50.0,T. Parker enters the game for J. Lamb,,21,18
60,1,4:50.0,,P. Mills enters the game for D. White,21,18
61,1,4:42.0,,D. DeRozan misses 2-pt jump shot from 9 ft,21,18
62,1,4:40.0,,Offensive rebound by Team,21,18
63,1,4:40.0,,D. Cunningham enters the game for B. Forbes,21,18
64,1,4:32.0,,D. DeRozan misses 2-pt jump shot from 21 ft,21,18
65,1,4:29.0,Defensive rebound by B. Biyombo,,21,18
66,1,4:19.0,K. Walker makes 2-pt jump shot from 12 ft,,23,18
67,1,3:51.0,,P. Mills misses 3-pt jump shot from 26 ft,23,18
68,1,3:49.0,Defensive rebound by B. Biyombo,,23,18
69,1,3:33.0,T. Parker misses 2-pt jump shot from 13 ft,,23,18
70,1,3:31.0,,Defensive rebound by D. Bertāns,23,18
71,1,3:24.0,,Turnover by D. DeRozan (bad pass),23,18
72,1,3:24.0,M. Williams enters the game for B. Biyombo,,23,18
73,1,3:13.0,K. Walker makes 2-pt jump shot from 19 ft (assist by T. Parker),,25,18
74,1,2:59.0,,P. Mills misses 2-pt jump shot from 1 ft,25,18
75,1,2:57.0,Defensive rebound by T. Parker,,25,18
76,1,2:50.0,T. Parker misses 2-pt layup from 1 ft (block by D. Bertāns),,25,18
77,1,2:49.0,Offensive rebound by Team,,25,18
78,1,2:49.0,Charlotte full timeout,,25,18
79,1,2:49.0,M. Bridges enters the game for N. Batum,,25,18
80,1,2:49.0,M. Monk enters the game for K. Walker,,25,18
81,1,2:43.0,M. Williams makes 3-pt jump shot from 23 ft (assist by T. Parker),,28,18
82,1,2:18.0,,D. Bertāns misses 3-pt jump shot from 25 ft,28,18
83,1,2:16.0,Defensive rebound by M. Williams,,28,18
84,1,2:16.0,Personal foul by D. Cunningham (drawn by M. Bridges),,28,18
85,1,2:03.0,Turnover by M. Monk (bad pass; steal by D. DeRozan),,28,18
86,1,1:56.0,,D. DeRozan makes 2-pt layup from 1 ft,28,20
87,1,1:56.0,,Shooting foul by T. Parker (drawn by D. DeRozan),28,20
88,1,1:56.0,,D. DeRozan misses free throw 1 of 1,28,20
89,1,1:54.0,Defensive rebound by M. Bridges,,28,20
90,1,1:49.0,T. Parker misses 2-pt jump shot from 16 ft,,28,20
91,1,1:45.0,,Defensive rebound by D. Bertāns,28,20
92,1,1:26.0,,D. Bertāns makes 2-pt jump shot from 15 ft (assist by P. Mills),28,22
93,1,1:09.0,M. Monk misses 3-pt jump shot from 25 ft,,28,22
94,1,1:06.0,,Defensive rebound by D. Bertāns,28,22
95,1,0:51.0,,L. Aldridge makes 2-pt layup from 1 ft,28,24
96,1,0:47.0,M. Monk misses 3-pt jump shot from 23 ft,,28,24
97,1,0:44.0,,Defensive rebound by L. Aldridge,28,24
98,1,0:33.0,,D. DeRozan misses 2-pt jump shot from 17 ft,28,24
99,1,0:29.0,Defensive rebound by M. Williams,,28,24
100,1,0:06.0,M. Monk misses 3-pt jump shot from 25 ft,,28,24
101,1,0:03.0,,Defensive rebound by L. Aldridge,28,24
102,2,11:47.0,M. Bridges makes 2-pt jump shot from 1 ft (assist by W. Hernangómez),,30,24
103,2,11:38.0,,Personal foul by T. Parker (drawn by P. Mills),30,24
104,2,11:34.0,,P. Mills misses 2-pt jump shot from 20 ft,30,24
105,2,11:30.0,Defensive rebound by T. Parker,,30,24
106,2,11:17.0,M. Bridges misses 3-pt jump shot from 25 ft,,30,24
107,2,11:14.0,,Defensive rebound by P. Mills,30,24
108,2,11:08.0,,P. Mills misses 2-pt jump shot from 18 ft,30,24
109,2,11:04.0,Defensive rebound by M. Bridges,,30,24
110,2,10:51.0,M. Monk makes 2-pt jump shot from 8 ft (assist by M. Bridges),,32,24
111,2,10:33.0,,P. Mills misses 2-pt jump shot from 18 ft,32,24
112,2,10:31.0,Defensive rebound by M. Bridges,,32,24
113,2,10:24.0,D. Graham misses 3-pt jump shot from 23 ft,,32,24
114,2,10:21.0,,Defensive rebound by D. Bertāns,32,24
115,2,10:15.0,,Shooting foul by W. Hernangómez (drawn by D. White),32,24
116,2,10:15.0,,D. White makes free throw 1 of 2,32,25
117,2,10:15.0,,Q. Pondexter enters the game for P. Mills,32,25
118,2,10:15.0,,D. White misses free throw 2 of 2,32,25
119,2,10:09.0,Defensive rebound by M. Monk,,32,25
120,2,10:07.0,M. Monk misses 2-pt dunk from 1 ft (block by J. Poeltl),,32,25
121,2,10:04.0,,Defensive rebound by D. Bertāns,32,25
122,2,10:00.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. White),32,28
123,2,9:58.0,Charlotte full timeout,,32,28
124,2,9:58.0,J. Lamb enters the game for M. Monk,,32,28
125,2,9:58.0,,B. Forbes enters the game for D. Bertāns,32,28
126,2,9:39.0,J. Lamb makes 2-pt jump shot from 11 ft (assist by D. Graham),,34,28
127,2,9:27.0,,D. White misses 2-pt layup from 1 ft,34,28
128,2,9:26.0,Defensive rebound by J. Lamb,,34,28
129,2,9:22.0,M. Bridges makes 2-pt layup from 2 ft (assist by D. Graham),,36,28
130,2,8:56.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by D. White),36,30
131,2,8:34.0,M. Bridges makes 2-pt jump shot from 12 ft (assist by D. Graham),,38,30
132,2,8:24.0,,D. White makes 2-pt jump shot from 13 ft,38,32
133,2,8:09.0,T. Parker misses 2-pt jump shot from 9 ft,,38,32
134,2,8:04.0,Offensive rebound by W. Hernangómez,,38,32
135,2,8:04.0,W. Hernangómez makes 2-pt layup at rim,,40,32
136,2,7:57.0,,B. Forbes misses 2-pt jump shot from 18 ft,40,32
137,2,7:55.0,,Offensive rebound by Team,40,32
138,2,7:55.0,N. Batum enters the game for T. Parker,,40,32
139,2,7:55.0,,D. DeRozan enters the game for Q. Pondexter,40,32
140,2,7:45.0,,D. White makes 2-pt layup from 1 ft,40,34
141,2,7:26.0,W. Hernangómez makes 2-pt dunk from 1 ft (assist by D. Graham),,42,34
142,2,7:07.0,,D. White misses 2-pt layup from 2 ft (block by N. Batum),42,34
143,2,7:05.0,Defensive rebound by W. Hernangómez,,42,34
144,2,6:57.0,J. Lamb misses 2-pt layup from 4 ft,,42,34
145,2,6:57.0,Offensive rebound by Team,,42,34
146,2,6:57.0,B. Biyombo enters the game for M. Bridges,,42,34
147,2,6:57.0,K. Walker enters the game for W. Hernangómez,,42,34
148,2,6:57.0,,L. Aldridge enters the game for D. Cunningham,42,34
149,2,6:57.0,,D. Bertāns enters the game for J. Poeltl,42,34
150,2,6:57.0,,P. Mills enters the game for D. White,42,34
151,2,6:46.0,K. Walker misses 2-pt layup from 2 ft,,42,34
152,2,6:46.0,,Defensive rebound by Team,42,34
153,2,6:23.0,,D. DeRozan misses 2-pt jump shot from 14 ft,42,34
154,2,6:21.0,Defensive rebound by J. Lamb,,42,34
155,2,6:13.0,J. Lamb makes 2-pt jump shot from 13 ft,,44,34
156,2,6:12.0,,San Antonio full timeout,44,34
157,2,5:55.0,,L. Aldridge misses 2-pt layup from 3 ft,44,34
158,2,5:53.0,Defensive rebound by N. Batum,,44,34
159,2,5:39.0,Turnover by J. Lamb (bad pass; steal by B. Forbes),,44,34
160,2,5:23.0,,L. Aldridge makes 2-pt jump shot from 11 ft,44,36
161,2,5:01.0,Personal foul by D. Bertāns (drawn by B. Biyombo),,44,36
162,2,4:52.0,K. Walker misses 2-pt jump shot from 13 ft,,44,36
163,2,4:51.0,,Defensive rebound by Team,44,36
164,2,4:41.0,,Shooting foul by B. Biyombo (drawn by L. Aldridge),44,36
165,2,4:41.0,,L. Aldridge makes free throw 1 of 2,44,37
166,2,4:41.0,M. Williams enters the game for D. Graham,,44,37
167,2,4:41.0,,L. Aldridge makes free throw 2 of 2,44,38
168,2,4:22.0,K. Walker makes 3-pt jump shot from 25 ft,,47,38
169,2,4:04.0,,P. Mills misses 3-pt jump shot from 26 ft,47,38
170,2,4:01.0,Defensive rebound by N. Batum,,47,38
171,2,3:48.0,K. Walker misses 2-pt jump shot from 10 ft,,47,38
172,2,3:45.0,,Defensive rebound by B. Forbes,47,38
173,2,3:36.0,,Turnover by D. DeRozan (lost ball; steal by J. Lamb),47,38
174,2,3:26.0,Turnover by N. Batum (bad pass; steal by L. Aldridge),,47,38
175,2,3:23.0,,Turnover by P. Mills (bad pass; steal by K. Walker),47,38
176,2,3:12.0,Personal foul by P. Mills (drawn by B. Biyombo),,47,38
177,2,3:12.0,,D. White enters the game for P. Mills,47,38
178,2,3:05.0,K. Walker misses 3-pt jump shot from 28 ft,,47,38
179,2,3:02.0,,Defensive rebound by L. Aldridge,47,38
180,2,2:58.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by L. Aldridge),47,41
181,2,2:44.0,Turnover by B. Biyombo (bad pass; steal by B. Forbes),,47,41
182,2,2:36.0,,Turnover by D. Bertāns (bad pass; steal by N. Batum),47,41
183,2,2:25.0,K. Walker misses 2-pt layup from 3 ft,,47,41
184,2,2:22.0,,Defensive rebound by D. Bertāns,47,41
185,2,2:14.0,,Turnover by D. DeRozan (bad pass),47,41
186,2,2:14.0,M. Kidd-Gilchrist enters the game for B. Biyombo,,47,41
187,2,2:01.0,J. Lamb misses 3-pt jump shot from 25 ft,,47,41
188,2,2:00.0,,Defensive rebound by Team,47,41
189,2,1:48.0,,D. Bertāns misses 3-pt jump shot from 26 ft,47,41
190,2,1:45.0,Defensive rebound by K. Walker,,47,41
191,2,1:33.0,K. Walker misses 3-pt jump shot from 25 ft,,47,41
192,2,1:29.0,,Defensive rebound by D. White,47,41
193,2,1:23.0,,L. Aldridge makes 2-pt hook shot from 1 ft (assist by D. White),47,43
194,2,0:57.0,J. Lamb misses 2-pt jump shot from 18 ft,,47,43
195,2,0:54.0,,Defensive rebound by L. Aldridge,47,43
196,2,0:45.0,,D. White misses 2-pt layup from 1 ft,47,43
197,2,0:44.0,Defensive rebound by M. Kidd-Gilchrist,,47,43
198,2,0:40.0,K. Walker makes 2-pt jump shot from 7 ft,,49,43
199,2,0:27.0,,Turnover by B. Forbes (lost ball; steal by M. Williams),49,43
200,2,0:23.0,Turnover by K. Walker (bad pass),,49,43
201,2,0:23.0,M. Bridges enters the game for J. Lamb,,49,43
202,2,0:01.0,,D. Bertāns misses 3-pt jump shot from 26 ft,49,43
203,2,0:01.0,Defensive rebound by M. Williams,,49,43
204,3,11:50.0,K. Walker misses 3-pt jump shot from 26 ft,,49,43
205,3,11:50.0,Offensive rebound by Team,,49,43
206,3,11:42.0,Shooting foul by D. White (drawn by B. Biyombo),,49,43
207,3,11:42.0,B. Biyombo makes free throw 1 of 2,,50,43
208,3,11:42.0,B. Biyombo makes free throw 2 of 2,,51,43
209,3,11:26.0,,B. Forbes misses 3-pt jump shot from 25 ft,51,43
210,3,11:23.0,Defensive rebound by B. Biyombo,,51,43
211,3,11:16.0,B. Biyombo makes 2-pt jump shot from 10 ft (assist by K. Walker),,53,43
212,3,10:53.0,,D. DeRozan misses 2-pt jump shot from 19 ft,53,43
213,3,10:52.0,Defensive rebound by Team,,53,43
214,3,10:42.0,N. Batum misses 3-pt jump shot from 25 ft,,53,43
215,3,10:40.0,Offensive rebound by M. Williams,,53,43
216,3,10:27.0,K. Walker misses 2-pt jump shot from 17 ft,,53,43
217,3,10:25.0,,Defensive rebound by P. Gasol,53,43
218,3,10:15.0,,P. Gasol misses 2-pt layup from 2 ft,53,43
219,3,10:13.0,Defensive rebound by J. Lamb,,53,43
220,3,10:05.0,B. Biyombo misses 2-pt layup from 3 ft (block by L. Aldridge),,53,43
221,3,10:02.0,,Defensive rebound by B. Forbes,53,43
222,3,9:57.0,,L. Aldridge makes 2-pt hook shot from 3 ft (assist by D. White),53,45
223,3,9:31.0,K. Walker makes 3-pt jump shot from 30 ft (assist by J. Lamb),,56,45
224,3,9:24.0,,Personal foul by B. Biyombo (drawn by L. Aldridge),56,45
225,3,9:16.0,,Shooting foul by B. Biyombo (drawn by L. Aldridge),56,45
226,3,9:16.0,,L. Aldridge makes free throw 1 of 2,56,46
227,3,9:16.0,,L. Aldridge makes free throw 2 of 2,56,47
228,3,8:59.0,Personal foul by D. White (drawn by N. Batum),,56,47
229,3,8:59.0,W. Hernangómez enters the game for B. Biyombo,,56,47
230,3,8:52.0,Turnover by J. Lamb (traveling),,56,47
231,3,8:39.0,,D. DeRozan makes 2-pt jump shot from 20 ft,56,49
232,3,8:25.0,N. Batum makes 2-pt jump shot from 10 ft,,58,49
233,3,8:11.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. White),58,51
234,3,7:51.0,J. Lamb makes 2-pt jump shot from 8 ft (assist by K. Walker),,60,51
235,3,7:38.0,,D. White makes 2-pt layup from 2 ft (assist by P. Gasol),60,53
236,3,7:14.0,J. Lamb misses 2-pt jump shot from 13 ft,,60,53
237,3,7:12.0,,Defensive rebound by L. Aldridge,60,53
238,3,6:56.0,,D. DeRozan makes 2-pt jump shot from 17 ft,60,55
239,3,6:37.0,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Williams),,63,55
240,3,6:30.0,,San Antonio full timeout,63,55
241,3,6:30.0,M. Kidd-Gilchrist enters the game for J. Lamb,,63,55
242,3,6:30.0,T. Parker enters the game for M. Williams,,63,55
243,3,6:30.0,,D. Bertāns enters the game for P. Gasol,63,55
244,3,6:29.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. DeRozan),63,58
245,3,6:13.0,W. Hernangómez makes 2-pt jump shot from 8 ft (assist by K. Walker),,65,58
246,3,6:00.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. DeRozan),65,60
247,3,5:32.0,K. Walker misses 3-pt jump shot from 28 ft (block by D. White),,65,60
248,3,5:32.0,Offensive rebound by Team,,65,60
249,3,5:32.0,Turnover by Team (shot clock),,65,60
250,3,5:14.0,,D. White makes 2-pt jump shot from 5 ft (assist by D. Bertāns),65,62
251,3,4:58.0,K. Walker misses 3-pt jump shot from 25 ft,,65,62
252,3,4:55.0,,Defensive rebound by B. Forbes,65,62
253,3,4:46.0,,D. DeRozan misses 2-pt jump shot from 15 ft,65,62
254,3,4:42.0,Defensive rebound by W. Hernangómez,,65,62
255,3,4:26.0,W. Hernangómez makes 2-pt hook shot from 5 ft (assist by T. Parker),,67,62
256,3,4:10.0,,L. Aldridge makes 2-pt dunk from 2 ft (assist by D. Bertāns),67,64
257,3,3:53.0,K. Walker makes 2-pt layup from 2 ft (assist by W. Hernangómez),,69,64
258,3,3:38.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by D. White),69,66
259,3,3:38.0,Charlotte full timeout,,69,66
260,3,3:38.0,M. Bridges enters the game for N. Batum,,69,66
261,3,3:38.0,D. Graham enters the game for K. Walker,,69,66
262,3,3:38.0,,P. Mills enters the game for D. DeRozan,69,66
263,3,3:38.0,,Q. Pondexter enters the game for D. White,69,66
264,3,3:27.0,M. Kidd-Gilchrist misses 2-pt layup from 7 ft (block by D. Bertāns),,69,66
265,3,3:21.0,,Defensive rebound by L. Aldridge,69,66
266,3,3:05.0,,B. Forbes misses 2-pt jump shot from 9 ft,69,66
267,3,3:03.0,Defensive rebound by M. Bridges,,69,66
268,3,2:56.0,T. Parker makes 2-pt jump shot from 17 ft,,71,66
269,3,2:31.0,,L. Aldridge misses 2-pt jump shot from 12 ft,71,66
270,3,2:29.0,Defensive rebound by M. Bridges,,71,66
271,3,2:18.0,D. Graham misses 3-pt jump shot from 25 ft,,71,66
272,3,2:15.0,,Defensive rebound by L. Aldridge,71,66
273,3,2:05.0,,Personal foul by W. Hernangómez (drawn by L. Aldridge),71,66
274,3,1:59.0,,P. Mills makes 2-pt jump shot from 20 ft,71,68
275,3,1:45.0,W. Hernangómez misses 3-pt jump shot from 25 ft,,71,68
276,3,1:42.0,,Defensive rebound by Team,71,68
277,3,1:27.0,,P. Mills makes 2-pt jump shot from 19 ft (assist by L. Aldridge),71,70
278,3,1:12.0,T. Parker misses 2-pt jump shot from 17 ft,,71,70
279,3,1:06.0,,Defensive rebound by L. Aldridge,71,70
280,3,0:53.0,,B. Forbes misses 3-pt jump shot from 25 ft,71,70
281,3,0:48.0,Defensive rebound by M. Kidd-Gilchrist,,71,70
282,3,0:37.0,M. Kidd-Gilchrist misses 3-pt jump shot from 25 ft,,71,70
283,3,0:34.0,,Defensive rebound by B. Forbes,71,70
284,3,0:29.0,,P. Mills misses 2-pt layup from 2 ft,71,70
285,3,0:26.0,,Offensive rebound by L. Aldridge,71,70
286,3,0:26.0,,L. Aldridge makes 2-pt dunk at rim,71,72
287,3,0:11.0,T. Parker misses 2-pt jump shot from 21 ft,,71,72
288,3,0:09.0,Offensive rebound by M. Bridges,,71,72
289,3,0:09.0,M. Bridges makes 2-pt dunk from 1 ft,,73,72
290,3,0:08.0,,Personal take foul by D. Graham (drawn by P. Mills),73,72
291,3,0:08.0,M. Williams enters the game for W. Hernangómez,,73,72
292,3,0:07.0,,Turnover by B. Forbes (back court),73,72
293,3,0:07.0,N. Batum enters the game for M. Bridges,,73,72
294,3,0:07.0,K. Walker enters the game for M. Kidd-Gilchrist,,73,72
295,3,0:05.0,Personal foul by P. Mills (drawn by T. Parker),,73,72
296,3,0:00.0,M. Williams makes 3-pt jump shot from 23 ft (assist by T. Parker),,76,72
297,4,11:45.0,,P. Mills misses 3-pt jump shot from 25 ft,76,72
298,4,11:42.0,Defensive rebound by M. Kidd-Gilchrist,,76,72
299,4,11:38.0,Personal foul by D. DeRozan (drawn by M. Kidd-Gilchrist),,76,72
300,4,11:31.0,T. Parker makes 2-pt jump shot from 19 ft (assist by M. Williams),,78,72
301,4,11:16.0,,D. DeRozan makes 2-pt jump shot from 8 ft,78,74
302,4,11:04.0,Personal foul by P. Mills (drawn by M. Williams),,78,74
303,4,10:58.0,T. Parker misses 2-pt jump shot from 18 ft,,78,74
304,4,10:55.0,,Defensive rebound by D. White,78,74
305,4,10:52.0,,Personal foul by T. Parker (drawn by D. White),78,74
306,4,10:49.0,,P. Mills makes 2-pt jump shot from 19 ft,78,76
307,4,10:24.0,T. Parker makes 2-pt layup at rim,,80,76
308,4,10:01.0,,P. Mills makes 3-pt jump shot from 25 ft,80,79
309,4,9:40.0,M. Williams misses 2-pt jump shot from 16 ft,,80,79
310,4,9:37.0,,Defensive rebound by D. DeRozan,80,79
311,4,9:28.0,,Turnover by D. DeRozan (bad pass),80,79
312,4,9:09.0,T. Parker misses 3-pt jump shot from 26 ft,,80,79
313,4,9:07.0,,Defensive rebound by P. Mills,80,79
314,4,8:56.0,,Turnover by D. DeRozan (lost ball; steal by K. Walker),80,79
315,4,8:42.0,K. Walker misses 3-pt jump shot from 26 ft,,80,79
316,4,8:39.0,,Defensive rebound by D. DeRozan,80,79
317,4,8:22.0,,P. Mills misses 3-pt jump shot from 23 ft,80,79
318,4,8:19.0,Defensive rebound by T. Parker,,80,79
319,4,8:15.0,T. Parker makes 2-pt layup from 2 ft,,82,79
320,4,8:15.0,,San Antonio full timeout,82,79
321,4,8:15.0,J. Lamb enters the game for T. Parker,,82,79
322,4,8:15.0,,B. Forbes enters the game for D. White,82,79
323,4,8:02.0,,J. Poeltl misses 2-pt layup from 4 ft (block by M. Kidd-Gilchrist),82,79
324,4,7:59.0,Defensive rebound by M. Kidd-Gilchrist,,82,79
325,4,7:53.0,Shooting foul by B. Forbes (drawn by J. Lamb),,82,79
326,4,7:53.0,J. Lamb makes free throw 1 of 2,,83,79
327,4,7:53.0,,D. White enters the game for D. Bertāns,83,79
328,4,7:53.0,J. Lamb makes free throw 2 of 2,,84,79
329,4,7:38.0,,D. DeRozan misses 2-pt jump shot from 21 ft,84,79
330,4,7:34.0,,Offensive rebound by D. DeRozan,84,79
331,4,7:26.0,,D. White misses 3-pt jump shot from 25 ft,84,79
332,4,7:23.0,Defensive rebound by K. Walker,,84,79
333,4,7:16.0,K. Walker makes 2-pt layup from 1 ft,,86,79
334,4,7:05.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. DeRozan),86,82
335,4,7:03.0,Charlotte full timeout,,86,82
336,4,7:03.0,B. Biyombo enters the game for M. Williams,,86,82
337,4,7:03.0,,L. Aldridge enters the game for J. Poeltl,86,82
338,4,6:52.0,J. Lamb misses 2-pt jump shot from 8 ft,,86,82
339,4,6:52.0,Offensive rebound by Team,,86,82
340,4,6:52.0,,Loose ball foul by D. DeRozan (drawn by B. Biyombo),86,82
341,4,6:44.0,K. Walker makes 2-pt jump shot from 10 ft,,88,82
342,4,6:21.0,,L. Aldridge makes 2-pt jump shot from 11 ft,88,84
343,4,6:02.0,J. Lamb makes 2-pt jump shot from 13 ft,,90,84
344,4,5:39.0,,D. White makes 3-pt jump shot from 27 ft (assist by B. Forbes),90,87
345,4,5:15.0,M. Kidd-Gilchrist makes 3-pt jump shot from 23 ft (assist by J. Lamb),,93,87
346,4,4:56.0,,P. Mills misses 2-pt jump shot from 20 ft,93,87
347,4,4:53.0,Defensive rebound by J. Lamb,,93,87
348,4,4:46.0,K. Walker misses 2-pt layup from 2 ft,,93,87
349,4,4:46.0,Offensive rebound by B. Biyombo,,93,87
350,4,4:46.0,B. Biyombo makes 2-pt layup from 1 ft,,95,87
351,4,4:46.0,Shooting foul by P. Mills (drawn by B. Biyombo),,95,87
352,4,4:46.0,,San Antonio full timeout,95,87
353,4,4:46.0,N. Batum enters the game for M. Bridges,,95,87
354,4,4:46.0,,D. Bertāns enters the game for P. Mills,95,87
355,4,4:46.0,B. Biyombo makes free throw 1 of 1,,96,87
356,4,4:34.0,,D. DeRozan misses 2-pt jump shot from 11 ft,96,87
357,4,4:31.0,Defensive rebound by K. Walker,,96,87
358,4,4:15.0,Shooting foul by D. DeRozan (drawn by B. Biyombo),,96,87
359,4,4:15.0,B. Biyombo makes free throw 1 of 2,,97,87
360,4,4:15.0,B. Biyombo makes free throw 2 of 2,,98,87
361,4,3:57.0,,L. Aldridge misses 2-pt jump shot from 12 ft,98,87
362,4,3:55.0,Defensive rebound by J. Lamb,,98,87
363,4,3:45.0,M. Kidd-Gilchrist misses 3-pt jump shot from 23 ft,,98,87
364,4,3:42.0,,Defensive rebound by D. DeRozan,98,87
365,4,3:34.0,,B. Forbes makes 2-pt jump shot from 17 ft (assist by D. DeRozan),98,89
366,4,3:33.0,Charlotte full timeout,,98,89
367,4,3:33.0,M. Williams enters the game for M. Kidd-Gilchrist,,98,89
368,4,3:33.0,,P. Mills enters the game for D. Bertāns,98,89
369,4,3:19.0,M. Williams misses 3-pt jump shot from 25 ft,,98,89
370,4,3:15.0,Offensive rebound by B. Biyombo,,98,89
371,4,3:09.0,K. Walker makes 3-pt jump shot from 25 ft,,101,89
372,4,2:56.0,,B. Forbes misses 2-pt jump shot from 3 ft,101,89
373,4,2:56.0,,Offensive rebound by Team,101,89
374,4,2:56.0,Loose ball foul by B. Biyombo (drawn by L. Aldridge),,101,89
375,4,2:55.0,,Turnover by D. DeRozan (bad pass; steal by N. Batum),101,89
376,4,2:31.0,M. Williams misses 3-pt jump shot from 24 ft,,101,89
377,4,2:28.0,,Defensive rebound by B. Forbes,101,89
