,QUARTER,TIME_REMAINING,DETROIT_ACTION,HOUSTON_ACTION,DETROIT_SCORE,HOUSTON_SCORE
78,1,3:49.0,,J. Harden misses 3-pt jump shot from 25 ft,16,17
79,1,3:47.0,Defensive rebound by B. Griffin,,16,17
80,1,3:34.0,R. Bullock misses 2-pt layup from 2 ft (block by C. Capela),,16,17
81,1,3:31.0,Offensive rebound by B. Griffin,,16,17
82,1,3:29.0,B. Griffin misses 2-pt layup from 1 ft (block by C. Capela),,16,17
83,1,3:27.0,,Defensive rebound by J. Harden,16,17
84,1,3:24.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),16,19
85,1,3:18.0,Detroit full timeout,,16,19
86,1,3:18.0,L. Galloway enters the game for R. Bullock,,16,19
87,1,3:18.0,,I. Hartenstein enters the game for C. Capela,16,19
88,1,3:18.0,,C. Paul enters the game for J. Harden,16,19
89,1,3:03.0,Z. Pachulia misses 2-pt jump shot from 11 ft,,16,19
90,1,3:00.0,,Defensive rebound by P. Tucker,16,19
91,1,2:47.0,,C. Paul makes 3-pt jump shot from 23 ft,16,22
92,1,2:25.0,L. Galloway makes 3-pt jump shot from 22 ft (assist by B. Griffin),,19,22
93,1,1:57.0,,E. Gordon makes 2-pt jump shot from 7 ft,19,24
94,1,1:50.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by I. Smith),,22,24
95,1,1:41.0,,I. Hartenstein makes 2-pt layup from 1 ft (assist by C. Paul),22,26
96,1,1:41.0,,Shooting foul by B. Griffin (drawn by I. Hartenstein),22,26
97,1,1:41.0,,I. Hartenstein makes free throw 1 of 1,22,27
98,1,1:24.0,L. Galloway misses 2-pt jump shot from 19 ft,,22,27
99,1,1:22.0,Offensive rebound by Z. Pachulia,,22,27
100,1,1:22.0,Shooting foul by I. Hartenstein (drawn by Z. Pachulia),,22,27
101,1,1:22.0,Z. Pachulia makes free throw 1 of 2,,23,27
102,1,1:22.0,R. Bullock enters the game for B. Griffin,,23,27
103,1,1:22.0,,G. Green enters the game for P. Tucker,23,27
104,1,1:22.0,Z. Pachulia makes free throw 2 of 2,,24,27
105,1,1:13.0,,Turnover by C. Paul (lost ball; steal by S. Johnson),24,27
106,1,1:05.0,R. Bullock misses 3-pt jump shot from 23 ft,,24,27
107,1,1:02.0,Offensive rebound by Z. Pachulia,,24,27
108,1,1:01.0,Turnover by Z. Pachulia (lost ball; steal by C. Paul),,24,27
109,1,0:56.0,,C. Paul makes 2-pt layup from 2 ft,24,29
110,1,0:35.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by S. Johnson),,26,29
111,1,0:25.0,,Personal foul by S. Johnson (drawn by C. Paul),26,29
112,1,0:25.0,,C. Paul makes free throw 1 of 2,26,30
113,1,0:25.0,,C. Paul makes free throw 2 of 2,26,31
114,1,0:04.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by I. Smith),,29,31
115,1,0:00.0,,C. Paul misses 2-pt layup from 1 ft,29,31
116,1,0:00.0,,Offensive rebound by Team,29,31
117,2,11:54.0,,Turnover by E. Gordon (bad pass; steal by S. Johnson),29,31
118,2,11:49.0,S. Johnson makes 2-pt layup from 1 ft,,31,31
119,2,11:26.0,,E. Gordon misses 2-pt layup from 2 ft,31,31
120,2,11:25.0,Defensive rebound by S. Johnson,,31,31
121,2,11:22.0,L. Galloway misses 3-pt jump shot from 26 ft,,31,31
122,2,11:17.0,,Defensive rebound by I. Hartenstein,31,31
123,2,11:07.0,,C. Paul makes 2-pt jump shot from 10 ft,31,33
124,2,10:52.0,R. Bullock makes 3-pt jump shot from 26 ft (assist by L. Galloway),,34,33
125,2,10:36.0,,I. Hartenstein misses 2-pt layup from 1 ft,34,33
126,2,10:34.0,Defensive rebound by A. Drummond,,34,33
127,2,10:26.0,I. Smith misses 2-pt layup from 1 ft,,34,33
128,2,10:23.0,Offensive rebound by A. Drummond,,34,33
129,2,10:23.0,A. Drummond makes 2-pt layup at rim,,36,33
130,2,10:13.0,,C. Paul makes 2-pt jump shot from 10 ft,36,35
131,2,9:56.0,Personal foul by I. Hartenstein (drawn by A. Drummond),,36,35
132,2,9:56.0,,C. Capela enters the game for I. Hartenstein,36,35
133,2,9:46.0,A. Drummond makes 2-pt hook shot from 5 ft,,38,35
134,2,9:31.0,,C. Capela makes 2-pt layup at rim (assist by E. Gordon),38,37
135,2,9:10.0,I. Smith makes 2-pt layup from 1 ft,,40,37
136,2,9:10.0,R. Jackson enters the game for R. Bullock,,40,37
137,2,8:56.0,,Personal foul by S. Johnson (drawn by C. Paul),40,37
138,2,8:46.0,,C. Paul makes 2-pt jump shot from 10 ft,40,39
139,2,8:39.0,I. Smith makes 2-pt layup from 1 ft,,42,39
140,2,8:39.0,,Violation by Team (def goaltending),42,39
141,2,8:19.0,,G. Green makes 3-pt jump shot from 24 ft (assist by C. Paul),42,42
142,2,8:09.0,I. Smith makes 2-pt layup from 1 ft,,44,42
143,2,7:45.0,,G. Clark misses 3-pt jump shot from 25 ft,44,42
144,2,7:42.0,Defensive rebound by A. Drummond,,44,42
145,2,7:36.0,A. Drummond misses 3-pt jump shot from 23 ft,,44,42
146,2,7:34.0,,Defensive rebound by G. Clark,44,42
147,2,7:30.0,,E. Gordon misses 3-pt jump shot from 25 ft,44,42
148,2,7:27.0,Defensive rebound by I. Smith,,44,42
149,2,7:09.0,I. Smith misses 2-pt jump shot from 17 ft,,44,42
150,2,7:08.0,Offensive rebound by A. Drummond,,44,42
151,2,7:05.0,Shooting foul by G. Clark (drawn by A. Drummond),,44,42
152,2,7:05.0,A. Drummond misses free throw 1 of 2,,44,42
153,2,7:05.0,Offensive rebound by Team,,44,42
154,2,7:05.0,,J. Harden enters the game for G. Clark,44,42
155,2,7:05.0,,P. Tucker enters the game for G. Green,44,42
156,2,7:05.0,A. Drummond misses free throw 2 of 2,,44,42
157,2,7:05.0,,Defensive rebound by P. Tucker,44,42
158,2,6:54.0,,Personal foul by L. Galloway (drawn by J. Harden),44,42
159,2,6:54.0,,Houston full timeout,44,42
160,2,6:54.0,B. Griffin enters the game for I. Smith,,44,42
161,2,6:54.0,,G. Green enters the game for C. Paul,44,42
162,2,6:38.0,,J. Harden makes 3-pt jump shot from 26 ft,44,45
163,2,6:25.0,R. Jackson misses 2-pt jump shot from 14 ft,,44,45
164,2,6:23.0,,Defensive rebound by J. Harden,44,45
165,2,6:07.0,,J. Harden misses 3-pt jump shot from 26 ft,44,45
166,2,6:04.0,Defensive rebound by L. Galloway,,44,45
167,2,5:58.0,Offensive foul by A. Drummond (drawn by C. Capela),,44,45
168,2,5:58.0,Turnover by A. Drummond (offensive foul),,44,45
169,2,5:58.0,J. Leuer enters the game for A. Drummond,,44,45
170,2,5:58.0,,J. Ennis enters the game for E. Gordon,44,45
171,2,5:44.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),44,47
172,2,5:27.0,B. Griffin makes 3-pt jump shot from 25 ft,,47,47
173,2,5:12.0,,Turnover by J. Harden (dbl dribble),47,47
174,2,4:52.0,J. Leuer misses 2-pt jump shot from 11 ft,,47,47
175,2,4:49.0,,Defensive rebound by C. Capela,47,47
176,2,4:40.0,,J. Ennis misses 3-pt jump shot from 25 ft,47,47
177,2,4:37.0,Defensive rebound by B. Griffin,,47,47
178,2,4:24.0,B. Griffin makes 2-pt jump shot from 10 ft (assist by J. Leuer),,49,47
179,2,4:10.0,,Turnover by J. Harden (bad pass; steal by R. Jackson),49,47
180,2,4:03.0,S. Johnson misses 3-pt jump shot from 25 ft,,49,47
181,2,4:01.0,,Defensive rebound by G. Green,49,47
182,2,3:53.0,,Offensive foul by J. Harden (drawn by J. Leuer),49,47
183,2,3:53.0,,Turnover by J. Harden (offensive foul),49,47
184,2,3:53.0,R. Bullock enters the game for L. Galloway,,49,47
185,2,3:53.0,,C. Paul enters the game for G. Green,49,47
186,2,3:37.0,Shooting foul by C. Capela (drawn by B. Griffin),,49,47
187,2,3:37.0,B. Griffin makes free throw 1 of 2,,50,47
188,2,3:37.0,B. Griffin makes free throw 2 of 2,,51,47
189,2,3:25.0,,J. Harden makes 2-pt layup at rim,51,49
190,2,3:19.0,Detroit full timeout,,51,49
191,2,3:19.0,I. Smith enters the game for S. Johnson,,51,49
192,2,3:00.0,B. Griffin misses 2-pt jump shot from 5 ft,,51,49
193,2,2:59.0,Offensive rebound by J. Leuer,,51,49
194,2,2:54.0,R. Bullock makes 2-pt jump shot from 7 ft (assist by J. Leuer),,53,49
195,2,2:32.0,,C. Paul makes 2-pt jump shot from 10 ft,53,51
196,2,2:19.0,B. Griffin misses 3-pt jump shot from 26 ft,,53,51
197,2,2:16.0,,Defensive rebound by C. Paul,53,51
198,2,2:00.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),53,53
199,2,1:49.0,B. Griffin makes 2-pt layup from 1 ft,,55,53
200,2,1:28.0,,C. Paul makes 2-pt jump shot from 12 ft,55,55
201,2,1:10.0,I. Smith makes 2-pt jump shot from 4 ft,,57,55
202,2,0:54.0,,C. Paul misses 3-pt jump shot from 25 ft,57,55
203,2,0:52.0,Defensive rebound by B. Griffin,,57,55
204,2,0:39.0,B. Griffin misses 2-pt layup from 2 ft,,57,55
205,2,0:38.0,,Defensive rebound by C. Capela,57,55
206,2,0:34.0,,J. Harden misses 2-pt layup from 1 ft,57,55
207,2,0:34.0,,Offensive rebound by C. Capela,57,55
208,2,0:34.0,,C. Capela misses 2-pt layup from 1 ft,57,55
209,2,0:32.0,Defensive rebound by R. Jackson,,57,55
210,2,0:21.0,Turnover by J. Leuer (bad pass; steal by J. Ennis),,57,55
211,2,0:19.0,,Shooting foul by R. Jackson (drawn by J. Ennis),57,55
212,2,0:19.0,,J. Ennis misses free throw 1 of 2,57,55
213,2,0:19.0,,Offensive rebound by Team,57,55
214,2,0:19.0,,J. Ennis makes free throw 2 of 2,57,56
215,2,0:03.0,I. Smith misses 3-pt jump shot from 25 ft,,57,56
216,2,0:01.0,,Defensive rebound by P. Tucker,57,56
217,3,11:43.0,,J. Harden misses 2-pt jump shot from 8 ft,57,56
218,3,11:43.0,,Offensive rebound by J. Harden,57,56
219,3,11:43.0,,Shooting foul by G. Robinson (drawn by J. Harden),57,56
220,3,11:43.0,,J. Harden makes free throw 1 of 2,57,57
221,3,11:43.0,,J. Harden makes free throw 2 of 2,57,58
222,3,11:31.0,Personal foul by C. Paul (drawn by G. Robinson),,57,58
223,3,11:21.0,R. Jackson misses 2-pt layup from 1 ft (block by C. Capela),,57,58
224,3,11:17.0,,Defensive rebound by C. Paul,57,58
225,3,11:15.0,,C. Capela makes 2-pt dunk from 1 ft (assist by C. Paul),57,60
226,3,10:52.0,G. Robinson misses 2-pt jump shot from 4 ft (block by C. Capela),,57,60
227,3,10:49.0,,Defensive rebound by C. Capela,57,60
228,3,10:45.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),57,63
229,3,10:44.0,Detroit full timeout,,57,63
230,3,10:44.0,L. Galloway enters the game for G. Robinson,,57,63
231,3,10:21.0,R. Jackson misses 2-pt hook shot from 7 ft,,57,63
232,3,10:19.0,,Defensive rebound by J. Harden,57,63
233,3,10:08.0,,C. Paul makes 2-pt jump shot from 18 ft,57,65
234,3,9:45.0,B. Griffin misses 3-pt jump shot from 25 ft,,57,65
235,3,9:44.0,Offensive rebound by Team,,57,65
236,3,9:44.0,,Loose ball foul by C. Capela (drawn by A. Drummond),57,65
237,3,9:31.0,R. Jackson makes 2-pt layup from 1 ft,,59,65
238,3,9:14.0,,P. Tucker misses 3-pt jump shot from 23 ft,59,65
239,3,9:12.0,Defensive rebound by Team,,59,65
240,3,8:56.0,Turnover by L. Galloway (bad pass; steal by J. Harden),,59,65
241,3,8:51.0,,Turnover by J. Harden (bad pass),59,65
242,3,8:43.0,R. Jackson makes 3-pt jump shot from 26 ft (assist by R. Bullock),,62,65
243,3,8:26.0,,C. Paul misses 3-pt jump shot from 25 ft,62,65
244,3,8:23.0,Defensive rebound by B. Griffin,,62,65
245,3,8:18.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by R. Jackson),,65,65
246,3,7:58.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),65,67
247,3,7:43.0,Turnover by B. Griffin (traveling),,65,67
248,3,7:23.0,,J. Harden makes 3-pt jump shot from 26 ft,65,70
249,3,7:16.0,R. Jackson makes 2-pt dunk at rim,,67,70
250,3,7:01.0,,Shooting foul by A. Drummond (drawn by J. Ennis),67,70
251,3,7:01.0,,J. Ennis makes free throw 1 of 2,67,71
252,3,7:01.0,J. Leuer enters the game for A. Drummond,,67,71
253,3,7:01.0,,E. Gordon enters the game for C. Paul,67,71
254,3,7:01.0,,J. Ennis makes free throw 2 of 2,67,72
255,3,6:46.0,R. Jackson misses 3-pt jump shot from 27 ft,,67,72
256,3,6:43.0,,Defensive rebound by C. Capela,67,72
257,3,6:33.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),67,74
258,3,6:21.0,Turnover by B. Griffin (lane violation),,67,74
259,3,6:08.0,,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),67,76
260,3,6:08.0,,Technical foul by C. Capela,67,76
261,3,6:08.0,Detroit full timeout,,67,76
262,3,6:08.0,L. Galloway makes technical free throw,,68,76
263,3,5:50.0,L. Galloway makes 3-pt jump shot from 22 ft (assist by R. Bullock),,71,76
264,3,5:31.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by J. Harden),71,79
265,3,5:21.0,R. Jackson misses 3-pt jump shot from 27 ft,,71,79
266,3,5:17.0,,Defensive rebound by J. Harden,71,79
267,3,5:10.0,,Personal foul by R. Jackson (drawn by J. Ennis),71,79
268,3,5:10.0,,I. Hartenstein enters the game for C. Capela,71,79
269,3,4:59.0,,Shooting foul by R. Bullock (drawn by J. Harden),71,79
270,3,4:59.0,,J. Harden makes free throw 1 of 2,71,80
271,3,4:59.0,S. Johnson enters the game for R. Bullock,,71,80
272,3,4:59.0,,G. Clark enters the game for J. Ennis,71,80
273,3,4:59.0,,J. Harden makes free throw 2 of 2,71,81
274,3,4:34.0,B. Griffin misses 2-pt jump shot from 13 ft,,71,81
275,3,4:32.0,Offensive rebound by J. Leuer,,71,81
276,3,4:32.0,J. Leuer makes 2-pt layup from 1 ft,,73,81
277,3,4:32.0,,Technical foul by P. Tucker,73,81
278,3,4:32.0,R. Jackson makes technical free throw,,74,81
279,3,4:32.0,,Technical foul by P. Tucker,74,81
280,3,4:32.0,R. Jackson makes technical free throw,,75,81
281,3,4:32.0,,P. Tucker ejected from game,75,81
282,3,4:32.0,,G. Green enters the game for P. Tucker,75,81
283,3,4:15.0,,G. Green makes 3-pt jump shot from 22 ft (assist by E. Gordon),75,84
284,3,3:57.0,B. Griffin misses 2-pt layup from 2 ft,,75,84
285,3,3:55.0,,Defensive rebound by I. Hartenstein,75,84
286,3,3:49.0,,Shooting foul by J. Leuer (drawn by J. Harden),75,84
287,3,3:49.0,,J. Harden makes free throw 1 of 2,75,85
288,3,3:49.0,,J. Harden makes free throw 2 of 2,75,86
289,3,3:33.0,Shooting foul by I. Hartenstein (drawn by B. Griffin),,75,86
290,3,3:33.0,B. Griffin makes free throw 1 of 2,,76,86
291,3,3:33.0,I. Smith enters the game for R. Jackson,,76,86
292,3,3:33.0,B. Griffin makes free throw 2 of 2,,77,86
293,3,3:18.0,,J. Harden misses 3-pt jump shot from 26 ft,77,86
294,3,3:14.0,Defensive rebound by S. Johnson,,77,86
295,3,3:01.0,Personal foul by G. Green (drawn by B. Griffin),,77,86
296,3,2:50.0,I. Smith misses 2-pt jump shot from 13 ft,,77,86
297,3,2:47.0,,Defensive rebound by J. Harden,77,86
298,3,2:32.0,,J. Harden makes 2-pt layup from 1 ft,77,88
299,3,2:21.0,Turnover by B. Griffin (bad pass; steal by I. Hartenstein),,77,88
300,3,2:17.0,,E. Gordon misses 3-pt jump shot from 26 ft,77,88
301,3,2:15.0,Defensive rebound by Team,,77,88
302,3,2:15.0,,Loose ball foul by I. Hartenstein (drawn by B. Griffin),77,88
303,3,2:15.0,B. Griffin makes free throw 1 of 2,,78,88
304,3,2:15.0,,C. Capela enters the game for G. Clark,78,88
305,3,2:15.0,,C. Paul enters the game for I. Hartenstein,78,88
306,3,2:15.0,B. Griffin makes free throw 2 of 2,,79,88
307,3,2:00.0,,Personal foul by L. Galloway (drawn by J. Harden),79,88
308,3,2:00.0,,J. Harden makes free throw 1 of 2,79,89
309,3,2:00.0,G. Robinson enters the game for L. Galloway,,79,89
310,3,2:00.0,,J. Harden makes free throw 2 of 2,79,90
311,3,1:45.0,G. Robinson makes 2-pt layup from 1 ft,,81,90
312,3,1:38.0,,G. Green misses 3-pt jump shot from 26 ft,81,90
313,3,1:35.0,Defensive rebound by J. Leuer,,81,90
314,3,1:20.0,B. Griffin misses 2-pt layup from 2 ft,,81,90
315,3,1:18.0,,Defensive rebound by C. Capela,81,90
316,3,1:14.0,,G. Green misses 3-pt jump shot from 26 ft,81,90
317,3,1:11.0,Defensive rebound by I. Smith,,81,90
318,3,0:56.0,G. Robinson misses 2-pt jump shot from 12 ft,,81,90
319,3,0:55.0,,Defensive rebound by C. Capela,81,90
320,3,0:36.0,,Personal foul by J. Leuer (drawn by C. Paul),81,90
321,3,0:36.0,,C. Paul misses free throw 1 of 2,81,90
322,3,0:36.0,,Offensive rebound by Team,81,90
323,3,0:36.0,,C. Paul makes free throw 2 of 2,81,91
324,3,0:21.0,I. Smith misses 3-pt jump shot from 26 ft,,81,91
325,3,0:20.0,,Defensive rebound by C. Capela,81,91
326,3,0:01.0,,Shooting foul by J. Leuer (drawn by J. Harden),81,91
327,3,0:01.0,,J. Harden makes free throw 1 of 2,81,92
328,3,0:01.0,,J. Harden makes free throw 2 of 2,81,93
329,3,0:01.0,Personal foul by C. Capela (drawn by J. Leuer),,81,93
330,3,0:01.0,J. Leuer makes free throw 1 of 2,,82,93
331,3,0:01.0,J. Leuer makes free throw 2 of 2,,83,93
332,3,0:00.0,,G. Green misses 3-pt jump shot from 41 ft,83,93
333,3,0:00.0,,Offensive rebound by Team,83,93
334,4,11:46.0,S. Johnson misses 3-pt jump shot from 25 ft,,83,93
335,4,11:43.0,,Defensive rebound by J. Ennis,83,93
336,4,11:21.0,,C. Capela makes 2-pt hook shot from 5 ft (assist by C. Paul),83,95
337,4,10:58.0,Shooting foul by E. Gordon (drawn by S. Johnson),,83,95
338,4,10:58.0,S. Johnson makes free throw 1 of 2,,84,95
339,4,10:58.0,S. Johnson makes free throw 2 of 2,,85,95
340,4,10:50.0,,Turnover by C. Paul (traveling),85,95
341,4,10:27.0,S. Johnson makes 2-pt layup from 1 ft,,87,95
342,4,10:20.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by C. Paul),87,98
343,4,9:59.0,R. Bullock misses 2-pt jump shot from 4 ft,,87,98
344,4,9:56.0,Offensive rebound by A. Drummond,,87,98
345,4,9:56.0,A. Drummond makes 2-pt dunk from 1 ft,,89,98
346,4,9:41.0,,C. Paul misses 3-pt jump shot from 25 ft,89,98
347,4,9:38.0,,Offensive rebound by C. Capela,89,98
348,4,9:37.0,,C. Capela makes 2-pt layup from 1 ft,89,100
349,4,9:14.0,S. Johnson misses 3-pt jump shot from 25 ft (block by J. Ennis),,89,100
350,4,9:10.0,,Defensive rebound by E. Gordon,89,100
351,4,9:04.0,,Turnover by E. Gordon (bad pass; steal by R. Bullock),89,100
352,4,9:01.0,G. Robinson makes 2-pt dunk at rim (assist by I. Smith),,91,100
353,4,8:43.0,,C. Paul misses 2-pt jump shot from 10 ft,91,100
354,4,8:43.0,Defensive rebound by A. Drummond,,91,100
355,4,8:35.0,Shooting foul by C. Capela (drawn by A. Drummond),,91,100
356,4,8:35.0,A. Drummond misses free throw 1 of 2,,91,100
357,4,8:35.0,Offensive rebound by Team,,91,100
358,4,8:35.0,,Houston full timeout,91,100
359,4,8:35.0,B. Griffin enters the game for G. Robinson,,91,100
360,4,8:35.0,,J. Harden enters the game for G. Clark,91,100
361,4,8:35.0,A. Drummond makes free throw 2 of 2,,92,100
362,4,8:21.0,,J. Ennis makes 3-pt jump shot from 24 ft,92,103
363,4,8:03.0,A. Drummond makes 2-pt dunk at rim (assist by R. Bullock),,94,103
364,4,7:45.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),94,105
365,4,7:19.0,I. Smith misses 3-pt jump shot from 24 ft,,94,105
366,4,7:16.0,Offensive rebound by A. Drummond,,94,105
367,4,7:16.0,A. Drummond makes 2-pt layup from 1 ft,,96,105
368,4,7:16.0,Shooting foul by J. Ennis (drawn by A. Drummond),,96,105
369,4,7:16.0,A. Drummond makes free throw 1 of 1,,97,105
370,4,7:05.0,,J. Harden misses 2-pt layup from 1 ft (block by A. Drummond),97,105
371,4,7:03.0,Defensive rebound by B. Griffin,,97,105
372,4,7:01.0,Shooting foul by C. Capela (drawn by S. Johnson),,97,105
373,4,7:01.0,S. Johnson misses free throw 1 of 2,,97,105
374,4,7:01.0,Offensive rebound by Team,,97,105
375,4,7:01.0,,I. Hartenstein enters the game for C. Capela,97,105
376,4,7:01.0,S. Johnson makes free throw 2 of 2,,98,105
377,4,6:43.0,,Personal foul by S. Johnson (drawn by J. Harden),98,105
378,4,6:37.0,,C. Paul misses 2-pt jump shot from 11 ft,98,105
379,4,6:37.0,Defensive rebound by Team,,98,105
380,4,6:37.0,,Loose ball foul by I. Hartenstein (drawn by A. Drummond),98,105
381,4,6:37.0,A. Drummond misses free throw 1 of 2,,98,105
382,4,6:37.0,Offensive rebound by Team,,98,105
383,4,6:37.0,,G. Clark enters the game for C. Paul,98,105
384,4,6:37.0,A. Drummond makes free throw 2 of 2,,99,105
385,4,6:22.0,,J. Harden makes 3-pt jump shot from 26 ft,99,108
386,4,6:07.0,R. Bullock misses 3-pt jump shot from 26 ft,,99,108
387,4,6:05.0,Offensive rebound by A. Drummond,,99,108
388,4,6:03.0,S. Johnson misses 3-pt jump shot from 24 ft,,99,108
389,4,5:58.0,Offensive rebound by B. Griffin,,99,108
390,4,5:56.0,B. Griffin misses 2-pt layup from 6 ft,,99,108
