,QUARTER,TIME_REMAINING,MIAMI_ACTION,GOLDEN STATE_ACTION,MIAMI_SCORE,GOLDEN STATE_SCORE
384,4,7:07.0,,K. Thompson makes technical free throw,93,100
385,4,7:07.0,J. Richardson enters the game for R. McGruder,,93,100
386,4,7:02.0,,D. Green makes 2-pt dunk from 1 ft (assist by S. Livingston),93,102
387,4,6:41.0,J. Richardson misses 3-pt jump shot from 27 ft,,93,102
388,4,6:39.0,Offensive rebound by D. Wade,,93,102
389,4,6:33.0,Miami full timeout,,93,102
390,4,6:33.0,J. Winslow enters the game for J. Johnson,,93,102
391,4,6:33.0,,S. Curry enters the game for Q. Cook,93,102
392,4,6:33.0,,K. Durant enters the game for S. Livingston,93,102
393,4,6:33.0,Personal foul by S. Curry (drawn by J. Richardson),,93,102
394,4,6:28.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,96,102
395,4,6:07.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Green),96,104
396,4,5:50.0,Personal foul by K. Durant (drawn by B. Adebayo),,96,104
397,4,5:50.0,,Technical foul by K. Durant,96,104
398,4,5:50.0,J. Richardson makes technical free throw,,97,104
399,4,5:45.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Wade),,99,104
400,4,5:34.0,,K. Thompson makes 3-pt jump shot from 28 ft (assist by D. Green),99,107
401,4,5:18.0,J. Richardson makes 3-pt jump shot from 28 ft (assist by B. Adebayo),,102,107
402,4,5:01.0,,K. Thompson misses 3-pt jump shot from 25 ft,102,107
403,4,4:59.0,Defensive rebound by D. Wade,,102,107
404,4,4:47.0,J. Richardson makes 2-pt jump shot from 22 ft,,104,107
405,4,4:33.0,,S. Curry misses 2-pt jump shot from 5 ft (block by D. Wade),104,107
406,4,4:29.0,Defensive rebound by D. Waiters,,104,107
407,4,4:14.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by J. Richardson),,107,107
408,4,4:10.0,,Golden State full timeout,107,107
409,4,4:05.0,,K. Durant makes 2-pt layup from 2 ft (assist by D. Green),107,109
410,4,3:44.0,D. Wade misses 2-pt jump shot from 10 ft,,107,109
411,4,3:41.0,Offensive rebound by D. Wade,,107,109
412,4,3:41.0,Turnover by D. Wade (lost ball; steal by K. Looney),,107,109
413,4,3:38.0,,Turnover by K. Durant (out of bounds lost ball),107,109
414,4,3:38.0,Miami full timeout,,107,109
415,4,3:38.0,,D. Cousins enters the game for K. Looney,107,109
416,4,3:20.0,D. Waiters misses 3-pt jump shot from 26 ft,,107,109
417,4,3:18.0,,Defensive rebound by Team,107,109
418,4,3:08.0,,Personal foul by J. Winslow (drawn by K. Durant),107,109
419,4,3:08.0,,K. Durant makes free throw 1 of 2,107,110
420,4,3:08.0,,K. Durant makes free throw 2 of 2,107,111
421,4,2:51.0,J. Winslow makes 2-pt jump shot from 19 ft (assist by B. Adebayo),,109,111
422,4,2:34.0,,K. Durant makes 2-pt jump shot from 19 ft (assist by D. Green),109,113
423,4,2:16.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by D. Wade),,112,113
424,4,1:51.0,,K. Durant makes 2-pt jump shot from 10 ft,112,115
425,4,1:34.0,J. Winslow misses 3-pt jump shot from 25 ft,,112,115
426,4,1:32.0,Offensive rebound by Team,,112,115
427,4,1:32.0,,Loose ball foul by D. Cousins (drawn by B. Adebayo),112,115
428,4,1:19.0,Miami full timeout,,112,115
429,4,1:18.0,Shooting foul by K. Durant (drawn by J. Winslow),,112,115
430,4,1:18.0,J. Winslow makes free throw 1 of 2,,113,115
431,4,1:18.0,J. Winslow makes free throw 2 of 2,,114,115
432,4,0:58.0,,Turnover by K. Durant (bad pass; steal by D. Wade),114,115
433,4,0:54.0,D. Wade makes 2-pt layup from 2 ft (assist by J. Richardson),,116,115
434,4,0:54.0,,Golden State full timeout,116,115
435,4,0:54.0,,Turnover by D. Green (bad pass; steal by J. Richardson),116,115
436,4,0:51.0,J. Richardson makes 2-pt dunk from 2 ft,,118,115
437,4,0:44.0,,K. Durant makes 3-pt jump shot from 29 ft (assist by D. Green),118,118
438,4,0:29.0,J. Winslow misses 3-pt jump shot from 24 ft,,118,118
439,4,0:23.0,,Defensive rebound by K. Durant,118,118
440,4,0:07.0,,K. Durant misses 3-pt jump shot from 26 ft,118,118
441,4,0:05.0,,Offensive rebound by D. Cousins,118,118
442,4,0:05.0,,Shooting foul by J. Winslow (drawn by D. Cousins),118,118
443,4,0:05.0,,D. Cousins makes free throw 1 of 2,118,119
444,4,0:05.0,,S. Livingston enters the game for S. Curry,118,119
445,4,0:05.0,,D. Cousins makes free throw 2 of 2,118,120
446,4,0:05.0,Miami full timeout,,118,120
447,4,0:05.0,,K. Looney enters the game for D. Cousins,118,120
448,4,0:02.0,D. Waiters misses 3-pt jump shot from 28 ft,,118,120
449,4,0:00.0,Offensive rebound by B. Adebayo,,118,120
450,4,0:00.0,B. Adebayo misses 2-pt layup from 7 ft,,118,120
451,4,0:00.0,Offensive rebound by Team,,118,120
