,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHICAGO_ACTION,ORLANDO_SCORE,CHICAGO_SCORE
41,1,6:15.0,,Shooting foul by D. Augustin (drawn by K. Dunn),8,6
42,1,6:15.0,,K. Dunn makes free throw 1 of 2,8,7
43,1,6:15.0,W. Iwundu enters the game for J. Isaac,,8,7
44,1,6:15.0,,K. Dunn misses free throw 2 of 2,8,7
45,1,6:12.0,Defensive rebound by A. Gordon,,8,7
46,1,5:59.0,W. Iwundu misses 2-pt layup from 2 ft (block by J. Holiday),,8,7
47,1,5:56.0,,Defensive rebound by W. Carter,8,7
48,1,5:51.0,,L. Markkanen misses 2-pt layup from 2 ft (block by A. Gordon),8,7
49,1,5:47.0,Defensive rebound by D. Augustin,,8,7
50,1,5:39.0,N. Vučević misses 2-pt jump shot from 6 ft (block by L. Markkanen),,8,7
51,1,5:39.0,Offensive rebound by N. Vučević,,8,7
52,1,5:39.0,Personal foul by W. Carter (drawn by N. Vučević),,8,7
53,1,5:32.0,N. Vučević misses 2-pt jump shot from 17 ft,,8,7
54,1,5:29.0,,Defensive rebound by J. Holiday,8,7
55,1,5:21.0,,L. Markkanen makes 2-pt layup from 1 ft (assist by K. Dunn),8,9
56,1,5:03.0,A. Gordon misses 3-pt jump shot from 23 ft,,8,9
57,1,4:56.0,,Defensive rebound by W. Carter,8,9
58,1,4:55.0,,Personal foul by E. Fournier (drawn by K. Dunn),8,9
59,1,4:55.0,J. Grant enters the game for D. Augustin,,8,9
60,1,4:55.0,,R. Lopez enters the game for W. Carter,8,9
61,1,4:47.0,,L. Markkanen misses 2-pt layup from 1 ft (block by N. Vučević),8,9
62,1,4:44.0,Defensive rebound by N. Vučević,,8,9
63,1,4:38.0,W. Iwundu makes 3-pt jump shot from 23 ft (assist by E. Fournier),,11,9
64,1,4:19.0,,K. Dunn makes 2-pt jump shot from 15 ft,11,11
65,1,3:58.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Fournier),,13,11
66,1,3:41.0,,R. Lopez makes 2-pt hook shot from 8 ft (assist by R. Arcidiacono),13,13
67,1,3:17.0,E. Fournier makes 2-pt jump shot from 22 ft (assist by J. Grant),,15,13
68,1,2:59.0,,L. Markkanen misses 2-pt jump shot from 12 ft,15,13
69,1,2:57.0,Defensive rebound by N. Vučević,,15,13
70,1,2:50.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by J. Grant),,18,13
71,1,2:34.0,,J. Holiday makes 2-pt jump shot from 15 ft (assist by L. Markkanen),18,15
72,1,2:15.0,Turnover by E. Fournier (bad pass; steal by J. Holiday),,18,15
73,1,2:10.0,,J. Holiday misses 3-pt jump shot from 27 ft,18,15
74,1,2:07.0,Defensive rebound by A. Gordon,,18,15
75,1,1:56.0,A. Gordon misses 2-pt layup from 2 ft (block by R. Lopez),,18,15
76,1,1:52.0,,Defensive rebound by L. Markkanen,18,15
77,1,1:50.0,,R. Arcidiacono makes 2-pt layup from 1 ft (assist by L. Markkanen),18,17
78,1,1:50.0,J. Martin enters the game for A. Gordon,,18,17
79,1,1:50.0,,C. Hutchison enters the game for L. Markkanen,18,17
80,1,1:36.0,Personal foul by K. Dunn (drawn by E. Fournier),,18,17
81,1,1:36.0,Orlando full timeout,,18,17
82,1,1:36.0,M. Bamba enters the game for E. Fournier,,18,17
83,1,1:36.0,T. Ross enters the game for N. Vučević,,18,17
84,1,1:36.0,,S. Harrison enters the game for K. Dunn,18,17
85,1,1:28.0,T. Ross misses 2-pt jump shot from 21 ft,,18,17
86,1,1:25.0,,Defensive rebound by J. Holiday,18,17
87,1,1:14.0,,J. Holiday misses 3-pt jump shot from 26 ft,18,17
88,1,1:11.0,,Offensive rebound by R. Lopez,18,17
89,1,0:58.0,,Turnover by Team (shot clock),18,17
90,1,0:44.0,T. Ross misses 2-pt jump shot from 14 ft,,18,17
91,1,0:41.0,,Defensive rebound by R. Arcidiacono,18,17
92,1,0:28.0,,S. Harrison misses 2-pt layup from 3 ft,18,17
93,1,0:28.0,Defensive rebound by Team,,18,17
94,1,0:07.0,J. Grant makes 2-pt jump shot from 18 ft,,20,17
95,1,0:02.0,,Personal foul by M. Bamba (drawn by R. Arcidiacono),20,17
96,1,0:02.0,,R. Arcidiacono makes free throw 1 of 2,20,18
97,1,0:02.0,,R. Arcidiacono makes free throw 2 of 2,20,19
98,1,0:00.0,T. Ross misses 3-pt jump shot from 50 ft,,20,19
99,1,0:00.0,Offensive rebound by Team,,20,19
100,2,11:43.0,,Offensive foul by R. Lopez (drawn by D. Augustin),20,19
101,2,11:43.0,,Turnover by R. Lopez (offensive foul),20,19
102,2,11:27.0,T. Ross misses 2-pt jump shot from 20 ft,,20,19
103,2,11:25.0,,Defensive rebound by L. Markkanen,20,19
104,2,11:19.0,,Personal foul by W. Iwundu (drawn by R. Lopez),20,19
105,2,11:12.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by C. Hutchison),20,22
106,2,10:46.0,M. Bamba misses 2-pt jump shot from 21 ft,,20,22
107,2,10:46.0,,Defensive rebound by S. Harrison,20,22
108,2,10:28.0,,A. Blakeney misses 2-pt jump shot from 7 ft,20,22
109,2,10:27.0,,Offensive rebound by A. Blakeney,20,22
110,2,10:26.0,,A. Blakeney misses 2-pt layup from 4 ft,20,22
111,2,10:23.0,Defensive rebound by T. Ross,,20,22
112,2,10:17.0,Shooting foul by R. Lopez (drawn by M. Bamba),,20,22
113,2,10:17.0,M. Bamba misses free throw 1 of 2,,20,22
114,2,10:17.0,Offensive rebound by Team,,20,22
115,2,10:17.0,J. Isaac enters the game for J. Martin,,20,22
116,2,10:17.0,M. Bamba makes free throw 2 of 2,,21,22
117,2,9:51.0,,R. Lopez makes 2-pt hook shot from 6 ft (assist by S. Harrison),21,24
118,2,9:40.0,Shooting foul by A. Blakeney (drawn by M. Bamba),,21,24
119,2,9:40.0,M. Bamba misses free throw 1 of 2,,21,24
120,2,9:40.0,Offensive rebound by Team,,21,24
121,2,9:40.0,M. Bamba misses free throw 2 of 2,,21,24
122,2,9:38.0,,Defensive rebound by L. Markkanen,21,24
123,2,9:16.0,,C. Hutchison misses 3-pt jump shot from 24 ft,21,24
124,2,9:14.0,,Offensive rebound by R. Lopez,21,24
125,2,9:14.0,,Turnover by Team (shot clock),21,24
126,2,9:14.0,,K. Dunn enters the game for S. Harrison,21,24
127,2,9:04.0,T. Ross misses 3-pt jump shot from 26 ft,,21,24
128,2,9:00.0,,Defensive rebound by K. Dunn,21,24
129,2,8:50.0,,R. Lopez misses 2-pt hook shot from 5 ft,21,24
130,2,8:48.0,Defensive rebound by M. Bamba,,21,24
131,2,8:40.0,J. Isaac misses 3-pt jump shot from 26 ft,,21,24
132,2,8:34.0,,Defensive rebound by C. Hutchison,21,24
133,2,8:29.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by K. Dunn),21,27
134,2,8:11.0,D. Augustin misses 2-pt jump shot from 20 ft,,21,27
135,2,8:07.0,,Defensive rebound by A. Blakeney,21,27
136,2,8:00.0,,Turnover by K. Dunn (traveling),21,27
137,2,8:00.0,E. Fournier enters the game for W. Iwundu,,21,27
138,2,7:50.0,M. Bamba misses 3-pt jump shot from 25 ft,,21,27
139,2,7:47.0,,Defensive rebound by L. Markkanen,21,27
140,2,7:36.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by R. Lopez),21,30
141,2,7:35.0,Orlando full timeout,,21,30
142,2,7:35.0,,W. Carter enters the game for R. Lopez,21,30
143,2,7:13.0,D. Augustin misses 2-pt jump shot from 14 ft,,21,30
144,2,7:10.0,,Defensive rebound by W. Carter,21,30
145,2,7:07.0,,C. Hutchison makes 2-pt dunk from 1 ft (assist by K. Dunn),21,32
146,2,6:40.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by D. Augustin),,24,32
147,2,6:31.0,,Personal foul by J. Isaac (drawn by L. Markkanen),24,32
148,2,6:31.0,A. Gordon enters the game for D. Augustin,,24,32
149,2,6:31.0,J. Grant enters the game for M. Bamba,,24,32
150,2,6:31.0,N. Vučević enters the game for J. Isaac,,24,32
151,2,6:31.0,,R. Arcidiacono enters the game for A. Blakeney,24,32
152,2,6:31.0,,J. Holiday enters the game for C. Hutchison,24,32
153,2,6:18.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,24,32
154,2,6:14.0,Defensive rebound by J. Grant,,24,32
155,2,6:04.0,A. Gordon makes 2-pt jump shot from 15 ft (assist by J. Grant),,26,32
156,2,5:56.0,,Chicago full timeout,26,32
157,2,5:40.0,,Shooting foul by T. Ross (drawn by J. Holiday),26,32
158,2,5:40.0,,J. Holiday makes free throw 1 of 2,26,33
159,2,5:40.0,,J. Holiday makes free throw 2 of 2,26,34
160,2,5:24.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),,29,34
161,2,5:05.0,,J. Holiday makes 2-pt jump shot from 19 ft (assist by K. Dunn),29,36
162,2,4:45.0,Personal foul by R. Arcidiacono (drawn by J. Grant),,29,36
163,2,4:37.0,N. Vučević makes 2-pt jump shot from 4 ft (assist by E. Fournier),,31,36
164,2,4:22.0,,Personal foul by A. Gordon (drawn by W. Carter),31,36
165,2,4:08.0,,J. Holiday misses 3-pt jump shot from 25 ft,31,36
166,2,4:04.0,Defensive rebound by A. Gordon,,31,36
167,2,3:54.0,J. Grant misses 3-pt jump shot from 25 ft,,31,36
168,2,3:51.0,Offensive rebound by A. Gordon,,31,36
169,2,3:43.0,A. Gordon makes 2-pt jump shot from 10 ft (assist by N. Vučević),,33,36
170,2,3:43.0,Shooting foul by W. Carter (drawn by A. Gordon),,33,36
171,2,3:43.0,A. Gordon makes free throw 1 of 1,,34,36
172,2,3:35.0,,Personal foul by T. Ross (drawn by J. Holiday),34,36
173,2,3:35.0,,J. Holiday makes free throw 1 of 2,34,37
174,2,3:35.0,,J. Holiday makes free throw 2 of 2,34,38
175,2,3:27.0,Personal foul by K. Dunn (drawn by E. Fournier),,34,38
176,2,3:27.0,E. Fournier makes free throw 1 of 2,,35,38
177,2,3:27.0,,S. Harrison enters the game for K. Dunn,35,38
178,2,3:27.0,E. Fournier makes free throw 2 of 2,,36,38
179,2,3:14.0,,J. Holiday misses 2-pt jump shot from 18 ft,36,38
180,2,3:10.0,Defensive rebound by N. Vučević,,36,38
181,2,3:06.0,N. Vučević misses 3-pt jump shot from 26 ft,,36,38
182,2,3:03.0,,Defensive rebound by J. Holiday,36,38
183,2,2:54.0,,L. Markkanen makes 2-pt dunk from 1 ft (assist by R. Arcidiacono),36,40
184,2,2:40.0,J. Grant makes 2-pt layup at rim,,38,40
185,2,2:24.0,,W. Carter makes 2-pt jump shot from 20 ft (assist by R. Arcidiacono),38,42
186,2,2:03.0,T. Ross misses 3-pt jump shot from 23 ft,,38,42
187,2,1:59.0,,Defensive rebound by L. Markkanen,38,42
188,2,1:50.0,,W. Carter makes 2-pt jump shot from 4 ft (assist by R. Arcidiacono),38,44
189,2,1:35.0,Turnover by E. Fournier (bad pass),,38,44
190,2,1:35.0,D. Augustin enters the game for J. Grant,,38,44
191,2,1:35.0,W. Iwundu enters the game for T. Ross,,38,44
192,2,1:11.0,,W. Carter makes 2-pt jump shot from 19 ft (assist by J. Holiday),38,46
193,2,0:47.0,E. Fournier misses 2-pt jump shot from 9 ft,,38,46
194,2,0:47.0,Offensive rebound by Team,,38,46
195,2,0:47.0,Turnover by Team (shot clock),,38,46
196,2,0:24.0,,J. Holiday misses 2-pt layup from 2 ft,38,46
197,2,0:22.0,Defensive rebound by N. Vučević,,38,46
198,2,0:22.0,Personal foul by W. Carter (drawn by E. Fournier),,38,46
199,2,0:22.0,E. Fournier makes free throw 1 of 2,,39,46
200,2,0:22.0,J. Martin enters the game for N. Vučević,,39,46
201,2,0:22.0,,A. Blakeney enters the game for W. Carter,39,46
202,2,0:22.0,E. Fournier misses free throw 2 of 2,,39,46
203,2,0:18.0,,Defensive rebound by J. Holiday,39,46
204,2,0:03.0,,A. Blakeney misses 2-pt jump shot from 6 ft,39,46
205,2,0:01.0,Defensive rebound by A. Gordon,,39,46
206,2,0:00.0,A. Gordon misses 3-pt jump shot from 26 ft,,39,46
207,2,0:00.0,Offensive rebound by Team,,39,46
208,3,11:36.0,,L. Markkanen makes 2-pt jump shot from 5 ft (assist by K. Dunn),39,48
209,3,11:07.0,N. Vučević misses 3-pt jump shot from 25 ft,,39,48
210,3,11:04.0,,Defensive rebound by K. Dunn,39,48
211,3,10:48.0,,L. Markkanen makes 2-pt jump shot from 14 ft,39,50
212,3,10:32.0,Personal foul by W. Carter (drawn by N. Vučević),,39,50
213,3,10:32.0,,Technical foul by W. Carter,39,50
214,3,10:32.0,D. Augustin makes technical free throw,,40,50
215,3,10:26.0,Shooting foul by R. Arcidiacono (drawn by A. Gordon),,40,50
216,3,10:26.0,A. Gordon misses free throw 1 of 2,,40,50
217,3,10:26.0,Offensive rebound by Team,,40,50
218,3,10:26.0,A. Gordon misses free throw 2 of 2,,40,50
219,3,10:25.0,Offensive rebound by Team,,40,50
220,3,10:25.0,,Loose ball foul by L. Markkanen (drawn by J. Isaac),40,50
221,3,10:17.0,A. Gordon misses 2-pt jump shot from 3 ft,,40,50
222,3,10:15.0,Offensive rebound by N. Vučević,,40,50
223,3,10:15.0,N. Vučević misses 2-pt layup at rim,,40,50
224,3,10:15.0,Offensive rebound by A. Gordon,,40,50
225,3,10:14.0,A. Gordon misses 2-pt layup at rim,,40,50
226,3,10:14.0,Offensive rebound by A. Gordon,,40,50
227,3,10:14.0,A. Gordon misses 2-pt layup from 4 ft,,40,50
228,3,10:14.0,Offensive rebound by N. Vučević,,40,50
229,3,10:13.0,N. Vučević misses 2-pt layup at rim,,40,50
230,3,10:11.0,Offensive rebound by Team,,40,50
231,3,10:05.0,N. Vučević misses 2-pt jump shot from 19 ft,,40,50
232,3,10:02.0,Offensive rebound by D. Augustin,,40,50
233,3,9:57.0,D. Augustin makes 2-pt layup from 1 ft,,42,50
234,3,9:57.0,,Chicago full timeout,42,50
235,3,9:57.0,,Away from play foul by E. Fournier (drawn by K. Dunn),42,50
236,3,9:57.0,,J. Holiday makes free throw 1 of 1,42,51
237,3,9:34.0,,K. Dunn misses 2-pt jump shot from 22 ft,42,51
238,3,9:31.0,Defensive rebound by J. Isaac,,42,51
239,3,9:14.0,E. Fournier misses 3-pt jump shot from 25 ft,,42,51
240,3,9:12.0,,Defensive rebound by J. Holiday,42,51
241,3,8:58.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by K. Dunn),42,54
242,3,8:34.0,D. Augustin misses 3-pt jump shot from 26 ft,,42,54
243,3,8:29.0,,Defensive rebound by Team,42,54
244,3,8:13.0,,W. Carter misses 2-pt jump shot from 7 ft,42,54
245,3,8:11.0,,Offensive rebound by Team,42,54
246,3,8:05.0,,Turnover by L. Markkanen (bad pass; steal by J. Isaac),42,54
247,3,8:01.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),,45,54
248,3,7:37.0,,Personal foul by D. Augustin (drawn by R. Arcidiacono),45,54
249,3,7:25.0,,K. Dunn misses 2-pt jump shot from 6 ft,45,54
250,3,7:22.0,Defensive rebound by J. Isaac,,45,54
251,3,7:07.0,A. Gordon makes 2-pt layup from 1 ft (assist by N. Vučević),,47,54
252,3,7:07.0,Shooting foul by L. Markkanen (drawn by A. Gordon),,47,54
253,3,7:07.0,A. Gordon makes free throw 1 of 1,,48,54
254,3,6:43.0,,L. Markkanen makes 2-pt dunk from 1 ft (assist by R. Arcidiacono),48,56
255,3,6:43.0,,Technical foul by L. Markkanen,48,56
256,3,6:43.0,D. Augustin makes technical free throw,,49,56
257,3,6:34.0,Personal foul by J. Holiday (drawn by A. Gordon),,49,56
258,3,6:34.0,A. Gordon misses free throw 1 of 2,,49,56
259,3,6:34.0,Offensive rebound by Team,,49,56
260,3,6:34.0,A. Gordon makes free throw 2 of 2,,50,56
261,3,6:15.0,,L. Markkanen misses 2-pt jump shot from 10 ft,50,56
262,3,6:09.0,Defensive rebound by A. Gordon,,50,56
263,3,6:04.0,Shooting foul by W. Carter (drawn by A. Gordon),,50,56
264,3,6:04.0,A. Gordon makes free throw 1 of 2,,51,56
265,3,6:04.0,,R. Lopez enters the game for W. Carter,51,56
266,3,6:04.0,A. Gordon misses free throw 2 of 2,,51,56
267,3,6:01.0,Offensive rebound by N. Vučević,,51,56
268,3,5:53.0,A. Gordon misses 2-pt layup from 2 ft,,51,56
269,3,5:52.0,Offensive rebound by A. Gordon,,51,56
270,3,5:52.0,A. Gordon misses 2-pt layup at rim,,51,56
271,3,5:52.0,Offensive rebound by A. Gordon,,51,56
272,3,5:52.0,Personal foul by K. Dunn (drawn by A. Gordon),,51,56
273,3,5:52.0,A. Gordon makes free throw 1 of 2,,52,56
274,3,5:52.0,A. Gordon makes free throw 2 of 2,,53,56
275,3,5:46.0,,Personal foul by E. Fournier (drawn by L. Markkanen),53,56
276,3,5:46.0,W. Iwundu enters the game for J. Isaac,,53,56
277,3,5:37.0,,K. Dunn misses 2-pt layup from 3 ft,53,56
278,3,5:35.0,,Offensive rebound by J. Holiday,53,56
279,3,5:33.0,,J. Holiday makes 2-pt layup from 1 ft,53,58
280,3,5:19.0,D. Augustin makes 2-pt jump shot from 11 ft,,55,58
281,3,5:09.0,,Shooting foul by N. Vučević (drawn by K. Dunn),55,58
282,3,5:09.0,,K. Dunn makes free throw 1 of 2,55,59
283,3,5:09.0,,K. Dunn makes free throw 2 of 2,55,60
284,3,4:57.0,E. Fournier makes 2-pt layup from 4 ft (assist by N. Vučević),,57,60
285,3,4:42.0,,K. Dunn misses 2-pt jump shot from 16 ft,57,60
286,3,4:37.0,Defensive rebound by E. Fournier,,57,60
287,3,4:35.0,E. Fournier misses 3-pt jump shot from 25 ft,,57,60
288,3,4:30.0,,Defensive rebound by R. Arcidiacono,57,60
289,3,4:21.0,,R. Lopez makes 2-pt hook shot from 2 ft (assist by R. Arcidiacono),57,62
290,3,4:21.0,,Shooting foul by A. Gordon (drawn by R. Lopez),57,62
291,3,4:21.0,J. Grant enters the game for D. Augustin,,57,62
292,3,4:21.0,,S. Harrison enters the game for K. Dunn,57,62
293,3,4:21.0,,C. Hutchison enters the game for L. Markkanen,57,62
294,3,4:21.0,,R. Lopez misses free throw 1 of 1,57,62
295,3,4:17.0,Defensive rebound by A. Gordon,,57,62
296,3,4:09.0,A. Gordon misses 2-pt jump shot from 18 ft,,57,62
297,3,4:04.0,,Defensive rebound by S. Harrison,57,62
298,3,3:54.0,,S. Harrison makes 2-pt jump shot from 9 ft,57,64
299,3,3:54.0,Orlando full timeout,,57,64
300,3,3:54.0,T. Ross enters the game for E. Fournier,,57,64
301,3,3:33.0,N. Vučević makes 2-pt jump shot from 11 ft,,59,64
302,3,3:12.0,,J. Holiday misses 3-pt jump shot from 26 ft,59,64
303,3,3:10.0,Defensive rebound by N. Vučević,,59,64
304,3,2:59.0,N. Vučević misses 3-pt jump shot from 25 ft,,59,64
305,3,2:55.0,,Defensive rebound by C. Hutchison,59,64
306,3,2:38.0,,R. Lopez makes 2-pt hook shot from 4 ft,59,66
307,3,2:25.0,T. Ross makes 2-pt jump shot from 20 ft (assist by J. Grant),,61,66
308,3,2:08.0,,R. Lopez makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),61,69
309,3,1:48.0,W. Iwundu misses 3-pt jump shot from 26 ft,,61,69
310,3,1:45.0,,Defensive rebound by C. Hutchison,61,69
311,3,1:28.0,,C. Hutchison misses 2-pt jump shot from 10 ft,61,69
312,3,1:25.0,Defensive rebound by N. Vučević,,61,69
313,3,1:19.0,Turnover by W. Iwundu (lost ball; steal by S. Harrison),,61,69
314,3,1:19.0,,Personal take foul by W. Iwundu (drawn by R. Lopez),61,69
315,3,1:19.0,,R. Lopez makes free throw 1 of 2,61,70
316,3,1:19.0,M. Bamba enters the game for A. Gordon,,61,70
317,3,1:19.0,J. Isaac enters the game for N. Vučević,,61,70
318,3,1:19.0,,R. Lopez makes free throw 2 of 2,61,71
319,3,1:00.0,T. Ross misses 2-pt layup from 1 ft,,61,71
320,3,0:57.0,Offensive rebound by J. Isaac,,61,71
321,3,0:57.0,J. Isaac makes 2-pt dunk at rim,,63,71
322,3,0:39.0,,C. Hutchison misses 2-pt layup from 2 ft,63,71
323,3,0:37.0,,Offensive rebound by C. Hutchison,63,71
324,3,0:27.0,,S. Harrison misses 2-pt layup from 3 ft,63,71
325,3,0:27.0,,Offensive rebound by Team,63,71
326,3,0:18.0,,S. Harrison makes 2-pt layup from 2 ft,63,73
327,3,0:01.0,J. Grant misses 2-pt jump shot from 7 ft,,63,73
328,3,0:01.0,Offensive rebound by J. Grant,,63,73
329,4,11:43.0,T. Ross misses 3-pt jump shot from 26 ft,,63,73
330,4,11:41.0,,Defensive rebound by A. Blakeney,63,73
331,4,11:27.0,,Personal foul by W. Iwundu (drawn by A. Blakeney),63,73
332,4,11:13.0,,Turnover by Team (shot clock),63,73
333,4,11:01.0,Personal foul by S. Harrison (drawn by D. Augustin),,63,73
334,4,10:47.0,D. Augustin misses 3-pt jump shot from 25 ft,,63,73
335,4,10:43.0,,Defensive rebound by K. Dunn,63,73
336,4,10:37.0,,Shooting foul by J. Isaac (drawn by R. Lopez),63,73
337,4,10:37.0,,R. Lopez misses free throw 1 of 2,63,73
338,4,10:37.0,,Offensive rebound by Team,63,73
339,4,10:37.0,,R. Lopez misses free throw 2 of 2,63,73
340,4,10:35.0,Defensive rebound by M. Bamba,,63,73
341,4,10:14.0,T. Ross misses 2-pt layup from 5 ft (block by S. Harrison),,63,73
342,4,10:13.0,,Defensive rebound by S. Harrison,63,73
343,4,10:12.0,,Turnover by S. Harrison (bad pass; steal by W. Iwundu),63,73
344,4,10:07.0,W. Iwundu misses 2-pt layup from 1 ft,,63,73
345,4,10:05.0,,Defensive rebound by K. Dunn,63,73
346,4,9:57.0,,K. Dunn makes 2-pt jump shot from 15 ft,63,75
347,4,9:35.0,M. Bamba misses 2-pt jump shot from 16 ft,,63,75
348,4,9:35.0,,Defensive rebound by R. Lopez,63,75
349,4,9:27.0,,K. Dunn makes 2-pt layup from 2 ft,63,77
350,4,9:27.0,Orlando full timeout,,63,77
351,4,9:27.0,A. Gordon enters the game for M. Bamba,,63,77
352,4,9:27.0,N. Vučević enters the game for J. Isaac,,63,77
353,4,9:04.0,T. Ross misses 2-pt jump shot from 21 ft,,63,77
354,4,9:02.0,,Defensive rebound by S. Harrison,63,77
355,4,8:50.0,,A. Blakeney misses 2-pt jump shot from 21 ft,63,77
356,4,8:47.0,Defensive rebound by N. Vučević,,63,77
357,4,8:45.0,Personal foul by S. Harrison (drawn by A. Gordon),,63,77
358,4,8:31.0,D. Augustin misses 3-pt jump shot from 25 ft (block by S. Harrison),,63,77
359,4,8:28.0,,Defensive rebound by K. Dunn,63,77
360,4,8:22.0,,K. Dunn misses 2-pt jump shot from 14 ft,63,77
361,4,8:18.0,Defensive rebound by N. Vučević,,63,77
362,4,8:11.0,Turnover by D. Augustin (bad pass; steal by A. Blakeney),,63,77
363,4,7:53.0,,Shooting foul by W. Iwundu (drawn by A. Blakeney),63,77
364,4,7:53.0,,A. Blakeney misses free throw 1 of 2,63,77
365,4,7:53.0,,Offensive rebound by Team,63,77
366,4,7:53.0,E. Fournier enters the game for W. Iwundu,,63,77
367,4,7:53.0,,A. Blakeney makes free throw 2 of 2,63,78
368,4,7:32.0,N. Vučević misses 2-pt hook shot from 5 ft,,63,78
369,4,7:30.0,,Defensive rebound by R. Lopez,63,78
370,4,7:18.0,,K. Dunn misses 2-pt jump shot from 14 ft,63,78
371,4,7:16.0,Defensive rebound by N. Vučević,,63,78
372,4,7:04.0,A. Gordon misses 2-pt layup from 1 ft (block by S. Harrison),,63,78
373,4,7:04.0,Offensive rebound by Team,,63,78
374,4,7:02.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by D. Augustin),,66,78
375,4,6:43.0,,Shooting foul by N. Vučević (drawn by R. Lopez),66,78
376,4,6:43.0,,R. Lopez makes free throw 1 of 2,66,79
377,4,6:43.0,,L. Markkanen enters the game for C. Hutchison,66,79
378,4,6:43.0,,R. Lopez misses free throw 2 of 2,66,79
379,4,6:40.0,Defensive rebound by N. Vučević,,66,79
380,4,6:24.0,A. Gordon misses 2-pt jump shot from 18 ft,,66,79
381,4,6:21.0,,Defensive rebound by K. Dunn,66,79
382,4,6:10.0,,L. Markkanen makes 2-pt jump shot from 21 ft (assist by K. Dunn),66,81
383,4,6:10.0,Orlando full timeout,,66,81
384,4,6:10.0,,J. Holiday enters the game for A. Blakeney,66,81
385,4,5:48.0,Personal foul by L. Markkanen (drawn by E. Fournier),,66,81
