,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DENVER_ACTION,NEW ORLEANS_SCORE,DENVER_SCORE
0,1,11:43.0,,J. Murray makes 2-pt jump shot from 12 ft (assist by N. Jokić),0,2
1,1,11:27.0,J. Holiday makes 3-pt jump shot from 24 ft,,3,2
2,1,11:16.0,,Personal foul by K. Williams (drawn by W. Barton),3,2
3,1,11:07.0,,N. Jokić makes 2-pt layup from 1 ft (assist by G. Harris),3,4
4,1,10:47.0,J. Holiday misses 3-pt jump shot from 24 ft,,3,4
5,1,10:45.0,Offensive rebound by Team,,3,4
6,1,10:42.0,J. Randle misses 3-pt jump shot from 23 ft,,3,4
7,1,10:39.0,Offensive rebound by K. Williams,,3,4
8,1,10:36.0,,Violation by Team (kicked ball),3,4
9,1,10:29.0,Turnover by J. Holiday (bad pass; steal by N. Jokić),,3,4
10,1,10:26.0,,J. Murray misses 2-pt layup from 4 ft (block by J. Randle),3,4
11,1,10:26.0,,Offensive rebound by Team,3,4
12,1,10:24.0,,J. Murray makes 2-pt jump shot from 16 ft (assist by N. Jokić),3,6
13,1,10:06.0,J. Randle misses 2-pt jump shot from 8 ft,,3,6
14,1,10:05.0,,Defensive rebound by N. Jokić,3,6
15,1,10:00.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by N. Jokić),3,9
16,1,9:52.0,Personal foul by N. Jokić (drawn by J. Holiday),,3,9
17,1,9:40.0,Turnover by K. Williams (traveling),,3,9
18,1,9:31.0,,N. Jokić makes 2-pt jump shot from 16 ft (assist by J. Murray),3,11
19,1,9:21.0,New Orleans full timeout,,3,11
20,1,9:07.0,J. Okafor misses 2-pt layup from 2 ft (block by N. Jokić),,3,11
21,1,9:07.0,Offensive rebound by Team,,3,11
22,1,9:05.0,J. Randle misses 2-pt jump shot from 14 ft,,3,11
23,1,9:03.0,,Defensive rebound by W. Barton,3,11
24,1,8:43.0,,G. Harris misses 2-pt layup from 5 ft (block by J. Holiday),3,11
25,1,8:40.0,Defensive rebound by J. Randle,,3,11
26,1,8:39.0,J. Holiday misses 2-pt layup from 3 ft (block by N. Jokić),,3,11
27,1,8:39.0,Offensive rebound by Team,,3,11
28,1,8:37.0,J. Holiday makes 3-pt jump shot from 22 ft (assist by E. Payton),,6,11
29,1,8:21.0,,N. Jokić misses 2-pt hook shot from 4 ft,6,11
30,1,8:19.0,,Offensive rebound by W. Barton,6,11
31,1,8:16.0,,Turnover by W. Barton (lost ball; steal by K. Williams),6,11
32,1,8:11.0,K. Williams misses 3-pt jump shot from 23 ft,,6,11
33,1,8:07.0,,Defensive rebound by W. Barton,6,11
34,1,8:02.0,,W. Barton misses 2-pt layup from 2 ft,6,11
35,1,8:00.0,Defensive rebound by K. Williams,,6,11
36,1,7:52.0,E. Payton makes 2-pt layup from 2 ft,,8,11
37,1,7:33.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by G. Harris),8,14
38,1,7:13.0,J. Okafor makes 2-pt hook shot from 8 ft (assist by J. Holiday),,10,14
39,1,7:01.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by N. Jokić),10,17
40,1,6:50.0,J. Okafor makes 2-pt jump shot from 5 ft (assist by E. Payton),,12,17
41,1,6:50.0,Shooting foul by N. Jokić (drawn by J. Okafor),,12,17
42,1,6:50.0,F. Jackson enters the game for E. Payton,,12,17
43,1,6:50.0,,M. Plumlee enters the game for N. Jokić,12,17
44,1,6:50.0,J. Okafor misses free throw 1 of 1,,12,17
45,1,6:47.0,,Defensive rebound by P. Millsap,12,17
46,1,6:39.0,,Shooting foul by J. Okafor (drawn by P. Millsap),12,17
47,1,6:39.0,,P. Millsap makes free throw 1 of 2,12,18
48,1,6:39.0,C. Diallo enters the game for J. Okafor,,12,18
49,1,6:39.0,,P. Millsap makes free throw 2 of 2,12,19
50,1,6:24.0,F. Jackson misses 2-pt layup from 3 ft (block by M. Plumlee),,12,19
51,1,6:21.0,Offensive rebound by J. Randle,,12,19
52,1,6:20.0,Turnover by J. Randle (lost ball; steal by P. Millsap),,12,19
53,1,6:18.0,,M. Plumlee makes 2-pt dunk at rim (assist by P. Millsap),12,21
54,1,6:12.0,Turnover by C. Diallo (lost ball; steal by G. Harris),,12,21
55,1,6:08.0,,J. Murray makes 3-pt jump shot from 25 ft,12,24
56,1,5:59.0,New Orleans full timeout,,12,24
57,1,5:59.0,,M. Beasley enters the game for G. Harris,12,24
58,1,5:51.0,J. Randle makes 2-pt layup from 2 ft (assist by J. Holiday),,14,24
59,1,5:34.0,,Shooting foul by J. Randle (drawn by J. Murray),14,24
60,1,5:34.0,,J. Murray makes free throw 1 of 3,14,25
61,1,5:34.0,,J. Murray makes free throw 2 of 3,14,26
62,1,5:34.0,,J. Murray makes free throw 3 of 3,14,27
63,1,5:26.0,J. Holiday makes 2-pt layup from 2 ft,,16,27
64,1,5:25.0,,Denver full timeout,16,27
65,1,5:25.0,D. Miller enters the game for K. Williams,,16,27
66,1,5:14.0,,J. Murray misses 2-pt jump shot from 12 ft,16,27
67,1,5:11.0,Defensive rebound by C. Diallo,,16,27
68,1,4:57.0,C. Diallo misses 2-pt layup from 2 ft,,16,27
69,1,4:54.0,,Defensive rebound by P. Millsap,16,27
70,1,4:46.0,,P. Millsap misses 3-pt jump shot from 23 ft,16,27
71,1,4:45.0,Defensive rebound by Team,,16,27
72,1,4:32.0,Turnover by J. Holiday (bad pass; steal by W. Barton),,16,27
73,1,4:27.0,,Personal foul by F. Jackson (drawn by M. Plumlee),16,27
