,QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
0,1,11:44.0,,T. Young misses 2-pt layup from 5 ft,0,0
1,1,11:42.0,Defensive rebound by J. Tatum,,0,0
2,1,11:27.0,Shooting foul by D. Collison (drawn by K. Irving),,0,0
3,1,11:27.0,K. Irving misses free throw 1 of 2,,0,0
4,1,11:27.0,Offensive rebound by Team,,0,0
5,1,11:27.0,K. Irving makes free throw 2 of 2,,1,0
6,1,11:16.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,1,0
7,1,11:13.0,Defensive rebound by A. Horford,,1,0
8,1,11:09.0,J. Brown makes 2-pt layup from 2 ft,,3,0
9,1,10:58.0,,Offensive foul by B. Bogdanović (drawn by K. Irving),3,0
10,1,10:58.0,,Turnover by B. Bogdanović (offensive foul),3,0
11,1,10:52.0,K. Irving makes 2-pt jump shot from 10 ft,,5,0
12,1,10:34.0,,D. Collison misses 3-pt jump shot from 23 ft,5,0
13,1,10:31.0,Defensive rebound by K. Irving,,5,0
14,1,10:28.0,J. Tatum makes 3-pt jump shot from 28 ft (assist by K. Irving),,8,0
15,1,10:25.0,,Indiana full timeout,8,0
16,1,10:03.0,,M. Turner misses 2-pt jump shot from 20 ft,8,0
17,1,10:00.0,Defensive rebound by A. Horford,,8,0
18,1,9:51.0,A. Horford misses 3-pt jump shot from 27 ft,,8,0
19,1,9:48.0,,Defensive rebound by D. Collison,8,0
20,1,9:31.0,,T. Young makes 3-pt jump shot from 23 ft (assist by D. Collison),8,3
21,1,9:03.0,A. Horford misses 2-pt jump shot from 19 ft,,8,3
22,1,9:02.0,Offensive rebound by Team,,8,3
23,1,9:02.0,Turnover by Team (shot clock),,8,3
24,1,8:50.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by T. Young),8,5
25,1,8:50.0,,Shooting foul by J. Brown (drawn by B. Bogdanović),8,5
26,1,8:50.0,,B. Bogdanović makes free throw 1 of 1,8,6
27,1,8:29.0,Turnover by J. Tatum (out of bounds lost ball),,8,6
28,1,8:13.0,,T. Young misses 2-pt jump shot from 20 ft,8,6
29,1,8:10.0,Defensive rebound by J. Tatum,,8,6
30,1,7:56.0,J. Brown misses 3-pt jump shot from 26 ft,,8,6
31,1,7:54.0,,Defensive rebound by W. Matthews,8,6
