,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MILWAUKEE_ACTION,ATLANTA_SCORE,MILWAUKEE_SCORE
0,1,11:45.0,,Personal foul by T. Prince (drawn by K. Middleton),0,0
1,1,11:34.0,,K. Middleton makes 2-pt layup from 2 ft,0,2
2,1,11:19.0,I. Humphries misses 2-pt jump shot from 12 ft,,0,2
3,1,11:14.0,Offensive rebound by A. Len,,0,2
4,1,11:14.0,A. Len misses 2-pt layup from 1 ft,,0,2
5,1,11:13.0,,Defensive rebound by B. Lopez,0,2
6,1,11:07.0,,K. Middleton makes 2-pt jump shot from 13 ft (assist by G. Antetokounmpo),0,4
7,1,10:59.0,Personal foul by S. Brown (drawn by T. Prince),,0,4
8,1,10:55.0,A. Len misses 3-pt jump shot from 25 ft,,0,4
9,1,10:54.0,,Defensive rebound by Team,0,4
10,1,10:46.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,0,6
11,1,10:33.0,K. Huerter misses 2-pt jump shot from 13 ft,,0,6
12,1,10:31.0,Offensive rebound by K. Huerter,,0,6
13,1,10:29.0,K. Huerter makes 2-pt jump shot from 13 ft,,2,6
14,1,10:20.0,,E. Bledsoe makes 2-pt layup from 2 ft,2,8
15,1,10:06.0,T. Prince misses 2-pt layup from 8 ft (block by B. Lopez),,2,8
16,1,10:06.0,Offensive rebound by Team,,2,8
17,1,9:56.0,I. Humphries misses 2-pt layup from 4 ft (block by B. Lopez),,2,8
18,1,9:52.0,,Defensive rebound by G. Antetokounmpo,2,8
19,1,9:46.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,2,10
20,1,9:29.0,K. Huerter makes 2-pt layup from 5 ft,,4,10
21,1,9:21.0,,B. Lopez misses 3-pt jump shot from 28 ft,4,10
22,1,9:18.0,,Offensive rebound by E. Bledsoe,4,10
23,1,9:09.0,,Turnover by S. Brown (out of bounds lost ball),4,10
24,1,8:54.0,K. Huerter misses 2-pt layup from 10 ft (block by K. Middleton),,4,10
25,1,8:54.0,Offensive rebound by Team,,4,10
26,1,8:49.0,I. Humphries misses 3-pt jump shot from 27 ft,,4,10
27,1,8:46.0,,Defensive rebound by E. Bledsoe,4,10
28,1,8:39.0,,Personal foul by T. Prince (drawn by G. Antetokounmpo),4,10
29,1,8:26.0,,K. Middleton misses 2-pt layup from 2 ft,4,10
30,1,8:23.0,Defensive rebound by A. Len,,4,10
31,1,8:09.0,T. Prince makes 3-pt jump shot from 26 ft,,7,10
32,1,7:55.0,,K. Middleton misses 3-pt jump shot from 23 ft,7,10
33,1,7:52.0,Defensive rebound by J. Adams,,7,10
34,1,7:50.0,T. Prince misses 2-pt layup from 6 ft (block by B. Lopez),,7,10
35,1,7:45.0,,Defensive rebound by K. Middleton,7,10
36,1,7:44.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),7,12
37,1,7:28.0,K. Huerter misses 2-pt jump shot from 12 ft (block by B. Lopez),,7,12
38,1,7:25.0,,Defensive rebound by S. Brown,7,12
39,1,7:23.0,,S. Brown makes 2-pt dunk from 1 ft,7,14
40,1,7:23.0,Atlanta full timeout,,7,14
41,1,7:23.0,J. Anderson enters the game for I. Humphries,,7,14
42,1,7:23.0,V. Carter enters the game for T. Prince,,7,14
43,1,7:23.0,,P. Connaughton enters the game for E. Bledsoe,7,14
44,1,7:23.0,,T. Frazier enters the game for K. Middleton,7,14
45,1,7:11.0,V. Carter misses 3-pt jump shot from 26 ft,,7,14
46,1,7:07.0,,Defensive rebound by S. Brown,7,14
47,1,6:58.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,7,14
48,1,6:55.0,Defensive rebound by J. Anderson,,7,14
49,1,6:51.0,J. Anderson misses 2-pt jump shot from 10 ft,,7,14
50,1,6:47.0,,Defensive rebound by T. Frazier,7,14
51,1,6:36.0,,Personal foul by K. Huerter (drawn by G. Antetokounmpo),7,14
52,1,6:36.0,,D. Wilson enters the game for G. Antetokounmpo,7,14
53,1,6:30.0,,D. Wilson makes 2-pt layup from 1 ft (assist by P. Connaughton),7,16
54,1,6:30.0,,Shooting foul by A. Len (drawn by D. Wilson),7,16
55,1,6:30.0,,D. Wilson misses free throw 1 of 1,7,16
56,1,6:29.0,Defensive rebound by Team,,7,16
57,1,6:14.0,A. Len makes 3-pt jump shot from 26 ft (assist by K. Huerter),,10,16
58,1,5:50.0,,P. Connaughton makes 2-pt jump shot from 15 ft,10,18
59,1,5:42.0,A. Len misses 2-pt layup from 1 ft,,10,18
60,1,5:39.0,,Defensive rebound by P. Connaughton,10,18
61,1,5:32.0,,B. Lopez misses 3-pt jump shot from 28 ft,10,18
62,1,5:29.0,Defensive rebound by K. Huerter,,10,18
63,1,5:19.0,A. Len misses 3-pt jump shot from 24 ft,,10,18
64,1,5:16.0,,Defensive rebound by S. Brown,10,18
65,1,5:10.0,,P. Connaughton misses 3-pt jump shot from 27 ft,10,18
66,1,5:10.0,Defensive rebound by Team,,10,18
67,1,5:10.0,K. Bazemore enters the game for J. Adams,,10,18
68,1,5:10.0,D. Bembry enters the game for K. Huerter,,10,18
69,1,5:10.0,D. Davis enters the game for A. Len,,10,18
70,1,5:10.0,,G. Hill enters the game for S. Brown,10,18
71,1,5:10.0,,E. İlyasova enters the game for B. Lopez,10,18
72,1,5:03.0,Shooting foul by E. İlyasova (drawn by D. Bembry),,10,18
73,1,5:03.0,D. Bembry makes free throw 1 of 2,,11,18
74,1,5:03.0,D. Bembry makes free throw 2 of 2,,12,18
75,1,4:49.0,,Turnover by T. Frazier (lost ball; steal by D. Bembry),12,18
76,1,4:41.0,Turnover by D. Bembry (lost ball; steal by T. Frazier),,12,18
77,1,4:35.0,,E. İlyasova misses 2-pt layup from 6 ft,12,18
78,1,4:32.0,Defensive rebound by D. Davis,,12,18
79,1,4:29.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Bembry),,15,18
80,1,4:12.0,,P. Connaughton makes 3-pt jump shot from 28 ft (assist by G. Hill),15,21
81,1,3:51.0,J. Anderson misses 3-pt jump shot from 27 ft,,15,21
82,1,3:47.0,,Defensive rebound by T. Frazier,15,21
83,1,3:44.0,,G. Hill misses 3-pt jump shot from 28 ft,15,21
84,1,3:42.0,Defensive rebound by Team,,15,21
85,1,3:32.0,D. Bembry makes 2-pt jump shot from 16 ft,,17,21
86,1,3:27.0,,Milwaukee full timeout,17,21
87,1,3:18.0,,Turnover by P. Connaughton (bad pass),17,21
88,1,3:02.0,K. Bazemore misses 2-pt jump shot from 21 ft,,17,21
89,1,2:59.0,,Defensive rebound by T. Frazier,17,21
90,1,2:53.0,,T. Frazier makes 2-pt layup from 2 ft,17,23
91,1,2:40.0,Shooting foul by E. İlyasova (drawn by D. Davis),,17,23
92,1,2:40.0,D. Davis misses free throw 1 of 2,,17,23
93,1,2:40.0,Offensive rebound by Team,,17,23
94,1,2:40.0,D. Davis misses free throw 2 of 2,,17,23
95,1,2:37.0,,Defensive rebound by G. Hill,17,23
96,1,2:20.0,,Turnover by G. Hill (out of bounds lost ball),17,23
97,1,2:11.0,D. Bembry misses 2-pt layup from 2 ft,,17,23
98,1,2:06.0,D. Davis makes 2-pt layup from 1 ft,,19,23
99,1,2:06.0,Offensive rebound by D. Davis,,19,23
100,1,2:00.0,,D. Wilson makes 3-pt jump shot from 24 ft (assist by E. İlyasova),19,26
101,1,1:52.0,K. Bazemore makes 2-pt jump shot from 12 ft,,21,26
102,1,1:39.0,,G. Hill misses 2-pt jump shot from 17 ft,21,26
103,1,1:37.0,,Offensive rebound by D. Wilson,21,26
104,1,1:35.0,,T. Frazier misses 3-pt jump shot from 27 ft,21,26
105,1,1:35.0,,Offensive rebound by G. Hill,21,26
106,1,1:35.0,,G. Antetokounmpo enters the game for P. Connaughton,21,26
107,1,1:35.0,,E. Bledsoe enters the game for T. Frazier,21,26
108,1,1:35.0,,K. Middleton enters the game for D. Wilson,21,26
109,1,1:23.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,21,26
110,1,1:19.0,Defensive rebound by D. Bembry,,21,26
111,1,1:09.0,V. Carter misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,21,26
112,1,1:07.0,,Defensive rebound by G. Hill,21,26
113,1,1:05.0,,Shooting foul by J. Anderson (drawn by G. Antetokounmpo),21,26
114,1,1:05.0,,G. Antetokounmpo makes free throw 1 of 2,21,27
115,1,1:05.0,,G. Antetokounmpo makes free throw 2 of 2,21,28
116,1,0:50.0,D. Bembry misses 2-pt layup from 4 ft,,21,28
117,1,0:48.0,,Defensive rebound by G. Hill,21,28
118,1,0:44.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,21,28
119,1,0:41.0,Defensive rebound by D. Bembry,,21,28
120,1,0:36.0,K. Bazemore misses 3-pt jump shot from 23 ft,,21,28
121,1,0:32.0,Offensive rebound by D. Bembry,,21,28
122,1,0:29.0,V. Carter misses 3-pt jump shot from 27 ft,,21,28
123,1,0:26.0,,Defensive rebound by G. Hill,21,28
124,1,0:10.0,,Offensive foul by G. Hill (drawn by J. Anderson),21,28
125,1,0:10.0,,Turnover by G. Hill (offensive foul),21,28
126,1,0:10.0,,D. Wilson enters the game for E. İlyasova,21,28
127,1,0:04.0,Personal foul by G. Hill (drawn by D. Bembry),,21,28
128,1,0:00.0,K. Bazemore misses 3-pt jump shot from 27 ft,,21,28
129,1,0:00.0,Offensive rebound by Team,,21,28
130,2,11:50.0,Personal foul by K. Middleton (drawn by T. Prince),,21,28
131,2,11:42.0,D. Davis makes 2-pt dunk from 1 ft (assist by D. Bembry),,23,28
