,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHICAGO_ACTION,INDIANA_SCORE,CHICAGO_SCORE
145,2,5:32.0,,Defensive rebound by A. Blakeney,36,40
146,2,5:23.0,,Personal foul by D. Sabonis (drawn by W. Carter),36,40
147,2,5:23.0,D. Collison enters the game for T. Evans,,36,40
148,2,5:17.0,,L. Markkanen makes 2-pt layup from 2 ft (assist by W. Carter),36,42
149,2,5:05.0,D. Sabonis makes 2-pt dunk from 1 ft (assist by V. Oladipo),,38,42
150,2,5:05.0,Shooting foul by Z. LaVine (drawn by D. Sabonis),,38,42
151,2,5:05.0,,C. Hutchison enters the game for Z. LaVine,38,42
152,2,5:05.0,D. Sabonis makes free throw 1 of 1,,39,42
153,2,4:54.0,,Personal foul by D. Collison (drawn by W. Carter),39,42
154,2,4:47.0,,A. Blakeney makes 3-pt jump shot from 22 ft (assist by K. Dunn),39,45
155,2,4:28.0,V. Oladipo makes 2-pt dunk at rim (assist by C. Joseph),,41,45
156,2,4:16.0,,Shooting foul by D. Collison (drawn by K. Dunn),41,45
157,2,4:16.0,,K. Dunn misses free throw 1 of 2,41,45
158,2,4:16.0,,Offensive rebound by Team,41,45
159,2,4:16.0,M. Turner enters the game for C. Joseph,,41,45
160,2,4:16.0,T. Young enters the game for D. Sabonis,,41,45
161,2,4:16.0,,K. Dunn makes free throw 2 of 2,41,46
162,2,4:01.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,41,46
163,2,3:59.0,,Defensive rebound by K. Dunn,41,46
164,2,3:50.0,,L. Markkanen misses 2-pt layup from 1 ft,41,46
165,2,3:46.0,,Offensive rebound by L. Markkanen,41,46
166,2,3:46.0,,L. Markkanen makes 2-pt layup at rim,41,48
167,2,3:33.0,V. Oladipo makes 2-pt layup from 1 ft,,43,48
168,2,3:22.0,,Personal foul by T. Young (drawn by L. Markkanen),43,48
169,2,3:16.0,,A. Blakeney misses 3-pt jump shot from 22 ft,43,48
170,2,3:12.0,Defensive rebound by T. Young,,43,48
171,2,3:03.0,Personal foul by C. Hutchison (drawn by B. Bogdanović),,43,48
172,2,3:03.0,B. Bogdanović makes free throw 1 of 2,,44,48
173,2,3:03.0,B. Bogdanović makes free throw 2 of 2,,45,48
174,2,2:45.0,,K. Dunn misses 2-pt jump shot from 7 ft,45,48
175,2,2:45.0,,Offensive rebound by W. Carter,45,48
176,2,2:45.0,,W. Carter makes 2-pt layup at rim,45,50
177,2,2:45.0,,Shooting foul by M. Turner (drawn by W. Carter),45,50
178,2,2:45.0,,W. Carter makes free throw 1 of 1,45,51
179,2,2:30.0,D. Collison makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),,48,51
180,2,2:14.0,,Turnover by K. Dunn (bad pass; steal by V. Oladipo),48,51
181,2,2:07.0,Turnover by D. Collison (bad pass; steal by A. Blakeney),,48,51
182,2,2:01.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by K. Dunn),48,54
183,2,1:41.0,V. Oladipo misses 3-pt jump shot from 25 ft,,48,54
184,2,1:39.0,,Defensive rebound by L. Markkanen,48,54
185,2,1:32.0,,Turnover by L. Markkanen (off goaltending),48,54
186,2,1:32.0,C. Joseph enters the game for D. Collison,,48,54
187,2,1:32.0,D. Sabonis enters the game for M. Turner,,48,54
188,2,1:18.0,B. Bogdanović misses 2-pt layup from 2 ft,,48,54
189,2,1:18.0,,Defensive rebound by A. Blakeney,48,54
190,2,1:18.0,Technical foul by B. Bogdanović,,48,54
191,2,1:18.0,,L. Markkanen misses technical free throw,48,54
192,2,1:18.0,,Offensive rebound by Team,48,54
193,2,1:07.0,,W. Carter makes 2-pt layup from 2 ft (assist by K. Dunn),48,56
194,2,0:57.0,V. Oladipo makes 2-pt jump shot from 22 ft,,50,56
195,2,0:39.0,,L. Markkanen misses 3-pt jump shot from 27 ft,50,56
196,2,0:37.0,Defensive rebound by B. Bogdanović,,50,56
197,2,0:34.0,B. Bogdanović makes 2-pt layup from 3 ft,,52,56
198,2,0:25.0,,K. Dunn makes 2-pt jump shot from 7 ft,52,58
199,2,0:05.0,V. Oladipo misses 3-pt jump shot from 26 ft,,52,58
200,2,0:05.0,Offensive rebound by B. Bogdanović,,52,58
201,2,0:04.0,B. Bogdanović misses 2-pt layup from 1 ft,,52,58
202,2,0:03.0,Offensive rebound by D. Sabonis,,52,58
203,2,0:02.0,D. Sabonis makes 2-pt layup from 1 ft,,54,58
204,2,0:00.0,,C. Hutchison misses 3-pt jump shot from 69 ft,54,58
205,2,0:00.0,,Offensive rebound by Team,54,58
206,3,11:38.0,Turnover by T. Young (bad pass; steal by L. Markkanen),,54,58
207,3,11:14.0,,L. Markkanen misses 2-pt jump shot from 16 ft,54,58
208,3,11:12.0,Defensive rebound by B. Bogdanović,,54,58
209,3,11:04.0,Personal foul by C. Hutchison (drawn by M. Turner),,54,58
210,3,10:57.0,V. Oladipo misses 3-pt jump shot from 26 ft,,54,58
211,3,10:55.0,,Defensive rebound by C. Hutchison,54,58
212,3,10:45.0,,Z. LaVine misses 3-pt jump shot from 26 ft,54,58
213,3,10:43.0,Defensive rebound by T. Young,,54,58
214,3,10:37.0,D. Collison makes 3-pt jump shot from 26 ft,,57,58
215,3,10:22.0,,L. Markkanen makes 2-pt layup from 2 ft (assist by K. Dunn),57,60
216,3,10:22.0,,Shooting foul by T. Young (drawn by L. Markkanen),57,60
217,3,10:22.0,,L. Markkanen makes free throw 1 of 1,57,61
218,3,10:11.0,B. Bogdanović misses 2-pt layup from 2 ft,,57,61
219,3,10:10.0,,Defensive rebound by K. Dunn,57,61
220,3,10:08.0,,Turnover by K. Dunn (bad pass),57,61
221,3,9:49.0,V. Oladipo misses 3-pt jump shot from 25 ft,,57,61
222,3,9:41.0,Offensive rebound by B. Bogdanović,,57,61
223,3,9:41.0,B. Bogdanović misses 2-pt layup at rim,,57,61
224,3,9:41.0,,Defensive rebound by L. Markkanen,57,61
225,3,9:34.0,,C. Hutchison misses 2-pt jump shot from 7 ft,57,61
226,3,9:30.0,Defensive rebound by D. Collison,,57,61
227,3,9:18.0,V. Oladipo makes 3-pt jump shot from 26 ft (assist by T. Young),,60,61
228,3,8:59.0,,W. Carter misses 3-pt jump shot from 23 ft,60,61
229,3,8:56.0,Defensive rebound by V. Oladipo,,60,61
230,3,8:50.0,V. Oladipo makes 2-pt layup from 2 ft,,62,61
231,3,8:45.0,,Chicago full timeout,62,61
232,3,8:34.0,,Turnover by L. Markkanen (lost ball; steal by V. Oladipo),62,61
233,3,8:31.0,V. Oladipo makes 2-pt layup from 2 ft,,64,61
234,3,8:08.0,,L. Markkanen misses 2-pt jump shot from 13 ft,64,61
235,3,8:05.0,Defensive rebound by V. Oladipo,,64,61
236,3,7:52.0,V. Oladipo makes 3-pt jump shot from 24 ft,,67,61
237,3,7:22.0,,C. Hutchison misses 3-pt jump shot from 23 ft,67,61
238,3,7:19.0,Defensive rebound by M. Turner,,67,61
239,3,7:14.0,V. Oladipo misses 3-pt jump shot from 26 ft,,67,61
240,3,7:11.0,,Defensive rebound by W. Carter,67,61
241,3,6:57.0,,L. Markkanen makes 2-pt layup from 1 ft (assist by K. Dunn),67,63
242,3,6:41.0,D. Collison misses 3-pt jump shot from 24 ft,,67,63
243,3,6:39.0,,Defensive rebound by W. Carter,67,63
244,3,6:24.0,,Z. LaVine misses 2-pt hook shot from 5 ft,67,63
245,3,6:24.0,Defensive rebound by T. Young,,67,63
246,3,6:11.0,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),,69,63
247,3,5:58.0,,K. Dunn makes 2-pt layup from 2 ft,69,65
248,3,5:58.0,,Shooting foul by M. Turner (drawn by K. Dunn),69,65
249,3,5:58.0,,K. Dunn makes free throw 1 of 1,69,66
250,3,5:47.0,B. Bogdanović misses 2-pt layup from 3 ft,,69,66
251,3,5:45.0,,Defensive rebound by W. Carter,69,66
252,3,5:40.0,,C. Hutchison misses 2-pt layup from 1 ft,69,66
253,3,5:40.0,,Offensive rebound by W. Carter,69,66
254,3,5:40.0,,W. Carter makes 2-pt layup from 1 ft,69,68
255,3,5:40.0,Indiana full timeout,,69,68
256,3,5:19.0,D. Collison misses 2-pt jump shot from 17 ft,,69,68
257,3,5:16.0,,Defensive rebound by Z. LaVine,69,68
258,3,5:03.0,,W. Carter makes 2-pt dunk from 1 ft (assist by Z. LaVine),69,70
259,3,4:46.0,V. Oladipo makes 2-pt layup from 1 ft,,71,70
260,3,4:34.0,Violation by Team (kicked ball),,71,70
261,3,4:24.0,,Z. LaVine misses 2-pt layup from 3 ft,71,70
262,3,4:24.0,,Offensive rebound by Team,71,70
263,3,4:24.0,,Turnover by Z. LaVine (traveling),71,70
264,3,4:11.0,T. Young makes 2-pt dunk at rim (assist by B. Bogdanović),,73,70
265,3,3:54.0,,K. Dunn makes 2-pt jump shot from 15 ft,73,72
266,3,3:37.0,Turnover by V. Oladipo (lost ball),,73,72
267,3,3:37.0,C. Joseph enters the game for B. Bogdanović,,73,72
268,3,3:37.0,D. Sabonis enters the game for T. Young,,73,72
269,3,3:24.0,,L. Markkanen misses 3-pt jump shot from 25 ft,73,72
270,3,3:24.0,,Offensive rebound by W. Carter,73,72
271,3,3:24.0,,Personal foul by D. Collison (drawn by W. Carter),73,72
272,3,3:13.0,,Personal foul by V. Oladipo (drawn by Z. LaVine),73,72
273,3,3:13.0,,A. Blakeney enters the game for Z. LaVine,73,72
274,3,2:59.0,,C. Hutchison makes 2-pt dunk from 1 ft (assist by K. Dunn),73,74
275,3,2:45.0,V. Oladipo misses 2-pt layup from 2 ft,,73,74
276,3,2:43.0,,Defensive rebound by C. Hutchison,73,74
277,3,2:36.0,,Shooting foul by M. Turner (drawn by A. Blakeney),73,74
278,3,2:36.0,,A. Blakeney makes free throw 1 of 2,73,75
279,3,2:36.0,B. Bogdanović enters the game for D. Collison,,73,75
280,3,2:36.0,T. Evans enters the game for V. Oladipo,,73,75
281,3,2:36.0,D. McDermott enters the game for M. Turner,,73,75
282,3,2:36.0,,R. Arcidiacono enters the game for C. Hutchison,73,75
283,3,2:36.0,,A. Blakeney makes free throw 2 of 2,73,76
284,3,2:17.0,T. Evans makes 2-pt layup from 1 ft (assist by B. Bogdanović),,75,76
285,3,1:55.0,,A. Blakeney makes 2-pt layup from 3 ft (assist by R. Arcidiacono),75,78
286,3,1:34.0,C. Joseph misses 3-pt jump shot from 25 ft,,75,78
287,3,1:32.0,,Defensive rebound by K. Dunn,75,78
288,3,1:19.0,,K. Dunn misses 2-pt jump shot from 18 ft,75,78
289,3,1:17.0,Defensive rebound by D. Sabonis,,75,78
290,3,0:56.0,T. Evans misses 2-pt jump shot from 5 ft,,75,78
291,3,0:54.0,,Defensive rebound by L. Markkanen,75,78
292,3,0:51.0,,Offensive foul by L. Markkanen (drawn by B. Bogdanović),75,78
293,3,0:51.0,,Turnover by L. Markkanen (offensive foul),75,78
294,3,0:51.0,,S. Harrison enters the game for K. Dunn,75,78
295,3,0:35.0,Personal foul by R. Arcidiacono (drawn by D. McDermott),,75,78
296,3,0:25.0,Turnover by D. Sabonis (lost ball; steal by R. Arcidiacono),,75,78
297,3,0:03.0,,A. Blakeney misses 2-pt jump shot from 15 ft,75,78
298,3,0:03.0,Defensive rebound by B. Bogdanović,,75,78
299,4,11:48.0,,J. Parker misses 2-pt layup from 1 ft,75,78
300,4,11:46.0,Defensive rebound by D. Sabonis,,75,78
301,4,11:32.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by T. Evans),,77,78
302,4,11:14.0,,R. Lopez makes 2-pt hook shot from 8 ft (assist by R. Arcidiacono),77,80
303,4,10:51.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,77,80
304,4,10:51.0,Offensive rebound by Team,,77,80
305,4,10:51.0,,Loose ball foul by R. Lopez (drawn by D. Sabonis),77,80
306,4,10:42.0,T. Evans misses 2-pt jump shot from 22 ft,,77,80
307,4,10:39.0,,Defensive rebound by A. Blakeney,77,80
308,4,10:18.0,,A. Blakeney makes 2-pt layup from 1 ft,77,82
309,4,10:05.0,Offensive foul by C. Joseph (drawn by S. Harrison),,77,82
310,4,10:05.0,Turnover by C. Joseph (offensive foul),,77,82
311,4,10:05.0,T. Young enters the game for B. Bogdanović,,77,82
312,4,9:41.0,,J. Parker misses 3-pt jump shot from 25 ft,77,82
313,4,9:38.0,Defensive rebound by D. Sabonis,,77,82
314,4,9:30.0,T. Evans makes 2-pt layup from 2 ft,,79,82
315,4,9:09.0,,Turnover by R. Lopez (lost ball; steal by T. Young),79,82
316,4,9:07.0,T. Evans makes 2-pt layup from 1 ft,,81,82
317,4,9:07.0,,Chicago full timeout,81,82
318,4,9:07.0,,Z. LaVine enters the game for A. Blakeney,81,82
319,4,8:42.0,,J. Parker makes 2-pt jump shot from 6 ft,81,84
320,4,8:30.0,Personal foul by R. Lopez (drawn by D. Sabonis),,81,84
321,4,8:19.0,T. Evans misses 3-pt jump shot from 25 ft,,81,84
322,4,8:17.0,,Defensive rebound by Z. LaVine,81,84
323,4,8:11.0,,Z. LaVine misses 2-pt jump shot from 18 ft,81,84
324,4,8:07.0,Defensive rebound by D. Sabonis,,81,84
325,4,7:56.0,D. Sabonis misses 2-pt jump shot from 23 ft,,81,84
326,4,7:54.0,,Defensive rebound by J. Parker,81,84
327,4,7:44.0,,Z. LaVine makes 2-pt dunk from 1 ft (assist by J. Parker),81,86
328,4,7:44.0,Indiana full timeout,,81,86
329,4,7:44.0,,L. Markkanen enters the game for R. Lopez,81,86
330,4,7:31.0,D. McDermott makes 3-pt jump shot from 27 ft (assist by T. Evans),,84,86
331,4,7:31.0,,K. Dunn enters the game for R. Arcidiacono,84,86
332,4,7:11.0,,Personal foul by D. McDermott (drawn by S. Harrison),84,86
333,4,7:02.0,,Z. LaVine misses 3-pt jump shot from 26 ft,84,86
334,4,6:59.0,Defensive rebound by D. Sabonis,,84,86
335,4,6:54.0,D. McDermott makes 2-pt jump shot from 21 ft (assist by D. Sabonis),,86,86
336,4,6:35.0,,J. Parker misses 2-pt layup from 2 ft,86,86
337,4,6:32.0,,Offensive rebound by J. Parker,86,86
338,4,6:32.0,,J. Parker misses 2-pt layup from 1 ft,86,86
339,4,6:31.0,Defensive rebound by T. Evans,,86,86
340,4,6:30.0,T. Evans misses 2-pt layup from 3 ft (block by S. Harrison),,86,86
341,4,6:30.0,Offensive rebound by T. Young,,86,86
342,4,6:30.0,T. Young makes 2-pt layup at rim,,88,86
343,4,6:30.0,,Violation by Team (def goaltending),88,86
344,4,6:10.0,,K. Dunn makes 3-pt jump shot from 25 ft (assist by L. Markkanen),88,89
345,4,5:48.0,Personal foul by J. Parker (drawn by D. Sabonis),,88,89
346,4,5:48.0,B. Bogdanović enters the game for T. Evans,,88,89
347,4,5:48.0,V. Oladipo enters the game for D. McDermott,,88,89
348,4,5:48.0,,W. Carter enters the game for J. Parker,88,89
349,4,5:36.0,T. Young makes 2-pt hook shot from 1 ft (assist by C. Joseph),,90,89
350,4,5:17.0,,Turnover by L. Markkanen (lost ball; steal by T. Young),90,89
351,4,5:07.0,T. Young makes 2-pt hook shot from 4 ft (assist by C. Joseph),,92,89
352,4,5:07.0,,Chicago full timeout,92,89
353,4,4:55.0,,Z. LaVine misses 2-pt layup from 1 ft,92,89
354,4,4:55.0,,Offensive rebound by W. Carter,92,89
355,4,4:55.0,,Shooting foul by C. Joseph (drawn by W. Carter),92,89
356,4,4:55.0,,W. Carter misses free throw 1 of 2,92,89
357,4,4:55.0,,Offensive rebound by Team,92,89
358,4,4:55.0,,W. Carter makes free throw 2 of 2,92,90
359,4,4:37.0,V. Oladipo makes 2-pt jump shot from 16 ft,,94,90
360,4,4:18.0,,W. Carter misses 2-pt hook shot from 6 ft,94,90
361,4,4:17.0,,Offensive rebound by S. Harrison,94,90
362,4,4:16.0,,S. Harrison misses 2-pt layup from 3 ft,94,90
363,4,4:16.0,Defensive rebound by D. Sabonis,,94,90
364,4,4:07.0,C. Joseph misses 3-pt jump shot from 25 ft,,94,90
365,4,4:04.0,,Defensive rebound by W. Carter,94,90
366,4,3:49.0,,L. Markkanen misses 3-pt jump shot from 26 ft,94,90
367,4,3:45.0,Defensive rebound by V. Oladipo,,94,90
368,4,3:45.0,Indiana full timeout,,94,90
369,4,3:32.0,Personal foul by K. Dunn (drawn by C. Joseph),,94,90
370,4,3:22.0,T. Young makes 2-pt layup from 1 ft (assist by D. Sabonis),,96,90
371,4,3:05.0,,Z. LaVine makes 2-pt layup from 1 ft,96,92
372,4,2:48.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,96,92
373,4,2:46.0,Offensive rebound by T. Young,,96,92
374,4,2:45.0,B. Bogdanović misses 2-pt jump shot from 7 ft (block by W. Carter),,96,92
375,4,2:45.0,Offensive rebound by Team,,96,92
376,4,2:35.0,D. Sabonis makes 2-pt jump shot from 19 ft (assist by B. Bogdanović),,98,92
377,4,2:14.0,,Z. LaVine misses 3-pt jump shot from 26 ft,98,92
378,4,2:11.0,Defensive rebound by C. Joseph,,98,92
379,4,1:58.0,,Violation by Team (kicked ball),98,92
