,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MIAMI_ACTION,BROOKLYN_SCORE,MIAMI_SCORE
0,1,11:46.0,,Turnover by R. McGruder (bad pass; steal by D. Russell),0,0
1,1,11:41.0,D. Russell misses 3-pt jump shot from 25 ft,,0,0
2,1,11:37.0,,Defensive rebound by H. Whiteside,0,0
3,1,11:32.0,,J. Richardson misses 3-pt jump shot from 24 ft,0,0
4,1,11:29.0,Defensive rebound by D. Russell,,0,0
5,1,11:16.0,D. Russell makes 3-pt jump shot from 26 ft,,3,0
6,1,11:01.0,,D. Jones misses 2-pt layup from 1 ft,3,0
7,1,10:57.0,,Offensive rebound by D. Jones,3,0
8,1,10:55.0,,W. Ellington misses 3-pt jump shot from 25 ft,3,0
9,1,10:51.0,Defensive rebound by D. Russell,,3,0
10,1,10:34.0,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Allen),,6,0
11,1,10:11.0,,H. Whiteside misses 2-pt layup from 1 ft (block by J. Allen),6,0
12,1,10:08.0,Defensive rebound by J. Dudley,,6,0
13,1,10:06.0,Turnover by D. Russell (bad pass),,6,0
14,1,9:52.0,,R. McGruder misses 3-pt jump shot from 23 ft,6,0
15,1,9:52.0,,Offensive rebound by H. Whiteside,6,0
16,1,9:52.0,,Personal foul by J. Dudley (drawn by H. Whiteside),6,0
17,1,9:44.0,,J. Richardson misses 2-pt jump shot from 15 ft,6,0
18,1,9:38.0,Defensive rebound by J. Allen,,6,0
19,1,9:26.0,A. Crabbe misses 3-pt jump shot from 27 ft,,6,0
20,1,9:22.0,,Defensive rebound by H. Whiteside,6,0
21,1,9:16.0,,H. Whiteside misses 2-pt jump shot from 4 ft,6,0
22,1,9:12.0,Defensive rebound by A. Crabbe,,6,0
23,1,9:06.0,J. Dudley misses 3-pt jump shot from 27 ft,,6,0
24,1,9:04.0,Offensive rebound by J. Allen,,6,0
25,1,9:04.0,Shooting foul by H. Whiteside (drawn by J. Allen),,6,0
26,1,9:04.0,J. Allen makes free throw 1 of 2,,7,0
27,1,9:04.0,J. Allen makes free throw 2 of 2,,8,0
28,1,8:54.0,,D. Jones misses 2-pt layup from 1 ft (block by J. Allen),8,0
29,1,8:49.0,Defensive rebound by D. Russell,,8,0
30,1,8:42.0,D. Russell misses 2-pt jump shot from 17 ft,,8,0
31,1,8:39.0,,Defensive rebound by D. Jones,8,0
32,1,8:30.0,,R. McGruder makes 2-pt jump shot from 7 ft,8,2
33,1,8:24.0,Personal foul by J. Richardson (drawn by J. Allen),,8,2
34,1,8:18.0,J. Harris misses 3-pt jump shot from 26 ft,,8,2
35,1,8:16.0,,Defensive rebound by D. Jones,8,2
36,1,8:13.0,,Turnover by D. Jones (bad pass; steal by D. Russell),8,2
37,1,7:59.0,J. Allen misses 2-pt jump shot from 7 ft,,8,2
38,1,7:56.0,,Defensive rebound by W. Ellington,8,2
39,1,7:51.0,,Turnover by H. Whiteside (traveling),8,2
40,1,7:43.0,Turnover by D. Russell (bad pass),,8,2
41,1,7:27.0,,Turnover by H. Whiteside (bad pass; steal by D. Russell),8,2
42,1,7:19.0,J. Harris makes 2-pt layup from 2 ft (assist by D. Russell),,10,2
43,1,7:09.0,,R. McGruder misses 2-pt layup from 1 ft,10,2
44,1,7:04.0,,Offensive rebound by H. Whiteside,10,2
45,1,7:04.0,,H. Whiteside makes 2-pt dunk from 1 ft,10,4
46,1,6:59.0,D. Russell misses 2-pt jump shot from 10 ft,,10,4
47,1,6:56.0,,Defensive rebound by H. Whiteside,10,4
48,1,6:52.0,,J. Richardson misses 2-pt layup from 2 ft,10,4
49,1,6:50.0,Defensive rebound by D. Russell,,10,4
50,1,6:40.0,A. Crabbe misses 2-pt jump shot from 6 ft,,10,4
51,1,6:37.0,Offensive rebound by A. Crabbe,,10,4
52,1,6:35.0,A. Crabbe misses 2-pt jump shot from 3 ft (block by D. Jones),,10,4
53,1,6:31.0,,Defensive rebound by J. Richardson,10,4
54,1,6:13.0,,W. Ellington misses 3-pt jump shot from 29 ft,10,4
55,1,6:10.0,Defensive rebound by D. Russell,,10,4
56,1,5:51.0,J. Harris misses 2-pt jump shot from 10 ft (block by W. Ellington),,10,4
57,1,5:51.0,,Defensive rebound by H. Whiteside,10,4
58,1,5:51.0,,Personal foul by J. Harris (drawn by H. Whiteside),10,4
59,1,5:51.0,,Miami full timeout,10,4
60,1,5:51.0,S. Dinwiddie enters the game for J. Harris,,10,4
61,1,5:51.0,,D. Wade enters the game for J. Richardson,10,4
62,1,5:32.0,,D. Jones misses 3-pt jump shot from 24 ft,10,4
63,1,5:30.0,Defensive rebound by A. Crabbe,,10,4
64,1,5:22.0,J. Allen misses 2-pt layup from 1 ft (block by H. Whiteside),,10,4
65,1,5:18.0,,Defensive rebound by H. Whiteside,10,4
66,1,5:13.0,,D. Wade misses 2-pt layup from 1 ft,10,4
67,1,5:09.0,Defensive rebound by J. Allen,,10,4
68,1,5:05.0,D. Russell misses 3-pt jump shot from 25 ft,,10,4
69,1,5:05.0,,Defensive rebound by H. Whiteside,10,4
70,1,4:49.0,,H. Whiteside misses 2-pt dunk from 2 ft,10,4
71,1,4:44.0,,Offensive rebound by H. Whiteside,10,4
72,1,4:44.0,,H. Whiteside misses 2-pt layup from 1 ft,10,4
73,1,4:44.0,,Offensive rebound by H. Whiteside,10,4
74,1,4:41.0,,H. Whiteside misses 2-pt layup from 2 ft,10,4
75,1,4:35.0,Defensive rebound by J. Allen,,10,4
76,1,4:34.0,A. Crabbe misses 2-pt layup from 2 ft (block by H. Whiteside),,10,4
77,1,4:30.0,Offensive rebound by J. Allen,,10,4
78,1,4:28.0,J. Allen makes 2-pt hook shot from 7 ft,,12,4
79,1,4:15.0,,Offensive foul by D. Wade (drawn by J. Allen),12,4
80,1,4:15.0,,Turnover by D. Wade (offensive foul),12,4
81,1,4:15.0,D. Carroll enters the game for J. Allen,,12,4
82,1,4:15.0,E. Davis enters the game for A. Crabbe,,12,4
83,1,4:15.0,R. Hollis-Jefferson enters the game for J. Dudley,,12,4
84,1,4:15.0,,B. Adebayo enters the game for W. Ellington,12,4
85,1,4:15.0,,J. Johnson enters the game for D. Jones,12,4
86,1,4:15.0,,J. Richardson enters the game for R. McGruder,12,4
87,1,4:15.0,,D. Robinson enters the game for H. Whiteside,12,4
88,1,4:02.0,Personal foul by D. Wade (drawn by S. Dinwiddie),,12,4
89,1,3:51.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by D. Russell),,15,4
90,1,3:44.0,,Def 3 sec tech foul by Team,15,4
91,1,3:44.0,,J. Richardson misses technical free throw,15,4
92,1,3:44.0,,Offensive rebound by Team,15,4
93,1,3:44.0,S. Napier enters the game for D. Russell,,15,4
94,1,3:35.0,,D. Wade misses 2-pt jump shot from 6 ft,15,4
95,1,3:31.0,,Offensive rebound by B. Adebayo,15,4
96,1,3:31.0,,B. Adebayo misses 2-pt layup from 1 ft,15,4
97,1,3:29.0,,Offensive rebound by B. Adebayo,15,4
98,1,3:29.0,,B. Adebayo makes 2-pt layup from 1 ft,15,6
99,1,3:14.0,Personal foul by D. Wade (drawn by R. Hollis-Jefferson),,15,6
100,1,3:14.0,,J. Winslow enters the game for D. Wade,15,6
101,1,3:14.0,Brooklyn full timeout,,15,6
102,1,3:04.0,Shooting foul by J. Johnson (drawn by R. Hollis-Jefferson),,15,6
103,1,3:04.0,R. Hollis-Jefferson misses free throw 1 of 2,,15,6
104,1,3:04.0,Offensive rebound by Team,,15,6
105,1,3:04.0,R. Hollis-Jefferson makes free throw 2 of 2,,16,6
106,1,2:53.0,,J. Richardson makes 2-pt jump shot from 10 ft (assist by J. Winslow),16,8
107,1,2:46.0,Offensive foul by R. Hollis-Jefferson (drawn by J. Winslow),,16,8
108,1,2:46.0,Turnover by R. Hollis-Jefferson (offensive foul),,16,8
109,1,2:41.0,,Personal foul by S. Dinwiddie (drawn by J. Richardson),16,8
110,1,2:28.0,,J. Richardson makes 2-pt jump shot from 11 ft,16,10
111,1,2:12.0,S. Napier makes 2-pt jump shot from 12 ft,,18,10
112,1,2:00.0,,J. Richardson misses 2-pt jump shot from 23 ft,18,10
113,1,1:57.0,Defensive rebound by D. Carroll,,18,10
114,1,1:49.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,18,10
115,1,1:49.0,,Defensive rebound by Team,18,10
116,1,1:39.0,,J. Winslow makes 3-pt jump shot from 25 ft (assist by J. Johnson),18,13
117,1,1:28.0,Personal foul by D. Robinson (drawn by D. Carroll),,18,13
118,1,1:28.0,D. Carroll makes free throw 1 of 2,,19,13
119,1,1:28.0,D. Carroll misses free throw 2 of 2,,19,13
120,1,1:24.0,,Defensive rebound by J. Richardson,19,13
121,1,1:04.0,,J. Johnson misses 2-pt layup from 2 ft (block by E. Davis),19,13
122,1,1:00.0,Defensive rebound by E. Davis,,19,13
123,1,1:00.0,Shooting foul by J. Winslow (drawn by R. Hollis-Jefferson),,19,13
124,1,1:00.0,R. Hollis-Jefferson misses free throw 1 of 2,,19,13
125,1,1:00.0,Offensive rebound by Team,,19,13
126,1,1:00.0,R. Hollis-Jefferson makes free throw 2 of 2,,20,13
127,1,0:47.0,,J. Johnson misses 3-pt jump shot from 23 ft,20,13
128,1,0:47.0,,Offensive rebound by Team,20,13
129,1,0:47.0,Loose ball foul by S. Dinwiddie (drawn by B. Adebayo),,20,13
130,1,0:41.0,,D. Robinson misses 3-pt jump shot from 25 ft,20,13
131,1,0:38.0,Defensive rebound by D. Carroll,,20,13
132,1,0:31.0,S. Dinwiddie misses 2-pt jump shot from 19 ft,,20,13
133,1,0:27.0,,Defensive rebound by B. Adebayo,20,13
134,1,0:09.0,,D. Robinson misses 3-pt jump shot from 25 ft,20,13
135,1,0:08.0,Defensive rebound by Team,,20,13
136,1,0:08.0,J. Harris enters the game for R. Hollis-Jefferson,,20,13
137,1,0:08.0,,D. Jones enters the game for J. Richardson,20,13
138,1,0:08.0,,R. McGruder enters the game for D. Robinson,20,13
139,1,0:02.0,S. Dinwiddie misses 2-pt layup from 2 ft,,20,13
140,1,0:00.0,,Defensive rebound by J. Winslow,20,13
141,2,11:47.0,Turnover by E. Davis (bad pass; steal by B. Adebayo),,20,13
142,2,11:33.0,,J. Richardson misses 3-pt jump shot from 27 ft,20,13
143,2,11:28.0,,Offensive rebound by J. Winslow,20,13
144,2,11:28.0,,J. Winslow makes 2-pt dunk from 1 ft,20,15
