,QUARTER,TIME_REMAINING,MIAMI_ACTION,UTAH_ACTION,MIAMI_SCORE,UTAH_SCORE
384,4,5:32.0,,G. Allen makes 3-pt jump shot from 25 ft (assist by R. O'Neale),66,103
385,4,5:18.0,W. Ellington makes 2-pt jump shot from 9 ft,,68,103
386,4,5:00.0,,E. Udoh misses 2-pt jump shot from 8 ft,68,103
387,4,4:58.0,Defensive rebound by D. Jones,,68,103
388,4,4:52.0,J. Winslow makes 2-pt jump shot from 9 ft,,70,103
389,4,4:25.0,,D. Exum makes 3-pt jump shot from 24 ft (assist by G. Allen),70,106
390,4,4:10.0,R. McGruder makes 3-pt jump shot from 25 ft (assist by J. Winslow),,73,106
391,4,3:53.0,,Turnover by D. Exum (bad pass; steal by D. Jones),73,106
392,4,3:50.0,D. Jones makes 2-pt dunk from 2 ft,,75,106
393,4,3:32.0,,R. O'Neale misses 3-pt jump shot from 22 ft,75,106
394,4,3:27.0,Defensive rebound by J. Winslow,,75,106
395,4,3:15.0,W. Ellington misses 3-pt jump shot from 27 ft,,75,106
396,4,3:12.0,,Defensive rebound by R. O'Neale,75,106
397,4,3:06.0,,Turnover by R. O'Neale (traveling),75,106
398,4,3:06.0,B. Adebayo enters the game for J. Winslow,,75,106
399,4,2:48.0,R. McGruder misses 3-pt jump shot from 22 ft,,75,106
400,4,2:44.0,,Defensive rebound by D. Exum,75,106
401,4,2:34.0,,Shooting foul by K. Olynyk (drawn by D. Exum),75,106
402,4,2:34.0,Miami full timeout,,75,106
403,4,2:34.0,,D. Exum makes free throw 1 of 2,75,107
404,4,2:34.0,,D. Exum makes free throw 2 of 2,75,108
405,4,2:21.0,W. Ellington misses 3-pt jump shot from 25 ft,,75,108
406,4,2:17.0,,Defensive rebound by E. Udoh,75,108
407,4,2:07.0,,G. Niang makes 3-pt jump shot from 24 ft,75,111
408,4,1:48.0,R. McGruder makes 3-pt jump shot from 25 ft,,78,111
409,4,1:39.0,,G. Allen misses 3-pt jump shot from 27 ft,78,111
410,4,1:35.0,Defensive rebound by K. Olynyk,,78,111
411,4,1:20.0,R. McGruder makes 3-pt jump shot from 23 ft (assist by K. Olynyk),,81,111
412,4,1:02.0,,G. Allen misses 3-pt jump shot from 24 ft,81,111
413,4,0:58.0,Defensive rebound by R. McGruder,,81,111
414,4,0:44.0,D. Jones misses 3-pt jump shot from 23 ft,,81,111
415,4,0:41.0,,Defensive rebound by R. O'Neale,81,111
416,4,0:32.0,,Turnover by G. Niang (traveling),81,111
417,4,0:21.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,84,111
