,QUARTER,TIME_REMAINING,MIAMI_ACTION,UTAH_ACTION,MIAMI_SCORE,UTAH_SCORE
75,1,2:23.0,,Defensive rebound by T. Sefolosha,10,32
76,1,2:08.0,,Shooting foul by J. Winslow (drawn by D. Exum),10,32
77,1,2:08.0,,D. Exum makes free throw 1 of 2,10,33
78,1,2:08.0,,D. Exum makes free throw 2 of 2,10,34
79,1,1:55.0,W. Ellington misses 3-pt jump shot from 25 ft,,10,34
80,1,1:52.0,,Defensive rebound by R. O'Neale,10,34
81,1,1:45.0,,D. Exum misses 2-pt layup from 2 ft,10,34
82,1,1:43.0,Defensive rebound by K. Olynyk,,10,34
83,1,1:32.0,Shooting foul by R. O'Neale (drawn by D. Jones),,10,34
84,1,1:32.0,D. Jones makes free throw 1 of 2,,11,34
85,1,1:32.0,D. Jones misses free throw 2 of 2,,11,34
86,1,1:30.0,,Defensive rebound by D. Favors,11,34
87,1,1:20.0,,Turnover by D. Exum (bad pass; steal by K. Olynyk),11,34
88,1,1:20.0,Personal foul by D. Exum (drawn by D. Jones),,11,34
89,1,1:20.0,D. Jones misses free throw 1 of 2,,11,34
90,1,1:20.0,Offensive rebound by Team,,11,34
91,1,1:20.0,D. Jones makes free throw 2 of 2,,12,34
92,1,1:05.0,Loose ball foul by D. Wade (drawn by D. Exum),,12,34
93,1,1:05.0,,D. Exum makes free throw 1 of 2,12,35
94,1,1:05.0,,D. Exum makes free throw 2 of 2,12,36
95,1,0:55.0,D. Jones makes 2-pt dunk from 1 ft (assist by D. Wade),,14,36
96,1,0:41.0,,Shooting foul by D. Jones (drawn by J. Ingles),14,36
97,1,0:41.0,,J. Ingles misses free throw 1 of 2,14,36
98,1,0:41.0,,Offensive rebound by Team,14,36
99,1,0:41.0,,J. Ingles makes free throw 2 of 2,14,37
100,1,0:26.0,Shooting foul by R. O'Neale (drawn by D. Wade),,14,37
101,1,0:26.0,D. Wade misses free throw 1 of 2,,14,37
102,1,0:26.0,Offensive rebound by Team,,14,37
103,1,0:26.0,D. Wade makes free throw 2 of 2,,15,37
104,1,0:03.0,,R. O'Neale makes 3-pt jump shot from 23 ft (assist by D. Exum),15,40
105,2,11:46.0,D. Wade makes 2-pt layup from 4 ft,,17,40
106,2,11:32.0,,Personal foul by D. Jones (drawn by J. Ingles),17,40
107,2,11:17.0,,Turnover by R. O'Neale (lost ball; steal by D. Jones),17,40
108,2,11:17.0,Personal take foul by J. Ingles (drawn by J. Winslow),,17,40
109,2,11:01.0,W. Ellington misses 2-pt layup from 2 ft,,17,40
110,2,10:58.0,,Defensive rebound by R. O'Neale,17,40
111,2,10:52.0,,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),17,42
112,2,10:30.0,W. Ellington misses 3-pt jump shot from 23 ft,,17,42
113,2,10:26.0,,Defensive rebound by R. O'Neale,17,42
114,2,10:24.0,,Turnover by R. O'Neale (bad pass),17,42
115,2,10:24.0,,K. Korver enters the game for R. O'Neale,17,42
116,2,10:09.0,D. Wade misses 2-pt layup from 2 ft,,17,42
117,2,10:08.0,Offensive rebound by K. Olynyk,,17,42
118,2,10:07.0,K. Olynyk misses 2-pt layup from 3 ft (block by D. Favors),,17,42
119,2,10:05.0,,Defensive rebound by T. Sefolosha,17,42
120,2,9:59.0,,J. Ingles misses 2-pt jump shot from 11 ft,17,42
121,2,9:57.0,,Offensive rebound by D. Favors,17,42
122,2,9:54.0,,Personal foul by D. Wade (drawn by J. Ingles),17,42
123,2,9:47.0,,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),17,44
124,2,9:23.0,K. Olynyk misses 3-pt jump shot from 25 ft,,17,44
125,2,9:19.0,,Defensive rebound by D. Favors,17,44
126,2,9:13.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Exum),17,47
127,2,9:12.0,Miami full timeout,,17,47
128,2,9:12.0,B. Adebayo enters the game for W. Ellington,,17,47
129,2,9:12.0,R. McGruder enters the game for K. Olynyk,,17,47
130,2,9:12.0,J. Richardson enters the game for D. Wade,,17,47
131,2,8:54.0,Turnover by J. Richardson (bad pass; steal by T. Sefolosha),,17,47
132,2,8:44.0,,Turnover by J. Ingles (lost ball; steal by D. Jones),17,47
133,2,8:32.0,J. Winslow misses 2-pt layup from 2 ft,,17,47
134,2,8:29.0,,Defensive rebound by D. Favors,17,47
135,2,8:19.0,,Turnover by T. Sefolosha (out of bounds lost ball),17,47
136,2,8:19.0,,D. Mitchell enters the game for D. Exum,17,47
137,2,8:19.0,,R. Rubio enters the game for J. Ingles,17,47
138,2,8:05.0,J. Winslow misses 3-pt jump shot from 26 ft,,17,47
139,2,8:02.0,,Defensive rebound by R. Rubio,17,47
140,2,7:51.0,,Personal foul by B. Adebayo (drawn by D. Favors),17,47
141,2,7:51.0,T. Johnson enters the game for J. Winslow,,17,47
142,2,7:51.0,,R. Gobert enters the game for D. Favors,17,47
143,2,7:41.0,,R. Gobert misses 2-pt layup from 5 ft,17,47
144,2,7:37.0,Defensive rebound by B. Adebayo,,17,47
145,2,7:29.0,B. Adebayo misses 2-pt hook shot from 3 ft,,17,47
146,2,7:28.0,,Defensive rebound by R. Rubio,17,47
147,2,7:21.0,,D. Mitchell misses 3-pt jump shot from 25 ft,17,47
148,2,7:17.0,,Offensive rebound by R. Rubio,17,47
149,2,7:13.0,,R. Rubio misses 2-pt jump shot from 18 ft,17,47
150,2,7:10.0,Defensive rebound by D. Jones,,17,47
151,2,7:06.0,Shooting foul by T. Sefolosha (drawn by R. McGruder),,17,47
152,2,7:06.0,R. McGruder misses free throw 1 of 2,,17,47
153,2,7:06.0,Offensive rebound by Team,,17,47
154,2,7:06.0,,J. Crowder enters the game for T. Sefolosha,17,47
155,2,7:06.0,R. McGruder makes free throw 2 of 2,,18,47
156,2,6:51.0,,Turnover by R. Rubio (lost ball; steal by D. Jones),18,47
157,2,6:37.0,T. Johnson misses 3-pt jump shot from 25 ft,,18,47
158,2,6:35.0,Offensive rebound by Team,,18,47
159,2,6:35.0,,Loose ball foul by K. Korver (drawn by B. Adebayo),18,47
160,2,6:28.0,J. Richardson makes 2-pt jump shot from 22 ft (assist by B. Adebayo),,20,47
161,2,6:11.0,,K. Korver misses 3-pt jump shot from 28 ft,20,47
162,2,6:10.0,Defensive rebound by R. McGruder,,20,47
163,2,6:04.0,B. Adebayo misses 2-pt layup from 2 ft,,20,47
164,2,6:04.0,Offensive rebound by Team,,20,47
165,2,5:59.0,R. McGruder misses 2-pt jump shot from 12 ft,,20,47
166,2,5:58.0,Offensive rebound by Team,,20,47
167,2,5:58.0,,Loose ball foul by K. Korver (drawn by B. Adebayo),20,47
168,2,5:48.0,T. Johnson misses 2-pt layup from 2 ft (block by R. Gobert),,20,47
169,2,5:46.0,,Defensive rebound by D. Mitchell,20,47
170,2,5:41.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by D. Mitchell),20,50
171,2,5:23.0,J. Richardson makes 2-pt jump shot from 17 ft (assist by B. Adebayo),,22,50
172,2,5:06.0,,D. Mitchell makes 3-pt jump shot from 23 ft (assist by R. Rubio),22,53
173,2,4:48.0,J. Richardson makes 3-pt jump shot from 24 ft (assist by B. Adebayo),,25,53
174,2,4:47.0,,Utah full timeout,25,53
175,2,4:47.0,J. Johnson enters the game for D. Jones,,25,53
176,2,4:47.0,,J. Ingles enters the game for K. Korver,25,53
177,2,4:37.0,,Turnover by D. Mitchell (traveling),25,53
178,2,4:26.0,J. Richardson misses 3-pt jump shot from 24 ft,,25,53
179,2,4:23.0,,Defensive rebound by R. Gobert,25,53
180,2,4:16.0,,Personal foul by T. Johnson (drawn by J. Crowder),25,53
181,2,4:16.0,J. Winslow enters the game for T. Johnson,,25,53
182,2,4:06.0,,R. Rubio misses 3-pt jump shot from 25 ft,25,53
183,2,4:03.0,Defensive rebound by B. Adebayo,,25,53
184,2,3:53.0,Shooting foul by D. Mitchell (drawn by J. Johnson),,25,53
185,2,3:53.0,J. Johnson makes free throw 1 of 2,,26,53
186,2,3:53.0,J. Johnson makes free throw 2 of 2,,27,53
187,2,3:37.0,,J. Ingles misses 3-pt jump shot from 25 ft,27,53
188,2,3:34.0,Defensive rebound by J. Winslow,,27,53
189,2,3:28.0,Shooting foul by D. Mitchell (drawn by J. Richardson),,27,53
190,2,3:28.0,J. Richardson misses free throw 1 of 2,,27,53
191,2,3:28.0,Offensive rebound by Team,,27,53
192,2,3:28.0,J. Richardson makes free throw 2 of 2,,28,53
193,2,3:16.0,,J. Ingles misses 3-pt jump shot from 25 ft,28,53
194,2,3:12.0,Defensive rebound by B. Adebayo,,28,53
195,2,3:01.0,Turnover by J. Richardson (bad pass),,28,53
196,2,3:01.0,,Utah full timeout,28,53
197,2,2:46.0,,D. Mitchell misses 3-pt jump shot from 24 ft,28,53
198,2,2:41.0,Defensive rebound by J. Winslow,,28,53
199,2,2:34.0,J. Winslow misses 2-pt layup from 1 ft (block by R. Gobert),,28,53
200,2,2:31.0,,Defensive rebound by R. Gobert,28,53
201,2,2:20.0,,Personal foul by J. Richardson (drawn by J. Ingles),28,53
202,2,2:20.0,,J. Ingles misses free throw 1 of 2,28,53
203,2,2:20.0,,Offensive rebound by Team,28,53
204,2,2:20.0,,J. Ingles makes free throw 2 of 2,28,54
205,2,2:05.0,J. Johnson makes 2-pt layup from 2 ft,,30,54
206,2,1:42.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by R. Gobert),30,57
207,2,1:28.0,Offensive foul by J. Johnson (drawn by R. Gobert),,30,57
208,2,1:28.0,Turnover by J. Johnson (offensive foul),,30,57
209,2,1:13.0,,Turnover by R. Rubio (bad pass; steal by B. Adebayo),30,57
210,2,0:55.0,J. Winslow makes 2-pt jump shot from 13 ft (assist by J. Richardson),,32,57
211,2,0:36.0,,D. Mitchell makes 3-pt jump shot from 25 ft,32,60
212,2,0:15.0,Shooting foul by R. Gobert (drawn by B. Adebayo),,32,60
213,2,0:15.0,B. Adebayo makes free throw 1 of 2,,33,60
214,2,0:15.0,B. Adebayo misses free throw 2 of 2,,33,60
215,2,0:14.0,,Defensive rebound by J. Crowder,33,60
216,2,0:02.0,,Turnover by D. Mitchell (lost ball; steal by R. McGruder),33,60
217,2,0:00.0,J. Johnson misses 3-pt jump shot from 42 ft,,33,60
218,2,0:00.0,Offensive rebound by Team,,33,60
219,3,11:45.0,T. Johnson misses 3-pt jump shot from 25 ft,,33,60
220,3,11:42.0,,Defensive rebound by R. Gobert,33,60
221,3,11:28.0,,Personal foul by B. Adebayo (drawn by R. Gobert),33,60
222,3,11:20.0,,D. Mitchell misses 2-pt hook shot from 7 ft,33,60
223,3,11:20.0,,Offensive rebound by Team,33,60
224,3,11:20.0,Loose ball foul by J. Richardson (drawn by R. Gobert),,33,60
225,3,11:12.0,,R. Rubio makes 2-pt layup from 5 ft (assist by J. Ingles),33,62
226,3,10:55.0,Turnover by J. Johnson (bad pass; steal by R. Rubio),,33,62
227,3,10:47.0,,D. Mitchell misses 2-pt jump shot from 20 ft,33,62
228,3,10:44.0,Defensive rebound by B. Adebayo,,33,62
229,3,10:39.0,Personal foul by R. Rubio (drawn by R. McGruder),,33,62
230,3,10:34.0,Offensive foul by J. Johnson (drawn by D. Mitchell),,33,62
231,3,10:34.0,Turnover by J. Johnson (offensive foul),,33,62
232,3,10:19.0,,D. Mitchell misses 2-pt jump shot from 11 ft,33,62
233,3,10:16.0,Defensive rebound by J. Richardson,,33,62
234,3,10:06.0,B. Adebayo makes 2-pt dunk from 2 ft,,35,62
235,3,9:50.0,,R. Gobert misses 2-pt layup from 4 ft (block by B. Adebayo),35,62
236,3,9:48.0,Defensive rebound by Team,,35,62
237,3,9:36.0,J. Johnson misses 2-pt jump shot from 12 ft,,35,62
238,3,9:34.0,,Defensive rebound by R. Gobert,35,62
239,3,9:22.0,,J. Ingles misses 2-pt layup from 4 ft (block by B. Adebayo),35,62
240,3,9:18.0,Defensive rebound by J. Richardson,,35,62
241,3,9:13.0,J. Richardson misses 2-pt jump shot from 13 ft,,35,62
242,3,9:10.0,,Defensive rebound by R. Gobert,35,62
243,3,9:05.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by R. Rubio),35,64
244,3,9:05.0,,Shooting foul by J. Richardson (drawn by D. Mitchell),35,64
245,3,9:05.0,,D. Mitchell makes free throw 1 of 1,35,65
246,3,8:53.0,J. Richardson misses 3-pt jump shot from 25 ft,,35,65
247,3,8:51.0,,Defensive rebound by R. Rubio,35,65
248,3,8:36.0,,D. Mitchell makes 2-pt jump shot from 19 ft,35,67
249,3,8:25.0,Offensive foul by B. Adebayo (drawn by D. Mitchell),,35,67
250,3,8:25.0,Turnover by B. Adebayo (offensive foul),,35,67
251,3,8:12.0,,R. Gobert misses 2-pt layup from 3 ft,35,67
252,3,8:09.0,,Offensive rebound by R. Rubio,35,67
253,3,8:07.0,,J. Crowder misses 3-pt jump shot from 25 ft,35,67
254,3,8:07.0,Defensive rebound by R. McGruder,,35,67
255,3,7:50.0,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. Johnson),,38,67
256,3,7:33.0,,Shooting foul by T. Johnson (drawn by R. Gobert),38,67
257,3,7:33.0,,R. Gobert misses free throw 1 of 2,38,67
258,3,7:33.0,,Offensive rebound by Team,38,67
259,3,7:33.0,,K. Korver enters the game for J. Ingles,38,67
260,3,7:33.0,,R. Gobert makes free throw 2 of 2,38,68
261,3,7:07.0,J. Richardson misses 2-pt layup from 3 ft,,38,68
262,3,7:06.0,,Defensive rebound by R. Gobert,38,68
263,3,6:55.0,,D. Mitchell misses 3-pt jump shot from 23 ft,38,68
264,3,6:51.0,Defensive rebound by J. Johnson,,38,68
265,3,6:41.0,R. McGruder makes 3-pt jump shot from 23 ft (assist by J. Richardson),,41,68
266,3,6:26.0,,Utah full timeout,41,68
267,3,6:17.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by K. Korver),41,70
268,3,5:57.0,R. McGruder makes 2-pt jump shot from 8 ft,,43,70
269,3,5:57.0,Shooting foul by K. Korver (drawn by R. McGruder),,43,70
270,3,5:57.0,K. Olynyk enters the game for B. Adebayo,,43,70
271,3,5:57.0,R. McGruder makes free throw 1 of 1,,44,70
272,3,5:36.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Crowder),44,73
273,3,5:19.0,Shooting foul by R. Gobert (drawn by J. Johnson),,44,73
274,3,5:19.0,J. Johnson misses free throw 1 of 2,,44,73
275,3,5:19.0,Offensive rebound by Team,,44,73
276,3,5:19.0,D. Wade enters the game for R. McGruder,,44,73
277,3,5:19.0,,D. Favors enters the game for J. Crowder,44,73
278,3,5:19.0,J. Johnson makes free throw 2 of 2,,45,73
279,3,5:11.0,,D. Mitchell makes 2-pt layup from 3 ft,45,75
280,3,5:11.0,Violation by Team (def goaltending),,45,75
281,3,4:58.0,J. Johnson makes 2-pt jump shot from 16 ft (assist by T. Johnson),,47,75
282,3,4:49.0,,Shooting foul by J. Johnson (drawn by R. Gobert),47,75
283,3,4:49.0,,R. Gobert makes free throw 1 of 2,47,76
284,3,4:49.0,J. Winslow enters the game for J. Richardson,,47,76
285,3,4:49.0,,R. Gobert misses free throw 2 of 2,47,76
286,3,4:46.0,Defensive rebound by K. Olynyk,,47,76
287,3,4:39.0,Turnover by J. Winslow (bad pass; steal by D. Mitchell),,47,76
288,3,4:36.0,,D. Mitchell makes 2-pt layup from 2 ft,47,78
289,3,4:28.0,K. Olynyk misses 2-pt jump shot from 22 ft,,47,78
290,3,4:28.0,,Defensive rebound by K. Korver,47,78
291,3,4:17.0,,R. Rubio misses 2-pt jump shot from 20 ft,47,78
292,3,4:17.0,Defensive rebound by J. Johnson,,47,78
293,3,4:04.0,D. Wade misses 2-pt jump shot from 11 ft,,47,78
294,3,4:01.0,,Defensive rebound by R. Gobert,47,78
295,3,3:51.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),47,80
296,3,3:51.0,Miami full timeout,,47,80
297,3,3:51.0,D. Jones enters the game for J. Johnson,,47,80
298,3,3:51.0,,D. Exum enters the game for R. Rubio,47,80
299,3,3:35.0,T. Johnson misses 3-pt jump shot from 24 ft,,47,80
300,3,3:32.0,,Defensive rebound by R. Gobert,47,80
301,3,3:21.0,,Turnover by D. Mitchell (bad pass),47,80
302,3,3:21.0,,Loose ball foul by R. Gobert (drawn by K. Olynyk),47,80
303,3,3:21.0,,J. Ingles enters the game for R. Gobert,47,80
304,3,3:21.0,,R. O'Neale enters the game for K. Korver,47,80
305,3,3:21.0,,T. Sefolosha enters the game for D. Mitchell,47,80
306,3,3:05.0,Turnover by D. Wade (bad pass),,47,80
307,3,2:44.0,,J. Ingles makes 3-pt jump shot from 28 ft (assist by R. O'Neale),47,83
308,3,2:29.0,J. Winslow misses 2-pt jump shot from 6 ft,,47,83
309,3,2:27.0,,Defensive rebound by T. Sefolosha,47,83
310,3,2:20.0,,D. Favors makes 2-pt dunk from 2 ft (assist by D. Exum),47,85
311,3,2:02.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by T. Johnson),,50,85
312,3,1:47.0,,J. Ingles misses 3-pt jump shot from 28 ft,50,85
313,3,1:43.0,Defensive rebound by K. Olynyk,,50,85
314,3,1:29.0,J. Winslow misses 2-pt jump shot from 13 ft,,50,85
315,3,1:26.0,,Defensive rebound by J. Ingles,50,85
316,3,1:20.0,,D. Favors makes 2-pt layup from 2 ft (assist by R. O'Neale),50,87
317,3,1:00.0,T. Johnson misses 2-pt layup from 3 ft,,50,87
318,3,1:00.0,,Defensive rebound by J. Ingles,50,87
319,3,0:44.0,,D. Favors makes 2-pt jump shot from 14 ft (assist by J. Ingles),50,89
320,3,0:32.0,D. Wade misses 2-pt jump shot from 9 ft,,50,89
321,3,0:30.0,,Defensive rebound by R. O'Neale,50,89
322,3,0:13.0,,D. Exum makes 3-pt jump shot from 23 ft (assist by R. O'Neale),50,92
323,3,0:04.0,Shooting foul by J. Ingles (drawn by K. Olynyk),,50,92
324,3,0:04.0,K. Olynyk makes free throw 1 of 3,,51,92
325,3,0:04.0,K. Olynyk makes free throw 2 of 3,,52,92
326,3,0:04.0,K. Olynyk makes free throw 3 of 3,,53,92
327,4,11:49.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by R. O'Neale),53,95
328,4,11:24.0,T. Johnson misses 2-pt layup from 4 ft,,53,95
329,4,11:23.0,,Defensive rebound by R. O'Neale,53,95
330,4,11:12.0,,Turnover by T. Sefolosha (bad pass; steal by J. Winslow),53,95
331,4,11:12.0,Shooting foul by R. O'Neale (drawn by J. Winslow),,53,95
332,4,11:12.0,J. Winslow misses free throw 1 of 2,,53,95
333,4,11:12.0,Offensive rebound by Team,,53,95
334,4,11:12.0,W. Ellington enters the game for T. Johnson,,53,95
335,4,11:12.0,J. Winslow misses free throw 2 of 2,,53,95
336,4,11:10.0,,Defensive rebound by T. Sefolosha,53,95
337,4,11:00.0,,K. Korver misses 2-pt jump shot from 21 ft,53,95
338,4,10:54.0,Defensive rebound by D. Jones,,53,95
339,4,10:51.0,J. Winslow misses 3-pt jump shot from 25 ft,,53,95
340,4,10:41.0,,Defensive rebound by R. O'Neale,53,95
341,4,10:39.0,,Turnover by D. Exum (bad pass; steal by D. Jones),53,95
342,4,10:34.0,D. Jones makes 2-pt layup from 4 ft,,55,95
343,4,10:17.0,,T. Sefolosha misses 2-pt layup from 2 ft,55,95
344,4,10:17.0,,Offensive rebound by D. Favors,55,95
345,4,10:14.0,,D. Favors makes 2-pt layup from 2 ft,55,97
346,4,10:06.0,D. Wade makes 3-pt jump shot from 24 ft,,58,97
347,4,9:45.0,,D. Exum makes 2-pt jump shot from 6 ft,58,99
348,4,9:20.0,D. Jones misses 3-pt jump shot from 24 ft,,58,99
349,4,9:20.0,Offensive rebound by K. Olynyk,,58,99
350,4,9:20.0,Shooting foul by D. Exum (drawn by K. Olynyk),,58,99
351,4,9:20.0,K. Olynyk makes free throw 1 of 2,,59,99
352,4,9:20.0,,G. Allen enters the game for K. Korver,59,99
353,4,9:20.0,K. Olynyk misses free throw 2 of 2,,59,99
354,4,9:17.0,,Defensive rebound by D. Favors,59,99
355,4,9:07.0,,D. Favors misses 2-pt jump shot from 19 ft,59,99
356,4,9:02.0,Defensive rebound by J. Winslow,,59,99
357,4,8:56.0,K. Olynyk misses 3-pt jump shot from 24 ft,,59,99
358,4,8:51.0,,Defensive rebound by D. Favors,59,99
359,4,8:39.0,,Shooting foul by K. Olynyk (drawn by D. Favors),59,99
360,4,8:39.0,,D. Favors misses free throw 1 of 2,59,99
361,4,8:39.0,,Offensive rebound by Team,59,99
362,4,8:39.0,,D. Favors makes free throw 2 of 2,59,100
363,4,8:18.0,K. Olynyk makes 2-pt layup from 2 ft (assist by J. Winslow),,61,100
364,4,8:00.0,,Turnover by D. Exum (step out of bounds),61,100
365,4,8:00.0,R. McGruder enters the game for D. Wade,,61,100
366,4,8:00.0,,E. Udoh enters the game for D. Favors,61,100
367,4,7:50.0,J. Winslow makes 2-pt layup from 2 ft,,63,100
368,4,7:28.0,,G. Allen misses 2-pt jump shot from 18 ft,63,100
369,4,7:25.0,,Offensive rebound by T. Sefolosha,63,100
370,4,7:21.0,,T. Sefolosha misses 2-pt hook shot from 7 ft,63,100
371,4,7:19.0,Defensive rebound by K. Olynyk,,63,100
372,4,7:06.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by W. Ellington),,66,100
373,4,6:48.0,,D. Exum misses 3-pt jump shot from 23 ft,66,100
374,4,6:45.0,Defensive rebound by D. Jones,,66,100
375,4,6:35.0,D. Jones misses 3-pt jump shot from 25 ft,,66,100
376,4,6:32.0,,Defensive rebound by T. Sefolosha,66,100
377,4,6:16.0,,G. Allen misses 3-pt jump shot from 28 ft,66,100
378,4,6:11.0,Defensive rebound by K. Olynyk,,66,100
379,4,6:03.0,Personal foul by G. Allen (drawn by K. Olynyk),,66,100
380,4,6:03.0,,Utah full timeout,66,100
381,4,6:03.0,,G. Niang enters the game for T. Sefolosha,66,100
382,4,5:50.0,Turnover by K. Olynyk (traveling),,66,100
383,4,5:40.0,,Personal foul by J. Winslow (drawn by D. Exum),66,100
