,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MILWAUKEE_ACTION,CHARLOTTE_SCORE,MILWAUKEE_SCORE
54,1,5:28.0,,T. Snell enters the game for E. Bledsoe,14,14
55,1,5:18.0,M. Williams misses 2-pt hook shot from 6 ft,,14,14
56,1,5:16.0,,Defensive rebound by N. Mirotić,14,14
57,1,5:12.0,,K. Middleton misses 2-pt layup from 3 ft,14,14
58,1,5:09.0,Defensive rebound by M. Williams,,14,14
59,1,5:02.0,M. Williams misses 3-pt jump shot from 28 ft,,14,14
60,1,4:59.0,,Defensive rebound by T. Snell,14,14
61,1,4:44.0,,K. Middleton misses 3-pt jump shot from 22 ft,14,14
62,1,4:41.0,Defensive rebound by M. Williams,,14,14
63,1,4:36.0,K. Walker makes 2-pt jump shot from 14 ft,,16,14
64,1,4:28.0,,Turnover by B. Lopez (traveling),16,14
65,1,4:28.0,M. Bridges enters the game for M. Williams,,16,14
66,1,4:28.0,,M. Brogdon enters the game for K. Middleton,16,14
67,1,4:14.0,M. Bridges makes 2-pt dunk from 1 ft (assist by F. Kaminsky),,18,14
68,1,3:58.0,,B. Lopez misses 3-pt jump shot from 27 ft,18,14
69,1,3:53.0,,Offensive rebound by P. Connaughton,18,14
70,1,3:53.0,,P. Connaughton makes 2-pt dunk at rim,18,16
71,1,3:40.0,N. Batum makes 3-pt jump shot from 27 ft (assist by M. Bridges),,21,16
72,1,3:27.0,,M. Brogdon misses 2-pt jump shot from 17 ft,21,16
73,1,3:24.0,Defensive rebound by M. Bridges,,21,16
74,1,3:18.0,K. Walker makes 3-pt jump shot from 28 ft (assist by M. Bridges),,24,16
75,1,3:06.0,,M. Brogdon makes 2-pt layup from 2 ft (assist by B. Lopez),24,18
76,1,2:47.0,Turnover by K. Walker (bad pass; steal by M. Brogdon),,24,18
77,1,2:43.0,,M. Brogdon makes 2-pt layup from 2 ft,24,20
78,1,2:42.0,Charlotte full timeout,,24,20
79,1,2:42.0,D. Graham enters the game for K. Walker,,24,20
80,1,2:42.0,,E. İlyasova enters the game for B. Lopez,24,20
81,1,2:20.0,M. Bridges makes 2-pt layup from 2 ft (assist by J. Lamb),,26,20
82,1,2:08.0,,T. Snell misses 3-pt jump shot from 26 ft,26,20
83,1,2:05.0,Defensive rebound by M. Bridges,,26,20
84,1,1:53.0,D. Graham misses 2-pt layup from 1 ft,,26,20
85,1,1:51.0,,Defensive rebound by N. Mirotić,26,20
86,1,1:40.0,,Turnover by M. Brogdon (bad pass),26,20
87,1,1:40.0,,G. Antetokounmpo enters the game for N. Mirotić,26,20
88,1,1:26.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by J. Lamb),,29,20
89,1,1:02.0,,P. Connaughton misses 3-pt jump shot from 23 ft,29,20
90,1,1:00.0,Defensive rebound by J. Lamb,,29,20
91,1,0:51.0,J. Lamb misses 2-pt jump shot from 17 ft,,29,20
92,1,0:48.0,,Defensive rebound by T. Snell,29,20
93,1,0:44.0,,T. Snell makes 2-pt layup from 2 ft,29,22
94,1,0:34.0,J. Lamb misses 3-pt jump shot from 26 ft,,29,22
95,1,0:31.0,,Defensive rebound by P. Connaughton,29,22
96,1,0:21.0,,Shooting foul by M. Bridges (drawn by M. Brogdon),29,22
97,1,0:21.0,,M. Brogdon makes free throw 1 of 2,29,23
98,1,0:21.0,K. Walker enters the game for N. Batum,,29,23
99,1,0:21.0,,M. Brogdon makes free throw 2 of 2,29,24
100,1,0:07.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by K. Walker),,32,24
101,1,0:00.0,,T. Snell misses 3-pt jump shot from 24 ft,32,24
102,1,0:00.0,,Offensive rebound by E. İlyasova,32,24
103,1,0:00.0,,E. İlyasova misses 2-pt layup at rim,32,24
104,1,0:00.0,,Offensive rebound by Team,32,24
105,2,11:47.0,J. Lamb misses 3-pt jump shot from 24 ft,,32,24
106,2,11:40.0,Offensive rebound by M. Bridges,,32,24
107,2,11:40.0,M. Bridges makes 2-pt layup from 1 ft,,34,24
108,2,11:21.0,,G. Antetokounmpo makes 2-pt layup from 3 ft,34,26
109,2,11:03.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by J. Lamb),,37,26
110,2,10:51.0,,T. Snell misses 2-pt layup from 2 ft,37,26
111,2,10:49.0,Defensive rebound by J. Lamb,,37,26
112,2,10:42.0,J. Lamb makes 2-pt jump shot from 16 ft (assist by F. Kaminsky),,39,26
113,2,10:42.0,,E. Bledsoe enters the game for M. Brogdon,39,26
114,2,10:26.0,,Personal foul by M. Bridges (drawn by G. Antetokounmpo),39,26
115,2,10:26.0,M. Williams enters the game for M. Bridges,,39,26
116,2,10:11.0,,Turnover by Team (shot clock),39,26
117,2,9:55.0,F. Kaminsky misses 2-pt layup from 7 ft,,39,26
118,2,9:52.0,,Defensive rebound by G. Antetokounmpo,39,26
119,2,9:50.0,,Turnover by G. Antetokounmpo (traveling),39,26
120,2,9:50.0,C. Zeller enters the game for F. Kaminsky,,39,26
121,2,9:50.0,,D. DiVincenzo enters the game for P. Connaughton,39,26
122,2,9:29.0,M. Williams misses 3-pt jump shot from 29 ft,,39,26
123,2,9:26.0,,Defensive rebound by E. İlyasova,39,26
124,2,9:18.0,,D. DiVincenzo makes 3-pt jump shot from 29 ft (assist by G. Antetokounmpo),39,29
125,2,9:11.0,D. Graham makes 2-pt layup from 1 ft,,41,29
126,2,9:11.0,Shooting foul by E. İlyasova (drawn by D. Graham),,41,29
127,2,9:11.0,N. Batum enters the game for J. Lamb,,41,29
128,2,9:11.0,D. Graham makes free throw 1 of 1,,42,29
129,2,8:46.0,,E. İlyasova misses 3-pt jump shot from 25 ft,42,29
130,2,8:43.0,Defensive rebound by M. Williams,,42,29
131,2,8:39.0,Personal foul by E. İlyasova (drawn by C. Zeller),,42,29
132,2,8:24.0,N. Batum misses 3-pt jump shot from 26 ft,,42,29
133,2,8:21.0,,Defensive rebound by G. Antetokounmpo,42,29
134,2,8:15.0,,E. İlyasova misses 3-pt jump shot from 26 ft,42,29
135,2,8:13.0,,Offensive rebound by T. Snell,42,29
136,2,8:09.0,,E. Bledsoe misses 2-pt layup from 2 ft,42,29
137,2,8:09.0,,Offensive rebound by G. Antetokounmpo,42,29
138,2,8:05.0,,G. Antetokounmpo makes 2-pt dunk at rim,42,31
139,2,7:46.0,Shooting foul by G. Antetokounmpo (drawn by C. Zeller),,42,31
140,2,7:46.0,,B. Lopez enters the game for E. İlyasova,42,31
141,2,7:46.0,,K. Middleton enters the game for T. Snell,42,31
142,2,7:46.0,C. Zeller makes free throw 1 of 2,,43,31
143,2,7:46.0,,T. Snell enters the game for K. Middleton,43,31
144,2,7:46.0,,Milwaukee full timeout,43,31
145,2,7:46.0,C. Zeller misses free throw 2 of 2,,43,31
146,2,7:46.0,,Defensive rebound by G. Antetokounmpo,43,31
147,2,7:45.0,,Turnover by G. Antetokounmpo (lost ball; steal by C. Zeller),43,31
148,2,7:45.0,C. Zeller makes 2-pt layup from 1 ft,,45,31
149,2,7:29.0,,Personal foul by C. Zeller (drawn by G. Antetokounmpo),45,31
150,2,7:25.0,,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),45,34
151,2,7:11.0,D. Graham makes 3-pt jump shot from 26 ft,,48,34
152,2,7:04.0,,Milwaukee full timeout,48,34
153,2,6:49.0,,Shooting foul by C. Zeller (drawn by B. Lopez),48,34
154,2,6:49.0,,B. Lopez makes free throw 1 of 2,48,35
155,2,6:49.0,,K. Middleton enters the game for G. Antetokounmpo,48,35
156,2,6:49.0,,N. Mirotić enters the game for T. Snell,48,35
157,2,6:49.0,,B. Lopez makes free throw 2 of 2,48,36
158,2,6:34.0,C. Zeller misses 2-pt layup from 3 ft,,48,36
159,2,6:30.0,,Defensive rebound by D. DiVincenzo,48,36
160,2,6:30.0,,Shooting foul by D. Bacon (drawn by E. Bledsoe),48,36
161,2,6:30.0,,E. Bledsoe makes free throw 1 of 2,48,37
162,2,6:30.0,K. Walker enters the game for D. Graham,,48,37
163,2,6:30.0,,E. Bledsoe makes free throw 2 of 2,48,38
164,2,6:14.0,Turnover by K. Walker (lost ball; steal by D. DiVincenzo),,48,38
165,2,6:00.0,,N. Mirotić misses 3-pt jump shot from 23 ft,48,38
166,2,5:57.0,,Offensive rebound by B. Lopez,48,38
167,2,5:53.0,,B. Lopez misses 3-pt jump shot from 25 ft,48,38
168,2,5:50.0,,Offensive rebound by D. DiVincenzo,48,38
169,2,5:47.0,,D. DiVincenzo misses 3-pt jump shot from 26 ft,48,38
170,2,5:39.0,Defensive rebound by Team,,48,38
171,2,5:28.0,Turnover by D. Bacon (out of bounds lost ball),,48,38
172,2,5:21.0,,Offensive foul by B. Lopez (drawn by D. Bacon),48,38
173,2,5:21.0,,Turnover by B. Lopez (offensive foul),48,38
174,2,5:21.0,F. Kaminsky enters the game for D. Bacon,,48,38
175,2,5:21.0,J. Lamb enters the game for C. Zeller,,48,38
176,2,5:09.0,N. Batum makes 2-pt layup from 1 ft,,50,38
177,2,5:02.0,,B. Lopez makes 2-pt layup from 2 ft (assist by D. DiVincenzo),50,40
178,2,4:43.0,K. Walker misses 2-pt jump shot from 21 ft,,50,40
179,2,4:43.0,,Defensive rebound by N. Mirotić,50,40
180,2,4:35.0,,K. Middleton makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),50,43
181,2,4:35.0,Charlotte full timeout,,50,43
182,2,4:23.0,K. Walker misses 2-pt jump shot from 20 ft,,50,43
183,2,4:19.0,,Defensive rebound by K. Middleton,50,43
184,2,4:18.0,,Personal foul by K. Walker (drawn by N. Mirotić),50,43
185,2,4:13.0,,Turnover by K. Middleton (out of bounds lost ball),50,43
186,2,4:01.0,J. Lamb makes 2-pt jump shot from 15 ft (assist by K. Walker),,52,43
187,2,3:51.0,,N. Mirotić misses 2-pt jump shot from 21 ft,52,43
188,2,3:48.0,,Offensive rebound by E. Bledsoe,52,43
189,2,3:46.0,,E. Bledsoe misses 2-pt layup from 3 ft (block by K. Walker),52,43
190,2,3:43.0,Defensive rebound by N. Batum,,52,43
191,2,3:27.0,Turnover by J. Lamb (bad pass; steal by N. Mirotić),,52,43
192,2,3:20.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,52,43
193,2,3:18.0,Defensive rebound by N. Batum,,52,43
194,2,3:08.0,M. Williams misses 2-pt layup from 3 ft,,52,43
195,2,3:05.0,,Defensive rebound by B. Lopez,52,43
196,2,2:58.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),52,46
197,2,2:34.0,Turnover by N. Batum (bad pass; steal by E. Bledsoe),,52,46
198,2,2:28.0,,K. Middleton misses 3-pt jump shot from 28 ft,52,46
199,2,2:27.0,Defensive rebound by Team,,52,46
200,2,2:27.0,,G. Antetokounmpo enters the game for E. Bledsoe,52,46
201,2,2:27.0,,M. Brogdon enters the game for D. DiVincenzo,52,46
202,2,2:27.0,,P. Connaughton enters the game for B. Lopez,52,46
203,2,2:17.0,Personal foul by M. Brogdon (drawn by F. Kaminsky),,52,46
204,2,2:11.0,J. Lamb makes 2-pt jump shot from 14 ft (assist by F. Kaminsky),,54,46
205,2,2:11.0,Shooting foul by N. Mirotić (drawn by J. Lamb),,54,46
206,2,2:11.0,J. Lamb makes free throw 1 of 1,,55,46
207,2,2:03.0,,Personal foul by J. Lamb (drawn by G. Antetokounmpo),55,46
208,2,2:03.0,,G. Antetokounmpo makes free throw 1 of 2,55,47
209,2,2:03.0,,G. Antetokounmpo makes free throw 2 of 2,55,48
210,2,1:52.0,K. Walker misses 3-pt jump shot from 26 ft,,55,48
211,2,1:49.0,,Defensive rebound by G. Antetokounmpo,55,48
212,2,1:43.0,,M. Brogdon makes 2-pt layup from 2 ft (assist by N. Mirotić),55,50
213,2,1:23.0,J. Lamb makes 2-pt jump shot from 9 ft,,57,50
214,2,1:14.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by M. Brogdon),57,53
215,2,0:56.0,F. Kaminsky misses 2-pt hook shot from 6 ft,,57,53
216,2,0:55.0,Offensive rebound by N. Batum,,57,53
217,2,0:55.0,N. Batum makes 2-pt layup from 1 ft,,59,53
218,2,0:34.0,,N. Mirotić misses 3-pt jump shot from 28 ft,59,53
219,2,0:32.0,,Offensive rebound by M. Brogdon,59,53
220,2,0:31.0,,M. Brogdon makes 2-pt layup from 2 ft,59,55
221,2,0:21.0,K. Walker misses 2-pt jump shot from 15 ft,,59,55
222,2,0:15.0,Offensive rebound by K. Walker,,59,55
223,2,0:03.0,K. Walker misses 3-pt jump shot from 27 ft,,59,55
224,2,0:03.0,,Defensive rebound by G. Antetokounmpo,59,55
225,3,11:43.0,M. Williams misses 3-pt jump shot from 27 ft,,59,55
226,3,11:40.0,,Defensive rebound by E. Bledsoe,59,55
227,3,11:21.0,,K. Middleton misses 3-pt jump shot from 27 ft,59,55
228,3,11:19.0,Defensive rebound by C. Zeller,,59,55
229,3,11:09.0,C. Zeller misses 2-pt jump shot from 11 ft,,59,55
230,3,11:07.0,,Defensive rebound by B. Lopez,59,55
231,3,10:56.0,,B. Lopez misses 3-pt jump shot from 26 ft,59,55
232,3,10:53.0,Defensive rebound by M. Bridges,,59,55
233,3,10:46.0,M. Bridges makes 2-pt layup from 1 ft,,61,55
234,3,10:32.0,,Shooting foul by M. Williams (drawn by B. Lopez),61,55
235,3,10:32.0,,B. Lopez makes free throw 1 of 2,61,56
236,3,10:32.0,,B. Lopez makes free throw 2 of 2,61,57
237,3,10:16.0,N. Batum misses 3-pt jump shot from 26 ft,,61,57
238,3,10:13.0,,Defensive rebound by B. Lopez,61,57
239,3,10:08.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Brogdon),61,59
240,3,9:53.0,K. Walker makes 2-pt jump shot from 9 ft,,63,59
241,3,9:41.0,,M. Brogdon misses 2-pt layup from 3 ft,63,59
242,3,9:38.0,,Offensive rebound by G. Antetokounmpo,63,59
243,3,9:32.0,,M. Brogdon misses 3-pt jump shot from 23 ft,63,59
244,3,9:29.0,Defensive rebound by N. Batum,,63,59
245,3,9:24.0,Shooting foul by B. Lopez (drawn by C. Zeller),,63,59
246,3,9:24.0,C. Zeller makes free throw 1 of 2,,64,59
247,3,9:24.0,C. Zeller makes free throw 2 of 2,,65,59
248,3,9:10.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,65,61
249,3,8:57.0,N. Batum makes 2-pt layup from 2 ft,,67,61
250,3,8:44.0,,B. Lopez makes 2-pt layup from 1 ft (assist by M. Brogdon),67,63
251,3,8:44.0,,Shooting foul by C. Zeller (drawn by B. Lopez),67,63
252,3,8:44.0,,B. Lopez makes free throw 1 of 1,67,64
253,3,8:34.0,C. Zeller makes 3-pt jump shot from 29 ft (assist by N. Batum),,70,64
254,3,8:19.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),70,66
255,3,8:01.0,M. Williams misses 2-pt jump shot from 10 ft (block by G. Antetokounmpo),,70,66
256,3,7:57.0,,Defensive rebound by K. Middleton,70,66
257,3,7:55.0,,E. Bledsoe misses 2-pt layup from 1 ft,70,66
258,3,7:52.0,,Offensive rebound by K. Middleton,70,66
259,3,7:51.0,,K. Middleton makes 2-pt layup from 2 ft,70,68
260,3,7:27.0,N. Batum misses 3-pt jump shot from 26 ft,,70,68
261,3,7:24.0,,Defensive rebound by M. Brogdon,70,68
262,3,7:23.0,,Offensive foul by G. Antetokounmpo (drawn by K. Walker),70,68
263,3,7:23.0,,Turnover by G. Antetokounmpo (offensive foul),70,68
264,3,7:23.0,J. Lamb enters the game for M. Bridges,,70,68
265,3,7:23.0,,N. Mirotić enters the game for E. Bledsoe,70,68
266,3,7:11.0,K. Walker makes 3-pt jump shot from 25 ft,,73,68
267,3,7:11.0,,Milwaukee full timeout,73,68
268,3,7:11.0,F. Kaminsky enters the game for C. Zeller,,73,68
269,3,7:11.0,,E. Bledsoe enters the game for M. Brogdon,73,68
270,3,7:00.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),73,71
271,3,6:41.0,F. Kaminsky misses 3-pt jump shot from 28 ft,,73,71
272,3,6:38.0,,Defensive rebound by B. Lopez,73,71
273,3,6:32.0,,Shooting foul by K. Walker (drawn by B. Lopez),73,71
274,3,6:32.0,,B. Lopez makes free throw 1 of 2,73,72
275,3,6:32.0,,B. Lopez makes free throw 2 of 2,73,73
276,3,6:07.0,Turnover by J. Lamb (bad pass; steal by N. Mirotić),,73,73
277,3,6:03.0,,Turnover by N. Mirotić (bad pass),73,73
278,3,5:42.0,J. Lamb misses 3-pt jump shot from 28 ft,,73,73
279,3,5:39.0,,Defensive rebound by N. Mirotić,73,73
280,3,5:34.0,,G. Antetokounmpo misses 2-pt dunk from 1 ft,73,73
281,3,5:31.0,Defensive rebound by J. Lamb,,73,73
282,3,5:19.0,K. Walker misses 2-pt jump shot from 15 ft,,73,73
283,3,5:16.0,,Defensive rebound by G. Antetokounmpo,73,73
284,3,5:11.0,,Shooting foul by K. Walker (drawn by E. Bledsoe),73,73
285,3,5:11.0,,E. Bledsoe misses free throw 1 of 2,73,73
286,3,5:11.0,,Offensive rebound by Team,73,73
287,3,5:11.0,D. Graham enters the game for K. Walker,,73,73
288,3,5:11.0,,P. Connaughton enters the game for G. Antetokounmpo,73,73
289,3,5:11.0,,E. Bledsoe misses free throw 2 of 2,73,73
290,3,5:08.0,Defensive rebound by M. Williams,,73,73
291,3,4:57.0,F. Kaminsky misses 2-pt layup from 2 ft,,73,73
292,3,4:54.0,,Defensive rebound by N. Mirotić,73,73
293,3,4:49.0,,Personal foul by M. Williams (drawn by N. Mirotić),73,73
294,3,4:49.0,,N. Mirotić misses free throw 1 of 2,73,73
295,3,4:49.0,,Offensive rebound by Team,73,73
296,3,4:49.0,M. Bridges enters the game for M. Williams,,73,73
297,3,4:49.0,,M. Brogdon enters the game for E. Bledsoe,73,73
298,3,4:49.0,,N. Mirotić makes free throw 2 of 2,73,74
299,3,4:36.0,Shooting foul by P. Connaughton (drawn by F. Kaminsky),,73,74
300,3,4:36.0,F. Kaminsky makes free throw 1 of 2,,74,74
301,3,4:36.0,F. Kaminsky makes free throw 2 of 2,,75,74
302,3,4:22.0,,B. Lopez makes 2-pt hook shot from 2 ft,75,76
303,3,4:11.0,Personal foul by M. Brogdon (drawn by M. Bridges),,75,76
304,3,4:11.0,,T. Snell enters the game for K. Middleton,75,76
305,3,4:05.0,J. Lamb misses 2-pt jump shot from 15 ft,,75,76
306,3,4:02.0,,Defensive rebound by B. Lopez,75,76
307,3,3:53.0,,M. Brogdon misses 2-pt layup from 3 ft,75,76
308,3,3:51.0,Defensive rebound by J. Lamb,,75,76
309,3,3:46.0,J. Lamb makes 2-pt layup from 2 ft,,77,76
310,3,3:30.0,,N. Mirotić misses 2-pt hook shot from 5 ft,77,76
311,3,3:29.0,,Offensive rebound by B. Lopez,77,76
312,3,3:29.0,,Shooting foul by N. Batum (drawn by B. Lopez),77,76
313,3,3:29.0,,B. Lopez makes free throw 1 of 2,77,77
314,3,3:29.0,,E. İlyasova enters the game for N. Mirotić,77,77
315,3,3:29.0,,B. Lopez makes free throw 2 of 2,77,78
316,3,3:14.0,J. Lamb misses 3-pt jump shot from 28 ft,,77,78
317,3,3:11.0,,Defensive rebound by E. İlyasova,77,78
318,3,3:00.0,,B. Lopez makes 2-pt hook shot from 4 ft,77,80
319,3,3:00.0,Charlotte full timeout,,77,80
320,3,3:00.0,D. Bacon enters the game for N. Batum,,77,80
321,3,3:00.0,,N. Mirotić enters the game for P. Connaughton,77,80
322,3,2:40.0,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by D. Graham),,80,80
323,3,2:29.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by E. İlyasova),80,82
324,3,2:11.0,D. Graham misses 3-pt jump shot from 28 ft,,80,82
325,3,2:07.0,,Defensive rebound by E. İlyasova,80,82
326,3,1:51.0,,B. Lopez makes 2-pt hook shot from 2 ft (assist by T. Snell),80,84
327,3,1:51.0,,Shooting foul by D. Bacon (drawn by B. Lopez),80,84
328,3,1:51.0,,B. Lopez makes free throw 1 of 1,80,85
329,3,1:41.0,J. Lamb makes 2-pt jump shot from 10 ft (assist by F. Kaminsky),,82,85
330,3,1:41.0,Shooting foul by N. Mirotić (drawn by J. Lamb),,82,85
331,3,1:41.0,,G. Antetokounmpo enters the game for B. Lopez,82,85
332,3,1:41.0,J. Lamb makes free throw 1 of 1,,83,85
333,3,1:27.0,,G. Antetokounmpo misses 2-pt layup from 3 ft (block by J. Lamb),83,85
334,3,1:26.0,,Offensive rebound by E. İlyasova,83,85
335,3,1:26.0,,E. İlyasova makes 2-pt layup from 1 ft,83,87
336,3,1:26.0,,Shooting foul by F. Kaminsky (drawn by E. İlyasova),83,87
337,3,1:26.0,,E. İlyasova makes free throw 1 of 1,83,88
338,3,1:18.0,Shooting foul by G. Antetokounmpo (drawn by F. Kaminsky),,83,88
339,3,1:18.0,F. Kaminsky makes free throw 1 of 2,,84,88
340,3,1:18.0,F. Kaminsky makes free throw 2 of 2,,85,88
341,3,1:04.0,,T. Snell makes 2-pt dunk from 1 ft (assist by N. Mirotić),85,90
342,3,0:42.0,Turnover by D. Graham (traveling),,85,90
343,3,0:30.0,,Shooting foul by M. Bridges (drawn by G. Antetokounmpo),85,90
344,3,0:30.0,,G. Antetokounmpo makes free throw 1 of 2,85,91
345,3,0:30.0,,G. Antetokounmpo makes free throw 2 of 2,85,92
346,3,0:08.0,D. Graham misses 2-pt layup from 4 ft (block by E. İlyasova),,85,92
347,3,0:08.0,,Defensive rebound by Team,85,92
348,3,0:08.0,,Personal foul by M. Bridges (drawn by G. Antetokounmpo),85,92
349,3,0:08.0,,G. Antetokounmpo makes free throw 1 of 2,85,93
350,3,0:08.0,K. Walker enters the game for M. Bridges,,85,93
351,3,0:08.0,M. Williams enters the game for D. Graham,,85,93
352,3,0:08.0,,D. DiVincenzo enters the game for N. Mirotić,85,93
353,3,0:08.0,,G. Antetokounmpo makes free throw 2 of 2,85,94
354,3,0:00.0,K. Walker makes 2-pt jump shot from 7 ft,,87,94
355,4,11:49.0,,Turnover by G. Antetokounmpo (bad pass; steal by D. Bacon),87,94
356,4,11:37.0,D. Bacon misses 2-pt jump shot from 20 ft,,87,94
357,4,11:32.0,,Defensive rebound by G. Antetokounmpo,87,94
358,4,11:30.0,,Shooting foul by M. Williams (drawn by G. Antetokounmpo),87,94
359,4,11:30.0,,G. Antetokounmpo makes free throw 1 of 2,87,95
360,4,11:30.0,,G. Antetokounmpo makes free throw 2 of 2,87,96
361,4,11:10.0,M. Williams misses 2-pt jump shot from 11 ft,,87,96
362,4,11:10.0,Offensive rebound by Team,,87,96
363,4,11:10.0,,Loose ball foul by E. İlyasova (drawn by C. Zeller),87,96
364,4,10:59.0,K. Walker makes 2-pt jump shot from 10 ft,,89,96
365,4,10:37.0,,G. Antetokounmpo makes 3-pt jump shot from 28 ft,89,99
366,4,10:24.0,K. Walker makes 2-pt layup from 1 ft (assist by M. Williams),,91,99
367,4,10:16.0,,G. Antetokounmpo makes 3-pt jump shot from 28 ft,91,102
368,4,9:56.0,Offensive foul by J. Lamb (drawn by E. İlyasova),,91,102
369,4,9:56.0,Turnover by J. Lamb (offensive foul),,91,102
370,4,9:56.0,N. Batum enters the game for D. Bacon,,91,102
371,4,9:43.0,,Shooting foul by C. Zeller (drawn by G. Antetokounmpo),91,102
372,4,9:43.0,,G. Antetokounmpo makes free throw 1 of 2,91,103
