,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW YORK_ACTION,CHICAGO_SCORE,NEW YORK_SCORE
0,1,11:35.0,,N. Vonleh misses 2-pt jump shot from 10 ft,0,0
1,1,11:33.0,Defensive rebound by C. Payne,,0,0
2,1,11:18.0,W. Carter misses 2-pt jump shot from 14 ft,,0,0
3,1,11:16.0,,Defensive rebound by N. Vonleh,0,0
4,1,11:07.0,,N. Vonleh misses 2-pt dunk from 2 ft (block by W. Carter),0,0
5,1,11:05.0,Defensive rebound by Z. LaVine,,0,0
6,1,10:58.0,J. Parker makes 2-pt hook shot from 4 ft,,2,0
7,1,10:38.0,,N. Vonleh misses 3-pt jump shot from 24 ft,2,0
8,1,10:37.0,Defensive rebound by Team,,2,0
9,1,10:26.0,Z. LaVine misses 3-pt jump shot from 27 ft,,2,0
10,1,10:24.0,,Defensive rebound by F. Ntilikina,2,0
11,1,10:16.0,,D. Dotson misses 3-pt jump shot from 24 ft,2,0
12,1,10:14.0,Defensive rebound by W. Carter,,2,0
13,1,9:59.0,W. Carter misses 2-pt jump shot from 11 ft,,2,0
14,1,9:58.0,,Defensive rebound by D. Dotson,2,0
15,1,9:34.0,,Shooting foul by J. Holiday (drawn by N. Vonleh),2,0
16,1,9:34.0,,N. Vonleh makes free throw 1 of 2,2,1
17,1,9:34.0,,N. Vonleh makes free throw 2 of 2,2,2
18,1,9:24.0,Turnover by W. Carter (bad pass),,2,2
19,1,9:00.0,,Turnover by N. Vonleh (bad pass),2,2
20,1,8:47.0,W. Carter misses 2-pt jump shot from 17 ft,,2,2
21,1,8:45.0,Offensive rebound by W. Carter,,2,2
22,1,8:45.0,W. Carter misses 2-pt dunk from 1 ft (block by M. Robinson),,2,2
23,1,8:43.0,,Defensive rebound by M. Robinson,2,2
24,1,8:34.0,,Def 3 sec tech foul by Team,2,2
25,1,8:34.0,,A. Trier makes technical free throw,2,3
26,1,8:28.0,,F. Ntilikina misses 3-pt jump shot from 23 ft,2,3
27,1,8:26.0,,Offensive rebound by M. Robinson,2,3
28,1,8:24.0,,M. Robinson misses 2-pt layup from 2 ft (block by Z. LaVine),2,3
29,1,8:22.0,Defensive rebound by Team,,2,3
30,1,8:05.0,Z. LaVine makes 2-pt dunk from 1 ft,,4,3
31,1,7:50.0,,F. Ntilikina misses 3-pt jump shot from 26 ft,4,3
32,1,7:48.0,Defensive rebound by J. Holiday,,4,3
33,1,7:41.0,Turnover by J. Parker (bad pass; steal by A. Trier),,4,3
34,1,7:35.0,,A. Trier misses 2-pt layup from 2 ft,4,3
35,1,7:33.0,,Offensive rebound by N. Vonleh,4,3
36,1,7:23.0,,F. Ntilikina misses 2-pt jump shot from 17 ft (block by C. Payne),4,3
37,1,7:21.0,Defensive rebound by W. Carter,,4,3
38,1,7:15.0,J. Holiday misses 3-pt jump shot from 26 ft (block by M. Robinson),,4,3
39,1,7:13.0,,Defensive rebound by M. Robinson,4,3
40,1,7:06.0,,Turnover by A. Trier (bad pass; steal by Z. LaVine),4,3
41,1,7:02.0,Z. LaVine misses 2-pt layup from 1 ft (block by A. Trier),,4,3
42,1,7:00.0,,Defensive rebound by D. Dotson,4,3
43,1,6:53.0,,D. Dotson makes 3-pt jump shot from 26 ft,4,6
44,1,6:28.0,W. Carter misses 2-pt jump shot from 18 ft,,4,6
45,1,6:26.0,,Defensive rebound by N. Vonleh,4,6
46,1,6:14.0,,N. Vonleh makes 2-pt hook shot from 4 ft,4,8
47,1,6:14.0,Chicago full timeout,,4,8
48,1,6:03.0,C. Payne makes 2-pt jump shot from 11 ft,,6,8
49,1,5:44.0,,D. Dotson makes 3-pt jump shot from 27 ft (assist by N. Vonleh),6,11
50,1,5:31.0,J. Parker makes 2-pt jump shot from 11 ft (assist by C. Payne),,8,11
51,1,5:31.0,Shooting foul by N. Vonleh (drawn by J. Parker),,8,11
52,1,5:31.0,,E. Freedom enters the game for F. Ntilikina,8,11
53,1,5:31.0,,E. Mudiay enters the game for M. Robinson,8,11
54,1,5:31.0,J. Parker makes free throw 1 of 1,,9,11
55,1,5:07.0,,A. Trier misses 3-pt jump shot from 25 ft,9,11
56,1,5:05.0,,Offensive rebound by E. Mudiay,9,11
57,1,4:55.0,,E. Freedom misses 2-pt hook shot from 3 ft,9,11
58,1,4:53.0,Defensive rebound by W. Carter,,9,11
59,1,4:42.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by J. Parker),,12,11
60,1,4:29.0,,N. Vonleh makes 3-pt jump shot from 25 ft (assist by E. Mudiay),12,14
61,1,4:21.0,Personal foul by E. Freedom (drawn by W. Carter),,12,14
62,1,4:21.0,C. Hutchison enters the game for J. Parker,,12,14
63,1,4:21.0,,M. Hezonja enters the game for A. Trier,12,14
64,1,4:12.0,J. Holiday misses 2-pt jump shot from 12 ft,,12,14
65,1,4:10.0,,Defensive rebound by E. Mudiay,12,14
66,1,3:58.0,,Turnover by E. Freedom (traveling),12,14
67,1,3:58.0,A. Blakeney enters the game for J. Holiday,,12,14
68,1,3:39.0,C. Hutchison makes 2-pt layup from 1 ft,,14,14
69,1,3:25.0,,E. Mudiay misses 2-pt jump shot from 3 ft,14,14
70,1,3:24.0,,Offensive rebound by E. Freedom,14,14
71,1,3:22.0,,D. Dotson misses 3-pt jump shot from 26 ft,14,14
72,1,3:20.0,,Offensive rebound by Team,14,14
73,1,3:20.0,C. Felício enters the game for W. Carter,,14,14
74,1,3:06.0,,E. Mudiay misses 3-pt jump shot from 25 ft,14,14
75,1,3:04.0,,Offensive rebound by E. Freedom,14,14
76,1,2:58.0,,M. Hezonja misses 2-pt layup from 4 ft,14,14
77,1,2:56.0,,Offensive rebound by N. Vonleh,14,14
78,1,2:56.0,,N. Vonleh misses 2-pt layup at rim,14,14
79,1,2:54.0,,Offensive rebound by N. Vonleh,14,14
80,1,2:52.0,,N. Vonleh misses 2-pt layup at rim (block by Z. LaVine),14,14
81,1,2:51.0,Defensive rebound by C. Felício,,14,14
82,1,2:48.0,Shooting foul by M. Hezonja (drawn by Z. LaVine),,14,14
83,1,2:48.0,,New York full timeout,14,14
84,1,2:48.0,R. Arcidiacono enters the game for C. Payne,,14,14
85,1,2:48.0,,T. Burke enters the game for D. Dotson,14,14
86,1,2:48.0,,L. Thomas enters the game for N. Vonleh,14,14
87,1,2:48.0,Z. LaVine makes free throw 1 of 2,,15,14
88,1,2:48.0,Z. LaVine makes free throw 2 of 2,,16,14
89,1,2:32.0,,L. Thomas makes 2-pt jump shot from 4 ft,16,16
90,1,2:17.0,Z. LaVine misses 2-pt layup from 1 ft,,16,16
91,1,2:15.0,,Defensive rebound by E. Freedom,16,16
92,1,2:10.0,,E. Mudiay misses 2-pt layup from 1 ft,16,16
93,1,2:08.0,,Offensive rebound by E. Mudiay,16,16
94,1,2:08.0,,E. Mudiay misses 2-pt layup at rim,16,16
95,1,2:06.0,,Offensive rebound by E. Freedom,16,16
96,1,2:05.0,,E. Freedom makes 2-pt layup at rim,16,18
97,1,1:53.0,Shooting foul by E. Mudiay (drawn by A. Blakeney),,16,18
98,1,1:53.0,A. Blakeney misses free throw 1 of 2,,16,18
99,1,1:53.0,Offensive rebound by Team,,16,18
100,1,1:53.0,A. Blakeney makes free throw 2 of 2,,17,18
101,1,1:40.0,,Turnover by T. Burke (bad pass; steal by R. Arcidiacono),17,18
102,1,1:34.0,A. Blakeney misses 3-pt jump shot from 24 ft,,17,18
103,1,1:32.0,,Defensive rebound by E. Freedom,17,18
104,1,1:25.0,,Shooting foul by C. Hutchison (drawn by E. Freedom),17,18
105,1,1:25.0,,E. Freedom makes free throw 1 of 2,17,19
106,1,1:25.0,,E. Freedom makes free throw 2 of 2,17,20
107,1,1:08.0,Z. LaVine makes 2-pt layup from 2 ft,,19,20
108,1,0:53.0,,L. Thomas misses 2-pt jump shot from 21 ft,19,20
109,1,0:51.0,Defensive rebound by C. Hutchison,,19,20
110,1,0:33.0,A. Blakeney makes 2-pt jump shot from 21 ft,,21,20
111,1,0:19.0,,Personal foul by C. Felício (drawn by E. Freedom),21,20
112,1,0:19.0,,F. Ntilikina enters the game for T. Burke,21,20
113,1,0:19.0,,E. Freedom makes free throw 1 of 2,21,21
114,1,0:19.0,,E. Freedom misses free throw 2 of 2,21,21
115,1,0:17.0,Defensive rebound by C. Felício,,21,21
116,1,0:00.0,A. Blakeney makes 3-pt jump shot from 23 ft,,24,21
117,2,11:44.0,J. Holiday misses 2-pt layup from 1 ft,,24,21
118,2,11:42.0,,Defensive rebound by E. Freedom,24,21
119,2,11:33.0,,M. Hezonja misses 2-pt layup from 2 ft,24,21
120,2,11:31.0,Defensive rebound by C. Felício,,24,21
121,2,11:19.0,C. Hutchison misses 3-pt jump shot from 23 ft,,24,21
122,2,11:17.0,,Defensive rebound by E. Freedom,24,21
123,2,11:07.0,,Personal foul by C. Felício (drawn by E. Mudiay),24,21
124,2,10:56.0,,Turnover by M. Hezonja (bad pass; steal by J. Holiday),24,21
125,2,10:49.0,R. Arcidiacono misses 3-pt jump shot from 23 ft,,24,21
126,2,10:47.0,,Defensive rebound by L. Thomas,24,21
127,2,10:33.0,,E. Freedom makes 2-pt layup at rim,24,23
128,2,10:16.0,A. Blakeney makes 2-pt jump shot from 5 ft,,26,23
129,2,10:03.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by E. Mudiay),26,25
130,2,9:48.0,Turnover by C. Hutchison (traveling),,26,25
131,2,9:48.0,,K. Knox enters the game for L. Thomas,26,25
132,2,9:29.0,,M. Hezonja makes 2-pt layup at rim (assist by E. Freedom),26,27
133,2,9:17.0,C. Felício makes 2-pt layup from 1 ft (assist by J. Holiday),,28,27
134,2,9:02.0,,K. Knox misses 2-pt layup from 4 ft,28,27
135,2,9:02.0,Defensive rebound by C. Felício,,28,27
136,2,8:53.0,Turnover by A. Blakeney (lost ball; steal by K. Knox),,28,27
137,2,8:50.0,,K. Knox makes 2-pt dunk from 2 ft,28,29
138,2,8:24.0,A. Blakeney misses 3-pt jump shot from 23 ft,,28,29
139,2,8:21.0,,Defensive rebound by E. Freedom,28,29
140,2,8:15.0,,E. Mudiay makes 2-pt jump shot from 14 ft,28,31
141,2,8:13.0,Chicago full timeout,,28,31
142,2,8:13.0,W. Carter enters the game for R. Arcidiacono,,28,31
143,2,8:13.0,J. Parker enters the game for C. Felício,,28,31
144,2,8:13.0,C. Payne enters the game for C. Hutchison,,28,31
145,2,8:13.0,,N. Vonleh enters the game for E. Freedom,28,31
146,2,8:05.0,Personal foul by M. Hezonja (drawn by J. Holiday),,28,31
147,2,7:55.0,Shooting foul by E. Mudiay (drawn by A. Blakeney),,28,31
148,2,7:55.0,A. Blakeney makes free throw 1 of 2,,29,31
149,2,7:55.0,A. Blakeney makes free throw 2 of 2,,30,31
150,2,7:44.0,,T. Burke misses 3-pt jump shot from 25 ft,30,31
151,2,7:40.0,Defensive rebound by A. Blakeney,,30,31
152,2,7:23.0,A. Blakeney makes 2-pt jump shot from 12 ft,,32,31
153,2,7:04.0,,Shooting foul by W. Carter (drawn by M. Hezonja),32,31
154,2,7:04.0,,F. Ntilikina enters the game for T. Burke,32,31
155,2,7:04.0,,A. Trier enters the game for E. Mudiay,32,31
156,2,7:04.0,,M. Hezonja makes free throw 1 of 2,32,32
157,2,7:04.0,,M. Hezonja misses free throw 2 of 2,32,32
158,2,7:02.0,Defensive rebound by J. Parker,,32,32
159,2,6:44.0,J. Parker misses 2-pt jump shot from 22 ft,,32,32
160,2,6:42.0,,Defensive rebound by N. Vonleh,32,32
161,2,6:36.0,,Turnover by K. Knox (out of bounds lost ball),32,32
