,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BROOKLYN_ACTION,ATLANTA_SCORE,BROOKLYN_SCORE
0,1,11:40.0,,J. Dudley misses 3-pt jump shot from 25 ft,0,0
1,1,11:37.0,Defensive rebound by D. Dedmon,,0,0
2,1,11:30.0,J. Collins makes 2-pt layup from 2 ft (assist by T. Young),,2,0
3,1,11:30.0,Shooting foul by J. Dudley (drawn by J. Collins),,2,0
4,1,11:30.0,J. Collins makes free throw 1 of 1,,3,0
5,1,11:21.0,,J. Harris makes 2-pt layup from 2 ft,3,2
6,1,11:09.0,J. Collins makes 2-pt hook shot from 4 ft,,5,2
7,1,10:59.0,,D. Russell makes 2-pt jump shot from 12 ft,5,4
8,1,10:47.0,T. Young makes 3-pt jump shot from 25 ft,,8,4
9,1,10:38.0,,D. Russell misses 3-pt jump shot from 27 ft,8,4
10,1,10:35.0,Defensive rebound by J. Collins,,8,4
11,1,10:15.0,J. Collins misses 2-pt layup from 3 ft (block by J. Allen),,8,4
12,1,10:11.0,,Defensive rebound by J. Dudley,8,4
13,1,10:00.0,,Turnover by D. Russell (bad pass; steal by D. Bembry),8,4
14,1,9:52.0,T. Young makes 2-pt layup from 3 ft (assist by D. Bembry),,10,4
15,1,9:52.0,,Brooklyn full timeout,10,4
16,1,9:38.0,,J. Harris misses 2-pt layup from 1 ft (block by D. Dedmon),10,4
17,1,9:35.0,,Offensive rebound by J. Harris,10,4
18,1,9:34.0,,J. Harris misses 2-pt layup from 2 ft (block by D. Dedmon),10,4
19,1,9:31.0,,Offensive rebound by J. Harris,10,4
20,1,9:28.0,,R. Kurucs misses 2-pt layup from 3 ft,10,4
21,1,9:28.0,,Offensive rebound by Team,10,4
22,1,9:28.0,,Turnover by Team (shot clock),10,4
23,1,9:16.0,D. Bembry misses 3-pt jump shot from 23 ft,,10,4
24,1,9:14.0,,Defensive rebound by J. Harris,10,4
25,1,9:02.0,,J. Dudley misses 3-pt jump shot from 23 ft,10,4
26,1,8:58.0,Defensive rebound by K. Huerter,,10,4
27,1,8:56.0,J. Collins makes 2-pt dunk from 2 ft (assist by K. Huerter),,12,4
28,1,8:56.0,Shooting foul by J. Harris (drawn by K. Huerter),,12,4
29,1,8:56.0,,S. Dinwiddie enters the game for D. Russell,12,4
30,1,8:56.0,J. Collins makes free throw 1 of 1,,13,4
31,1,8:44.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),13,7
32,1,8:28.0,D. Bembry misses 2-pt hook shot from 7 ft,,13,7
33,1,8:26.0,,Defensive rebound by J. Dudley,13,7
34,1,8:24.0,,Turnover by S. Dinwiddie (bad pass),13,7
35,1,8:14.0,,Violation by Team (kicked ball),13,7
36,1,8:03.0,Shooting foul by J. Allen (drawn by D. Bembry),,13,7
37,1,8:03.0,D. Bembry misses free throw 1 of 2,,13,7
38,1,8:03.0,Offensive rebound by Team,,13,7
39,1,8:03.0,J. Lin enters the game for K. Huerter,,13,7
40,1,8:03.0,D. Bembry misses free throw 2 of 2,,13,7
41,1,7:59.0,Offensive rebound by J. Collins,,13,7
42,1,7:56.0,J. Lin misses 3-pt jump shot from 27 ft,,13,7
43,1,7:54.0,Offensive rebound by Team,,13,7
44,1,7:44.0,D. Dedmon makes 3-pt jump shot from 23 ft (assist by T. Young),,16,7
45,1,7:27.0,,J. Harris misses 3-pt jump shot from 24 ft,16,7
46,1,7:26.0,,Offensive rebound by Team,16,7
47,1,7:26.0,A. Len enters the game for D. Dedmon,,16,7
48,1,7:18.0,,J. Allen makes 2-pt hook shot from 3 ft (assist by R. Kurucs),16,9
49,1,7:05.0,Shooting foul by R. Kurucs (drawn by J. Lin),,16,9
50,1,7:05.0,J. Lin makes free throw 1 of 2,,17,9
51,1,7:05.0,D. Hamilton enters the game for D. Bembry,,17,9
52,1,7:05.0,,S. Napier enters the game for R. Kurucs,17,9
53,1,7:05.0,J. Lin makes free throw 2 of 2,,18,9
54,1,6:54.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,18,9
55,1,6:50.0,Defensive rebound by J. Collins,,18,9
56,1,6:43.0,D. Hamilton misses 3-pt jump shot from 25 ft,,18,9
57,1,6:39.0,,Defensive rebound by J. Harris,18,9
58,1,6:34.0,,Shooting foul by J. Collins (drawn by S. Napier),18,9
59,1,6:34.0,,S. Napier makes free throw 1 of 2,18,10
60,1,6:34.0,V. Carter enters the game for J. Collins,,18,10
61,1,6:34.0,,S. Napier makes free throw 2 of 2,18,11
62,1,6:21.0,J. Lin misses 2-pt layup from 1 ft,,18,11
63,1,6:18.0,Offensive rebound by A. Len,,18,11
64,1,6:14.0,A. Len makes 2-pt layup from 3 ft (assist by T. Young),,20,11
65,1,5:48.0,,S. Napier misses 2-pt layup from 4 ft,20,11
66,1,5:45.0,Defensive rebound by D. Hamilton,,20,11
67,1,5:41.0,Shooting foul by S. Dinwiddie (drawn by A. Len),,20,11
68,1,5:41.0,A. Len makes free throw 1 of 2,,21,11
69,1,5:41.0,K. Huerter enters the game for T. Young,,21,11
70,1,5:41.0,A. Len makes free throw 2 of 2,,22,11
71,1,5:32.0,,Personal foul by D. Hamilton (drawn by J. Allen),22,11
72,1,5:32.0,,D. Carroll enters the game for J. Dudley,22,11
73,1,5:28.0,,Shooting foul by A. Len (drawn by J. Allen),22,11
74,1,5:28.0,,J. Allen makes free throw 1 of 2,22,12
75,1,5:28.0,,J. Allen makes free throw 2 of 2,22,13
76,1,5:14.0,K. Huerter misses 2-pt layup from 4 ft,,22,13
77,1,5:13.0,Offensive rebound by A. Len,,22,13
78,1,5:13.0,A. Len misses 2-pt layup at rim,,22,13
79,1,5:13.0,,Defensive rebound by Team,22,13
80,1,5:01.0,,D. Carroll misses 3-pt jump shot from 23 ft,22,13
81,1,4:58.0,,Offensive rebound by J. Allen,22,13
82,1,4:55.0,,D. Carroll misses 2-pt layup from 1 ft,22,13
83,1,4:53.0,Defensive rebound by A. Len,,22,13
84,1,4:41.0,V. Carter misses 3-pt jump shot from 25 ft,,22,13
85,1,4:38.0,,Defensive rebound by J. Harris,22,13
86,1,4:31.0,,Personal foul by V. Carter (drawn by D. Carroll),22,13
87,1,4:24.0,,J. Harris misses 2-pt layup from 2 ft,22,13
88,1,4:21.0,Defensive rebound by V. Carter,,22,13
89,1,4:17.0,J. Lin misses 2-pt jump shot from 6 ft,,22,13
90,1,4:13.0,Offensive rebound by V. Carter,,22,13
91,1,4:10.0,Shooting foul by J. Allen (drawn by J. Lin),,22,13
92,1,4:10.0,J. Lin makes free throw 1 of 2,,23,13
93,1,4:10.0,J. Lin makes free throw 2 of 2,,24,13
94,1,3:55.0,,Personal foul by V. Carter (drawn by D. Carroll),24,13
95,1,3:55.0,,D. Carroll makes free throw 1 of 2,24,14
96,1,3:55.0,,E. Davis enters the game for J. Allen,24,14
97,1,3:55.0,,D. Carroll makes free throw 2 of 2,24,15
98,1,3:46.0,Shooting foul by E. Davis (drawn by A. Len),,24,15
99,1,3:46.0,A. Len makes free throw 1 of 2,,25,15
100,1,3:46.0,A. Len makes free throw 2 of 2,,26,15
101,1,3:29.0,,S. Dinwiddie misses 2-pt jump shot from 9 ft,26,15
102,1,3:25.0,Defensive rebound by D. Hamilton,,26,15
103,1,3:20.0,D. Hamilton makes 2-pt jump shot from 10 ft,,28,15
104,1,2:56.0,,Turnover by S. Napier (lost ball; steal by J. Lin),28,15
105,1,2:55.0,Personal foul by S. Napier (drawn by J. Lin),,28,15
106,1,2:55.0,Atlanta full timeout,,28,15
107,1,2:55.0,D. Bembry enters the game for V. Carter,,28,15
108,1,2:55.0,J. Collins enters the game for K. Huerter,,28,15
109,1,2:55.0,D. Dedmon enters the game for A. Len,,28,15
110,1,2:55.0,,D. Russell enters the game for J. Harris,28,15
111,1,2:55.0,J. Lin makes free throw 1 of 2,,29,15
112,1,2:55.0,J. Lin makes free throw 2 of 2,,30,15
113,1,2:42.0,,Offensive foul by D. Carroll (drawn by D. Bembry),30,15
114,1,2:42.0,,Turnover by D. Carroll (offensive foul),30,15
115,1,2:31.0,J. Collins makes 2-pt dunk from 1 ft (assist by J. Lin),,32,15
116,1,2:18.0,,Personal foul by D. Hamilton (drawn by D. Carroll),32,15
117,1,2:18.0,,D. Carroll makes free throw 1 of 2,32,16
118,1,2:18.0,T. Young enters the game for J. Lin,,32,16
119,1,2:18.0,,D. Carroll misses free throw 2 of 2,32,16
120,1,2:13.0,Defensive rebound by D. Dedmon,,32,16
121,1,2:06.0,Shooting foul by D. Carroll (drawn by T. Young),,32,16
122,1,2:06.0,T. Young makes free throw 1 of 2,,33,16
123,1,2:06.0,T. Young makes free throw 2 of 2,,34,16
124,1,1:49.0,,S. Dinwiddie makes 2-pt layup from 2 ft,34,18
125,1,1:34.0,J. Collins makes 2-pt layup from 2 ft (assist by T. Young),,36,18
126,1,1:23.0,,S. Dinwiddie misses 2-pt layup from 1 ft,36,18
127,1,1:21.0,Defensive rebound by D. Dedmon,,36,18
128,1,1:05.0,Turnover by D. Hamilton (bad pass; steal by E. Davis),,36,18
129,1,1:01.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,36,18
130,1,0:58.0,Defensive rebound by D. Hamilton,,36,18
131,1,0:54.0,Turnover by D. Hamilton (lost ball; steal by S. Napier),,36,18
132,1,0:51.0,,D. Carroll makes 2-pt layup from 2 ft (assist by S. Napier),36,20
133,1,0:38.0,T. Young makes 2-pt layup from 1 ft,,38,20
134,1,0:28.0,,D. Russell makes 3-pt jump shot from 25 ft,38,23
135,1,0:04.0,D. Bembry misses 2-pt jump shot from 11 ft,,38,23
136,1,0:03.0,Offensive rebound by Team,,38,23
137,1,0:03.0,Turnover by Team (shot clock),,38,23
138,1,0:00.0,,S. Napier misses 3-pt jump shot from 26 ft,38,23
139,1,0:00.0,,Offensive rebound by Team,38,23
140,2,11:45.0,T. Young misses 3-pt jump shot from 26 ft,,38,23
141,2,11:41.0,,Defensive rebound by D. Carroll,38,23
