,QUARTER,TIME_REMAINING,DALLAS_ACTION,MIAMI_ACTION,DALLAS_SCORE,MIAMI_SCORE
39,1,6:48.0,J. Brunson makes 2-pt layup from 1 ft (assist by J. Jackson),,10,12
40,1,6:41.0,,D. Waiters misses 3-pt jump shot from 25 ft,10,12
41,1,6:37.0,Defensive rebound by D. Powell,,10,12
42,1,6:32.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by J. Brunson),,13,12
43,1,6:14.0,,G. Dragić misses 2-pt jump shot from 15 ft,13,12
44,1,6:12.0,Defensive rebound by D. Powell,,13,12
45,1,6:06.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,13,12
46,1,6:03.0,,Defensive rebound by B. Adebayo,13,12
47,1,5:58.0,Defensive rebound by Team,,13,12
48,1,5:58.0,,B. Adebayo misses 2-pt layup from 6 ft (block by D. Powell),13,12
49,1,5:58.0,L. Dončić enters the game for D. Harris,,13,12
50,1,5:58.0,,D. Wade enters the game for D. Jones,13,12
51,1,5:43.0,L. Dončić misses 2-pt jump shot from 9 ft,,13,12
52,1,5:40.0,,Defensive rebound by D. Wade,13,12
53,1,5:28.0,,D. Waiters makes 2-pt layup from 2 ft,13,14
54,1,5:09.0,J. Jackson misses 2-pt layup from 2 ft,,13,14
55,1,5:05.0,,Defensive rebound by B. Adebayo,13,14
56,1,5:01.0,,K. Olynyk misses 3-pt jump shot from 24 ft,13,14
57,1,4:57.0,Defensive rebound by J. Jackson,,13,14
58,1,4:51.0,Turnover by L. Dončić (bad pass),,13,14
59,1,4:51.0,M. Kleber enters the game for D. Nowitzki,,13,14
60,1,4:51.0,,J. Johnson enters the game for K. Olynyk,13,14
61,1,4:31.0,,D. Waiters misses 3-pt jump shot from 26 ft,13,14
62,1,4:27.0,Defensive rebound by D. Powell,,13,14
63,1,4:18.0,J. Brunson misses 3-pt jump shot from 26 ft,,13,14
64,1,4:14.0,Offensive rebound by D. Powell,,13,14
65,1,4:03.0,L. Dončić makes 2-pt layup from 1 ft,,15,14
66,1,4:03.0,,Miami full timeout,15,14
67,1,4:03.0,,D. Robinson enters the game for D. Waiters,15,14
68,1,3:49.0,,Offensive foul by J. Johnson (drawn by J. Brunson),15,14
69,1,3:49.0,,Turnover by J. Johnson (offensive foul),15,14
70,1,3:39.0,Turnover by M. Kleber (bad pass; steal by D. Wade),,15,14
71,1,3:32.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by G. Dragić),15,17
72,1,3:08.0,L. Dončić makes 3-pt jump shot from 26 ft,,18,17
73,1,2:55.0,,G. Dragić misses 2-pt jump shot from 14 ft,18,17
74,1,2:53.0,Defensive rebound by L. Dončić,,18,17
75,1,2:47.0,L. Dončić misses 3-pt jump shot from 26 ft,,18,17
76,1,2:44.0,,Defensive rebound by B. Adebayo,18,17
77,1,2:38.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by G. Dragić),18,19
78,1,2:21.0,J. Brunson makes 3-pt jump shot from 25 ft,,21,19
79,1,1:57.0,,G. Dragić makes 2-pt jump shot from 13 ft,21,21
80,1,1:51.0,Personal foul by G. Dragić (drawn by J. Brunson),,21,21
81,1,1:51.0,R. Broekhoff enters the game for J. Brunson,,21,21
82,1,1:51.0,T. Burke enters the game for J. Jackson,,21,21
83,1,1:51.0,S. Mejri enters the game for D. Powell,,21,21
84,1,1:51.0,,H. Whiteside enters the game for B. Adebayo,21,21
85,1,1:33.0,T. Burke misses 2-pt jump shot from 13 ft,,21,21
86,1,1:30.0,Offensive rebound by S. Mejri,,21,21
87,1,1:20.0,S. Mejri makes 2-pt layup from 1 ft (assist by L. Dončić),,23,21
88,1,1:04.0,,D. Wade makes 3-pt jump shot from 23 ft,23,24
89,1,0:54.0,R. Broekhoff makes 3-pt jump shot from 23 ft (assist by L. Dončić),,26,24
90,1,0:44.0,Violation by Team (kicked ball),,26,24
91,1,0:44.0,,K. Olynyk enters the game for G. Dragić,26,24
92,1,0:39.0,,Turnover by D. Wade (bad pass),26,24
93,1,0:36.0,L. Dončić makes 3-pt jump shot from 27 ft (assist by M. Kleber),,29,24
94,1,0:30.0,,D. Wade makes 2-pt layup from 1 ft (assist by K. Olynyk),29,26
95,1,0:21.0,M. Kleber misses 3-pt jump shot from 24 ft,,29,26
96,1,0:18.0,,Defensive rebound by J. Johnson,29,26
97,1,0:07.0,,Personal foul by M. Kleber (drawn by J. Johnson),29,26
98,1,0:07.0,D. Finney-Smith enters the game for L. Dončić,,29,26
99,1,0:02.0,,D. Robinson misses 3-pt jump shot from 25 ft,29,26
100,1,0:02.0,,Offensive rebound by Team,29,26
101,2,11:35.0,T. Burke misses 3-pt jump shot from 26 ft,,29,26
102,2,11:32.0,,Defensive rebound by H. Whiteside,29,26
103,2,11:28.0,,Personal foul by T. Burke (drawn by K. Olynyk),29,26
104,2,11:20.0,,D. Robinson misses 3-pt jump shot from 23 ft,29,26
105,2,11:17.0,Defensive rebound by S. Mejri,,29,26
106,2,11:10.0,R. Broekhoff makes 3-pt jump shot from 23 ft (assist by D. Harris),,32,26
107,2,10:53.0,,J. Johnson misses 3-pt jump shot from 25 ft,32,26
108,2,10:51.0,,Offensive rebound by H. Whiteside,32,26
109,2,10:43.0,,D. Wade misses 2-pt jump shot from 17 ft,32,26
110,2,10:41.0,Defensive rebound by S. Mejri,,32,26
111,2,10:37.0,T. Burke makes 2-pt layup from 1 ft,,34,26
112,2,10:12.0,,D. Wade misses 2-pt jump shot from 8 ft,34,26
113,2,10:11.0,Defensive rebound by M. Kleber,,34,26
114,2,10:10.0,D. Harris misses 3-pt jump shot from 25 ft,,34,26
115,2,10:09.0,,Defensive rebound by H. Whiteside,34,26
116,2,10:00.0,,Shooting foul by S. Mejri (drawn by H. Whiteside),34,26
117,2,10:00.0,,H. Whiteside misses free throw 1 of 2,34,26
118,2,10:00.0,,Offensive rebound by Team,34,26
119,2,10:00.0,D. Nowitzki enters the game for M. Kleber,,34,26
120,2,10:00.0,,H. Whiteside misses free throw 2 of 2,34,26
121,2,9:57.0,Defensive rebound by R. Broekhoff,,34,26
122,2,9:46.0,S. Mejri makes 2-pt dunk from 2 ft (assist by T. Burke),,36,26
123,2,9:28.0,,H. Whiteside makes 2-pt jump shot from 6 ft (assist by D. Wade),36,28
124,2,9:19.0,T. Burke misses 2-pt jump shot from 17 ft,,36,28
125,2,9:16.0,,Defensive rebound by K. Olynyk,36,28
126,2,9:15.0,,Shooting foul by R. Broekhoff (drawn by K. Olynyk),36,28
127,2,9:15.0,,K. Olynyk makes free throw 1 of 2,36,29
128,2,9:15.0,,K. Olynyk makes free throw 2 of 2,36,30
129,2,8:59.0,D. Harris makes 2-pt jump shot from 4 ft (assist by S. Mejri),,38,30
130,2,8:47.0,,K. Olynyk misses 2-pt hook shot from 3 ft (block by R. Broekhoff),38,30
131,2,8:45.0,,Offensive rebound by J. Johnson,38,30
132,2,8:45.0,,D. Wade misses 3-pt jump shot from 25 ft,38,30
133,2,8:45.0,Defensive rebound by Team,,38,30
134,2,8:36.0,R. Broekhoff misses 3-pt jump shot from 26 ft,,38,30
135,2,8:33.0,,Defensive rebound by K. Olynyk,38,30
136,2,8:23.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Robinson),38,32
137,2,8:03.0,T. Burke misses 3-pt jump shot from 23 ft,,38,32
138,2,7:58.0,,Defensive rebound by J. Johnson,38,32
139,2,7:55.0,,D. Robinson makes 2-pt layup from 1 ft (assist by D. Wade),38,34
140,2,7:55.0,,Shooting foul by D. Harris (drawn by D. Robinson),38,34
141,2,7:55.0,D. Powell enters the game for S. Mejri,,38,34
142,2,7:55.0,,D. Robinson makes free throw 1 of 1,38,35
143,2,7:34.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,38,35
144,2,7:31.0,Offensive rebound by D. Harris,,38,35
145,2,7:22.0,R. Broekhoff makes 3-pt jump shot from 24 ft (assist by D. Harris),,41,35
146,2,6:58.0,,D. Robinson misses 3-pt jump shot from 29 ft,41,35
147,2,6:54.0,Defensive rebound by D. Powell,,41,35
148,2,6:50.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,41,35
149,2,6:49.0,,Defensive rebound by H. Whiteside,41,35
150,2,6:35.0,,D. Robinson misses 3-pt jump shot from 23 ft,41,35
151,2,6:32.0,Defensive rebound by D. Powell,,41,35
152,2,6:25.0,D. Powell makes 3-pt jump shot from 26 ft (assist by T. Burke),,44,35
153,2,6:25.0,,Miami full timeout,44,35
154,2,6:25.0,,B. Adebayo enters the game for D. Wade,44,35
155,2,6:25.0,,D. Waiters enters the game for H. Whiteside,44,35
156,2,6:12.0,,Offensive foul by K. Olynyk (drawn by D. Harris),44,35
157,2,6:12.0,,Turnover by K. Olynyk (offensive foul),44,35
158,2,5:58.0,D. Harris misses 3-pt jump shot from 25 ft,,44,35
159,2,5:56.0,,Defensive rebound by D. Robinson,44,35
160,2,5:43.0,,K. Olynyk makes 2-pt hook shot from 6 ft (assist by J. Johnson),44,37
161,2,5:43.0,,Shooting foul by D. Harris (drawn by K. Olynyk),44,37
162,2,5:43.0,L. Dončić enters the game for D. Harris,,44,37
163,2,5:43.0,M. Kleber enters the game for D. Powell,,44,37
164,2,5:43.0,,G. Dragić enters the game for D. Robinson,44,37
165,2,5:43.0,,K. Olynyk makes free throw 1 of 1,44,38
166,2,5:24.0,T. Burke makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),,47,38
167,2,5:12.0,,D. Waiters misses 2-pt layup from 2 ft,47,38
168,2,5:07.0,,Offensive rebound by B. Adebayo,47,38
169,2,5:07.0,,B. Adebayo misses 2-pt layup at rim,47,38
170,2,5:05.0,Defensive rebound by D. Nowitzki,,47,38
171,2,5:00.0,L. Dončić makes 2-pt layup from 2 ft,,49,38
172,2,4:49.0,,G. Dragić makes 2-pt jump shot from 4 ft,49,40
173,2,4:49.0,,Shooting foul by M. Kleber (drawn by G. Dragić),49,40
174,2,4:49.0,,G. Dragić misses free throw 1 of 1,49,40
175,2,4:49.0,Defensive rebound by M. Kleber,,49,40
176,2,4:49.0,D. Finney-Smith enters the game for R. Broekhoff,,49,40
177,2,4:49.0,,D. Jones enters the game for J. Johnson,49,40
178,2,4:25.0,Turnover by L. Dončić (bad pass),,49,40
179,2,4:25.0,J. Brunson enters the game for T. Burke,,49,40
180,2,4:15.0,,Shooting foul by M. Kleber (drawn by G. Dragić),49,40
181,2,4:15.0,,G. Dragić makes free throw 1 of 2,49,41
182,2,4:15.0,J. Jackson enters the game for M. Kleber,,49,41
183,2,4:15.0,,G. Dragić makes free throw 2 of 2,49,42
184,2,4:01.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by L. Dončić),,51,42
185,2,3:56.0,,Personal foul by L. Dončić (drawn by G. Dragić),51,42
186,2,3:56.0,,G. Dragić makes free throw 1 of 2,51,43
187,2,3:56.0,D. Powell enters the game for D. Nowitzki,,51,43
188,2,3:56.0,,G. Dragić makes free throw 2 of 2,51,44
189,2,3:46.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,51,44
190,2,3:43.0,,Defensive rebound by B. Adebayo,51,44
191,2,3:31.0,,B. Adebayo makes 2-pt layup from 1 ft (assist by K. Olynyk),51,46
192,2,3:10.0,J. Jackson makes 2-pt layup at rim (assist by D. Powell),,53,46
193,2,2:57.0,,Turnover by G. Dragić (bad pass; steal by D. Finney-Smith),53,46
194,2,2:52.0,J. Jackson makes 2-pt dunk from 1 ft (assist by D. Finney-Smith),,55,46
195,2,2:31.0,,K. Olynyk misses 3-pt jump shot from 25 ft,55,46
196,2,2:29.0,Defensive rebound by J. Brunson,,55,46
197,2,2:24.0,D. Powell makes 2-pt dunk from 2 ft (assist by J. Brunson),,57,46
198,2,2:24.0,,Miami full timeout,57,46
199,2,2:24.0,,D. Wade enters the game for K. Olynyk,57,46
200,2,2:13.0,,D. Jones makes 2-pt dunk from 1 ft (assist by G. Dragić),57,48
201,2,2:13.0,,Shooting foul by D. Finney-Smith (drawn by D. Jones),57,48
202,2,2:13.0,,D. Jones makes free throw 1 of 1,57,49
203,2,2:04.0,J. Brunson misses 3-pt jump shot from 25 ft,,57,49
204,2,2:01.0,,Defensive rebound by G. Dragić,57,49
205,2,1:58.0,,G. Dragić misses 2-pt layup from 1 ft,57,49
206,2,1:54.0,Defensive rebound by J. Jackson,,57,49
207,2,1:43.0,L. Dončić misses 3-pt jump shot from 25 ft,,57,49
208,2,1:41.0,,Defensive rebound by G. Dragić,57,49
209,2,1:34.0,,B. Adebayo misses 2-pt layup from 1 ft,57,49
210,2,1:32.0,Defensive rebound by L. Dončić,,57,49
211,2,1:31.0,Personal foul by D. Jones (drawn by L. Dončić),,57,49
212,2,1:31.0,,J. Johnson enters the game for D. Jones,57,49
213,2,1:26.0,D. Finney-Smith misses 2-pt jump shot from 21 ft,,57,49
214,2,1:22.0,,Defensive rebound by B. Adebayo,57,49
215,2,1:03.0,,D. Waiters misses 3-pt jump shot from 25 ft,57,49
216,2,1:01.0,Defensive rebound by L. Dončić,,57,49
217,2,0:53.0,J. Jackson misses 3-pt jump shot from 23 ft,,57,49
218,2,0:51.0,,Defensive rebound by D. Waiters,57,49
219,2,0:38.0,,Offensive foul by B. Adebayo (drawn by J. Brunson),57,49
220,2,0:38.0,,Turnover by B. Adebayo (offensive foul),57,49
221,2,0:34.0,D. Powell misses 3-pt jump shot from 26 ft,,57,49
222,2,0:30.0,,Defensive rebound by B. Adebayo,57,49
223,2,0:08.0,,D. Waiters misses 2-pt layup from 1 ft,57,49
224,2,0:05.0,Defensive rebound by L. Dončić,,57,49
225,2,0:00.0,L. Dončić misses 2-pt hook shot from 6 ft,,57,49
226,2,0:00.0,Offensive rebound by D. Finney-Smith,,57,49
227,2,0:00.0,D. Finney-Smith makes 2-pt dunk from 1 ft,,59,49
228,3,11:36.0,Shooting foul by B. Adebayo (drawn by L. Dončić),,59,49
229,3,11:36.0,L. Dončić misses free throw 1 of 2,,59,49
230,3,11:36.0,Offensive rebound by Team,,59,49
231,3,11:36.0,L. Dončić makes free throw 2 of 2,,60,49
232,3,11:24.0,,B. Adebayo misses 2-pt dunk from 1 ft,60,49
233,3,11:18.0,,Offensive rebound by B. Adebayo,60,49
234,3,11:18.0,,B. Adebayo makes 2-pt layup from 1 ft,60,51
235,3,11:09.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,60,51
236,3,11:05.0,,Defensive rebound by K. Olynyk,60,51
237,3,11:01.0,,G. Dragić misses 2-pt jump shot from 22 ft,60,51
238,3,11:00.0,Defensive rebound by J. Brunson,,60,51
239,3,10:57.0,D. Powell misses 2-pt layup from 2 ft,,60,51
240,3,10:54.0,,Defensive rebound by D. Jones,60,51
241,3,10:41.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by D. Jones),60,54
242,3,10:33.0,Turnover by L. Dončić (traveling),,60,54
243,3,10:22.0,,D. Waiters makes 2-pt layup from 1 ft (assist by G. Dragić),60,56
244,3,10:22.0,Dallas full timeout,,60,56
245,3,10:05.0,L. Dončić misses 2-pt jump shot from 5 ft (block by D. Jones),,60,56
246,3,10:01.0,,Defensive rebound by K. Olynyk,60,56
247,3,9:58.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by B. Adebayo),60,59
248,3,9:47.0,J. Brunson makes 2-pt jump shot from 14 ft,,62,59
249,3,9:29.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by G. Dragić),62,62
250,3,9:13.0,Personal foul by D. Waiters (drawn by D. Powell),,62,62
251,3,9:02.0,J. Brunson makes 2-pt jump shot from 2 ft (assist by L. Dončić),,64,62
252,3,8:41.0,,B. Adebayo makes 2-pt dunk at rim (assist by G. Dragić),64,64
253,3,8:22.0,J. Brunson misses 3-pt jump shot from 26 ft,,64,64
254,3,8:19.0,,Defensive rebound by G. Dragić,64,64
255,3,8:11.0,,Offensive foul by G. Dragić (drawn by J. Brunson),64,64
256,3,8:11.0,,Turnover by G. Dragić (offensive foul),64,64
257,3,7:52.0,L. Dončić misses 3-pt jump shot from 28 ft,,64,64
258,3,7:49.0,,Defensive rebound by G. Dragić,64,64
259,3,7:43.0,,D. Waiters misses 3-pt jump shot from 27 ft,64,64
260,3,7:35.0,Defensive rebound by D. Nowitzki,,64,64
261,3,7:33.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,64,64
262,3,7:31.0,Offensive rebound by J. Jackson,,64,64
263,3,7:27.0,J. Jackson makes 2-pt layup at rim,,66,64
264,3,7:13.0,,G. Dragić makes 2-pt jump shot from 13 ft,66,66
265,3,6:51.0,L. Dončić misses 2-pt jump shot from 4 ft,,66,66
266,3,6:45.0,,Defensive rebound by G. Dragić,66,66
267,3,6:44.0,,Turnover by D. Waiters (lost ball; steal by J. Brunson),66,66
268,3,6:43.0,Personal foul by K. Olynyk (drawn by J. Brunson),,66,66
269,3,6:35.0,L. Dončić makes 3-pt jump shot from 27 ft (assist by J. Brunson),,69,66
270,3,6:18.0,,G. Dragić misses 3-pt jump shot from 25 ft,69,66
271,3,6:14.0,Defensive rebound by D. Powell,,69,66
272,3,6:06.0,Personal foul by D. Waiters (drawn by D. Powell),,69,66
273,3,6:01.0,J. Brunson misses 2-pt jump shot from 19 ft (block by G. Dragić),,69,66
274,3,5:56.0,,Defensive rebound by D. Waiters,69,66
275,3,5:54.0,,D. Waiters makes 2-pt layup from 2 ft,69,68
276,3,5:54.0,,Shooting foul by J. Jackson (drawn by D. Waiters),69,68
277,3,5:54.0,M. Kleber enters the game for D. Powell,,69,68
278,3,5:54.0,,D. Wade enters the game for D. Jones,69,68
279,3,5:54.0,,D. Waiters makes free throw 1 of 1,69,69
280,3,5:31.0,Shooting foul by K. Olynyk (drawn by J. Brunson),,69,69
281,3,5:31.0,J. Brunson makes free throw 1 of 2,,70,69
282,3,5:31.0,,D. Jones enters the game for K. Olynyk,70,69
283,3,5:31.0,J. Brunson misses free throw 2 of 2,,70,69
284,3,5:29.0,,Defensive rebound by B. Adebayo,70,69
285,3,5:13.0,,D. Jones misses 3-pt jump shot from 24 ft,70,69
286,3,5:09.0,Defensive rebound by D. Nowitzki,,70,69
287,3,4:56.0,Shooting foul by D. Wade (drawn by L. Dončić),,70,69
288,3,4:56.0,L. Dončić makes free throw 1 of 2,,71,69
289,3,4:56.0,S. Mejri enters the game for D. Nowitzki,,71,69
290,3,4:56.0,L. Dončić makes free throw 2 of 2,,72,69
291,3,4:42.0,,D. Jones misses 3-pt jump shot from 23 ft,72,69
292,3,4:39.0,Defensive rebound by L. Dončić,,72,69
293,3,4:37.0,Turnover by L. Dončić (bad pass),,72,69
294,3,4:15.0,,D. Waiters misses 3-pt jump shot from 23 ft,72,69
295,3,4:12.0,Defensive rebound by M. Kleber,,72,69
296,3,4:04.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by S. Mejri),,75,69
297,3,4:03.0,,Miami full timeout,75,69
298,3,4:03.0,,J. Johnson enters the game for D. Jones,75,69
299,3,3:54.0,,D. Wade misses 2-pt jump shot from 5 ft,75,69
300,3,3:51.0,Defensive rebound by L. Dončić,,75,69
301,3,3:43.0,S. Mejri misses 3-pt jump shot from 24 ft,,75,69
302,3,3:40.0,Offensive rebound by M. Kleber,,75,69
303,3,3:33.0,L. Dončić makes 2-pt layup from 1 ft,,77,69
304,3,3:10.0,,G. Dragić makes 2-pt layup from 1 ft (assist by B. Adebayo),77,71
305,3,2:53.0,Shooting foul by G. Dragić (drawn by J. Brunson),,77,71
306,3,2:53.0,J. Brunson misses free throw 1 of 2,,77,71
307,3,2:53.0,Offensive rebound by Team,,77,71
308,3,2:53.0,T. Burke enters the game for L. Dončić,,77,71
309,3,2:53.0,,D. Robinson enters the game for B. Adebayo,77,71
310,3,2:53.0,,H. Whiteside enters the game for G. Dragić,77,71
311,3,2:53.0,J. Brunson misses free throw 2 of 2,,77,71
312,3,2:50.0,Offensive rebound by M. Kleber,,77,71
313,3,2:40.0,T. Burke misses 2-pt jump shot from 18 ft,,77,71
314,3,2:37.0,,Defensive rebound by D. Wade,77,71
315,3,2:36.0,,Personal foul by S. Mejri (drawn by H. Whiteside),77,71
316,3,2:27.0,,D. Robinson misses 3-pt jump shot from 25 ft,77,71
317,3,2:22.0,Defensive rebound by M. Kleber,,77,71
318,3,2:15.0,Turnover by J. Brunson (lost ball; steal by D. Wade),,77,71
319,3,2:09.0,,Shooting foul by J. Brunson (drawn by D. Waiters),77,71
320,3,2:09.0,,D. Waiters makes free throw 1 of 2,77,72
321,3,2:09.0,,D. Waiters misses free throw 2 of 2,77,72
322,3,2:06.0,Defensive rebound by S. Mejri,,77,72
323,3,1:46.0,Shooting foul by J. Johnson (drawn by M. Kleber),,77,72
324,3,1:46.0,M. Kleber makes free throw 1 of 2,,78,72
325,3,1:46.0,C. Lee enters the game for J. Brunson,,78,72
326,3,1:46.0,M. Kleber makes free throw 2 of 2,,79,72
327,3,1:33.0,,D. Waiters misses 2-pt layup from 1 ft,79,72
328,3,1:33.0,,Offensive rebound by H. Whiteside,79,72
329,3,1:33.0,,H. Whiteside makes 2-pt layup from 1 ft,79,74
330,3,1:33.0,,Shooting foul by S. Mejri (drawn by H. Whiteside),79,74
331,3,1:33.0,,H. Whiteside makes free throw 1 of 1,79,75
332,3,1:15.0,Turnover by C. Lee (bad pass; steal by D. Wade),,79,75
333,3,1:02.0,,D. Robinson misses 3-pt jump shot from 25 ft,79,75
334,3,0:58.0,Defensive rebound by M. Kleber,,79,75
335,3,0:58.0,Turnover by T. Burke (out of bounds lost ball),,79,75
336,3,0:46.0,,D. Wade misses 2-pt jump shot from 6 ft,79,75
337,3,0:44.0,Defensive rebound by M. Kleber,,79,75
338,3,0:39.0,M. Kleber makes 3-pt jump shot from 28 ft (assist by T. Burke),,82,75
339,3,0:32.0,,D. Waiters misses 3-pt jump shot from 25 ft,82,75
340,3,0:30.0,Defensive rebound by S. Mejri,,82,75
341,3,0:19.0,S. Mejri misses 3-pt jump shot from 27 ft,,82,75
342,3,0:14.0,,Defensive rebound by H. Whiteside,82,75
343,4,11:46.0,,D. Wade misses 2-pt layup from 2 ft,82,75
344,4,11:43.0,Defensive rebound by S. Mejri,,82,75
345,4,11:38.0,Turnover by R. Broekhoff (bad pass; steal by D. Robinson),,82,75
346,4,11:27.0,,G. Dragić makes 2-pt jump shot from 4 ft,82,77
347,4,11:13.0,T. Burke misses 3-pt jump shot from 26 ft,,82,77
348,4,11:11.0,,Defensive rebound by G. Dragić,82,77
349,4,10:59.0,,J. Johnson makes 2-pt layup from 2 ft (assist by H. Whiteside),82,79
350,4,10:40.0,C. Lee misses 2-pt jump shot from 16 ft,,82,79
351,4,10:40.0,Offensive rebound by Team,,82,79
352,4,10:39.0,,Loose ball foul by J. Johnson (drawn by S. Mejri),82,79
353,4,10:24.0,R. Broekhoff misses 3-pt jump shot from 24 ft,,82,79
354,4,10:22.0,Offensive rebound by S. Mejri,,82,79
355,4,10:12.0,C. Lee misses 3-pt jump shot from 26 ft,,82,79
356,4,10:09.0,,Defensive rebound by H. Whiteside,82,79
357,4,10:00.0,,D. Robinson misses 2-pt jump shot from 17 ft,82,79
358,4,9:54.0,Defensive rebound by S. Mejri,,82,79
359,4,9:43.0,S. Mejri misses 2-pt dunk from 1 ft,,82,79
360,4,9:39.0,,Defensive rebound by H. Whiteside,82,79
361,4,9:35.0,,D. Wade misses 2-pt layup from 1 ft,82,79
362,4,9:30.0,Defensive rebound by S. Mejri,,82,79
363,4,9:28.0,R. Broekhoff misses 3-pt jump shot from 26 ft,,82,79
364,4,9:26.0,,Defensive rebound by Team,82,79
365,4,9:26.0,Loose ball foul by S. Mejri (drawn by H. Whiteside),,82,79
366,4,9:26.0,D. Nowitzki enters the game for M. Kleber,,82,79
367,4,9:26.0,D. Powell enters the game for S. Mejri,,82,79
368,4,9:12.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by G. Dragić),82,82
369,4,8:49.0,C. Lee misses 2-pt dunk from 1 ft (block by J. Johnson),,82,82
370,4,8:42.0,Offensive rebound by D. Powell,,82,82
371,4,8:40.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Powell),,85,82
372,4,8:31.0,,D. Wade misses 2-pt jump shot from 4 ft,85,82
373,4,8:30.0,,Offensive rebound by H. Whiteside,85,82
374,4,8:30.0,,H. Whiteside makes 2-pt layup from 3 ft,85,84
375,4,8:30.0,,Shooting foul by D. Nowitzki (drawn by H. Whiteside),85,84
376,4,8:30.0,,H. Whiteside makes free throw 1 of 1,85,85
377,4,8:15.0,D. Powell misses 2-pt layup from 1 ft,,85,85
378,4,8:12.0,Offensive rebound by T. Burke,,85,85
379,4,8:10.0,D. Nowitzki makes 3-pt jump shot from 27 ft (assist by T. Burke),,88,85
380,4,7:54.0,,G. Dragić makes 2-pt jump shot from 6 ft,88,87
