,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,TORONTO_ACTION,OKLAHOMA CITY_SCORE,TORONTO_SCORE
0,1,11:43.0,J. Grant misses 2-pt jump shot from 18 ft,,0,0
1,1,11:39.0,,Defensive rebound by K. Leonard,0,0
2,1,11:23.0,,Personal foul by P. George (drawn by K. Leonard),0,0
3,1,11:13.0,,Turnover by P. Siakam (bad pass; steal by P. George),0,0
4,1,10:59.0,J. Grant misses 2-pt layup from 1 ft (block by M. Gasol),,0,0
5,1,10:55.0,,Defensive rebound by M. Gasol,0,0
6,1,10:41.0,,P. Siakam makes 3-pt jump shot from 24 ft (assist by M. Gasol),0,3
7,1,10:23.0,Personal foul by K. Leonard (drawn by P. George),,0,3
8,1,10:12.0,R. Westbrook misses 3-pt jump shot from 23 ft,,0,3
9,1,10:09.0,,Defensive rebound by M. Gasol,0,3
10,1,10:03.0,,Turnover by M. Gasol (bad pass),0,3
11,1,9:49.0,P. George makes 2-pt jump shot from 11 ft,,2,3
12,1,9:49.0,Shooting foul by D. Green (drawn by P. George),,2,3
13,1,9:49.0,P. George makes free throw 1 of 1,,3,3
14,1,9:37.0,,K. Leonard misses 2-pt jump shot from 17 ft,3,3
15,1,9:34.0,Defensive rebound by T. Ferguson,,3,3
16,1,9:27.0,R. Westbrook misses 2-pt layup from 1 ft,,3,3
17,1,9:23.0,Offensive rebound by R. Westbrook,,3,3
18,1,9:23.0,R. Westbrook makes 2-pt layup at rim,,5,3
19,1,9:06.0,,Personal foul by S. Adams (drawn by M. Gasol),5,3
20,1,8:53.0,,K. Leonard makes 3-pt jump shot from 27 ft (assist by M. Gasol),5,6
21,1,8:33.0,Turnover by S. Adams (3 sec),,5,6
22,1,8:12.0,,K. Leonard makes 2-pt layup from 1 ft (assist by P. Siakam),5,8
23,1,7:59.0,J. Grant misses 3-pt jump shot from 24 ft,,5,8
24,1,7:56.0,Offensive rebound by P. George,,5,8
25,1,7:47.0,P. George misses 2-pt layup from 2 ft,,5,8
26,1,7:43.0,Offensive rebound by S. Adams,,5,8
27,1,7:41.0,S. Adams misses 2-pt layup at rim,,5,8
28,1,7:41.0,,Defensive rebound by D. Green,5,8
29,1,7:35.0,,D. Green makes 3-pt jump shot from 24 ft (assist by M. Gasol),5,11
30,1,7:24.0,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,8,11
31,1,6:57.0,,Turnover by K. Leonard (lost ball; steal by P. George),8,11
32,1,6:57.0,Personal take foul by K. Leonard (drawn by J. Grant),,8,11
33,1,6:57.0,,Toronto full timeout,8,11
34,1,6:38.0,T. Ferguson misses 3-pt jump shot from 24 ft,,8,11
35,1,6:35.0,,Defensive rebound by K. Leonard,8,11
36,1,6:33.0,,Turnover by K. Leonard (lost ball; steal by R. Westbrook),8,11
37,1,6:25.0,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),,10,11
38,1,6:09.0,,K. Leonard misses 3-pt jump shot from 27 ft,10,11
39,1,6:07.0,Defensive rebound by R. Westbrook,,10,11
