,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,OKLAHOMA CITY_ACTION,CHARLOTTE_SCORE,OKLAHOMA CITY_SCORE
386,4,6:30.0,,R. Westbrook misses 3-pt jump shot from 25 ft,88,93
387,4,6:27.0,Defensive rebound by M. Williams,,88,93
388,4,6:11.0,J. Lamb makes 2-pt jump shot from 11 ft,,90,93
389,4,5:58.0,,J. Grant misses 3-pt jump shot from 26 ft,90,93
390,4,5:54.0,Defensive rebound by D. Graham,,90,93
391,4,5:41.0,K. Walker misses 3-pt jump shot from 25 ft,,90,93
392,4,5:38.0,Offensive rebound by M. Williams,,90,93
393,4,5:37.0,M. Williams makes 2-pt layup from 1 ft,,92,93
394,4,5:24.0,,R. Westbrook misses 2-pt jump shot from 12 ft,92,93
395,4,5:23.0,,Offensive rebound by Team,92,93
396,4,5:23.0,Loose ball foul by M. Williams (drawn by S. Adams),,92,93
397,4,5:23.0,,D. Schröder enters the game for D. Burton,92,93
398,4,5:12.0,,P. George makes 3-pt jump shot from 23 ft,92,96
399,4,4:44.0,K. Walker misses 2-pt jump shot from 7 ft,,92,96
400,4,4:42.0,,Defensive rebound by R. Westbrook,92,96
401,4,4:37.0,,Shooting foul by K. Walker (drawn by J. Grant),92,96
402,4,4:37.0,,J. Grant makes free throw 1 of 2,92,97
403,4,4:37.0,,J. Grant misses free throw 2 of 2,92,97
404,4,4:35.0,Defensive rebound by D. Graham,,92,97
405,4,4:16.0,C. Zeller misses 2-pt jump shot from 6 ft,,92,97
406,4,4:15.0,,Defensive rebound by Team,92,97
407,4,4:05.0,,D. Schröder misses 3-pt jump shot from 23 ft,92,97
408,4,4:03.0,Defensive rebound by Team,,92,97
409,4,4:03.0,Charlotte full timeout,,92,97
410,4,3:49.0,K. Walker makes 3-pt jump shot from 25 ft (assist by C. Zeller),,95,97
411,4,3:31.0,,R. Westbrook makes 2-pt jump shot from 2 ft (assist by P. George),95,99
412,4,3:31.0,,Shooting foul by C. Zeller (drawn by R. Westbrook),95,99
413,4,3:31.0,Charlotte full timeout,,95,99
414,4,3:31.0,,R. Westbrook makes free throw 1 of 1,95,100
415,4,3:21.0,D. Graham misses 3-pt jump shot from 24 ft,,95,100
416,4,3:18.0,Offensive rebound by M. Williams,,95,100
417,4,3:18.0,Turnover by J. Lamb (step out of bounds),,95,100
418,4,3:12.0,,D. Schröder misses 3-pt jump shot from 26 ft,95,100
419,4,3:08.0,Defensive rebound by J. Lamb,,95,100
420,4,2:55.0,J. Lamb makes 2-pt layup from 2 ft (assist by C. Zeller),,97,100
421,4,2:32.0,,P. George makes 2-pt jump shot from 10 ft,97,102
422,4,2:17.0,K. Walker misses 2-pt layup from 1 ft,,97,102
423,4,2:15.0,,Defensive rebound by J. Grant,97,102
424,4,2:07.0,,R. Westbrook misses 2-pt jump shot from 14 ft,97,102
425,4,2:03.0,Defensive rebound by M. Williams,,97,102
426,4,1:54.0,J. Lamb misses 2-pt layup from 3 ft,,97,102
427,4,1:52.0,,Defensive rebound by S. Adams,97,102
428,4,1:49.0,,Shooting foul by K. Walker (drawn by R. Westbrook),97,102
429,4,1:49.0,,R. Westbrook misses free throw 1 of 2,97,102
430,4,1:49.0,,Offensive rebound by Team,97,102
431,4,1:49.0,,R. Westbrook makes free throw 2 of 2,97,103
432,4,1:34.0,K. Walker makes 2-pt layup from 1 ft,,99,103
433,4,1:22.0,,R. Westbrook misses 3-pt jump shot from 26 ft,99,103
434,4,1:19.0,,Offensive rebound by S. Adams,99,103
435,4,1:13.0,,Turnover by R. Westbrook (lost ball; steal by K. Walker),99,103
436,4,1:11.0,D. Graham makes 2-pt layup from 1 ft (assist by J. Lamb),,101,103
437,4,0:56.0,,D. Schröder makes 2-pt jump shot from 18 ft,101,105
438,4,0:37.0,M. Williams makes 3-pt jump shot from 26 ft (assist by C. Zeller),,104,105
439,4,0:20.0,,R. Westbrook misses 2-pt layup from 5 ft (block by K. Walker),104,105
440,4,0:20.0,Defensive rebound by Team,,104,105
441,4,0:20.0,Charlotte full timeout,,104,105
442,4,0:14.0,M. Williams misses 3-pt jump shot from 22 ft,,104,105
443,4,0:11.0,,Defensive rebound by R. Westbrook,104,105
444,4,0:11.0,,Personal take foul by C. Zeller (drawn by R. Westbrook),104,105
445,4,0:11.0,,R. Westbrook makes free throw 1 of 2,104,106
446,4,0:11.0,F. Kaminsky enters the game for J. Lamb,,104,106
447,4,0:11.0,,R. Westbrook makes free throw 2 of 2,104,107
448,4,0:11.0,Charlotte full timeout,,104,107
449,4,0:11.0,J. Lamb enters the game for F. Kaminsky,,104,107
450,4,0:09.0,Personal foul by R. Westbrook (drawn by K. Walker),,104,107
451,4,0:03.0,K. Walker misses 3-pt jump shot from 25 ft,,104,107
452,4,0:02.0,,Defensive rebound by R. Westbrook,104,107
453,4,0:02.0,,Personal take foul by D. Graham (drawn by R. Westbrook),104,107
454,4,0:02.0,,R. Westbrook makes free throw 1 of 2,104,108
455,4,0:02.0,,R. Westbrook makes free throw 2 of 2,104,109
