,QUARTER,TIME_REMAINING,TORONTO_ACTION,DALLAS_ACTION,TORONTO_SCORE,DALLAS_SCORE
123,2,9:54.0,,Defensive rebound by M. Kleber,43,37
124,2,9:50.0,,D. Harris misses 3-pt jump shot from 26 ft,43,37
125,2,9:47.0,Defensive rebound by P. Siakam,,43,37
126,2,9:42.0,P. Siakam misses 2-pt layup from 6 ft,,43,37
127,2,9:40.0,,Defensive rebound by L. Dončić,43,37
128,2,9:34.0,,D. Harris misses 2-pt layup from 3 ft,43,37
129,2,9:32.0,Defensive rebound by P. Siakam,,43,37
130,2,9:32.0,Personal take foul by D. Nowitzki (drawn by P. Siakam),,43,37
131,2,9:22.0,Shooting foul by D. Nowitzki (drawn by N. Powell),,43,37
132,2,9:22.0,N. Powell makes free throw 1 of 2,,44,37
133,2,9:22.0,N. Powell makes free throw 2 of 2,,45,37
134,2,9:10.0,,Shooting foul by O. Anunoby (drawn by D. Nowitzki),45,37
135,2,9:10.0,,D. Nowitzki misses free throw 1 of 2,45,37
136,2,9:10.0,,Offensive rebound by Team,45,37
137,2,9:10.0,,D. Nowitzki makes free throw 2 of 2,45,38
138,2,8:59.0,Personal foul by D. Nowitzki (drawn by N. Powell),,45,38
139,2,8:59.0,,D. Powell enters the game for D. Nowitzki,45,38
140,2,8:52.0,K. Lowry misses 3-pt jump shot from 26 ft,,45,38
141,2,8:48.0,,Defensive rebound by L. Dončić,45,38
142,2,8:41.0,,L. Dončić makes 3-pt jump shot from 28 ft,45,41
143,2,8:16.0,O. Anunoby makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,48,41
144,2,8:07.0,,Personal foul by N. Powell (drawn by M. Kleber),48,41
145,2,8:07.0,D. Wright enters the game for N. Powell,,48,41
146,2,7:57.0,,M. Kleber misses 3-pt jump shot from 23 ft,48,41
147,2,7:53.0,Defensive rebound by P. Siakam,,48,41
148,2,7:48.0,D. Wright makes 3-pt jump shot from 23 ft (assist by K. Lowry),,51,41
149,2,7:47.0,,Dallas full timeout,51,41
150,2,7:32.0,,L. Dončić makes 2-pt jump shot from 10 ft,51,43
151,2,7:32.0,,Shooting foul by K. Lowry (drawn by L. Dončić),51,43
152,2,7:32.0,,L. Dončić misses free throw 1 of 1,51,43
153,2,7:28.0,Defensive rebound by O. Anunoby,,51,43
154,2,7:19.0,Personal foul by M. Kleber (drawn by P. Siakam),,51,43
155,2,7:19.0,P. Siakam makes free throw 1 of 2,,52,43
156,2,7:19.0,K. Leonard enters the game for O. Anunoby,,52,43
157,2,7:19.0,,W. Matthews enters the game for D. Powell,52,43
158,2,7:19.0,P. Siakam makes free throw 2 of 2,,53,43
159,2,7:09.0,,L. Dončić makes 2-pt layup from 1 ft,53,45
160,2,7:03.0,Shooting foul by L. Dončić (drawn by D. Wright),,53,45
161,2,7:03.0,D. Wright misses free throw 1 of 2,,53,45
162,2,7:03.0,Offensive rebound by Team,,53,45
163,2,7:03.0,S. Ibaka enters the game for P. Siakam,,53,45
164,2,7:03.0,,H. Barnes enters the game for L. Dončić,53,45
165,2,7:03.0,,D. Jordan enters the game for D. Harris,53,45
166,2,7:03.0,,D. Smith enters the game for M. Kleber,53,45
167,2,7:03.0,D. Wright makes free throw 2 of 2,,54,45
168,2,6:56.0,,Personal foul by D. Wright (drawn by W. Matthews),54,45
169,2,6:56.0,,W. Matthews makes free throw 1 of 2,54,46
170,2,6:56.0,,W. Matthews misses free throw 2 of 2,54,46
171,2,6:53.0,Defensive rebound by S. Ibaka,,54,46
172,2,6:37.0,K. Lowry misses 3-pt jump shot from 24 ft,,54,46
173,2,6:34.0,,Defensive rebound by W. Matthews,54,46
174,2,6:23.0,,Turnover by W. Matthews (bad pass; steal by K. Lowry),54,46
175,2,6:20.0,D. Wright makes 2-pt layup at rim,,56,46
176,2,5:59.0,,H. Barnes makes 2-pt layup from 1 ft (assist by D. Jordan),56,48
177,2,5:49.0,D. Wright misses 2-pt layup at rim,,56,48
178,2,5:48.0,,Defensive rebound by H. Barnes,56,48
179,2,5:45.0,,D. Finney-Smith makes 2-pt jump shot from 4 ft (assist by H. Barnes),56,50
180,2,5:45.0,,Shooting foul by F. VanVleet (drawn by D. Finney-Smith),56,50
181,2,5:45.0,D. Green enters the game for F. VanVleet,,56,50
182,2,5:45.0,,D. Finney-Smith misses free throw 1 of 1,56,50
183,2,5:43.0,Defensive rebound by S. Ibaka,,56,50
184,2,5:25.0,Turnover by D. Wright (lost ball; steal by H. Barnes),,56,50
185,2,5:20.0,,D. Smith misses 2-pt layup from 1 ft (block by D. Wright),56,50
186,2,5:17.0,Defensive rebound by K. Lowry,,56,50
187,2,5:10.0,S. Ibaka makes 2-pt hook shot from 3 ft (assist by K. Lowry),,58,50
188,2,4:43.0,,D. Jordan misses 2-pt jump shot from 17 ft,58,50
189,2,4:41.0,,Offensive rebound by D. Finney-Smith,58,50
190,2,4:34.0,,Turnover by D. Jordan (bad pass),58,50
191,2,4:18.0,K. Leonard makes 2-pt jump shot from 16 ft,,60,50
192,2,3:58.0,,D. Smith misses 3-pt jump shot from 25 ft,60,50
193,2,3:56.0,Defensive rebound by D. Green,,60,50
194,2,3:49.0,K. Leonard misses 2-pt jump shot from 20 ft,,60,50
195,2,3:46.0,,Defensive rebound by D. Jordan,60,50
196,2,3:24.0,,Shooting foul by K. Lowry (drawn by D. Jordan),60,50
197,2,3:24.0,,D. Jordan misses free throw 1 of 2,60,50
198,2,3:24.0,,Offensive rebound by Team,60,50
199,2,3:24.0,P. Siakam enters the game for K. Lowry,,60,50
200,2,3:24.0,,L. Dončić enters the game for D. Finney-Smith,60,50
201,2,3:24.0,,D. Jordan misses free throw 2 of 2,60,50
202,2,3:22.0,Defensive rebound by S. Ibaka,,60,50
203,2,3:18.0,Toronto full timeout,,60,50
204,2,3:12.0,D. Green misses 3-pt jump shot from 23 ft,,60,50
205,2,3:10.0,Offensive rebound by D. Green,,60,50
206,2,3:05.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Siakam),,63,50
207,2,2:45.0,,H. Barnes misses 2-pt hook shot from 6 ft (block by S. Ibaka),63,50
208,2,2:43.0,,Offensive rebound by Team,63,50
209,2,2:41.0,,Personal foul by P. Siakam (drawn by H. Barnes),63,50
210,2,2:41.0,,H. Barnes makes free throw 1 of 2,63,51
211,2,2:41.0,,H. Barnes makes free throw 2 of 2,63,52
212,2,2:29.0,Shooting foul by W. Matthews (drawn by K. Leonard),,63,52
213,2,2:29.0,K. Leonard makes free throw 1 of 2,,64,52
214,2,2:29.0,K. Leonard makes free throw 2 of 2,,65,52
215,2,2:22.0,,H. Barnes misses 2-pt layup from 5 ft,65,52
216,2,2:19.0,,Offensive rebound by Team,65,52
217,2,2:19.0,,Personal foul by P. Siakam (drawn by D. Jordan),65,52
218,2,2:19.0,,D. Jordan makes free throw 1 of 2,65,53
219,2,2:19.0,,D. Jordan makes free throw 2 of 2,65,54
220,2,2:05.0,S. Ibaka misses 2-pt jump shot from 17 ft,,65,54
221,2,2:02.0,,Defensive rebound by D. Jordan,65,54
222,2,1:56.0,,W. Matthews misses 3-pt jump shot from 23 ft,65,54
223,2,1:53.0,Defensive rebound by S. Ibaka,,65,54
224,2,1:41.0,P. Siakam makes 2-pt hook shot from 1 ft,,67,54
225,2,1:20.0,,L. Dončić makes 2-pt jump shot from 7 ft,67,56
226,2,0:56.0,K. Leonard misses 2-pt jump shot from 15 ft,,67,56
227,2,0:53.0,,Defensive rebound by D. Jordan,67,56
228,2,0:43.0,,D. Smith misses 2-pt jump shot from 5 ft (block by S. Ibaka),67,56
229,2,0:41.0,,Offensive rebound by D. Jordan,67,56
230,2,0:38.0,,D. Jordan misses 2-pt layup from 2 ft,67,56
231,2,0:36.0,Defensive rebound by K. Leonard,,67,56
232,2,0:34.0,K. Leonard misses 3-pt jump shot from 26 ft,,67,56
233,2,0:33.0,,Defensive rebound by L. Dončić,67,56
234,2,0:27.0,,Turnover by L. Dončić (bad pass; steal by D. Wright),67,56
235,2,0:27.0,Personal foul by D. Smith (drawn by D. Wright),,67,56
236,2,0:27.0,D. Wright misses free throw 1 of 2,,67,56
237,2,0:27.0,Offensive rebound by Team,,67,56
238,2,0:27.0,O. Anunoby enters the game for P. Siakam,,67,56
239,2,0:27.0,D. Wright makes free throw 2 of 2,,68,56
240,2,0:12.0,,Personal foul by S. Ibaka (drawn by D. Jordan),68,56
241,2,0:12.0,,D. Jordan makes free throw 1 of 2,68,57
242,2,0:12.0,,D. Jordan makes free throw 2 of 2,68,58
243,2,0:05.0,D. Wright makes 2-pt layup at rim,,70,58
244,2,0:00.0,,D. Smith misses 3-pt jump shot from 32 ft,70,58
245,2,0:00.0,,Offensive rebound by Team,70,58
246,3,11:46.0,Personal foul by D. Jordan (drawn by S. Ibaka),,70,58
247,3,11:34.0,P. Siakam misses 3-pt jump shot from 27 ft,,70,58
248,3,11:30.0,,Defensive rebound by W. Matthews,70,58
249,3,11:11.0,,D. Smith misses 3-pt jump shot from 25 ft,70,58
250,3,11:09.0,,Offensive rebound by Team,70,58
251,3,11:09.0,,Personal foul by P. Siakam (drawn by D. Jordan),70,58
252,3,10:57.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by D. Smith),70,61
253,3,10:42.0,S. Ibaka misses 3-pt jump shot from 25 ft,,70,61
254,3,10:40.0,,Defensive rebound by D. Jordan,70,61
255,3,10:30.0,,Personal foul by D. Green (drawn by L. Dončić),70,61
256,3,10:23.0,,D. Jordan makes 2-pt layup from 5 ft (assist by L. Dončić),70,63
257,3,10:23.0,,Shooting foul by S. Ibaka (drawn by D. Jordan),70,63
258,3,10:23.0,,D. Jordan makes free throw 1 of 1,70,64
259,3,10:12.0,K. Leonard misses 3-pt jump shot from 26 ft,,70,64
260,3,10:08.0,Offensive rebound by K. Lowry,,70,64
261,3,10:07.0,K. Lowry misses 3-pt jump shot from 25 ft,,70,64
262,3,10:07.0,,Defensive rebound by H. Barnes,70,64
263,3,9:57.0,,L. Dončić misses 2-pt jump shot from 14 ft,70,64
264,3,9:54.0,Defensive rebound by S. Ibaka,,70,64
265,3,9:45.0,Shooting foul by D. Jordan (drawn by S. Ibaka),,70,64
266,3,9:45.0,S. Ibaka misses free throw 1 of 2,,70,64
267,3,9:45.0,Offensive rebound by Team,,70,64
268,3,9:45.0,S. Ibaka makes free throw 2 of 2,,71,64
269,3,9:40.0,,Personal foul by D. Green (drawn by L. Dončić),71,64
270,3,9:31.0,,L. Dončić makes 2-pt jump shot from 7 ft,71,66
271,3,9:13.0,K. Leonard misses 2-pt layup from 7 ft,,71,66
272,3,9:11.0,Offensive rebound by P. Siakam,,71,66
273,3,9:08.0,Turnover by P. Siakam (lost ball; steal by D. Smith),,71,66
274,3,9:07.0,,H. Barnes misses 2-pt layup from 6 ft (block by K. Lowry),71,66
275,3,9:05.0,,Offensive rebound by Team,71,66
276,3,8:52.0,,D. Smith misses 2-pt jump shot from 15 ft,71,66
277,3,8:49.0,Defensive rebound by D. Green,,71,66
278,3,8:41.0,K. Leonard misses 2-pt jump shot from 17 ft,,71,66
279,3,8:40.0,,Defensive rebound by H. Barnes,71,66
280,3,8:32.0,,Def 3 sec tech foul by Team,71,66
281,3,8:32.0,,H. Barnes makes technical free throw,71,67
282,3,8:24.0,,H. Barnes misses 3-pt jump shot from 24 ft,71,67
283,3,8:21.0,Defensive rebound by S. Ibaka,,71,67
284,3,8:15.0,D. Green misses 2-pt jump shot from 8 ft,,71,67
285,3,8:13.0,,Defensive rebound by D. Jordan,71,67
286,3,8:07.0,,L. Dončić misses 3-pt jump shot from 25 ft,71,67
287,3,8:04.0,Defensive rebound by S. Ibaka,,71,67
288,3,7:47.0,P. Siakam misses 2-pt layup from 3 ft,,71,67
289,3,7:46.0,,Defensive rebound by L. Dončić,71,67
290,3,7:45.0,,Turnover by D. Smith (traveling),71,67
291,3,7:33.0,K. Lowry misses 3-pt jump shot from 26 ft,,71,67
292,3,7:31.0,Offensive rebound by S. Ibaka,,71,67
293,3,7:27.0,S. Ibaka misses 2-pt jump shot from 21 ft,,71,67
294,3,7:26.0,,Defensive rebound by Team,71,67
295,3,7:12.0,,Def 3 sec tech foul by Team,71,67
296,3,7:12.0,,H. Barnes makes technical free throw,71,68
297,3,7:06.0,,D. Smith misses 2-pt hook shot from 7 ft,71,68
298,3,7:04.0,Defensive rebound by K. Leonard,,71,68
299,3,7:02.0,K. Leonard makes 2-pt layup from 4 ft,,73,68
300,3,7:02.0,Shooting foul by H. Barnes (drawn by K. Leonard),,73,68
301,3,7:02.0,K. Leonard makes free throw 1 of 1,,74,68
302,3,6:44.0,,Shooting foul by D. Green (drawn by W. Matthews),74,68
303,3,6:44.0,,Dallas full timeout,74,68
304,3,6:44.0,N. Powell enters the game for D. Green,,74,68
305,3,6:44.0,,D. Finney-Smith enters the game for L. Dončić,74,68
306,3,6:44.0,,W. Matthews makes free throw 1 of 2,74,69
307,3,6:44.0,,W. Matthews makes free throw 2 of 2,74,70
308,3,6:33.0,Turnover by N. Powell (traveling),,74,70
309,3,6:20.0,,H. Barnes misses 3-pt jump shot from 26 ft,74,70
310,3,6:17.0,Defensive rebound by S. Ibaka,,74,70
311,3,6:01.0,Turnover by N. Powell (lost ball; steal by D. Finney-Smith),,74,70
312,3,5:40.0,,W. Matthews misses 3-pt jump shot from 25 ft,74,70
313,3,5:36.0,,Offensive rebound by D. Smith,74,70
314,3,5:32.0,,D. Smith makes 2-pt layup from 1 ft,74,72
315,3,5:21.0,S. Ibaka misses 2-pt jump shot from 14 ft,,74,72
316,3,5:19.0,,Defensive rebound by H. Barnes,74,72
317,3,5:16.0,,D. Smith makes 3-pt jump shot from 25 ft (assist by H. Barnes),74,75
318,3,4:57.0,Shooting foul by D. Finney-Smith (drawn by K. Leonard),,74,75
319,3,4:57.0,K. Leonard makes free throw 1 of 2,,75,75
320,3,4:57.0,F. VanVleet enters the game for K. Lowry,,75,75
321,3,4:57.0,K. Leonard makes free throw 2 of 2,,76,75
322,3,4:42.0,,Personal foul by S. Ibaka (drawn by H. Barnes),76,75
323,3,4:42.0,,H. Barnes makes free throw 1 of 2,76,76
324,3,4:42.0,,H. Barnes makes free throw 2 of 2,76,77
325,3,4:24.0,Shooting foul by D. Jordan (drawn by N. Powell),,76,77
326,3,4:24.0,,Violation by Team (delay of game),76,77
327,3,4:24.0,N. Powell makes free throw 1 of 2,,77,77
328,3,4:24.0,,D. Powell enters the game for D. Jordan,77,77
329,3,4:24.0,N. Powell makes free throw 2 of 2,,78,77
330,3,4:11.0,,W. Matthews makes 2-pt layup from 3 ft (assist by D. Smith),78,79
331,3,4:11.0,,Shooting foul by P. Siakam (drawn by W. Matthews),78,79
332,3,4:11.0,O. Anunoby enters the game for S. Ibaka,,78,79
333,3,4:11.0,,W. Matthews makes free throw 1 of 1,78,80
334,3,3:50.0,P. Siakam misses 2-pt layup from 4 ft,,78,80
335,3,3:48.0,,Defensive rebound by D. Powell,78,80
336,3,3:36.0,,W. Matthews misses 3-pt jump shot from 26 ft,78,80
337,3,3:34.0,Defensive rebound by Team,,78,80
338,3,3:16.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by P. Siakam),,81,80
339,3,2:57.0,,Def 3 sec tech foul by Team,81,80
340,3,2:57.0,Toronto full timeout,,81,80
341,3,2:57.0,G. Monroe enters the game for O. Anunoby,,81,80
342,3,2:57.0,D. Wright enters the game for P. Siakam,,81,80
343,3,2:57.0,,L. Dončić enters the game for D. Smith,81,80
344,3,2:57.0,,H. Barnes makes technical free throw,81,81
345,3,2:57.0,,D. Nowitzki enters the game for H. Barnes,81,81
346,3,2:50.0,,D. Powell makes 2-pt dunk at rim (assist by L. Dončić),81,83
347,3,2:24.0,F. VanVleet misses 3-pt jump shot from 24 ft,,81,83
348,3,2:23.0,Offensive rebound by G. Monroe,,81,83
349,3,2:23.0,Turnover by Team (shot clock),,81,83
350,3,2:10.0,,L. Dončić misses 3-pt jump shot from 27 ft,81,83
351,3,2:06.0,Defensive rebound by F. VanVleet,,81,83
352,3,2:04.0,N. Powell makes 2-pt dunk from 1 ft (assist by F. VanVleet),,83,83
353,3,1:45.0,,L. Dončić makes 2-pt jump shot from 6 ft,83,85
354,3,1:24.0,F. VanVleet misses 2-pt layup from 2 ft,,83,85
355,3,1:22.0,,Defensive rebound by D. Finney-Smith,83,85
356,3,1:15.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,83,85
357,3,1:12.0,,Offensive rebound by L. Dončić,83,85
358,3,1:08.0,,Shooting foul by N. Powell (drawn by L. Dončić),83,85
359,3,1:08.0,Technical foul by K. Leonard,,83,85
360,3,1:08.0,,D. Nowitzki misses technical free throw,83,85
361,3,1:08.0,,Offensive rebound by Team,83,85
362,3,1:08.0,,L. Dončić misses free throw 1 of 2,83,85
363,3,1:08.0,,Offensive rebound by Team,83,85
364,3,1:08.0,K. Lowry enters the game for K. Leonard,,83,85
365,3,1:08.0,,L. Dončić makes free throw 2 of 2,83,86
366,3,0:53.0,Turnover by D. Wright (bad pass; steal by D. Finney-Smith),,83,86
367,3,0:51.0,,D. Finney-Smith makes 2-pt dunk from 1 ft,83,88
368,3,0:32.0,K. Lowry misses 2-pt jump shot from 18 ft,,83,88
369,3,0:29.0,,Defensive rebound by L. Dončić,83,88
370,3,0:23.0,,W. Matthews misses 3-pt jump shot from 23 ft,83,88
371,3,0:20.0,Defensive rebound by D. Wright,,83,88
372,3,0:03.0,F. VanVleet makes 2-pt layup from 4 ft,,85,88
373,3,0:02.0,,L. Dončić misses 3-pt jump shot from 38 ft (block by K. Lowry),85,88
374,3,0:01.0,,Offensive rebound by L. Dončić,85,88
375,3,0:00.0,,L. Dončić misses 3-pt jump shot from 33 ft,85,88
376,3,0:00.0,,Offensive rebound by Team,85,88
377,4,11:43.0,,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),85,90
378,4,11:28.0,Turnover by D. Wright (bad pass),,85,90
379,4,11:21.0,,J. Brunson makes 2-pt jump shot from 12 ft,85,92
380,4,11:07.0,N. Powell makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,88,92
381,4,10:48.0,,Turnover by L. Dončić (bad pass),88,92
382,4,10:36.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by S. Ibaka),,91,92
383,4,10:34.0,,Dallas full timeout,91,92
384,4,10:34.0,,M. Kleber enters the game for D. Nowitzki,91,92
385,4,10:19.0,,J. Brunson makes 2-pt layup from 1 ft (assist by M. Kleber),91,94
