,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PORTLAND_ACTION,SAN ANTONIO_SCORE,PORTLAND_SCORE
0,1,11:36.0,,D. Lillard makes 3-pt jump shot from 32 ft (assist by C. McCollum),0,3
1,1,11:14.0,L. Aldridge misses 2-pt jump shot from 13 ft,,0,3
2,1,11:12.0,,Defensive rebound by A. Aminu,0,3
3,1,11:05.0,,C. McCollum misses 3-pt jump shot from 25 ft,0,3
4,1,11:01.0,,Offensive rebound by J. Nurkić,0,3
5,1,11:01.0,,J. Nurkić makes 2-pt layup at rim,0,5
6,1,10:48.0,L. Aldridge makes 2-pt jump shot from 9 ft,,2,5
7,1,10:37.0,,C. McCollum makes 2-pt layup from 1 ft (assist by J. Nurkić),2,7
8,1,10:24.0,D. DeRozan misses 2-pt jump shot from 18 ft,,2,7
9,1,10:21.0,Offensive rebound by J. Poeltl,,2,7
10,1,10:13.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,5,7
11,1,9:57.0,,Offensive foul by J. Nurkić (drawn by D. DeRozan),5,7
12,1,9:57.0,,Turnover by J. Nurkić (offensive foul),5,7
13,1,9:38.0,L. Aldridge misses 2-pt jump shot from 16 ft,,5,7
14,1,9:35.0,,Defensive rebound by J. Layman,5,7
15,1,9:28.0,,A. Aminu misses 3-pt jump shot from 25 ft,5,7
16,1,9:25.0,Defensive rebound by L. Aldridge,,5,7
17,1,9:14.0,B. Forbes misses 2-pt jump shot from 16 ft,,5,7
18,1,9:14.0,,Defensive rebound by J. Nurkić,5,7
19,1,8:59.0,,C. McCollum misses 2-pt jump shot from 7 ft,5,7
20,1,8:59.0,Defensive rebound by D. DeRozan,,5,7
21,1,8:42.0,R. Gay misses 2-pt layup from 2 ft (block by J. Layman),,5,7
22,1,8:37.0,Offensive rebound by D. DeRozan,,5,7
23,1,8:35.0,R. Gay misses 3-pt jump shot from 24 ft,,5,7
24,1,8:33.0,Offensive rebound by L. Aldridge,,5,7
25,1,8:32.0,R. Gay misses 2-pt dunk from 3 ft,,5,7
26,1,8:32.0,,Defensive rebound by J. Layman,5,7
27,1,8:20.0,,D. Lillard misses 3-pt jump shot from 25 ft,5,7
28,1,8:17.0,Defensive rebound by R. Gay,,5,7
29,1,8:03.0,B. Forbes misses 2-pt jump shot from 19 ft,,5,7
30,1,8:01.0,,Defensive rebound by J. Layman,5,7
31,1,7:53.0,,J. Layman misses 2-pt layup from 1 ft (block by L. Aldridge),5,7
32,1,7:51.0,Defensive rebound by B. Forbes,,5,7
33,1,7:46.0,D. DeRozan makes 2-pt jump shot from 5 ft,,7,7
34,1,7:26.0,,J. Nurkić misses 3-pt jump shot from 25 ft,7,7
35,1,7:24.0,Defensive rebound by R. Gay,,7,7
36,1,7:09.0,D. DeRozan makes 2-pt layup from 2 ft (assist by L. Aldridge),,9,7
37,1,6:52.0,,D. Lillard makes 2-pt jump shot from 13 ft,9,9
38,1,6:34.0,R. Gay misses 2-pt jump shot from 4 ft,,9,9
39,1,6:32.0,,Defensive rebound by A. Aminu,9,9
40,1,6:27.0,,Turnover by C. McCollum (bad pass),9,9
41,1,6:27.0,,Portland full timeout,9,9
42,1,6:14.0,D. DeRozan makes 2-pt jump shot from 14 ft (assist by L. Aldridge),,11,9
43,1,5:49.0,,J. Nurkić makes 2-pt hook shot from 4 ft (assist by D. Lillard),11,11
44,1,5:30.0,L. Aldridge misses 2-pt jump shot from 11 ft,,11,11
45,1,5:28.0,,Defensive rebound by C. McCollum,11,11
46,1,5:21.0,,C. McCollum misses 2-pt jump shot from 17 ft,11,11
47,1,5:18.0,,Offensive rebound by J. Nurkić,11,11
48,1,5:08.0,,D. Lillard makes 2-pt jump shot from 13 ft,11,13
49,1,4:51.0,B. Forbes misses 2-pt jump shot from 15 ft,,11,13
50,1,4:50.0,,Defensive rebound by Team,11,13
51,1,4:50.0,M. Belinelli enters the game for B. Forbes,,11,13
52,1,4:50.0,P. Gasol enters the game for R. Gay,,11,13
53,1,4:50.0,P. Mills enters the game for J. Poeltl,,11,13
54,1,4:50.0,,E. Turner enters the game for J. Layman,11,13
55,1,4:36.0,,A. Aminu makes 2-pt layup from 1 ft (assist by D. Lillard),11,15
56,1,4:16.0,D. DeRozan makes 2-pt jump shot from 5 ft,,13,15
57,1,4:16.0,Shooting foul by J. Nurkić (drawn by D. DeRozan),,13,15
58,1,4:16.0,D. Bertāns enters the game for L. Aldridge,,13,15
59,1,4:16.0,,M. Harkless enters the game for A. Aminu,13,15
60,1,4:16.0,D. DeRozan makes free throw 1 of 1,,14,15
61,1,4:08.0,,E. Turner misses 2-pt layup from 4 ft (block by P. Mills),14,15
62,1,4:08.0,,Offensive rebound by Team,14,15
63,1,4:06.0,,D. Lillard misses 2-pt jump shot from 17 ft,14,15
64,1,4:04.0,Defensive rebound by P. Gasol,,14,15
65,1,3:56.0,D. DeRozan misses 2-pt jump shot from 4 ft,,14,15
66,1,3:52.0,Offensive rebound by D. Bertāns,,14,15
67,1,3:52.0,D. Bertāns makes 2-pt layup from 1 ft,,16,15
68,1,3:47.0,,Personal foul by M. Belinelli (drawn by E. Turner),16,15
69,1,3:41.0,,Turnover by C. McCollum (lost ball; steal by D. DeRozan),16,15
70,1,3:36.0,D. DeRozan misses 2-pt layup from 2 ft,,16,15
71,1,3:36.0,,Defensive rebound by Team,16,15
72,1,3:25.0,,Shooting foul by D. DeRozan (drawn by C. McCollum),16,15
73,1,3:25.0,,C. McCollum makes free throw 1 of 2,16,16
74,1,3:25.0,D. Cunningham enters the game for D. DeRozan,,16,16
75,1,3:25.0,,C. McCollum makes free throw 2 of 2,16,17
76,1,3:25.0,,Z. Collins enters the game for J. Nurkić,16,17
77,1,3:08.0,M. Belinelli misses 2-pt jump shot from 15 ft,,16,17
78,1,3:05.0,,Defensive rebound by M. Harkless,16,17
79,1,2:56.0,,Z. Collins makes 2-pt jump shot from 5 ft (assist by D. Lillard),16,19
80,1,2:32.0,M. Belinelli misses 2-pt jump shot from 21 ft,,16,19
81,1,2:29.0,,Defensive rebound by M. Harkless,16,19
82,1,2:18.0,,E. Turner misses 2-pt layup from 2 ft (block by D. Bertāns),16,19
83,1,2:18.0,Defensive rebound by Team,,16,19
84,1,2:18.0,San Antonio full timeout,,16,19
85,1,2:18.0,,S. Curry enters the game for D. Lillard,16,19
86,1,2:18.0,,N. Stauskas enters the game for C. McCollum,16,19
87,1,2:05.0,P. Mills misses 2-pt jump shot from 23 ft,,16,19
88,1,2:05.0,,Defensive rebound by Team,16,19
89,1,1:52.0,,Z. Collins misses 3-pt jump shot from 26 ft,16,19
90,1,1:49.0,Defensive rebound by P. Mills,,16,19
91,1,1:36.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by D. Cunningham),,18,19
92,1,1:21.0,,N. Stauskas misses 3-pt jump shot from 25 ft,18,19
93,1,1:20.0,Defensive rebound by Team,,18,19
94,1,1:07.0,Shooting foul by Z. Collins (drawn by P. Gasol),,18,19
95,1,1:07.0,P. Gasol makes free throw 1 of 2,,19,19
96,1,1:07.0,P. Gasol misses free throw 2 of 2,,19,19
97,1,1:05.0,,Defensive rebound by Z. Collins,19,19
98,1,0:55.0,,S. Curry misses 3-pt jump shot from 26 ft,19,19
99,1,0:54.0,,Offensive rebound by Z. Collins,19,19
100,1,0:50.0,,M. Harkless misses 3-pt jump shot from 22 ft,19,19
101,1,0:48.0,Defensive rebound by P. Gasol,,19,19
102,1,0:38.0,M. Belinelli misses 2-pt layup from 3 ft,,19,19
103,1,0:37.0,,Defensive rebound by Z. Collins,19,19
104,1,0:33.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by N. Stauskas),19,22
105,1,0:20.0,D. Bertāns makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,22,22
106,1,0:03.0,,N. Stauskas misses 2-pt jump shot from 15 ft,22,22
107,1,0:01.0,Defensive rebound by D. Cunningham,,22,22
108,1,0:00.0,D. Cunningham misses 3-pt jump shot from 46 ft,,22,22
109,1,0:00.0,Offensive rebound by Team,,22,22
110,2,11:41.0,P. Mills misses 2-pt jump shot from 17 ft,,22,22
111,2,11:39.0,,Defensive rebound by M. Harkless,22,22
112,2,11:26.0,,M. Harkless makes 3-pt jump shot from 22 ft (assist by N. Stauskas),22,25
113,2,11:03.0,P. Gasol misses 2-pt hook shot from 2 ft,,22,25
114,2,11:01.0,,Defensive rebound by Z. Collins,22,25
115,2,10:57.0,,Personal foul by R. Gay (drawn by Z. Collins),22,25
116,2,10:50.0,,N. Stauskas makes 3-pt jump shot from 25 ft (assist by E. Turner),22,28
117,2,10:30.0,L. Aldridge makes 2-pt hook shot from 4 ft (assist by P. Gasol),,24,28
118,2,10:30.0,Shooting foul by Z. Collins (drawn by L. Aldridge),,24,28
119,2,10:30.0,D. DeRozan enters the game for P. Mills,,24,28
120,2,10:30.0,L. Aldridge misses free throw 1 of 1,,24,28
121,2,10:30.0,,Defensive rebound by M. Harkless,24,28
122,2,10:20.0,,Offensive foul by Z. Collins (drawn by D. DeRozan),24,28
123,2,10:20.0,,Turnover by Z. Collins (offensive foul),24,28
124,2,10:20.0,,M. Leonard enters the game for Z. Collins,24,28
125,2,10:04.0,R. Gay makes 2-pt jump shot from 12 ft,,26,28
126,2,9:52.0,,Turnover by E. Turner (bad pass; steal by L. Aldridge),26,28
127,2,9:42.0,Turnover by D. DeRozan (bad pass; steal by N. Stauskas),,26,28
128,2,9:38.0,,Turnover by S. Curry (bad pass),26,28
129,2,9:38.0,D. Bertāns enters the game for P. Gasol,,26,28
130,2,9:25.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by R. Gay),,29,28
131,2,9:01.0,,M. Leonard makes 2-pt dunk from 2 ft (assist by E. Turner),29,30
132,2,8:44.0,R. Gay makes 2-pt jump shot from 14 ft,,31,30
133,2,8:28.0,,E. Turner makes 2-pt jump shot from 22 ft,31,32
134,2,8:23.0,Turnover by D. Bertāns (bad pass; steal by M. Harkless),,31,32
135,2,8:20.0,,M. Harkless makes 2-pt layup from 1 ft,31,34
136,2,8:10.0,D. DeRozan makes 2-pt jump shot from 21 ft (assist by B. Forbes),,33,34
137,2,7:47.0,,E. Turner misses 2-pt jump shot from 19 ft,33,34
138,2,7:45.0,Defensive rebound by B. Forbes,,33,34
139,2,7:35.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. DeRozan),,35,34
140,2,7:17.0,,M. Leonard makes 2-pt layup from 2 ft (assist by N. Stauskas),35,36
141,2,7:17.0,,Shooting foul by R. Gay (drawn by M. Leonard),35,36
142,2,7:17.0,,A. Aminu enters the game for M. Harkless,35,36
143,2,7:17.0,,M. Leonard makes free throw 1 of 1,35,37
144,2,6:52.0,L. Aldridge misses 3-pt jump shot from 25 ft,,35,37
145,2,6:49.0,Offensive rebound by D. Bertāns,,35,37
146,2,6:43.0,R. Gay misses 3-pt jump shot from 26 ft,,35,37
147,2,6:41.0,Offensive rebound by D. Bertāns,,35,37
148,2,6:34.0,B. Forbes misses 3-pt jump shot from 26 ft,,35,37
149,2,6:32.0,,Defensive rebound by A. Aminu,35,37
150,2,6:15.0,,E. Turner makes 2-pt layup from 1 ft,35,39
151,2,6:15.0,San Antonio full timeout,,35,39
152,2,6:15.0,,D. Lillard enters the game for S. Curry,35,39
153,2,6:15.0,,C. McCollum enters the game for N. Stauskas,35,39
154,2,6:01.0,D. Bertāns misses 3-pt jump shot from 25 ft,,35,39
155,2,5:58.0,,Defensive rebound by E. Turner,35,39
156,2,5:54.0,,Personal foul by D. Bertāns (drawn by E. Turner),35,39
157,2,5:54.0,P. Mills enters the game for B. Forbes,,35,39
158,2,5:46.0,,D. Lillard misses 2-pt jump shot from 9 ft,35,39
159,2,5:44.0,,Offensive rebound by M. Leonard,35,39
160,2,5:38.0,,C. McCollum misses 3-pt jump shot from 25 ft,35,39
161,2,5:35.0,Defensive rebound by R. Gay,,35,39
