,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PORTLAND_ACTION,SAN ANTONIO_SCORE,PORTLAND_SCORE
162,2,5:22.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,38,39
163,2,5:02.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by D. Lillard),38,42
164,2,4:38.0,Turnover by R. Gay (bad pass; steal by E. Turner),,38,42
165,2,4:24.0,,D. Lillard makes 2-pt jump shot from 4 ft,38,44
166,2,4:02.0,D. Bertāns misses 3-pt jump shot from 25 ft,,38,44
167,2,4:01.0,,Defensive rebound by E. Turner,38,44
168,2,3:54.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by E. Turner),38,47
169,2,3:54.0,,Loose ball foul by M. Leonard (drawn by L. Aldridge),38,47
170,2,3:54.0,P. Gasol enters the game for R. Gay,,38,47
171,2,3:54.0,,M. Harkless enters the game for M. Leonard,38,47
172,2,3:54.0,,J. Nurkić enters the game for E. Turner,38,47
173,2,3:36.0,P. Mills makes 3-pt jump shot from 24 ft,,41,47
174,2,3:17.0,,Turnover by M. Harkless (bad pass; steal by P. Mills),41,47
175,2,3:02.0,P. Mills misses 3-pt jump shot from 26 ft,,41,47
176,2,3:00.0,,Defensive rebound by J. Nurkić,41,47
177,2,2:55.0,,Shooting foul by D. DeRozan (drawn by D. Lillard),41,47
178,2,2:55.0,,Portland full timeout,41,47
179,2,2:55.0,M. Belinelli enters the game for D. Bertāns,,41,47
180,2,2:55.0,,D. Lillard makes free throw 1 of 3,41,48
181,2,2:55.0,,N. Stauskas enters the game for M. Harkless,41,48
182,2,2:55.0,,D. Lillard makes free throw 2 of 3,41,49
183,2,2:55.0,,D. Lillard makes free throw 3 of 3,41,50
184,2,2:45.0,D. DeRozan makes 2-pt jump shot from 6 ft (assist by P. Mills),,43,50
185,2,2:21.0,,J. Nurkić misses 2-pt jump shot from 18 ft,43,50
186,2,2:19.0,Defensive rebound by P. Gasol,,43,50
187,2,2:04.0,M. Belinelli misses 2-pt layup from 2 ft,,43,50
188,2,2:02.0,,Defensive rebound by A. Aminu,43,50
189,2,1:53.0,,D. Lillard makes 2-pt jump shot from 23 ft,43,52
190,2,1:42.0,D. DeRozan makes 2-pt layup from 2 ft,,45,52
191,2,1:33.0,,C. McCollum makes 2-pt layup from 1 ft,45,54
192,2,1:16.0,P. Gasol makes 2-pt dunk from 2 ft (assist by D. DeRozan),,47,54
193,2,1:04.0,,C. McCollum makes 3-pt jump shot from 25 ft,47,57
194,2,0:50.0,P. Gasol makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,50,57
195,2,0:34.0,,J. Nurkić makes 2-pt jump shot from 5 ft (assist by D. Lillard),50,59
196,2,0:25.0,P. Mills misses 3-pt jump shot from 25 ft,,50,59
197,2,0:23.0,,Defensive rebound by A. Aminu,50,59
198,2,0:23.0,D. Cunningham enters the game for P. Gasol,,50,59
199,2,0:23.0,B. Forbes enters the game for P. Mills,,50,59
200,2,0:23.0,,M. Leonard enters the game for J. Nurkić,50,59
201,2,0:00.0,,A. Aminu misses 2-pt jump shot from 22 ft,50,59
202,2,0:00.0,,Offensive rebound by Team,50,59
203,3,11:45.0,D. DeRozan misses 2-pt jump shot from 11 ft,,50,59
204,3,11:42.0,Offensive rebound by L. Aldridge,,50,59
205,3,11:41.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,53,59
206,3,11:24.0,,C. McCollum makes 2-pt jump shot from 14 ft,53,61
207,3,11:09.0,B. Forbes makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,56,61
208,3,10:55.0,,D. Lillard misses 3-pt jump shot from 30 ft,56,61
209,3,10:54.0,Defensive rebound by R. Gay,,56,61
210,3,10:38.0,L. Aldridge misses 2-pt jump shot from 14 ft,,56,61
211,3,10:36.0,,Defensive rebound by A. Aminu,56,61
212,3,10:30.0,,J. Layman makes 2-pt layup from 1 ft (assist by J. Nurkić),56,63
213,3,10:10.0,D. DeRozan makes 2-pt jump shot from 6 ft (assist by L. Aldridge),,58,63
214,3,9:59.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),58,66
215,3,9:43.0,R. Gay misses 2-pt jump shot from 10 ft,,58,66
216,3,9:41.0,Offensive rebound by L. Aldridge,,58,66
217,3,9:39.0,B. Forbes misses 3-pt jump shot from 24 ft,,58,66
218,3,9:39.0,Offensive rebound by R. Gay,,58,66
219,3,9:36.0,R. Gay misses 2-pt layup at rim,,58,66
220,3,9:36.0,Offensive rebound by Team,,58,66
221,3,9:36.0,P. Gasol enters the game for J. Poeltl,,58,66
222,3,9:31.0,Turnover by D. DeRozan (bad pass; steal by J. Nurkić),,58,66
223,3,9:22.0,,Shooting foul by R. Gay (drawn by J. Layman),58,66
224,3,9:22.0,,J. Layman misses free throw 1 of 2,58,66
225,3,9:22.0,,Offensive rebound by Team,58,66
226,3,9:22.0,,J. Layman makes free throw 2 of 2,58,67
227,3,9:06.0,P. Gasol makes 2-pt jump shot from 19 ft (assist by D. DeRozan),,60,67
228,3,8:55.0,,D. Lillard makes 3-pt jump shot from 26 ft,60,70
229,3,8:53.0,San Antonio full timeout,,60,70
230,3,8:30.0,R. Gay misses 2-pt hook shot from 7 ft,,60,70
231,3,8:30.0,,Defensive rebound by Team,60,70
232,3,8:12.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),60,73
233,3,7:52.0,B. Forbes makes 2-pt jump shot from 18 ft,,62,73
234,3,7:41.0,,Turnover by J. Nurkić (bad pass; steal by D. DeRozan),62,73
235,3,7:32.0,D. DeRozan misses 2-pt layup from 3 ft (block by A. Aminu),,62,73
236,3,7:30.0,,Defensive rebound by J. Nurkić,62,73
237,3,7:26.0,,C. McCollum misses 3-pt jump shot from 25 ft,62,73
238,3,7:26.0,,Offensive rebound by J. Layman,62,73
239,3,7:17.0,,J. Nurkić makes 2-pt dunk from 1 ft (assist by C. McCollum),62,75
240,3,7:00.0,Personal foul by A. Aminu (drawn by L. Aldridge),,62,75
241,3,6:49.0,R. Gay makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,65,75
242,3,6:39.0,,Shooting foul by B. Forbes (drawn by D. Lillard),65,75
243,3,6:39.0,,D. Lillard makes free throw 1 of 2,65,76
244,3,6:39.0,,D. Lillard makes free throw 2 of 2,65,77
245,3,6:22.0,D. DeRozan makes 2-pt jump shot from 12 ft,,67,77
246,3,6:22.0,Shooting foul by C. McCollum (drawn by D. DeRozan),,67,77
247,3,6:22.0,,E. Turner enters the game for J. Layman,67,77
248,3,6:22.0,D. DeRozan makes free throw 1 of 1,,68,77
249,3,6:09.0,,C. McCollum makes 2-pt jump shot from 16 ft,68,79
250,3,5:52.0,L. Aldridge makes 2-pt hook shot from 4 ft (assist by B. Forbes),,70,79
251,3,5:39.0,,Personal foul by P. Gasol (drawn by J. Nurkić),70,79
252,3,5:32.0,,J. Nurkić makes 2-pt hook shot from 4 ft (assist by D. Lillard),70,81
253,3,5:14.0,L. Aldridge misses 2-pt jump shot from 14 ft,,70,81
254,3,5:12.0,Offensive rebound by P. Gasol,,70,81
255,3,5:07.0,D. DeRozan misses 2-pt layup from 4 ft,,70,81
256,3,5:05.0,,Defensive rebound by J. Nurkić,70,81
257,3,5:02.0,,D. Lillard makes 3-pt jump shot from 26 ft,70,84
258,3,4:46.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by P. Gasol),,73,84
259,3,4:35.0,,C. McCollum makes 3-pt jump shot from 24 ft,73,87
260,3,4:18.0,R. Gay makes 2-pt jump shot from 6 ft (assist by D. DeRozan),,75,87
261,3,4:03.0,,J. Nurkić makes 2-pt hook shot from 11 ft,75,89
262,3,3:51.0,B. Forbes misses 2-pt layup from 4 ft (block by J. Nurkić),,75,89
263,3,3:48.0,,Defensive rebound by E. Turner,75,89
264,3,3:44.0,,D. Lillard misses 3-pt jump shot from 24 ft,75,89
265,3,3:40.0,Defensive rebound by L. Aldridge,,75,89
266,3,3:32.0,Personal foul by A. Aminu (drawn by L. Aldridge),,75,89
267,3,3:32.0,M. Belinelli enters the game for L. Aldridge,,75,89
268,3,3:32.0,D. Cunningham enters the game for B. Forbes,,75,89
269,3,3:32.0,P. Mills enters the game for P. Gasol,,75,89
270,3,3:32.0,J. Poeltl enters the game for R. Gay,,75,89
271,3,3:32.0,,S. Curry enters the game for A. Aminu,75,89
272,3,3:32.0,,M. Harkless enters the game for D. Lillard,75,89
273,3,3:32.0,,N. Stauskas enters the game for C. McCollum,75,89
274,3,3:27.0,Turnover by P. Mills (bad pass),,75,89
275,3,3:27.0,,Portland full timeout,75,89
276,3,3:27.0,D. Bertāns enters the game for D. DeRozan,,75,89
277,3,3:19.0,,J. Nurkić misses 2-pt dunk from 1 ft,75,89
278,3,3:17.0,Defensive rebound by D. Bertāns,,75,89
279,3,3:07.0,P. Mills misses 3-pt jump shot from 24 ft,,75,89
280,3,3:05.0,,Defensive rebound by J. Nurkić,75,89
281,3,2:43.0,,J. Nurkić misses 2-pt layup from 2 ft,75,89
282,3,2:40.0,,Offensive rebound by J. Nurkić,75,89
283,3,2:40.0,,J. Nurkić misses 2-pt layup from 1 ft,75,89
284,3,2:40.0,Defensive rebound by J. Poeltl,,75,89
285,3,2:30.0,P. Mills makes 2-pt jump shot from 22 ft (assist by J. Poeltl),,77,89
286,3,2:15.0,,J. Nurkić misses 3-pt jump shot from 26 ft,77,89
287,3,2:13.0,,Offensive rebound by M. Harkless,77,89
288,3,1:59.0,,S. Curry misses 2-pt jump shot from 11 ft,77,89
289,3,1:57.0,Defensive rebound by M. Belinelli,,77,89
290,3,1:47.0,P. Mills makes 2-pt jump shot from 20 ft (assist by J. Poeltl),,79,89
291,3,1:34.0,,Personal foul by M. Belinelli (drawn by E. Turner),79,89
292,3,1:34.0,,Z. Collins enters the game for J. Nurkić,79,89
293,3,1:27.0,,Z. Collins makes 3-pt jump shot from 25 ft,79,92
294,3,1:08.0,D. Bertāns makes 3-pt jump shot from 29 ft (assist by M. Belinelli),,82,92
295,3,0:56.0,,S. Curry makes 2-pt jump shot from 21 ft (assist by E. Turner),82,94
296,3,0:56.0,,Shooting foul by J. Poeltl (drawn by S. Curry),82,94
297,3,0:56.0,,S. Curry makes free throw 1 of 1,82,95
298,3,0:42.0,P. Mills misses 3-pt jump shot from 25 ft,,82,95
299,3,0:39.0,,Defensive rebound by M. Harkless,82,95
300,3,0:32.0,,Z. Collins makes 2-pt jump shot from 16 ft (assist by M. Harkless),82,97
301,3,0:22.0,P. Mills misses 2-pt jump shot from 18 ft,,82,97
302,3,0:20.0,,Defensive rebound by N. Stauskas,82,97
303,3,0:06.0,,E. Turner misses 2-pt jump shot from 15 ft,82,97
304,3,0:04.0,Defensive rebound by P. Mills,,82,97
305,3,0:00.0,M. Belinelli misses 3-pt jump shot from 23 ft,,82,97
306,3,0:00.0,Offensive rebound by Team,,82,97
307,4,11:45.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by E. Turner),82,100
308,4,11:33.0,D. Cunningham misses 2-pt jump shot from 21 ft,,82,100
309,4,11:31.0,,Defensive rebound by Z. Collins,82,100
310,4,11:16.0,,E. Turner makes 2-pt layup from 2 ft,82,102
311,4,11:07.0,Shooting foul by E. Turner (drawn by M. Belinelli),,82,102
312,4,11:07.0,M. Belinelli misses free throw 1 of 3,,82,102
313,4,11:07.0,Offensive rebound by Team,,82,102
314,4,11:07.0,M. Belinelli makes free throw 2 of 3,,83,102
315,4,11:07.0,M. Belinelli makes free throw 3 of 3,,84,102
316,4,10:50.0,,S. Curry misses 3-pt jump shot from 26 ft,84,102
317,4,10:45.0,Defensive rebound by P. Mills,,84,102
318,4,10:40.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,87,102
319,4,10:15.0,,E. Turner makes 2-pt jump shot from 9 ft (assist by S. Curry),87,104
320,4,10:12.0,San Antonio full timeout,,87,104
321,4,10:12.0,D. DeRozan enters the game for D. Bertāns,,87,104
322,4,9:58.0,M. Belinelli misses 2-pt jump shot from 9 ft,,87,104
323,4,9:55.0,,Defensive rebound by M. Harkless,87,104
324,4,9:50.0,,N. Stauskas misses 2-pt jump shot from 16 ft,87,104
325,4,9:48.0,Defensive rebound by Team,,87,104
326,4,9:38.0,Shooting foul by Z. Collins (drawn by D. DeRozan),,87,104
327,4,9:38.0,D. DeRozan makes free throw 1 of 2,,88,104
328,4,9:38.0,D. DeRozan makes free throw 2 of 2,,89,104
329,4,9:22.0,,M. Harkless misses 3-pt jump shot from 25 ft,89,104
330,4,9:20.0,Defensive rebound by D. DeRozan,,89,104
331,4,9:12.0,D. DeRozan makes 2-pt jump shot from 3 ft,,91,104
332,4,8:53.0,,Personal foul by M. Belinelli (drawn by Z. Collins),91,104
333,4,8:53.0,B. Forbes enters the game for D. Cunningham,,91,104
334,4,8:53.0,R. Gay enters the game for P. Mills,,91,104
335,4,8:53.0,,A. Aminu enters the game for S. Curry,91,104
336,4,8:53.0,,D. Lillard enters the game for M. Harkless,91,104
337,4,8:53.0,,C. McCollum enters the game for N. Stauskas,91,104
338,4,8:42.0,,C. McCollum misses 2-pt hook shot from 3 ft,91,104
339,4,8:40.0,Defensive rebound by R. Gay,,91,104
340,4,8:31.0,L. Aldridge makes 2-pt hook shot from 4 ft (assist by B. Forbes),,93,104
341,4,8:09.0,,Shooting foul by D. DeRozan (drawn by Z. Collins),93,104
342,4,8:09.0,,Z. Collins misses free throw 1 of 2,93,104
343,4,8:09.0,,Offensive rebound by Team,93,104
344,4,8:09.0,,Z. Collins makes free throw 2 of 2,93,105
345,4,7:55.0,D. DeRozan misses 2-pt jump shot from 16 ft,,93,105
346,4,7:51.0,Offensive rebound by L. Aldridge,,93,105
347,4,7:51.0,L. Aldridge misses 2-pt layup at rim,,93,105
348,4,7:50.0,,Defensive rebound by E. Turner,93,105
349,4,7:49.0,,Turnover by E. Turner (bad pass),93,105
350,4,7:25.0,D. DeRozan misses 3-pt jump shot from 22 ft,,93,105
351,4,7:22.0,,Defensive rebound by C. McCollum,93,105
352,4,7:17.0,,D. Lillard makes 2-pt layup from 1 ft (assist by A. Aminu),93,107
353,4,7:17.0,,Shooting foul by R. Gay (drawn by D. Lillard),93,107
354,4,7:17.0,,D. Lillard makes free throw 1 of 1,93,108
355,4,7:02.0,D. DeRozan misses 2-pt layup from 1 ft,,93,108
356,4,6:59.0,Offensive rebound by L. Aldridge,,93,108
357,4,6:59.0,L. Aldridge makes 2-pt layup at rim,,95,108
358,4,6:59.0,,Turnover by Z. Collins (inbound),95,108
359,4,6:48.0,D. DeRozan makes 2-pt jump shot from 10 ft,,97,108
360,4,6:46.0,,Portland full timeout,97,108
361,4,6:46.0,P. Mills enters the game for M. Belinelli,,97,108
362,4,6:46.0,,M. Harkless enters the game for E. Turner,97,108
363,4,6:28.0,,C. McCollum makes 2-pt layup from 2 ft,97,110
364,4,6:28.0,,Shooting foul by P. Mills (drawn by C. McCollum),97,110
365,4,6:28.0,,C. McCollum misses free throw 1 of 1,97,110
366,4,6:28.0,Defensive rebound by R. Gay,,97,110
367,4,6:10.0,Turnover by R. Gay (lost ball; steal by Z. Collins),,97,110
368,4,6:00.0,,Personal foul by R. Gay (drawn by A. Aminu),97,110
369,4,6:00.0,,A. Aminu makes free throw 1 of 2,97,111
370,4,6:00.0,D. Cunningham enters the game for R. Gay,,97,111
371,4,6:00.0,,A. Aminu makes free throw 2 of 2,97,112
372,4,5:50.0,D. DeRozan misses 2-pt jump shot from 4 ft,,97,112
373,4,5:49.0,,Defensive rebound by M. Harkless,97,112
374,4,5:39.0,,D. Lillard misses 2-pt jump shot from 17 ft,97,112
375,4,5:35.0,Defensive rebound by L. Aldridge,,97,112
376,4,5:20.0,Personal foul by M. Harkless (drawn by L. Aldridge),,97,112
