,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,TORONTO_ACTION,SACRAMENTO_SCORE,TORONTO_SCORE
378,4,9:23.0,,N. Powell misses 2-pt layup from 3 ft,84,94
379,4,9:23.0,Defensive rebound by Team,,84,94
380,4,9:14.0,M. Bagley makes 2-pt jump shot from 12 ft (assist by F. Mason),,86,94
381,4,8:55.0,,Turnover by D. Wright (bad pass; steal by F. Mason),86,94
382,4,8:48.0,J. Jackson misses 2-pt jump shot from 9 ft,,86,94
383,4,8:46.0,,Defensive rebound by C. Boucher,86,94
384,4,8:43.0,,N. Powell makes 2-pt layup from 1 ft (assist by K. Lowry),86,96
385,4,8:43.0,,Shooting foul by B. McLemore (drawn by N. Powell),86,96
386,4,8:43.0,Sacramento full timeout,,86,96
387,4,8:43.0,B. Hield enters the game for B. McLemore,,86,96
388,4,8:43.0,,N. Powell misses free throw 1 of 1,86,96
389,4,8:41.0,,Offensive rebound by C. Miles,86,96
390,4,8:35.0,,Shooting foul by H. Giles (drawn by C. Boucher),86,96
391,4,8:35.0,,C. Boucher makes free throw 1 of 2,86,97
392,4,8:35.0,,C. Boucher makes free throw 2 of 2,86,98
393,4,8:21.0,,Loose ball foul by N. Powell (drawn by M. Bagley),86,98
394,4,8:13.0,Turnover by B. Hield (bad pass; steal by D. Wright),,86,98
395,4,8:09.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by K. Lowry),86,101
396,4,8:06.0,Sacramento full timeout,,86,101
397,4,8:06.0,B. Bogdanović enters the game for H. Giles,,86,101
398,4,8:06.0,W. Cauley-Stein enters the game for J. Jackson,,86,101
399,4,8:06.0,Y. Ferrell enters the game for F. Mason,,86,101
400,4,7:48.0,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by M. Bagley),,88,101
401,4,7:33.0,,C. Miles misses 3-pt jump shot from 25 ft,88,101
402,4,7:33.0,,Offensive rebound by D. Wright,88,101
403,4,7:29.0,,D. Wright makes 2-pt layup from 2 ft,88,103
404,4,7:13.0,B. Hield makes 2-pt jump shot from 14 ft,,90,103
405,4,7:13.0,,Violation by Team (def goaltending),90,103
406,4,6:59.0,,C. Boucher misses 3-pt jump shot from 25 ft,90,103
407,4,6:57.0,Defensive rebound by Team,,90,103
408,4,6:57.0,,Loose ball foul by C. Miles (drawn by W. Cauley-Stein),90,103
409,4,6:57.0,W. Cauley-Stein makes free throw 1 of 2,,91,103
410,4,6:57.0,W. Cauley-Stein makes free throw 2 of 2,,92,103
411,4,6:34.0,,D. Wright misses 2-pt layup from 3 ft (block by B. Hield),92,103
412,4,6:30.0,Defensive rebound by M. Bagley,,92,103
413,4,6:27.0,Turnover by B. Bogdanović (bad pass),,92,103
414,4,6:22.0,,Personal foul by B. Bogdanović (drawn by C. Boucher),92,103
415,4,6:12.0,,K. Lowry misses 3-pt jump shot from 25 ft,92,103
416,4,6:10.0,Defensive rebound by M. Bagley,,92,103
417,4,6:01.0,M. Bagley makes 2-pt jump shot from 10 ft (assist by B. Hield),,94,103
418,4,5:44.0,,Shooting foul by W. Cauley-Stein (drawn by D. Wright),94,103
419,4,5:44.0,,D. Wright makes free throw 1 of 2,94,104
420,4,5:44.0,,F. VanVleet enters the game for N. Powell,94,104
421,4,5:44.0,,D. Wright makes free throw 2 of 2,94,105
422,4,5:28.0,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by B. Bogdanović),,96,105
423,4,5:12.0,,C. Miles misses 2-pt dunk from 1 ft,96,105
424,4,5:10.0,Defensive rebound by W. Cauley-Stein,,96,105
425,4,5:03.0,Y. Ferrell misses 2-pt jump shot from 18 ft,,96,105
426,4,5:03.0,,Defensive rebound by Team,96,105
427,4,5:03.0,Loose ball foul by M. Bagley (drawn by C. Miles),,96,105
428,4,5:03.0,,C. Miles makes free throw 1 of 2,96,106
429,4,5:03.0,,S. Ibaka enters the game for C. Boucher,96,106
430,4,5:03.0,,P. Siakam enters the game for K. Lowry,96,106
431,4,5:03.0,,C. Miles misses free throw 2 of 2,96,106
432,4,5:01.0,Defensive rebound by M. Bagley,,96,106
433,4,4:46.0,M. Bagley misses 3-pt jump shot from 25 ft,,96,106
434,4,4:43.0,,Defensive rebound by D. Wright,96,106
435,4,4:33.0,,P. Siakam makes 2-pt hook shot from 3 ft,96,108
436,4,4:33.0,Violation by Team (def goaltending),,96,108
437,4,4:21.0,Personal foul by C. Miles (drawn by B. Bogdanović),,96,108
438,4,4:21.0,B. Bogdanović makes free throw 1 of 2,,97,108
439,4,4:21.0,,K. Lowry enters the game for C. Miles,97,108
440,4,4:21.0,B. Bogdanović makes free throw 2 of 2,,98,108
441,4,4:06.0,,K. Lowry misses 2-pt jump shot from 21 ft,98,108
442,4,4:06.0,,Offensive rebound by Team,98,108
443,4,4:06.0,,Toronto full timeout,98,108
444,4,4:00.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by F. VanVleet),98,111
445,4,3:37.0,B. Hield misses 3-pt jump shot from 25 ft,,98,111
446,4,3:37.0,,Defensive rebound by Team,98,111
447,4,3:23.0,,S. Ibaka misses 2-pt jump shot from 18 ft,98,111
448,4,3:22.0,Defensive rebound by B. Hield,,98,111
449,4,3:11.0,Personal foul by D. Wright (drawn by B. Bogdanović),,98,111
450,4,3:11.0,B. Bogdanović misses free throw 1 of 2,,98,111
451,4,3:11.0,Offensive rebound by Team,,98,111
452,4,3:11.0,B. Bogdanović makes free throw 2 of 2,,99,111
453,4,3:01.0,,S. Ibaka misses 2-pt jump shot from 17 ft,99,111
454,4,3:00.0,,Offensive rebound by Team,99,111
455,4,2:55.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by F. VanVleet),99,114
456,4,2:34.0,B. Hield misses 2-pt jump shot from 18 ft,,99,114
457,4,2:31.0,,Defensive rebound by S. Ibaka,99,114
458,4,2:28.0,,Shooting foul by B. Hield (drawn by K. Lowry),99,114
459,4,2:28.0,,K. Lowry makes free throw 1 of 2,99,115
460,4,2:28.0,,C. Boucher enters the game for S. Ibaka,99,115
461,4,2:28.0,,P. McCaw enters the game for P. Siakam,99,115
462,4,2:28.0,,N. Powell enters the game for F. VanVleet,99,115
463,4,2:28.0,,K. Lowry makes free throw 2 of 2,99,116
464,4,2:17.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,99,116
465,4,2:14.0,Offensive rebound by M. Bagley,,99,116
466,4,2:13.0,M. Bagley makes 2-pt dunk from 2 ft,,101,116
467,4,2:03.0,,C. Boucher makes 2-pt dunk from 1 ft (assist by K. Lowry),101,118
468,4,1:52.0,B. Hield misses 3-pt jump shot from 26 ft,,101,118
469,4,1:49.0,,Defensive rebound by D. Wright,101,118
470,4,1:43.0,,C. Boucher misses 3-pt jump shot from 25 ft,101,118
471,4,1:41.0,Defensive rebound by M. Bagley,,101,118
472,4,1:34.0,M. Bagley misses 3-pt jump shot from 26 ft,,101,118
473,4,1:31.0,Offensive rebound by W. Cauley-Stein,,101,118
474,4,1:29.0,Turnover by B. Hield (step out of bounds),,101,118
475,4,1:29.0,B. McLemore enters the game for B. Bogdanović,,101,118
476,4,1:29.0,,J. Loyd enters the game for K. Lowry,101,118
477,4,1:29.0,,M. Richardson enters the game for D. Wright,101,118
478,4,1:12.0,,Turnover by P. McCaw (traveling),101,118
479,4,0:58.0,,Violation by Team (kicked ball),101,118
480,4,0:52.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,101,118
481,4,0:51.0,,Defensive rebound by Team,101,118
482,4,0:41.0,,J. Loyd misses 2-pt layup from 1 ft,101,118
483,4,0:41.0,,Offensive rebound by Team,101,118
484,4,0:41.0,Loose ball foul by W. Cauley-Stein (drawn by C. Boucher),,101,118
485,4,0:41.0,,C. Boucher makes free throw 1 of 2,101,119
486,4,0:41.0,,C. Boucher makes free throw 2 of 2,101,120
487,4,0:29.0,B. McLemore makes 2-pt jump shot from 16 ft,,103,120
488,4,0:10.0,,N. Powell misses 2-pt layup from 2 ft,103,120
489,4,0:09.0,Defensive rebound by B. Hield,,103,120
490,4,0:05.0,Shooting foul by P. McCaw (drawn by B. McLemore),,103,120
491,4,0:05.0,B. McLemore misses free throw 1 of 3,,103,120
492,4,0:05.0,Offensive rebound by Team,,103,120
493,4,0:05.0,B. McLemore makes free throw 2 of 3,,104,120
494,4,0:05.0,B. McLemore makes free throw 3 of 3,,105,120
