,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHARLOTTE_ACTION,GOLDEN STATE_SCORE,CHARLOTTE_SCORE
35,1,7:46.0,,Defensive rebound by C. Zeller,10,12
36,1,7:36.0,,K. Walker misses 3-pt jump shot from 25 ft,10,12
37,1,7:33.0,Defensive rebound by D. Green,,10,12
38,1,7:28.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),,12,12
39,1,7:13.0,,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),12,14
40,1,7:08.0,Golden State full timeout,,12,14
41,1,7:08.0,,J. Lamb enters the game for M. Bridges,12,14
42,1,6:54.0,K. Durant makes 3-pt jump shot from 26 ft (assist by D. Green),,15,14
43,1,6:31.0,,J. Lamb misses 3-pt jump shot from 25 ft,15,14
44,1,6:31.0,Defensive rebound by D. Green,,15,14
45,1,6:31.0,,Technical foul by K. Walker,15,14
46,1,6:31.0,S. Curry makes technical free throw,,16,14
47,1,6:18.0,D. Green makes 2-pt layup from 2 ft (assist by D. Cousins),,18,14
48,1,6:06.0,,N. Batum makes 3-pt jump shot from 28 ft (assist by C. Zeller),18,17
49,1,5:50.0,K. Thompson misses 3-pt jump shot from 23 ft,,18,17
50,1,5:47.0,,Defensive rebound by J. Lamb,18,17
51,1,5:38.0,,C. Zeller makes 2-pt layup from 1 ft (assist by J. Lamb),18,19
52,1,5:27.0,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Curry),,21,19
53,1,5:13.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),21,21
54,1,4:57.0,D. Cousins misses 2-pt layup from 3 ft,,21,21
55,1,4:52.0,Offensive rebound by K. Thompson,,21,21
56,1,4:52.0,K. Thompson misses 2-pt layup at rim,,21,21
57,1,4:51.0,,Defensive rebound by N. Batum,21,21
58,1,4:48.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by J. Lamb),21,24
59,1,4:37.0,K. Thompson makes 2-pt jump shot from 14 ft (assist by S. Curry),,23,24
60,1,4:28.0,,K. Walker makes 2-pt layup from 1 ft,23,26
61,1,4:14.0,Shooting foul by C. Zeller (drawn by D. Cousins),,23,26
62,1,4:14.0,D. Cousins makes free throw 1 of 2,,24,26
63,1,4:14.0,A. Iguodala enters the game for D. Green,,24,26
64,1,4:14.0,,B. Biyombo enters the game for M. Williams,24,26
65,1,4:14.0,,M. Kidd-Gilchrist enters the game for C. Zeller,24,26
66,1,4:14.0,D. Cousins makes free throw 2 of 2,,25,26
67,1,3:57.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 21 ft,25,26
68,1,3:49.0,Defensive rebound by K. Durant,,25,26
69,1,3:46.0,K. Durant misses 2-pt jump shot from 20 ft,,25,26
70,1,3:44.0,Offensive rebound by K. Thompson,,25,26
71,1,3:36.0,S. Curry misses 2-pt layup from 2 ft,,25,26
72,1,3:36.0,,Defensive rebound by B. Biyombo,25,26
73,1,3:22.0,,N. Batum misses 3-pt jump shot from 30 ft,25,26
74,1,3:19.0,Defensive rebound by D. Cousins,,25,26
75,1,3:12.0,D. Cousins makes 2-pt layup from 2 ft,,27,26
76,1,3:11.0,,Charlotte full timeout,27,26
77,1,3:11.0,K. Looney enters the game for D. Cousins,,27,26
78,1,3:11.0,A. McKinnie enters the game for K. Thompson,,27,26
79,1,3:11.0,,M. Monk enters the game for N. Batum,27,26
80,1,2:56.0,,Personal foul by K. Looney (drawn by K. Walker),27,26
81,1,2:49.0,,K. Walker misses 2-pt layup from 2 ft,27,26
82,1,2:46.0,Defensive rebound by S. Curry,,27,26
83,1,2:43.0,Turnover by S. Curry (lost ball; steal by J. Lamb),,27,26
84,1,2:36.0,,Turnover by K. Walker (bad pass; steal by S. Curry),27,26
85,1,2:30.0,S. Curry misses 3-pt jump shot from 25 ft,,27,26
86,1,2:25.0,,Defensive rebound by M. Kidd-Gilchrist,27,26
87,1,2:17.0,,M. Monk misses 3-pt jump shot from 23 ft,27,26
88,1,2:14.0,Defensive rebound by A. McKinnie,,27,26
89,1,2:14.0,S. Livingston enters the game for S. Curry,,27,26
90,1,2:14.0,,T. Parker enters the game for K. Walker,27,26
91,1,2:02.0,K. Durant makes 2-pt jump shot from 13 ft,,29,26
92,1,1:47.0,,J. Lamb misses 2-pt jump shot from 9 ft,29,26
93,1,1:45.0,Defensive rebound by K. Durant,,29,26
94,1,1:31.0,K. Durant misses 2-pt jump shot from 21 ft,,29,26
95,1,1:27.0,Offensive rebound by A. McKinnie,,29,26
96,1,1:20.0,S. Livingston makes 2-pt jump shot from 16 ft,,31,26
97,1,0:55.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by T. Parker),31,28
98,1,0:40.0,S. Livingston misses 2-pt jump shot from 15 ft (block by J. Lamb),,31,28
99,1,0:36.0,Offensive rebound by S. Livingston,,31,28
100,1,0:33.0,A. Iguodala misses 2-pt jump shot from 11 ft,,31,28
101,1,0:32.0,,Defensive rebound by B. Biyombo,31,28
102,1,0:21.0,,B. Biyombo misses 2-pt hook shot from 6 ft,31,28
103,1,0:20.0,,Offensive rebound by M. Kidd-Gilchrist,31,28
104,1,0:20.0,,Shooting foul by K. Looney (drawn by M. Kidd-Gilchrist),31,28
105,1,0:20.0,,M. Kidd-Gilchrist makes free throw 1 of 2,31,29
106,1,0:20.0,Q. Cook enters the game for S. Livingston,,31,29
107,1,0:20.0,K. Thompson enters the game for A. McKinnie,,31,29
108,1,0:20.0,,N. Batum enters the game for J. Lamb,31,29
109,1,0:20.0,,M. Bridges enters the game for T. Parker,31,29
110,1,0:20.0,,M. Kidd-Gilchrist makes free throw 2 of 2,31,30
111,1,0:03.0,K. Durant makes 3-pt jump shot from 25 ft,,34,30
112,1,0:00.0,,N. Batum misses 3-pt jump shot from 57 ft,34,30
113,1,0:00.0,,Offensive rebound by Team,34,30
114,2,11:43.0,D. Cousins makes 2-pt layup from 2 ft (assist by K. Thompson),,36,30
115,2,11:31.0,,M. Monk misses 2-pt jump shot from 10 ft,36,30
116,2,11:26.0,Defensive rebound by D. Cousins,,36,30
117,2,11:26.0,,Violation by Team (kicked ball),36,30
118,2,11:19.0,D. Green misses 3-pt jump shot from 27 ft,,36,30
119,2,11:14.0,,Defensive rebound by J. Lamb,36,30
120,2,11:06.0,,J. Lamb makes 2-pt layup from 2 ft,36,32
121,2,11:06.0,,Shooting foul by A. Iguodala (drawn by J. Lamb),36,32
122,2,11:06.0,,J. Lamb makes free throw 1 of 1,36,33
123,2,10:54.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),,39,33
124,2,10:54.0,,Charlotte full timeout,39,33
125,2,10:42.0,,M. Monk misses 3-pt jump shot from 26 ft,39,33
126,2,10:39.0,Defensive rebound by D. Cousins,,39,33
127,2,10:24.0,D. Green makes 2-pt dunk from 2 ft (assist by D. Cousins),,41,33
128,2,10:11.0,,Personal foul by D. Cousins (drawn by T. Parker),41,33
129,2,9:56.0,,Turnover by M. Bridges (bad pass; steal by D. Cousins),41,33
130,2,9:45.0,S. Livingston makes 2-pt dunk from 1 ft (assist by K. Thompson),,43,33
131,2,9:24.0,,M. Bridges misses 3-pt jump shot from 23 ft,43,33
132,2,9:22.0,Defensive rebound by D. Cousins,,43,33
133,2,9:11.0,D. Cousins makes 2-pt layup from 2 ft (assist by S. Livingston),,45,33
134,2,8:58.0,,M. Bridges misses 2-pt layup from 2 ft,45,33
135,2,8:53.0,,Offensive rebound by M. Bridges,45,33
136,2,8:53.0,,M. Bridges misses 2-pt layup from 1 ft,45,33
137,2,8:53.0,,Offensive rebound by M. Bridges,45,33
138,2,8:53.0,,M. Bridges misses 2-pt layup from 1 ft,45,33
139,2,8:53.0,,Offensive rebound by C. Zeller,45,33
140,2,8:45.0,,T. Parker misses 2-pt layup from 3 ft (block by D. Green),45,33
141,2,8:41.0,,Offensive rebound by C. Zeller,45,33
142,2,8:41.0,,C. Zeller makes 2-pt layup from 2 ft,45,35
143,2,8:27.0,Shooting foul by M. Monk (drawn by K. Thompson),,45,35
144,2,8:27.0,K. Thompson misses free throw 1 of 2,,45,35
145,2,8:27.0,Offensive rebound by Team,,45,35
146,2,8:27.0,A. McKinnie enters the game for A. Iguodala,,45,35
147,2,8:27.0,,N. Batum enters the game for J. Lamb,45,35
148,2,8:27.0,,K. Walker enters the game for M. Monk,45,35
149,2,8:27.0,K. Thompson makes free throw 2 of 2,,46,35
150,2,8:17.0,,T. Parker misses 2-pt layup from 2 ft (block by D. Cousins),46,35
151,2,8:13.0,Defensive rebound by D. Cousins,,46,35
152,2,8:08.0,K. Thompson misses 3-pt jump shot from 24 ft,,46,35
153,2,8:04.0,Offensive rebound by A. McKinnie,,46,35
154,2,8:00.0,Turnover by K. Thompson (lost ball; steal by T. Parker),,46,35
155,2,7:55.0,,Offensive foul by M. Bridges (drawn by D. Cousins),46,35
156,2,7:55.0,,Turnover by M. Bridges (offensive foul),46,35
157,2,7:40.0,Turnover by D. Cousins (bad pass; steal by C. Zeller),,46,35
158,2,7:35.0,,K. Walker makes 2-pt layup from 2 ft,46,37
159,2,7:11.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by S. Livingston),,49,37
160,2,6:58.0,,Shooting foul by D. Cousins (drawn by T. Parker),49,37
161,2,6:58.0,,T. Parker makes free throw 1 of 2,49,38
162,2,6:58.0,S. Curry enters the game for S. Livingston,,49,38
163,2,6:58.0,,M. Williams enters the game for M. Bridges,49,38
164,2,6:58.0,,T. Parker makes free throw 2 of 2,49,39
165,2,6:44.0,D. Cousins makes 2-pt dunk from 2 ft (assist by K. Thompson),,51,39
166,2,6:34.0,,T. Parker misses 2-pt jump shot from 6 ft (block by D. Green),51,39
167,2,6:31.0,Defensive rebound by D. Green,,51,39
168,2,6:24.0,D. Cousins makes 2-pt dunk from 1 ft (assist by K. Thompson),,53,39
169,2,6:10.0,,K. Walker makes 3-pt jump shot from 26 ft,53,42
170,2,5:55.0,A. McKinnie makes 2-pt dunk from 1 ft (assist by D. Green),,55,42
171,2,5:43.0,,K. Walker makes 2-pt layup from 2 ft,55,44
172,2,5:33.0,S. Curry makes 3-pt jump shot from 28 ft (assist by D. Green),,58,44
173,2,5:20.0,,K. Walker misses 2-pt layup from 2 ft,58,44
174,2,5:20.0,Defensive rebound by Team,,58,44
175,2,5:20.0,K. Durant enters the game for D. Cousins,,58,44
176,2,5:20.0,K. Looney enters the game for K. Thompson,,58,44
177,2,5:20.0,,J. Lamb enters the game for T. Parker,58,44
178,2,5:07.0,S. Curry misses 2-pt layup from 5 ft,,58,44
179,2,5:05.0,Offensive rebound by D. Green,,58,44
180,2,5:03.0,S. Curry misses 3-pt jump shot from 26 ft,,58,44
181,2,5:03.0,Offensive rebound by K. Looney,,58,44
182,2,4:56.0,K. Looney misses 2-pt layup from 3 ft,,58,44
183,2,4:54.0,,Defensive rebound by N. Batum,58,44
184,2,4:52.0,,J. Lamb misses 3-pt jump shot from 26 ft,58,44
185,2,4:50.0,Defensive rebound by A. McKinnie,,58,44
186,2,4:41.0,K. Durant misses 3-pt jump shot from 26 ft,,58,44
187,2,4:38.0,,Defensive rebound by M. Williams,58,44
188,2,4:23.0,,J. Lamb misses 2-pt layup from 2 ft,58,44
189,2,4:21.0,Defensive rebound by K. Durant,,58,44
190,2,4:13.0,A. McKinnie misses 3-pt jump shot from 25 ft,,58,44
191,2,4:10.0,Offensive rebound by K. Looney,,58,44
192,2,4:09.0,K. Durant misses 3-pt jump shot from 26 ft,,58,44
193,2,4:06.0,,Defensive rebound by C. Zeller,58,44
194,2,3:51.0,,M. Williams misses 3-pt jump shot from 26 ft,58,44
195,2,3:48.0,Defensive rebound by S. Curry,,58,44
196,2,3:45.0,S. Curry misses 3-pt jump shot from 28 ft,,58,44
197,2,3:41.0,,Defensive rebound by J. Lamb,58,44
198,2,3:36.0,,Shooting foul by D. Green (drawn by M. Williams),58,44
199,2,3:36.0,Golden State full timeout,,58,44
200,2,3:36.0,,M. Williams makes free throw 1 of 2,58,45
201,2,3:36.0,A. Iguodala enters the game for D. Green,,58,45
202,2,3:36.0,K. Thompson enters the game for A. McKinnie,,58,45
203,2,3:36.0,,B. Biyombo enters the game for C. Zeller,58,45
204,2,3:36.0,,M. Williams makes free throw 2 of 2,58,46
205,2,3:15.0,K. Looney makes 2-pt dunk from 1 ft (assist by K. Durant),,60,46
206,2,2:54.0,,J. Lamb misses 2-pt jump shot from 5 ft,60,46
207,2,2:54.0,,Offensive rebound by B. Biyombo,60,46
208,2,2:54.0,,Personal foul by K. Thompson (drawn by B. Biyombo),60,46
209,2,2:54.0,,B. Biyombo makes free throw 1 of 2,60,47
210,2,2:54.0,,B. Biyombo makes free throw 2 of 2,60,48
211,2,2:35.0,K. Looney makes 2-pt dunk at rim (assist by K. Durant),,62,48
212,2,2:22.0,,N. Batum makes 2-pt layup from 1 ft,62,50
213,2,2:13.0,A. Iguodala misses 3-pt jump shot from 26 ft,,62,50
214,2,2:08.0,,Defensive rebound by M. Williams,62,50
215,2,1:56.0,,M. Williams makes 2-pt jump shot from 3 ft (assist by J. Lamb),62,52
216,2,1:38.0,Turnover by S. Curry (bad pass; steal by J. Lamb),,62,52
217,2,1:22.0,,N. Batum misses 2-pt layup from 3 ft,62,52
218,2,1:20.0,,Offensive rebound by Team,62,52
219,2,1:20.0,Loose ball foul by K. Looney (drawn by B. Biyombo),,62,52
220,2,1:20.0,,B. Biyombo makes free throw 1 of 2,62,53
221,2,1:20.0,D. Green enters the game for K. Looney,,62,53
222,2,1:20.0,,B. Biyombo misses free throw 2 of 2,62,53
223,2,1:17.0,Defensive rebound by A. Iguodala,,62,53
224,2,1:08.0,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),,65,53
225,2,0:54.0,,Shooting foul by K. Thompson (drawn by J. Lamb),65,53
226,2,0:54.0,,J. Lamb makes free throw 1 of 2,65,54
227,2,0:54.0,Q. Cook enters the game for K. Thompson,,65,54
228,2,0:54.0,,C. Zeller enters the game for B. Biyombo,65,54
229,2,0:54.0,,J. Lamb makes free throw 2 of 2,65,55
230,2,0:46.0,Turnover by S. Curry (bad pass; steal by N. Batum),,65,55
231,2,0:37.0,,C. Zeller makes 2-pt layup from 2 ft (assist by K. Walker),65,57
232,2,0:27.0,Turnover by D. Green (bad pass; steal by J. Lamb),,65,57
233,2,0:24.0,,J. Lamb makes 2-pt layup from 1 ft,65,59
234,2,0:24.0,,Shooting foul by Q. Cook (drawn by J. Lamb),65,59
235,2,0:24.0,,J. Lamb makes free throw 1 of 1,65,60
236,2,0:03.0,D. Green makes 2-pt dunk from 1 ft (assist by S. Curry),,67,60
237,2,0:03.0,Shooting foul by M. Williams (drawn by D. Green),,67,60
238,2,0:03.0,A. McKinnie enters the game for S. Curry,,67,60
239,2,0:03.0,D. Green makes free throw 1 of 1,,68,60
240,2,0:00.0,,Turnover by K. Walker (lost ball; steal by K. Durant),68,60
241,3,11:45.0,S. Curry misses 3-pt jump shot from 26 ft,,68,60
242,3,11:42.0,,Defensive rebound by M. Bridges,68,60
243,3,11:38.0,,K. Walker misses 2-pt jump shot from 16 ft,68,60
244,3,11:35.0,Defensive rebound by K. Durant,,68,60
245,3,11:20.0,D. Green makes 3-pt jump shot from 24 ft (assist by S. Curry),,71,60
246,3,11:06.0,,N. Batum makes 2-pt layup from 2 ft,71,62
247,3,10:57.0,K. Durant misses 3-pt jump shot from 24 ft,,71,62
248,3,10:53.0,Offensive rebound by D. Green,,71,62
249,3,10:44.0,K. Durant misses 2-pt dunk from 6 ft (block by C. Zeller),,71,62
250,3,10:41.0,,Defensive rebound by K. Walker,71,62
251,3,10:37.0,,Turnover by N. Batum (bad pass; steal by S. Curry),71,62
252,3,10:28.0,K. Thompson makes 2-pt layup from 1 ft,,73,62
253,3,9:59.0,,M. Williams makes 3-pt jump shot from 22 ft (assist by N. Batum),73,65
254,3,9:41.0,D. Cousins misses 3-pt jump shot from 26 ft,,73,65
255,3,9:37.0,,Defensive rebound by N. Batum,73,65
256,3,9:29.0,,M. Williams misses 3-pt jump shot from 26 ft,73,65
257,3,9:26.0,Defensive rebound by D. Cousins,,73,65
258,3,9:17.0,K. Durant makes 2-pt dunk from 1 ft,,75,65
259,3,8:56.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by C. Zeller),75,68
260,3,8:45.0,S. Curry misses 2-pt layup from 3 ft (block by M. Williams),,75,68
261,3,8:43.0,,Defensive rebound by M. Williams,75,68
262,3,8:37.0,,M. Bridges makes 3-pt jump shot from 22 ft (assist by N. Batum),75,71
263,3,8:35.0,Golden State full timeout,,75,71
264,3,8:14.0,D. Cousins makes 2-pt layup from 2 ft,,77,71
265,3,8:14.0,Shooting foul by C. Zeller (drawn by D. Cousins),,77,71
266,3,8:14.0,D. Cousins makes free throw 1 of 1,,78,71
267,3,8:00.0,,K. Walker misses 3-pt jump shot from 26 ft,78,71
268,3,7:56.0,Defensive rebound by K. Durant,,78,71
269,3,7:51.0,Turnover by K. Durant (bad pass; steal by C. Zeller),,78,71
270,3,7:44.0,,Shooting foul by K. Durant (drawn by M. Bridges),78,71
271,3,7:44.0,,M. Bridges makes free throw 1 of 2,78,72
272,3,7:44.0,,M. Bridges makes free throw 2 of 2,78,73
273,3,7:31.0,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),,81,73
274,3,7:13.0,,M. Bridges misses 3-pt jump shot from 26 ft,81,73
275,3,7:11.0,Defensive rebound by Team,,81,73
276,3,7:03.0,S. Curry makes 2-pt layup from 2 ft (assist by K. Thompson),,83,73
277,3,6:51.0,,K. Walker misses 3-pt jump shot from 25 ft (block by D. Green),83,73
278,3,6:48.0,,Offensive rebound by K. Walker,83,73
279,3,6:41.0,,N. Batum misses 3-pt jump shot from 26 ft,83,73
280,3,6:38.0,Defensive rebound by D. Cousins,,83,73
281,3,6:32.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Cousins),,85,73
282,3,6:32.0,,Charlotte full timeout,85,73
283,3,6:32.0,,J. Lamb enters the game for M. Bridges,85,73
284,3,6:21.0,,C. Zeller makes 2-pt dunk from 2 ft (assist by K. Walker),85,75
285,3,6:05.0,Turnover by S. Curry (out of bounds lost ball),,85,75
286,3,5:54.0,,K. Walker misses 3-pt jump shot from 26 ft,85,75
287,3,5:51.0,,Offensive rebound by C. Zeller,85,75
288,3,5:50.0,,K. Walker misses 3-pt jump shot from 25 ft (block by D. Cousins),85,75
289,3,5:50.0,Defensive rebound by S. Curry,,85,75
290,3,5:38.0,Turnover by D. Green (bad pass; steal by N. Batum),,85,75
291,3,5:30.0,,C. Zeller makes 2-pt dunk from 1 ft (assist by J. Lamb),85,77
292,3,5:30.0,Golden State full timeout,,85,77
293,3,5:30.0,A. Iguodala enters the game for D. Green,,85,77
294,3,5:11.0,D. Cousins misses 3-pt jump shot from 23 ft,,85,77
295,3,5:08.0,,Defensive rebound by N. Batum,85,77
296,3,4:47.0,,M. Williams makes 2-pt jump shot from 9 ft (assist by N. Batum),85,79
297,3,4:38.0,Turnover by K. Thompson (bad pass; steal by N. Batum),,85,79
298,3,4:34.0,,C. Zeller makes 2-pt dunk from 1 ft (assist by J. Lamb),85,81
299,3,4:34.0,Golden State full timeout,,85,81
300,3,4:26.0,Shooting foul by M. Williams (drawn by K. Durant),,85,81
301,3,4:26.0,K. Durant makes free throw 1 of 2,,86,81
302,3,4:26.0,K. Durant makes free throw 2 of 2,,87,81
303,3,4:13.0,,M. Williams misses 3-pt jump shot from 23 ft,87,81
304,3,4:10.0,Defensive rebound by D. Cousins,,87,81
305,3,4:01.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by A. Iguodala),,89,81
306,3,3:44.0,,Turnover by K. Walker (out of bounds lost ball),89,81
307,3,3:44.0,K. Looney enters the game for D. Cousins,,89,81
308,3,3:44.0,,B. Biyombo enters the game for C. Zeller,89,81
309,3,3:30.0,S. Curry misses 3-pt jump shot from 24 ft,,89,81
310,3,3:27.0,,Defensive rebound by J. Lamb,89,81
311,3,3:20.0,,Shooting foul by A. Iguodala (drawn by J. Lamb),89,81
312,3,3:20.0,,J. Lamb misses free throw 1 of 2,89,81
313,3,3:20.0,,Offensive rebound by Team,89,81
314,3,3:20.0,A. McKinnie enters the game for K. Thompson,,89,81
315,3,3:20.0,,M. Kidd-Gilchrist enters the game for M. Williams,89,81
316,3,3:20.0,,J. Lamb misses free throw 2 of 2,89,81
317,3,3:17.0,Defensive rebound by K. Durant,,89,81
318,3,3:11.0,A. Iguodala misses 3-pt jump shot from 23 ft,,89,81
319,3,3:07.0,,Defensive rebound by B. Biyombo,89,81
320,3,3:01.0,,K. Walker makes 2-pt layup at rim (assist by J. Lamb),89,83
321,3,2:49.0,S. Curry misses 3-pt jump shot from 26 ft,,89,83
322,3,2:45.0,,Defensive rebound by B. Biyombo,89,83
323,3,2:39.0,,K. Walker makes 3-pt jump shot from 25 ft,89,86
324,3,2:12.0,A. Iguodala misses 3-pt jump shot from 26 ft,,89,86
325,3,2:06.0,Offensive rebound by K. Looney,,89,86
326,3,2:04.0,K. Durant makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,92,86
327,3,1:47.0,,N. Batum misses 3-pt jump shot from 26 ft,92,86
328,3,1:41.0,Defensive rebound by A. McKinnie,,92,86
329,3,1:35.0,A. Iguodala makes 2-pt dunk at rim (assist by K. Looney),,94,86
330,3,1:35.0,,Charlotte full timeout,94,86
331,3,1:35.0,S. Livingston enters the game for S. Curry,,94,86
332,3,1:35.0,,M. Bridges enters the game for N. Batum,94,86
333,3,1:35.0,,T. Parker enters the game for K. Walker,94,86
334,3,1:12.0,,J. Lamb makes 2-pt layup from 3 ft,94,88
335,3,0:58.0,K. Looney makes 2-pt dunk from 2 ft (assist by K. Durant),,96,88
336,3,0:35.0,,J. Lamb misses 3-pt jump shot from 26 ft,96,88
337,3,0:34.0,Defensive rebound by Team,,96,88
338,3,0:31.0,K. Durant misses 3-pt jump shot from 32 ft,,96,88
339,3,0:27.0,,Defensive rebound by Team,96,88
340,3,0:07.0,,J. Lamb misses 2-pt layup from 3 ft (block by A. McKinnie),96,88
341,3,0:04.0,Defensive rebound by K. Looney,,96,88
342,3,0:00.0,A. McKinnie misses 2-pt layup from 1 ft,,96,88
343,3,0:00.0,Offensive rebound by S. Livingston,,96,88
344,3,0:00.0,S. Livingston makes 2-pt layup from 1 ft,,98,88
345,4,11:44.0,,M. Bridges makes 2-pt layup from 2 ft (assist by K. Walker),98,90
346,4,11:16.0,D. Green misses 3-pt jump shot from 26 ft,,98,90
347,4,11:13.0,,Defensive rebound by M. Bridges,98,90
348,4,10:52.0,,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by A. Iguodala),98,90
349,4,10:52.0,,Offensive rebound by Team,98,90
350,4,10:49.0,,M. Bridges misses 3-pt jump shot from 23 ft,98,90
351,4,10:45.0,Defensive rebound by D. Green,,98,90
352,4,10:33.0,K. Thompson makes 2-pt layup from 2 ft (assist by S. Livingston),,100,90
353,4,10:15.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by T. Parker),100,92
354,4,9:56.0,K. Thompson makes 2-pt jump shot from 14 ft,,102,92
355,4,9:42.0,,K. Walker misses 3-pt jump shot from 26 ft,102,92
356,4,9:39.0,Defensive rebound by A. Iguodala,,102,92
357,4,9:34.0,K. Thompson misses 2-pt layup from 2 ft,,102,92
358,4,9:28.0,Offensive rebound by A. Iguodala,,102,92
359,4,9:28.0,A. Iguodala makes 2-pt dunk from 1 ft,,104,92
360,4,9:19.0,,C. Zeller makes 2-pt layup from 1 ft,104,94
361,4,9:10.0,D. Green makes 2-pt layup from 2 ft,,106,94
362,4,9:10.0,A. McKinnie enters the game for A. Iguodala,,106,94
363,4,9:10.0,,N. Batum enters the game for M. Bridges,106,94
364,4,9:10.0,,J. Lamb enters the game for T. Parker,106,94
365,4,8:54.0,,Turnover by K. Walker (bad pass; steal by S. Livingston),106,94
366,4,8:50.0,S. Livingston misses 2-pt layup from 2 ft (block by C. Zeller),,106,94
367,4,8:50.0,Offensive rebound by Team,,106,94
368,4,8:45.0,D. Cousins makes 2-pt hook shot from 4 ft (assist by D. Green),,108,94
369,4,8:27.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 22 ft,108,94
370,4,8:24.0,Defensive rebound by D. Cousins,,108,94
371,4,8:16.0,K. Thompson misses 2-pt jump shot from 14 ft,,108,94
372,4,8:13.0,,Defensive rebound by J. Lamb,108,94
373,4,7:57.0,,K. Walker misses 2-pt jump shot from 19 ft,108,94
374,4,7:54.0,Defensive rebound by D. Cousins,,108,94
375,4,7:52.0,Offensive foul by D. Green (drawn by K. Walker),,108,94
376,4,7:52.0,Turnover by D. Green (offensive foul),,108,94
377,4,7:52.0,S. Curry enters the game for D. Green,,108,94
378,4,7:52.0,,M. Williams enters the game for M. Kidd-Gilchrist,108,94
379,4,7:41.0,,C. Zeller misses 2-pt layup from 4 ft (block by D. Cousins),108,94
380,4,7:41.0,,Offensive rebound by Team,108,94
381,4,7:32.0,,C. Zeller makes 2-pt layup from 2 ft (assist by J. Lamb),108,96
