,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,UTAH_ACTION,CHARLOTTE_SCORE,UTAH_SCORE
41,1,6:32.0,W. Hernangómez enters the game for D. Bacon,,10,15
42,1,6:32.0,J. Lamb enters the game for B. Biyombo,,10,15
43,1,6:32.0,,R. O'Neale enters the game for J. Crowder,10,15
44,1,6:32.0,,T. Sefolosha enters the game for J. Ingles,10,15
45,1,6:19.0,W. Hernangómez misses 2-pt layup from 3 ft (block by R. Gobert),,10,15
46,1,6:16.0,Offensive rebound by W. Hernangómez,,10,15
47,1,6:14.0,Turnover by W. Hernangómez (bad pass; steal by D. Mitchell),,10,15
48,1,6:11.0,,R. O'Neale makes 2-pt layup from 2 ft (assist by D. Mitchell),10,17
49,1,5:58.0,J. Lamb misses 2-pt jump shot from 16 ft,,10,17
50,1,5:54.0,Offensive rebound by W. Hernangómez,,10,17
51,1,5:52.0,J. Lamb makes 2-pt jump shot from 3 ft (assist by W. Hernangómez),,12,17
52,1,5:33.0,,Def 3 sec tech foul by Team,12,17
53,1,5:33.0,,R. Rubio makes technical free throw,12,18
54,1,5:33.0,F. Kaminsky enters the game for M. Williams,,12,18
55,1,5:23.0,,Shooting foul by K. Walker (drawn by R. Gobert),12,18
56,1,5:23.0,,R. Gobert makes free throw 1 of 2,12,19
57,1,5:23.0,,R. Gobert misses free throw 2 of 2,12,19
58,1,5:18.0,Defensive rebound by M. Bridges,,12,19
59,1,5:13.0,Turnover by K. Walker (bad pass),,12,19
60,1,5:05.0,,Shooting foul by J. Lamb (drawn by R. Rubio),12,19
61,1,5:05.0,,R. Rubio makes free throw 1 of 2,12,20
62,1,5:05.0,,R. Rubio makes free throw 2 of 2,12,21
63,1,4:48.0,M. Bridges misses 3-pt jump shot from 24 ft,,12,21
64,1,4:46.0,,Defensive rebound by R. Gobert,12,21
65,1,4:34.0,,R. O'Neale misses 2-pt jump shot from 9 ft,12,21
66,1,4:33.0,Defensive rebound by J. Lamb,,12,21
67,1,4:23.0,W. Hernangómez misses 2-pt jump shot from 11 ft (block by R. Gobert),,12,21
68,1,4:18.0,,Defensive rebound by D. Mitchell,12,21
69,1,4:09.0,,R. O'Neale misses 3-pt jump shot from 23 ft,12,21
70,1,4:04.0,Defensive rebound by W. Hernangómez,,12,21
71,1,3:55.0,Shooting foul by T. Sefolosha (drawn by J. Lamb),,12,21
72,1,3:55.0,J. Lamb makes free throw 1 of 2,,13,21
73,1,3:55.0,,G. Niang enters the game for R. Rubio,13,21
74,1,3:55.0,J. Lamb makes free throw 2 of 2,,14,21
75,1,3:31.0,,Turnover by Team (shot clock),14,21
76,1,3:18.0,W. Hernangómez misses 2-pt hook shot from 6 ft,,14,21
77,1,3:16.0,,Defensive rebound by T. Sefolosha,14,21
78,1,3:11.0,,Turnover by T. Sefolosha (lost ball; steal by M. Bridges),14,21
79,1,3:09.0,Personal take foul by R. Gobert (drawn by K. Walker),,14,21
80,1,3:09.0,,Utah full timeout,14,21
81,1,3:09.0,M. Monk enters the game for M. Bridges,,14,21
82,1,3:09.0,,J. Crowder enters the game for R. Gobert,14,21
83,1,3:09.0,,J. Ingles enters the game for D. Mitchell,14,21
84,1,3:09.0,,R. Neto enters the game for R. O'Neale,14,21
85,1,3:09.0,,E. Udoh enters the game for T. Sefolosha,14,21
86,1,3:09.0,K. Walker makes free throw 1 of 2,,15,21
87,1,3:09.0,K. Walker misses free throw 2 of 2,,15,21
88,1,3:09.0,,Defensive rebound by G. Niang,15,21
89,1,2:55.0,,G. Niang misses 3-pt jump shot from 23 ft,15,21
90,1,2:53.0,Defensive rebound by M. Monk,,15,21
91,1,2:45.0,W. Hernangómez makes 2-pt layup from 1 ft (assist by M. Monk),,17,21
92,1,2:45.0,Shooting foul by E. Udoh (drawn by W. Hernangómez),,17,21
93,1,2:45.0,D. Graham enters the game for K. Walker,,17,21
94,1,2:45.0,W. Hernangómez misses free throw 1 of 1,,17,21
95,1,2:44.0,,Defensive rebound by J. Crowder,17,21
96,1,2:33.0,,Turnover by R. Neto (lost ball; steal by J. Lamb),17,21
97,1,2:27.0,M. Monk misses 3-pt jump shot from 23 ft,,17,21
98,1,2:25.0,,Defensive rebound by R. Neto,17,21
99,1,2:09.0,,J. Ingles misses 3-pt jump shot from 25 ft,17,21
100,1,2:06.0,Defensive rebound by F. Kaminsky,,17,21
101,1,1:51.0,F. Kaminsky misses 2-pt layup from 3 ft,,17,21
102,1,1:49.0,,Defensive rebound by G. Niang,17,21
103,1,1:31.0,,G. Niang makes 2-pt layup from 2 ft (assist by R. Neto),17,23
104,1,1:16.0,J. Lamb misses 2-pt jump shot from 8 ft,,17,23
105,1,1:12.0,Offensive rebound by W. Hernangómez,,17,23
106,1,1:12.0,W. Hernangómez makes 2-pt dunk at rim,,19,23
107,1,0:57.0,,Turnover by E. Udoh (lost ball; steal by D. Graham),19,23
108,1,0:53.0,M. Monk makes 2-pt dunk from 1 ft (assist by D. Graham),,21,23
109,1,0:37.0,,R. Neto misses 2-pt layup from 3 ft (block by W. Hernangómez),21,23
110,1,0:37.0,,Offensive rebound by Team,21,23
111,1,0:35.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by E. Udoh),21,26
112,1,0:22.0,Shooting foul by E. Udoh (drawn by J. Lamb),,21,26
113,1,0:22.0,M. Bridges enters the game for W. Hernangómez,,21,26
114,1,0:22.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,21,26
115,1,0:22.0,J. Lamb makes free throw 1 of 2,,22,26
116,1,0:22.0,J. Lamb makes free throw 2 of 2,,23,26
117,1,0:03.0,,G. Niang misses 3-pt jump shot from 23 ft,23,26
118,1,0:02.0,Defensive rebound by M. Bridges,,23,26
119,1,0:01.0,M. Bridges misses 3-pt jump shot from 71 ft,,23,26
120,1,0:01.0,Offensive rebound by Team,,23,26
121,2,11:48.0,M. Monk misses 3-pt jump shot from 24 ft,,23,26
122,2,11:46.0,,Defensive rebound by E. Udoh,23,26
123,2,11:25.0,,J. Crowder misses 3-pt jump shot from 28 ft,23,26
124,2,11:22.0,Defensive rebound by M. Monk,,23,26
125,2,11:16.0,F. Kaminsky misses 3-pt jump shot from 28 ft,,23,26
126,2,11:14.0,,Defensive rebound by Team,23,26
127,2,10:53.0,,Turnover by R. Neto (lost ball; steal by M. Kidd-Gilchrist),23,26
128,2,10:51.0,Shooting foul by R. O'Neale (drawn by M. Monk),,23,26
129,2,10:51.0,M. Monk misses free throw 1 of 2,,23,26
130,2,10:51.0,Offensive rebound by Team,,23,26
131,2,10:51.0,M. Monk makes free throw 2 of 2,,24,26
132,2,10:34.0,,E. Udoh misses 2-pt layup from 2 ft,24,26
133,2,10:33.0,,Offensive rebound by E. Udoh,24,26
134,2,10:31.0,,E. Udoh makes 2-pt dunk from 1 ft,24,28
135,2,10:18.0,Personal foul by R. Neto (drawn by D. Graham),,24,28
136,2,10:10.0,J. Lamb makes 2-pt jump shot from 7 ft,,26,28
137,2,10:09.0,Violation by Team (delay of game),,26,28
138,2,9:56.0,,Turnover by J. Crowder (bad pass),26,28
139,2,9:48.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),,29,28
140,2,9:46.0,,Utah full timeout,29,28
141,2,9:46.0,M. Williams enters the game for F. Kaminsky,,29,28
142,2,9:46.0,,R. Gobert enters the game for R. Neto,29,28
143,2,9:46.0,,D. Mitchell enters the game for E. Udoh,29,28
144,2,9:26.0,,Turnover by J. Crowder (bad pass),29,28
145,2,9:11.0,M. Williams misses 3-pt jump shot from 25 ft,,29,28
146,2,9:08.0,,Defensive rebound by J. Ingles,29,28
147,2,9:01.0,,D. Mitchell misses 2-pt layup from 5 ft (block by M. Williams),29,28
148,2,8:59.0,Defensive rebound by D. Graham,,29,28
149,2,8:53.0,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,,29,28
150,2,8:52.0,Offensive rebound by M. Kidd-Gilchrist,,29,28
151,2,8:51.0,M. Williams misses 3-pt jump shot from 25 ft,,29,28
152,2,8:51.0,,Defensive rebound by R. Gobert,29,28
153,2,8:41.0,,J. Crowder misses 3-pt jump shot from 25 ft,29,28
154,2,8:39.0,Defensive rebound by M. Monk,,29,28
155,2,8:34.0,M. Monk misses 3-pt jump shot from 24 ft,,29,28
156,2,8:32.0,,Defensive rebound by R. Gobert,29,28
157,2,8:17.0,,D. Mitchell misses 2-pt jump shot from 6 ft,29,28
158,2,8:14.0,,Offensive rebound by R. Gobert,29,28
159,2,8:14.0,,R. Gobert misses 2-pt layup from 1 ft,29,28
160,2,8:13.0,Defensive rebound by M. Williams,,29,28
161,2,8:02.0,J. Lamb misses 2-pt jump shot from 14 ft,,29,28
162,2,7:59.0,,Defensive rebound by J. Ingles,29,28
163,2,7:54.0,,Utah full timeout,29,28
164,2,7:54.0,K. Walker enters the game for J. Lamb,,29,28
165,2,7:54.0,,R. Rubio enters the game for J. Crowder,29,28
166,2,7:54.0,,T. Sefolosha enters the game for J. Ingles,29,28
167,2,7:47.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),29,30
168,2,7:31.0,D. Graham misses 3-pt jump shot from 24 ft,,29,30
169,2,7:29.0,,Defensive rebound by R. Gobert,29,30
170,2,7:20.0,,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by R. Rubio),29,33
171,2,6:58.0,M. Kidd-Gilchrist misses 2-pt jump shot from 10 ft,,29,33
172,2,6:55.0,Offensive rebound by D. Graham,,29,33
173,2,6:55.0,M. Bridges enters the game for M. Monk,,29,33
174,2,6:46.0,K. Walker misses 3-pt jump shot from 25 ft,,29,33
175,2,6:43.0,,Defensive rebound by R. Gobert,29,33
176,2,6:31.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by R. Rubio),29,35
177,2,6:31.0,W. Hernangómez enters the game for M. Kidd-Gilchrist,,29,35
178,2,6:08.0,Turnover by M. Bridges (bad pass; steal by D. Mitchell),,29,35
179,2,6:04.0,,D. Mitchell makes 2-pt layup from 2 ft,29,37
180,2,6:03.0,Charlotte full timeout,,29,37
181,2,6:03.0,J. Lamb enters the game for D. Graham,,29,37
182,2,5:41.0,J. Lamb misses 2-pt layup from 6 ft (block by R. Gobert),,29,37
183,2,5:38.0,Offensive rebound by J. Lamb,,29,37
184,2,5:37.0,J. Lamb makes 2-pt layup from 1 ft,,31,37
185,2,5:25.0,,Utah full timeout,31,37
186,2,5:23.0,,R. O'Neale makes 2-pt layup from 3 ft (assist by R. Rubio),31,39
187,2,5:01.0,M. Bridges misses 2-pt layup from 3 ft,,31,39
188,2,5:00.0,Offensive rebound by W. Hernangómez,,31,39
189,2,5:00.0,Shooting foul by R. Gobert (drawn by W. Hernangómez),,31,39
190,2,5:00.0,W. Hernangómez makes free throw 1 of 2,,32,39
191,2,5:00.0,W. Hernangómez makes free throw 2 of 2,,33,39
192,2,4:46.0,,T. Sefolosha misses 3-pt jump shot from 26 ft,33,39
193,2,4:43.0,Defensive rebound by M. Bridges,,33,39
194,2,4:37.0,K. Walker misses 2-pt jump shot from 16 ft,,33,39
195,2,4:34.0,,Defensive rebound by R. Rubio,33,39
196,2,4:25.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by R. Rubio),33,41
197,2,4:05.0,J. Lamb misses 2-pt layup from 4 ft,,33,41
198,2,4:02.0,,Defensive rebound by D. Mitchell,33,41
199,2,3:53.0,,D. Mitchell misses 2-pt layup from 3 ft,33,41
200,2,3:50.0,,Offensive rebound by Team,33,41
201,2,3:44.0,,R. Rubio makes 2-pt jump shot from 14 ft,33,43
202,2,3:21.0,Turnover by W. Hernangómez (traveling),,33,43
203,2,3:10.0,,R. Rubio misses 2-pt jump shot from 14 ft,33,43
204,2,3:06.0,Defensive rebound by J. Lamb,,33,43
205,2,2:58.0,K. Walker misses 3-pt jump shot from 24 ft,,33,43
206,2,2:54.0,,Defensive rebound by R. Gobert,33,43
207,2,2:50.0,,R. O'Neale makes 2-pt layup from 1 ft (assist by R. Rubio),33,45
208,2,2:49.0,Charlotte full timeout,,33,45
209,2,2:49.0,D. Graham enters the game for W. Hernangómez,,33,45
210,2,2:49.0,,J. Crowder enters the game for R. O'Neale,33,45
211,2,2:49.0,,J. Ingles enters the game for T. Sefolosha,33,45
212,2,2:30.0,K. Walker makes 2-pt layup from 3 ft,,35,45
213,2,2:12.0,,R. Rubio makes 2-pt jump shot from 8 ft,35,47
214,2,1:57.0,K. Walker misses 2-pt jump shot from 12 ft,,35,47
215,2,1:55.0,,Defensive rebound by R. Gobert,35,47
216,2,1:45.0,,R. Rubio misses 2-pt jump shot from 16 ft,35,47
217,2,1:42.0,Defensive rebound by M. Williams,,35,47
218,2,1:36.0,D. Graham misses 2-pt jump shot from 7 ft,,35,47
219,2,1:34.0,,Defensive rebound by J. Ingles,35,47
220,2,1:27.0,,D. Mitchell misses 3-pt jump shot from 25 ft,35,47
221,2,1:24.0,Defensive rebound by J. Lamb,,35,47
222,2,1:09.0,Shooting foul by D. Mitchell (drawn by K. Walker),,35,47
223,2,1:09.0,K. Walker makes free throw 1 of 2,,36,47
224,2,1:09.0,M. Kidd-Gilchrist enters the game for M. Bridges,,36,47
225,2,1:09.0,K. Walker makes free throw 2 of 2,,37,47
226,2,0:52.0,,D. Mitchell makes 2-pt dunk from 2 ft (assist by J. Ingles),37,49
227,2,0:35.0,J. Lamb makes 2-pt layup from 2 ft (assist by D. Graham),,39,49
228,2,0:28.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Rubio),39,52
229,2,0:05.0,D. Graham misses 3-pt jump shot from 25 ft,,39,52
230,2,0:03.0,,Defensive rebound by J. Crowder,39,52
231,2,0:02.0,,D. Mitchell misses 3-pt jump shot from 25 ft,39,52
232,2,0:01.0,,Offensive rebound by Team,39,52
233,3,11:46.0,K. Walker misses 2-pt jump shot from 16 ft,,39,52
234,3,11:41.0,,Defensive rebound by J. Crowder,39,52
235,3,11:29.0,,R. Rubio misses 3-pt jump shot from 24 ft,39,52
236,3,11:25.0,Defensive rebound by M. Williams,,39,52
237,3,11:07.0,M. Bridges misses 2-pt layup from 3 ft,,39,52
238,3,11:06.0,,Defensive rebound by R. Gobert,39,52
239,3,10:56.0,,J. Crowder misses 3-pt jump shot from 25 ft,39,52
240,3,10:52.0,Defensive rebound by K. Walker,,39,52
241,3,10:50.0,K. Walker makes 2-pt layup from 2 ft,,41,52
242,3,10:50.0,Shooting foul by D. Mitchell (drawn by K. Walker),,41,52
243,3,10:50.0,K. Walker makes free throw 1 of 1,,42,52
244,3,10:34.0,,Turnover by J. Ingles (bad pass; steal by M. Williams),42,52
245,3,10:23.0,J. Lamb makes 2-pt layup from 3 ft,,44,52
246,3,10:07.0,,Personal foul by M. Williams (drawn by R. Gobert),44,52
247,3,9:57.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),44,55
248,3,9:33.0,K. Walker makes 2-pt jump shot from 23 ft,,46,55
249,3,9:21.0,,Shooting foul by M. Bridges (drawn by R. Rubio),46,55
250,3,9:21.0,,R. Rubio makes free throw 1 of 2,46,56
251,3,9:21.0,,R. Rubio makes free throw 2 of 2,46,57
252,3,9:13.0,Shooting foul by R. Gobert (drawn by K. Walker),,46,57
253,3,9:13.0,K. Walker makes free throw 1 of 2,,47,57
254,3,9:13.0,K. Walker makes free throw 2 of 2,,48,57
255,3,9:04.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by R. Rubio),48,59
256,3,8:51.0,Turnover by K. Walker (bad pass),,48,59
257,3,8:41.0,,D. Mitchell misses 2-pt layup from 5 ft,48,59
258,3,8:41.0,,Offensive rebound by Team,48,59
259,3,8:33.0,,D. Mitchell misses 3-pt jump shot from 25 ft,48,59
260,3,8:31.0,Defensive rebound by M. Williams,,48,59
261,3,8:24.0,K. Walker misses 2-pt jump shot from 17 ft,,48,59
262,3,8:23.0,,Defensive rebound by R. Gobert,48,59
263,3,8:16.0,,R. Rubio makes 2-pt layup from 2 ft,48,61
264,3,8:04.0,J. Lamb makes 2-pt jump shot from 9 ft (assist by K. Walker),,50,61
265,3,7:45.0,,R. Gobert misses 2-pt hook shot from 2 ft,50,61
266,3,7:43.0,Defensive rebound by M. Williams,,50,61
267,3,7:38.0,J. Lamb misses 3-pt jump shot from 25 ft,,50,61
268,3,7:38.0,Offensive rebound by Team,,50,61
269,3,7:27.0,K. Walker makes 2-pt jump shot from 24 ft (assist by B. Biyombo),,52,61
270,3,7:10.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by R. Rubio),52,64
271,3,6:45.0,J. Lamb makes 2-pt jump shot from 19 ft,,54,64
272,3,6:29.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by R. Rubio),54,66
273,3,6:29.0,Charlotte full timeout,,54,66
274,3,6:29.0,F. Kaminsky enters the game for B. Biyombo,,54,66
275,3,6:29.0,,R. O'Neale enters the game for J. Crowder,54,66
276,3,6:29.0,,T. Sefolosha enters the game for J. Ingles,54,66
277,3,6:16.0,Turnover by M. Williams (bad pass; steal by T. Sefolosha),,54,66
278,3,6:11.0,,D. Mitchell makes 3-pt jump shot from 23 ft (assist by R. O'Neale),54,69
279,3,5:51.0,M. Williams misses 3-pt jump shot from 26 ft,,54,69
280,3,5:47.0,Offensive rebound by F. Kaminsky,,54,69
281,3,5:45.0,M. Bridges misses 3-pt jump shot from 25 ft,,54,69
282,3,5:42.0,,Defensive rebound by R. O'Neale,54,69
283,3,5:38.0,,Personal foul by M. Bridges (drawn by R. Rubio),54,69
284,3,5:31.0,,R. Rubio misses 3-pt jump shot from 24 ft,54,69
285,3,5:29.0,Defensive rebound by M. Bridges,,54,69
286,3,5:25.0,Offensive foul by M. Bridges (drawn by R. Rubio),,54,69
287,3,5:25.0,Turnover by M. Bridges (offensive foul),,54,69
288,3,5:25.0,,G. Niang enters the game for R. Rubio,54,69
289,3,5:13.0,,Turnover by D. Mitchell (bad pass; steal by M. Williams),54,69
290,3,5:07.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,54,69
291,3,5:05.0,,Defensive rebound by G. Niang,54,69
292,3,4:54.0,,Shooting foul by J. Lamb (drawn by D. Mitchell),54,69
293,3,4:54.0,,D. Mitchell makes free throw 1 of 2,54,70
294,3,4:54.0,M. Kidd-Gilchrist enters the game for M. Williams,,54,70
295,3,4:54.0,,D. Mitchell makes free throw 2 of 2,54,71
296,3,4:47.0,Personal foul by G. Niang (drawn by F. Kaminsky),,54,71
297,3,4:47.0,M. Monk enters the game for M. Bridges,,54,71
298,3,4:41.0,Turnover by F. Kaminsky (bad pass; steal by D. Mitchell),,54,71
299,3,4:40.0,,Personal foul by M. Kidd-Gilchrist (drawn by D. Mitchell),54,71
300,3,4:40.0,,D. Mitchell misses free throw 1 of 2,54,71
301,3,4:40.0,,Offensive rebound by Team,54,71
302,3,4:40.0,,D. Mitchell makes free throw 2 of 2,54,72
303,3,4:23.0,K. Walker misses 2-pt layup from 2 ft,,54,72
304,3,4:21.0,,Defensive rebound by G. Niang,54,72
305,3,4:02.0,,Turnover by T. Sefolosha (traveling),54,72
306,3,3:52.0,,Violation by Team (kicked ball),54,72
307,3,3:42.0,J. Lamb misses 3-pt jump shot from 25 ft,,54,72
308,3,3:40.0,,Defensive rebound by R. Gobert,54,72
309,3,3:27.0,,G. Niang misses 3-pt jump shot from 22 ft,54,72
310,3,3:23.0,Defensive rebound by F. Kaminsky,,54,72
311,3,3:15.0,K. Walker misses 2-pt layup from 4 ft,,54,72
312,3,3:13.0,,Defensive rebound by R. Gobert,54,72
313,3,3:13.0,,Personal take foul by F. Kaminsky (drawn by G. Niang),54,72
314,3,3:13.0,,G. Niang makes free throw 1 of 2,54,73
315,3,3:13.0,,J. Ingles enters the game for D. Mitchell,54,73
316,3,3:13.0,,R. Neto enters the game for R. O'Neale,54,73
317,3,3:13.0,,G. Niang makes free throw 2 of 2,54,74
318,3,3:03.0,K. Walker makes 2-pt jump shot from 13 ft,,56,74
319,3,3:02.0,,Utah full timeout,56,74
320,3,3:02.0,D. Graham enters the game for F. Kaminsky,,56,74
321,3,3:02.0,W. Hernangómez enters the game for J. Lamb,,56,74
322,3,2:43.0,,G. Niang misses 2-pt jump shot from 7 ft,56,74
323,3,2:42.0,Defensive rebound by M. Kidd-Gilchrist,,56,74
324,3,2:42.0,Personal foul by G. Niang (drawn by M. Kidd-Gilchrist),,56,74
325,3,2:42.0,,J. Crowder enters the game for R. Gobert,56,74
326,3,2:42.0,,E. Udoh enters the game for T. Sefolosha,56,74
327,3,2:28.0,Shooting foul by E. Udoh (drawn by W. Hernangómez),,56,74
328,3,2:28.0,Offensive rebound by Team,,56,74
329,3,2:28.0,W. Hernangómez misses free throw 1 of 2,,56,74
330,3,2:28.0,W. Hernangómez misses free throw 2 of 2,,56,74
331,3,2:25.0,,Defensive rebound by E. Udoh,56,74
332,3,2:07.0,,Turnover by G. Niang (bad pass; steal by M. Monk),56,74
333,3,2:00.0,D. Graham misses 2-pt layup from 3 ft,,56,74
334,3,1:59.0,,Defensive rebound by G. Niang,56,74
335,3,1:55.0,,R. Neto misses 3-pt jump shot from 23 ft,56,74
336,3,1:49.0,Defensive rebound by W. Hernangómez,,56,74
337,3,1:42.0,Personal foul by G. Niang (drawn by K. Walker),,56,74
338,3,1:42.0,Offensive rebound by Team,,56,74
339,3,1:42.0,K. Walker misses free throw 1 of 2,,56,74
340,3,1:42.0,K. Walker makes free throw 2 of 2,,57,74
341,3,1:28.0,,J. Ingles misses 3-pt jump shot from 24 ft,57,74
342,3,1:24.0,Defensive rebound by M. Kidd-Gilchrist,,57,74
343,3,1:16.0,Shooting foul by J. Crowder (drawn by K. Walker),,57,74
344,3,1:16.0,K. Walker makes free throw 1 of 2,,58,74
345,3,1:16.0,K. Walker makes free throw 2 of 2,,59,74
346,3,0:57.0,,G. Niang misses 2-pt jump shot from 11 ft,59,74
347,3,0:52.0,Defensive rebound by M. Monk,,59,74
348,3,0:42.0,W. Hernangómez makes 2-pt layup from 2 ft (assist by D. Graham),,61,74
349,3,0:42.0,Shooting foul by J. Crowder (drawn by W. Hernangómez),,61,74
350,3,0:42.0,W. Hernangómez makes free throw 1 of 1,,62,74
351,3,0:33.0,,Shooting foul by M. Kidd-Gilchrist (drawn by E. Udoh),62,74
352,3,0:33.0,,E. Udoh makes free throw 1 of 2,62,75
353,3,0:33.0,,E. Udoh makes free throw 2 of 2,62,76
354,3,0:25.0,K. Walker makes 2-pt jump shot from 18 ft,,64,76
355,3,0:06.0,,J. Ingles makes 3-pt jump shot from 27 ft (assist by R. Neto),64,79
356,3,0:02.0,K. Walker misses 2-pt layup from 6 ft,,64,79
357,3,0:01.0,Offensive rebound by Team,,64,79
358,4,11:42.0,,R. Neto makes 2-pt jump shot from 9 ft (assist by J. Ingles),64,81
359,4,11:23.0,M. Monk misses 2-pt jump shot from 10 ft,,64,81
360,4,11:22.0,,Defensive rebound by R. Gobert,64,81
361,4,11:13.0,,J. Crowder misses 3-pt jump shot from 25 ft,64,81
362,4,11:10.0,Defensive rebound by W. Hernangómez,,64,81
363,4,10:54.0,J. Lamb makes 2-pt jump shot from 12 ft,,66,81
364,4,10:30.0,,J. Crowder misses 3-pt jump shot from 22 ft,66,81
365,4,10:29.0,,Offensive rebound by Team,66,81
366,4,10:29.0,Loose ball foul by J. Lamb (drawn by R. Gobert),,66,81
367,4,10:29.0,,T. Sefolosha enters the game for J. Crowder,66,81
368,4,10:22.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Neto),66,84
369,4,10:12.0,Personal foul by R. Neto (drawn by D. Graham),,66,84
370,4,10:04.0,D. Graham misses 2-pt jump shot from 16 ft,,66,84
371,4,10:01.0,Offensive rebound by W. Hernangómez,,66,84
372,4,10:01.0,Shooting foul by R. Neto (drawn by W. Hernangómez),,66,84
373,4,10:01.0,W. Hernangómez makes free throw 1 of 2,,67,84
374,4,10:01.0,W. Hernangómez makes free throw 2 of 2,,68,84
375,4,9:51.0,,Turnover by R. Gobert (lost ball; steal by W. Hernangómez),68,84
376,4,9:43.0,W. Hernangómez makes 2-pt layup from 2 ft (assist by D. Graham),,70,84
377,4,9:32.0,,Turnover by R. Gobert (offensive foul),70,84
378,4,9:32.0,,Offensive foul by R. Gobert (drawn by D. Graham),70,84
379,4,9:32.0,,D. Mitchell enters the game for J. Ingles,70,84
380,4,9:23.0,M. Kidd-Gilchrist makes 3-pt jump shot from 22 ft (assist by D. Graham),,73,84
381,4,9:13.0,,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by R. Neto),73,87
