,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHICAGO_ACTION,PORTLAND_SCORE,CHICAGO_SCORE
380,4,4:33.0,,S. Harrison makes 2-pt layup from 3 ft (assist by C. Felício),104,83
381,4,4:10.0,R. Hood makes 2-pt dunk from 1 ft (assist by Z. Collins),,106,83
382,4,3:56.0,,C. Felício makes 2-pt dunk from 2 ft (assist by S. Harrison),106,85
383,4,3:56.0,Portland full timeout,,106,85
384,4,3:56.0,S. Labissière enters the game for Z. Collins,,106,85
385,4,3:56.0,J. Layman enters the game for R. Hood,,106,85
386,4,3:56.0,G. Trent enters the game for M. Leonard,,106,85
387,4,3:39.0,A. Simons makes 2-pt jump shot from 19 ft (assist by S. Labissière),,108,85
388,4,3:23.0,,Shooting foul by S. Labissière (drawn by C. Felício),108,85
389,4,3:23.0,,C. Felício misses free throw 1 of 2,108,85
390,4,3:23.0,,Offensive rebound by Team,108,85
391,4,3:23.0,,C. Felício makes free throw 2 of 2,108,86
392,4,3:10.0,G. Trent misses 3-pt jump shot from 27 ft,,108,86
393,4,3:07.0,,Defensive rebound by S. Harrison,108,86
394,4,2:58.0,,S. Harrison makes 2-pt layup from 2 ft,108,88
395,4,2:39.0,A. Simons misses 2-pt jump shot from 15 ft,,108,88
396,4,2:34.0,Offensive rebound by S. Labissière,,108,88
397,4,2:34.0,S. Labissière makes 2-pt dunk from 1 ft,,110,88
398,4,2:27.0,,S. Harrison makes 2-pt layup from 2 ft,110,90
399,4,2:15.0,Turnover by E. Turner (bad pass; steal by S. Harrison),,110,90
400,4,1:56.0,,Personal foul by E. Turner (drawn by C. Felício),110,90
401,4,1:56.0,,C. Felício makes free throw 1 of 2,110,91
402,4,1:56.0,,R. Alkins enters the game for T. Luwawu-Cabarrot,110,91
403,4,1:56.0,,C. Felício makes free throw 2 of 2,110,92
404,4,1:42.0,G. Trent makes 2-pt jump shot from 21 ft,,112,92
405,4,1:29.0,,A. Blakeney misses 2-pt jump shot from 5 ft,112,92
406,4,1:29.0,,Offensive rebound by A. Blakeney,112,92
407,4,1:29.0,,Personal foul by G. Trent (drawn by A. Blakeney),112,92
408,4,1:29.0,,A. Blakeney makes free throw 1 of 2,112,93
409,4,1:29.0,,A. Blakeney makes free throw 2 of 2,112,94
410,4,1:17.0,A. Simons makes 3-pt jump shot from 25 ft (assist by S. Labissière),,115,94
411,4,1:06.0,,S. Harrison makes 2-pt jump shot from 20 ft,115,96
412,4,0:54.0,G. Trent misses 3-pt jump shot from 25 ft,,115,96
413,4,0:51.0,,Defensive rebound by C. Felício,115,96
414,4,0:41.0,,A. Blakeney makes 2-pt layup from 2 ft (assist by S. Harrison),115,98
415,4,0:21.0,G. Trent makes 3-pt jump shot from 23 ft (assist by S. Labissière),,118,98
416,4,0:10.0,,A. Blakeney misses 3-pt jump shot from 25 ft,118,98
417,4,0:08.0,Defensive rebound by G. Trent,,118,98
