,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHICAGO_ACTION,MILWAUKEE_SCORE,CHICAGO_SCORE
0,1,11:43.0,,L. Markkanen misses 3-pt jump shot from 26 ft,0,0
1,1,11:38.0,Defensive rebound by M. Brogdon,,0,0
2,1,11:20.0,K. Middleton misses 3-pt jump shot from 27 ft,,0,0
3,1,11:16.0,,Defensive rebound by Z. LaVine,0,0
4,1,11:11.0,,Personal foul by E. Bledsoe (drawn by Z. LaVine),0,0
5,1,11:05.0,,Z. LaVine misses 2-pt jump shot from 13 ft,0,0
6,1,11:01.0,Defensive rebound by G. Antetokounmpo,,0,0
7,1,10:56.0,B. Lopez makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),,3,0
8,1,10:36.0,,L. Markkanen misses 2-pt layup from 4 ft,3,0
9,1,10:34.0,Defensive rebound by G. Antetokounmpo,,3,0
10,1,10:21.0,K. Middleton makes 2-pt jump shot from 10 ft,,5,0
11,1,10:02.0,,O. Porter makes 2-pt jump shot from 12 ft (assist by R. Lopez),5,2
12,1,9:52.0,B. Lopez misses 3-pt jump shot from 26 ft,,5,2
13,1,9:50.0,,Defensive rebound by L. Markkanen,5,2
14,1,9:37.0,,R. Lopez misses 2-pt dunk from 1 ft,5,2
15,1,9:35.0,Defensive rebound by G. Antetokounmpo,,5,2
16,1,9:35.0,Offensive foul by G. Antetokounmpo (drawn by L. Markkanen),,5,2
17,1,9:35.0,Turnover by G. Antetokounmpo (offensive foul),,5,2
18,1,9:23.0,,L. Markkanen misses 2-pt layup from 5 ft (block by B. Lopez),5,2
19,1,9:20.0,Defensive rebound by B. Lopez,,5,2
20,1,9:16.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,5,2
21,1,9:14.0,,Defensive rebound by O. Porter,5,2
22,1,9:05.0,,L. Markkanen makes 3-pt jump shot from 23 ft (assist by K. Dunn),5,5
23,1,8:52.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,5,5
24,1,8:49.0,,Defensive rebound by L. Markkanen,5,5
25,1,8:42.0,,L. Markkanen misses 2-pt layup from 2 ft,5,5
26,1,8:38.0,Defensive rebound by G. Antetokounmpo,,5,5
27,1,8:37.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,7,5
28,1,8:37.0,Shooting foul by R. Lopez (drawn by G. Antetokounmpo),,7,5
29,1,8:37.0,G. Antetokounmpo makes free throw 1 of 1,,8,5
30,1,8:28.0,,R. Lopez makes 2-pt hook shot from 6 ft (assist by K. Dunn),8,7
31,1,8:18.0,M. Brogdon misses 2-pt layup from 4 ft (block by Z. LaVine),,8,7
32,1,8:18.0,,Defensive rebound by L. Markkanen,8,7
33,1,8:10.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by L. Markkanen),8,9
34,1,8:01.0,Def 3 sec tech foul by Team,,8,9
35,1,8:01.0,K. Middleton makes technical free throw,,9,9
36,1,7:55.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,9,9
37,1,7:49.0,Offensive rebound by G. Antetokounmpo,,9,9
38,1,7:49.0,Turnover by G. Antetokounmpo (lost ball; steal by Z. LaVine),,9,9
39,1,7:44.0,,Z. LaVine misses 2-pt layup from 2 ft,9,9
40,1,7:39.0,,Offensive rebound by L. Markkanen,9,9
41,1,7:39.0,,L. Markkanen makes 2-pt dunk at rim,9,11
42,1,7:22.0,K. Middleton misses 3-pt jump shot from 25 ft,,9,11
43,1,7:19.0,,Defensive rebound by Z. LaVine,9,11
44,1,7:04.0,,R. Lopez misses 2-pt hook shot from 5 ft,9,11
45,1,7:02.0,Defensive rebound by K. Middleton,,9,11
46,1,6:53.0,Personal foul by L. Markkanen (drawn by G. Antetokounmpo),,9,11
47,1,6:53.0,,Chicago full timeout,9,11
48,1,6:53.0,S. Brown enters the game for M. Brogdon,,9,11
49,1,6:42.0,B. Lopez misses 2-pt jump shot from 5 ft,,9,11
50,1,6:38.0,,Defensive rebound by R. Lopez,9,11
51,1,6:20.0,,O. Porter misses 2-pt jump shot from 12 ft,9,11
52,1,6:18.0,,Offensive rebound by O. Porter,9,11
53,1,6:16.0,,K. Dunn misses 2-pt jump shot from 16 ft,9,11
54,1,6:13.0,Defensive rebound by G. Antetokounmpo,,9,11
55,1,6:03.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,9,11
56,1,6:00.0,,Defensive rebound by O. Porter,9,11
57,1,5:46.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by L. Markkanen),9,13
58,1,5:29.0,K. Middleton makes 2-pt jump shot from 17 ft,,11,13
59,1,5:15.0,,Personal foul by S. Brown (drawn by R. Lopez),11,13
60,1,5:15.0,G. Hill enters the game for G. Antetokounmpo,,11,13
61,1,5:15.0,D. Wilson enters the game for E. Bledsoe,,11,13
62,1,5:15.0,,W. Selden enters the game for O. Porter,11,13
63,1,5:08.0,,L. Markkanen misses 3-pt jump shot from 25 ft,11,13
64,1,5:04.0,Defensive rebound by G. Hill,,11,13
65,1,4:57.0,B. Lopez misses 3-pt jump shot from 25 ft,,11,13
66,1,4:54.0,,Defensive rebound by L. Markkanen,11,13
67,1,4:39.0,,W. Selden misses 3-pt jump shot from 23 ft,11,13
68,1,4:34.0,Defensive rebound by B. Lopez,,11,13
69,1,4:25.0,B. Lopez misses 3-pt jump shot from 27 ft,,11,13
70,1,4:22.0,,Defensive rebound by L. Markkanen,11,13
71,1,4:12.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by K. Dunn),11,16
72,1,3:53.0,S. Brown misses 3-pt jump shot from 25 ft,,11,16
73,1,3:49.0,,Defensive rebound by K. Dunn,11,16
74,1,3:44.0,,K. Dunn misses 2-pt jump shot from 10 ft,11,16
75,1,3:42.0,Defensive rebound by B. Lopez,,11,16
76,1,3:37.0,Milwaukee full timeout,,11,16
77,1,3:37.0,E. İlyasova enters the game for B. Lopez,,11,16
78,1,3:37.0,,T. Luwawu-Cabarrot enters the game for Z. LaVine,11,16
79,1,3:27.0,Turnover by D. Wilson (step out of bounds),,11,16
80,1,3:27.0,M. Brogdon enters the game for K. Middleton,,11,16
81,1,3:18.0,,L. Markkanen misses 3-pt jump shot from 26 ft,11,16
82,1,3:14.0,Defensive rebound by G. Hill,,11,16
83,1,3:00.0,M. Brogdon misses 3-pt jump shot from 25 ft,,11,16
84,1,2:56.0,Offensive rebound by E. İlyasova,,11,16
85,1,2:45.0,E. İlyasova misses 2-pt layup from 2 ft (block by R. Lopez),,11,16
86,1,2:41.0,,Defensive rebound by W. Selden,11,16
87,1,2:36.0,,W. Selden misses 2-pt layup from 4 ft (block by G. Hill),11,16
88,1,2:36.0,Defensive rebound by G. Hill,,11,16
89,1,2:16.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by M. Brogdon),,14,16
90,1,2:03.0,,Personal foul by E. İlyasova (drawn by R. Lopez),14,16
91,1,2:03.0,,S. Harrison enters the game for L. Markkanen,14,16
92,1,1:56.0,,K. Dunn misses 3-pt jump shot from 25 ft,14,16
93,1,1:50.0,,Offensive rebound by R. Lopez,14,16
94,1,1:50.0,,R. Lopez makes 2-pt layup at rim,14,18
95,1,1:38.0,D. Wilson misses 3-pt jump shot from 26 ft,,14,18
96,1,1:35.0,Offensive rebound by S. Brown,,14,18
97,1,1:34.0,S. Brown misses 2-pt layup from 1 ft,,14,18
98,1,1:33.0,,Defensive rebound by W. Selden,14,18
99,1,1:33.0,G. Antetokounmpo enters the game for S. Brown,,14,18
100,1,1:33.0,T. Snell enters the game for D. Wilson,,14,18
101,1,1:16.0,,R. Lopez misses 2-pt jump shot from 3 ft,14,18
102,1,1:14.0,Defensive rebound by T. Snell,,14,18
103,1,1:02.0,E. İlyasova makes 2-pt layup from 2 ft (assist by T. Snell),,16,18
104,1,0:46.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by S. Harrison),16,21
105,1,0:34.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,19,21
106,1,0:22.0,,K. Dunn misses 2-pt jump shot from 4 ft,19,21
107,1,0:22.0,Defensive rebound by T. Snell,,19,21
108,1,0:09.0,Personal foul by S. Harrison (drawn by G. Antetokounmpo),,19,21
109,1,0:09.0,,O. Porter enters the game for R. Lopez,19,21
110,1,0:04.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,21,21
111,1,0:04.0,Shooting foul by K. Dunn (drawn by G. Antetokounmpo),,21,21
112,1,0:04.0,G. Antetokounmpo makes free throw 1 of 1,,22,21
113,1,0:00.0,,W. Selden misses 3-pt jump shot from 29 ft,22,21
114,1,0:00.0,,Offensive rebound by Team,22,21
115,2,11:44.0,T. Snell makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,24,21
116,2,11:27.0,,Offensive foul by W. Selden (drawn by E. İlyasova),24,21
117,2,11:27.0,,Turnover by W. Selden (offensive foul),24,21
118,2,11:12.0,G. Hill misses 3-pt jump shot from 26 ft,,24,21
119,2,11:09.0,,Defensive rebound by T. Luwawu-Cabarrot,24,21
120,2,11:01.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),24,24
121,2,10:42.0,E. İlyasova makes 2-pt jump shot from 19 ft (assist by M. Brogdon),,26,24
122,2,10:27.0,,W. Selden misses 3-pt jump shot from 23 ft,26,24
123,2,10:24.0,Defensive rebound by G. Antetokounmpo,,26,24
124,2,10:20.0,M. Brogdon makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,29,24
125,2,10:08.0,,Offensive foul by O. Porter (drawn by G. Hill),29,24
126,2,10:08.0,,Turnover by O. Porter (offensive foul),29,24
127,2,10:08.0,E. Bledsoe enters the game for G. Hill,,29,24
128,2,9:56.0,T. Snell misses 2-pt jump shot from 22 ft,,29,24
129,2,9:56.0,Offensive rebound by Team,,29,24
130,2,9:56.0,,Loose ball foul by T. Luwawu-Cabarrot (drawn by G. Antetokounmpo),29,24
131,2,9:48.0,Turnover by G. Antetokounmpo (traveling),,29,24
132,2,9:37.0,,W. Selden makes 2-pt jump shot from 16 ft,29,26
133,2,9:17.0,G. Antetokounmpo misses 2-pt jump shot from 24 ft,,29,26
134,2,9:13.0,,Defensive rebound by R. Arcidiacono,29,26
135,2,9:06.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by S. Harrison),29,29
136,2,8:49.0,M. Brogdon misses 3-pt jump shot from 25 ft,,29,29
137,2,8:49.0,Offensive rebound by Team,,29,29
138,2,8:49.0,S. Brown enters the game for M. Brogdon,,29,29
139,2,8:46.0,E. İlyasova misses 3-pt jump shot from 24 ft,,29,29
140,2,8:42.0,,Defensive rebound by O. Porter,29,29
141,2,8:37.0,,O. Porter misses 2-pt layup from 2 ft,29,29
142,2,8:35.0,Defensive rebound by G. Antetokounmpo,,29,29
143,2,8:30.0,Turnover by E. Bledsoe (lost ball; steal by T. Luwawu-Cabarrot),,29,29
144,2,8:30.0,K. Middleton enters the game for E. İlyasova,,29,29
145,2,8:30.0,D. Wilson enters the game for T. Snell,,29,29
146,2,8:22.0,,O. Porter misses 3-pt jump shot from 26 ft,29,29
147,2,8:19.0,Defensive rebound by G. Antetokounmpo,,29,29
148,2,8:11.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by K. Middleton),,32,29
149,2,7:58.0,,R. Arcidiacono makes 2-pt layup from 2 ft,32,31
150,2,7:58.0,Violation by Team (def goaltending),,32,31
151,2,7:40.0,Turnover by D. Wilson (bad pass; steal by S. Harrison),,32,31
152,2,7:38.0,,Turnover by W. Selden (bad pass),32,31
153,2,7:38.0,,Z. LaVine enters the game for S. Harrison,32,31
154,2,7:38.0,,L. Markkanen enters the game for W. Selden,32,31
155,2,7:30.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,35,31
