,QUARTER,TIME_REMAINING,DALLAS_ACTION,SAN ANTONIO_ACTION,DALLAS_SCORE,SAN ANTONIO_SCORE
119,2,10:11.0,Defensive rebound by D. Finney-Smith,,20,25
120,2,9:59.0,Personal foul by M. Belinelli (drawn by D. Powell),,20,25
121,2,9:52.0,M. Kleber misses 3-pt jump shot from 26 ft,,20,25
122,2,9:48.0,,Defensive rebound by Team,20,25
123,2,9:35.0,,Shooting foul by D. Powell (drawn by D. DeRozan),20,25
124,2,9:35.0,,D. DeRozan makes free throw 1 of 2,20,26
125,2,9:35.0,D. Jordan enters the game for J. Barea,,20,26
126,2,9:35.0,D. Smith enters the game for D. Powell,,20,26
127,2,9:35.0,,D. DeRozan makes free throw 2 of 2,20,27
128,2,9:25.0,D. Smith makes 2-pt layup from 1 ft (assist by D. Jordan),,22,27
129,2,9:04.0,,L. Aldridge misses 2-pt jump shot from 11 ft,22,27
130,2,9:03.0,Defensive rebound by D. Jordan,,22,27
131,2,8:53.0,J. Brunson makes 2-pt layup from 1 ft,,24,27
132,2,8:53.0,,San Antonio full timeout,24,27
133,2,8:53.0,,D. Cunningham enters the game for P. Gasol,24,27
134,2,8:35.0,,L. Aldridge makes 2-pt hook shot from 2 ft (assist by D. DeRozan),24,29
135,2,8:18.0,D. Smith misses 2-pt jump shot from 15 ft,,24,29
136,2,8:15.0,,Defensive rebound by M. Belinelli,24,29
137,2,8:07.0,,L. Aldridge makes 2-pt jump shot from 16 ft (assist by M. Belinelli),24,31
138,2,7:44.0,J. Brunson makes 2-pt layup from 2 ft,,26,31
139,2,7:25.0,,D. DeRozan makes 2-pt jump shot from 17 ft,26,33
140,2,7:13.0,Turnover by D. Smith (bad pass; steal by D. DeRozan),,26,33
141,2,7:12.0,,D. DeRozan makes 2-pt layup from 1 ft,26,35
142,2,7:12.0,,Shooting foul by D. Finney-Smith (drawn by D. DeRozan),26,35
143,2,7:12.0,L. Dončić enters the game for J. Brunson,,26,35
144,2,7:12.0,W. Matthews enters the game for D. Finney-Smith,,26,35
145,2,7:12.0,,R. Gay enters the game for M. Belinelli,26,35
146,2,7:12.0,,P. Mills enters the game for B. Forbes,26,35
147,2,7:12.0,,D. DeRozan makes free throw 1 of 1,26,36
148,2,7:12.0,Violation by Team (def goaltending),,26,36
149,2,6:48.0,W. Matthews makes 2-pt jump shot from 12 ft,,28,36
150,2,6:30.0,,L. Aldridge misses 2-pt jump shot from 16 ft,28,36
151,2,6:30.0,Defensive rebound by L. Dončić,,28,36
152,2,6:25.0,Turnover by L. Dončić (lost ball; steal by P. Mills),,28,36
153,2,6:14.0,,L. Aldridge misses 2-pt hook shot from 1 ft (block by M. Kleber),28,36
154,2,6:14.0,,Offensive rebound by Team,28,36
155,2,6:08.0,,R. Gay misses 2-pt jump shot from 9 ft,28,36
156,2,6:04.0,,Offensive rebound by D. DeRozan,28,36
157,2,6:04.0,,Turnover by D. DeRozan (bad pass; steal by D. Smith),28,36
158,2,6:00.0,D. Smith misses 2-pt layup from 2 ft,,28,36
159,2,5:56.0,Offensive rebound by D. Jordan,,28,36
160,2,5:56.0,D. Jordan makes 2-pt layup at rim,,30,36
161,2,5:37.0,,D. Cunningham makes 2-pt jump shot from 21 ft (assist by L. Aldridge),30,38
162,2,5:25.0,Shooting foul by R. Gay (drawn by W. Matthews),,30,38
163,2,5:25.0,W. Matthews makes free throw 1 of 2,,31,38
164,2,5:25.0,H. Barnes enters the game for M. Kleber,,31,38
165,2,5:25.0,,M. Belinelli enters the game for D. DeRozan,31,38
166,2,5:25.0,W. Matthews makes free throw 2 of 2,,32,38
167,2,5:06.0,,L. Aldridge misses 2-pt hook shot from 6 ft,32,38
168,2,5:06.0,Defensive rebound by H. Barnes,,32,38
169,2,5:03.0,Turnover by L. Dončić (lost ball; steal by M. Belinelli),,32,38
170,2,5:00.0,,M. Belinelli misses 3-pt jump shot from 26 ft,32,38
171,2,4:58.0,,Offensive rebound by R. Gay,32,38
172,2,4:58.0,,R. Gay misses 2-pt layup from 1 ft (block by L. Dončić),32,38
173,2,4:58.0,,Offensive rebound by L. Aldridge,32,38
174,2,4:58.0,,Shooting foul by D. Smith (drawn by L. Aldridge),32,38
175,2,4:58.0,,L. Aldridge makes free throw 1 of 2,32,39
176,2,4:58.0,,L. Aldridge makes free throw 2 of 2,32,40
177,2,4:44.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),,34,40
178,2,4:25.0,,D. Cunningham makes 2-pt dunk from 1 ft (assist by R. Gay),34,42
179,2,4:24.0,Dallas full timeout,,34,42
180,2,4:24.0,,D. DeRozan enters the game for M. Belinelli,34,42
181,2,4:09.0,H. Barnes misses 3-pt jump shot from 23 ft,,34,42
182,2,4:08.0,Offensive rebound by Team,,34,42
183,2,4:08.0,Personal foul by D. DeRozan (drawn by D. Jordan),,34,42
184,2,4:01.0,W. Matthews misses 3-pt jump shot from 26 ft,,34,42
185,2,3:58.0,,Defensive rebound by R. Gay,34,42
186,2,3:50.0,,R. Gay makes 3-pt jump shot from 26 ft (assist by D. DeRozan),34,45
187,2,3:35.0,W. Matthews makes 2-pt jump shot from 10 ft (assist by D. Smith),,36,45
188,2,3:19.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by R. Gay),36,47
189,2,3:06.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),,38,47
190,2,2:53.0,,Turnover by R. Gay (out of bounds lost ball),38,47
191,2,2:53.0,,B. Forbes enters the game for P. Mills,38,47
192,2,2:44.0,Shooting foul by L. Aldridge (drawn by D. Jordan),,38,47
193,2,2:44.0,D. Jordan misses free throw 1 of 2,,38,47
194,2,2:44.0,Offensive rebound by Team,,38,47
195,2,2:44.0,D. Jordan misses free throw 2 of 2,,38,47
196,2,2:41.0,,Defensive rebound by D. Cunningham,38,47
197,2,2:25.0,,Personal foul by D. Jordan (drawn by L. Aldridge),38,47
198,2,2:25.0,,L. Aldridge makes free throw 1 of 2,38,48
199,2,2:25.0,,L. Aldridge makes free throw 2 of 2,38,49
200,2,2:15.0,D. Smith makes 2-pt layup from 1 ft,,40,49
201,2,2:01.0,,B. Forbes makes 2-pt jump shot from 3 ft (assist by L. Aldridge),40,51
202,2,1:50.0,Turnover by D. Smith (lost ball; steal by R. Gay),,40,51
203,2,1:39.0,,R. Gay makes 2-pt jump shot from 16 ft (assist by D. DeRozan),40,53
204,2,1:39.0,Dallas full timeout,,40,53
205,2,1:29.0,L. Dončić makes 3-pt jump shot from 26 ft,,43,53
206,2,1:06.0,,B. Forbes misses 2-pt jump shot from 17 ft,43,53
207,2,1:05.0,Defensive rebound by D. Jordan,,43,53
208,2,0:58.0,D. Jordan makes 2-pt dunk from 1 ft (assist by W. Matthews),,45,53
209,2,0:41.0,,L. Aldridge misses 2-pt jump shot from 17 ft,45,53
210,2,0:39.0,Defensive rebound by L. Dončić,,45,53
211,2,0:32.0,L. Dončić misses 2-pt jump shot from 3 ft,,45,53
212,2,0:30.0,,Defensive rebound by D. Cunningham,45,53
213,2,0:09.0,,D. DeRozan misses 2-pt layup from 2 ft,45,53
214,2,0:07.0,Defensive rebound by D. Jordan,,45,53
215,2,0:00.0,D. Smith misses 2-pt layup from 2 ft,,45,53
216,2,0:00.0,Offensive rebound by Team,,45,53
217,3,11:45.0,,D. DeRozan misses 2-pt jump shot from 15 ft,45,53
218,3,11:42.0,Defensive rebound by D. Jordan,,45,53
219,3,11:36.0,D. Smith misses 3-pt jump shot from 26 ft,,45,53
220,3,11:32.0,,Defensive rebound by D. DeRozan,45,53
221,3,11:23.0,,Turnover by D. DeRozan (lost ball; steal by D. Jordan),45,53
222,3,11:23.0,Personal foul by D. DeRozan (drawn by D. Jordan),,45,53
223,3,11:05.0,L. Dončić makes 3-pt jump shot from 23 ft,,48,53
224,3,10:48.0,,R. Gay misses 2-pt jump shot from 16 ft,48,53
225,3,10:45.0,Defensive rebound by D. Jordan,,48,53
226,3,10:40.0,Personal foul by B. Forbes (drawn by D. Smith),,48,53
227,3,10:36.0,L. Dončić makes 3-pt jump shot from 26 ft,,51,53
228,3,10:33.0,,San Antonio full timeout,51,53
229,3,10:09.0,,B. Forbes misses 3-pt jump shot from 23 ft,51,53
230,3,10:09.0,Defensive rebound by L. Dončić,,51,53
231,3,10:09.0,Personal foul by D. Cunningham (drawn by L. Dončić),,51,53
232,3,9:56.0,W. Matthews misses 3-pt jump shot from 27 ft,,51,53
233,3,9:52.0,,Defensive rebound by R. Gay,51,53
234,3,9:43.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by L. Aldridge),51,56
235,3,9:25.0,W. Matthews misses 2-pt jump shot from 8 ft,,51,56
236,3,9:23.0,,Defensive rebound by R. Gay,51,56
237,3,9:14.0,,Turnover by R. Gay (lost ball; steal by H. Barnes),51,56
238,3,9:10.0,D. Smith makes 2-pt layup at rim,,53,56
239,3,8:48.0,,B. Forbes misses 3-pt jump shot from 26 ft,53,56
240,3,8:43.0,,Offensive rebound by L. Aldridge,53,56
241,3,8:36.0,,L. Aldridge misses 2-pt hook shot from 4 ft (block by D. Jordan),53,56
242,3,8:33.0,Defensive rebound by W. Matthews,,53,56
243,3,8:25.0,L. Dončić misses 2-pt jump shot from 6 ft,,53,56
244,3,8:21.0,Offensive rebound by L. Dončić,,53,56
245,3,8:21.0,L. Dončić makes 2-pt layup from 1 ft,,55,56
246,3,8:06.0,,D. Cunningham misses 2-pt jump shot from 10 ft,55,56
247,3,8:04.0,Defensive rebound by H. Barnes,,55,56
248,3,7:58.0,H. Barnes makes 2-pt jump shot from 3 ft,,57,56
249,3,7:46.0,,Turnover by B. Forbes (traveling),57,56
250,3,7:46.0,,M. Belinelli enters the game for D. Cunningham,57,56
251,3,7:33.0,Shooting foul by B. Forbes (drawn by D. Smith),,57,56
252,3,7:33.0,D. Smith makes free throw 1 of 2,,58,56
253,3,7:33.0,,D. Bertāns enters the game for L. Aldridge,58,56
254,3,7:33.0,,P. Gasol enters the game for B. Forbes,58,56
255,3,7:33.0,,P. Mills enters the game for R. Gay,58,56
256,3,7:33.0,D. Smith makes free throw 2 of 2,,59,56
257,3,7:23.0,,P. Gasol misses 2-pt jump shot from 23 ft,59,56
258,3,7:21.0,Defensive rebound by L. Dončić,,59,56
259,3,7:18.0,D. Smith misses 3-pt jump shot from 25 ft,,59,56
260,3,7:15.0,,Defensive rebound by P. Gasol,59,56
261,3,7:07.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by P. Gasol),59,58
262,3,7:07.0,,Shooting foul by D. Jordan (drawn by D. DeRozan),59,58
263,3,7:07.0,,D. DeRozan makes free throw 1 of 1,59,59
264,3,6:56.0,H. Barnes makes 2-pt jump shot from 10 ft,,61,59
265,3,6:40.0,,D. Bertāns misses 2-pt layup from 2 ft,61,59
266,3,6:38.0,Defensive rebound by D. Jordan,,61,59
267,3,6:34.0,H. Barnes makes 2-pt layup from 2 ft,,63,59
268,3,6:13.0,,M. Belinelli misses 3-pt jump shot from 25 ft,63,59
269,3,6:11.0,Defensive rebound by D. Jordan,,63,59
270,3,6:07.0,L. Dončić makes 3-pt jump shot from 26 ft (assist by D. Smith),,66,59
271,3,5:51.0,,D. DeRozan misses 3-pt jump shot from 25 ft,66,59
272,3,5:47.0,Defensive rebound by D. Jordan,,66,59
273,3,5:41.0,Turnover by D. Jordan (bad pass),,66,59
274,3,5:18.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by D. DeRozan),66,62
275,3,5:18.0,Dallas full timeout,,66,62
276,3,5:18.0,J. Barea enters the game for D. Smith,,66,62
277,3,5:04.0,L. Dončić misses 2-pt layup from 1 ft,,66,62
278,3,5:01.0,,Defensive rebound by P. Gasol,66,62
279,3,4:49.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. DeRozan),66,65
280,3,4:36.0,J. Barea makes 2-pt jump shot from 18 ft,,68,65
281,3,4:19.0,,P. Mills misses 3-pt jump shot from 25 ft,68,65
282,3,4:18.0,Defensive rebound by D. Jordan,,68,65
283,3,4:13.0,Shooting foul by P. Gasol (drawn by L. Dončić),,68,65
284,3,4:13.0,L. Dončić misses free throw 1 of 2,,68,65
285,3,4:13.0,Offensive rebound by Team,,68,65
286,3,4:13.0,M. Kleber enters the game for H. Barnes,,68,65
287,3,4:13.0,D. Powell enters the game for D. Jordan,,68,65
288,3,4:13.0,,R. Gay enters the game for D. DeRozan,68,65
289,3,4:13.0,L. Dončić makes free throw 2 of 2,,69,65
290,3,4:06.0,,Personal foul by J. Barea (drawn by P. Mills),69,65
291,3,4:06.0,J. Brunson enters the game for W. Matthews,,69,65
292,3,3:59.0,,M. Belinelli misses 2-pt jump shot from 16 ft,69,65
293,3,3:57.0,Defensive rebound by M. Kleber,,69,65
294,3,3:47.0,J. Barea misses 2-pt jump shot from 12 ft,,69,65
295,3,3:47.0,,Defensive rebound by P. Gasol,69,65
296,3,3:41.0,,Turnover by D. Bertāns (bad pass),69,65
297,3,3:28.0,L. Dončić makes 2-pt jump shot from 12 ft,,71,65
298,3,3:18.0,,M. Belinelli makes 2-pt jump shot from 22 ft (assist by P. Gasol),71,67
299,3,2:56.0,Turnover by L. Dončić (bad pass),,71,67
300,3,2:56.0,,B. Forbes enters the game for D. Bertāns,71,67
301,3,2:40.0,,R. Gay misses 2-pt jump shot from 21 ft,71,67
302,3,2:36.0,Defensive rebound by J. Barea,,71,67
303,3,2:33.0,Turnover by J. Barea (bad pass; steal by R. Gay),,71,67
304,3,2:13.0,,M. Belinelli makes 3-pt jump shot from 23 ft (assist by P. Gasol),71,70
305,3,1:48.0,J. Brunson misses 2-pt jump shot from 14 ft,,71,70
306,3,1:46.0,,Defensive rebound by R. Gay,71,70
307,3,1:41.0,,Offensive foul by R. Gay (drawn by J. Barea),71,70
308,3,1:41.0,,Turnover by R. Gay (offensive foul),71,70
309,3,1:27.0,J. Barea misses 3-pt jump shot from 26 ft,,71,70
310,3,1:23.0,,Defensive rebound by P. Gasol,71,70
311,3,1:15.0,,M. Belinelli makes 3-pt jump shot from 27 ft (assist by P. Mills),71,73
312,3,1:15.0,Dallas full timeout,,71,73
313,3,1:15.0,D. Finney-Smith enters the game for L. Dončić,,71,73
314,3,1:07.0,Turnover by J. Brunson (bad pass; steal by R. Gay),,71,73
315,3,1:05.0,,Turnover by R. Gay (bad pass; steal by M. Kleber),71,73
316,3,1:03.0,Turnover by M. Kleber (lost ball; steal by P. Gasol),,71,73
317,3,0:57.0,,B. Forbes makes 3-pt jump shot from 24 ft (assist by R. Gay),71,76
318,3,0:49.0,J. Barea makes 3-pt jump shot from 25 ft,,74,76
319,3,0:33.0,,M. Belinelli misses 3-pt jump shot from 27 ft,74,76
320,3,0:31.0,Defensive rebound by J. Barea,,74,76
321,3,0:20.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,74,76
322,3,0:16.0,Offensive rebound by M. Kleber,,74,76
323,3,0:14.0,D. Powell misses 3-pt jump shot from 26 ft,,74,76
324,3,0:10.0,,Defensive rebound by P. Mills,74,76
325,3,0:03.0,,Personal foul by J. Barea (drawn by P. Gasol),74,76
326,3,0:03.0,W. Matthews enters the game for J. Barea,,74,76
327,3,0:01.0,,R. Gay misses 2-pt jump shot from 9 ft,74,76
328,3,0:01.0,,Offensive rebound by Team,74,76
329,4,11:50.0,Turnover by M. Kleber (bad pass; steal by M. Belinelli),,74,76
330,4,11:39.0,,B. Forbes misses 2-pt jump shot from 18 ft,74,76
331,4,11:37.0,Defensive rebound by M. Kleber,,74,76
332,4,11:30.0,J. Barea misses 2-pt jump shot from 16 ft,,74,76
333,4,11:28.0,Offensive rebound by Team,,74,76
334,4,11:25.0,M. Kleber misses 3-pt jump shot from 26 ft,,74,76
335,4,11:23.0,,Defensive rebound by M. Belinelli,74,76
336,4,11:09.0,,R. Gay makes 3-pt jump shot from 23 ft (assist by B. Forbes),74,79
337,4,10:46.0,Personal foul by D. DeRozan (drawn by D. Powell),,74,79
338,4,10:41.0,Personal foul by B. Forbes (drawn by J. Barea),,74,79
339,4,10:33.0,J. Brunson misses 3-pt jump shot from 25 ft,,74,79
340,4,10:30.0,Offensive rebound by D. Finney-Smith,,74,79
341,4,10:29.0,D. Finney-Smith makes 2-pt jump shot from 16 ft,,76,79
342,4,10:07.0,,D. DeRozan makes 2-pt jump shot from 20 ft,76,81
343,4,9:52.0,D. Finney-Smith misses 2-pt layup from 2 ft,,76,81
344,4,9:51.0,Offensive rebound by D. Finney-Smith,,76,81
345,4,9:46.0,Shooting foul by L. Aldridge (drawn by J. Brunson),,76,81
346,4,9:46.0,J. Brunson makes free throw 1 of 2,,77,81
347,4,9:46.0,J. Brunson makes free throw 2 of 2,,78,81
348,4,9:34.0,,Shooting foul by D. Powell (drawn by L. Aldridge),78,81
349,4,9:34.0,D. Jordan enters the game for J. Barea,,78,81
350,4,9:34.0,W. Matthews enters the game for J. Brunson,,78,81
351,4,9:34.0,D. Smith enters the game for D. Powell,,78,81
352,4,9:34.0,,D. Bertāns enters the game for M. Belinelli,78,81
353,4,9:34.0,,D. Cunningham enters the game for B. Forbes,78,81
354,4,9:34.0,,P. Mills enters the game for R. Gay,78,81
355,4,9:34.0,,L. Aldridge makes free throw 1 of 2,78,82
356,4,9:34.0,,L. Aldridge makes free throw 2 of 2,78,83
357,4,9:18.0,M. Kleber misses 3-pt jump shot from 25 ft,,78,83
358,4,9:15.0,,Defensive rebound by L. Aldridge,78,83
359,4,9:07.0,,P. Mills misses 3-pt jump shot from 25 ft,78,83
360,4,9:05.0,Defensive rebound by D. Finney-Smith,,78,83
361,4,8:51.0,D. Smith makes 2-pt jump shot from 10 ft,,80,83
362,4,8:27.0,,D. DeRozan makes 2-pt jump shot from 19 ft,80,85
363,4,8:08.0,D. Smith misses 3-pt jump shot from 25 ft,,80,85
364,4,8:06.0,Offensive rebound by M. Kleber,,80,85
365,4,8:03.0,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by W. Matthews),,83,85
366,4,7:41.0,,Personal foul by W. Matthews (drawn by D. DeRozan),83,85
367,4,7:41.0,H. Barnes enters the game for D. Finney-Smith,,83,85
368,4,7:41.0,L. Dončić enters the game for M. Kleber,,83,85
369,4,7:32.0,,D. DeRozan misses 2-pt jump shot from 9 ft,83,85
370,4,7:27.0,,Offensive rebound by L. Aldridge,83,85
371,4,7:27.0,,L. Aldridge makes 2-pt layup at rim,83,87
372,4,7:15.0,Turnover by W. Matthews (lost ball; steal by D. DeRozan),,83,87
373,4,7:05.0,,D. DeRozan makes 2-pt jump shot from 12 ft,83,89
374,4,7:05.0,Dallas full timeout,,83,89
375,4,6:40.0,D. Smith makes 2-pt jump shot from 16 ft (assist by H. Barnes),,85,89
376,4,6:31.0,Violation by Team (kicked ball),,85,89
377,4,6:22.0,,D. DeRozan misses 2-pt jump shot from 17 ft,85,89
378,4,6:20.0,Defensive rebound by L. Dončić,,85,89
379,4,6:00.0,H. Barnes makes 2-pt jump shot from 10 ft,,87,89
