,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DALLAS_ACTION,NEW YORK_SCORE,DALLAS_SCORE
378,4,9:11.0,,H. Barnes misses 3-pt jump shot from 25 ft,98,83
379,4,9:07.0,Defensive rebound by D. Dotson,,98,83
380,4,8:56.0,Personal foul by D. Smith (drawn by E. Mudiay),,98,83
381,4,8:56.0,,D. Finney-Smith enters the game for W. Matthews,98,83
382,4,8:48.0,A. Trier makes 2-pt layup from 1 ft,,100,83
383,4,8:46.0,,Dallas full timeout,100,83
384,4,8:32.0,,L. Dončić makes 2-pt jump shot from 3 ft,100,85
385,4,8:18.0,E. Mudiay makes 2-pt layup from 1 ft,,102,85
386,4,8:03.0,,L. Dončić makes 2-pt jump shot from 18 ft,102,87
387,4,7:43.0,E. Mudiay misses 3-pt jump shot from 25 ft,,102,87
388,4,7:41.0,Offensive rebound by M. Robinson,,102,87
389,4,7:41.0,Shooting foul by H. Barnes (drawn by M. Robinson),,102,87
390,4,7:41.0,M. Robinson makes free throw 1 of 2,,103,87
391,4,7:41.0,M. Robinson makes free throw 2 of 2,,104,87
392,4,7:27.0,,D. Smith makes 3-pt jump shot from 23 ft (assist by L. Dončić),104,90
393,4,7:02.0,Shooting foul by D. Finney-Smith (drawn by A. Trier),,104,90
394,4,7:02.0,T. Hardaway enters the game for D. Dotson,,104,90
395,4,7:02.0,F. Ntilikina enters the game for E. Mudiay,,104,90
396,4,7:02.0,A. Trier makes free throw 1 of 2,,105,90
397,4,7:02.0,A. Trier makes free throw 2 of 2,,106,90
398,4,6:43.0,,D. Finney-Smith makes 2-pt jump shot from 12 ft,106,92
399,4,6:28.0,E. Freedom makes 2-pt layup from 1 ft (assist by T. Hardaway),,108,92
400,4,6:07.0,,Turnover by D. Smith (bad pass; steal by F. Ntilikina),108,92
401,4,6:00.0,Turnover by F. Ntilikina (bad pass; steal by D. Finney-Smith),,108,92
402,4,5:54.0,,D. Smith misses 2-pt layup from 1 ft,108,92
403,4,5:52.0,Defensive rebound by A. Trier,,108,92
404,4,5:34.0,E. Freedom misses 2-pt jump shot from 7 ft,,108,92
405,4,5:32.0,,Defensive rebound by D. Jordan,108,92
406,4,5:27.0,,Personal foul by A. Trier (drawn by L. Dončić),108,92
407,4,5:19.0,,L. Dončić makes 3-pt jump shot from 25 ft,108,95
408,4,5:02.0,New York full timeout,,108,95
409,4,5:02.0,D. Dotson enters the game for E. Freedom,,108,95
410,4,4:57.0,Turnover by T. Hardaway (bad pass; steal by D. Finney-Smith),,108,95
411,4,4:57.0,,Personal foul by D. Dotson (drawn by L. Dončić),108,95
412,4,4:44.0,,H. Barnes misses 3-pt jump shot from 23 ft,108,95
413,4,4:40.0,Defensive rebound by D. Dotson,,108,95
414,4,4:40.0,Personal foul by D. Finney-Smith (drawn by D. Dotson),,108,95
415,4,4:40.0,D. Dotson misses free throw 1 of 2,,108,95
416,4,4:40.0,Offensive rebound by Team,,108,95
417,4,4:40.0,,W. Matthews enters the game for D. Finney-Smith,108,95
418,4,4:40.0,D. Dotson misses free throw 2 of 2,,108,95
419,4,4:37.0,,Defensive rebound by D. Jordan,108,95
420,4,4:22.0,,H. Barnes misses 2-pt jump shot from 9 ft,108,95
421,4,4:20.0,,Offensive rebound by D. Jordan,108,95
422,4,4:19.0,,D. Jordan misses 2-pt layup at rim,108,95
423,4,4:17.0,Defensive rebound by M. Robinson,,108,95
424,4,4:10.0,Shooting foul by D. Smith (drawn by F. Ntilikina),,108,95
425,4,4:10.0,F. Ntilikina makes free throw 1 of 2,,109,95
426,4,4:10.0,F. Ntilikina makes free throw 2 of 2,,110,95
427,4,3:51.0,,H. Barnes misses 2-pt layup at rim (block by M. Robinson),110,95
428,4,3:48.0,Defensive rebound by D. Dotson,,110,95
429,4,3:34.0,Personal foul by D. Jordan (drawn by A. Trier),,110,95
430,4,3:34.0,A. Trier makes free throw 1 of 2,,111,95
431,4,3:34.0,A. Trier makes free throw 2 of 2,,112,95
432,4,3:21.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Jordan),112,98
433,4,2:54.0,A. Trier makes 2-pt layup from 1 ft,,114,98
434,4,2:42.0,,Personal foul by M. Robinson (drawn by W. Matthews),114,98
435,4,2:42.0,,W. Matthews makes free throw 1 of 2,114,99
436,4,2:42.0,,W. Matthews makes free throw 2 of 2,114,100
437,4,2:25.0,Turnover by A. Trier (back court),,114,100
438,4,2:18.0,,W. Matthews misses 3-pt jump shot from 25 ft,114,100
439,4,2:13.0,Defensive rebound by D. Dotson,,114,100
440,4,1:55.0,Shooting foul by D. Smith (drawn by A. Trier),,114,100
441,4,1:55.0,A. Trier makes free throw 1 of 2,,115,100
442,4,1:55.0,A. Trier makes free throw 2 of 2,,116,100
443,4,1:38.0,,D. Smith makes 2-pt jump shot from 19 ft (assist by W. Matthews),116,102
444,4,1:17.0,A. Trier makes 2-pt jump shot from 20 ft,,118,102
445,4,1:07.0,,L. Dončić makes 3-pt jump shot from 24 ft (assist by H. Barnes),118,105
446,4,0:50.0,,Violation by Team (kicked ball),118,105
447,4,0:38.0,D. Dotson misses 2-pt jump shot from 17 ft,,118,105
448,4,0:35.0,,Defensive rebound by D. Smith,118,105
449,4,0:29.0,,Personal foul by M. Robinson (drawn by D. Smith),118,105
450,4,0:29.0,,D. Smith makes free throw 1 of 2,118,106
451,4,0:29.0,,M. Kleber enters the game for D. Jordan,118,106
452,4,0:29.0,,D. Smith misses free throw 2 of 2,118,106
453,4,0:27.0,Defensive rebound by M. Robinson,,118,106
454,4,0:08.0,D. Dotson misses 2-pt jump shot from 15 ft,,118,106
455,4,0:05.0,,Defensive rebound by L. Dončić,118,106
