,QUARTER,TIME_REMAINING,DENVER_ACTION,TORONTO_ACTION,DENVER_SCORE,TORONTO_SCORE
409,4,2:44.0,,Turnover by K. Leonard (out of bounds lost ball),97,97
410,4,2:40.0,M. Beasley makes 3-pt jump shot from 23 ft (assist by P. Millsap),,100,97
411,4,2:28.0,,Shooting foul by N. Jokić (drawn by S. Ibaka),100,97
412,4,2:28.0,,S. Ibaka makes free throw 1 of 2,100,98
413,4,2:28.0,,S. Ibaka makes free throw 2 of 2,100,99
414,4,2:28.0,N. Jokić misses 3-pt jump shot from 26 ft,,100,99
415,4,2:11.0,,Defensive rebound by K. Leonard,100,99
416,4,2:05.0,,Turnover by K. Leonard (lost ball; steal by N. Jokić),100,99
417,4,1:52.0,P. Millsap misses 2-pt layup from 3 ft,,100,99
418,4,1:50.0,,Defensive rebound by D. Green,100,99
419,4,1:36.0,,K. Leonard misses 3-pt jump shot from 24 ft,100,99
420,4,1:34.0,Defensive rebound by J. Murray,,100,99
421,4,1:19.0,J. Murray misses 2-pt jump shot from 7 ft,,100,99
422,4,1:17.0,Offensive rebound by Team,,100,99
423,4,1:14.0,N. Jokić misses 2-pt jump shot from 23 ft,,100,99
424,4,1:12.0,,Defensive rebound by P. Siakam,100,99
425,4,0:55.0,,K. Leonard makes 2-pt jump shot from 17 ft (assist by P. Siakam),100,101
426,4,0:54.0,Denver full timeout,,100,101
427,4,0:47.0,Personal foul by D. Green (drawn by J. Murray),,100,101
428,4,0:40.0,N. Jokić makes 2-pt jump shot from 12 ft (assist by J. Murray),,102,101
429,4,0:40.0,,Toronto full timeout,102,101
430,4,0:21.0,,D. Green misses 2-pt jump shot from 22 ft,102,101
431,4,0:18.0,,Offensive rebound by K. Lowry,102,101
432,4,0:16.0,,D. Green misses 3-pt jump shot from 26 ft,102,101
433,4,0:12.0,Defensive rebound by J. Hernangómez,,102,101
434,4,0:12.0,Personal foul by K. Leonard (drawn by J. Hernangómez),,102,101
435,4,0:12.0,J. Hernangómez misses free throw 1 of 2,,102,101
436,4,0:12.0,Offensive rebound by Team,,102,101
437,4,0:12.0,,J. Valančiūnas enters the game for D. Green,102,101
438,4,0:12.0,J. Hernangómez makes free throw 2 of 2,,103,101
439,4,0:12.0,,Toronto full timeout,103,101
440,4,0:12.0,T. Craig enters the game for N. Jokić,,103,101
441,4,0:12.0,M. Plumlee enters the game for J. Murray,,103,101
442,4,0:12.0,,D. Green enters the game for P. Siakam,103,101
443,4,0:12.0,,F. VanVleet enters the game for J. Valančiūnas,103,101
444,4,0:07.0,,K. Leonard makes 2-pt jump shot from 10 ft,103,103
445,4,0:07.0,Denver full timeout,,103,103
446,4,0:07.0,N. Jokić enters the game for T. Craig,,103,103
447,4,0:07.0,J. Murray enters the game for M. Plumlee,,103,103
448,4,0:07.0,,P. Siakam enters the game for F. VanVleet,103,103
449,4,0:07.0,Away from play foul by S. Ibaka (drawn by N. Jokić),,103,103
450,4,0:07.0,N. Jokić makes free throw 1 of 1,,104,103
451,4,0:05.0,Personal foul by K. Leonard (drawn by N. Jokić),,104,103
452,4,0:05.0,N. Jokić makes free throw 1 of 2,,105,103
453,4,0:05.0,T. Craig enters the game for J. Murray,,105,103
454,4,0:05.0,,J. Valančiūnas enters the game for S. Ibaka,105,103
455,4,0:05.0,N. Jokić makes free throw 2 of 2,,106,103
456,4,0:00.0,,K. Lowry misses 3-pt jump shot from 26 ft,106,103
457,4,0:00.0,,Offensive rebound by Team,106,103
