,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHILADELPHIA_ACTION,WASHINGTON_SCORE,PHILADELPHIA_SCORE
0,1,11:39.0,,B. Simmons misses 2-pt jump shot from 13 ft,0,0
1,1,11:35.0,,Offensive rebound by J. Butler,0,0
2,1,11:34.0,,Turnover by J. Butler (bad pass; steal by T. Satoranský),0,0
3,1,11:23.0,J. Green makes 3-pt jump shot from 23 ft (assist by T. Ariza),,3,0
4,1,11:08.0,,B. Simmons makes 2-pt layup from 2 ft (assist by J. Butler),3,2
5,1,10:55.0,B. Beal misses 2-pt jump shot from 16 ft,,3,2
6,1,10:52.0,,Defensive rebound by W. Chandler,3,2
7,1,10:43.0,,J. Embiid misses 2-pt jump shot from 13 ft,3,2
8,1,10:41.0,Defensive rebound by J. Green,,3,2
9,1,10:37.0,B. Beal makes 3-pt jump shot from 27 ft (assist by T. Satoranský),,6,2
10,1,10:27.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,6,2
11,1,10:25.0,,Offensive rebound by F. Korkmaz,6,2
12,1,10:19.0,,B. Simmons makes 2-pt dunk at rim (assist by J. Butler),6,4
13,1,9:54.0,T. Bryant makes 3-pt jump shot from 24 ft (assist by T. Satoranský),,9,4
14,1,9:40.0,,W. Chandler misses 2-pt jump shot from 13 ft,9,4
15,1,9:37.0,Defensive rebound by B. Beal,,9,4
16,1,9:23.0,B. Beal misses 3-pt jump shot from 26 ft,,9,4
17,1,9:19.0,,Defensive rebound by J. Embiid,9,4
18,1,9:08.0,,Turnover by F. Korkmaz (bad pass),9,4
19,1,9:00.0,T. Satoranský makes 3-pt jump shot from 25 ft,,12,4
20,1,9:00.0,,Philadelphia full timeout,12,4
21,1,8:46.0,,J. Embiid misses 2-pt layup from 1 ft (block by T. Bryant),12,4
22,1,8:43.0,Defensive rebound by T. Ariza,,12,4
23,1,8:30.0,B. Beal makes 2-pt layup from 1 ft,,14,4
24,1,8:18.0,,W. Chandler makes 2-pt layup from 1 ft (assist by F. Korkmaz),14,6
25,1,7:53.0,T. Satoranský misses 2-pt jump shot from 17 ft,,14,6
26,1,7:50.0,,Defensive rebound by J. Embiid,14,6
27,1,7:39.0,,J. Butler makes 2-pt jump shot from 1 ft,14,8
28,1,7:23.0,T. Bryant makes 2-pt jump shot from 17 ft,,16,8
29,1,7:13.0,,Shooting foul by T. Satoranský (drawn by J. Embiid),16,8
30,1,7:13.0,,J. Embiid misses free throw 1 of 2,16,8
31,1,7:13.0,,Offensive rebound by Team,16,8
32,1,7:13.0,,J. Embiid makes free throw 2 of 2,16,9
33,1,7:02.0,T. Ariza misses 3-pt jump shot from 26 ft,,16,9
34,1,6:58.0,,Defensive rebound by B. Simmons,16,9
35,1,6:52.0,,J. Embiid makes 3-pt jump shot from 24 ft (assist by F. Korkmaz),16,12
36,1,6:34.0,Shooting foul by B. Simmons (drawn by J. Green),,16,12
37,1,6:34.0,J. Green makes free throw 1 of 2,,17,12
38,1,6:34.0,,T. McConnell enters the game for W. Chandler,17,12
39,1,6:34.0,,M. Muscala enters the game for J. Embiid,17,12
40,1,6:34.0,,L. Shamet enters the game for F. Korkmaz,17,12
41,1,6:34.0,J. Green makes free throw 2 of 2,,18,12
42,1,6:25.0,,L. Shamet misses 3-pt jump shot from 26 ft,18,12
43,1,6:22.0,Defensive rebound by T. Ariza,,18,12
44,1,6:12.0,T. Ariza makes 2-pt layup from 2 ft (assist by T. Bryant),,20,12
45,1,5:51.0,,J. Butler makes 2-pt layup from 3 ft (assist by M. Muscala),20,14
46,1,5:51.0,,Shooting foul by T. Satoranský (drawn by J. Butler),20,14
47,1,5:51.0,C. Randle enters the game for T. Satoranský,,20,14
48,1,5:51.0,,J. Butler misses free throw 1 of 1,20,14
49,1,5:49.0,Defensive rebound by T. Ariza,,20,14
50,1,5:37.0,Turnover by C. Randle (bad pass; steal by B. Simmons),,20,14
51,1,5:33.0,,L. Shamet makes 3-pt jump shot from 24 ft (assist by B. Simmons),20,17
52,1,5:33.0,O. Porter enters the game for J. Green,,20,17
53,1,5:03.0,T. Bryant misses 2-pt jump shot from 17 ft,,20,17
54,1,5:03.0,Offensive rebound by Team,,20,17
55,1,5:00.0,Turnover by Team (shot clock),,20,17
56,1,4:49.0,,J. Butler makes 3-pt jump shot from 26 ft,20,20
57,1,4:25.0,Turnover by T. Bryant (bad pass; steal by J. Butler),,20,20
58,1,4:22.0,,J. Butler makes 2-pt dunk from 1 ft,20,22
59,1,4:22.0,Washington full timeout,,20,22
60,1,4:22.0,S. Dekker enters the game for T. Bryant,,20,22
61,1,4:05.0,B. Beal makes 2-pt layup from 3 ft,,22,22
62,1,3:41.0,,B. Simmons misses 2-pt jump shot from 9 ft,22,22
63,1,3:40.0,Defensive rebound by T. Ariza,,22,22
64,1,3:22.0,S. Dekker misses 3-pt jump shot from 27 ft,,22,22
65,1,3:17.0,,Defensive rebound by J. Butler,22,22
66,1,3:03.0,,Turnover by T. McConnell (bad pass; steal by B. Beal),22,22
67,1,2:56.0,Turnover by B. Beal (bad pass; steal by J. Butler),,22,22
68,1,2:50.0,,J. Butler makes 2-pt dunk from 1 ft (assist by B. Simmons),22,24
69,1,2:33.0,B. Beal makes 2-pt jump shot from 20 ft,,24,24
70,1,2:22.0,,Personal foul by C. Randle (drawn by B. Simmons),24,24
71,1,2:22.0,T. Brown enters the game for T. Ariza,,24,24
72,1,2:22.0,,J. Bolden enters the game for J. Butler,24,24
73,1,2:22.0,,J. Embiid enters the game for M. Muscala,24,24
74,1,2:22.0,,F. Korkmaz enters the game for L. Shamet,24,24
75,1,2:22.0,,S. Milton enters the game for B. Simmons,24,24
76,1,2:13.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by F. Korkmaz),24,26
77,1,2:06.0,B. Beal makes 2-pt jump shot from 21 ft (assist by C. Randle),,26,26
78,1,1:47.0,,J. Bolden makes 2-pt jump shot from 6 ft (assist by S. Milton),26,28
79,1,1:30.0,Turnover by B. Beal (out of bounds lost ball),,26,28
80,1,1:21.0,,Turnover by T. McConnell (bad pass; steal by S. Dekker),26,28
81,1,1:14.0,O. Porter misses 3-pt jump shot from 26 ft,,26,28
82,1,1:11.0,,Defensive rebound by T. McConnell,26,28
83,1,1:00.0,,Shooting foul by O. Porter (drawn by F. Korkmaz),26,28
84,1,1:00.0,,F. Korkmaz makes free throw 1 of 2,26,29
85,1,1:00.0,,F. Korkmaz makes free throw 2 of 2,26,30
86,1,0:43.0,O. Porter misses 2-pt jump shot from 20 ft,,26,30
87,1,0:40.0,,Defensive rebound by J. Bolden,26,30
88,1,0:36.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by T. McConnell),26,32
89,1,0:25.0,C. Randle makes 3-pt jump shot from 26 ft (assist by B. Beal),,29,32
90,1,0:00.0,,J. Embiid misses 2-pt jump shot from 16 ft,29,32
91,1,0:00.0,,Offensive rebound by Team,29,32
92,2,11:46.0,O. Porter misses 2-pt jump shot from 22 ft,,29,32
93,2,11:42.0,,Defensive rebound by T. McConnell,29,32
94,2,11:23.0,,L. Shamet misses 3-pt jump shot from 27 ft,29,32
95,2,11:20.0,Defensive rebound by T. Brown,,29,32
96,2,11:02.0,O. Porter misses 2-pt jump shot from 22 ft,,29,32
97,2,10:59.0,,Defensive rebound by J. Embiid,29,32
98,2,10:51.0,,Shooting foul by S. Dekker (drawn by J. Butler),29,32
99,2,10:51.0,,J. Butler makes free throw 1 of 2,29,33
100,2,10:51.0,,J. Butler makes free throw 2 of 2,29,34
101,2,10:46.0,Turnover by O. Porter (bad pass; steal by T. McConnell),,29,34
102,2,10:42.0,,T. McConnell makes 2-pt layup from 1 ft,29,36
103,2,10:31.0,Shooting foul by J. Bolden (drawn by S. Dekker),,29,36
104,2,10:31.0,S. Dekker misses free throw 1 of 2,,29,36
105,2,10:31.0,Offensive rebound by Team,,29,36
106,2,10:31.0,J. Green enters the game for T. Brown,,29,36
107,2,10:31.0,S. Dekker makes free throw 2 of 2,,30,36
108,2,10:19.0,,L. Shamet makes 3-pt jump shot from 25 ft (assist by T. McConnell),30,39
109,2,10:01.0,O. Porter misses 2-pt jump shot from 10 ft,,30,39
110,2,9:59.0,,Defensive rebound by J. Embiid,30,39
