,QUARTER,TIME_REMAINING,MIAMI_ACTION,HOUSTON_ACTION,MIAMI_SCORE,HOUSTON_SCORE
58,1,3:27.0,,J. Harden makes free throw 1 of 2,23,30
59,1,3:27.0,G. Dragić enters the game for B. Adebayo,,23,30
60,1,3:27.0,K. Olynyk enters the game for D. Waiters,,23,30
61,1,3:27.0,,N. Hilário enters the game for C. Capela,23,30
62,1,3:27.0,,J. Harden makes free throw 2 of 2,23,31
63,1,3:11.0,J. Winslow misses 2-pt jump shot from 19 ft,,23,31
64,1,3:08.0,,Defensive rebound by Team,23,31
65,1,3:08.0,J. Richardson enters the game for J. Winslow,,23,31
66,1,3:01.0,,G. Green misses 3-pt jump shot from 26 ft,23,31
67,1,3:00.0,Defensive rebound by G. Dragić,,23,31
68,1,2:43.0,D. Wade makes 2-pt jump shot from 4 ft (assist by J. Richardson),,25,31
69,1,2:32.0,,N. Hilário misses 2-pt hook shot from 4 ft,25,31
70,1,2:32.0,Defensive rebound by G. Dragić,,25,31
71,1,2:23.0,J. Richardson makes 3-pt jump shot from 24 ft (assist by G. Dragić),,28,31
72,1,2:00.0,,Houston full timeout,28,31
73,1,2:00.0,,C. Paul enters the game for P. Tucker,28,31
74,1,1:57.0,,J. Harden misses 3-pt jump shot from 25 ft,28,31
75,1,1:56.0,Defensive rebound by D. Wade,,28,31
76,1,1:41.0,K. Olynyk misses 2-pt layup from 3 ft (block by J. Harden),,28,31
77,1,1:40.0,Offensive rebound by K. Olynyk,,28,31
78,1,1:39.0,K. Olynyk makes 2-pt layup from 2 ft,,30,31
79,1,1:19.0,,N. Hilário misses 2-pt layup from 1 ft,30,31
80,1,1:19.0,Defensive rebound by J. Richardson,,30,31
81,1,1:19.0,Personal foul by N. Hilário (drawn by J. Richardson),,30,31
82,1,1:08.0,G. Dragić makes 2-pt layup at rim,,32,31
83,1,0:56.0,,G. Green misses 3-pt jump shot from 26 ft,32,31
84,1,0:56.0,Defensive rebound by G. Dragić,,32,31
85,1,0:48.0,G. Dragić misses 2-pt jump shot from 14 ft,,32,31
86,1,0:48.0,,Defensive rebound by N. Hilário,32,31
87,1,0:43.0,,Personal foul by G. Dragić (drawn by J. Harden),32,31
88,1,0:43.0,,J. Harden makes free throw 1 of 2,32,32
89,1,0:43.0,,J. Harden makes free throw 2 of 2,32,33
90,1,0:32.0,D. Wade misses 2-pt jump shot from 20 ft,,32,33
91,1,0:31.0,,Defensive rebound by A. Rivers,32,33
92,1,0:06.0,,C. Paul misses 2-pt jump shot from 11 ft,32,33
93,1,0:06.0,Defensive rebound by D. Jones,,32,33
94,1,0:00.0,D. Wade misses 2-pt jump shot from 7 ft,,32,33
95,1,0:00.0,Offensive rebound by Team,,32,33
96,2,11:48.0,D. Wade makes 2-pt hook shot from 6 ft (assist by K. Olynyk),,34,33
97,2,11:27.0,,Turnover by C. Paul (bad pass; steal by J. Richardson),34,33
98,2,11:24.0,D. Jones misses 2-pt layup from 21 ft (block by N. Hilário),,34,33
99,2,11:23.0,Offensive rebound by D. Jones,,34,33
100,2,11:09.0,Personal foul by G. Green (drawn by K. Olynyk),,34,33
101,2,11:03.0,K. Olynyk misses 3-pt jump shot from 25 ft,,34,33
102,2,11:01.0,,Defensive rebound by C. Paul,34,33
103,2,10:49.0,,Turnover by N. Hilário (bad pass; steal by D. Wade),34,33
104,2,10:42.0,J. Richardson misses 3-pt jump shot from 26 ft,,34,33
105,2,10:41.0,,Defensive rebound by C. Paul,34,33
106,2,10:34.0,,Turnover by C. Paul (bad pass),34,33
107,2,10:21.0,Shooting foul by G. Clark (drawn by D. Jones),,34,33
108,2,10:21.0,D. Jones makes free throw 1 of 2,,35,33
109,2,10:21.0,,C. Capela enters the game for N. Hilário,35,33
110,2,10:21.0,D. Jones misses free throw 2 of 2,,35,33
111,2,10:21.0,,Defensive rebound by C. Capela,35,33
112,2,10:08.0,,G. Green misses 3-pt jump shot from 24 ft,35,33
113,2,10:06.0,Defensive rebound by J. Richardson,,35,33
114,2,9:58.0,K. Olynyk misses 2-pt layup from 1 ft,,35,33
115,2,9:57.0,,Defensive rebound by G. Green,35,33
116,2,9:47.0,,Offensive foul by G. Green (drawn by K. Olynyk),35,33
117,2,9:47.0,,Turnover by G. Green (offensive foul),35,33
118,2,9:32.0,D. Wade makes 2-pt layup from 1 ft,,37,33
119,2,9:12.0,,C. Capela makes 2-pt dunk at rim (assist by G. Green),37,35
120,2,9:01.0,G. Dragić misses 3-pt jump shot from 26 ft,,37,35
121,2,8:59.0,,Defensive rebound by C. Capela,37,35
122,2,8:36.0,,C. Paul misses 3-pt jump shot from 24 ft,37,35
123,2,8:33.0,,Offensive rebound by C. Capela,37,35
124,2,8:31.0,,Offensive foul by C. Capela (drawn by K. Olynyk),37,35
125,2,8:31.0,,Turnover by C. Capela (offensive foul),37,35
126,2,8:31.0,,P. Tucker enters the game for G. Clark,37,35
127,2,8:13.0,K. Olynyk makes 2-pt hook shot from 6 ft,,39,35
128,2,7:57.0,,Turnover by G. Green (bad pass; steal by D. Jones),39,35
129,2,7:52.0,J. Richardson makes 2-pt layup from 1 ft (assist by G. Dragić),,41,35
130,2,7:52.0,,Houston full timeout,41,35
131,2,7:52.0,B. Adebayo enters the game for K. Olynyk,,41,35
132,2,7:52.0,D. Waiters enters the game for D. Wade,,41,35
133,2,7:52.0,,J. Harden enters the game for G. Green,41,35
134,2,7:43.0,,A. Rivers misses 3-pt jump shot from 25 ft,41,35
135,2,7:42.0,Defensive rebound by D. Waiters,,41,35
136,2,7:24.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by B. Adebayo),,44,35
137,2,7:11.0,,C. Paul makes 2-pt jump shot from 9 ft (assist by J. Harden),44,37
138,2,6:51.0,Shooting foul by A. Rivers (drawn by J. Richardson),,44,37
139,2,6:51.0,J. Richardson makes free throw 1 of 2,,45,37
140,2,6:51.0,,G. Clark enters the game for C. Paul,45,37
141,2,6:51.0,J. Richardson makes free throw 2 of 2,,46,37
142,2,6:30.0,,A. Rivers makes 2-pt jump shot from 1 ft (assist by J. Harden),46,39
143,2,6:13.0,J. Richardson misses 3-pt jump shot from 25 ft,,46,39
144,2,6:12.0,,Defensive rebound by G. Clark,46,39
145,2,6:06.0,,J. Harden misses 2-pt jump shot from 4 ft,46,39
146,2,6:04.0,,Offensive rebound by C. Capela,46,39
147,2,6:03.0,,Shooting foul by D. Jones (drawn by C. Capela),46,39
148,2,6:03.0,,C. Capela misses free throw 1 of 2,46,39
149,2,6:03.0,,Offensive rebound by Team,46,39
150,2,6:03.0,R. McGruder enters the game for D. Jones,,46,39
151,2,6:03.0,J. Winslow enters the game for J. Richardson,,46,39
152,2,6:03.0,,C. Capela misses free throw 2 of 2,46,39
153,2,6:03.0,Defensive rebound by J. Winslow,,46,39
154,2,5:42.0,J. Winslow makes 2-pt jump shot from 5 ft (assist by R. McGruder),,48,39
155,2,5:27.0,,G. Clark makes 2-pt jump shot from 1 ft (assist by C. Capela),48,41
156,2,5:27.0,,Shooting foul by R. McGruder (drawn by G. Clark),48,41
157,2,5:27.0,,G. Green enters the game for A. Rivers,48,41
158,2,5:27.0,,G. Clark makes free throw 1 of 1,48,42
159,2,5:12.0,Shooting foul by P. Tucker (drawn by B. Adebayo),,48,42
160,2,5:12.0,B. Adebayo makes free throw 1 of 2,,49,42
161,2,5:12.0,B. Adebayo makes free throw 2 of 2,,50,42
162,2,5:05.0,,Offensive foul by P. Tucker (drawn by R. McGruder),50,42
163,2,5:05.0,,Turnover by P. Tucker (offensive foul),50,42
164,2,4:52.0,Shooting foul by P. Tucker (drawn by D. Waiters),,50,42
165,2,4:52.0,D. Waiters misses free throw 1 of 2,,50,42
166,2,4:52.0,Offensive rebound by Team,,50,42
167,2,4:52.0,,C. Paul enters the game for P. Tucker,50,42
168,2,4:52.0,D. Waiters makes free throw 2 of 2,,51,42
169,2,4:42.0,,G. Clark makes 3-pt jump shot from 23 ft (assist by G. Green),51,45
170,2,4:27.0,J. Winslow makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,54,45
171,2,4:05.0,,J. Harden misses 2-pt jump shot from 6 ft (block by B. Adebayo),54,45
172,2,4:04.0,Defensive rebound by G. Dragić,,54,45
173,2,4:00.0,J. Winslow misses 2-pt layup from 1 ft (block by G. Clark),,54,45
174,2,3:59.0,Offensive rebound by J. Winslow,,54,45
175,2,3:53.0,D. Waiters misses 3-pt jump shot from 25 ft,,54,45
176,2,3:52.0,,Defensive rebound by J. Harden,54,45
177,2,3:43.0,,J. Harden makes 2-pt layup at rim,54,47
178,2,3:33.0,Turnover by D. Waiters (bad pass; steal by J. Harden),,54,47
179,2,3:27.0,,J. Harden misses 3-pt jump shot from 26 ft,54,47
180,2,3:26.0,Defensive rebound by G. Dragić,,54,47
181,2,3:22.0,B. Adebayo makes 2-pt layup from 1 ft (assist by G. Dragić),,56,47
182,2,3:22.0,Shooting foul by C. Paul (drawn by B. Adebayo),,56,47
183,2,3:22.0,,Houston full timeout,56,47
184,2,3:22.0,B. Adebayo makes free throw 1 of 1,,57,47
185,2,3:09.0,,Turnover by J. Harden (lost ball; steal by B. Adebayo),57,47
186,2,3:00.0,B. Adebayo misses 2-pt layup from 1 ft (block by C. Capela),,57,47
187,2,2:59.0,Offensive rebound by Team,,57,47
188,2,2:55.0,Shooting foul by C. Paul (drawn by G. Dragić),,57,47
189,2,2:55.0,G. Dragić makes free throw 1 of 2,,58,47
190,2,2:55.0,G. Dragić makes free throw 2 of 2,,59,47
191,2,2:42.0,,Turnover by C. Paul (bad pass; steal by G. Dragić),59,47
192,2,2:29.0,G. Dragić misses 2-pt jump shot from 6 ft,,59,47
193,2,2:29.0,Offensive rebound by J. Winslow,,59,47
194,2,2:29.0,Shooting foul by G. Clark (drawn by J. Winslow),,59,47
195,2,2:29.0,D. Wade enters the game for G. Dragić,,59,47
196,2,2:29.0,J. Winslow makes free throw 1 of 2,,60,47
197,2,2:29.0,J. Winslow makes free throw 2 of 2,,61,47
198,2,2:12.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by C. Paul),61,50
199,2,1:54.0,R. McGruder makes 3-pt jump shot from 25 ft (assist by J. Winslow),,64,50
200,2,1:42.0,,J. Harden misses 3-pt jump shot from 25 ft,64,50
201,2,1:41.0,Defensive rebound by Team,,64,50
202,2,1:35.0,Offensive foul by B. Adebayo (drawn by G. Clark),,64,50
203,2,1:35.0,Turnover by B. Adebayo (offensive foul),,64,50
204,2,1:35.0,K. Olynyk enters the game for B. Adebayo,,64,50
205,2,1:24.0,,C. Paul misses 2-pt jump shot from 5 ft,64,50
206,2,1:21.0,Defensive rebound by K. Olynyk,,64,50
207,2,1:07.0,J. Winslow makes 2-pt layup at rim,,66,50
208,2,0:53.0,,Shooting foul by R. McGruder (drawn by J. Harden),66,50
209,2,0:53.0,,J. Harden makes free throw 1 of 2,66,51
210,2,0:53.0,,J. Harden makes free throw 2 of 2,66,52
211,2,0:33.0,K. Olynyk makes 3-pt jump shot from 27 ft (assist by J. Winslow),,69,52
212,2,0:28.0,,J. Harden makes 3-pt jump shot from 26 ft,69,55
213,2,0:09.0,J. Winslow misses 2-pt layup from 1 ft,,69,55
214,2,0:08.0,,Defensive rebound by J. Harden,69,55
215,2,0:00.0,,J. Harden misses 3-pt jump shot from 25 ft,69,55
216,2,0:00.0,Defensive rebound by K. Olynyk,,69,55
217,3,11:41.0,J. Winslow misses 2-pt layup from 1 ft (block by C. Capela),,69,55
218,3,11:40.0,,Defensive rebound by G. Clark,69,55
219,3,11:34.0,,G. Clark misses 3-pt jump shot from 26 ft,69,55
220,3,11:33.0,Defensive rebound by J. Winslow,,69,55
221,3,11:21.0,J. Winslow makes 3-pt jump shot from 23 ft (assist by D. Waiters),,72,55
222,3,11:02.0,,J. Harden misses 2-pt jump shot from 7 ft,72,55
223,3,11:01.0,,Offensive rebound by J. Harden,72,55
224,3,10:58.0,,J. Harden makes 2-pt layup from 1 ft,72,57
225,3,10:47.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by D. Waiters),,75,57
226,3,10:40.0,,Personal foul by J. Richardson (drawn by P. Tucker),75,57
227,3,10:36.0,,Turnover by C. Capela (lost ball; steal by K. Olynyk),75,57
228,3,10:32.0,Offensive foul by J. Richardson (drawn by P. Tucker),,75,57
229,3,10:32.0,Turnover by J. Richardson (offensive foul),,75,57
230,3,10:21.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by C. Capela),75,60
231,3,10:05.0,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Winslow),,77,60
232,3,10:00.0,,Turnover by J. Harden (bad pass; steal by J. Richardson),77,60
233,3,9:45.0,J. Richardson makes 2-pt jump shot from 15 ft (assist by J. Winslow),,79,60
234,3,9:31.0,,Def 3 sec tech foul by Team,79,60
235,3,9:31.0,,C. Paul makes technical free throw,79,61
236,3,9:17.0,,C. Paul misses 3-pt jump shot from 23 ft,79,61
237,3,9:15.0,Defensive rebound by J. Richardson,,79,61
238,3,9:04.0,Turnover by K. Olynyk (bad pass; steal by C. Paul),,79,61
239,3,8:59.0,,Turnover by J. Harden (bad pass),79,61
240,3,8:44.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,82,61
241,3,8:24.0,,G. Clark makes 3-pt jump shot from 25 ft (assist by J. Harden),82,64
242,3,8:05.0,Turnover by K. Olynyk (out of bounds lost ball),,82,64
243,3,7:59.0,,Shooting foul by K. Olynyk (drawn by J. Harden),82,64
244,3,7:59.0,,J. Harden makes free throw 1 of 2,82,65
245,3,7:59.0,,J. Harden makes free throw 2 of 2,82,66
246,3,7:43.0,J. Richardson misses 3-pt jump shot from 24 ft,,82,66
247,3,7:42.0,,Defensive rebound by C. Paul,82,66
248,3,7:21.0,,J. Harden makes 3-pt jump shot from 25 ft,82,69
249,3,7:05.0,J. Winslow makes 2-pt jump shot from 20 ft,,84,69
250,3,6:54.0,,G. Clark misses 3-pt jump shot from 25 ft,84,69
251,3,6:52.0,Defensive rebound by J. Winslow,,84,69
252,3,6:43.0,Turnover by D. Waiters (bad pass),,84,69
253,3,6:43.0,,Houston full timeout,84,69
254,3,6:43.0,,G. Green enters the game for G. Clark,84,69
255,3,6:43.0,,A. Rivers enters the game for C. Paul,84,69
256,3,6:21.0,,J. Harden misses 3-pt jump shot from 24 ft,84,69
257,3,6:19.0,Defensive rebound by K. Olynyk,,84,69
258,3,6:05.0,Personal foul by P. Tucker (drawn by K. Olynyk),,84,69
259,3,5:56.0,D. Waiters misses 3-pt jump shot from 25 ft,,84,69
260,3,5:54.0,,Defensive rebound by P. Tucker,84,69
261,3,5:48.0,,J. Harden misses 3-pt jump shot from 26 ft,84,69
262,3,5:47.0,,Offensive rebound by P. Tucker,84,69
263,3,5:43.0,,G. Green makes 3-pt jump shot from 23 ft (assist by P. Tucker),84,72
264,3,5:40.0,Miami full timeout,,84,72
265,3,5:40.0,D. Jones enters the game for K. Olynyk,,84,72
266,3,5:40.0,D. Wade enters the game for J. Richardson,,84,72
267,3,5:23.0,D. Wade makes 2-pt layup from 1 ft (assist by J. Winslow),,86,72
268,3,5:10.0,,G. Green makes 3-pt jump shot from 26 ft (assist by A. Rivers),86,75
269,3,4:49.0,D. Wade misses 3-pt jump shot from 26 ft,,86,75
270,3,4:48.0,,Defensive rebound by P. Tucker,86,75
271,3,4:39.0,,J. Harden makes 2-pt layup from 1 ft,86,77
272,3,4:14.0,D. Wade misses 2-pt jump shot from 16 ft,,86,77
273,3,4:13.0,,Defensive rebound by C. Capela,86,77
274,3,4:02.0,,A. Rivers makes 2-pt jump shot from 5 ft (assist by J. Harden),86,79
275,3,3:41.0,Offensive foul by D. Waiters (drawn by A. Rivers),,86,79
276,3,3:41.0,Turnover by D. Waiters (offensive foul),,86,79
277,3,3:41.0,G. Dragić enters the game for D. Waiters,,86,79
278,3,3:30.0,,Offensive foul by P. Tucker (drawn by G. Dragić),86,79
279,3,3:30.0,,Turnover by P. Tucker (offensive foul),86,79
280,3,3:30.0,,Technical foul by P. Tucker,86,79
281,3,3:30.0,G. Dragić makes technical free throw,,87,79
282,3,3:30.0,,Technical foul by P. Tucker,87,79
283,3,3:30.0,G. Dragić makes technical free throw,,88,79
284,3,3:30.0,,P. Tucker ejected from game,88,79
285,3,3:30.0,J. Richardson enters the game for J. Winslow,,88,79
286,3,3:30.0,,G. Clark enters the game for P. Tucker,88,79
287,3,3:08.0,D. Wade makes 2-pt layup from 2 ft,,90,79
288,3,2:56.0,,J. Harden misses 2-pt layup from 1 ft (block by B. Adebayo),90,79
289,3,2:55.0,Defensive rebound by J. Richardson,,90,79
290,3,2:34.0,G. Dragić misses 3-pt jump shot from 26 ft,,90,79
291,3,2:29.0,,Defensive rebound by C. Capela,90,79
292,3,2:23.0,,Shooting foul by B. Adebayo (drawn by J. Harden),90,79
293,3,2:23.0,,J. Harden makes free throw 1 of 2,90,80
294,3,2:23.0,K. Olynyk enters the game for B. Adebayo,,90,80
295,3,2:23.0,,N. Hilário enters the game for C. Capela,90,80
296,3,2:23.0,,C. Paul enters the game for G. Clark,90,80
297,3,2:23.0,,J. Harden makes free throw 2 of 2,90,81
298,3,2:04.0,Shooting foul by N. Hilário (drawn by J. Richardson),,90,81
299,3,2:04.0,J. Richardson misses free throw 1 of 2,,90,81
300,3,2:04.0,Offensive rebound by Team,,90,81
301,3,2:04.0,J. Richardson makes free throw 2 of 2,,91,81
302,3,1:50.0,,A. Rivers makes 2-pt layup from 1 ft (assist by J. Harden),91,83
303,3,1:36.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by G. Dragić),,94,83
304,3,1:16.0,,N. Hilário misses 2-pt jump shot from 15 ft,94,83
305,3,1:15.0,Defensive rebound by D. Wade,,94,83
306,3,1:08.0,D. Wade misses 2-pt jump shot from 8 ft,,94,83
307,3,1:07.0,Offensive rebound by D. Jones,,94,83
308,3,1:07.0,D. Jones makes 2-pt dunk from 1 ft,,96,83
309,3,0:49.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by C. Paul),96,86
310,3,0:29.0,Personal foul by A. Rivers (drawn by J. Richardson),,96,86
311,3,0:29.0,,G. Clark enters the game for N. Hilário,96,86
312,3,0:19.0,K. Olynyk makes 2-pt layup from 1 ft (assist by G. Dragić),,98,86
313,3,0:02.0,,Personal foul by K. Olynyk (drawn by G. Clark),98,86
314,3,0:02.0,B. Adebayo enters the game for G. Dragić,,98,86
315,3,0:02.0,J. Winslow enters the game for K. Olynyk,,98,86
316,3,0:00.0,,C. Paul misses 3-pt jump shot from 29 ft,98,86
317,3,0:00.0,,Offensive rebound by Team,98,86
318,4,11:49.0,,G. Clark makes 2-pt layup from 1 ft,98,88
319,4,11:33.0,Turnover by D. Wade (3 sec),,98,88
320,4,11:18.0,,A. Rivers makes 3-pt jump shot from 24 ft (assist by G. Clark),98,91
321,4,10:58.0,G. Dragić makes 2-pt layup from 1 ft (assist by K. Olynyk),,100,91
322,4,10:47.0,,G. Green misses 3-pt jump shot from 24 ft,100,91
323,4,10:45.0,Defensive rebound by D. Wade,,100,91
324,4,10:26.0,K. Olynyk misses 2-pt layup from 2 ft,,100,91
325,4,10:26.0,Offensive rebound by Team,,100,91
326,4,10:26.0,Turnover by K. Olynyk (traveling),,100,91
327,4,10:10.0,,A. Rivers makes 2-pt jump shot from 21 ft,100,93
328,4,10:02.0,Shooting foul by C. Paul (drawn by G. Dragić),,100,93
329,4,10:02.0,B. Adebayo enters the game for K. Olynyk,,100,93
330,4,10:02.0,G. Dragić makes free throw 1 of 2,,101,93
331,4,10:02.0,G. Dragić makes free throw 2 of 2,,102,93
332,4,9:38.0,,C. Paul misses 3-pt jump shot from 24 ft,102,93
333,4,9:38.0,Defensive rebound by D. Jones,,102,93
334,4,9:20.0,G. Dragić misses 2-pt jump shot from 11 ft,,102,93
335,4,9:19.0,,Defensive rebound by J. Harden,102,93
336,4,9:13.0,,J. Harden makes 3-pt jump shot from 26 ft,102,96
337,4,8:54.0,Turnover by D. Wade (lost ball; steal by J. Harden),,102,96
338,4,8:50.0,,Shooting foul by B. Adebayo (drawn by J. Harden),102,96
339,4,8:50.0,,J. Harden makes free throw 1 of 2,102,97
340,4,8:50.0,,J. Harden makes free throw 2 of 2,102,98
341,4,8:50.0,Miami full timeout,,102,98
342,4,8:50.0,K. Olynyk enters the game for B. Adebayo,,102,98
343,4,8:33.0,D. Wade misses 3-pt jump shot from 26 ft,,102,98
344,4,8:32.0,,Defensive rebound by A. Rivers,102,98
345,4,8:23.0,,Personal foul by J. Richardson (drawn by J. Harden),102,98
346,4,8:12.0,,G. Green misses 3-pt jump shot from 26 ft,102,98
347,4,8:11.0,Defensive rebound by D. Jones,,102,98
348,4,7:57.0,G. Dragić makes 3-pt jump shot from 23 ft (assist by J. Richardson),,105,98
349,4,7:44.0,,A. Rivers makes 3-pt jump shot from 24 ft (assist by J. Harden),105,101
350,4,7:39.0,Miami full timeout,,105,101
351,4,7:39.0,D. Waiters enters the game for D. Jones,,105,101
352,4,7:39.0,J. Winslow enters the game for D. Wade,,105,101
353,4,7:39.0,,C. Capela enters the game for C. Paul,105,101
354,4,7:17.0,D. Waiters makes 3-pt jump shot from 26 ft,,108,101
355,4,7:01.0,,Turnover by J. Harden (lost ball; steal by D. Waiters),108,101
356,4,6:56.0,Shooting foul by A. Rivers (drawn by G. Dragić),,108,101
357,4,6:56.0,,Violation by Team (delay of game),108,101
358,4,6:56.0,G. Dragić makes free throw 1 of 2,,109,101
359,4,6:56.0,G. Dragić makes free throw 2 of 2,,110,101
360,4,6:38.0,,G. Green misses 3-pt jump shot from 25 ft,110,101
361,4,6:36.0,,Offensive rebound by J. Harden,110,101
362,4,6:33.0,,J. Harden makes 2-pt layup from 1 ft,110,103
363,4,6:18.0,G. Dragić makes 3-pt jump shot from 26 ft (assist by J. Winslow),,113,103
364,4,6:09.0,,J. Harden makes 2-pt jump shot from 6 ft,113,105
365,4,6:09.0,,Shooting foul by J. Richardson (drawn by J. Harden),113,105
366,4,6:09.0,,J. Harden makes free throw 1 of 1,113,106
367,4,6:00.0,Turnover by J. Winslow (lost ball; steal by J. Harden),,113,106
368,4,5:57.0,,J. Harden misses 2-pt layup from 1 ft,113,106
369,4,5:54.0,Defensive rebound by J. Winslow,,113,106
370,4,5:41.0,Turnover by J. Winslow (bad pass; steal by C. Capela),,113,106
371,4,5:33.0,,Shooting foul by J. Winslow (drawn by J. Harden),113,106
372,4,5:33.0,,J. Harden makes free throw 1 of 3,113,107
373,4,5:33.0,,J. Harden makes free throw 2 of 3,113,108
374,4,5:33.0,,J. Harden makes free throw 3 of 3,113,109
375,4,5:13.0,G. Dragić misses 3-pt jump shot from 29 ft,,113,109
376,4,5:11.0,,Defensive rebound by G. Clark,113,109
377,4,5:05.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),113,111
378,4,4:44.0,G. Dragić misses 2-pt layup from 2 ft,,113,111
379,4,4:43.0,,Defensive rebound by G. Clark,113,111
380,4,4:31.0,,J. Harden makes 2-pt layup from 1 ft,113,113
381,4,4:07.0,J. Winslow misses 2-pt jump shot from 13 ft,,113,113
382,4,4:06.0,,Defensive rebound by G. Clark,113,113
383,4,3:54.0,,J. Harden misses 3-pt jump shot from 25 ft,113,113
384,4,3:53.0,Defensive rebound by K. Olynyk,,113,113
