,QUARTER,TIME_REMAINING,PORTLAND_ACTION,WASHINGTON_ACTION,PORTLAND_SCORE,WASHINGTON_SCORE
109,2,11:27.0,J. Layman misses 3-pt jump shot from 27 ft,,32,25
110,2,11:23.0,,Defensive rebound by B. Beal,32,25
111,2,11:12.0,,Personal foul by Z. Collins (drawn by J. Green),32,25
112,2,11:00.0,,B. Beal makes 2-pt layup from 6 ft,32,27
113,2,10:46.0,Shooting foul by T. Satoranský (drawn by Z. Collins),,32,27
114,2,10:46.0,Z. Collins makes free throw 1 of 2,,33,27
115,2,10:46.0,Z. Collins makes free throw 2 of 2,,34,27
116,2,10:32.0,,B. Beal misses 2-pt jump shot from 7 ft,34,27
117,2,10:28.0,,Offensive rebound by J. Green,34,27
118,2,10:28.0,,J. Green makes 2-pt layup at rim,34,29
119,2,10:13.0,Z. Collins makes 2-pt layup from 5 ft (assist by E. Turner),,36,29
120,2,10:13.0,Shooting foul by B. Beal (drawn by Z. Collins),,36,29
121,2,10:13.0,Z. Collins makes free throw 1 of 1,,37,29
122,2,9:55.0,,T. Satoranský makes 2-pt layup from 4 ft,37,31
123,2,9:37.0,E. Turner makes 2-pt layup from 2 ft (assist by Z. Collins),,39,31
124,2,9:23.0,,K. Oubre misses 3-pt jump shot from 25 ft,39,31
125,2,9:21.0,,Offensive rebound by J. Green,39,31
126,2,9:13.0,,J. Green misses 2-pt jump shot from 19 ft,39,31
127,2,9:11.0,Defensive rebound by Team,,39,31
128,2,9:01.0,Personal foul by T. Satoranský (drawn by E. Turner),,39,31
129,2,9:01.0,,J. Wall enters the game for T. Satoranský,39,31
130,2,8:54.0,A. Simons misses 2-pt layup from 7 ft (block by J. Wall),,39,31
131,2,8:51.0,,Defensive rebound by B. Beal,39,31
132,2,8:50.0,,B. Beal makes 3-pt jump shot from 25 ft,39,34
133,2,8:29.0,E. Turner misses 2-pt layup from 1 ft,,39,34
134,2,8:29.0,,Defensive rebound by Team,39,34
135,2,8:29.0,D. Lillard enters the game for A. Simons,,39,34
136,2,8:29.0,C. McCollum enters the game for N. Stauskas,,39,34
137,2,8:22.0,,Shooting foul by Z. Collins (drawn by J. Wall),39,34
138,2,8:22.0,,J. Wall misses free throw 1 of 2,39,34
139,2,8:22.0,,Offensive rebound by Team,39,34
140,2,8:22.0,A. Aminu enters the game for Z. Collins,,39,34
141,2,8:22.0,J. Nurkić enters the game for J. Layman,,39,34
142,2,8:22.0,,J. Wall misses free throw 2 of 2,39,34
143,2,8:21.0,Defensive rebound by Team,,39,34
144,2,8:21.0,,Loose ball foul by B. Beal (drawn by J. Nurkić),39,34
145,2,8:10.0,E. Turner makes 2-pt dunk from 2 ft,,41,34
146,2,7:50.0,,B. Beal misses 3-pt jump shot from 24 ft,41,34
147,2,7:49.0,,Offensive rebound by Team,41,34
148,2,7:49.0,Loose ball foul by J. Nurkić (drawn by J. Green),,41,34
149,2,7:42.0,,J. Wall misses 2-pt jump shot from 18 ft,41,34
150,2,7:39.0,Defensive rebound by J. Nurkić,,41,34
151,2,7:25.0,D. Lillard misses 2-pt layup from 2 ft (block by B. Beal),,41,34
152,2,7:25.0,,Defensive rebound by B. Beal,41,34
153,2,7:14.0,,K. Oubre misses 3-pt jump shot from 26 ft,41,34
154,2,7:10.0,Defensive rebound by J. Nurkić,,41,34
155,2,7:05.0,Personal foul by K. Oubre (drawn by D. Lillard),,41,34
156,2,7:05.0,D. Lillard makes free throw 1 of 2,,42,34
157,2,7:05.0,,D. Howard enters the game for J. Green,42,34
158,2,7:05.0,D. Lillard makes free throw 2 of 2,,43,34
159,2,6:54.0,,Personal foul by E. Turner (drawn by D. Howard),43,34
160,2,6:54.0,,Washington full timeout,43,34
161,2,6:46.0,,Turnover by D. Howard (3 sec),43,34
162,2,6:34.0,J. Nurkić misses 2-pt dunk from 2 ft (block by K. Oubre),,43,34
163,2,6:31.0,,Defensive rebound by B. Beal,43,34
164,2,6:26.0,,K. Oubre misses 3-pt jump shot from 28 ft,43,34
165,2,6:21.0,Defensive rebound by C. McCollum,,43,34
166,2,6:14.0,E. Turner misses 2-pt jump shot from 17 ft,,43,34
167,2,6:11.0,,Defensive rebound by D. Howard,43,34
168,2,6:03.0,,J. Wall misses 2-pt jump shot from 15 ft,43,34
169,2,6:01.0,Defensive rebound by D. Lillard,,43,34
170,2,5:54.0,D. Lillard makes 2-pt layup from 1 ft,,45,34
171,2,5:36.0,,Turnover by D. Howard (lost ball; steal by A. Aminu),45,34
172,2,5:32.0,A. Aminu misses 2-pt layup from 1 ft (block by J. Wall),,45,34
173,2,5:32.0,Offensive rebound by Team,,45,34
174,2,5:32.0,,Loose ball foul by D. Howard (drawn by J. Nurkić),45,34
175,2,5:32.0,,J. Green enters the game for D. Howard,45,34
176,2,5:32.0,,O. Porter enters the game for K. Oubre,45,34
177,2,5:32.0,J. Nurkić misses free throw 1 of 2,,45,34
178,2,5:32.0,Offensive rebound by Team,,45,34
179,2,5:32.0,,Violation by Team (delay of game),45,34
180,2,5:32.0,J. Nurkić misses free throw 2 of 2,,45,34
181,2,5:30.0,,Defensive rebound by A. Rivers,45,34
182,2,5:13.0,,Shooting foul by C. McCollum (drawn by B. Beal),45,34
183,2,5:13.0,,B. Beal makes free throw 1 of 2,45,35
184,2,5:13.0,,B. Beal makes free throw 2 of 2,45,36
185,2,5:07.0,C. McCollum makes 2-pt dunk from 2 ft (assist by E. Turner),,47,36
186,2,4:41.0,,Turnover by Team (shot clock),47,36
187,2,4:31.0,D. Lillard makes 2-pt jump shot from 18 ft,,49,36
188,2,4:18.0,,B. Beal misses 3-pt jump shot from 26 ft,49,36
189,2,4:15.0,Defensive rebound by C. McCollum,,49,36
190,2,4:08.0,C. McCollum misses 3-pt jump shot from 25 ft,,49,36
191,2,4:06.0,,Defensive rebound by J. Green,49,36
192,2,3:56.0,,J. Green misses 3-pt jump shot from 26 ft,49,36
193,2,3:52.0,Defensive rebound by E. Turner,,49,36
194,2,3:48.0,D. Lillard makes 2-pt layup from 2 ft (assist by E. Turner),,51,36
195,2,3:47.0,,Washington full timeout,51,36
196,2,3:47.0,,K. Oubre enters the game for A. Rivers,51,36
197,2,3:33.0,,O. Porter misses 2-pt jump shot from 20 ft,51,36
198,2,3:31.0,Defensive rebound by E. Turner,,51,36
199,2,3:20.0,D. Lillard makes 3-pt jump shot from 27 ft (assist by J. Nurkić),,54,36
200,2,3:05.0,,B. Beal misses 3-pt jump shot from 26 ft,54,36
201,2,3:02.0,,Offensive rebound by J. Green,54,36
202,2,3:00.0,,O. Porter misses 2-pt jump shot from 19 ft,54,36
203,2,3:00.0,,Offensive rebound by J. Green,54,36
204,2,3:00.0,,J. Green makes 2-pt layup at rim,54,38
205,2,3:00.0,,Shooting foul by D. Lillard (drawn by J. Green),54,38
206,2,3:00.0,,J. Green makes free throw 1 of 1,54,39
207,2,2:48.0,C. McCollum makes 2-pt layup from 2 ft (assist by J. Nurkić),,56,39
208,2,2:29.0,,K. Oubre makes 2-pt jump shot from 3 ft (assist by B. Beal),56,41
209,2,2:18.0,D. Lillard misses 2-pt dunk from 2 ft,,56,41
210,2,2:16.0,,Defensive rebound by O. Porter,56,41
211,2,2:13.0,,Turnover by O. Porter (out of bounds lost ball),56,41
212,2,1:57.0,Shooting foul by B. Beal (drawn by E. Turner),,56,41
213,2,1:57.0,E. Turner makes free throw 1 of 2,,57,41
214,2,1:57.0,,M. Morris enters the game for B. Beal,57,41
215,2,1:57.0,E. Turner makes free throw 2 of 2,,58,41
216,2,1:44.0,,J. Wall misses 3-pt jump shot from 26 ft,58,41
217,2,1:40.0,Defensive rebound by D. Lillard,,58,41
218,2,1:37.0,C. McCollum misses 3-pt jump shot from 27 ft,,58,41
219,2,1:33.0,,Defensive rebound by J. Green,58,41
220,2,1:16.0,,M. Morris misses 3-pt jump shot from 26 ft,58,41
221,2,1:09.0,Defensive rebound by C. McCollum,,58,41
222,2,1:00.0,A. Aminu misses 3-pt jump shot from 23 ft,,58,41
223,2,0:59.0,Offensive rebound by Team,,58,41
224,2,0:59.0,,Loose ball foul by J. Green (drawn by J. Nurkić),58,41
225,2,0:59.0,J. Nurkić makes free throw 1 of 2,,59,41
226,2,0:59.0,J. Nurkić makes free throw 2 of 2,,60,41
227,2,0:50.0,,J. Green misses 3-pt jump shot from 26 ft,60,41
228,2,0:47.0,Defensive rebound by J. Nurkić,,60,41
229,2,0:33.0,D. Lillard misses 3-pt jump shot from 29 ft,,60,41
230,2,0:30.0,,Defensive rebound by J. Green,60,41
231,2,0:06.0,,J. Green misses 2-pt jump shot from 22 ft,60,41
232,2,0:06.0,Defensive rebound by E. Turner,,60,41
233,2,0:01.0,E. Turner misses 2-pt layup from 2 ft,,60,41
234,2,0:00.0,Offensive rebound by D. Lillard,,60,41
235,2,0:00.0,Shooting foul by K. Oubre (drawn by D. Lillard),,60,41
236,2,0:00.0,D. Lillard makes free throw 1 of 2,,61,41
237,2,0:00.0,D. Lillard makes free throw 2 of 2,,62,41
238,3,11:39.0,C. McCollum misses 2-pt jump shot from 20 ft,,62,41
239,3,11:37.0,,Defensive rebound by O. Porter,62,41
240,3,11:27.0,,M. Morris misses 2-pt layup from 2 ft,62,41
241,3,11:25.0,Defensive rebound by A. Aminu,,62,41
242,3,11:22.0,Shooting foul by M. Morris (drawn by D. Lillard),,62,41
243,3,11:22.0,D. Lillard misses free throw 1 of 2,,62,41
244,3,11:22.0,Offensive rebound by Team,,62,41
245,3,11:22.0,D. Lillard makes free throw 2 of 2,,63,41
246,3,11:08.0,,M. Morris misses 2-pt jump shot from 15 ft,63,41
247,3,11:02.0,,Offensive rebound by J. Green,63,41
248,3,11:02.0,,J. Green misses 2-pt layup from 1 ft,63,41
249,3,11:02.0,Defensive rebound by A. Aminu,,63,41
250,3,10:58.0,D. Lillard misses 3-pt jump shot from 26 ft,,63,41
251,3,10:53.0,,Defensive rebound by M. Morris,63,41
252,3,10:44.0,,J. Wall makes 2-pt layup from 1 ft,63,43
253,3,10:35.0,J. Layman misses 3-pt jump shot from 23 ft,,63,43
254,3,10:33.0,Offensive rebound by A. Aminu,,63,43
255,3,10:31.0,D. Lillard makes 3-pt jump shot from 27 ft (assist by A. Aminu),,66,43
256,3,10:14.0,,J. Green makes 2-pt dunk from 3 ft (assist by J. Wall),66,45
257,3,9:58.0,D. Lillard misses 3-pt jump shot from 27 ft,,66,45
258,3,9:55.0,,Defensive rebound by M. Morris,66,45
259,3,9:52.0,,Shooting foul by C. McCollum (drawn by J. Wall),66,45
260,3,9:52.0,,J. Wall misses free throw 1 of 2,66,45
261,3,9:52.0,,Offensive rebound by Team,66,45
262,3,9:52.0,,J. Wall makes free throw 2 of 2,66,46
263,3,9:37.0,C. McCollum makes 2-pt layup from 1 ft (assist by J. Nurkić),,68,46
264,3,9:24.0,,B. Beal misses 2-pt jump shot from 12 ft,68,46
265,3,9:22.0,Defensive rebound by J. Nurkić,,68,46
266,3,9:14.0,Offensive foul by A. Aminu (drawn by J. Green),,68,46
267,3,9:14.0,Turnover by A. Aminu (offensive foul),,68,46
268,3,9:05.0,,Turnover by J. Wall (bad pass; steal by J. Layman),68,46
269,3,8:56.0,C. McCollum misses 2-pt jump shot from 5 ft,,68,46
270,3,8:53.0,Offensive rebound by C. McCollum,,68,46
271,3,8:46.0,J. Nurkić misses 2-pt hook shot from 7 ft,,68,46
272,3,8:43.0,,Defensive rebound by J. Wall,68,46
273,3,8:36.0,,J. Wall makes 2-pt layup at rim,68,48
274,3,8:19.0,J. Layman makes 2-pt hook shot from 7 ft (assist by J. Nurkić),,70,48
275,3,8:11.0,,Offensive foul by B. Beal (drawn by J. Nurkić),70,48
276,3,8:11.0,,Turnover by B. Beal (offensive foul),70,48
277,3,7:53.0,Turnover by D. Lillard (bad pass),,70,48
278,3,7:42.0,,B. Beal misses 2-pt layup from 2 ft,70,48
279,3,7:40.0,Defensive rebound by A. Aminu,,70,48
280,3,7:22.0,,Violation by Team (kicked ball),70,48
281,3,7:21.0,Offensive foul by J. Layman (drawn by B. Beal),,70,48
282,3,7:21.0,Turnover by J. Layman (offensive foul),,70,48
283,3,7:13.0,,J. Wall misses 2-pt jump shot from 15 ft,70,48
284,3,7:09.0,,Offensive rebound by J. Green,70,48
285,3,7:08.0,,J. Green misses 2-pt layup from 2 ft,70,48
286,3,7:08.0,Defensive rebound by A. Aminu,,70,48
287,3,7:02.0,J. Layman misses 3-pt jump shot from 26 ft,,70,48
288,3,7:01.0,,Defensive rebound by J. Green,70,48
289,3,7:01.0,Technical foul by S. Brooks,,70,48
290,3,7:01.0,D. Lillard makes technical free throw,,71,48
291,3,6:48.0,,J. Wall makes 2-pt layup from 2 ft,71,50
292,3,6:32.0,D. Lillard makes 2-pt layup from 2 ft,,73,50
293,3,6:32.0,Shooting foul by M. Morris (drawn by D. Lillard),,73,50
294,3,6:32.0,,Washington full timeout,73,50
295,3,6:32.0,D. Lillard makes free throw 1 of 1,,74,50
296,3,6:24.0,,O. Porter makes 2-pt jump shot from 13 ft,74,52
297,3,6:05.0,,Violation by Team (kicked ball),74,52
298,3,5:57.0,A. Aminu misses 2-pt layup from 5 ft (block by J. Wall),,74,52
299,3,5:53.0,,Defensive rebound by O. Porter,74,52
300,3,5:47.0,,J. Wall misses 3-pt jump shot from 25 ft,74,52
301,3,5:43.0,Defensive rebound by J. Nurkić,,74,52
302,3,5:37.0,Personal foul by B. Beal (drawn by J. Nurkić),,74,52
303,3,5:37.0,E. Turner enters the game for J. Layman,,74,52
304,3,5:37.0,,A. Rivers enters the game for B. Beal,74,52
305,3,5:29.0,C. McCollum makes 2-pt layup from 3 ft (assist by D. Lillard),,76,52
306,3,5:24.0,,Shooting foul by E. Turner (drawn by O. Porter),76,52
307,3,5:24.0,,O. Porter misses free throw 1 of 2,76,52
308,3,5:24.0,,Offensive rebound by Team,76,52
309,3,5:24.0,,O. Porter misses free throw 2 of 2,76,52
310,3,5:23.0,,Offensive rebound by Team,76,52
311,3,5:17.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by O. Porter),76,55
312,3,4:58.0,C. McCollum makes 2-pt layup from 7 ft (assist by E. Turner),,78,55
313,3,4:58.0,Shooting foul by A. Rivers (drawn by C. McCollum),,78,55
314,3,4:58.0,C. McCollum makes free throw 1 of 1,,79,55
315,3,4:46.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by O. Porter),79,58
316,3,4:30.0,D. Lillard misses 2-pt layup from 3 ft (block by O. Porter),,79,58
317,3,4:28.0,,Defensive rebound by J. Green,79,58
318,3,4:24.0,,A. Rivers misses 3-pt jump shot from 23 ft,79,58
319,3,4:20.0,Defensive rebound by D. Lillard,,79,58
320,3,4:13.0,D. Lillard makes 2-pt layup from 1 ft,,81,58
321,3,4:05.0,,J. Wall makes 2-pt jump shot from 2 ft,81,60
322,3,3:43.0,J. Nurkić misses 3-pt jump shot from 26 ft,,81,60
323,3,3:39.0,Offensive rebound by C. McCollum,,81,60
324,3,3:39.0,C. McCollum misses 2-pt jump shot from 10 ft,,81,60
325,3,3:39.0,,Defensive rebound by A. Rivers,81,60
326,3,3:25.0,,J. Wall misses 2-pt jump shot from 4 ft,81,60
327,3,3:22.0,Defensive rebound by E. Turner,,81,60
328,3,3:21.0,Offensive foul by E. Turner (drawn by A. Rivers),,81,60
329,3,3:21.0,Turnover by E. Turner (offensive foul),,81,60
330,3,3:21.0,Z. Collins enters the game for J. Nurkić,,81,60
331,3,3:21.0,,K. Oubre enters the game for J. Green,81,60
332,3,3:04.0,,Offensive foul by M. Morris (drawn by D. Lillard),81,60
333,3,3:04.0,,Turnover by M. Morris (offensive foul),81,60
334,3,3:04.0,Portland full timeout,,81,60
335,3,3:04.0,,J. Smith enters the game for M. Morris,81,60
336,3,2:50.0,C. McCollum makes 2-pt layup from 3 ft (assist by Z. Collins),,83,60
337,3,2:37.0,,J. Smith misses 2-pt jump shot from 13 ft,83,60
338,3,2:34.0,Defensive rebound by E. Turner,,83,60
339,3,2:32.0,Offensive foul by Z. Collins (drawn by K. Oubre),,83,60
340,3,2:32.0,Turnover by Z. Collins (offensive foul),,83,60
341,3,2:32.0,N. Stauskas enters the game for C. McCollum,,83,60
342,3,2:23.0,,J. Wall misses 2-pt layup from 4 ft,83,60
343,3,2:21.0,,Offensive rebound by J. Smith,83,60
344,3,2:21.0,,J. Smith misses 2-pt layup from 2 ft,83,60
345,3,2:14.0,Defensive rebound by A. Aminu,,83,60
346,3,2:14.0,D. Lillard misses 2-pt layup from 2 ft,,83,60
347,3,2:11.0,Offensive rebound by D. Lillard,,83,60
348,3,2:11.0,D. Lillard makes 2-pt layup at rim,,85,60
349,3,2:02.0,,K. Oubre misses 3-pt jump shot from 25 ft,85,60
350,3,1:59.0,Defensive rebound by Z. Collins,,85,60
351,3,1:49.0,D. Lillard makes 2-pt layup from 2 ft (assist by E. Turner),,87,60
352,3,1:45.0,,Turnover by J. Smith (bad pass; steal by D. Lillard),87,60
353,3,1:45.0,D. Lillard makes 2-pt layup from 2 ft,,89,60
354,3,1:45.0,Shooting foul by J. Smith (drawn by D. Lillard),,89,60
355,3,1:45.0,,T. Satoranský enters the game for J. Wall,89,60
356,3,1:45.0,D. Lillard misses free throw 1 of 1,,89,60
357,3,1:45.0,,Defensive rebound by J. Smith,89,60
358,3,1:20.0,,K. Oubre makes 2-pt dunk from 3 ft (assist by T. Satoranský),89,62
359,3,1:06.0,Turnover by E. Turner (lost ball; steal by T. Satoranský),,89,62
360,3,1:03.0,,Shooting foul by A. Aminu (drawn by O. Porter),89,62
361,3,1:03.0,,O. Porter makes free throw 1 of 2,89,63
362,3,1:03.0,,O. Porter makes free throw 2 of 2,89,64
363,3,0:51.0,D. Lillard misses 2-pt layup from 15 ft (block by A. Rivers),,89,64
364,3,0:51.0,,Defensive rebound by Team,89,64
365,3,0:39.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by T. Satoranský),89,67
366,3,0:33.0,Personal foul by A. Rivers (drawn by D. Lillard),,89,67
367,3,0:33.0,D. Lillard makes free throw 1 of 2,,90,67
368,3,0:33.0,J. Nurkić enters the game for Z. Collins,,90,67
369,3,0:33.0,D. Lillard makes free throw 2 of 2,,91,67
370,3,0:23.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by T. Satoranský),91,70
371,3,0:05.0,D. Lillard misses 3-pt jump shot from 26 ft,,91,70
372,3,0:02.0,Offensive rebound by J. Nurkić,,91,70
373,3,0:02.0,J. Nurkić misses 2-pt layup from 3 ft (block by K. Oubre),,91,70
374,3,0:02.0,,Defensive rebound by K. Oubre,91,70
375,4,11:46.0,,O. Porter makes 2-pt dunk from 1 ft (assist by T. Satoranský),91,72
376,4,11:25.0,N. Stauskas makes 2-pt hook shot from 11 ft,,93,72
377,4,11:12.0,,K. Oubre misses 2-pt jump shot from 8 ft,93,72
378,4,11:10.0,,Offensive rebound by K. Oubre,93,72
379,4,11:09.0,,K. Oubre misses 2-pt layup from 3 ft,93,72
380,4,11:07.0,Defensive rebound by Z. Collins,,93,72
381,4,11:00.0,Personal foul by J. Smith (drawn by Z. Collins),,93,72
382,4,10:52.0,E. Turner makes 2-pt dunk from 2 ft (assist by Z. Collins),,95,72
383,4,10:35.0,,K. Oubre makes 2-pt layup from 3 ft (assist by J. Smith),95,74
384,4,10:30.0,,Technical foul by K. Oubre,95,74
385,4,10:30.0,C. McCollum makes technical free throw,,96,74
386,4,10:30.0,,T. Brown enters the game for O. Porter,96,74
387,4,10:14.0,Turnover by Z. Collins (3 sec),,96,74
388,4,10:06.0,,Offensive foul by J. Smith (drawn by N. Stauskas),96,74
389,4,10:06.0,,Turnover by J. Smith (offensive foul),96,74
390,4,9:48.0,J. Layman misses 3-pt jump shot from 24 ft,,96,74
391,4,9:45.0,Offensive rebound by C. McCollum,,96,74
