,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW YORK_ACTION,PORTLAND_SCORE,NEW YORK_SCORE
376,4,4:26.0,A. Aminu misses 2-pt hook shot from 5 ft (block by N. Vonleh),,106,103
377,4,4:23.0,,Defensive rebound by E. Freedom,106,103
378,4,4:17.0,,Turnover by T. Burke (bad pass; steal by J. Nurkić),106,103
379,4,4:06.0,C. McCollum misses 2-pt jump shot from 12 ft,,106,103
380,4,4:06.0,Offensive rebound by E. Turner,,106,103
381,4,4:03.0,E. Turner misses 2-pt layup at rim,,106,103
382,4,4:03.0,,Defensive rebound by Team,106,103
383,4,4:03.0,,E. Mudiay enters the game for T. Burke,106,103
384,4,3:51.0,,T. Hardaway misses 2-pt jump shot from 13 ft,106,103
385,4,3:49.0,Defensive rebound by J. Nurkić,,106,103
386,4,3:40.0,Portland full timeout,,106,103
387,4,3:30.0,D. Lillard misses 3-pt jump shot from 23 ft,,106,103
388,4,3:28.0,Offensive rebound by Team,,106,103
389,4,3:28.0,,Loose ball foul by N. Vonleh (drawn by J. Nurkić),106,103
390,4,3:19.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by C. McCollum),,109,103
391,4,3:02.0,,T. Hardaway makes 2-pt jump shot from 20 ft (assist by F. Ntilikina),109,105
392,4,2:41.0,A. Aminu misses 3-pt jump shot from 27 ft,,109,105
393,4,2:38.0,,Defensive rebound by E. Freedom,109,105
394,4,2:33.0,,Personal foul by D. Lillard (drawn by E. Mudiay),109,105
395,4,2:33.0,,E. Mudiay makes free throw 1 of 2,109,106
396,4,2:33.0,,E. Mudiay makes free throw 2 of 2,109,107
397,4,2:16.0,Shooting foul by T. Hardaway (drawn by D. Lillard),,109,107
398,4,2:16.0,D. Lillard misses free throw 1 of 3,,109,107
399,4,2:16.0,Offensive rebound by Team,,109,107
400,4,2:16.0,D. Lillard makes free throw 2 of 3,,110,107
401,4,2:16.0,D. Lillard makes free throw 3 of 3,,111,107
402,4,2:07.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by E. Mudiay),111,109
403,4,1:50.0,C. McCollum makes 3-pt jump shot from 25 ft,,114,109
404,4,1:43.0,,Shooting foul by E. Turner (drawn by T. Hardaway),114,109
405,4,1:43.0,,T. Hardaway makes free throw 1 of 3,114,110
406,4,1:43.0,,T. Hardaway makes free throw 2 of 3,114,111
407,4,1:43.0,,T. Burke enters the game for E. Freedom,114,111
408,4,1:43.0,,T. Hardaway makes free throw 3 of 3,114,112
409,4,1:26.0,J. Nurkić misses 2-pt jump shot from 16 ft,,114,112
410,4,1:23.0,,Defensive rebound by T. Hardaway,114,112
411,4,1:03.0,,Personal foul by J. Nurkić (drawn by N. Vonleh),114,112
412,4,1:03.0,,N. Vonleh misses free throw 1 of 2,114,112
413,4,1:03.0,,Offensive rebound by Team,114,112
414,4,1:03.0,,N. Vonleh misses free throw 2 of 2,114,112
415,4,1:03.0,Defensive rebound by A. Aminu,,114,112
416,4,0:44.0,D. Lillard makes 2-pt jump shot from 13 ft,,116,112
417,4,0:44.0,,New York full timeout,116,112
418,4,0:33.0,,Shooting foul by J. Nurkić (drawn by T. Hardaway),116,112
419,4,0:33.0,,T. Hardaway makes free throw 1 of 2,116,113
420,4,0:33.0,,T. Hardaway makes free throw 2 of 2,116,114
421,4,0:11.0,D. Lillard misses 2-pt jump shot from 14 ft,,116,114
422,4,0:11.0,Offensive rebound by J. Nurkić,,116,114
423,4,0:11.0,J. Nurkić misses 2-pt layup from 3 ft,,116,114
424,4,0:11.0,Offensive rebound by E. Turner,,116,114
425,4,0:09.0,E. Turner makes 2-pt layup at rim,,118,114
426,4,0:09.0,,New York full timeout,118,114
427,4,0:09.0,,E. Freedom enters the game for N. Vonleh,118,114
428,4,0:06.0,,E. Freedom misses 2-pt hook shot from 7 ft,118,114
429,4,0:02.0,Defensive rebound by J. Nurkić,,118,114
