,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,LA CLIPPERS_ACTION,OKLAHOMA CITY_SCORE,LA CLIPPERS_SCORE
0,1,11:46.0,,T. Harris misses 2-pt jump shot from 7 ft,0,0
1,1,11:42.0,Defensive rebound by D. Schröder,,0,0
2,1,11:31.0,Personal foul by P. Beverley (drawn by D. Schröder),,0,0
3,1,11:21.0,P. George misses 2-pt jump shot from 18 ft,,0,0
4,1,11:17.0,,Defensive rebound by D. Gallinari,0,0
5,1,11:06.0,,D. Gallinari makes 2-pt dunk from 1 ft (assist by T. Harris),0,2
6,1,10:54.0,T. Ferguson misses 3-pt jump shot from 26 ft,,0,2
7,1,10:51.0,,Defensive rebound by M. Gortat,0,2
8,1,10:44.0,,T. Harris makes 2-pt jump shot from 14 ft,0,4
9,1,10:32.0,Turnover by P. George (lost ball; steal by A. Bradley),,0,4
10,1,10:30.0,,Personal foul by T. Ferguson (drawn by P. Beverley),0,4
11,1,10:14.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by A. Bradley),0,7
12,1,10:04.0,Personal foul by A. Bradley (drawn by P. George),,0,7
13,1,9:52.0,D. Schröder misses 3-pt jump shot from 25 ft,,0,7
14,1,9:48.0,,Defensive rebound by M. Gortat,0,7
15,1,9:44.0,,M. Gortat makes 2-pt layup from 1 ft (assist by P. Beverley),0,9
16,1,9:44.0,,Shooting foul by P. Patterson (drawn by M. Gortat),0,9
17,1,9:44.0,Oklahoma City full timeout,,0,9
18,1,9:44.0,,M. Gortat misses free throw 1 of 1,0,9
19,1,9:44.0,,Offensive rebound by D. Gallinari,0,9
20,1,9:40.0,,D. Gallinari misses 2-pt layup from 1 ft,0,9
21,1,9:37.0,Defensive rebound by S. Adams,,0,9
22,1,9:23.0,P. George misses 2-pt jump shot from 22 ft,,0,9
23,1,9:19.0,,Defensive rebound by P. Beverley,0,9
24,1,9:15.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by T. Harris),0,12
25,1,9:05.0,D. Schröder misses 2-pt jump shot from 14 ft,,0,12
26,1,9:00.0,,Defensive rebound by D. Gallinari,0,12
27,1,8:53.0,,T. Harris makes 2-pt jump shot from 10 ft,0,14
28,1,8:38.0,P. George misses 2-pt jump shot from 10 ft,,0,14
29,1,8:35.0,,Defensive rebound by T. Harris,0,14
30,1,8:28.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by P. Beverley),0,16
31,1,8:12.0,P. George makes 2-pt layup from 2 ft (assist by D. Schröder),,2,16
32,1,7:54.0,,D. Gallinari misses 3-pt jump shot from 25 ft,2,16
33,1,7:51.0,Defensive rebound by S. Adams,,2,16
34,1,7:42.0,D. Schröder makes 2-pt jump shot from 15 ft,,4,16
35,1,7:27.0,,P. Beverley misses 2-pt jump shot from 4 ft,4,16
36,1,7:24.0,Defensive rebound by S. Adams,,4,16
37,1,7:18.0,P. George misses 3-pt jump shot from 26 ft,,4,16
38,1,7:15.0,,Defensive rebound by M. Gortat,4,16
39,1,7:00.0,,P. Beverley misses 3-pt jump shot from 23 ft,4,16
40,1,6:56.0,Defensive rebound by D. Schröder,,4,16
41,1,6:50.0,D. Schröder misses 2-pt layup from 1 ft (block by T. Harris),,4,16
42,1,6:50.0,Offensive rebound by Team,,4,16
43,1,6:50.0,J. Grant enters the game for P. Patterson,,4,16
44,1,6:44.0,Shooting foul by M. Gortat (drawn by T. Ferguson),,4,16
45,1,6:44.0,T. Ferguson misses free throw 1 of 2,,4,16
46,1,6:44.0,Offensive rebound by Team,,4,16
47,1,6:44.0,T. Ferguson makes free throw 2 of 2,,5,16
48,1,6:39.0,,Personal foul by D. Schröder (drawn by P. Beverley),5,16
49,1,6:39.0,N. Noel enters the game for S. Adams,,5,16
50,1,6:24.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by D. Gallinari),5,19
51,1,6:02.0,J. Grant makes 2-pt dunk from 2 ft (assist by P. George),,7,19
52,1,5:44.0,,T. Harris makes 2-pt dunk from 2 ft (assist by M. Gortat),7,21
53,1,5:32.0,Offensive foul by J. Grant (drawn by D. Gallinari),,7,21
54,1,5:32.0,Turnover by J. Grant (offensive foul),,7,21
55,1,5:32.0,Á. Abrines enters the game for T. Ferguson,,7,21
56,1,5:16.0,,A. Bradley misses 2-pt jump shot from 19 ft,7,21
57,1,5:12.0,Defensive rebound by P. George,,7,21
58,1,5:03.0,N. Noel misses 2-pt jump shot from 16 ft,,7,21
59,1,5:00.0,,Defensive rebound by T. Harris,7,21
60,1,4:54.0,,T. Harris makes 3-pt jump shot from 25 ft,7,24
61,1,4:38.0,N. Noel makes 2-pt layup from 1 ft (assist by D. Schröder),,9,24
62,1,4:24.0,,T. Harris misses 2-pt layup from 4 ft,9,24
63,1,4:20.0,,Offensive rebound by P. Beverley,9,24
64,1,4:18.0,,T. Harris misses 3-pt jump shot from 26 ft,9,24
65,1,4:13.0,Defensive rebound by P. George,,9,24
66,1,4:07.0,P. George misses 2-pt jump shot from 17 ft,,9,24
67,1,4:03.0,Offensive rebound by P. George,,9,24
68,1,4:00.0,D. Schröder misses 3-pt jump shot from 26 ft,,9,24
69,1,3:55.0,,Defensive rebound by M. Gortat,9,24
70,1,3:53.0,,LA Clippers full timeout,9,24
71,1,3:45.0,,Turnover by T. Harris (lost ball; steal by N. Noel),9,24
72,1,3:34.0,Shooting foul by P. Beverley (drawn by D. Schröder),,9,24
73,1,3:34.0,D. Schröder makes free throw 1 of 2,,10,24
74,1,3:34.0,,S. Gilgeous-Alexander enters the game for P. Beverley,10,24
75,1,3:34.0,D. Schröder makes free throw 2 of 2,,11,24
76,1,3:24.0,,Turnover by A. Bradley (traveling),11,24
77,1,3:24.0,,M. Harrell enters the game for M. Gortat,11,24
78,1,3:06.0,Turnover by D. Schröder (bad pass; steal by T. Harris),,11,24
79,1,2:59.0,,D. Gallinari misses 2-pt jump shot from 18 ft,11,24
80,1,2:55.0,Defensive rebound by J. Grant,,11,24
81,1,2:55.0,,L. Williams enters the game for D. Gallinari,11,24
82,1,2:45.0,P. George misses 3-pt jump shot from 26 ft,,11,24
83,1,2:41.0,Offensive rebound by N. Noel,,11,24
84,1,2:39.0,Á. Abrines makes 2-pt layup from 3 ft (assist by D. Schröder),,13,24
85,1,2:32.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,13,24
86,1,2:28.0,,Offensive rebound by A. Bradley,13,24
87,1,2:18.0,,Personal foul by D. Schröder (drawn by M. Harrell),13,24
88,1,2:18.0,R. Felton enters the game for D. Schröder,,13,24
89,1,2:18.0,,L. Mbah a Moute enters the game for A. Bradley,13,24
90,1,2:10.0,,T. Harris misses 2-pt layup from 3 ft (block by J. Grant),13,24
91,1,2:07.0,Defensive rebound by Á. Abrines,,13,24
92,1,2:04.0,J. Grant misses 2-pt layup from 2 ft,,13,24
93,1,2:01.0,,Defensive rebound by S. Gilgeous-Alexander,13,24
94,1,1:53.0,,M. Harrell misses 2-pt layup from 3 ft (block by R. Felton),13,24
95,1,1:50.0,Defensive rebound by J. Grant,,13,24
96,1,1:48.0,Á. Abrines makes 3-pt jump shot from 25 ft (assist by J. Grant),,16,24
97,1,1:36.0,,Offensive foul by M. Harrell (drawn by N. Noel),16,24
98,1,1:36.0,,Turnover by M. Harrell (offensive foul),16,24
99,1,1:36.0,,M. Scott enters the game for T. Harris,16,24
100,1,1:25.0,P. George misses 3-pt jump shot from 27 ft,,16,24
101,1,1:23.0,,Defensive rebound by Team,16,24
102,1,1:23.0,Loose ball foul by N. Noel (drawn by M. Harrell),,16,24
103,1,1:23.0,,M. Harrell misses free throw 1 of 2,16,24
104,1,1:23.0,,Offensive rebound by Team,16,24
105,1,1:23.0,,M. Harrell makes free throw 2 of 2,16,25
106,1,1:07.0,J. Grant misses 2-pt jump shot from 17 ft,,16,25
107,1,1:04.0,,Defensive rebound by L. Williams,16,25
108,1,1:00.0,,Turnover by L. Williams (traveling),16,25
109,1,0:47.0,Shooting foul by S. Gilgeous-Alexander (drawn by R. Felton),,16,25
110,1,0:47.0,R. Felton makes free throw 1 of 2,,17,25
111,1,0:47.0,R. Felton makes free throw 2 of 2,,18,25
112,1,0:36.0,,Turnover by L. Mbah a Moute (step out of bounds),18,25
113,1,0:27.0,P. George misses 2-pt dunk from 2 ft (block by M. Harrell),,18,25
114,1,0:23.0,Offensive rebound by N. Noel,,18,25
115,1,0:23.0,N. Noel makes 2-pt dunk at rim,,20,25
116,1,0:23.0,,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by M. Scott),20,27
117,1,0:03.0,R. Felton misses 3-pt jump shot from 27 ft,,20,27
118,1,0:03.0,,Defensive rebound by M. Harrell,20,27
119,2,11:45.0,Shooting foul by M. Scott (drawn by J. Grant),,20,27
120,2,11:45.0,J. Grant misses free throw 1 of 2,,20,27
121,2,11:45.0,Offensive rebound by Team,,20,27
122,2,11:45.0,J. Grant misses free throw 2 of 2,,20,27
123,2,11:43.0,,Defensive rebound by M. Harrell,20,27
124,2,11:27.0,,L. Williams misses 3-pt jump shot from 27 ft,20,27
125,2,11:23.0,Defensive rebound by R. Felton,,20,27
