,QUARTER,TIME_REMAINING,MIAMI_ACTION,DENVER_ACTION,MIAMI_SCORE,DENVER_SCORE
62,1,3:53.0,,Personal foul by B. Adebayo (drawn by N. Jokić),19,22
63,1,3:50.0,,M. Beasley misses 2-pt jump shot from 11 ft,19,22
64,1,3:46.0,,Offensive rebound by P. Millsap,19,22
65,1,3:45.0,,M. Beasley misses 3-pt jump shot from 23 ft,19,22
66,1,3:45.0,Defensive rebound by R. McGruder,,19,22
67,1,3:34.0,D. Waiters makes 2-pt layup from 1 ft,,21,22
68,1,3:13.0,,P. Millsap misses 2-pt layup from 4 ft,21,22
69,1,3:11.0,Defensive rebound by D. Waiters,,21,22
70,1,3:05.0,J. Johnson misses 3-pt jump shot from 25 ft,,21,22
71,1,3:02.0,,Defensive rebound by M. Morris,21,22
72,1,2:51.0,,N. Jokić misses 2-pt jump shot from 15 ft,21,22
73,1,2:47.0,Defensive rebound by J. Johnson,,21,22
74,1,2:42.0,Turnover by J. Johnson (out of bounds lost ball),,21,22
75,1,2:42.0,,W. Barton enters the game for M. Beasley,21,22
76,1,2:42.0,,M. Plumlee enters the game for N. Jokić,21,22
77,1,2:25.0,,Personal foul by J. Johnson (drawn by P. Millsap),21,22
78,1,2:25.0,J. Richardson enters the game for D. Waiters,,21,22
79,1,2:22.0,,Personal foul by R. McGruder (drawn by P. Millsap),21,22
80,1,2:12.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by M. Morris),21,25
81,1,2:02.0,Personal foul by M. Morris (drawn by R. McGruder),,21,25
82,1,1:56.0,B. Adebayo misses 2-pt layup from 6 ft (block by P. Millsap),,21,25
83,1,1:52.0,,Defensive rebound by W. Barton,21,25
84,1,1:50.0,,M. Morris makes 3-pt jump shot from 22 ft (assist by W. Barton),21,28
85,1,1:35.0,Turnover by R. McGruder (bad pass; steal by P. Millsap),,21,28
86,1,1:29.0,,T. Craig misses 2-pt dunk from 2 ft,21,28
87,1,1:28.0,Defensive rebound by R. McGruder,,21,28
88,1,1:23.0,R. McGruder makes 2-pt jump shot from 10 ft (assist by J. Richardson),,23,28
89,1,1:09.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by M. Plumlee),23,30
90,1,1:09.0,,Shooting foul by J. Richardson (drawn by M. Morris),23,30
91,1,1:09.0,,M. Morris makes free throw 1 of 1,23,31
92,1,0:54.0,Personal foul by M. Plumlee (drawn by J. Richardson),,23,31
93,1,0:48.0,J. Richardson makes 2-pt jump shot from 12 ft (assist by D. Wade),,25,31
94,1,0:36.0,,T. Craig makes 2-pt jump shot from 11 ft,25,33
95,1,0:24.0,J. Johnson makes 2-pt dunk at rim (assist by J. Richardson),,27,33
96,1,0:00.0,,M. Morris makes 2-pt jump shot from 8 ft,27,35
97,2,11:48.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Wade),,29,35
98,2,11:32.0,,W. Barton misses 2-pt jump shot from 5 ft,29,35
99,2,11:30.0,Defensive rebound by R. McGruder,,29,35
100,2,11:25.0,D. Wade misses 2-pt jump shot from 18 ft,,29,35
101,2,11:23.0,,Defensive rebound by T. Lyles,29,35
102,2,11:15.0,,T. Lyles misses 3-pt jump shot from 25 ft,29,35
103,2,11:12.0,Defensive rebound by J. Johnson,,29,35
104,2,11:00.0,R. McGruder misses 3-pt jump shot from 23 ft (block by W. Barton),,29,35
105,2,10:57.0,Offensive rebound by R. McGruder,,29,35
106,2,10:56.0,J. Richardson misses 3-pt jump shot from 25 ft,,29,35
107,2,10:54.0,Offensive rebound by Team,,29,35
108,2,10:44.0,D. Wade misses 2-pt jump shot from 7 ft,,29,35
109,2,10:42.0,,Defensive rebound by P. Millsap,29,35
110,2,10:34.0,,P. Millsap makes 2-pt jump shot from 3 ft (assist by W. Barton),29,37
111,2,10:19.0,J. Johnson makes 2-pt jump shot from 8 ft (assist by J. Richardson),,31,37
112,2,10:03.0,,P. Millsap misses 3-pt jump shot from 26 ft,31,37
113,2,10:00.0,Defensive rebound by J. Johnson,,31,37
114,2,9:52.0,J. Johnson makes 2-pt layup from 1 ft,,33,37
115,2,9:36.0,,M. Morris makes 2-pt layup from 3 ft (assist by P. Millsap),33,39
116,2,9:24.0,J. Richardson misses 3-pt jump shot from 27 ft,,33,39
117,2,9:24.0,,Defensive rebound by Team,33,39
118,2,9:14.0,,W. Barton misses 2-pt jump shot from 6 ft,33,39
119,2,9:11.0,Defensive rebound by R. McGruder,,33,39
120,2,9:05.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by J. Richardson),,36,39
121,2,9:03.0,,Denver full timeout,36,39
122,2,9:03.0,,N. Jokić enters the game for W. Barton,36,39
123,2,9:03.0,,J. Murray enters the game for P. Millsap,36,39
124,2,8:49.0,,N. Jokić misses 2-pt jump shot from 14 ft,36,39
125,2,8:46.0,Defensive rebound by D. Wade,,36,39
126,2,8:36.0,B. Adebayo misses 2-pt hook shot from 4 ft,,36,39
127,2,8:34.0,,Defensive rebound by N. Jokić,36,39
128,2,8:22.0,,T. Lyles misses 3-pt jump shot from 25 ft,36,39
129,2,8:17.0,Defensive rebound by R. McGruder,,36,39
130,2,8:12.0,Personal foul by J. Murray (drawn by B. Adebayo),,36,39
131,2,8:12.0,J. Winslow enters the game for J. Richardson,,36,39
132,2,8:01.0,D. Wade makes 2-pt layup from 2 ft,,38,39
133,2,7:43.0,,T. Lyles misses 2-pt jump shot from 7 ft,38,39
134,2,7:42.0,,Offensive rebound by T. Craig,38,39
135,2,7:42.0,H. Whiteside enters the game for B. Adebayo,,38,39
136,2,7:40.0,,N. Jokić misses 2-pt jump shot from 21 ft,38,39
137,2,7:36.0,Defensive rebound by J. Johnson,,38,39
138,2,7:27.0,J. Winslow misses 2-pt layup from 6 ft,,38,39
139,2,7:25.0,,Defensive rebound by M. Morris,38,39
140,2,7:20.0,,T. Lyles misses 3-pt jump shot from 23 ft (block by J. Johnson),38,39
141,2,7:20.0,,Offensive rebound by Team,38,39
142,2,7:20.0,K. Olynyk enters the game for J. Johnson,,38,39
143,2,7:20.0,D. Waiters enters the game for D. Wade,,38,39
144,2,7:20.0,,M. Plumlee enters the game for T. Lyles,38,39
145,2,7:12.0,,N. Jokić misses 2-pt jump shot from 19 ft,38,39
146,2,7:09.0,Defensive rebound by J. Winslow,,38,39
147,2,6:47.0,K. Olynyk misses 3-pt jump shot from 25 ft,,38,39
148,2,6:47.0,,Defensive rebound by Team,38,39
149,2,6:47.0,Loose ball foul by H. Whiteside (drawn by J. Murray),,38,39
150,2,6:47.0,,M. Beasley enters the game for T. Craig,38,39
151,2,6:36.0,,M. Morris misses 3-pt jump shot from 23 ft,38,39
152,2,6:31.0,Defensive rebound by H. Whiteside,,38,39
153,2,6:20.0,Shooting foul by M. Beasley (drawn by J. Winslow),,38,39
154,2,6:20.0,J. Winslow makes free throw 1 of 2,,39,39
155,2,6:20.0,J. Winslow makes free throw 2 of 2,,40,39
156,2,6:00.0,,N. Jokić makes 2-pt jump shot from 13 ft (assist by J. Murray),40,41
157,2,5:42.0,J. Winslow makes 2-pt layup from 2 ft (assist by D. Waiters),,42,41
158,2,5:25.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by M. Beasley),42,44
159,2,4:55.0,D. Waiters misses 2-pt layup from 6 ft,,42,44
160,2,4:54.0,Offensive rebound by Team,,42,44
161,2,4:54.0,Turnover by Team (shot clock),,42,44
162,2,4:54.0,,W. Barton enters the game for M. Morris,42,44
163,2,4:40.0,,J. Murray misses 2-pt jump shot from 9 ft,42,44
164,2,4:36.0,Defensive rebound by K. Olynyk,,42,44
165,2,4:29.0,Offensive foul by K. Olynyk (drawn by J. Murray),,42,44
166,2,4:29.0,Turnover by K. Olynyk (offensive foul),,42,44
167,2,4:29.0,J. Richardson enters the game for R. McGruder,,42,44
168,2,4:15.0,,N. Jokić misses 2-pt layup from 3 ft,42,44
169,2,4:11.0,,Offensive rebound by M. Plumlee,42,44
170,2,4:11.0,,M. Plumlee makes 2-pt dunk from 1 ft,42,46
171,2,3:49.0,J. Winslow makes 2-pt layup from 2 ft (assist by J. Richardson),,44,46
172,2,3:26.0,,J. Murray misses 2-pt layup from 7 ft,44,46
173,2,3:23.0,Defensive rebound by K. Olynyk,,44,46
174,2,3:12.0,D. Waiters makes 3-pt jump shot from 24 ft (assist by J. Richardson),,47,46
175,2,2:57.0,,Turnover by N. Jokić (bad pass),47,46
176,2,2:57.0,Miami full timeout,,47,46
177,2,2:45.0,Personal foul by M. Beasley (drawn by J. Richardson),,47,46
178,2,2:45.0,,M. Morris enters the game for M. Beasley,47,46
179,2,2:36.0,Turnover by D. Waiters (bad pass; steal by W. Barton),,47,46
180,2,2:32.0,,W. Barton misses 2-pt layup from 4 ft,47,46
181,2,2:24.0,Defensive rebound by J. Winslow,,47,46
182,2,2:11.0,D. Waiters misses 3-pt jump shot from 24 ft,,47,46
183,2,2:08.0,,Defensive rebound by M. Plumlee,47,46
184,2,2:01.0,,Shooting foul by K. Olynyk (drawn by N. Jokić),47,46
185,2,2:01.0,,N. Jokić makes free throw 1 of 2,47,47
186,2,2:01.0,J. Johnson enters the game for K. Olynyk,,47,47
187,2,2:01.0,D. Wade enters the game for J. Richardson,,47,47
188,2,2:01.0,,N. Jokić makes free throw 2 of 2,47,48
189,2,1:38.0,J. Johnson misses 2-pt jump shot from 20 ft,,47,48
190,2,1:37.0,Offensive rebound by Team,,47,48
191,2,1:37.0,Turnover by Team (shot clock),,47,48
192,2,1:29.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by M. Morris),47,51
193,2,1:02.0,D. Wade makes 2-pt layup from 3 ft,,49,51
194,2,0:44.0,,J. Murray misses 2-pt jump shot from 13 ft,49,51
195,2,0:39.0,Defensive rebound by D. Waiters,,49,51
196,2,0:25.0,Shooting foul by M. Plumlee (drawn by H. Whiteside),,49,51
197,2,0:25.0,H. Whiteside misses free throw 1 of 2,,49,51
198,2,0:25.0,Offensive rebound by Team,,49,51
199,2,0:25.0,H. Whiteside misses free throw 2 of 2,,49,51
200,2,0:24.0,,Defensive rebound by N. Jokić,49,51
201,2,0:03.0,,N. Jokić makes 3-pt jump shot from 26 ft (assist by M. Morris),49,54
202,2,0:00.0,D. Waiters misses 3-pt jump shot from 46 ft,,49,54
203,2,0:00.0,Offensive rebound by Team,,49,54
204,3,11:33.0,H. Whiteside makes 2-pt layup from 2 ft (assist by D. Waiters),,51,54
205,3,11:20.0,,Turnover by M. Plumlee (bad pass; steal by J. Winslow),51,54
206,3,11:13.0,J. Winslow misses 2-pt jump shot from 9 ft,,51,54
207,3,11:09.0,Offensive rebound by H. Whiteside,,51,54
208,3,11:09.0,H. Whiteside makes 2-pt dunk from 1 ft,,53,54
209,3,10:58.0,,W. Barton misses 3-pt jump shot from 24 ft,53,54
210,3,10:55.0,Defensive rebound by H. Whiteside,,53,54
211,3,10:42.0,H. Whiteside misses 2-pt jump shot from 15 ft,,53,54
212,3,10:40.0,,Defensive rebound by N. Jokić,53,54
213,3,10:29.0,,Shooting foul by J. Winslow (drawn by M. Plumlee),53,54
214,3,10:29.0,,M. Plumlee makes free throw 1 of 2,53,55
215,3,10:29.0,,M. Plumlee misses free throw 2 of 2,53,55
216,3,10:24.0,Defensive rebound by H. Whiteside,,53,55
217,3,10:15.0,Turnover by J. Richardson (bad pass),,53,55
218,3,10:03.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by J. Murray),53,57
219,3,9:49.0,Shooting foul by J. Murray (drawn by K. Olynyk),,53,57
220,3,9:49.0,K. Olynyk makes free throw 1 of 2,,54,57
221,3,9:49.0,K. Olynyk makes free throw 2 of 2,,55,57
222,3,9:37.0,,Turnover by N. Jokić (bad pass; steal by H. Whiteside),55,57
223,3,9:29.0,H. Whiteside misses 2-pt dunk from 3 ft (block by M. Plumlee),,55,57
224,3,9:26.0,,Defensive rebound by W. Barton,55,57
225,3,9:24.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by N. Jokić),55,59
226,3,9:01.0,J. Richardson makes 2-pt layup from 2 ft,,57,59
227,3,8:52.0,,W. Barton misses 2-pt jump shot from 3 ft,57,59
228,3,8:51.0,,Offensive rebound by W. Barton,57,59
229,3,8:44.0,,M. Plumlee makes 2-pt layup from 2 ft,57,61
230,3,8:27.0,H. Whiteside misses 2-pt hook shot from 3 ft (block by M. Plumlee),,57,61
231,3,8:27.0,Offensive rebound by Team,,57,61
232,3,8:24.0,D. Waiters misses 2-pt jump shot from 16 ft,,57,61
233,3,8:21.0,,Defensive rebound by N. Jokić,57,61
234,3,8:19.0,,Turnover by N. Jokić (bad pass),57,61
235,3,8:12.0,Offensive foul by J. Richardson (drawn by J. Murray),,57,61
236,3,8:12.0,Turnover by J. Richardson (offensive foul),,57,61
237,3,7:58.0,,J. Murray misses 2-pt jump shot from 9 ft,57,61
238,3,7:56.0,Defensive rebound by H. Whiteside,,57,61
239,3,7:52.0,Shooting foul by M. Beasley (drawn by J. Winslow),,57,61
240,3,7:52.0,J. Winslow misses free throw 1 of 2,,57,61
241,3,7:52.0,Offensive rebound by Team,,57,61
242,3,7:52.0,,M. Morris enters the game for M. Beasley,57,61
243,3,7:52.0,J. Winslow misses free throw 2 of 2,,57,61
244,3,7:50.0,,Defensive rebound by M. Plumlee,57,61
245,3,7:42.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by W. Barton),57,63
246,3,7:41.0,Miami full timeout,,57,63
247,3,7:41.0,B. Adebayo enters the game for H. Whiteside,,57,63
248,3,7:26.0,Turnover by J. Richardson (traveling),,57,63
249,3,7:13.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by M. Morris),57,66
250,3,7:04.0,Personal foul by N. Jokić (drawn by B. Adebayo),,57,66
251,3,7:01.0,Turnover by J. Winslow (bad pass; steal by J. Murray),,57,66
252,3,6:57.0,,Turnover by J. Murray (bad pass; steal by B. Adebayo),57,66
253,3,6:51.0,Turnover by B. Adebayo (lost ball; steal by J. Murray),,57,66
254,3,6:46.0,,J. Murray misses 3-pt jump shot from 25 ft,57,66
255,3,6:43.0,Defensive rebound by B. Adebayo,,57,66
256,3,6:34.0,J. Richardson misses 3-pt jump shot from 25 ft,,57,66
257,3,6:32.0,,Defensive rebound by M. Plumlee,57,66
258,3,6:27.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Murray),57,69
259,3,6:24.0,Miami full timeout,,57,69
260,3,6:24.0,D. Wade enters the game for D. Waiters,,57,69
261,3,6:20.0,Personal foul by J. Murray (drawn by J. Richardson),,57,69
262,3,6:16.0,K. Olynyk misses 3-pt jump shot from 25 ft,,57,69
263,3,6:13.0,,Defensive rebound by M. Plumlee,57,69
264,3,5:52.0,,J. Murray makes 3-pt jump shot from 26 ft,57,72
265,3,5:39.0,Turnover by J. Richardson (bad pass; steal by M. Morris),,57,72
266,3,5:35.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by M. Morris),57,75
267,3,5:10.0,J. Winslow misses 2-pt jump shot from 10 ft,,57,75
268,3,5:09.0,Offensive rebound by B. Adebayo,,57,75
269,3,5:09.0,B. Adebayo misses 2-pt layup from 1 ft,,57,75
270,3,5:09.0,,Defensive rebound by N. Jokić,57,75
271,3,5:06.0,,W. Barton misses 3-pt jump shot from 25 ft,57,75
272,3,5:03.0,,Offensive rebound by M. Morris,57,75
273,3,5:03.0,,M. Morris misses 3-pt jump shot from 24 ft,57,75
274,3,5:03.0,Defensive rebound by B. Adebayo,,57,75
275,3,4:47.0,J. Richardson makes 3-pt jump shot from 23 ft (assist by D. Wade),,60,75
276,3,4:31.0,,N. Jokić makes 2-pt jump shot from 7 ft,60,77
277,3,4:31.0,,Shooting foul by K. Olynyk (drawn by N. Jokić),60,77
278,3,4:31.0,J. Johnson enters the game for K. Olynyk,,60,77
279,3,4:31.0,R. McGruder enters the game for J. Richardson,,60,77
280,3,4:31.0,,T. Craig enters the game for J. Murray,60,77
281,3,4:31.0,,P. Millsap enters the game for M. Plumlee,60,77
282,3,4:31.0,,N. Jokić makes free throw 1 of 1,60,78
283,3,4:17.0,R. McGruder makes 2-pt jump shot from 6 ft (assist by J. Johnson),,62,78
284,3,3:54.0,,N. Jokić misses 2-pt layup from 4 ft (block by J. Johnson),62,78
285,3,3:50.0,,Offensive rebound by T. Craig,62,78
286,3,3:49.0,,W. Barton misses 3-pt jump shot from 25 ft,62,78
287,3,3:47.0,Defensive rebound by R. McGruder,,62,78
288,3,3:36.0,Shooting foul by N. Jokić (drawn by R. McGruder),,62,78
289,3,3:36.0,R. McGruder makes free throw 1 of 2,,63,78
290,3,3:36.0,R. McGruder makes free throw 2 of 2,,64,78
291,3,3:23.0,,Turnover by N. Jokić (bad pass; steal by J. Winslow),64,78
292,3,3:21.0,J. Winslow makes 2-pt layup from 2 ft,,66,78
293,3,3:20.0,,Denver full timeout,66,78
294,3,3:20.0,,J. Murray enters the game for W. Barton,66,78
295,3,3:02.0,,N. Jokić misses 2-pt hook shot from 6 ft,66,78
296,3,3:00.0,Defensive rebound by J. Johnson,,66,78
297,3,2:57.0,J. Winslow misses 2-pt layup from 3 ft,,66,78
298,3,2:55.0,Offensive rebound by R. McGruder,,66,78
299,3,2:47.0,D. Wade misses 3-pt jump shot from 25 ft,,66,78
300,3,2:43.0,,Defensive rebound by P. Millsap,66,78
301,3,2:32.0,,Shooting foul by D. Wade (drawn by N. Jokić),66,78
302,3,2:32.0,,N. Jokić misses free throw 1 of 2,66,78
303,3,2:32.0,,Offensive rebound by Team,66,78
304,3,2:32.0,,N. Jokić makes free throw 2 of 2,66,79
305,3,2:17.0,Turnover by D. Wade (traveling),,66,79
306,3,2:17.0,,M. Plumlee enters the game for N. Jokić,66,79
307,3,2:04.0,,P. Millsap makes 2-pt dunk from 2 ft (assist by M. Morris),66,81
308,3,1:51.0,J. Johnson misses 3-pt jump shot from 25 ft,,66,81
309,3,1:49.0,,Defensive rebound by Team,66,81
310,3,1:39.0,,M. Morris makes 2-pt jump shot from 7 ft (assist by J. Murray),66,83
311,3,1:39.0,Violation by Team (def goaltending),,66,83
312,3,1:23.0,J. Winslow makes 2-pt layup from 2 ft,,68,83
313,3,1:06.0,,M. Morris misses 2-pt jump shot from 6 ft,68,83
314,3,1:04.0,Defensive rebound by B. Adebayo,,68,83
315,3,0:52.0,D. Wade makes 2-pt jump shot from 14 ft,,70,83
316,3,0:31.0,,P. Millsap misses 2-pt layup from 5 ft,70,83
317,3,0:29.0,Defensive rebound by B. Adebayo,,70,83
318,3,0:08.0,J. Winslow misses 3-pt jump shot from 23 ft,,70,83
319,3,0:07.0,Offensive rebound by Team,,70,83
320,3,0:07.0,Turnover by Team (shot clock),,70,83
321,3,0:01.0,,P. Millsap misses 3-pt jump shot from 23 ft,70,83
322,3,0:01.0,,Offensive rebound by Team,70,83
323,4,11:47.0,,Shooting foul by D. Wade (drawn by M. Beasley),70,83
324,4,11:47.0,,M. Beasley makes free throw 1 of 2,70,84
325,4,11:47.0,,M. Beasley makes free throw 2 of 2,70,85
326,4,11:23.0,D. Wade misses 2-pt layup from 2 ft,,70,85
327,4,11:21.0,,Defensive rebound by P. Millsap,70,85
328,4,11:19.0,,M. Beasley makes 3-pt jump shot from 22 ft (assist by M. Morris),70,88
329,4,11:00.0,R. McGruder misses 3-pt jump shot from 25 ft,,70,88
330,4,10:57.0,,Defensive rebound by P. Millsap,70,88
331,4,10:49.0,,Offensive foul by P. Millsap (drawn by R. McGruder),70,88
332,4,10:49.0,,Turnover by P. Millsap (offensive foul),70,88
333,4,10:35.0,D. Wade misses 3-pt jump shot from 25 ft,,70,88
334,4,10:32.0,,Defensive rebound by N. Jokić,70,88
335,4,10:23.0,,P. Millsap misses 3-pt jump shot from 22 ft,70,88
336,4,10:19.0,Defensive rebound by R. McGruder,,70,88
337,4,9:56.0,Turnover by J. Richardson (bad pass; steal by P. Millsap),,70,88
338,4,9:52.0,,Turnover by P. Millsap (bad pass; steal by D. Wade),70,88
339,4,9:48.0,J. Johnson misses 3-pt jump shot from 23 ft,,70,88
340,4,9:46.0,,Defensive rebound by P. Millsap,70,88
341,4,9:36.0,,T. Craig misses 3-pt jump shot from 25 ft,70,88
342,4,9:32.0,Defensive rebound by J. Johnson,,70,88
343,4,9:28.0,Shooting foul by P. Millsap (drawn by J. Johnson),,70,88
344,4,9:28.0,J. Johnson makes free throw 1 of 2,,71,88
345,4,9:28.0,K. Olynyk enters the game for B. Adebayo,,71,88
346,4,9:28.0,D. Waiters enters the game for R. McGruder,,71,88
347,4,9:28.0,J. Johnson makes free throw 2 of 2,,72,88
348,4,9:15.0,,Turnover by N. Jokić (bad pass),72,88
349,4,9:08.0,Personal foul by P. Millsap (drawn by J. Richardson),,72,88
350,4,9:08.0,,J. Murray enters the game for M. Morris,72,88
351,4,8:58.0,K. Olynyk makes 2-pt jump shot from 20 ft (assist by D. Waiters),,74,88
352,4,8:41.0,,Turnover by N. Jokić (lost ball; steal by D. Wade),74,88
353,4,8:33.0,D. Waiters misses 3-pt jump shot from 26 ft,,74,88
354,4,8:30.0,,Defensive rebound by N. Jokić,74,88
355,4,8:26.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by N. Jokić),74,91
356,4,8:24.0,Miami full timeout,,74,91
357,4,8:24.0,J. Winslow enters the game for D. Wade,,74,91
358,4,8:24.0,,W. Barton enters the game for T. Craig,74,91
359,4,8:12.0,Shooting foul by N. Jokić (drawn by D. Waiters),,74,91
360,4,8:12.0,D. Waiters misses free throw 1 of 2,,74,91
361,4,8:12.0,Offensive rebound by Team,,74,91
362,4,8:12.0,D. Waiters misses free throw 2 of 2,,74,91
363,4,8:08.0,,Defensive rebound by P. Millsap,74,91
364,4,7:54.0,,N. Jokić misses 2-pt layup from 4 ft (block by K. Olynyk),74,91
365,4,7:51.0,,Offensive rebound by P. Millsap,74,91
366,4,7:49.0,,W. Barton misses 3-pt jump shot from 25 ft,74,91
367,4,7:49.0,Defensive rebound by D. Waiters,,74,91
368,4,7:33.0,K. Olynyk misses 2-pt hook shot from 4 ft,,74,91
369,4,7:29.0,,Defensive rebound by W. Barton,74,91
370,4,7:25.0,,M. Beasley makes 3-pt jump shot from 23 ft (assist by W. Barton),74,94
371,4,7:06.0,Turnover by K. Olynyk (bad pass),,74,94
372,4,7:02.0,,Turnover by N. Jokić (bad pass; steal by J. Richardson),74,94
373,4,6:44.0,J. Johnson makes 3-pt jump shot from 22 ft (assist by D. Waiters),,77,94
374,4,6:31.0,,Personal foul by K. Olynyk (drawn by N. Jokić),77,94
375,4,6:31.0,,M. Plumlee enters the game for N. Jokić,77,94
376,4,6:28.0,,Personal foul by D. Waiters (drawn by W. Barton),77,94
377,4,6:21.0,,J. Murray misses 2-pt jump shot from 11 ft,77,94
378,4,6:18.0,Defensive rebound by K. Olynyk,,77,94
379,4,6:07.0,J. Winslow misses 2-pt layup from 3 ft (block by P. Millsap),,77,94
380,4,6:05.0,,Defensive rebound by W. Barton,77,94
381,4,6:02.0,,M. Beasley misses 3-pt jump shot from 25 ft,77,94
382,4,5:59.0,,Offensive rebound by W. Barton,77,94
