,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DETROIT_ACTION,LA CLIPPERS_SCORE,DETROIT_SCORE
382,4,10:11.0,,B. Griffin misses 2-pt hook shot from 7 ft,83,87
383,4,10:10.0,,Offensive rebound by Z. Pachulia,83,87
384,4,10:09.0,,Z. Pachulia makes 2-pt layup from 1 ft,83,89
385,4,10:01.0,A. Bradley misses 3-pt jump shot from 27 ft,,83,89
386,4,9:58.0,,Defensive rebound by B. Griffin,83,89
387,4,9:42.0,,Turnover by B. Griffin (5 sec),83,89
388,4,9:29.0,P. Beverley makes 3-pt jump shot from 28 ft,,86,89
389,4,9:04.0,,Turnover by R. Bullock (bad pass; steal by S. Gilgeous-Alexander),86,89
390,4,9:04.0,,L. Galloway enters the game for L. Kennard,86,89
391,4,8:49.0,S. Gilgeous-Alexander misses 2-pt jump shot from 11 ft,,86,89
392,4,8:45.0,,Defensive rebound by R. Jackson,86,89
393,4,8:33.0,,L. Galloway misses 3-pt jump shot from 23 ft,86,89
394,4,8:32.0,Defensive rebound by M. Harrell,,86,89
395,4,8:24.0,M. Scott makes 3-pt jump shot from 25 ft (assist by A. Bradley),,89,89
396,4,7:55.0,,B. Griffin makes 2-pt jump shot from 14 ft,89,91
397,4,7:35.0,M. Scott makes 2-pt jump shot from 7 ft (assist by S. Gilgeous-Alexander),,91,91
398,4,7:20.0,,Personal foul by S. Gilgeous-Alexander (drawn by B. Griffin),91,91
399,4,7:20.0,L. Williams enters the game for A. Bradley,,91,91
400,4,7:14.0,,R. Jackson misses 3-pt jump shot from 29 ft,91,91
401,4,7:11.0,Defensive rebound by S. Gilgeous-Alexander,,91,91
402,4,7:04.0,S. Gilgeous-Alexander misses 2-pt layup from 5 ft (block by L. Galloway),,91,91
403,4,6:58.0,,Defensive rebound by R. Bullock,91,91
404,4,6:52.0,,Offensive foul by Z. Pachulia (drawn by P. Beverley),91,91
405,4,6:52.0,,Turnover by Z. Pachulia (offensive foul),91,91
406,4,6:41.0,L. Williams misses 2-pt jump shot from 15 ft,,91,91
407,4,6:36.0,,Defensive rebound by Z. Pachulia,91,91
408,4,6:34.0,,Personal foul by P. Beverley (drawn by R. Jackson),91,91
409,4,6:32.0,,Offensive foul by B. Griffin (drawn by P. Beverley),91,91
410,4,6:32.0,,Turnover by B. Griffin (offensive foul),91,91
411,4,6:32.0,,B. Brown enters the game for R. Bullock,91,91
412,4,6:32.0,,A. Drummond enters the game for Z. Pachulia,91,91
413,4,6:18.0,L. Williams makes 2-pt layup from 3 ft,,93,91
414,4,6:05.0,,Personal foul by M. Scott (drawn by B. Griffin),93,91
415,4,5:51.0,,R. Jackson misses 3-pt jump shot from 26 ft,93,91
416,4,5:49.0,Defensive rebound by Team,,93,91
417,4,5:37.0,M. Harrell misses 2-pt layup from 9 ft (block by A. Drummond),,93,91
418,4,5:37.0,Offensive rebound by Team,,93,91
419,4,5:29.0,Shooting foul by L. Galloway (drawn by M. Harrell),,93,91
420,4,5:29.0,M. Harrell misses free throw 1 of 2,,93,91
421,4,5:29.0,Offensive rebound by Team,,93,91
422,4,5:29.0,M. Harrell misses free throw 2 of 2,,93,91
423,4,5:26.0,,Defensive rebound by L. Galloway,93,91
424,4,5:12.0,,L. Galloway misses 3-pt jump shot from 24 ft,93,91
425,4,5:10.0,Defensive rebound by M. Harrell,,93,91
426,4,5:00.0,Shooting foul by B. Griffin (drawn by L. Williams),,93,91
427,4,5:00.0,L. Williams makes free throw 1 of 2,,94,91
428,4,5:00.0,,R. Bullock enters the game for L. Galloway,94,91
429,4,5:00.0,L. Williams makes free throw 2 of 2,,95,91
430,4,4:50.0,,R. Jackson makes 3-pt jump shot from 23 ft (assist by B. Brown),95,94
431,4,4:24.0,L. Williams makes 3-pt jump shot from 29 ft (assist by M. Harrell),,98,94
432,4,3:59.0,,R. Jackson misses 2-pt jump shot from 5 ft,98,94
433,4,3:58.0,Defensive rebound by S. Gilgeous-Alexander,,98,94
434,4,3:54.0,L. Williams makes 2-pt layup from 3 ft (assist by S. Gilgeous-Alexander),,100,94
435,4,3:33.0,,B. Griffin misses 3-pt jump shot from 25 ft,100,94
436,4,3:33.0,Defensive rebound by M. Harrell,,100,94
437,4,3:33.0,LA Clippers full timeout,,100,94
438,4,3:21.0,L. Williams misses 2-pt jump shot from 21 ft,,100,94
439,4,3:18.0,,Defensive rebound by R. Bullock,100,94
440,4,3:04.0,,R. Jackson makes 2-pt jump shot from 12 ft,100,96
441,4,2:47.0,L. Williams makes 2-pt layup from 2 ft,,102,96
442,4,2:32.0,,B. Griffin misses 2-pt layup from 3 ft,102,96
443,4,2:29.0,Defensive rebound by M. Scott,,102,96
444,4,2:13.0,L. Williams makes 3-pt jump shot from 26 ft,,105,96
445,4,1:57.0,,R. Jackson misses 2-pt jump shot from 15 ft,105,96
446,4,1:54.0,Defensive rebound by S. Gilgeous-Alexander,,105,96
447,4,1:33.0,L. Williams misses 3-pt jump shot from 27 ft,,105,96
448,4,1:30.0,,Defensive rebound by A. Drummond,105,96
449,4,1:23.0,,R. Jackson misses 2-pt layup from 3 ft,105,96
450,4,1:21.0,Defensive rebound by S. Gilgeous-Alexander,,105,96
451,4,1:02.0,L. Williams makes 2-pt jump shot from 9 ft,,107,96
452,4,1:02.0,,Detroit full timeout,107,96
453,4,0:58.0,,R. Bullock makes 3-pt jump shot from 27 ft (assist by A. Drummond),107,99
454,4,0:44.0,LA Clippers full timeout,,107,99
455,4,0:38.0,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),,109,99
456,4,0:32.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by B. Griffin),109,101
457,4,0:31.0,Personal foul by A. Drummond (drawn by L. Williams),,109,101
458,4,0:31.0,,L. Galloway enters the game for A. Drummond,109,101
459,4,0:31.0,L. Williams makes free throw 1 of 2,,110,101
460,4,0:31.0,L. Williams makes free throw 2 of 2,,111,101
461,4,0:31.0,,Detroit full timeout,111,101
462,4,0:26.0,,B. Brown misses 3-pt jump shot from 26 ft,111,101
463,4,0:22.0,Defensive rebound by L. Williams,,111,101
464,4,0:00.0,Turnover by Team (shot clock),,111,101
