,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DETROIT_ACTION,LA CLIPPERS_SCORE,DETROIT_SCORE
113,2,11:42.0,,Z. Pachulia misses 2-pt hook shot from 8 ft,22,40
114,2,11:39.0,Defensive rebound by B. Marjanović,,22,40
115,2,11:32.0,L. Williams makes 2-pt jump shot from 17 ft,,24,40
116,2,11:16.0,,Personal foul by M. Harrell (drawn by Z. Pachulia),24,40
117,2,11:07.0,,B. Griffin makes 2-pt layup from 2 ft (assist by I. Smith),24,42
118,2,11:07.0,Violation by Team (def goaltending),,24,42
119,2,10:50.0,Personal foul by Z. Pachulia (drawn by B. Marjanović),,24,42
120,2,10:41.0,L. Williams misses 2-pt jump shot from 16 ft,,24,42
121,2,10:41.0,Offensive rebound by M. Harrell,,24,42
122,2,10:41.0,Shooting foul by B. Griffin (drawn by M. Harrell),,24,42
123,2,10:41.0,M. Harrell misses free throw 1 of 2,,24,42
124,2,10:41.0,Offensive rebound by Team,,24,42
125,2,10:41.0,M. Harrell misses free throw 2 of 2,,24,42
126,2,10:39.0,,Defensive rebound by B. Griffin,24,42
127,2,10:26.0,,I. Smith misses 2-pt jump shot from 16 ft,24,42
128,2,10:21.0,Defensive rebound by B. Marjanović,,24,42
129,2,10:15.0,T. Harris misses 2-pt jump shot from 10 ft,,24,42
130,2,10:15.0,,Defensive rebound by Team,24,42
131,2,10:05.0,,Personal foul by M. Harrell (drawn by B. Griffin),24,42
132,2,9:56.0,,B. Griffin misses 3-pt jump shot from 25 ft,24,42
133,2,9:52.0,Defensive rebound by J. Robinson,,24,42
134,2,9:45.0,Personal foul by L. Kennard (drawn by T. Harris),,24,42
135,2,9:31.0,L. Williams makes 2-pt jump shot from 17 ft,,26,42
136,2,9:17.0,,Shooting foul by B. Marjanović (drawn by B. Griffin),26,42
137,2,9:17.0,,B. Griffin misses free throw 1 of 2,26,42
138,2,9:17.0,,Offensive rebound by Team,26,42
139,2,9:17.0,,B. Griffin makes free throw 2 of 2,26,43
140,2,8:54.0,L. Williams misses 2-pt layup from 3 ft,,26,43
141,2,8:51.0,,Defensive rebound by B. Griffin,26,43
142,2,8:51.0,S. Gilgeous-Alexander enters the game for J. Robinson,,26,43
143,2,8:36.0,,B. Griffin makes 2-pt dunk from 1 ft,26,45
144,2,8:22.0,Shooting foul by B. Griffin (drawn by B. Marjanović),,26,45
145,2,8:22.0,B. Marjanović makes free throw 1 of 2,,27,45
146,2,8:22.0,B. Marjanović misses free throw 2 of 2,,27,45
147,2,8:20.0,,Defensive rebound by B. Griffin,27,45
148,2,8:09.0,,L. Kennard misses 2-pt jump shot from 11 ft,27,45
149,2,8:03.0,Defensive rebound by B. Marjanović,,27,45
150,2,7:55.0,M. Harrell makes 2-pt jump shot from 10 ft (assist by L. Williams),,29,45
151,2,7:47.0,,L. Kennard misses 3-pt jump shot from 26 ft,29,45
152,2,7:47.0,Defensive rebound by S. Gilgeous-Alexander,,29,45
153,2,7:38.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by L. Kennard),,29,45
154,2,7:28.0,,B. Griffin misses 3-pt jump shot from 26 ft,29,45
155,2,7:25.0,Defensive rebound by B. Marjanović,,29,45
156,2,7:18.0,Personal foul by Z. Pachulia (drawn by B. Marjanović),,29,45
157,2,7:18.0,B. Marjanović misses free throw 1 of 2,,29,45
158,2,7:18.0,Offensive rebound by Team,,29,45
159,2,7:18.0,B. Marjanović misses free throw 2 of 2,,29,45
160,2,7:16.0,,Defensive rebound by B. Griffin,29,45
161,2,7:13.0,,Detroit full timeout,29,45
162,2,7:13.0,P. Beverley enters the game for L. Williams,,29,45
163,2,7:13.0,,R. Bullock enters the game for L. Kennard,29,45
164,2,7:13.0,,R. Jackson enters the game for I. Smith,29,45
165,2,6:55.0,,R. Bullock makes 3-pt jump shot from 22 ft (assist by R. Jackson),29,48
166,2,6:32.0,T. Harris misses 2-pt jump shot from 15 ft,,29,48
167,2,6:29.0,,Defensive rebound by B. Griffin,29,48
168,2,6:21.0,,Def 3 sec tech foul by Team,29,48
169,2,6:21.0,,R. Jackson makes technical free throw,29,49
170,2,6:21.0,J. Motley enters the game for B. Marjanović,,29,49
171,2,6:08.0,,S. Johnson makes 3-pt jump shot from 23 ft (assist by B. Griffin),29,52
172,2,5:44.0,Turnover by J. Motley (out of bounds lost ball),,29,52
173,2,5:44.0,A. Bradley enters the game for T. Harris,,29,52
174,2,5:25.0,,Turnover by S. Johnson (bad pass; steal by M. Harrell),29,52
175,2,5:24.0,Turnover by J. Motley (bad pass; steal by R. Jackson),,29,52
176,2,5:24.0,,Personal foul by J. Motley (drawn by R. Jackson),29,52
177,2,5:24.0,,A. Drummond enters the game for B. Griffin,29,52
178,2,5:24.0,,L. Galloway enters the game for Z. Pachulia,29,52
179,2,5:16.0,,R. Jackson makes 2-pt jump shot from 8 ft,29,54
180,2,5:05.0,Personal foul by A. Drummond (drawn by S. Gilgeous-Alexander),,29,54
181,2,5:05.0,S. Gilgeous-Alexander makes free throw 1 of 2,,30,54
182,2,5:05.0,S. Gilgeous-Alexander makes free throw 2 of 2,,31,54
183,2,4:54.0,,Offensive foul by A. Drummond (drawn by M. Harrell),31,54
184,2,4:54.0,,Turnover by A. Drummond (offensive foul),31,54
185,2,4:54.0,L. Williams enters the game for J. Motley,,31,54
186,2,4:48.0,Shooting foul by S. Johnson (drawn by L. Williams),,31,54
187,2,4:48.0,L. Williams makes free throw 1 of 2,,32,54
188,2,4:48.0,L. Williams makes free throw 2 of 2,,33,54
189,2,4:25.0,,A. Drummond misses 2-pt layup from 5 ft (block by M. Harrell),33,54
190,2,4:21.0,,Offensive rebound by A. Drummond,33,54
191,2,4:21.0,,A. Drummond makes 2-pt layup from 1 ft,33,56
192,2,4:07.0,S. Gilgeous-Alexander makes 2-pt jump shot from 10 ft,,35,56
193,2,3:52.0,,L. Galloway misses 3-pt jump shot from 26 ft,35,56
194,2,3:49.0,Defensive rebound by L. Williams,,35,56
195,2,3:38.0,M. Harrell misses 2-pt layup from 4 ft (block by A. Drummond),,35,56
196,2,3:36.0,Offensive rebound by S. Gilgeous-Alexander,,35,56
197,2,3:34.0,S. Gilgeous-Alexander makes 2-pt jump shot from 13 ft (assist by L. Williams),,37,56
198,2,3:16.0,,L. Galloway misses 2-pt jump shot from 10 ft,37,56
199,2,3:16.0,,Offensive rebound by A. Drummond,37,56
200,2,3:13.0,,A. Drummond misses 2-pt layup from 1 ft (block by P. Beverley),37,56
201,2,3:13.0,Defensive rebound by P. Beverley,,37,56
202,2,3:12.0,Personal foul by A. Drummond (drawn by P. Beverley),,37,56
203,2,3:12.0,P. Beverley misses free throw 1 of 2,,37,56
204,2,3:12.0,Offensive rebound by Team,,37,56
205,2,3:12.0,B. Marjanović enters the game for A. Bradley,,37,56
206,2,3:12.0,M. Scott enters the game for M. Harrell,,37,56
207,2,3:12.0,,B. Griffin enters the game for A. Drummond,37,56
208,2,3:12.0,,Z. Pachulia enters the game for S. Johnson,37,56
209,2,3:12.0,P. Beverley makes free throw 2 of 2,,38,56
210,2,2:54.0,,B. Griffin misses 2-pt layup from 3 ft,38,56
211,2,2:52.0,Defensive rebound by M. Scott,,38,56
212,2,2:43.0,L. Williams makes 2-pt layup from 3 ft,,40,56
213,2,2:23.0,,L. Galloway misses 2-pt jump shot from 6 ft,40,56
214,2,2:22.0,,Offensive rebound by Team,40,56
215,2,2:22.0,,Personal foul by S. Gilgeous-Alexander (drawn by Z. Pachulia),40,56
216,2,2:22.0,LA Clippers full timeout,,40,56
217,2,2:22.0,T. Wallace enters the game for S. Gilgeous-Alexander,,40,56
218,2,2:22.0,,B. Brown enters the game for L. Galloway,40,56
219,2,2:22.0,,Z. Pachulia makes free throw 1 of 2,40,57
220,2,2:22.0,,Z. Pachulia makes free throw 2 of 2,40,58
221,2,1:59.0,M. Scott makes 3-pt jump shot from 23 ft (assist by P. Beverley),,43,58
222,2,1:48.0,,Personal foul by T. Wallace (drawn by R. Bullock),43,58
223,2,1:48.0,,R. Bullock makes free throw 1 of 2,43,59
224,2,1:48.0,,R. Bullock makes free throw 2 of 2,43,60
225,2,1:41.0,Personal foul by B. Brown (drawn by L. Williams),,43,60
226,2,1:41.0,L. Williams makes free throw 1 of 2,,44,60
227,2,1:41.0,L. Williams makes free throw 2 of 2,,45,60
228,2,1:28.0,,R. Jackson makes 3-pt jump shot from 26 ft (assist by R. Bullock),45,63
229,2,1:13.0,Turnover by M. Scott (bad pass; steal by Z. Pachulia),,45,63
230,2,1:10.0,,B. Brown misses 2-pt dunk at rim,45,63
231,2,1:08.0,Defensive rebound by P. Beverley,,45,63
232,2,1:02.0,L. Williams misses 3-pt jump shot from 26 ft,,45,63
233,2,1:02.0,Offensive rebound by M. Scott,,45,63
234,2,0:56.0,L. Williams misses 2-pt jump shot from 10 ft,,45,63
235,2,0:54.0,,Defensive rebound by Team,45,63
236,2,0:41.0,,B. Griffin misses 3-pt jump shot from 24 ft,45,63
237,2,0:38.0,Defensive rebound by P. Beverley,,45,63
238,2,0:31.0,L. Williams misses 2-pt layup from 3 ft,,45,63
239,2,0:30.0,Offensive rebound by B. Marjanović,,45,63
240,2,0:30.0,B. Marjanović makes 2-pt layup from 1 ft,,47,63
241,2,0:22.0,,Shooting foul by M. Scott (drawn by B. Griffin),47,63
242,2,0:22.0,,B. Griffin makes free throw 1 of 2,47,64
243,2,0:22.0,T. Harris enters the game for T. Wallace,,47,64
244,2,0:22.0,,S. Johnson enters the game for B. Brown,47,64
245,2,0:22.0,,B. Griffin makes free throw 2 of 2,47,65
246,2,0:02.0,L. Williams misses 2-pt layup from 4 ft,,47,65
247,2,0:01.0,Offensive rebound by B. Marjanović,,47,65
248,2,0:01.0,B. Marjanović misses 2-pt layup from 1 ft,,47,65
249,2,0:01.0,,Defensive rebound by Z. Pachulia,47,65
250,3,11:42.0,,B. Griffin misses 3-pt jump shot from 23 ft,47,65
251,3,11:40.0,,Offensive rebound by Team,47,65
252,3,11:37.0,,R. Bullock makes 3-pt jump shot from 24 ft (assist by R. Jackson),47,68
253,3,11:21.0,T. Harris misses 3-pt jump shot from 26 ft,,47,68
254,3,11:19.0,,Defensive rebound by Team,47,68
255,3,11:10.0,,R. Jackson misses 2-pt jump shot from 10 ft (block by S. Gilgeous-Alexander),47,68
256,3,11:08.0,Defensive rebound by S. Gilgeous-Alexander,,47,68
257,3,11:04.0,Shooting foul by A. Drummond (drawn by S. Gilgeous-Alexander),,47,68
258,3,11:04.0,S. Gilgeous-Alexander misses free throw 1 of 2,,47,68
259,3,11:04.0,Offensive rebound by Team,,47,68
260,3,11:04.0,,Z. Pachulia enters the game for A. Drummond,47,68
261,3,11:04.0,S. Gilgeous-Alexander makes free throw 2 of 2,,48,68
262,3,10:45.0,,Personal foul by B. Marjanović (drawn by B. Griffin),48,68
263,3,10:32.0,,R. Jackson makes 2-pt jump shot from 14 ft,48,70
264,3,10:19.0,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,,48,70
265,3,10:16.0,,Defensive rebound by R. Bullock,48,70
266,3,10:06.0,,R. Jackson misses 3-pt jump shot from 25 ft,48,70
267,3,10:03.0,Defensive rebound by T. Harris,,48,70
268,3,9:57.0,T. Harris misses 2-pt jump shot from 19 ft,,48,70
269,3,9:53.0,,Defensive rebound by R. Bullock,48,70
270,3,9:49.0,,Turnover by R. Bullock (lost ball; steal by B. Marjanović),48,70
271,3,9:32.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),,51,70
272,3,9:16.0,,Turnover by B. Griffin (bad pass),51,70
273,3,9:07.0,S. Gilgeous-Alexander misses 2-pt jump shot from 7 ft,,51,70
274,3,9:07.0,Offensive rebound by Team,,51,70
275,3,9:07.0,Personal foul by B. Griffin (drawn by S. Gilgeous-Alexander),,51,70
276,3,9:07.0,,Technical foul by D. Rivers,51,70
277,3,9:07.0,,R. Jackson makes technical free throw,51,71
278,3,9:02.0,T. Harris misses 3-pt jump shot from 26 ft,,51,71
279,3,8:59.0,,Defensive rebound by B. Griffin,51,71
280,3,8:50.0,,Turnover by B. Brown (step out of bounds),51,71
281,3,8:36.0,A. Bradley misses 2-pt layup from 3 ft,,51,71
282,3,8:34.0,Offensive rebound by B. Marjanović,,51,71
283,3,8:34.0,Shooting foul by R. Bullock (drawn by B. Marjanović),,51,71
284,3,8:34.0,B. Marjanović misses free throw 1 of 2,,51,71
285,3,8:34.0,Offensive rebound by Team,,51,71
286,3,8:34.0,B. Marjanović makes free throw 2 of 2,,52,71
287,3,8:15.0,,R. Jackson makes 2-pt layup from 3 ft (assist by Z. Pachulia),52,73
288,3,8:00.0,T. Harris makes 2-pt layup from 4 ft,,54,73
289,3,7:44.0,,R. Jackson misses 2-pt jump shot from 7 ft,54,73
290,3,7:42.0,Defensive rebound by T. Harris,,54,73
291,3,7:42.0,Turnover by T. Harris (bad pass),,54,73
292,3,7:29.0,,B. Griffin makes 2-pt layup from 2 ft (assist by R. Jackson),54,75
293,3,7:14.0,B. Marjanović makes 2-pt dunk from 1 ft (assist by L. Williams),,56,75
294,3,6:57.0,,Shooting foul by B. Marjanović (drawn by B. Brown),56,75
295,3,6:57.0,,Detroit full timeout,56,75
296,3,6:57.0,M. Harrell enters the game for B. Marjanović,,56,75
297,3,6:57.0,,B. Brown misses free throw 1 of 2,56,75
298,3,6:57.0,,Offensive rebound by Team,56,75
299,3,6:57.0,,B. Brown misses free throw 2 of 2,56,75
300,3,6:54.0,Defensive rebound by T. Harris,,56,75
301,3,6:37.0,A. Bradley misses 2-pt layup from 2 ft,,56,75
302,3,6:35.0,,Defensive rebound by Z. Pachulia,56,75
303,3,6:29.0,,B. Brown misses 3-pt jump shot from 23 ft,56,75
304,3,6:28.0,Defensive rebound by Team,,56,75
305,3,6:17.0,M. Harrell makes 2-pt layup from 3 ft (assist by L. Williams),,58,75
306,3,6:17.0,Shooting foul by B. Brown (drawn by M. Harrell),,58,75
307,3,6:17.0,M. Harrell misses free throw 1 of 1,,58,75
308,3,6:15.0,,Defensive rebound by Z. Pachulia,58,75
309,3,6:00.0,,R. Jackson makes 2-pt jump shot from 12 ft,58,77
310,3,5:45.0,T. Harris makes 2-pt dunk from 1 ft,,60,77
311,3,5:22.0,,B. Griffin makes 3-pt jump shot from 25 ft,60,80
312,3,5:09.0,Turnover by L. Williams (bad pass; steal by Z. Pachulia),,60,80
313,3,5:09.0,,Personal foul by M. Harrell (drawn by B. Griffin),60,80
314,3,5:09.0,,S. Johnson enters the game for B. Brown,60,80
315,3,4:59.0,,R. Jackson makes 3-pt jump shot from 26 ft,60,83
316,3,4:46.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by S. Gilgeous-Alexander),,63,83
317,3,4:20.0,,S. Johnson misses 3-pt jump shot from 23 ft,63,83
318,3,4:18.0,,Offensive rebound by Z. Pachulia,63,83
319,3,4:16.0,,B. Griffin misses 3-pt jump shot from 25 ft,63,83
320,3,4:13.0,Defensive rebound by M. Harrell,,63,83
321,3,4:07.0,L. Williams makes 2-pt layup from 2 ft,,65,83
322,3,4:07.0,,Detroit full timeout,65,83
323,3,4:07.0,P. Beverley enters the game for S. Gilgeous-Alexander,,65,83
324,3,4:07.0,,L. Kennard enters the game for R. Bullock,65,83
325,3,4:07.0,,I. Smith enters the game for R. Jackson,65,83
326,3,3:56.0,,Personal foul by T. Harris (drawn by B. Griffin),65,83
327,3,3:44.0,,S. Johnson misses 3-pt jump shot from 26 ft,65,83
328,3,3:41.0,Defensive rebound by T. Harris,,65,83
329,3,3:34.0,T. Harris misses 2-pt layup from 4 ft,,65,83
330,3,3:32.0,,Defensive rebound by B. Griffin,65,83
331,3,3:28.0,,Turnover by B. Griffin (step out of bounds),65,83
332,3,3:19.0,Personal foul by S. Johnson (drawn by L. Williams),,65,83
333,3,3:19.0,L. Williams makes free throw 1 of 2,,66,83
334,3,3:19.0,L. Williams makes free throw 2 of 2,,67,83
335,3,2:59.0,,B. Griffin misses 2-pt jump shot from 3 ft,67,83
336,3,2:57.0,Defensive rebound by T. Harris,,67,83
337,3,2:52.0,M. Harrell misses 2-pt hook shot from 6 ft,,67,83
338,3,2:50.0,,Defensive rebound by Z. Pachulia,67,83
339,3,2:33.0,,I. Smith makes 3-pt jump shot from 26 ft (assist by B. Griffin),67,86
340,3,2:19.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,69,86
341,3,2:09.0,,B. Griffin misses 3-pt jump shot from 25 ft,69,86
342,3,2:05.0,Defensive rebound by P. Beverley,,69,86
343,3,2:00.0,L. Williams makes 2-pt jump shot from 11 ft,,71,86
344,3,1:38.0,,L. Kennard misses 3-pt jump shot from 25 ft,71,86
345,3,1:38.0,,Offensive rebound by Z. Pachulia,71,86
346,3,1:35.0,,L. Kennard misses 3-pt jump shot from 26 ft,71,86
347,3,1:32.0,Defensive rebound by T. Harris,,71,86
348,3,1:15.0,L. Williams misses 2-pt jump shot from 18 ft,,71,86
349,3,1:12.0,Offensive rebound by L. Williams,,71,86
350,3,1:11.0,L. Williams makes 2-pt jump shot from 7 ft,,73,86
351,3,0:59.0,,I. Smith misses 2-pt jump shot from 18 ft,73,86
352,3,0:59.0,Defensive rebound by T. Harris,,73,86
353,3,0:49.0,Offensive foul by T. Harris (drawn by I. Smith),,73,86
354,3,0:49.0,Turnover by T. Harris (offensive foul),,73,86
355,3,0:49.0,Violation by Team (delay of game),,73,86
356,3,0:35.0,,Shooting foul by M. Harrell (drawn by Z. Pachulia),73,86
357,3,0:35.0,,Z. Pachulia makes free throw 1 of 2,73,87
358,3,0:35.0,,Z. Pachulia misses free throw 2 of 2,73,87
359,3,0:34.0,Defensive rebound by M. Harrell,,73,87
360,3,0:22.0,T. Harris makes 3-pt jump shot from 23 ft (assist by P. Beverley),,76,87
361,3,0:02.0,,B. Griffin misses 3-pt jump shot from 25 ft,76,87
362,3,0:00.0,,Offensive rebound by Team,76,87
363,4,11:43.0,M. Harrell makes 2-pt dunk from 1 ft (assist by A. Bradley),,78,87
364,4,11:34.0,,Personal foul by P. Beverley (drawn by R. Jackson),78,87
365,4,11:23.0,,Turnover by A. Drummond (bad pass; steal by S. Gilgeous-Alexander),78,87
366,4,11:22.0,Clear path foul by L. Kennard,,78,87
367,4,11:22.0,S. Gilgeous-Alexander misses clear path free throw 1 of 2,,78,87
368,4,11:22.0,Offensive rebound by Team,,78,87
369,4,11:22.0,S. Gilgeous-Alexander makes clear path free throw 2 of 2,,79,87
370,4,11:15.0,Offensive foul by P. Beverley (drawn by A. Drummond),,79,87
371,4,11:15.0,Turnover by P. Beverley (offensive foul),,79,87
372,4,11:03.0,,R. Jackson misses 2-pt jump shot from 11 ft,79,87
373,4,11:02.0,Defensive rebound by Team,,79,87
374,4,11:02.0,,Loose ball foul by A. Drummond (drawn by M. Harrell),79,87
375,4,11:02.0,,Violation by Team (delay of game),79,87
376,4,10:54.0,S. Gilgeous-Alexander makes 2-pt jump shot from 11 ft,,81,87
377,4,10:33.0,,Turnover by R. Bullock (bad pass; steal by S. Gilgeous-Alexander),81,87
378,4,10:29.0,M. Scott makes 2-pt layup from 3 ft (assist by S. Gilgeous-Alexander),,83,87
379,4,10:29.0,,Detroit full timeout,83,87
380,4,10:29.0,,B. Griffin enters the game for A. Drummond,83,87
381,4,10:29.0,,Z. Pachulia enters the game for S. Johnson,83,87
