,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BROOKLYN_ACTION,PHILADELPHIA_SCORE,BROOKLYN_SCORE
0,1,11:44.0,,D. Russell misses 2-pt layup from 4 ft,0,0
1,1,11:39.0,,Offensive rebound by J. Harris,0,0
2,1,11:39.0,,J. Harris makes 2-pt layup from 1 ft,0,2
3,1,11:28.0,J. Butler makes 2-pt jump shot from 12 ft,,2,2
4,1,11:19.0,,D. Russell misses 2-pt layup from 4 ft,2,2
5,1,11:15.0,Defensive rebound by T. Harris,,2,2
6,1,11:13.0,Personal foul by J. Harris (drawn by B. Simmons),,2,2
7,1,11:10.0,J. Redick misses 2-pt jump shot from 16 ft,,2,2
8,1,11:07.0,,Defensive rebound by R. Kurucs,2,2
9,1,11:02.0,,D. Carroll misses 3-pt jump shot from 26 ft,2,2
10,1,11:01.0,,Offensive rebound by J. Allen,2,2
11,1,11:01.0,,Shooting foul by G. Monroe (drawn by J. Allen),2,2
12,1,11:01.0,,J. Allen makes free throw 1 of 2,2,3
13,1,11:01.0,,J. Allen makes free throw 2 of 2,2,4
14,1,10:51.0,Turnover by T. Harris (lost ball; steal by D. Russell),,2,4
15,1,10:34.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by J. Allen),2,7
16,1,10:15.0,J. Redick makes 2-pt jump shot from 22 ft,,4,7
17,1,10:05.0,,D. Russell misses 2-pt jump shot from 11 ft,4,7
18,1,10:02.0,,Offensive rebound by J. Allen,4,7
19,1,10:01.0,,J. Allen makes 2-pt dunk from 1 ft,4,9
20,1,10:01.0,Philadelphia full timeout,,4,9
21,1,9:49.0,B. Simmons makes 2-pt hook shot from 7 ft (assist by J. Redick),,6,9
22,1,9:38.0,,D. Russell misses 3-pt jump shot from 25 ft,6,9
23,1,9:38.0,Defensive rebound by G. Monroe,,6,9
24,1,9:29.0,G. Monroe makes 2-pt jump shot from 6 ft (assist by B. Simmons),,8,9
25,1,9:18.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by D. Russell),8,12
