,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SAN ANTONIO_ACTION,MILWAUKEE_SCORE,SAN ANTONIO_SCORE
100,2,11:23.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by P. Mills),35,30
101,2,11:14.0,T. Snell misses 3-pt jump shot from 25 ft,,35,30
102,2,11:08.0,,Defensive rebound by B. Forbes,35,30
103,2,11:04.0,,B. Forbes makes 3-pt jump shot from 26 ft,35,33
104,2,10:47.0,Shooting foul by D. Bertāns (drawn by G. Antetokounmpo),,35,33
105,2,10:47.0,G. Antetokounmpo misses free throw 1 of 2,,35,33
106,2,10:47.0,Offensive rebound by Team,,35,33
107,2,10:47.0,B. Lopez enters the game for P. Gasol,,35,33
108,2,10:47.0,G. Antetokounmpo makes free throw 2 of 2,,36,33
109,2,10:35.0,,M. Belinelli makes 2-pt jump shot from 20 ft,36,35
110,2,10:27.0,Shooting foul by P. Mills (drawn by M. Brogdon),,36,35
111,2,10:27.0,M. Brogdon misses free throw 1 of 2,,36,35
112,2,10:27.0,Offensive rebound by Team,,36,35
113,2,10:27.0,D. DiVincenzo enters the game for P. Connaughton,,36,35
114,2,10:27.0,,D. DeRozan enters the game for D. Bertāns,36,35
115,2,10:27.0,,D. White enters the game for P. Mills,36,35
116,2,10:27.0,M. Brogdon makes free throw 2 of 2,,37,35
117,2,10:05.0,,M. Belinelli misses 3-pt jump shot from 26 ft,37,35
118,2,10:02.0,Defensive rebound by B. Lopez,,37,35
119,2,9:54.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),,40,35
120,2,9:46.0,,D. DeRozan misses 2-pt jump shot from 8 ft,40,35
121,2,9:44.0,Defensive rebound by B. Lopez,,40,35
122,2,9:34.0,M. Brogdon makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,42,35
123,2,9:34.0,,San Antonio full timeout,42,35
124,2,9:34.0,E. Bledsoe enters the game for M. Brogdon,,42,35
125,2,9:34.0,,D. Cunningham enters the game for M. Belinelli,42,35
126,2,9:19.0,,D. DeRozan makes 2-pt layup from 1 ft,42,37
127,2,8:58.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. Bledsoe),,44,37
128,2,8:58.0,Shooting foul by J. Poeltl (drawn by G. Antetokounmpo),,44,37
129,2,8:58.0,G. Antetokounmpo makes free throw 1 of 1,,45,37
130,2,8:33.0,,B. Forbes misses 2-pt jump shot from 8 ft,45,37
131,2,8:31.0,Defensive rebound by G. Antetokounmpo,,45,37
132,2,8:28.0,D. DiVincenzo misses 3-pt jump shot from 26 ft,,45,37
133,2,8:25.0,,Defensive rebound by D. DeRozan,45,37
134,2,8:11.0,,D. DeRozan makes 2-pt jump shot from 11 ft,45,39
135,2,8:01.0,B. Lopez misses 3-pt jump shot from 27 ft,,45,39
136,2,8:01.0,,Defensive rebound by B. Forbes,45,39
137,2,7:51.0,,D. White misses 3-pt jump shot from 25 ft,45,39
138,2,7:51.0,Defensive rebound by G. Antetokounmpo,,45,39
139,2,7:39.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,47,39
140,2,7:28.0,,D. White misses 2-pt jump shot from 9 ft,47,39
141,2,7:28.0,Defensive rebound by G. Antetokounmpo,,47,39
142,2,7:20.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,47,39
143,2,7:20.0,,Defensive rebound by D. White,47,39
144,2,7:11.0,,D. DeRozan makes 2-pt layup from 3 ft,47,41
145,2,7:11.0,,Shooting foul by B. Lopez (drawn by D. DeRozan),47,41
146,2,7:11.0,K. Middleton enters the game for T. Snell,,47,41
147,2,7:11.0,,L. Aldridge enters the game for J. Poeltl,47,41
148,2,7:11.0,,D. DeRozan makes free throw 1 of 1,47,42
149,2,6:58.0,E. Bledsoe makes 2-pt jump shot from 4 ft,,49,42
150,2,6:49.0,,Personal foul by D. DiVincenzo (drawn by D. DeRozan),49,42
151,2,6:49.0,,M. Belinelli enters the game for B. Forbes,49,42
152,2,6:33.0,,D. DeRozan misses 3-pt jump shot from 26 ft,49,42
153,2,6:33.0,,Offensive rebound by Team,49,42
154,2,6:33.0,,Turnover by Team (shot clock),49,42
155,2,6:16.0,D. DiVincenzo misses 3-pt jump shot from 25 ft,,49,42
156,2,6:11.0,,Defensive rebound by D. Cunningham,49,42
157,2,6:04.0,,D. DeRozan misses 2-pt layup from 1 ft (block by B. Lopez),49,42
158,2,6:00.0,Defensive rebound by K. Middleton,,49,42
159,2,5:50.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,49,42
160,2,5:48.0,,Defensive rebound by D. White,49,42
161,2,5:37.0,,L. Aldridge misses 2-pt jump shot from 15 ft,49,42
162,2,5:35.0,Defensive rebound by G. Antetokounmpo,,49,42
163,2,5:32.0,Shooting foul by D. DeRozan (drawn by G. Antetokounmpo),,49,42
164,2,5:32.0,G. Antetokounmpo makes free throw 1 of 2,,50,42
165,2,5:32.0,N. Mirotić enters the game for D. DiVincenzo,,50,42
166,2,5:32.0,,D. Bertāns enters the game for D. Cunningham,50,42
167,2,5:32.0,G. Antetokounmpo makes free throw 2 of 2,,51,42
168,2,5:17.0,,M. Belinelli misses 3-pt jump shot from 27 ft,51,42
169,2,5:13.0,Defensive rebound by E. Bledsoe,,51,42
170,2,5:08.0,K. Middleton misses 3-pt jump shot from 25 ft,,51,42
171,2,5:05.0,,Defensive rebound by D. White,51,42
172,2,4:58.0,,D. Bertāns misses 3-pt jump shot from 26 ft,51,42
173,2,4:55.0,Defensive rebound by N. Mirotić,,51,42
174,2,4:47.0,G. Antetokounmpo makes 2-pt layup from 4 ft (assist by N. Mirotić),,53,42
175,2,4:38.0,,D. White makes 2-pt jump shot from 12 ft,53,44
176,2,4:27.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,53,44
177,2,4:24.0,,Defensive rebound by L. Aldridge,53,44
178,2,4:14.0,,M. Belinelli misses 2-pt jump shot from 14 ft,53,44
179,2,4:12.0,Defensive rebound by B. Lopez,,53,44
180,2,4:09.0,Milwaukee full timeout,,53,44
181,2,4:09.0,D. DiVincenzo enters the game for G. Antetokounmpo,,53,44
182,2,4:09.0,P. Gasol enters the game for B. Lopez,,53,44
183,2,4:09.0,,P. Mills enters the game for D. White,53,44
184,2,4:01.0,Personal foul by M. Belinelli (drawn by N. Mirotić),,53,44
185,2,4:01.0,N. Mirotić makes free throw 1 of 2,,54,44
186,2,4:01.0,N. Mirotić makes free throw 2 of 2,,55,44
187,2,3:44.0,,Shooting foul by K. Middleton (drawn by D. DeRozan),55,44
188,2,3:44.0,,D. DeRozan makes free throw 1 of 2,55,45
189,2,3:44.0,,D. DeRozan misses free throw 2 of 2,55,45
190,2,3:41.0,Defensive rebound by N. Mirotić,,55,45
191,2,3:34.0,E. Bledsoe misses 2-pt jump shot from 8 ft,,55,45
192,2,3:31.0,Offensive rebound by D. DiVincenzo,,55,45
193,2,3:17.0,N. Mirotić misses 2-pt jump shot from 13 ft,,55,45
194,2,3:14.0,,Defensive rebound by L. Aldridge,55,45
195,2,3:08.0,,P. Mills misses 2-pt layup from 2 ft,55,45
196,2,3:03.0,,Offensive rebound by L. Aldridge,55,45
197,2,3:03.0,,L. Aldridge misses 2-pt layup at rim,55,45
198,2,3:02.0,Defensive rebound by K. Middleton,,55,45
199,2,2:59.0,K. Middleton makes 2-pt layup from 4 ft,,57,45
200,2,2:40.0,,L. Aldridge makes 2-pt jump shot from 13 ft (assist by P. Mills),57,47
201,2,2:27.0,K. Middleton misses 2-pt jump shot from 11 ft,,57,47
202,2,2:26.0,,Defensive rebound by M. Belinelli,57,47
203,2,2:17.0,,L. Aldridge makes 2-pt jump shot from 7 ft,57,49
204,2,2:01.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,60,49
205,2,1:40.0,,L. Aldridge misses 2-pt jump shot from 10 ft,60,49
206,2,1:39.0,Defensive rebound by N. Mirotić,,60,49
207,2,1:23.0,Turnover by E. Bledsoe (bad pass; steal by D. Bertāns),,60,49
208,2,1:17.0,,Personal foul by N. Mirotić (drawn by L. Aldridge),60,49
209,2,1:17.0,G. Antetokounmpo enters the game for E. Bledsoe,,60,49
210,2,1:17.0,M. Brogdon enters the game for D. DiVincenzo,,60,49
211,2,1:17.0,,B. Forbes enters the game for M. Belinelli,60,49
212,2,1:08.0,,Shooting foul by M. Brogdon (drawn by P. Mills),60,49
213,2,1:08.0,,P. Mills misses free throw 1 of 3,60,49
214,2,1:08.0,,Offensive rebound by Team,60,49
215,2,1:08.0,,P. Mills makes free throw 2 of 3,60,50
216,2,1:08.0,,P. Mills makes free throw 3 of 3,60,51
217,2,0:48.0,N. Mirotić misses 3-pt jump shot from 30 ft,,60,51
218,2,0:44.0,,Defensive rebound by B. Forbes,60,51
219,2,0:32.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. Bertāns),60,54
220,2,0:18.0,G. Antetokounmpo misses 2-pt layup from 4 ft (block by L. Aldridge),,60,54
221,2,0:14.0,,Defensive rebound by D. Bertāns,60,54
222,2,0:00.0,,P. Mills misses 2-pt jump shot from 17 ft,60,54
223,2,0:00.0,,Offensive rebound by Team,60,54
224,3,11:46.0,,D. DeRozan misses 2-pt jump shot from 18 ft,60,54
225,3,11:42.0,Defensive rebound by E. Bledsoe,,60,54
226,3,11:37.0,Turnover by M. Brogdon (out of bounds lost ball),,60,54
227,3,11:25.0,,D. DeRozan makes 2-pt jump shot from 15 ft,60,56
228,3,11:04.0,K. Middleton misses 2-pt jump shot from 10 ft,,60,56
229,3,11:02.0,,Defensive rebound by L. Aldridge,60,56
230,3,10:48.0,,D. DeRozan makes 2-pt jump shot from 17 ft (assist by L. Aldridge),60,58
231,3,10:36.0,Shooting foul by D. White (drawn by B. Lopez),,60,58
232,3,10:36.0,B. Lopez makes free throw 1 of 2,,61,58
233,3,10:36.0,B. Lopez makes free throw 2 of 2,,62,58
234,3,10:25.0,,D. DeRozan misses 2-pt layup from 2 ft (block by G. Antetokounmpo),62,58
235,3,10:20.0,,Offensive rebound by J. Poeltl,62,58
236,3,10:20.0,,J. Poeltl makes 2-pt layup from 1 ft,62,60
237,3,10:17.0,Personal foul by J. Poeltl (drawn by B. Lopez),,62,60
238,3,10:06.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),,64,60
239,3,10:06.0,Shooting foul by L. Aldridge (drawn by G. Antetokounmpo),,64,60
240,3,10:06.0,G. Antetokounmpo misses free throw 1 of 1,,64,60
241,3,10:04.0,Offensive rebound by G. Antetokounmpo,,64,60
242,3,9:59.0,B. Lopez misses 3-pt jump shot from 24 ft,,64,60
243,3,9:57.0,,Defensive rebound by J. Poeltl,64,60
244,3,9:53.0,,L. Aldridge makes 2-pt dunk from 1 ft (assist by D. DeRozan),64,62
245,3,9:28.0,B. Lopez misses 2-pt layup from 4 ft,,64,62
246,3,9:28.0,Offensive rebound by Team,,64,62
247,3,9:28.0,,Loose ball foul by J. Poeltl (drawn by B. Lopez),64,62
248,3,9:19.0,K. Middleton misses 2-pt jump shot from 8 ft,,64,62
249,3,9:17.0,,Defensive rebound by D. DeRozan,64,62
250,3,9:14.0,,B. Forbes makes 2-pt layup from 9 ft (assist by D. DeRozan),64,64
251,3,8:54.0,B. Lopez misses 2-pt jump shot from 17 ft,,64,64
252,3,8:52.0,,Defensive rebound by B. Forbes,64,64
253,3,8:41.0,,L. Aldridge makes 3-pt jump shot from 24 ft (assist by D. DeRozan),64,67
254,3,8:41.0,Milwaukee full timeout,,64,67
255,3,8:27.0,Turnover by K. Middleton (bad pass; steal by D. DeRozan),,64,67
256,3,8:06.0,,J. Poeltl makes 2-pt jump shot from 7 ft (assist by D. White),64,69
257,3,7:58.0,G. Antetokounmpo misses 2-pt layup from 5 ft,,64,69
258,3,7:55.0,,Defensive rebound by J. Poeltl,64,69
259,3,7:45.0,,L. Aldridge makes 2-pt jump shot from 13 ft,64,71
260,3,7:23.0,G. Antetokounmpo misses 2-pt layup from 5 ft (block by L. Aldridge),,64,71
261,3,7:19.0,,Defensive rebound by B. Forbes,64,71
262,3,7:16.0,,B. Forbes misses 3-pt jump shot from 26 ft,64,71
263,3,7:14.0,Defensive rebound by K. Middleton,,64,71
264,3,7:12.0,Shooting foul by B. Forbes (drawn by E. Bledsoe),,64,71
265,3,7:12.0,E. Bledsoe misses free throw 1 of 2,,64,71
266,3,7:12.0,Offensive rebound by Team,,64,71
267,3,7:12.0,N. Mirotić enters the game for M. Brogdon,,64,71
268,3,7:12.0,E. Bledsoe misses free throw 2 of 2,,64,71
269,3,7:10.0,,Defensive rebound by D. DeRozan,64,71
270,3,6:55.0,,D. DeRozan misses 2-pt layup from 4 ft,64,71
271,3,6:53.0,Defensive rebound by B. Lopez,,64,71
272,3,6:46.0,Shooting foul by D. White (drawn by B. Lopez),,64,71
273,3,6:46.0,B. Lopez makes free throw 1 of 2,,65,71
274,3,6:46.0,P. Connaughton enters the game for E. Bledsoe,,65,71
275,3,6:46.0,B. Lopez makes free throw 2 of 2,,66,71
276,3,6:34.0,,L. Aldridge misses 2-pt jump shot from 19 ft,66,71
277,3,6:32.0,Defensive rebound by G. Antetokounmpo,,66,71
278,3,6:26.0,P. Connaughton makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,69,71
279,3,6:11.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by D. White),69,73
280,3,6:00.0,K. Middleton misses 2-pt layup from 3 ft,,69,73
281,3,5:56.0,Offensive rebound by G. Antetokounmpo,,69,73
282,3,5:56.0,G. Antetokounmpo makes 2-pt dunk at rim,,71,73
283,3,5:37.0,,L. Aldridge misses 2-pt layup from 1 ft,71,73
284,3,5:34.0,Defensive rebound by N. Mirotić,,71,73
285,3,5:31.0,N. Mirotić makes 3-pt jump shot from 27 ft,,74,73
286,3,5:30.0,,San Antonio full timeout,74,73
287,3,5:30.0,E. Bledsoe enters the game for K. Middleton,,74,73
288,3,5:30.0,,M. Belinelli enters the game for B. Forbes,74,73
289,3,5:30.0,,D. Bertāns enters the game for J. Poeltl,74,73
290,3,5:30.0,,P. Mills enters the game for D. White,74,73
291,3,5:12.0,,Personal foul by G. Antetokounmpo (drawn by D. DeRozan),74,73
292,3,5:01.0,,D. Bertāns misses 3-pt jump shot from 26 ft,74,73
293,3,4:57.0,Defensive rebound by B. Lopez,,74,73
294,3,4:52.0,N. Mirotić misses 3-pt jump shot from 26 ft,,74,73
295,3,4:48.0,,Defensive rebound by L. Aldridge,74,73
296,3,4:45.0,,Personal foul by N. Mirotić (drawn by D. DeRozan),74,73
297,3,4:37.0,,M. Belinelli misses 2-pt jump shot from 11 ft,74,73
298,3,4:34.0,Defensive rebound by B. Lopez,,74,73
299,3,4:27.0,Turnover by B. Lopez (lost ball; steal by L. Aldridge),,74,73
300,3,4:21.0,,M. Belinelli misses 2-pt dunk at rim,74,73
301,3,4:19.0,,Offensive rebound by D. Bertāns,74,73
302,3,4:10.0,,D. Bertāns misses 2-pt hook shot from 2 ft,74,73
303,3,4:10.0,,Offensive rebound by Team,74,73
304,3,4:10.0,Violation by Team (delay of game),,74,73
305,3,4:10.0,K. Middleton enters the game for G. Antetokounmpo,,74,73
306,3,3:57.0,,L. Aldridge misses 2-pt jump shot from 16 ft,74,73
307,3,3:55.0,Defensive rebound by K. Middleton,,74,73
308,3,3:47.0,E. Bledsoe makes 2-pt layup from 1 ft,,76,73
309,3,3:32.0,,M. Belinelli misses 3-pt jump shot from 25 ft,76,73
310,3,3:30.0,,Offensive rebound by L. Aldridge,76,73
311,3,3:26.0,,D. Bertāns makes 2-pt jump shot from 16 ft (assist by P. Mills),76,75
312,3,3:26.0,P. Gasol enters the game for B. Lopez,,76,75
313,3,3:26.0,,J. Poeltl enters the game for L. Aldridge,76,75
314,3,3:02.0,K. Middleton misses 2-pt jump shot from 11 ft,,76,75
315,3,3:02.0,,Defensive rebound by Team,76,75
316,3,3:02.0,T. Snell enters the game for K. Middleton,,76,75
317,3,2:44.0,,D. DeRozan makes 2-pt jump shot from 9 ft,76,77
318,3,2:30.0,P. Connaughton makes 3-pt jump shot from 26 ft (assist by P. Gasol),,79,77
319,3,2:09.0,,D. DeRozan makes 2-pt jump shot from 8 ft,79,79
320,3,1:57.0,E. Bledsoe makes 2-pt layup from 2 ft,,81,79
321,3,1:46.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by J. Poeltl),81,82
322,3,1:35.0,Offensive foul by N. Mirotić (drawn by D. Bertāns),,81,82
323,3,1:35.0,Turnover by N. Mirotić (offensive foul),,81,82
324,3,1:22.0,,Shooting foul by T. Snell (drawn by D. DeRozan),81,82
325,3,1:22.0,,D. DeRozan makes free throw 1 of 2,81,83
326,3,1:22.0,M. Brogdon enters the game for E. Bledsoe,,81,83
327,3,1:22.0,,D. DeRozan makes free throw 2 of 2,81,84
328,3,1:09.0,N. Mirotić misses 2-pt jump shot from 14 ft,,81,84
329,3,1:05.0,,Defensive rebound by P. Mills,81,84
330,3,1:02.0,Violation by Team (kicked ball),,81,84
331,3,0:56.0,,D. DeRozan misses 2-pt jump shot from 17 ft,81,84
332,3,0:53.0,Defensive rebound by P. Connaughton,,81,84
333,3,0:39.0,P. Connaughton makes 2-pt jump shot from 19 ft,,83,84
334,3,0:26.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by D. DeRozan),83,87
335,3,0:04.0,Turnover by M. Brogdon (bad pass; steal by D. DeRozan),,83,87
336,3,0:00.0,,M. Belinelli misses 3-pt jump shot from 25 ft,83,87
337,3,0:00.0,,Offensive rebound by Team,83,87
338,4,11:43.0,M. Brogdon misses 3-pt jump shot from 25 ft,,83,87
339,4,11:39.0,,Defensive rebound by P. Mills,83,87
340,4,11:32.0,,P. Mills makes 3-pt jump shot from 25 ft,83,90
341,4,11:20.0,D. DiVincenzo misses 3-pt jump shot from 26 ft,,83,90
342,4,11:16.0,,Defensive rebound by J. Poeltl,83,90
343,4,11:06.0,,Shooting foul by P. Connaughton (drawn by D. White),83,90
344,4,11:06.0,,D. White misses free throw 1 of 2,83,90
345,4,11:06.0,,Offensive rebound by Team,83,90
346,4,11:06.0,,D. White makes free throw 2 of 2,83,91
347,4,10:46.0,P. Gasol misses 2-pt jump shot from 8 ft,,83,91
348,4,10:43.0,,Defensive rebound by J. Poeltl,83,91
349,4,10:38.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by M. Belinelli),83,93
350,4,10:38.0,Milwaukee full timeout,,83,93
351,4,10:38.0,B. Lopez enters the game for P. Gasol,,83,93
352,4,10:21.0,Turnover by D. DiVincenzo (off goaltending),,83,93
353,4,10:05.0,,D. White misses 2-pt layup from 5 ft,83,93
354,4,10:02.0,,Offensive rebound by J. Poeltl,83,93
355,4,10:00.0,,Turnover by J. Poeltl (lost ball; steal by B. Lopez),83,93
356,4,9:53.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,83,93
357,4,9:53.0,Offensive rebound by G. Antetokounmpo,,83,93
358,4,9:53.0,Shooting foul by D. White (drawn by G. Antetokounmpo),,83,93
359,4,9:53.0,G. Antetokounmpo misses free throw 1 of 2,,83,93
360,4,9:53.0,Offensive rebound by Team,,83,93
361,4,9:53.0,,L. Aldridge enters the game for D. Bertāns,83,93
362,4,9:53.0,G. Antetokounmpo makes free throw 2 of 2,,84,93
363,4,9:33.0,,P. Mills misses 3-pt jump shot from 26 ft,84,93
364,4,9:33.0,,Offensive rebound by J. Poeltl,84,93
365,4,9:21.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by D. White),84,95
366,4,9:12.0,D. DiVincenzo misses 3-pt jump shot from 26 ft,,84,95
367,4,9:09.0,,Defensive rebound by L. Aldridge,84,95
368,4,8:56.0,,L. Aldridge misses 2-pt jump shot from 17 ft,84,95
369,4,8:53.0,Defensive rebound by M. Brogdon,,84,95
370,4,8:43.0,M. Brogdon misses 3-pt jump shot from 25 ft,,84,95
371,4,8:43.0,Offensive rebound by Team,,84,95
372,4,8:43.0,K. Middleton enters the game for P. Connaughton,,84,95
373,4,8:43.0,,B. Forbes enters the game for P. Mills,84,95
