,QUARTER,TIME_REMAINING,DENVER_ACTION,LA LAKERS_ACTION,DENVER_SCORE,LA LAKERS_SCORE
0,1,11:40.0,W. Barton makes 3-pt jump shot from 26 ft (assist by G. Harris),,3,0
1,1,11:16.0,,L. James misses 2-pt jump shot from 6 ft,3,0
2,1,11:15.0,Defensive rebound by N. Jokić,,3,0
3,1,11:03.0,W. Barton makes 3-pt jump shot from 24 ft (assist by J. Murray),,6,0
4,1,10:37.0,,J. McGee makes 2-pt dunk from 2 ft (assist by R. Rondo),6,2
5,1,10:15.0,J. Murray misses 3-pt jump shot from 27 ft,,6,2
6,1,10:11.0,,Defensive rebound by J. Hart,6,2
7,1,9:57.0,,Turnover by L. James (bad pass; steal by N. Jokić),6,2
8,1,9:52.0,P. Millsap misses 2-pt layup from 2 ft,,6,2
9,1,9:49.0,,Defensive rebound by R. Rondo,6,2
10,1,9:45.0,,Shooting foul by W. Barton (drawn by L. James),6,2
11,1,9:45.0,,L. James misses free throw 1 of 2,6,2
12,1,9:45.0,,Offensive rebound by Team,6,2
13,1,9:45.0,,L. James misses free throw 2 of 2,6,2
14,1,9:43.0,Defensive rebound by N. Jokić,,6,2
15,1,9:33.0,G. Harris makes 2-pt layup from 1 ft (assist by J. Murray),,8,2
16,1,9:19.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),8,4
17,1,9:08.0,W. Barton makes 2-pt layup from 2 ft (assist by J. Murray),,10,4
18,1,9:02.0,,Shooting foul by P. Millsap (drawn by L. James),10,4
19,1,9:02.0,,L. James misses free throw 1 of 2,10,4
20,1,9:02.0,,Offensive rebound by Team,10,4
21,1,9:02.0,,L. James misses free throw 2 of 2,10,4
22,1,9:00.0,Defensive rebound by J. Murray,,10,4
23,1,8:52.0,W. Barton misses 3-pt jump shot from 27 ft,,10,4
24,1,8:48.0,,Defensive rebound by J. McGee,10,4
25,1,8:41.0,,L. James makes 3-pt jump shot from 26 ft,10,7
26,1,8:28.0,Turnover by J. Murray (bad pass),,10,7
27,1,8:22.0,,L. James makes 3-pt jump shot from 28 ft,10,10
28,1,8:06.0,Shooting foul by J. McGee (drawn by N. Jokić),,10,10
29,1,8:06.0,N. Jokić misses free throw 1 of 2,,10,10
30,1,8:06.0,Offensive rebound by Team,,10,10
31,1,8:06.0,N. Jokić makes free throw 2 of 2,,11,10
32,1,7:55.0,,L. James misses 3-pt jump shot from 27 ft,11,10
33,1,7:51.0,Defensive rebound by J. Murray,,11,10
34,1,7:44.0,J. Murray makes 3-pt jump shot from 26 ft (assist by W. Barton),,14,10
35,1,7:15.0,,J. Hart misses 3-pt jump shot from 24 ft,14,10
36,1,7:13.0,Defensive rebound by J. Murray,,14,10
37,1,7:09.0,J. Murray makes 2-pt jump shot from 7 ft,,16,10
38,1,7:02.0,,LA Lakers full timeout,16,10
39,1,7:02.0,,L. Stephenson enters the game for J. Hart,16,10
40,1,6:51.0,,J. McGee makes 2-pt dunk from 2 ft (assist by R. Rondo),16,12
41,1,6:34.0,J. Murray makes 2-pt jump shot from 14 ft (assist by N. Jokić),,18,12
42,1,6:23.0,,L. Stephenson makes 3-pt jump shot from 24 ft (assist by R. Rondo),18,15
43,1,6:06.0,N. Jokić makes 2-pt layup from 2 ft (assist by G. Harris),,20,15
44,1,5:50.0,,R. Bullock makes 2-pt jump shot from 21 ft (assist by R. Rondo),20,17
45,1,5:31.0,P. Millsap makes 2-pt jump shot from 11 ft (assist by J. Murray),,22,17
46,1,5:20.0,,L. James misses 2-pt jump shot from 11 ft,22,17
47,1,5:17.0,Defensive rebound by W. Barton,,22,17
48,1,5:15.0,G. Harris makes 2-pt layup from 1 ft (assist by W. Barton),,24,17
49,1,5:04.0,,L. Stephenson misses 3-pt jump shot from 25 ft,24,17
50,1,5:01.0,Defensive rebound by J. Murray,,24,17
51,1,4:58.0,J. Murray misses 3-pt jump shot from 27 ft,,24,17
52,1,4:56.0,,Defensive rebound by L. James,24,17
53,1,4:50.0,,L. James misses 3-pt jump shot from 27 ft,24,17
54,1,4:47.0,Defensive rebound by N. Jokić,,24,17
55,1,4:47.0,Shooting foul by R. Bullock (drawn by P. Millsap),,24,17
56,1,4:47.0,P. Millsap makes free throw 1 of 2,,25,17
57,1,4:47.0,M. Beasley enters the game for G. Harris,,25,17
58,1,4:47.0,,M. Muscala enters the game for L. James,25,17
59,1,4:47.0,,M. Wagner enters the game for J. McGee,25,17
60,1,4:47.0,P. Millsap makes free throw 2 of 2,,26,17
61,1,4:34.0,,L. Stephenson misses 2-pt layup from 2 ft,26,17
62,1,4:32.0,Defensive rebound by N. Jokić,,26,17
63,1,4:29.0,W. Barton makes 3-pt jump shot from 27 ft (assist by N. Jokić),,29,17
64,1,4:28.0,,LA Lakers full timeout,29,17
65,1,4:28.0,M. Plumlee enters the game for P. Millsap,,29,17
66,1,4:13.0,,M. Muscala misses 3-pt jump shot from 24 ft,29,17
67,1,4:10.0,Defensive rebound by J. Murray,,29,17
68,1,4:01.0,M. Beasley misses 3-pt jump shot from 26 ft,,29,17
69,1,3:57.0,Offensive rebound by N. Jokić,,29,17
70,1,3:55.0,W. Barton makes 3-pt jump shot from 27 ft (assist by N. Jokić),,32,17
71,1,3:44.0,,M. Wagner makes 3-pt jump shot from 26 ft (assist by R. Rondo),32,20
72,1,3:29.0,Personal foul by M. Wagner (drawn by N. Jokić),,32,20
73,1,3:29.0,,J. Hart enters the game for R. Bullock,32,20
74,1,3:20.0,W. Barton misses 2-pt layup from 2 ft,,32,20
75,1,3:18.0,,Defensive rebound by R. Rondo,32,20
76,1,3:11.0,,Offensive foul by R. Rondo (drawn by J. Murray),32,20
77,1,3:11.0,,Turnover by R. Rondo (offensive foul),32,20
78,1,3:11.0,P. Millsap enters the game for N. Jokić,,32,20
79,1,3:11.0,M. Morris enters the game for J. Murray,,32,20
80,1,2:56.0,M. Beasley misses 2-pt jump shot from 6 ft (block by M. Wagner),,32,20
81,1,2:54.0,,Defensive rebound by M. Muscala,32,20
82,1,2:50.0,,R. Rondo makes 2-pt layup from 2 ft,32,22
83,1,2:37.0,M. Plumlee makes 2-pt layup from 2 ft (assist by M. Morris),,34,22
84,1,2:37.0,Shooting foul by M. Wagner (drawn by M. Plumlee),,34,22
85,1,2:37.0,I. Thomas enters the game for W. Barton,,34,22
86,1,2:37.0,M. Plumlee makes free throw 1 of 1,,35,22
87,1,2:18.0,,M. Wagner misses 2-pt dunk from 3 ft,35,22
88,1,2:17.0,Defensive rebound by P. Millsap,,35,22
89,1,2:11.0,Shooting foul by J. Hart (drawn by I. Thomas),,35,22
90,1,2:11.0,I. Thomas misses free throw 1 of 2,,35,22
91,1,2:11.0,Offensive rebound by Team,,35,22
92,1,2:11.0,I. Thomas misses free throw 2 of 2,,35,22
93,1,2:09.0,,Defensive rebound by R. Rondo,35,22
94,1,2:02.0,,M. Wagner makes 3-pt jump shot from 25 ft (assist by R. Rondo),35,25
95,1,1:59.0,Denver full timeout,,35,25
96,1,1:44.0,M. Morris misses 2-pt jump shot from 22 ft,,35,25
97,1,1:41.0,Offensive rebound by P. Millsap,,35,25
98,1,1:41.0,P. Millsap makes 2-pt dunk from 1 ft,,37,25
99,1,1:25.0,,Turnover by M. Wagner (bad pass),37,25
100,1,1:05.0,M. Plumlee makes 2-pt hook shot from 3 ft,,39,25
101,1,0:50.0,,M. Muscala misses 3-pt jump shot from 27 ft,39,25
102,1,0:47.0,Defensive rebound by M. Beasley,,39,25
103,1,0:40.0,P. Millsap misses 2-pt jump shot from 2 ft,,39,25
104,1,0:38.0,Offensive rebound by P. Millsap,,39,25
105,1,0:38.0,P. Millsap makes 2-pt layup at rim,,41,25
106,1,0:26.0,,Turnover by R. Rondo (bad pass; steal by I. Thomas),41,25
107,1,0:23.0,M. Beasley makes 2-pt dunk at rim (assist by I. Thomas),,43,25
108,1,0:02.0,,R. Rondo misses 3-pt jump shot from 28 ft,43,25
109,1,0:01.0,Defensive rebound by M. Beasley,,43,25
110,1,0:00.0,M. Plumlee misses 2-pt jump shot from 5 ft,,43,25
111,1,0:00.0,Offensive rebound by Team,,43,25
112,2,11:47.0,,A. Caruso misses 3-pt jump shot from 26 ft,43,25
113,2,11:44.0,Defensive rebound by M. Plumlee,,43,25
114,2,11:29.0,I. Thomas makes 2-pt layup from 2 ft,,45,25
115,2,11:18.0,,Personal foul by M. Morris (drawn by A. Caruso),45,25
116,2,11:07.0,,L. James makes 2-pt jump shot from 12 ft,45,27
117,2,10:58.0,Turnover by M. Morris (bad pass; steal by L. James),,45,27
118,2,10:53.0,,J. Hart makes 2-pt dunk from 2 ft (assist by M. Wagner),45,29
119,2,10:27.0,I. Thomas misses 3-pt jump shot from 27 ft,,45,29
120,2,10:26.0,,Defensive rebound by R. Bullock,45,29
121,2,10:20.0,,Turnover by L. James (bad pass),45,29
122,2,9:54.0,I. Thomas makes 2-pt jump shot from 9 ft (assist by M. Plumlee),,47,29
123,2,9:40.0,,L. James misses 3-pt jump shot from 25 ft,47,29
124,2,9:37.0,Defensive rebound by I. Thomas,,47,29
125,2,9:21.0,M. Plumlee misses 2-pt layup from 4 ft,,47,29
126,2,9:19.0,,Defensive rebound by L. James,47,29
127,2,9:16.0,,M. Wagner misses 3-pt jump shot from 25 ft,47,29
128,2,9:11.0,Defensive rebound by M. Beasley,,47,29
129,2,9:11.0,T. Craig enters the game for P. Millsap,,47,29
130,2,9:11.0,,J. McGee enters the game for M. Wagner,47,29
131,2,8:58.0,T. Craig misses 2-pt jump shot from 7 ft,,47,29
132,2,8:55.0,Offensive rebound by M. Plumlee,,47,29
133,2,8:54.0,M. Plumlee misses 2-pt layup from 2 ft (block by J. McGee),,47,29
134,2,8:54.0,Offensive rebound by M. Beasley,,47,29
135,2,8:48.0,M. Morris makes 3-pt jump shot from 29 ft (assist by M. Beasley),,50,29
136,2,8:38.0,,J. McGee makes 2-pt hook shot from 6 ft (assist by L. James),50,31
137,2,8:19.0,M. Beasley makes 3-pt jump shot from 24 ft (assist by M. Morris),,53,31
138,2,7:56.0,,R. Bullock misses 2-pt jump shot from 6 ft,53,31
139,2,7:52.0,Defensive rebound by M. Plumlee,,53,31
140,2,7:48.0,I. Thomas misses 3-pt jump shot from 24 ft,,53,31
141,2,7:45.0,,Defensive rebound by J. McGee,53,31
142,2,7:40.0,,L. James makes 2-pt layup from 2 ft (assist by J. Hart),53,33
143,2,7:26.0,M. Morris makes 2-pt layup from 2 ft (assist by M. Plumlee),,55,33
144,2,7:17.0,,A. Caruso makes 2-pt layup from 3 ft (assist by L. James),55,35
145,2,7:04.0,T. Craig misses 3-pt jump shot from 24 ft,,55,35
146,2,7:01.0,,Defensive rebound by A. Caruso,55,35
147,2,6:58.0,,Personal foul by T. Craig (drawn by L. James),55,35
148,2,6:58.0,,LA Lakers full timeout,55,35
149,2,6:58.0,N. Jokić enters the game for M. Plumlee,,55,35
150,2,6:58.0,,K. Caldwell-Pope enters the game for R. Bullock,55,35
151,2,6:58.0,,R. Rondo enters the game for J. Hart,55,35
152,2,6:43.0,,L. James makes 2-pt jump shot from 19 ft,55,37
153,2,6:24.0,M. Beasley misses 3-pt jump shot from 27 ft,,55,37
154,2,6:20.0,Offensive rebound by N. Jokić,,55,37
155,2,6:12.0,M. Beasley misses 2-pt jump shot from 9 ft,,55,37
156,2,6:08.0,,Defensive rebound by L. James,55,37
157,2,6:02.0,,A. Caruso misses 2-pt jump shot from 18 ft,55,37
158,2,5:59.0,Defensive rebound by M. Morris,,55,37
159,2,5:48.0,T. Craig misses 3-pt jump shot from 27 ft,,55,37
160,2,5:44.0,,Defensive rebound by A. Caruso,55,37
161,2,5:38.0,,L. James makes 2-pt layup from 1 ft (assist by R. Rondo),55,39
162,2,5:38.0,,Shooting foul by T. Craig (drawn by L. James),55,39
163,2,5:38.0,W. Barton enters the game for M. Beasley,,55,39
