,QUARTER,TIME_REMAINING,MIAMI_ACTION,PHOENIX_ACTION,MIAMI_SCORE,PHOENIX_SCORE
39,1,6:48.0,R. McGruder misses 3-pt jump shot from 25 ft,,15,14
40,1,6:46.0,Offensive rebound by R. McGruder,,15,14
41,1,6:46.0,R. McGruder makes 2-pt layup from 1 ft,,17,14
42,1,6:46.0,,Phoenix full timeout,17,14
43,1,6:46.0,D. Wade enters the game for G. Dragić,,17,14
44,1,6:46.0,,J. Crawford enters the game for D. Ayton,17,14
45,1,6:46.0,,R. Holmes enters the game for J. Jackson,17,14
46,1,6:32.0,,T. Ariza misses 2-pt layup from 1 ft,17,14
47,1,6:31.0,Defensive rebound by B. Adebayo,,17,14
48,1,6:16.0,B. Adebayo makes 2-pt layup from 1 ft,,19,14
49,1,6:16.0,Shooting foul by R. Holmes (drawn by B. Adebayo),,19,14
50,1,6:16.0,B. Adebayo makes free throw 1 of 1,,20,14
51,1,6:00.0,,M. Bridges makes 3-pt jump shot from 24 ft (assist by D. Melton),20,17
52,1,5:46.0,J. Johnson misses 3-pt jump shot from 27 ft,,20,17
53,1,5:43.0,Offensive rebound by B. Adebayo,,20,17
54,1,5:37.0,J. Johnson makes 2-pt dunk from 1 ft (assist by D. Wade),,22,17
55,1,5:14.0,,Personal foul by D. Wade (drawn by T. Ariza),22,17
56,1,5:14.0,K. Olynyk enters the game for B. Adebayo,,22,17
57,1,5:14.0,,E. Okobo enters the game for D. Melton,22,17
58,1,5:01.0,,T. Ariza misses 2-pt jump shot from 11 ft,22,17
59,1,4:59.0,Defensive rebound by D. Wade,,22,17
60,1,4:45.0,K. Olynyk misses 3-pt jump shot from 25 ft,,22,17
61,1,4:41.0,,Defensive rebound by E. Okobo,22,17
62,1,4:34.0,,E. Okobo makes 2-pt layup from 1 ft (assist by J. Crawford),22,19
63,1,4:15.0,D. Wade misses 2-pt layup from 1 ft,,22,19
64,1,4:14.0,,Defensive rebound by E. Okobo,22,19
65,1,4:08.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by T. Ariza),22,21
66,1,4:00.0,Miami full timeout,,22,21
67,1,4:00.0,T. Johnson enters the game for J. Johnson,,22,21
68,1,4:00.0,D. Jones enters the game for R. McGruder,,22,21
69,1,4:00.0,J. Winslow enters the game for J. Richardson,,22,21
70,1,4:00.0,,T. Daniels enters the game for M. Bridges,22,21
71,1,3:50.0,D. Jones makes 2-pt dunk from 2 ft (assist by T. Johnson),,24,21
72,1,3:30.0,,J. Crawford misses 3-pt jump shot from 28 ft,24,21
73,1,3:27.0,Defensive rebound by T. Johnson,,24,21
74,1,3:21.0,K. Olynyk misses 3-pt jump shot from 25 ft,,24,21
75,1,3:19.0,,Defensive rebound by T. Ariza,24,21
76,1,3:12.0,,R. Holmes makes 2-pt dunk at rim (assist by J. Crawford),24,23
77,1,2:49.0,T. Johnson makes 2-pt jump shot from 4 ft,,26,23
78,1,2:35.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by T. Ariza),26,26
79,1,2:24.0,D. Wade misses 3-pt jump shot from 24 ft,,26,26
80,1,2:22.0,,Defensive rebound by E. Okobo,26,26
81,1,2:16.0,,Shooting foul by K. Olynyk (drawn by R. Holmes),26,26
82,1,2:16.0,,R. Holmes misses free throw 1 of 2,26,26
83,1,2:16.0,,Offensive rebound by Team,26,26
84,1,2:16.0,,J. Jackson enters the game for T. Ariza,26,26
85,1,2:16.0,,R. Holmes makes free throw 2 of 2,26,27
86,1,2:01.0,D. Jones misses 3-pt jump shot from 25 ft,,26,27
87,1,2:00.0,,Defensive rebound by J. Jackson,26,27
88,1,1:50.0,,E. Okobo misses 3-pt jump shot from 25 ft,26,27
89,1,1:46.0,Defensive rebound by J. Winslow,,26,27
90,1,1:43.0,J. Winslow makes 2-pt layup from 1 ft,,28,27
91,1,1:43.0,Shooting foul by J. Crawford (drawn by J. Winslow),,28,27
92,1,1:43.0,J. Winslow makes free throw 1 of 1,,29,27
93,1,1:29.0,,R. Holmes misses 2-pt layup from 1 ft,29,27
94,1,1:27.0,,Offensive rebound by J. Jackson,29,27
95,1,1:27.0,,Shooting foul by D. Jones (drawn by J. Jackson),29,27
96,1,1:27.0,,J. Jackson makes free throw 1 of 2,29,28
97,1,1:27.0,,J. Jackson makes free throw 2 of 2,29,29
98,1,1:16.0,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Winslow),,31,29
99,1,1:08.0,,Shooting foul by D. Jones (drawn by J. Jackson),31,29
100,1,1:08.0,,J. Jackson makes free throw 1 of 3,31,30
101,1,1:08.0,,J. Jackson makes free throw 2 of 3,31,31
102,1,1:08.0,,J. Jackson makes free throw 3 of 3,31,32
103,1,0:56.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by T. Johnson),,34,32
104,1,0:49.0,,J. Crawford misses 2-pt layup from 3 ft,34,32
105,1,0:48.0,Defensive rebound by K. Olynyk,,34,32
106,1,0:46.0,Turnover by D. Wade (traveling),,34,32
107,1,0:32.0,,Shooting foul by T. Johnson (drawn by J. Jackson),34,32
108,1,0:32.0,,J. Jackson misses free throw 1 of 2,34,32
109,1,0:32.0,,Offensive rebound by Team,34,32
110,1,0:32.0,,M. Bridges enters the game for J. Crawford,34,32
111,1,0:32.0,,J. Jackson makes free throw 2 of 2,34,33
112,1,0:26.0,D. Wade misses 2-pt layup from 1 ft (block by R. Holmes),,34,33
113,1,0:23.0,,Defensive rebound by T. Daniels,34,33
114,1,0:04.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by E. Okobo),34,36
115,1,0:00.0,K. Olynyk misses 3-pt jump shot from 50 ft,,34,36
116,1,0:00.0,Offensive rebound by Team,,34,36
117,2,11:44.0,T. Johnson misses 2-pt jump shot from 20 ft,,34,36
118,2,11:42.0,,Defensive rebound by T. Daniels,34,36
119,2,11:30.0,,T. Daniels misses 3-pt jump shot from 26 ft,34,36
120,2,11:26.0,Defensive rebound by K. Olynyk,,34,36
121,2,11:14.0,D. Wade misses 2-pt hook shot from 9 ft,,34,36
122,2,11:11.0,,Defensive rebound by T. Daniels,34,36
123,2,10:58.0,,Turnover by J. Jackson (bad pass; steal by K. Olynyk),34,36
124,2,10:58.0,Personal foul by E. Okobo (drawn by D. Jones),,34,36
125,2,10:49.0,Personal foul by E. Okobo (drawn by K. Olynyk),,34,36
126,2,10:49.0,B. Adebayo enters the game for D. Jones,,34,36
127,2,10:49.0,,D. Ayton enters the game for R. Holmes,34,36
128,2,10:37.0,T. Johnson misses 2-pt jump shot from 21 ft,,34,36
129,2,10:36.0,,Defensive rebound by D. Ayton,34,36
130,2,10:25.0,,Personal foul by K. Olynyk (drawn by J. Jackson),34,36
131,2,10:17.0,,Turnover by E. Okobo (bad pass; steal by J. Winslow),34,36
132,2,10:07.0,Personal foul by J. Crawford (drawn by K. Olynyk),,34,36
133,2,10:07.0,J. Richardson enters the game for K. Olynyk,,34,36
134,2,10:00.0,J. Richardson misses 2-pt jump shot from 7 ft,,34,36
135,2,9:56.0,,Defensive rebound by D. Ayton,34,36
136,2,9:39.0,,D. Ayton misses 2-pt jump shot from 18 ft,34,36
137,2,9:37.0,Defensive rebound by T. Johnson,,34,36
138,2,9:29.0,Turnover by D. Wade (bad pass; steal by J. Jackson),,34,36
139,2,9:27.0,,Personal take foul by J. Winslow (drawn by J. Jackson),34,36
140,2,9:27.0,G. Dragić enters the game for T. Johnson,,34,36
141,2,9:27.0,R. McGruder enters the game for D. Wade,,34,36
142,2,9:27.0,,M. Bridges enters the game for J. Jackson,34,36
143,2,9:15.0,,J. Crawford misses 3-pt jump shot from 24 ft,34,36
144,2,9:12.0,Defensive rebound by B. Adebayo,,34,36
145,2,8:59.0,Turnover by G. Dragić (bad pass),,34,36
146,2,8:48.0,,T. Daniels misses 2-pt layup from 1 ft (block by J. Richardson),34,36
147,2,8:46.0,Defensive rebound by B. Adebayo,,34,36
148,2,8:41.0,Personal foul by T. Daniels (drawn by B. Adebayo),,34,36
149,2,8:28.0,R. McGruder makes 3-pt jump shot from 25 ft (assist by G. Dragić),,37,36
150,2,8:09.0,,J. Crawford makes 2-pt jump shot from 17 ft,37,38
151,2,7:53.0,R. McGruder misses 3-pt jump shot from 26 ft,,37,38
152,2,7:52.0,,Defensive rebound by D. Ayton,37,38
153,2,7:40.0,,D. Ayton makes 2-pt layup at rim (assist by E. Okobo),37,40
154,2,7:19.0,J. Winslow makes 2-pt layup from 2 ft (assist by J. Richardson),,39,40
155,2,7:12.0,,Phoenix full timeout,39,40
156,2,7:12.0,,T. Ariza enters the game for J. Crawford,39,40
157,2,7:12.0,,D. Melton enters the game for E. Okobo,39,40
158,2,7:04.0,,M. Bridges misses 2-pt jump shot from 12 ft,39,40
159,2,7:01.0,Defensive rebound by B. Adebayo,,39,40
160,2,6:46.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by G. Dragić),,41,40
161,2,6:27.0,,Turnover by D. Melton (bad pass; steal by J. Richardson),41,40
162,2,6:23.0,J. Richardson misses 3-pt jump shot from 25 ft,,41,40
163,2,6:20.0,Offensive rebound by J. Winslow,,41,40
164,2,6:17.0,Turnover by J. Winslow (out of bounds lost ball),,41,40
165,2,6:01.0,,D. Ayton makes 2-pt hook shot from 4 ft (assist by T. Ariza),41,42
166,2,5:40.0,Miami full timeout,,41,42
167,2,5:35.0,B. Adebayo misses 2-pt hook shot from 2 ft,,41,42
168,2,5:34.0,,Defensive rebound by D. Melton,41,42
169,2,5:24.0,,Turnover by T. Ariza (traveling),41,42
170,2,5:14.0,G. Dragić makes 2-pt jump shot from 14 ft,,43,42
171,2,5:02.0,,Personal foul by R. McGruder (drawn by T. Ariza),43,42
172,2,4:53.0,,T. Daniels makes 3-pt jump shot from 27 ft (assist by D. Ayton),43,45
173,2,4:37.0,G. Dragić misses 3-pt jump shot from 23 ft,,43,45
174,2,4:33.0,,Defensive rebound by D. Ayton,43,45
175,2,4:28.0,,T. Daniels misses 3-pt jump shot from 26 ft,43,45
176,2,4:26.0,Defensive rebound by J. Richardson,,43,45
177,2,4:16.0,G. Dragić misses 2-pt jump shot from 12 ft,,43,45
178,2,4:16.0,,Defensive rebound by T. Ariza,43,45
179,2,4:10.0,,Personal foul by J. Richardson (drawn by D. Ayton),43,45
180,2,4:03.0,,Turnover by D. Melton (lost ball; steal by G. Dragić),43,45
181,2,3:52.0,Personal foul by M. Bridges (drawn by B. Adebayo),,43,45
182,2,3:52.0,B. Adebayo makes free throw 1 of 2,,44,45
183,2,3:52.0,B. Adebayo makes free throw 2 of 2,,45,45
184,2,3:32.0,,D. Melton misses 2-pt jump shot from 11 ft,45,45
185,2,3:31.0,,Offensive rebound by Team,45,45
186,2,3:24.0,,Turnover by D. Ayton (offensive foul),45,45
187,2,3:24.0,,Offensive foul by D. Ayton (drawn by B. Adebayo),45,45
188,2,3:24.0,,J. Crawford enters the game for D. Ayton,45,45
189,2,3:24.0,,R. Holmes enters the game for T. Daniels,45,45
190,2,3:13.0,G. Dragić makes 2-pt jump shot from 6 ft,,47,45
191,2,2:59.0,,Turnover by R. Holmes (bad pass; steal by B. Adebayo),47,45
192,2,2:56.0,B. Adebayo makes 2-pt layup from 1 ft (assist by J. Winslow),,49,45
193,2,2:56.0,Shooting foul by J. Crawford (drawn by B. Adebayo),,49,45
194,2,2:56.0,B. Adebayo makes free throw 1 of 1,,50,45
195,2,2:39.0,,D. Melton misses 2-pt jump shot from 10 ft (block by B. Adebayo),50,45
196,2,2:33.0,Defensive rebound by J. Richardson,,50,45
197,2,2:33.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Richardson),,52,45
198,2,2:33.0,,Phoenix full timeout,52,45
199,2,2:33.0,,J. Jackson enters the game for D. Melton,52,45
200,2,2:22.0,,R. Holmes misses 2-pt jump shot from 9 ft,52,45
201,2,2:19.0,Defensive rebound by J. Richardson,,52,45
202,2,2:08.0,B. Adebayo makes 2-pt dunk at rim (assist by G. Dragić),,54,45
203,2,1:53.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by J. Crawford),54,47
204,2,1:41.0,J. Winslow makes 3-pt jump shot from 26 ft (assist by G. Dragić),,57,47
205,2,1:16.0,,T. Ariza misses 2-pt layup from 1 ft,57,47
206,2,1:15.0,,Offensive rebound by Team,57,47
207,2,1:10.0,,M. Bridges misses 3-pt jump shot from 25 ft,57,47
208,2,1:07.0,Defensive rebound by R. McGruder,,57,47
209,2,0:53.0,G. Dragić misses 2-pt jump shot from 3 ft,,57,47
210,2,0:51.0,,Defensive rebound by R. Holmes,57,47
211,2,0:45.0,,Turnover by J. Crawford (lost ball; steal by G. Dragić),57,47
212,2,0:39.0,R. McGruder makes 3-pt jump shot from 25 ft (assist by G. Dragić),,60,47
213,2,0:19.0,,J. Crawford misses 3-pt jump shot from 26 ft,60,47
214,2,0:15.0,Defensive rebound by B. Adebayo,,60,47
215,2,0:01.0,Turnover by G. Dragić (lost ball; steal by M. Bridges),,60,47
216,2,0:00.0,,M. Bridges makes 3-pt jump shot from 25 ft,60,50
217,3,11:44.0,J. Johnson misses 3-pt jump shot from 25 ft,,60,50
218,3,11:41.0,,Defensive rebound by T. Ariza,60,50
219,3,11:29.0,,D. Ayton makes 2-pt dunk at rim (assist by J. Jackson),60,52
220,3,11:11.0,G. Dragić misses 3-pt jump shot from 25 ft,,60,52
221,3,11:10.0,,Defensive rebound by D. Ayton,60,52
222,3,10:55.0,,Turnover by J. Jackson (bad pass; steal by J. Johnson),60,52
223,3,10:51.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Johnson),,62,52
224,3,10:34.0,,D. Ayton makes 2-pt hook shot from 4 ft (assist by T. Ariza),62,54
225,3,10:19.0,Personal foul by J. Jackson (drawn by J. Richardson),,62,54
226,3,10:13.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,65,54
227,3,9:55.0,,Turnover by J. Jackson (lost ball; steal by J. Johnson),65,54
228,3,9:48.0,G. Dragić misses 2-pt hook shot from 8 ft,,65,54
229,3,9:45.0,,Defensive rebound by D. Ayton,65,54
230,3,9:42.0,,Turnover by J. Jackson (bad pass),65,54
231,3,9:24.0,B. Adebayo misses 2-pt jump shot from 18 ft,,65,54
232,3,9:22.0,Offensive rebound by R. McGruder,,65,54
233,3,9:14.0,R. McGruder makes 3-pt jump shot from 26 ft (assist by G. Dragić),,68,54
234,3,9:12.0,,Phoenix full timeout,68,54
235,3,9:01.0,,M. Bridges misses 2-pt jump shot from 21 ft,68,54
236,3,8:58.0,Defensive rebound by R. McGruder,,68,54
237,3,8:43.0,J. Johnson misses 2-pt jump shot from 11 ft,,68,54
238,3,8:41.0,,Defensive rebound by J. Jackson,68,54
239,3,8:33.0,,D. Melton makes 3-pt jump shot from 23 ft (assist by T. Ariza),68,57
240,3,8:07.0,J. Johnson misses 3-pt jump shot from 26 ft,,68,57
241,3,8:03.0,,Defensive rebound by D. Melton,68,57
242,3,7:57.0,,Personal foul by R. McGruder (drawn by D. Ayton),68,57
243,3,7:53.0,,T. Ariza misses 3-pt jump shot from 25 ft,68,57
244,3,7:48.0,Defensive rebound by B. Adebayo,,68,57
245,3,7:33.0,J. Johnson makes 2-pt layup at rim (assist by J. Richardson),,70,57
246,3,7:16.0,,Turnover by D. Ayton (out of bounds lost ball),70,57
247,3,7:16.0,,T. Daniels enters the game for J. Jackson,70,57
248,3,7:07.0,J. Johnson makes 2-pt dunk at rim (assist by G. Dragić),,72,57
249,3,6:42.0,,T. Ariza misses 3-pt jump shot from 25 ft,72,57
250,3,6:40.0,Defensive rebound by R. McGruder,,72,57
251,3,6:26.0,Turnover by J. Johnson (bad pass),,72,57
252,3,6:16.0,,D. Melton makes 3-pt jump shot from 24 ft (assist by T. Ariza),72,60
253,3,5:57.0,J. Johnson misses 3-pt jump shot from 26 ft,,72,60
254,3,5:55.0,,Defensive rebound by D. Ayton,72,60
255,3,5:46.0,,T. Ariza makes 2-pt dunk from 1 ft (assist by D. Melton),72,62
256,3,5:38.0,Miami full timeout,,72,62
257,3,5:31.0,R. McGruder misses 3-pt jump shot from 26 ft,,72,62
258,3,5:28.0,,Defensive rebound by T. Ariza,72,62
259,3,5:26.0,,Turnover by D. Melton (bad pass),72,62
260,3,5:26.0,D. Wade enters the game for G. Dragić,,72,62
261,3,5:11.0,D. Wade misses 3-pt jump shot from 25 ft,,72,62
262,3,5:07.0,,Defensive rebound by D. Ayton,72,62
263,3,4:52.0,,T. Daniels misses 2-pt jump shot from 17 ft,72,62
264,3,4:50.0,Defensive rebound by J. Johnson,,72,62
265,3,4:38.0,J. Richardson makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,75,62
266,3,4:20.0,,D. Ayton misses 2-pt jump shot from 21 ft,75,62
267,3,4:17.0,,Offensive rebound by M. Bridges,75,62
268,3,4:17.0,,M. Bridges misses 2-pt layup at rim,75,62
269,3,4:17.0,Defensive rebound by J. Johnson,,75,62
270,3,4:05.0,R. McGruder makes 3-pt jump shot from 25 ft (assist by D. Wade),,78,62
271,3,3:41.0,,D. Melton misses 3-pt jump shot from 27 ft,78,62
272,3,3:38.0,Defensive rebound by J. Johnson,,78,62
273,3,3:27.0,J. Richardson misses 2-pt jump shot from 13 ft,,78,62
274,3,3:25.0,Offensive rebound by B. Adebayo,,78,62
275,3,3:25.0,Shooting foul by D. Melton (drawn by B. Adebayo),,78,62
276,3,3:25.0,B. Adebayo makes free throw 1 of 2,,79,62
277,3,3:25.0,J. Winslow enters the game for J. Johnson,,79,62
278,3,3:25.0,,J. Crawford enters the game for D. Ayton,79,62
279,3,3:25.0,,R. Holmes enters the game for M. Bridges,79,62
280,3,3:25.0,B. Adebayo makes free throw 2 of 2,,80,62
281,3,3:12.0,,D. Melton makes 2-pt jump shot from 21 ft,80,64
282,3,3:12.0,,Shooting foul by R. McGruder (drawn by D. Melton),80,64
283,3,3:12.0,T. Johnson enters the game for B. Adebayo,,80,64
284,3,3:12.0,K. Olynyk enters the game for R. McGruder,,80,64
285,3,3:12.0,,J. Jackson enters the game for T. Ariza,80,64
286,3,3:12.0,,D. Melton makes free throw 1 of 1,80,65
287,3,3:02.0,Turnover by K. Olynyk (bad pass; steal by D. Melton),,80,65
288,3,2:55.0,,T. Daniels makes 3-pt jump shot from 22 ft (assist by D. Melton),80,68
289,3,2:34.0,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Richardson),,82,68
290,3,2:11.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by D. Melton),82,70
291,3,1:50.0,K. Olynyk misses 2-pt layup from 2 ft (block by J. Jackson),,82,70
292,3,1:47.0,,Defensive rebound by R. Holmes,82,70
293,3,1:41.0,,Turnover by J. Jackson (bad pass; steal by D. Wade),82,70
294,3,1:36.0,T. Johnson makes 2-pt layup from 1 ft (assist by J. Winslow),,84,70
295,3,1:17.0,,D. Melton makes 3-pt jump shot from 25 ft (assist by J. Jackson),84,73
296,3,0:58.0,J. Richardson misses 2-pt jump shot from 20 ft,,84,73
297,3,0:57.0,,Defensive rebound by J. Jackson,84,73
298,3,0:51.0,,J. Jackson misses 2-pt layup from 1 ft (block by K. Olynyk),84,73
299,3,0:48.0,Defensive rebound by J. Winslow,,84,73
300,3,0:46.0,J. Winslow makes 2-pt layup from 2 ft,,86,73
301,3,0:34.0,,Personal foul by J. Winslow (drawn by J. Crawford),86,73
302,3,0:29.0,,D. Melton misses 3-pt jump shot from 25 ft,86,73
303,3,0:26.0,Defensive rebound by J. Winslow,,86,73
304,3,0:07.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by J. Winslow),,89,73
305,3,0:01.0,,J. Crawford misses 3-pt jump shot from 27 ft,89,73
306,3,0:01.0,,Offensive rebound by Team,89,73
307,4,11:34.0,,Turnover by Team (shot clock),89,73
308,4,11:18.0,K. Olynyk misses 3-pt jump shot from 26 ft,,89,73
309,4,11:16.0,,Defensive rebound by R. Holmes,89,73
310,4,11:07.0,,Turnover by R. Holmes (offensive foul),89,73
311,4,11:07.0,,Offensive foul by R. Holmes (drawn by R. McGruder),89,73
312,4,10:56.0,T. Johnson makes 2-pt layup at rim (assist by J. Winslow),,91,73
313,4,10:44.0,,J. Crawford makes 2-pt jump shot from 21 ft,91,75
314,4,10:24.0,Turnover by J. Winslow (bad pass; steal by J. Jackson),,91,75
315,4,10:19.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by J. Jackson),91,77
316,4,10:06.0,T. Johnson misses 2-pt jump shot from 1 ft,,91,77
317,4,10:03.0,,Defensive rebound by R. Holmes,91,77
318,4,10:00.0,,E. Okobo misses 2-pt layup from 1 ft (block by J. Winslow),91,77
319,4,9:57.0,Defensive rebound by K. Olynyk,,91,77
320,4,9:53.0,R. McGruder misses 3-pt jump shot from 26 ft,,91,77
321,4,9:53.0,,Defensive rebound by J. Crawford,91,77
322,4,9:45.0,,Shooting foul by D. Wade (drawn by J. Crawford),91,77
323,4,9:45.0,,J. Crawford makes free throw 1 of 2,91,78
324,4,9:45.0,J. Richardson enters the game for R. McGruder,,91,78
325,4,9:45.0,,J. Crawford makes free throw 2 of 2,91,79
326,4,9:35.0,K. Olynyk makes 2-pt dunk at rim (assist by J. Richardson),,93,79
327,4,9:18.0,,Shooting foul by K. Olynyk (drawn by J. Jackson),93,79
328,4,9:18.0,,J. Jackson misses free throw 1 of 2,93,79
329,4,9:18.0,,Offensive rebound by Team,93,79
330,4,9:18.0,,J. Jackson makes free throw 2 of 2,93,80
331,4,8:59.0,T. Johnson misses 2-pt layup at rim (block by R. Holmes),,93,80
332,4,8:56.0,,Defensive rebound by J. Jackson,93,80
333,4,8:51.0,,J. Jackson misses 2-pt layup from 1 ft,93,80
334,4,8:49.0,Defensive rebound by J. Winslow,,93,80
335,4,8:49.0,Personal take foul by J. Crawford (drawn by J. Winslow),,93,80
336,4,8:49.0,,T. Ariza enters the game for J. Jackson,93,80
337,4,8:31.0,J. Winslow makes 3-pt jump shot from 24 ft (assist by T. Johnson),,96,80
338,4,8:16.0,,J. Crawford misses 2-pt jump shot from 21 ft,96,80
339,4,8:13.0,Defensive rebound by T. Johnson,,96,80
340,4,8:01.0,J. Winslow makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,99,80
341,4,8:00.0,,Phoenix full timeout,99,80
342,4,8:00.0,,D. Ayton enters the game for J. Crawford,99,80
343,4,8:00.0,,M. Bridges enters the game for R. Holmes,99,80
344,4,7:45.0,,T. Ariza misses 3-pt jump shot from 23 ft,99,80
345,4,7:40.0,Defensive rebound by J. Winslow,,99,80
346,4,7:16.0,K. Olynyk misses 3-pt jump shot from 25 ft,,99,80
347,4,7:13.0,,Defensive rebound by D. Ayton,99,80
348,4,7:06.0,,Turnover by D. Ayton (out of bounds lost ball),99,80
349,4,6:59.0,Shooting foul by E. Okobo (drawn by D. Wade),,99,80
350,4,6:59.0,D. Wade makes free throw 1 of 2,,100,80
351,4,6:59.0,D. Wade makes free throw 2 of 2,,101,80
352,4,6:48.0,,Shooting foul by K. Olynyk (drawn by M. Bridges),101,80
353,4,6:48.0,,M. Bridges misses free throw 1 of 2,101,80
354,4,6:48.0,,Offensive rebound by Team,101,80
355,4,6:48.0,,M. Bridges makes free throw 2 of 2,101,81
356,4,6:34.0,K. Olynyk makes 2-pt layup at rim,,103,81
357,4,6:27.0,,Offensive foul by E. Okobo (drawn by D. Wade),103,81
358,4,6:27.0,,Turnover by E. Okobo (offensive foul),103,81
359,4,6:07.0,Turnover by D. Wade (bad pass; steal by E. Okobo),,103,81
360,4,6:02.0,,M. Bridges misses 3-pt jump shot from 23 ft,103,81
361,4,5:56.0,Defensive rebound by K. Olynyk,,103,81
362,4,5:52.0,D. Wade misses 3-pt jump shot from 25 ft,,103,81
363,4,5:50.0,,Defensive rebound by E. Okobo,103,81
364,4,5:42.0,,T. Daniels makes 3-pt jump shot from 26 ft,103,84
365,4,5:41.0,Miami full timeout,,103,84
366,4,5:41.0,B. Adebayo enters the game for D. Wade,,103,84
367,4,5:23.0,Turnover by J. Winslow (bad pass; steal by E. Okobo),,103,84
368,4,5:23.0,,Turnover by E. Okobo (traveling),103,84
369,4,5:09.0,J. Richardson misses 2-pt hook shot from 4 ft (block by D. Ayton),,103,84
370,4,5:06.0,,Defensive rebound by D. Ayton,103,84
371,4,5:02.0,,T. Daniels misses 3-pt jump shot from 26 ft,103,84
372,4,5:01.0,,Offensive rebound by Team,103,84
373,4,4:49.0,Violation by Team (kicked ball),,103,84
374,4,4:44.0,,T. Ariza misses 3-pt jump shot from 26 ft,103,84
375,4,4:42.0,Defensive rebound by T. Johnson,,103,84
376,4,4:26.0,J. Richardson misses 3-pt jump shot from 26 ft,,103,84
377,4,4:23.0,,Defensive rebound by T. Daniels,103,84
