,QUARTER,TIME_REMAINING,TORONTO_ACTION,PORTLAND_ACTION,TORONTO_SCORE,PORTLAND_SCORE
159,2,4:48.0,K. Leonard misses free throw 1 of 2,,36,47
160,2,4:48.0,Offensive rebound by Team,,36,47
161,2,4:48.0,K. Leonard makes free throw 2 of 2,,37,47
162,2,4:36.0,,M. Harkless makes 2-pt dunk from 1 ft (assist by J. Nurkić),37,49
163,2,4:14.0,P. Siakam misses 3-pt jump shot from 25 ft,,37,49
164,2,4:11.0,,Defensive rebound by Team,37,49
165,2,3:51.0,,A. Aminu misses 2-pt jump shot from 12 ft,37,49
166,2,3:49.0,Defensive rebound by S. Ibaka,,37,49
167,2,3:44.0,D. Green makes 3-pt jump shot from 26 ft,,40,49
168,2,3:42.0,,Portland full timeout,40,49
169,2,3:23.0,,M. Harkless misses 3-pt jump shot from 23 ft,40,49
170,2,3:21.0,,Offensive rebound by J. Nurkić,40,49
171,2,3:18.0,,C. McCollum misses 3-pt jump shot from 24 ft,40,49
172,2,3:18.0,,Offensive rebound by Team,40,49
173,2,3:18.0,Loose ball foul by S. Ibaka (drawn by J. Nurkić),,40,49
174,2,3:12.0,,Shooting foul by D. Green (drawn by C. McCollum),40,49
175,2,3:12.0,,C. McCollum makes free throw 1 of 2,40,50
176,2,3:12.0,,C. McCollum makes free throw 2 of 2,40,51
177,2,2:56.0,S. Ibaka makes 2-pt layup from 2 ft,,42,51
178,2,2:42.0,,J. Nurkić misses 2-pt layup from 2 ft,42,51
179,2,2:39.0,,Offensive rebound by M. Harkless,42,51
180,2,2:39.0,,M. Harkless makes 2-pt dunk from 1 ft,42,53
181,2,2:23.0,S. Ibaka makes 2-pt jump shot from 21 ft (assist by F. VanVleet),,44,53
182,2,2:13.0,,J. Nurkić misses 2-pt hook shot from 3 ft,44,53
183,2,2:11.0,,Offensive rebound by J. Nurkić,44,53
184,2,2:10.0,,Shooting foul by K. Leonard (drawn by J. Nurkić),44,53
185,2,2:10.0,,J. Nurkić misses free throw 1 of 2,44,53
186,2,2:10.0,,Offensive rebound by Team,44,53
187,2,2:10.0,,J. Nurkić makes free throw 2 of 2,44,54
188,2,1:57.0,Personal foul by J. Nurkić (drawn by F. VanVleet),,44,54
189,2,1:45.0,Turnover by P. Siakam (bad pass; steal by J. Nurkić),,44,54
190,2,1:32.0,,M. Harkless makes 2-pt dunk from 2 ft (assist by D. Lillard),44,56
191,2,1:15.0,S. Ibaka misses 2-pt jump shot from 20 ft,,44,56
192,2,1:12.0,,Defensive rebound by M. Harkless,44,56
193,2,1:06.0,,J. Nurkić misses 2-pt hook shot from 3 ft,44,56
194,2,1:04.0,Defensive rebound by P. Siakam,,44,56
195,2,1:00.0,Flagrant foul type 1 by C. McCollum (drawn by P. Siakam),,44,56
196,2,1:00.0,P. Siakam makes flagrant free throw 1 of 2,,45,56
197,2,1:00.0,P. Siakam makes flagrant free throw 2 of 2,,46,56
198,2,0:46.0,F. VanVleet makes 2-pt jump shot from 16 ft,,48,56
199,2,0:35.0,,C. McCollum makes 2-pt jump shot from 9 ft (assist by D. Lillard),48,58
200,2,0:21.0,S. Ibaka makes 2-pt jump shot from 6 ft (assist by K. Leonard),,50,58
201,2,0:04.0,,J. Nurkić misses 2-pt layup from 1 ft,50,58
202,2,0:03.0,,Offensive rebound by Team,50,58
203,2,0:03.0,,J. Nurkić misses 2-pt layup from 1 ft,50,58
204,2,0:03.0,,Offensive rebound by J. Nurkić,50,58
205,2,0:01.0,,A. Aminu misses 2-pt jump shot from 19 ft,50,58
206,2,0:01.0,Defensive rebound by D. Green,,50,58
207,3,11:40.0,,A. Aminu misses 3-pt jump shot from 25 ft,50,58
208,3,11:37.0,Defensive rebound by S. Ibaka,,50,58
209,3,11:21.0,Turnover by D. Green (lost ball; steal by C. McCollum),,50,58
210,3,11:07.0,,J. Nurkić makes 2-pt layup at rim,50,60
211,3,10:48.0,K. Leonard makes 2-pt layup from 1 ft,,52,60
212,3,10:34.0,,J. Nurkić makes 2-pt hook shot from 2 ft,52,62
213,3,10:17.0,K. Leonard makes 2-pt jump shot from 22 ft,,54,62
214,3,10:03.0,,M. Harkless misses 2-pt jump shot from 4 ft,54,62
215,3,10:00.0,,Offensive rebound by A. Aminu,54,62
216,3,10:00.0,,A. Aminu misses 2-pt layup at rim,54,62
217,3,9:59.0,,Offensive rebound by J. Nurkić,54,62
218,3,9:58.0,,J. Nurkić misses 2-pt hook shot from 2 ft,54,62
219,3,9:56.0,Defensive rebound by S. Ibaka,,54,62
220,3,9:49.0,F. VanVleet misses 3-pt jump shot from 22 ft,,54,62
221,3,9:46.0,,Defensive rebound by J. Nurkić,54,62
222,3,9:39.0,,Shooting foul by P. Siakam (drawn by D. Lillard),54,62
223,3,9:39.0,,D. Lillard makes free throw 1 of 2,54,63
224,3,9:39.0,,D. Lillard makes free throw 2 of 2,54,64
225,3,9:28.0,,Violation by Team (kicked ball),54,64
226,3,9:15.0,S. Ibaka makes 2-pt hook shot from 5 ft (assist by F. VanVleet),,56,64
227,3,8:48.0,,C. McCollum misses 3-pt jump shot from 27 ft,56,64
228,3,8:46.0,Defensive rebound by K. Leonard,,56,64
229,3,8:41.0,K. Leonard makes 3-pt jump shot from 25 ft,,59,64
230,3,8:30.0,,Personal foul by K. Leonard (drawn by M. Harkless),59,64
231,3,8:27.0,,Personal foul by S. Ibaka (drawn by J. Nurkić),59,64
232,3,8:21.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by J. Nurkić),59,67
233,3,8:08.0,Shooting foul by J. Nurkić (drawn by K. Leonard),,59,67
234,3,8:08.0,K. Leonard misses free throw 1 of 2,,59,67
235,3,8:08.0,Offensive rebound by Team,,59,67
236,3,8:08.0,K. Leonard makes free throw 2 of 2,,60,67
237,3,7:59.0,,D. Lillard makes 2-pt jump shot from 13 ft,60,69
238,3,7:47.0,P. Siakam misses 2-pt jump shot from 6 ft,,60,69
239,3,7:46.0,Offensive rebound by P. Siakam,,60,69
240,3,7:44.0,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),,63,69
241,3,7:32.0,,D. Lillard makes 2-pt layup from 1 ft (assist by J. Nurkić),63,71
242,3,7:17.0,D. Green makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,66,71
243,3,6:51.0,,A. Aminu misses 3-pt jump shot from 22 ft,66,71
244,3,6:49.0,Defensive rebound by F. VanVleet,,66,71
245,3,6:46.0,F. VanVleet misses 2-pt layup from 2 ft (block by D. Lillard),,66,71
246,3,6:46.0,Offensive rebound by Team,,66,71
247,3,6:46.0,,Portland full timeout,66,71
248,3,6:44.0,D. Green misses 2-pt jump shot from 13 ft,,66,71
249,3,6:42.0,,Defensive rebound by D. Lillard,66,71
250,3,6:33.0,,C. McCollum makes 3-pt jump shot from 27 ft (assist by D. Lillard),66,74
251,3,6:31.0,Technical foul by S. Ibaka,,66,74
252,3,6:31.0,,D. Lillard makes technical free throw,66,75
253,3,6:11.0,F. VanVleet makes 2-pt jump shot from 8 ft,,68,75
254,3,6:11.0,Shooting foul by D. Lillard (drawn by F. VanVleet),,68,75
255,3,6:11.0,F. VanVleet makes free throw 1 of 1,,69,75
256,3,5:51.0,,C. McCollum misses 2-pt jump shot from 17 ft,69,75
257,3,5:51.0,,Offensive rebound by Team,69,75
258,3,5:51.0,Loose ball foul by S. Ibaka (drawn by J. Nurkić),,69,75
259,3,5:42.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by C. McCollum),69,78
260,3,5:22.0,D. Green misses 2-pt layup from 4 ft (block by C. McCollum),,69,78
261,3,5:22.0,Offensive rebound by D. Green,,69,78
262,3,5:22.0,S. Ibaka makes 2-pt jump shot from 21 ft (assist by P. Siakam),,71,78
263,3,5:12.0,,Turnover by C. McCollum (traveling),71,78
264,3,5:12.0,O. Anunoby enters the game for P. Siakam,,71,78
265,3,5:00.0,F. VanVleet makes 2-pt layup from 2 ft,,73,78
266,3,4:51.0,,D. Lillard makes 2-pt jump shot from 18 ft,73,80
267,3,4:28.0,O. Anunoby misses 3-pt jump shot from 23 ft,,73,80
268,3,4:25.0,Offensive rebound by K. Leonard,,73,80
269,3,4:24.0,F. VanVleet makes 3-pt jump shot from 25 ft (assist by O. Anunoby),,76,80
270,3,4:16.0,,Personal foul by F. VanVleet (drawn by D. Lillard),76,80
271,3,4:16.0,,D. Lillard makes free throw 1 of 2,76,81
272,3,4:16.0,,D. Lillard makes free throw 2 of 2,76,82
273,3,4:08.0,Personal foul by D. Lillard (drawn by F. VanVleet),,76,82
274,3,3:58.0,K. Leonard misses 2-pt jump shot from 21 ft,,76,82
275,3,3:56.0,,Defensive rebound by A. Aminu,76,82
276,3,3:45.0,,J. Nurkić misses 2-pt jump shot from 20 ft,76,82
277,3,3:42.0,Defensive rebound by K. Leonard,,76,82
278,3,3:39.0,Shooting foul by M. Harkless (drawn by K. Leonard),,76,82
279,3,3:39.0,K. Leonard makes free throw 1 of 2,,77,82
280,3,3:39.0,G. Monroe enters the game for D. Green,,77,82
281,3,3:39.0,D. Wright enters the game for S. Ibaka,,77,82
282,3,3:39.0,,Z. Collins enters the game for A. Aminu,77,82
283,3,3:39.0,,M. Leonard enters the game for M. Harkless,77,82
284,3,3:39.0,,E. Turner enters the game for J. Nurkić,77,82
285,3,3:39.0,K. Leonard makes free throw 2 of 2,,78,82
286,3,3:25.0,,E. Turner misses 2-pt jump shot from 10 ft,78,82
287,3,3:21.0,,Offensive rebound by Z. Collins,78,82
288,3,3:21.0,,Z. Collins misses 2-pt layup at rim,78,82
289,3,3:20.0,Defensive rebound by G. Monroe,,78,82
290,3,3:04.0,O. Anunoby makes 2-pt layup from 7 ft,,80,82
291,3,2:40.0,,Z. Collins makes 3-pt jump shot from 24 ft (assist by E. Turner),80,85
292,3,2:28.0,Offensive foul by K. Leonard (drawn by D. Lillard),,80,85
293,3,2:28.0,Turnover by K. Leonard (offensive foul),,80,85
294,3,2:28.0,Toronto full timeout,,80,85
295,3,2:28.0,C. Miles enters the game for K. Leonard,,80,85
296,3,2:28.0,,S. Curry enters the game for D. Lillard,80,85
297,3,2:28.0,,N. Stauskas enters the game for C. McCollum,80,85
298,3,2:02.0,,Turnover by E. Turner (lost ball; steal by O. Anunoby),80,85
299,3,1:56.0,Turnover by C. Miles (bad pass),,80,85
300,3,1:42.0,,N. Stauskas misses 2-pt layup from 1 ft,80,85
301,3,1:40.0,Defensive rebound by D. Wright,,80,85
302,3,1:34.0,G. Monroe makes 2-pt layup from 2 ft (assist by D. Wright),,82,85
303,3,1:21.0,,Personal foul by O. Anunoby (drawn by N. Stauskas),82,85
304,3,1:21.0,,N. Stauskas makes free throw 1 of 2,82,86
305,3,1:21.0,,N. Stauskas makes free throw 2 of 2,82,87
306,3,1:09.0,G. Monroe makes 2-pt layup from 1 ft (assist by F. VanVleet),,84,87
307,3,0:54.0,,Shooting foul by F. VanVleet (drawn by N. Stauskas),84,87
308,3,0:54.0,,N. Stauskas makes free throw 1 of 2,84,88
309,3,0:54.0,,N. Stauskas makes free throw 2 of 2,84,89
310,3,0:34.0,C. Miles misses 3-pt jump shot from 25 ft,,84,89
311,3,0:31.0,Offensive rebound by G. Monroe,,84,89
312,3,0:31.0,G. Monroe makes 2-pt layup from 1 ft,,86,89
313,3,0:15.0,,E. Turner makes 2-pt jump shot from 18 ft,86,91
314,3,0:03.0,F. VanVleet makes 3-pt jump shot from 26 ft,,89,91
315,3,0:00.0,,N. Stauskas misses 3-pt jump shot from 49 ft (block by D. Wright),89,91
316,3,0:00.0,,Offensive rebound by Team,89,91
317,4,11:46.0,Shooting foul by S. Curry (drawn by F. VanVleet),,89,91
318,4,11:46.0,F. VanVleet misses free throw 1 of 2,,89,91
319,4,11:46.0,Offensive rebound by Team,,89,91
320,4,11:46.0,F. VanVleet makes free throw 2 of 2,,90,91
321,4,11:31.0,,S. Curry makes 3-pt jump shot from 26 ft,90,94
322,4,11:08.0,Turnover by G. Monroe (lost ball; steal by S. Curry),,90,94
323,4,10:53.0,,E. Turner makes 2-pt layup from 1 ft,90,96
324,4,10:32.0,Turnover by G. Monroe (lost ball; steal by Z. Collins),,90,96
325,4,10:17.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by N. Stauskas),90,99
326,4,10:17.0,Toronto full timeout,,90,99
327,4,10:17.0,D. Green enters the game for C. Miles,,90,99
328,4,10:17.0,S. Ibaka enters the game for G. Monroe,,90,99
329,4,10:17.0,K. Leonard enters the game for F. VanVleet,,90,99
330,4,10:00.0,Turnover by K. Leonard (lost ball; steal by M. Leonard),,90,99
331,4,9:56.0,,Shooting foul by O. Anunoby (drawn by Z. Collins),90,99
332,4,9:56.0,,Z. Collins makes free throw 1 of 2,90,100
333,4,9:56.0,,Z. Collins makes free throw 2 of 2,90,101
334,4,9:31.0,D. Green makes 3-pt jump shot from 25 ft (assist by D. Wright),,93,101
335,4,9:08.0,,S. Curry makes 2-pt jump shot from 2 ft,93,103
336,4,8:53.0,K. Leonard misses 2-pt jump shot from 13 ft,,93,103
337,4,8:49.0,,Defensive rebound by M. Leonard,93,103
338,4,8:44.0,,E. Turner makes 2-pt jump shot from 15 ft,93,105
339,4,8:23.0,D. Wright misses 3-pt jump shot from 25 ft,,93,105
340,4,8:21.0,,Defensive rebound by E. Turner,93,105
341,4,8:03.0,,Personal foul by D. Green (drawn by Z. Collins),93,105
342,4,7:50.0,,S. Curry makes 2-pt jump shot from 15 ft,93,107
343,4,7:48.0,Toronto full timeout,,93,107
344,4,7:48.0,C. Miles enters the game for O. Anunoby,,93,107
345,4,7:48.0,F. VanVleet enters the game for D. Wright,,93,107
346,4,7:36.0,Shooting foul by Z. Collins (drawn by F. VanVleet),,93,107
347,4,7:36.0,F. VanVleet makes free throw 1 of 2,,94,107
348,4,7:36.0,F. VanVleet makes free throw 2 of 2,,95,107
349,4,7:24.0,,S. Curry misses 3-pt jump shot from 27 ft (block by D. Green),95,107
350,4,7:21.0,Defensive rebound by D. Green,,95,107
351,4,7:08.0,D. Green makes 2-pt layup from 2 ft,,97,107
352,4,6:53.0,,N. Stauskas makes 2-pt layup from 3 ft,97,109
353,4,6:46.0,D. Green misses 3-pt jump shot from 25 ft,,97,109
354,4,6:44.0,,Defensive rebound by E. Turner,97,109
355,4,6:32.0,,Z. Collins makes 2-pt dunk from 1 ft (assist by E. Turner),97,111
356,4,6:07.0,F. VanVleet misses 2-pt jump shot from 19 ft,,97,111
357,4,6:05.0,,Defensive rebound by E. Turner,97,111
358,4,5:58.0,,N. Stauskas makes 2-pt layup from 1 ft (assist by E. Turner),97,113
359,4,5:45.0,Personal foul by E. Turner (drawn by K. Leonard),,97,113
360,4,5:40.0,Shooting foul by M. Leonard (drawn by K. Leonard),,97,113
361,4,5:40.0,K. Leonard makes free throw 1 of 2,,98,113
362,4,5:40.0,K. Leonard makes free throw 2 of 2,,99,113
363,4,5:25.0,,E. Turner misses 2-pt jump shot from 17 ft,99,113
364,4,5:24.0,Defensive rebound by D. Green,,99,113
365,4,5:18.0,Turnover by S. Ibaka (off goaltending),,99,113
366,4,5:07.0,,Personal foul by K. Leonard (drawn by S. Curry),99,113
367,4,4:53.0,,E. Turner misses 2-pt layup from 1 ft,99,113
368,4,4:51.0,Defensive rebound by D. Green,,99,113
369,4,4:46.0,K. Leonard makes 3-pt jump shot from 26 ft,,102,113
370,4,4:45.0,,Portland full timeout,102,113
371,4,4:45.0,,A. Aminu enters the game for Z. Collins,102,113
372,4,4:45.0,,M. Harkless enters the game for S. Curry,102,113
373,4,4:45.0,,D. Lillard enters the game for M. Leonard,102,113
374,4,4:45.0,,C. McCollum enters the game for N. Stauskas,102,113
375,4,4:45.0,,J. Nurkić enters the game for E. Turner,102,113
376,4,4:28.0,,D. Lillard makes 2-pt jump shot from 19 ft (assist by M. Harkless),102,115
377,4,4:12.0,C. Miles makes 3-pt jump shot from 23 ft (assist by K. Leonard),,105,115
378,4,3:53.0,,C. McCollum makes 2-pt jump shot from 13 ft,105,117
379,4,3:36.0,K. Leonard makes 2-pt layup from 1 ft,,107,117
