,QUARTER,TIME_REMAINING,PHOENIX_ACTION,GOLDEN STATE_ACTION,PHOENIX_SCORE,GOLDEN STATE_SCORE
0,1,11:40.0,,K. Durant misses 2-pt jump shot from 12 ft,0,0
1,1,11:39.0,Defensive rebound by K. Oubre,,0,0
2,1,11:23.0,K. Oubre misses 3-pt jump shot from 26 ft,,0,0
3,1,11:21.0,,Defensive rebound by D. Green,0,0
4,1,11:15.0,,D. Green misses 2-pt layup from 2 ft,0,0
5,1,11:14.0,Defensive rebound by D. Ayton,,0,0
6,1,11:04.0,Turnover by D. Booker (lost ball; steal by D. Green),,0,0
7,1,11:01.0,,Shooting foul by D. Bender (drawn by K. Durant),0,0
8,1,11:01.0,,K. Durant makes free throw 1 of 2,0,1
9,1,11:01.0,,K. Durant makes free throw 2 of 2,0,2
10,1,10:45.0,T. Johnson misses 2-pt layup from 8 ft (block by D. Cousins),,0,2
11,1,10:43.0,,Defensive rebound by S. Curry,0,2
12,1,10:32.0,,D. Cousins misses 3-pt jump shot from 28 ft,0,2
13,1,10:30.0,Defensive rebound by D. Booker,,0,2
14,1,10:25.0,Personal foul by K. Durant (drawn by D. Booker),,0,2
15,1,10:16.0,D. Ayton misses 2-pt jump shot from 19 ft,,0,2
16,1,10:15.0,,Defensive rebound by K. Thompson,0,2
17,1,10:03.0,,D. Green misses 2-pt layup from 3 ft,0,2
18,1,10:02.0,Defensive rebound by D. Bender,,0,2
19,1,9:53.0,T. Johnson misses 3-pt jump shot from 26 ft,,0,2
20,1,9:51.0,,Defensive rebound by S. Curry,0,2
21,1,9:40.0,,S. Curry misses 3-pt jump shot from 26 ft,0,2
22,1,9:38.0,Defensive rebound by K. Oubre,,0,2
23,1,9:33.0,Turnover by K. Oubre (lost ball; steal by K. Durant),,0,2
24,1,9:27.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by S. Curry),0,4
25,1,9:11.0,Shooting foul by S. Curry (drawn by T. Johnson),,0,4
26,1,9:11.0,T. Johnson makes free throw 1 of 2,,1,4
27,1,9:11.0,T. Johnson misses free throw 2 of 2,,1,4
28,1,9:10.0,,Defensive rebound by D. Cousins,1,4
29,1,9:01.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),1,7
30,1,8:46.0,K. Oubre makes 2-pt jump shot from 22 ft (assist by T. Johnson),,3,7
31,1,8:39.0,,K. Durant misses 2-pt layup from 2 ft,3,7
32,1,8:38.0,Defensive rebound by T. Johnson,,3,7
33,1,8:33.0,Turnover by K. Oubre (bad pass),,3,7
34,1,8:19.0,,K. Thompson makes 3-pt jump shot from 27 ft,3,10
35,1,8:04.0,D. Booker misses 2-pt jump shot from 6 ft (block by K. Thompson),,3,10
36,1,8:02.0,,Defensive rebound by K. Thompson,3,10
37,1,7:56.0,,K. Thompson makes 2-pt dunk from 1 ft (assist by S. Curry),3,12
38,1,7:56.0,Phoenix full timeout,,3,12
39,1,7:44.0,D. Bender misses 2-pt hook shot from 7 ft,,3,12
40,1,7:43.0,Offensive rebound by D. Bender,,3,12
41,1,7:43.0,Personal foul by D. Green (drawn by D. Bender),,3,12
42,1,7:38.0,D. Booker makes 2-pt jump shot from 12 ft,,5,12
43,1,7:19.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by D. Green),5,14
44,1,7:02.0,D. Ayton makes 2-pt dunk from 1 ft (assist by D. Booker),,7,14
45,1,6:45.0,,K. Thompson misses 3-pt jump shot from 27 ft,7,14
46,1,6:43.0,Defensive rebound by D. Ayton,,7,14
47,1,6:30.0,D. Bender misses 3-pt jump shot from 27 ft,,7,14
48,1,6:28.0,,Defensive rebound by D. Cousins,7,14
49,1,6:20.0,,D. Green misses 3-pt jump shot from 23 ft,7,14
50,1,6:16.0,Defensive rebound by D. Ayton,,7,14
51,1,6:13.0,D. Booker misses 3-pt jump shot from 26 ft,,7,14
52,1,6:11.0,,Defensive rebound by D. Cousins,7,14
53,1,6:05.0,,S. Curry misses 3-pt jump shot from 30 ft,7,14
54,1,6:03.0,Defensive rebound by K. Oubre,,7,14
55,1,5:56.0,K. Oubre misses 2-pt layup from 9 ft,,7,14
56,1,5:55.0,,Defensive rebound by D. Green,7,14
57,1,5:47.0,,K. Durant makes 2-pt dunk at rim (assist by D. Green),7,16
