,QUARTER,TIME_REMAINING,CHICAGO_ACTION,WASHINGTON_ACTION,CHICAGO_SCORE,WASHINGTON_SCORE
0,1,11:41.0,,B. Portis misses 2-pt layup from 2 ft,0,0
1,1,11:40.0,,Offensive rebound by B. Portis,0,0
2,1,11:38.0,,B. Portis misses 2-pt jump shot from 17 ft,0,0
3,1,11:35.0,Defensive rebound by T. Luwawu-Cabarrot,,0,0
4,1,11:20.0,Shooting foul by B. Portis (drawn by R. Lopez),,0,0
5,1,11:20.0,R. Lopez makes free throw 1 of 2,,1,0
6,1,11:20.0,R. Lopez makes free throw 2 of 2,,2,0
7,1,11:08.0,,T. Satoranský misses 2-pt jump shot from 18 ft,2,0
8,1,11:05.0,Defensive rebound by W. Selden,,2,0
9,1,10:57.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,,2,0
10,1,10:51.0,Offensive rebound by R. Lopez,,2,0
11,1,10:51.0,R. Lopez makes 2-pt dunk from 1 ft,,4,0
12,1,10:36.0,,B. Beal makes 2-pt layup from 1 ft (assist by B. Portis),4,2
13,1,10:23.0,Turnover by W. Lemon (bad pass; steal by B. Portis),,4,2
14,1,10:20.0,,B. Portis makes 2-pt dunk from 1 ft,4,4
15,1,9:53.0,Turnover by R. Lopez (3 sec),,4,4
16,1,9:41.0,,B. Beal misses 2-pt layup from 3 ft,4,4
17,1,9:38.0,Defensive rebound by W. Lemon,,4,4
18,1,9:37.0,Turnover by T. Luwawu-Cabarrot (out of bounds lost ball),,4,4
19,1,9:19.0,,Turnover by T. Satoranský (lost ball; steal by S. Harrison),4,4
20,1,9:15.0,S. Harrison makes 2-pt layup from 1 ft,,6,4
21,1,9:04.0,,T. Bryant misses 3-pt jump shot from 27 ft,6,4
22,1,9:01.0,Defensive rebound by T. Luwawu-Cabarrot,,6,4
23,1,8:55.0,W. Lemon makes 2-pt jump shot from 15 ft,,8,4
24,1,8:40.0,,B. Beal makes 2-pt jump shot from 21 ft,8,6
25,1,8:18.0,W. Selden makes 2-pt jump shot from 2 ft (assist by W. Lemon),,10,6
26,1,8:04.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by T. Satoranský),10,9
27,1,7:51.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,,10,9
28,1,7:46.0,,Defensive rebound by B. Portis,10,9
29,1,7:34.0,,B. Portis misses 2-pt jump shot from 17 ft,10,9
30,1,7:34.0,,Offensive rebound by Team,10,9
31,1,7:34.0,Loose ball foul by S. Harrison (drawn by T. Bryant),,10,9
32,1,7:26.0,,B. Beal misses 2-pt jump shot from 13 ft,10,9
33,1,7:21.0,,Offensive rebound by T. Satoranský,10,9
34,1,7:21.0,,T. Satoranský misses 2-pt layup at rim,10,9
35,1,7:20.0,Defensive rebound by W. Selden,,10,9
36,1,7:16.0,W. Lemon makes 2-pt layup from 1 ft (assist by W. Selden),,12,9
37,1,7:08.0,,B. Beal makes 2-pt jump shot from 4 ft (assist by T. Satoranský),12,11
38,1,6:53.0,Turnover by W. Lemon (bad pass; steal by T. Brown),,12,11
39,1,6:50.0,,T. Brown makes 2-pt dunk from 2 ft,12,13
40,1,6:50.0,Chicago full timeout,,12,13
41,1,6:33.0,W. Selden misses 2-pt jump shot from 19 ft,,12,13
42,1,6:31.0,,Defensive rebound by B. Portis,12,13
43,1,6:18.0,,T. Satoranský misses 3-pt jump shot from 26 ft,12,13
44,1,6:14.0,Defensive rebound by W. Selden,,12,13
45,1,6:01.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by S. Harrison),,15,13
46,1,5:50.0,,B. Portis misses 3-pt jump shot from 25 ft,15,13
47,1,5:47.0,,Offensive rebound by T. Bryant,15,13
48,1,5:45.0,,B. Portis makes 2-pt dunk from 2 ft (assist by T. Bryant),15,15
49,1,5:27.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,,15,15
50,1,5:25.0,,Defensive rebound by T. Bryant,15,15
51,1,5:12.0,,B. Beal misses 2-pt layup from 1 ft (block by S. Harrison),15,15
52,1,5:08.0,Defensive rebound by T. Luwawu-Cabarrot,,15,15
53,1,5:07.0,Offensive foul by W. Selden (drawn by T. Brown),,15,15
54,1,5:07.0,Turnover by W. Selden (offensive foul),,15,15
55,1,5:07.0,R. Arcidiacono enters the game for W. Lemon,,15,15
56,1,5:07.0,J. Sampson enters the game for W. Selden,,15,15
57,1,5:07.0,,J. Parker enters the game for T. Bryant,15,15
58,1,4:55.0,,T. Brown misses 3-pt jump shot from 26 ft,15,15
59,1,4:50.0,Defensive rebound by R. Arcidiacono,,15,15
60,1,4:44.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft,,17,15
61,1,4:28.0,,J. Parker misses 2-pt jump shot from 6 ft,17,15
62,1,4:25.0,Defensive rebound by J. Sampson,,17,15
63,1,4:14.0,R. Arcidiacono makes 2-pt jump shot from 10 ft,,19,15
64,1,4:03.0,,B. Beal misses 2-pt jump shot from 4 ft (block by T. Luwawu-Cabarrot),19,15
65,1,4:03.0,,Offensive rebound by Team,19,15
66,1,4:03.0,,J. McRae enters the game for T. Satoranský,19,15
67,1,3:56.0,,B. Beal makes 2-pt jump shot from 17 ft,19,17
68,1,3:33.0,R. Lopez makes 2-pt hook shot from 9 ft (assist by T. Luwawu-Cabarrot),,21,17
69,1,3:19.0,,B. Portis misses 2-pt jump shot from 18 ft,21,17
70,1,3:15.0,Defensive rebound by S. Harrison,,21,17
71,1,3:15.0,Offensive foul by S. Harrison (drawn by B. Beal),,21,17
72,1,3:15.0,Turnover by S. Harrison (offensive foul),,21,17
73,1,3:00.0,,Shooting foul by J. Sampson (drawn by J. Parker),21,17
74,1,3:00.0,,J. Parker makes free throw 1 of 2,21,18
75,1,3:00.0,R. Alkins enters the game for S. Harrison,,21,18
76,1,3:00.0,,J. Parker makes free throw 2 of 2,21,19
77,1,2:51.0,R. Arcidiacono misses 2-pt jump shot from 12 ft,,21,19
78,1,2:48.0,,Defensive rebound by B. Beal,21,19
79,1,2:37.0,,J. McRae misses 3-pt jump shot from 26 ft,21,19
80,1,2:33.0,Defensive rebound by R. Arcidiacono,,21,19
81,1,2:31.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by R. Arcidiacono),,23,19
82,1,2:31.0,Shooting foul by J. McRae (drawn by T. Luwawu-Cabarrot),,23,19
83,1,2:31.0,,Washington full timeout,23,19
84,1,2:31.0,C. Felício enters the game for R. Lopez,,23,19
85,1,2:31.0,,S. Dekker enters the game for T. Brown,23,19
86,1,2:31.0,T. Luwawu-Cabarrot makes free throw 1 of 1,,24,19
87,1,2:21.0,,B. Beal makes 2-pt layup from 1 ft (assist by S. Dekker),24,21
88,1,2:21.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by B. Beal),24,21
89,1,2:21.0,,B. Beal misses free throw 1 of 1,24,21
90,1,2:18.0,Defensive rebound by C. Felício,,24,21
91,1,2:09.0,J. Sampson misses 2-pt layup from 4 ft,,24,21
92,1,2:06.0,Offensive rebound by J. Sampson,,24,21
93,1,2:03.0,J. Sampson misses 2-pt layup from 4 ft (block by B. Portis),,24,21
94,1,2:03.0,Offensive rebound by J. Sampson,,24,21
95,1,1:56.0,J. Sampson misses 2-pt hook shot from 4 ft,,24,21
96,1,1:55.0,,Defensive rebound by J. Parker,24,21
97,1,1:55.0,,Offensive foul by S. Dekker (drawn by R. Arcidiacono),24,21
98,1,1:55.0,,Turnover by S. Dekker (offensive foul),24,21
99,1,1:38.0,Turnover by C. Felício (lost ball; steal by B. Beal),,24,21
100,1,1:25.0,,J. Parker misses 3-pt jump shot from 26 ft,24,21
101,1,1:21.0,Defensive rebound by R. Arcidiacono,,24,21
102,1,1:12.0,R. Alkins makes 2-pt layup from 1 ft (assist by R. Arcidiacono),,26,21
103,1,1:00.0,,B. Beal makes 2-pt jump shot from 8 ft (assist by J. McRae),26,23
104,1,0:38.0,R. Arcidiacono misses 3-pt jump shot from 26 ft,,26,23
105,1,0:35.0,,Defensive rebound by B. Beal,26,23
106,1,0:31.0,,B. Beal makes 3-pt jump shot from 33 ft,26,26
107,1,0:11.0,R. Arcidiacono misses 3-pt jump shot from 28 ft,,26,26
108,1,0:08.0,,Defensive rebound by B. Beal,26,26
109,1,0:01.0,,Shooting foul by J. Sampson (drawn by S. Dekker),26,26
110,1,0:01.0,,S. Dekker makes free throw 1 of 2,26,27
111,1,0:01.0,,S. Dekker makes free throw 2 of 2,26,28
112,2,11:42.0,C. Felício misses 2-pt hook shot from 7 ft,,26,28
113,2,11:41.0,Offensive rebound by Team,,26,28
114,2,11:39.0,Offensive foul by B. Sampson (drawn by C. Randle),,26,28
115,2,11:39.0,Turnover by B. Sampson (offensive foul),,26,28
116,2,11:28.0,,J. Parker misses 2-pt layup from 1 ft,26,28
117,2,11:26.0,Defensive rebound by B. Sampson,,26,28
118,2,11:20.0,R. Alkins makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),,29,28
119,2,11:07.0,,J. Parker misses 3-pt jump shot from 25 ft,29,28
120,2,11:04.0,Defensive rebound by C. Felício,,29,28
121,2,10:56.0,Shooting foul by T. Bryant (drawn by R. Alkins),,29,28
122,2,10:56.0,R. Alkins misses free throw 1 of 2,,29,28
123,2,10:56.0,Offensive rebound by Team,,29,28
124,2,10:56.0,R. Alkins makes free throw 2 of 2,,30,28
125,2,10:45.0,,Def 3 sec tech foul by Team,30,28
126,2,10:45.0,,J. McRae misses technical free throw,30,28
127,2,10:45.0,,Offensive rebound by Team,30,28
128,2,10:40.0,,C. Randle makes 3-pt jump shot from 26 ft,30,31
129,2,10:26.0,R. Arcidiacono makes 2-pt jump shot from 14 ft,,32,31
130,2,10:14.0,,T. Bryant misses 2-pt jump shot from 17 ft,32,31
131,2,10:10.0,Defensive rebound by R. Alkins,,32,31
132,2,10:07.0,R. Alkins makes 2-pt layup from 1 ft,,34,31
133,2,9:51.0,,T. Bryant makes 2-pt dunk from 1 ft (assist by J. McRae),34,33
134,2,9:30.0,C. Felício makes 2-pt layup from 1 ft (assist by R. Alkins),,36,33
135,2,9:30.0,Shooting foul by T. Bryant (drawn by C. Felício),,36,33
136,2,9:30.0,C. Felício misses free throw 1 of 1,,36,33
137,2,9:27.0,,Defensive rebound by J. Parker,36,33
138,2,9:18.0,,S. Dekker misses 2-pt jump shot from 22 ft,36,33
139,2,9:15.0,Defensive rebound by R. Alkins,,36,33
140,2,9:09.0,C. Felício misses 2-pt dunk from 1 ft (block by J. Parker),,36,33
141,2,9:09.0,,Defensive rebound by C. Randle,36,33
142,2,9:02.0,,J. Parker misses 2-pt layup from 2 ft,36,33
143,2,9:00.0,Defensive rebound by J. Sampson,,36,33
144,2,8:41.0,R. Alkins misses 3-pt jump shot from 26 ft,,36,33
145,2,8:38.0,,Defensive rebound by J. Parker,36,33
146,2,8:30.0,,J. McRae makes 2-pt jump shot from 18 ft,36,35
147,2,8:07.0,Turnover by C. Felício (lost ball; steal by J. McRae),,36,35
148,2,8:05.0,,J. McRae makes 2-pt layup from 3 ft (assist by C. Randle),36,37
149,2,8:05.0,,Shooting foul by R. Alkins (drawn by J. McRae),36,37
150,2,8:05.0,W. Lemon enters the game for R. Arcidiacono,,36,37
151,2,8:05.0,W. Selden enters the game for J. Sampson,,36,37
152,2,8:05.0,,J. McRae misses free throw 1 of 1,36,37
153,2,7:56.0,Defensive rebound by C. Felício,,36,37
154,2,7:46.0,W. Lemon makes 2-pt jump shot from 15 ft,,38,37
155,2,7:28.0,,S. Dekker makes 2-pt layup from 2 ft (assist by J. Parker),38,39
156,2,7:28.0,,Shooting foul by W. Selden (drawn by S. Dekker),38,39
157,2,7:28.0,,S. Dekker makes free throw 1 of 1,38,40
158,2,7:16.0,W. Lemon makes 2-pt layup from 1 ft,,40,40
159,2,7:03.0,,S. Dekker makes 2-pt layup from 2 ft (assist by T. Bryant),40,42
160,2,6:42.0,W. Selden misses 3-pt jump shot from 28 ft,,40,42
161,2,6:37.0,,Defensive rebound by J. Parker,40,42
162,2,6:32.0,,Turnover by J. Parker (bad pass; steal by C. Felício),40,42
163,2,6:28.0,B. Sampson makes 2-pt layup from 2 ft (assist by W. Lemon),,42,42
164,2,6:28.0,,Washington full timeout,42,42
165,2,6:28.0,S. Harrison enters the game for R. Alkins,,42,42
166,2,6:17.0,,Offensive foul by J. Parker (drawn by W. Lemon),42,42
167,2,6:17.0,,Turnover by J. Parker (offensive foul),42,42
168,2,6:06.0,W. Lemon misses 2-pt layup from 2 ft (block by C. Randle),,42,42
169,2,6:03.0,,Defensive rebound by T. Bryant,42,42
170,2,5:55.0,,T. Bryant makes 2-pt dunk from 1 ft (assist by C. Randle),42,44
171,2,5:29.0,B. Sampson makes 2-pt jump shot from 3 ft,,44,44
172,2,5:17.0,,Shooting foul by W. Selden (drawn by T. Bryant),44,44
173,2,5:17.0,,T. Bryant makes free throw 1 of 2,44,45
174,2,5:17.0,J. Sampson enters the game for W. Selden,,44,45
175,2,5:17.0,,T. Satoranský enters the game for J. Parker,44,45
176,2,5:17.0,,T. Bryant misses free throw 2 of 2,44,45
177,2,5:13.0,Defensive rebound by J. Sampson,,44,45
178,2,4:58.0,Turnover by J. Sampson (bad pass; steal by J. McRae),,44,45
179,2,4:50.0,,Personal foul by J. Sampson (drawn by T. Bryant),44,45
180,2,4:50.0,R. Lopez enters the game for C. Felício,,44,45
181,2,4:50.0,T. Luwawu-Cabarrot enters the game for B. Sampson,,44,45
182,2,4:35.0,,S. Dekker misses 2-pt jump shot from 11 ft,44,45
183,2,4:31.0,Defensive rebound by S. Harrison,,44,45
184,2,4:23.0,S. Harrison misses 2-pt layup from 4 ft (block by T. Bryant),,44,45
185,2,4:18.0,Offensive rebound by S. Harrison,,44,45
186,2,4:10.0,R. Lopez misses 2-pt hook shot from 7 ft,,44,45
187,2,4:08.0,,Defensive rebound by T. Bryant,44,45
188,2,4:01.0,,C. Randle makes 2-pt jump shot from 7 ft,44,47
189,2,3:52.0,Shooting foul by S. Dekker (drawn by J. Sampson),,44,47
190,2,3:52.0,J. Sampson makes free throw 1 of 2,,45,47
191,2,3:52.0,J. Sampson makes free throw 2 of 2,,46,47
192,2,3:39.0,,T. Satoranský misses 2-pt jump shot from 19 ft,46,47
193,2,3:36.0,Defensive rebound by J. Sampson,,46,47
194,2,3:24.0,J. Sampson makes 2-pt hook shot from 4 ft,,48,47
195,2,3:09.0,,J. McRae makes 2-pt jump shot from 17 ft,48,49
196,2,2:51.0,Turnover by W. Lemon (bad pass; steal by J. McRae),,48,49
197,2,2:46.0,,J. McRae makes 2-pt dunk from 1 ft,48,51
198,2,2:29.0,S. Harrison makes 2-pt dunk at rim,,50,51
199,2,2:20.0,,Shooting foul by J. Sampson (drawn by J. McRae),50,51
200,2,2:20.0,Chicago full timeout,,50,51
201,2,2:20.0,R. Alkins enters the game for J. Sampson,,50,51
202,2,2:20.0,,T. Brown enters the game for C. Randle,50,51
203,2,2:20.0,,J. McRae makes free throw 1 of 2,50,52
204,2,2:20.0,,J. McRae makes free throw 2 of 2,50,53
205,2,2:10.0,Turnover by R. Alkins (traveling),,50,53
206,2,2:01.0,,Personal foul by W. Lemon (drawn by T. Satoranský),50,53
207,2,2:01.0,,T. Satoranský makes free throw 1 of 2,50,54
208,2,2:01.0,,T. Satoranský makes free throw 2 of 2,50,55
209,2,1:46.0,S. Harrison makes 2-pt layup from 2 ft (assist by W. Lemon),,52,55
210,2,1:33.0,,Turnover by T. Brown (lost ball; steal by W. Lemon),52,55
211,2,1:30.0,Turnover by R. Alkins (out of bounds lost ball),,52,55
212,2,1:30.0,,C. Randle enters the game for J. McRae,52,55
213,2,1:15.0,,T. Brown misses 2-pt jump shot from 11 ft,52,55
214,2,1:13.0,Defensive rebound by Team,,52,55
215,2,1:13.0,,Loose ball foul by T. Brown (drawn by T. Luwawu-Cabarrot),52,55
216,2,0:57.0,R. Lopez makes 2-pt hook shot from 7 ft,,54,55
217,2,0:47.0,,T. Bryant makes 2-pt jump shot from 16 ft (assist by T. Satoranský),54,57
218,2,0:33.0,W. Lemon makes 2-pt jump shot from 16 ft,,56,57
219,2,0:23.0,Defensive rebound by R. Lopez,,56,57
220,2,0:23.0,,C. Randle misses 3-pt jump shot from 26 ft,56,57
221,2,0:00.0,W. Lemon misses 2-pt jump shot from 17 ft,,56,57
222,2,0:00.0,Offensive rebound by Team,,56,57
223,3,11:49.0,R. Lopez misses 2-pt hook shot from 12 ft,,56,57
224,3,11:45.0,,Defensive rebound by T. Bryant,56,57
225,3,11:33.0,,T. Satoranský makes 3-pt jump shot from 26 ft (assist by B. Beal),56,60
226,3,11:20.0,Personal foul by B. Portis (drawn by R. Lopez),,56,60
227,3,11:12.0,W. Selden misses 2-pt jump shot from 19 ft,,56,60
228,3,11:06.0,Offensive rebound by R. Lopez,,56,60
229,3,11:00.0,R. Lopez makes 2-pt hook shot from 1 ft (assist by W. Lemon),,58,60
230,3,10:48.0,,B. Beal misses 3-pt jump shot from 26 ft,58,60
231,3,10:46.0,,Offensive rebound by B. Portis,58,60
232,3,10:45.0,,B. Portis makes 2-pt layup from 3 ft,58,62
233,3,10:32.0,S. Harrison misses 2-pt jump shot from 7 ft,,58,62
234,3,10:30.0,,Defensive rebound by B. Portis,58,62
235,3,10:27.0,,Turnover by T. Satoranský (traveling),58,62
236,3,10:08.0,Turnover by R. Lopez (out of bounds lost ball),,58,62
237,3,9:58.0,,T. Brown makes 2-pt layup from 4 ft,58,64
238,3,9:47.0,W. Selden misses 3-pt jump shot from 27 ft,,58,64
239,3,9:44.0,,Defensive rebound by B. Beal,58,64
240,3,9:42.0,,B. Portis makes 2-pt layup from 1 ft (assist by B. Beal),58,66
241,3,9:42.0,,Shooting foul by W. Selden (drawn by B. Portis),58,66
242,3,9:42.0,J. Sampson enters the game for W. Selden,,58,66
243,3,9:42.0,,B. Portis makes free throw 1 of 1,58,67
244,3,9:34.0,J. Sampson makes 3-pt jump shot from 26 ft (assist by W. Lemon),,61,67
245,3,9:25.0,,Turnover by B. Beal (bad pass; steal by J. Sampson),61,67
246,3,9:24.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft (block by B. Beal),,61,67
247,3,9:24.0,Offensive rebound by Team,,61,67
248,3,9:14.0,Turnover by J. Sampson (lost ball; steal by B. Portis),,61,67
249,3,9:10.0,,Turnover by B. Portis (lost ball; steal by J. Sampson),61,67
250,3,9:09.0,,Loose ball foul by T. Satoranský (drawn by S. Harrison),61,67
251,3,8:57.0,W. Lemon makes 2-pt layup from 9 ft,,63,67
252,3,8:42.0,,B. Portis misses 3-pt jump shot from 23 ft,63,67
253,3,8:38.0,Defensive rebound by S. Harrison,,63,67
254,3,8:30.0,Turnover by T. Luwawu-Cabarrot (out of bounds lost ball),,63,67
255,3,8:20.0,,B. Beal misses 2-pt layup from 3 ft (block by R. Lopez),63,67
256,3,8:18.0,,Offensive rebound by B. Portis,63,67
257,3,8:17.0,,B. Portis makes 2-pt dunk from 1 ft,63,69
258,3,8:04.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,63,69
259,3,8:01.0,,Defensive rebound by T. Bryant,63,69
260,3,7:55.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by T. Bryant),63,69
261,3,7:55.0,,T. Bryant misses free throw 1 of 2,63,69
262,3,7:55.0,,Offensive rebound by Team,63,69
263,3,7:55.0,,T. Bryant makes free throw 2 of 2,63,70
264,3,7:50.0,Chicago full timeout,,63,70
265,3,7:38.0,R. Lopez makes 2-pt hook shot from 7 ft (assist by J. Sampson),,65,70
266,3,7:22.0,,B. Beal misses 3-pt jump shot from 25 ft,65,70
267,3,7:19.0,Defensive rebound by W. Lemon,,65,70
268,3,7:07.0,W. Lemon makes 2-pt jump shot from 18 ft (assist by J. Sampson),,67,70
269,3,6:53.0,,Turnover by T. Satoranský (lost ball; steal by W. Lemon),67,70
270,3,6:51.0,Shooting foul by T. Bryant (drawn by J. Sampson),,67,70
271,3,6:51.0,J. Sampson makes free throw 1 of 2,,68,70
272,3,6:51.0,J. Sampson makes free throw 2 of 2,,69,70
273,3,6:41.0,,B. Beal misses 2-pt jump shot from 20 ft,69,70
274,3,6:36.0,Defensive rebound by T. Luwawu-Cabarrot,,69,70
275,3,6:35.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft,,71,70
276,3,6:35.0,Shooting foul by B. Portis (drawn by T. Luwawu-Cabarrot),,71,70
277,3,6:35.0,T. Luwawu-Cabarrot makes free throw 1 of 1,,72,70
278,3,6:24.0,,Personal foul by W. Lemon (drawn by B. Beal),72,70
