,QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
0,1,11:50.0,A. Baynes makes 3-pt jump shot from 23 ft (assist by K. Irving),,3,0
1,1,11:27.0,,T. Young misses 3-pt jump shot from 28 ft,3,0
2,1,11:24.0,Defensive rebound by J. Tatum,,3,0
3,1,11:02.0,A. Baynes makes 2-pt dunk from 1 ft (assist by A. Horford),,5,0
4,1,10:44.0,,M. Turner misses 2-pt layup from 1 ft,5,0
5,1,10:38.0,Defensive rebound by A. Baynes,,5,0
6,1,10:31.0,J. Tatum misses 3-pt jump shot from 26 ft,,5,0
7,1,10:28.0,,Defensive rebound by T. Young,5,0
8,1,10:13.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),5,3
9,1,9:58.0,K. Irving misses 2-pt jump shot from 21 ft,,5,3
10,1,9:56.0,,Defensive rebound by W. Matthews,5,3
11,1,9:40.0,,W. Matthews misses 2-pt jump shot from 8 ft,5,3
12,1,9:36.0,Defensive rebound by A. Baynes,,5,3
13,1,9:32.0,K. Irving makes 2-pt layup from 1 ft,,7,3
14,1,9:19.0,,T. Young misses 2-pt hook shot from 7 ft,7,3
15,1,9:17.0,Defensive rebound by A. Baynes,,7,3
16,1,9:13.0,K. Irving makes 3-pt jump shot from 29 ft,,10,3
17,1,8:43.0,,C. Joseph misses 2-pt layup at rim,10,3
18,1,8:42.0,,Offensive rebound by T. Young,10,3
19,1,8:42.0,,T. Young makes 2-pt layup at rim,10,5
20,1,8:27.0,A. Baynes misses 2-pt layup from 1 ft,,10,5
21,1,8:25.0,,Defensive rebound by M. Turner,10,5
22,1,8:21.0,,Shooting foul by J. Tatum (drawn by B. Bogdanović),10,5
23,1,8:21.0,,B. Bogdanović makes free throw 1 of 2,10,6
24,1,8:21.0,,B. Bogdanović makes free throw 2 of 2,10,7
25,1,8:02.0,K. Irving misses 2-pt jump shot from 19 ft,,10,7
26,1,7:59.0,,Defensive rebound by T. Young,10,7
