,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHOENIX_ACTION,ORLANDO_SCORE,PHOENIX_SCORE
53,1,4:54.0,T. Ross enters the game for E. Fournier,,14,14
54,1,4:54.0,,J. Crawford enters the game for M. Bridges,14,14
55,1,4:54.0,,D. Ayton makes free throw 2 of 2,14,15
56,1,4:42.0,N. Vučević misses 2-pt hook shot from 3 ft,,14,15
57,1,4:39.0,,Defensive rebound by J. Jackson,14,15
58,1,4:36.0,,Personal foul by J. Grant (drawn by D. Ayton),14,15
59,1,4:29.0,,E. Okobo misses 3-pt jump shot from 25 ft,14,15
60,1,4:26.0,Defensive rebound by A. Gordon,,14,15
61,1,4:10.0,A. Gordon misses 2-pt layup from 1 ft,,14,15
62,1,4:08.0,,Defensive rebound by E. Okobo,14,15
63,1,3:56.0,,J. Jackson misses 2-pt layup from 1 ft,14,15
64,1,3:54.0,Defensive rebound by A. Gordon,,14,15
65,1,3:45.0,N. Vučević misses 3-pt jump shot from 25 ft,,14,15
66,1,3:42.0,,Defensive rebound by J. Jackson,14,15
67,1,3:29.0,,J. Crawford misses 2-pt jump shot from 16 ft,14,15
68,1,3:26.0,Defensive rebound by N. Vučević,,14,15
69,1,3:19.0,Shooting foul by E. Okobo (drawn by J. Grant),,14,15
70,1,3:19.0,J. Grant misses free throw 1 of 2,,14,15
71,1,3:19.0,Offensive rebound by Team,,14,15
72,1,3:19.0,M. Bamba enters the game for A. Gordon,,14,15
73,1,3:19.0,J. Simmons enters the game for N. Vučević,,14,15
74,1,3:19.0,,R. Holmes enters the game for D. Ayton,14,15
75,1,3:19.0,J. Grant makes free throw 2 of 2,,15,15
76,1,3:07.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by J. Crawford),15,17
77,1,2:50.0,M. Bamba misses 2-pt jump shot from 20 ft,,15,17
78,1,2:48.0,,Defensive rebound by R. Anderson,15,17
79,1,2:41.0,,Personal foul by J. Isaac (drawn by R. Holmes),15,17
80,1,2:41.0,Orlando full timeout,,15,17
81,1,2:35.0,,Turnover by R. Anderson (step out of bounds),15,17
82,1,2:22.0,J. Isaac misses 2-pt hook shot from 6 ft,,15,17
83,1,2:20.0,,Defensive rebound by J. Jackson,15,17
84,1,2:14.0,,J. Jackson makes 2-pt jump shot from 10 ft,15,19
85,1,2:05.0,T. Ross misses 2-pt jump shot from 19 ft,,15,19
86,1,2:02.0,,Defensive rebound by R. Holmes,15,19
87,1,1:55.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by J. Jackson),15,21
88,1,1:37.0,T. Ross misses 2-pt jump shot from 12 ft,,15,21
89,1,1:33.0,Offensive rebound by M. Bamba,,15,21
90,1,1:32.0,Turnover by M. Bamba (bad pass; steal by J. Jackson),,15,21
91,1,1:29.0,,E. Okobo makes 2-pt layup at rim (assist by J. Jackson),15,23
92,1,1:15.0,Shooting foul by E. Okobo (drawn by T. Ross),,15,23
93,1,1:15.0,T. Ross misses free throw 1 of 3,,15,23
94,1,1:15.0,Offensive rebound by Team,,15,23
95,1,1:15.0,T. Ross makes free throw 2 of 3,,16,23
96,1,1:15.0,T. Ross makes free throw 3 of 3,,17,23
97,1,1:00.0,,Personal foul by T. Ross (drawn by R. Holmes),17,23
98,1,1:00.0,,R. Holmes makes free throw 1 of 2,17,24
99,1,1:00.0,,M. Bridges enters the game for E. Okobo,17,24
100,1,1:00.0,,R. Holmes makes free throw 2 of 2,17,25
101,1,0:47.0,J. Simmons misses 2-pt layup from 4 ft,,17,25
102,1,0:46.0,Offensive rebound by M. Bamba,,17,25
103,1,0:44.0,M. Bamba misses 2-pt hook shot from 3 ft,,17,25
104,1,0:44.0,Offensive rebound by J. Isaac,,17,25
105,1,0:44.0,J. Isaac makes 2-pt dunk at rim,,19,25
106,1,0:29.0,,J. Crawford misses 2-pt jump shot from 9 ft,19,25
107,1,0:27.0,Defensive rebound by J. Simmons,,19,25
108,1,0:09.0,J. Simmons makes 2-pt layup from 1 ft,,21,25
109,1,0:03.0,,Turnover by M. Bridges (step out of bounds),21,25
110,2,11:44.0,E. Fournier misses 2-pt jump shot from 21 ft,,21,25
111,2,11:41.0,Offensive rebound by M. Bamba,,21,25
112,2,11:39.0,Personal foul by M. Bridges (drawn by M. Bamba),,21,25
113,2,11:28.0,T. Ross makes 3-pt jump shot from 25 ft,,24,25
114,2,11:13.0,,M. Bridges misses 2-pt layup from 2 ft (block by M. Bamba),24,25
115,2,11:11.0,Defensive rebound by J. Grant,,24,25
116,2,11:02.0,T. Ross makes 3-pt jump shot from 26 ft (assist by E. Fournier),,27,25
117,2,10:43.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by D. Melton),27,28
118,2,10:30.0,E. Fournier makes 2-pt layup from 1 ft,,29,28
119,2,10:30.0,Shooting foul by R. Holmes (drawn by E. Fournier),,29,28
120,2,10:30.0,E. Fournier makes free throw 1 of 1,,30,28
121,2,10:20.0,,R. Anderson makes 2-pt layup from 1 ft (assist by J. Crawford),30,30
122,2,10:10.0,J. Isaac misses 3-pt jump shot from 25 ft,,30,30
123,2,10:07.0,,Defensive rebound by R. Holmes,30,30
124,2,10:02.0,,R. Anderson misses 3-pt jump shot from 26 ft,30,30
125,2,10:00.0,Defensive rebound by E. Fournier,,30,30
126,2,9:44.0,M. Bamba misses 2-pt hook shot from 3 ft,,30,30
127,2,9:42.0,,Defensive rebound by R. Anderson,30,30
128,2,9:35.0,,Turnover by J. Crawford (bad pass; steal by M. Bamba),30,30
129,2,9:35.0,,D. Ayton enters the game for R. Holmes,30,30
130,2,9:21.0,Shooting foul by D. Melton (drawn by T. Ross),,30,30
131,2,9:21.0,T. Ross misses free throw 1 of 2,,30,30
132,2,9:21.0,Offensive rebound by Team,,30,30
133,2,9:21.0,T. Ross makes free throw 2 of 2,,31,30
134,2,9:03.0,,D. Ayton makes 2-pt hook shot from 3 ft (assist by R. Anderson),31,32
135,2,8:50.0,T. Ross makes 2-pt jump shot from 17 ft (assist by J. Grant),,33,32
136,2,8:33.0,,R. Anderson misses 3-pt jump shot from 28 ft,33,32
137,2,8:31.0,Defensive rebound by J. Grant,,33,32
138,2,8:19.0,J. Grant makes 3-pt jump shot from 26 ft (assist by M. Bamba),,36,32
139,2,7:57.0,,J. Crawford misses 3-pt jump shot from 26 ft,36,32
140,2,7:55.0,Defensive rebound by Team,,36,32
141,2,7:55.0,A. Gordon enters the game for J. Isaac,,36,32
142,2,7:44.0,T. Ross makes 2-pt jump shot from 7 ft (assist by E. Fournier),,38,32
143,2,7:44.0,,Phoenix full timeout,38,32
144,2,7:44.0,,T. Ariza enters the game for M. Bridges,38,32
145,2,7:44.0,,E. Okobo enters the game for D. Melton,38,32
146,2,7:21.0,,T. Ariza makes 2-pt dunk at rim,38,34
147,2,6:56.0,Turnover by T. Ross (bad pass; steal by T. Ariza),,38,34
148,2,6:52.0,,T. Ariza misses 3-pt jump shot from 25 ft,38,34
149,2,6:49.0,,Offensive rebound by R. Anderson,38,34
150,2,6:43.0,,D. Ayton misses 2-pt hook shot from 4 ft,38,34
151,2,6:41.0,Defensive rebound by E. Fournier,,38,34
152,2,6:30.0,M. Bamba misses 3-pt jump shot from 25 ft,,38,34
153,2,6:28.0,,Defensive rebound by Team,38,34
154,2,6:28.0,D. Augustin enters the game for M. Bamba,,38,34
155,2,6:28.0,N. Vučević enters the game for J. Grant,,38,34
156,2,6:15.0,,D. Ayton makes 2-pt dunk at rim (assist by J. Crawford),38,36
157,2,5:49.0,N. Vučević misses 2-pt jump shot from 8 ft,,38,36
158,2,5:47.0,,Defensive rebound by E. Okobo,38,36
159,2,5:39.0,,J. Crawford makes 2-pt jump shot from 18 ft,38,38
160,2,5:22.0,Shooting foul by E. Okobo (drawn by E. Fournier),,38,38
161,2,5:22.0,E. Fournier makes free throw 1 of 2,,39,38
162,2,5:22.0,,J. Jackson enters the game for R. Anderson,39,38
163,2,5:22.0,E. Fournier misses free throw 2 of 2,,39,38
164,2,5:20.0,,Defensive rebound by D. Ayton,39,38
165,2,5:00.0,,J. Jackson misses 2-pt jump shot from 12 ft,39,38
166,2,4:58.0,Defensive rebound by E. Fournier,,39,38
167,2,4:56.0,Offensive foul by E. Fournier (drawn by J. Jackson),,39,38
168,2,4:56.0,Turnover by E. Fournier (offensive foul),,39,38
169,2,4:56.0,J. Isaac enters the game for E. Fournier,,39,38
170,2,4:48.0,,Personal foul by J. Isaac (drawn by T. Ariza),39,38
171,2,4:34.0,,Turnover by T. Ariza (lost ball; steal by J. Isaac),39,38
172,2,4:34.0,,T. Daniels enters the game for J. Crawford,39,38
173,2,4:30.0,Turnover by J. Isaac (lost ball; steal by T. Ariza),,39,38
174,2,4:23.0,,Offensive foul by D. Ayton (drawn by N. Vučević),39,38
175,2,4:23.0,,Turnover by D. Ayton (offensive foul),39,38
176,2,4:07.0,N. Vučević makes 2-pt hook shot from 3 ft (assist by A. Gordon),,41,38
177,2,3:54.0,,J. Jackson misses 2-pt jump shot from 20 ft,41,38
178,2,3:51.0,Defensive rebound by N. Vučević,,41,38
179,2,3:41.0,D. Augustin makes 2-pt layup from 1 ft,,43,38
180,2,3:29.0,,E. Okobo makes 2-pt jump shot from 19 ft,43,40
181,2,3:14.0,N. Vučević makes 2-pt hook shot from 3 ft (assist by D. Augustin),,45,40
182,2,2:59.0,,D. Ayton misses 2-pt jump shot from 18 ft,45,40
183,2,2:57.0,Defensive rebound by T. Ross,,45,40
184,2,2:46.0,Turnover by N. Vučević (traveling),,45,40
185,2,2:46.0,Orlando full timeout,,45,40
186,2,2:46.0,J. Simmons enters the game for T. Ross,,45,40
187,2,2:46.0,,J. Crawford enters the game for D. Ayton,45,40
188,2,2:46.0,,R. Holmes enters the game for E. Okobo,45,40
189,2,2:34.0,,Turnover by T. Daniels (traveling),45,40
190,2,2:21.0,Offensive foul by A. Gordon (drawn by J. Jackson),,45,40
191,2,2:21.0,Turnover by A. Gordon (offensive foul),,45,40
192,2,2:11.0,,J. Crawford makes 3-pt jump shot from 25 ft,45,43
193,2,1:47.0,Shooting foul by T. Daniels (drawn by D. Augustin),,45,43
194,2,1:47.0,D. Augustin makes free throw 1 of 2,,46,43
195,2,1:47.0,D. Augustin makes free throw 2 of 2,,47,43
196,2,1:30.0,,Turnover by J. Crawford (lost ball; steal by J. Simmons),47,43
197,2,1:25.0,D. Augustin makes 2-pt layup from 1 ft,,49,43
198,2,1:04.0,,J. Jackson misses 2-pt layup from 1 ft,49,43
199,2,1:01.0,,Offensive rebound by R. Holmes,49,43
200,2,1:01.0,,R. Holmes makes 2-pt layup from 1 ft,49,45
201,2,0:52.0,N. Vučević makes 2-pt jump shot from 15 ft (assist by D. Augustin),,51,45
202,2,0:35.0,,Personal foul by N. Vučević (drawn by T. Ariza),51,45
203,2,0:35.0,M. Bamba enters the game for N. Vučević,,51,45
204,2,0:35.0,,M. Bridges enters the game for T. Daniels,51,45
205,2,0:29.0,,J. Crawford makes 3-pt jump shot from 26 ft,51,48
206,2,0:05.0,D. Augustin misses 2-pt layup from 2 ft,,51,48
207,2,0:03.0,,Defensive rebound by J. Jackson,51,48
208,2,0:00.0,,J. Jackson misses 3-pt jump shot from 26 ft,51,48
209,2,0:00.0,,Offensive rebound by Team,51,48
210,3,11:40.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by J. Simmons),,54,48
211,3,11:20.0,,E. Okobo misses 2-pt layup from 1 ft,54,48
212,3,11:18.0,Defensive rebound by N. Vučević,,54,48
213,3,11:16.0,Turnover by E. Fournier (traveling),,54,48
214,3,11:00.0,,D. Ayton makes 2-pt jump shot from 17 ft (assist by M. Bridges),54,50
215,3,10:45.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. Augustin),,57,50
216,3,10:23.0,,M. Bridges makes 2-pt jump shot from 14 ft (assist by D. Ayton),57,52
217,3,10:03.0,A. Gordon makes 2-pt dunk at rim,,59,52
218,3,9:47.0,,M. Bridges misses 3-pt jump shot from 25 ft,59,52
219,3,9:45.0,Defensive rebound by N. Vučević,,59,52
220,3,9:23.0,N. Vučević makes 2-pt jump shot from 9 ft (assist by A. Gordon),,61,52
221,3,9:11.0,,Personal foul by N. Vučević (drawn by M. Bridges),61,52
222,3,9:00.0,,E. Okobo makes 2-pt jump shot from 12 ft,61,54
223,3,8:44.0,J. Simmons misses 3-pt jump shot from 24 ft,,61,54
224,3,8:41.0,,Defensive rebound by J. Jackson,61,54
225,3,8:37.0,,D. Ayton makes 2-pt dunk from 1 ft (assist by J. Jackson),61,56
226,3,8:22.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by N. Vučević),,64,56
227,3,8:07.0,,Personal foul by E. Fournier (drawn by J. Jackson),64,56
228,3,8:07.0,,T. Daniels enters the game for M. Bridges,64,56
229,3,7:55.0,,J. Jackson misses 3-pt jump shot from 25 ft,64,56
230,3,7:53.0,Defensive rebound by E. Fournier,,64,56
231,3,7:35.0,N. Vučević makes 2-pt layup from 1 ft (assist by D. Augustin),,66,56
232,3,7:35.0,,Phoenix full timeout,66,56
233,3,7:23.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by D. Ayton),66,59
234,3,6:59.0,Turnover by N. Vučević (out of bounds lost ball),,66,59
235,3,6:49.0,,E. Okobo misses 3-pt jump shot from 26 ft,66,59
236,3,6:47.0,Defensive rebound by N. Vučević,,66,59
237,3,6:37.0,E. Fournier misses 3-pt jump shot from 23 ft,,66,59
238,3,6:34.0,Offensive rebound by A. Gordon,,66,59
239,3,6:33.0,N. Vučević misses 3-pt jump shot from 25 ft,,66,59
240,3,6:29.0,,Defensive rebound by T. Ariza,66,59
241,3,6:13.0,,T. Daniels makes 2-pt jump shot from 21 ft (assist by J. Jackson),66,61
242,3,6:12.0,Orlando full timeout,,66,61
243,3,6:12.0,,J. Crawford enters the game for E. Okobo,66,61
244,3,5:50.0,A. Gordon misses 3-pt jump shot from 25 ft,,66,61
245,3,5:48.0,,Defensive rebound by Team,66,61
246,3,5:48.0,J. Isaac enters the game for J. Simmons,,66,61
247,3,5:35.0,,T. Daniels misses 3-pt jump shot from 26 ft,66,61
248,3,5:33.0,Defensive rebound by J. Isaac,,66,61
249,3,5:23.0,A. Gordon misses 3-pt jump shot from 23 ft,,66,61
250,3,5:20.0,Offensive rebound by D. Augustin,,66,61
251,3,5:17.0,A. Gordon makes 2-pt dunk from 1 ft (assist by D. Augustin),,68,61
252,3,4:59.0,,Turnover by T. Ariza (lost ball; steal by A. Gordon),68,61
253,3,4:55.0,A. Gordon makes 2-pt dunk from 1 ft,,70,61
254,3,4:41.0,,Offensive foul by T. Daniels (drawn by D. Augustin),70,61
255,3,4:41.0,,Turnover by T. Daniels (offensive foul),70,61
256,3,4:41.0,J. Grant enters the game for D. Augustin,,70,61
257,3,4:41.0,T. Ross enters the game for E. Fournier,,70,61
258,3,4:33.0,T. Ross misses 2-pt jump shot from 18 ft,,70,61
259,3,4:31.0,,Defensive rebound by D. Ayton,70,61
260,3,4:23.0,,J. Crawford misses 3-pt jump shot from 23 ft,70,61
261,3,4:18.0,Defensive rebound by N. Vučević,,70,61
262,3,4:07.0,N. Vučević misses 2-pt hook shot from 8 ft,,70,61
263,3,4:05.0,,Defensive rebound by T. Ariza,70,61
264,3,3:52.0,,D. Ayton misses 2-pt jump shot from 16 ft,70,61
265,3,3:49.0,Defensive rebound by A. Gordon,,70,61
266,3,3:40.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by A. Gordon),,73,61
267,3,3:22.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by T. Ariza),73,64
268,3,3:02.0,J. Isaac misses 2-pt layup at rim,,73,64
269,3,2:59.0,,Defensive rebound by T. Daniels,73,64
270,3,2:52.0,,J. Jackson misses 2-pt layup from 2 ft,73,64
271,3,2:50.0,,Offensive rebound by D. Ayton,73,64
272,3,2:50.0,,D. Ayton misses 2-pt layup at rim,73,64
273,3,2:47.0,,Offensive rebound by T. Ariza,73,64
274,3,2:36.0,,J. Jackson misses 2-pt layup from 2 ft,73,64
275,3,2:32.0,Defensive rebound by J. Isaac,,73,64
276,3,2:24.0,Def 3 sec tech foul by Team,,73,64
277,3,2:24.0,T. Ross makes technical free throw,,74,64
278,3,2:24.0,J. Simmons enters the game for A. Gordon,,74,64
279,3,2:24.0,,R. Anderson enters the game for T. Ariza,74,64
280,3,2:24.0,,R. Holmes enters the game for D. Ayton,74,64
281,3,2:18.0,Turnover by J. Simmons (lost ball; steal by T. Daniels),,74,64
282,3,2:13.0,,J. Jackson misses 2-pt dunk from 3 ft (block by T. Ross),74,64
283,3,2:11.0,,Offensive rebound by R. Holmes,74,64
284,3,2:09.0,,Turnover by T. Daniels (lost ball; steal by J. Simmons),74,64
285,3,2:05.0,T. Ross misses 3-pt jump shot from 26 ft,,74,64
286,3,1:59.0,,Defensive rebound by J. Crawford,74,64
287,3,1:50.0,,J. Jackson misses 3-pt jump shot from 24 ft,74,64
288,3,1:47.0,Defensive rebound by N. Vučević,,74,64
289,3,1:39.0,J. Simmons misses 3-pt jump shot from 26 ft,,74,64
290,3,1:37.0,,Defensive rebound by R. Holmes,74,64
291,3,1:26.0,,J. Crawford misses 2-pt jump shot from 12 ft,74,64
292,3,1:23.0,Defensive rebound by J. Simmons,,74,64
293,3,1:17.0,T. Ross misses 3-pt jump shot from 25 ft,,74,64
294,3,1:17.0,,Defensive rebound by J. Jackson,74,64
295,3,1:17.0,,Technical foul by J. Jackson,74,64
296,3,1:17.0,T. Ross makes technical free throw,,75,64
297,3,1:17.0,M. Bamba enters the game for N. Vučević,,75,64
298,3,1:17.0,,M. Bridges enters the game for J. Jackson,75,64
299,3,0:58.0,,Shooting foul by J. Isaac (drawn by J. Crawford),75,64
300,3,0:58.0,,J. Crawford misses free throw 1 of 3,75,64
301,3,0:58.0,,Offensive rebound by Team,75,64
302,3,0:58.0,,J. Crawford makes free throw 2 of 3,75,65
303,3,0:58.0,,J. Crawford makes free throw 3 of 3,75,66
304,3,0:45.0,J. Simmons misses 2-pt jump shot from 11 ft,,75,66
305,3,0:43.0,,Defensive rebound by R. Holmes,75,66
306,3,0:40.0,,Shooting foul by J. Grant (drawn by J. Crawford),75,66
307,3,0:40.0,,J. Crawford makes free throw 1 of 3,75,67
308,3,0:40.0,,J. Crawford makes free throw 2 of 3,75,68
309,3,0:40.0,,J. Crawford makes free throw 3 of 3,75,69
310,3,0:24.0,T. Ross misses 3-pt jump shot from 25 ft,,75,69
311,3,0:22.0,,Defensive rebound by R. Holmes,75,69
312,3,0:01.0,,J. Crawford makes 2-pt jump shot from 14 ft,75,71
313,4,11:39.0,,J. Crawford misses 3-pt jump shot from 26 ft,75,71
314,4,11:35.0,,Offensive rebound by R. Anderson,75,71
315,4,11:26.0,,J. Crawford misses 2-pt layup from 2 ft (block by M. Bamba),75,71
316,4,11:24.0,Defensive rebound by E. Fournier,,75,71
317,4,11:04.0,T. Ross misses 2-pt jump shot from 20 ft,,75,71
318,4,11:00.0,,Defensive rebound by R. Holmes,75,71
319,4,10:50.0,,T. Daniels misses 3-pt jump shot from 25 ft,75,71
320,4,10:48.0,,Offensive rebound by R. Holmes,75,71
321,4,10:45.0,,M. Bridges misses 3-pt jump shot from 23 ft,75,71
322,4,10:44.0,Defensive rebound by Team,,75,71
323,4,10:31.0,E. Fournier misses 2-pt jump shot from 21 ft,,75,71
324,4,10:29.0,Offensive rebound by Team,,75,71
325,4,10:29.0,,Loose ball foul by T. Daniels (drawn by M. Bamba),75,71
326,4,10:25.0,T. Ross makes 2-pt jump shot from 18 ft (assist by J. Isaac),,77,71
327,4,10:09.0,,Personal foul by E. Fournier (drawn by J. Crawford),77,71
328,4,10:09.0,,T. Ariza enters the game for M. Bridges,77,71
329,4,10:09.0,,J. Jackson enters the game for T. Daniels,77,71
330,4,10:02.0,,T. Ariza misses 3-pt jump shot from 25 ft,77,71
331,4,9:59.0,Defensive rebound by Team,,77,71
332,4,9:47.0,T. Ross makes 2-pt jump shot from 13 ft (assist by J. Isaac),,79,71
333,4,9:32.0,,R. Anderson misses 3-pt jump shot from 27 ft,79,71
334,4,9:29.0,Defensive rebound by M. Bamba,,79,71
335,4,9:14.0,T. Ross makes 2-pt jump shot from 18 ft (assist by J. Isaac),,81,71
336,4,9:09.0,,Phoenix full timeout,81,71
337,4,9:09.0,,E. Okobo enters the game for J. Crawford,81,71
338,4,8:46.0,,Shooting foul by M. Bamba (drawn by R. Holmes),81,71
339,4,8:46.0,,R. Holmes makes free throw 1 of 2,81,72
340,4,8:46.0,,R. Holmes misses free throw 2 of 2,81,72
341,4,8:44.0,Defensive rebound by M. Bamba,,81,72
342,4,8:28.0,M. Bamba makes 2-pt dunk from 1 ft (assist by T. Ross),,83,72
343,4,8:08.0,,J. Jackson makes 2-pt jump shot from 19 ft,83,74
344,4,7:52.0,J. Grant misses 2-pt jump shot from 15 ft,,83,74
345,4,7:51.0,Offensive rebound by Team,,83,74
346,4,7:51.0,D. Augustin enters the game for J. Grant,,83,74
347,4,7:51.0,A. Gordon enters the game for J. Isaac,,83,74
348,4,7:42.0,D. Augustin misses 3-pt jump shot from 26 ft,,83,74
349,4,7:39.0,,Defensive rebound by T. Ariza,83,74
350,4,7:17.0,,J. Jackson misses 3-pt jump shot from 26 ft,83,74
351,4,7:16.0,,Offensive rebound by Team,83,74
352,4,7:16.0,,Turnover by Team (shot clock),83,74
353,4,6:54.0,A. Gordon makes 2-pt jump shot from 13 ft,,85,74
354,4,6:37.0,,J. Jackson makes 2-pt layup from 1 ft (assist by E. Okobo),85,76
355,4,6:37.0,,Shooting foul by M. Bamba (drawn by J. Jackson),85,76
356,4,6:37.0,N. Vučević enters the game for M. Bamba,,85,76
357,4,6:37.0,,D. Ayton enters the game for R. Anderson,85,76
358,4,6:37.0,,J. Crawford enters the game for R. Holmes,85,76
359,4,6:37.0,,J. Jackson misses free throw 1 of 1,85,76
360,4,6:35.0,Defensive rebound by N. Vučević,,85,76
361,4,6:17.0,T. Ross misses 3-pt jump shot from 27 ft,,85,76
362,4,6:15.0,,Defensive rebound by J. Crawford,85,76
363,4,6:04.0,,E. Okobo misses 3-pt jump shot from 25 ft,85,76
364,4,6:02.0,,Offensive rebound by Team,85,76
365,4,5:49.0,,E. Okobo misses 2-pt jump shot from 14 ft,85,76
366,4,5:44.0,,Offensive rebound by E. Okobo,85,76
367,4,5:44.0,,E. Okobo misses 2-pt layup at rim,85,76
368,4,5:43.0,,Offensive rebound by D. Ayton,85,76
369,4,5:43.0,,D. Ayton makes 2-pt layup at rim,85,78
370,4,5:23.0,E. Fournier misses 2-pt jump shot from 19 ft,,85,78
371,4,5:20.0,Offensive rebound by N. Vučević,,85,78
372,4,5:19.0,N. Vučević makes 2-pt layup at rim,,87,78
373,4,5:02.0,,D. Ayton misses 2-pt layup from 2 ft,87,78
374,4,4:59.0,Defensive rebound by N. Vučević,,87,78
375,4,4:55.0,A. Gordon misses 3-pt jump shot from 26 ft,,87,78
376,4,4:52.0,,Defensive rebound by J. Jackson,87,78
377,4,4:47.0,,J. Jackson misses 2-pt layup from 2 ft,87,78
378,4,4:45.0,Defensive rebound by N. Vučević,,87,78
379,4,4:23.0,N. Vučević makes 2-pt jump shot from 22 ft (assist by D. Augustin),,89,78
380,4,4:23.0,,Phoenix full timeout,89,78
381,4,4:23.0,J. Isaac enters the game for E. Fournier,,89,78
382,4,4:05.0,,J. Jackson misses 2-pt layup from 4 ft (block by J. Isaac),89,78
383,4,4:02.0,Defensive rebound by N. Vučević,,89,78
384,4,3:43.0,D. Augustin makes 2-pt jump shot from 20 ft,,91,78
385,4,3:19.0,,E. Okobo makes 3-pt jump shot from 23 ft (assist by J. Jackson),91,81
386,4,3:06.0,D. Augustin makes 2-pt jump shot from 18 ft,,93,81
