,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,INDIANA_ACTION,CLEVELAND_SCORE,INDIANA_SCORE
0,1,11:41.0,,Shooting foul by L. Nance (drawn by B. Bogdanović),0,0
1,1,11:41.0,,B. Bogdanović makes free throw 1 of 2,0,1
2,1,11:41.0,,B. Bogdanović makes free throw 2 of 2,0,2
3,1,11:21.0,L. Nance misses 2-pt jump shot from 17 ft,,0,2
4,1,11:17.0,,Defensive rebound by T. Young,0,2
5,1,11:13.0,,T. Evans misses 3-pt jump shot from 29 ft,0,2
6,1,11:10.0,Defensive rebound by Team,,0,2
7,1,10:53.0,L. Nance makes 2-pt dunk at rim (assist by C. Sexton),,2,2
8,1,10:39.0,,Personal foul by C. Sexton (drawn by M. Turner),2,2
9,1,10:29.0,,M. Turner makes 2-pt dunk from 2 ft (assist by D. Collison),2,4
10,1,10:14.0,M. Chriss makes 3-pt jump shot from 25 ft (assist by C. Sexton),,5,4
11,1,10:02.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by T. Evans),5,7
12,1,9:47.0,D. Nwaba misses 2-pt jump shot from 8 ft,,5,7
13,1,9:44.0,,Defensive rebound by T. Evans,5,7
14,1,9:39.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by T. Evans),5,10
15,1,9:21.0,Turnover by C. Sexton (lost ball; steal by D. Collison),,5,10
16,1,9:18.0,,B. Bogdanović makes 2-pt dunk from 1 ft (assist by D. Collison),5,12
17,1,9:16.0,Cleveland full timeout,,5,12
18,1,9:06.0,Turnover by C. Sexton (traveling),,5,12
19,1,8:58.0,,T. Young misses 2-pt jump shot from 6 ft,5,12
20,1,8:56.0,Defensive rebound by L. Nance,,5,12
21,1,8:36.0,D. Nwaba makes 2-pt jump shot from 6 ft,,7,12
22,1,8:15.0,,Personal foul by D. Adel (drawn by M. Turner),7,12
23,1,8:09.0,Violation by Team (kicked ball),,7,12
24,1,7:57.0,,M. Turner makes 2-pt layup from 2 ft,7,14
25,1,7:36.0,D. Nwaba misses 2-pt layup from 8 ft,,7,14
26,1,7:34.0,,Defensive rebound by T. Evans,7,14
27,1,7:32.0,Violation by Team (kicked ball),,7,14
28,1,7:27.0,,M. Turner misses 2-pt jump shot from 20 ft,7,14
29,1,7:24.0,Defensive rebound by L. Nance,,7,14
30,1,7:15.0,C. Sexton makes 2-pt jump shot from 6 ft,,9,14
31,1,7:03.0,,T. Evans makes 2-pt jump shot from 21 ft (assist by T. Young),9,16
32,1,6:49.0,C. Sexton misses 2-pt jump shot from 18 ft,,9,16
33,1,6:46.0,,Defensive rebound by T. Evans,9,16
34,1,6:40.0,,T. Evans misses 2-pt layup from 2 ft,9,16
35,1,6:37.0,,Offensive rebound by T. Evans,9,16
36,1,6:37.0,,T. Evans misses 2-pt layup from 3 ft (block by L. Nance),9,16
