,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
0,1,11:38.0,,D. Lillard misses 3-pt jump shot from 23 ft,0,0
1,1,11:37.0,,Offensive rebound by A. Aminu,0,0
2,1,11:33.0,,M. Harkless misses 2-pt layup from 2 ft,0,0
3,1,11:33.0,,Offensive rebound by M. Harkless,0,0
4,1,11:32.0,,M. Harkless misses 2-pt layup from 1 ft,0,0
5,1,11:29.0,Defensive rebound by P. George,,0,0
6,1,11:07.0,Turnover by Team (shot clock),,0,0
7,1,10:56.0,,Turnover by J. Nurkić (bad pass),0,0
8,1,10:52.0,P. George makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,3,0
9,1,10:27.0,,A. Aminu misses 3-pt jump shot from 25 ft,3,0
10,1,10:24.0,Defensive rebound by J. Grant,,3,0
11,1,10:14.0,S. Adams misses 2-pt hook shot from 7 ft,,3,0
12,1,10:12.0,,Defensive rebound by M. Harkless,3,0
13,1,10:05.0,,A. Aminu makes 2-pt layup from 1 ft (assist by D. Lillard),3,2
14,1,9:52.0,R. Westbrook misses 2-pt jump shot from 3 ft,,3,2
15,1,9:51.0,,Defensive rebound by A. Aminu,3,2
16,1,9:45.0,,C. McCollum misses 2-pt jump shot from 8 ft,3,2
17,1,9:41.0,,Offensive rebound by A. Aminu,3,2
18,1,9:41.0,,A. Aminu makes 2-pt layup from 1 ft,3,4
19,1,9:29.0,P. George misses 2-pt layup from 1 ft (block by M. Harkless),,3,4
20,1,9:27.0,,Defensive rebound by A. Aminu,3,4
21,1,9:19.0,,D. Lillard makes 2-pt layup from 1 ft,3,6
22,1,9:06.0,Shooting foul by J. Nurkić (drawn by P. George),,3,6
23,1,9:06.0,P. George misses free throw 1 of 2,,3,6
24,1,9:06.0,Offensive rebound by Team,,3,6
25,1,9:06.0,P. George makes free throw 2 of 2,,4,6
26,1,8:47.0,,J. Nurkić makes 2-pt hook shot from 2 ft,4,8
27,1,8:36.0,P. George misses 2-pt jump shot from 12 ft,,4,8
28,1,8:33.0,Offensive rebound by S. Adams,,4,8
29,1,8:31.0,P. George makes 3-pt jump shot from 25 ft (assist by S. Adams),,7,8
30,1,8:17.0,,J. Nurkić misses 2-pt jump shot from 22 ft,7,8
31,1,8:15.0,Defensive rebound by J. Grant,,7,8
32,1,8:13.0,Turnover by T. Ferguson (out of bounds lost ball),,7,8
33,1,8:03.0,,A. Aminu misses 3-pt jump shot from 26 ft,7,8
34,1,8:01.0,Defensive rebound by T. Ferguson,,7,8
35,1,7:54.0,R. Westbrook makes 2-pt jump shot from 11 ft,,9,8
36,1,7:43.0,,D. Lillard makes 3-pt jump shot from 24 ft,9,11
37,1,7:34.0,R. Westbrook makes 2-pt layup from 1 ft,,11,11
38,1,7:23.0,,D. Lillard misses 3-pt jump shot from 34 ft,11,11
39,1,7:22.0,Defensive rebound by Team,,11,11
40,1,7:06.0,S. Adams misses 2-pt hook shot from 9 ft,,11,11
41,1,7:03.0,,Defensive rebound by A. Aminu,11,11
42,1,6:56.0,,C. McCollum misses 2-pt jump shot from 21 ft,11,11
43,1,6:51.0,Defensive rebound by S. Adams,,11,11
44,1,6:46.0,Shooting foul by M. Harkless (drawn by P. George),,11,11
45,1,6:46.0,,Portland full timeout,11,11
46,1,6:46.0,P. George makes free throw 1 of 2,,12,11
47,1,6:46.0,P. George makes free throw 2 of 2,,13,11
48,1,6:36.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),13,13
49,1,6:24.0,R. Westbrook misses 2-pt jump shot from 16 ft,,13,13
50,1,6:21.0,,Defensive rebound by Team,13,13
