,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA LAKERS_ACTION,MIAMI_SCORE,LA LAKERS_SCORE
378,4,6:04.0,D. Wade misses 2-pt jump shot from 15 ft,,96,93
379,4,6:00.0,Offensive rebound by J. Winslow,,96,93
380,4,5:51.0,J. Winslow misses 2-pt jump shot from 12 ft,,96,93
381,4,5:49.0,,Defensive rebound by L. James,96,93
382,4,5:49.0,,LA Lakers full timeout,96,93
383,4,5:37.0,,L. James makes 2-pt dunk from 2 ft,96,95
384,4,5:20.0,K. Olynyk misses 3-pt jump shot from 26 ft,,96,95
385,4,5:17.0,,Defensive rebound by K. Kuzma,96,95
386,4,5:01.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. James),96,98
387,4,4:36.0,K. Olynyk makes 2-pt layup from 1 ft (assist by D. Wade),,98,98
388,4,4:21.0,,L. James makes 3-pt jump shot from 29 ft,98,101
389,4,4:04.0,D. Wade misses 2-pt jump shot from 2 ft,,98,101
390,4,4:01.0,,Defensive rebound by K. Kuzma,98,101
391,4,3:55.0,,Shooting foul by R. McGruder (drawn by L. Stephenson),98,101
392,4,3:55.0,,L. Stephenson makes free throw 1 of 2,98,102
393,4,3:55.0,B. Adebayo enters the game for R. McGruder,,98,102
394,4,3:55.0,J. Richardson enters the game for K. Olynyk,,98,102
395,4,3:55.0,,L. Stephenson makes free throw 2 of 2,98,103
396,4,3:55.0,Miami full timeout,,98,103
397,4,3:55.0,,LA Lakers full timeout,98,103
398,4,3:55.0,,T. Chandler enters the game for L. Stephenson,98,103
399,4,3:44.0,D. Wade makes 2-pt layup from 3 ft (assist by B. Adebayo),,100,103
400,4,3:20.0,,L. James misses 3-pt jump shot from 28 ft,100,103
401,4,3:13.0,,Offensive rebound by L. Ball,100,103
402,4,3:09.0,,K. Kuzma misses 3-pt jump shot from 22 ft,100,103
403,4,3:03.0,Defensive rebound by D. Wade,,100,103
404,4,2:53.0,J. Richardson makes 3-pt jump shot from 28 ft (assist by D. Wade),,103,103
405,4,2:36.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by L. James),103,105
406,4,2:18.0,Turnover by B. Adebayo (traveling),,103,105
407,4,1:58.0,,Shooting foul by D. Jones (drawn by L. James),103,105
408,4,1:58.0,,L. James makes free throw 1 of 2,103,106
409,4,1:58.0,,L. James misses free throw 2 of 2,103,106
410,4,1:55.0,Defensive rebound by D. Jones,,103,106
411,4,1:38.0,Shooting foul by L. Ball (drawn by J. Richardson),,103,106
412,4,1:38.0,J. Richardson makes free throw 1 of 2,,104,106
413,4,1:38.0,J. Richardson makes free throw 2 of 2,,105,106
414,4,1:23.0,,L. Ball misses 3-pt jump shot from 27 ft,105,106
415,4,1:20.0,Defensive rebound by D. Jones,,105,106
416,4,0:59.0,D. Wade misses 2-pt jump shot from 14 ft,,105,106
417,4,0:56.0,,Defensive rebound by T. Chandler,105,106
418,4,0:34.0,,L. James misses 2-pt jump shot from 24 ft,105,106
419,4,0:29.0,,Offensive rebound by J. Hart,105,106
420,4,0:28.0,,Turnover by J. Hart (lost ball; steal by J. Winslow),105,106
421,4,0:22.0,D. Wade misses 3-pt jump shot from 26 ft,,105,106
422,4,0:22.0,,Defensive rebound by L. James,105,106
423,4,0:22.0,,Personal take foul by J. Winslow (drawn by L. James),105,106
424,4,0:22.0,,L. James makes free throw 1 of 2,105,107
425,4,0:22.0,,L. James makes free throw 2 of 2,105,108
426,4,0:22.0,Miami full timeout,,105,108
427,4,0:22.0,R. McGruder enters the game for B. Adebayo,,105,108
428,4,0:22.0,K. Olynyk enters the game for D. Jones,,105,108
429,4,0:22.0,,K. Caldwell-Pope enters the game for T. Chandler,105,108
430,4,0:21.0,R. McGruder misses 2-pt layup from 3 ft (block by L. Ball),,105,108
431,4,0:21.0,Offensive rebound by Team,,105,108
432,4,0:21.0,Miami full timeout,,105,108
433,4,0:07.0,D. Wade misses 3-pt jump shot from 26 ft,,105,108
434,4,0:05.0,Offensive rebound by R. McGruder,,105,108
435,4,0:03.0,J. Winslow misses 3-pt jump shot from 27 ft,,105,108
436,4,0:00.0,,Defensive rebound by L. James,105,108
