,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BOSTON_ACTION,CLEVELAND_SCORE,BOSTON_SCORE
0,1,11:46.0,,M. Morris misses 2-pt jump shot from 5 ft (block by A. Burks),0,0
1,1,11:44.0,Defensive rebound by A. Žižić,,0,0
2,1,11:24.0,Turnover by A. Burks (lost ball; steal by M. Morris),,0,0
3,1,11:09.0,,J. Tatum misses 2-pt jump shot from 20 ft,0,0
4,1,11:07.0,Defensive rebound by R. Hood,,0,0
5,1,10:48.0,R. Hood misses 2-pt jump shot from 17 ft,,0,0
6,1,10:46.0,,Defensive rebound by A. Baynes,0,0
7,1,10:38.0,,M. Morris misses 3-pt jump shot from 26 ft,0,0
8,1,10:36.0,Defensive rebound by C. Sexton,,0,0
9,1,10:28.0,A. Žižić misses 2-pt layup from 2 ft,,0,0
10,1,10:28.0,Offensive rebound by C. Sexton,,0,0
11,1,10:26.0,C. Sexton makes 2-pt layup from 1 ft,,2,0
12,1,10:15.0,,J. Tatum misses 2-pt jump shot from 18 ft,2,0
13,1,10:15.0,Defensive rebound by A. Burks,,2,0
14,1,10:01.0,A. Žižić makes 2-pt layup from 3 ft,,4,0
15,1,9:52.0,,T. Rozier makes 3-pt jump shot from 27 ft,4,3
16,1,9:32.0,Turnover by C. Sexton (out of bounds lost ball),,4,3
17,1,9:23.0,,T. Rozier makes 2-pt layup from 1 ft,4,5
18,1,9:23.0,,Shooting foul by A. Burks (drawn by T. Rozier),4,5
19,1,9:23.0,,T. Rozier makes free throw 1 of 1,4,6
20,1,9:05.0,A. Burks misses 3-pt jump shot from 26 ft,,4,6
21,1,9:03.0,,Defensive rebound by T. Rozier,4,6
22,1,8:50.0,,A. Baynes misses 2-pt layup from 4 ft (block by A. Burks),4,6
23,1,8:48.0,Defensive rebound by A. Burks,,4,6
24,1,8:41.0,C. Sexton misses 2-pt layup from 2 ft,,4,6
25,1,8:39.0,Offensive rebound by A. Žižić,,4,6
26,1,8:39.0,A. Žižić misses 2-pt layup from 1 ft,,4,6
27,1,8:37.0,,Defensive rebound by M. Morris,4,6
28,1,8:21.0,,J. Tatum misses 2-pt jump shot from 10 ft,4,6
29,1,8:19.0,Defensive rebound by A. Burks,,4,6
30,1,8:15.0,C. Sexton makes 2-pt layup from 1 ft (assist by A. Burks),,6,6
31,1,7:57.0,,M. Morris misses 2-pt jump shot from 16 ft,6,6
32,1,7:56.0,Defensive rebound by A. Burks,,6,6
33,1,7:46.0,C. Osman makes 3-pt jump shot from 24 ft (assist by C. Sexton),,9,6
34,1,7:31.0,,T. Rozier makes 2-pt layup from 2 ft (assist by M. Morris),9,8
35,1,7:08.0,R. Hood misses 3-pt jump shot from 25 ft,,9,8
36,1,7:06.0,,Defensive rebound by J. Tatum,9,8
37,1,7:01.0,,J. Tatum makes 2-pt layup from 1 ft,9,10
38,1,6:39.0,Turnover by C. Sexton (bad pass; steal by T. Rozier),,9,10
39,1,6:39.0,,Personal take foul by R. Hood (drawn by T. Rozier),9,10
40,1,6:39.0,,Boston full timeout,9,10
41,1,6:30.0,,Turnover by M. Smart (bad pass; steal by A. Burks),9,10
42,1,6:25.0,C. Osman makes 2-pt dunk from 1 ft (assist by A. Burks),,11,10
43,1,6:10.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by J. Tatum),11,13
44,1,5:49.0,A. Žižić makes 2-pt hook shot from 6 ft (assist by A. Burks),,13,13
45,1,5:35.0,,Offensive foul by J. Tatum (drawn by C. Osman),13,13
46,1,5:35.0,,Turnover by J. Tatum (offensive foul),13,13
47,1,5:35.0,J. Clarkson enters the game for R. Hood,,13,13
48,1,5:35.0,,J. Brown enters the game for M. Morris,13,13
49,1,5:35.0,,G. Hayward enters the game for M. Smart,13,13
50,1,5:15.0,C. Sexton makes 2-pt layup from 2 ft,,15,13
51,1,5:02.0,,Def 3 sec tech foul by Team,15,13
52,1,5:02.0,,Boston full timeout,15,13
53,1,5:02.0,,R. Williams enters the game for A. Baynes,15,13
54,1,5:02.0,,T. Rozier makes technical free throw,15,14
55,1,4:51.0,,T. Rozier makes 2-pt layup from 1 ft,15,16
56,1,4:30.0,A. Žižić makes 2-pt hook shot from 4 ft,,17,16
57,1,4:13.0,,Shooting foul by A. Burks (drawn by J. Brown),17,16
58,1,4:13.0,,J. Brown misses free throw 1 of 2,17,16
59,1,4:13.0,,Offensive rebound by Team,17,16
60,1,4:13.0,M. Dellavedova enters the game for A. Burks,,17,16
61,1,4:13.0,C. Payne enters the game for C. Sexton,,17,16
62,1,4:13.0,,J. Brown makes free throw 2 of 2,17,17
63,1,3:56.0,J. Clarkson makes 2-pt layup from 2 ft,,19,17
64,1,3:50.0,,Shooting foul by C. Osman (drawn by J. Brown),19,17
65,1,3:50.0,,J. Brown makes free throw 1 of 2,19,18
66,1,3:50.0,C. Frye enters the game for A. Žižić,,19,18
67,1,3:50.0,,D. Theis enters the game for R. Williams,19,18
68,1,3:50.0,,J. Brown makes free throw 2 of 2,19,19
69,1,3:34.0,J. Clarkson misses 2-pt jump shot from 11 ft,,19,19
70,1,3:32.0,,Defensive rebound by T. Rozier,19,19
71,1,3:26.0,,T. Rozier makes 2-pt jump shot from 11 ft,19,21
72,1,3:17.0,Turnover by C. Payne (step out of bounds),,19,21
73,1,3:17.0,J. Blossomgame enters the game for C. Osman,,19,21
74,1,3:08.0,,Turnover by T. Rozier (discontinued dribble),19,21
75,1,2:45.0,J. Blossomgame makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,22,21
76,1,2:36.0,,J. Brown misses 2-pt layup from 2 ft,22,21
77,1,2:34.0,Defensive rebound by C. Frye,,22,21
78,1,2:28.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,22,21
79,1,2:26.0,,Defensive rebound by J. Brown,22,21
80,1,2:14.0,,G. Hayward makes 2-pt jump shot from 14 ft (assist by D. Theis),22,23
81,1,2:05.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by C. Payne),,25,23
82,1,1:47.0,,G. Hayward makes 2-pt jump shot from 12 ft (assist by T. Rozier),25,25
83,1,1:32.0,C. Frye makes 2-pt hook shot from 8 ft,,27,25
84,1,1:21.0,,Offensive foul by G. Hayward (drawn by M. Dellavedova),27,25
85,1,1:21.0,,Turnover by G. Hayward (offensive foul),27,25
86,1,1:15.0,Personal foul by J. Brown (drawn by J. Clarkson),,27,25
87,1,1:09.0,J. Clarkson makes 3-pt jump shot from 27 ft (assist by M. Dellavedova),,30,25
88,1,0:46.0,,Turnover by T. Rozier (bad pass),30,25
89,1,0:36.0,J. Clarkson misses 3-pt jump shot from 26 ft,,30,25
90,1,0:34.0,,Defensive rebound by T. Rozier,30,25
91,1,0:16.0,,J. Brown makes 2-pt jump shot from 6 ft (assist by J. Tatum),30,27
92,1,0:01.0,J. Clarkson misses 3-pt jump shot from 26 ft,,30,27
93,1,0:00.0,Offensive rebound by Team,,30,27
94,2,11:45.0,M. Dellavedova makes 2-pt jump shot from 2 ft,,32,27
95,2,11:25.0,,D. Theis makes 2-pt dunk from 2 ft (assist by B. Wanamaker),32,29
96,2,11:11.0,J. Blossomgame misses 2-pt layup from 2 ft,,32,29
97,2,11:10.0,Offensive rebound by J. Blossomgame,,32,29
98,2,11:10.0,J. Blossomgame makes 2-pt layup from 1 ft,,34,29
99,2,10:51.0,,M. Morris misses 3-pt jump shot from 26 ft,34,29
100,2,10:50.0,Defensive rebound by Team,,34,29
101,2,10:42.0,Turnover by M. Dellavedova (bad pass; steal by G. Hayward),,34,29
102,2,10:36.0,,Personal foul by M. Dellavedova (drawn by G. Hayward),34,29
103,2,10:26.0,,D. Theis misses 2-pt jump shot from 9 ft,34,29
104,2,10:24.0,Defensive rebound by C. Frye,,34,29
105,2,10:07.0,C. Frye misses 3-pt jump shot from 23 ft,,34,29
106,2,10:05.0,,Defensive rebound by J. Brown,34,29
107,2,10:01.0,,Shooting foul by C. Frye (drawn by J. Brown),34,29
108,2,10:01.0,,J. Brown makes free throw 1 of 2,34,30
