,QUARTER,TIME_REMAINING,PORTLAND_ACTION,HOUSTON_ACTION,PORTLAND_SCORE,HOUSTON_SCORE
72,1,4:05.0,C. McCollum misses 2-pt jump shot from 7 ft,,25,12
73,1,4:04.0,Offensive rebound by E. Turner,,25,12
74,1,4:04.0,E. Turner makes 2-pt layup from 1 ft,,27,12
75,1,3:50.0,,J. Harden makes 3-pt jump shot from 27 ft,27,15
76,1,3:29.0,D. Lillard misses 2-pt layup from 1 ft,,27,15
77,1,3:27.0,,Defensive rebound by Team,27,15
78,1,3:27.0,Loose ball foul by D. Lillard (drawn by N. Hilário),,27,15
79,1,3:27.0,Portland full timeout,,27,15
80,1,3:27.0,Z. Collins enters the game for C. McCollum,,27,15
81,1,3:27.0,J. Layman enters the game for J. Nurkić,,27,15
82,1,3:27.0,,D. House enters the game for P. Tucker,27,15
83,1,3:15.0,,E. Gordon makes 2-pt layup at rim,27,17
84,1,3:15.0,,Shooting foul by Z. Collins (drawn by E. Gordon),27,17
85,1,3:15.0,,C. Paul enters the game for J. Harden,27,17
86,1,3:15.0,,E. Gordon misses free throw 1 of 1,27,17
87,1,3:15.0,Defensive rebound by A. Aminu,,27,17
88,1,2:54.0,D. Lillard makes 2-pt layup from 1 ft (assist by E. Turner),,29,17
89,1,2:37.0,,N. Hilário makes 2-pt layup from 1 ft (assist by E. Gordon),29,19
90,1,2:37.0,N. Stauskas enters the game for D. Lillard,,29,19
91,1,2:37.0,,G. Green enters the game for E. Gordon,29,19
92,1,2:14.0,Turnover by Z. Collins (traveling),,29,19
93,1,2:03.0,,G. Green makes 3-pt jump shot from 26 ft (assist by C. Paul),29,22
94,1,1:40.0,Turnover by A. Aminu (out of bounds lost ball),,29,22
95,1,1:40.0,M. Harkless enters the game for A. Aminu,,29,22
96,1,1:28.0,,Turnover by C. Paul (bad pass),29,22
97,1,1:15.0,J. Layman misses 2-pt jump shot from 22 ft,,29,22
98,1,1:14.0,,Defensive rebound by D. House,29,22
99,1,1:05.0,,D. House makes 3-pt jump shot from 26 ft (assist by C. Paul),29,25
100,1,0:45.0,Z. Collins misses 2-pt jump shot from 12 ft (block by N. Hilário),,29,25
101,1,0:44.0,,Defensive rebound by N. Hilário,29,25
102,1,0:32.0,,C. Paul makes 2-pt jump shot from 1 ft,29,27
103,1,0:12.0,Z. Collins misses 3-pt jump shot from 24 ft,,29,27
104,1,0:11.0,,Defensive rebound by C. Paul,29,27
105,1,0:00.0,,C. Paul misses 3-pt jump shot from 25 ft,29,27
106,1,0:00.0,,Offensive rebound by Team,29,27
107,2,11:47.0,M. Harkless misses 3-pt jump shot from 25 ft,,29,27
108,2,11:46.0,,Defensive rebound by J. Ennis,29,27
109,2,11:40.0,,D. House misses 3-pt jump shot from 22 ft (block by M. Harkless),29,27
110,2,11:40.0,,Offensive rebound by C. Paul,29,27
111,2,11:30.0,,G. Green makes 2-pt hook shot from 4 ft,29,29
112,2,11:17.0,J. Layman misses 2-pt layup from 4 ft,,29,29
113,2,11:17.0,Offensive rebound by Team,,29,29
114,2,11:17.0,S. Curry enters the game for J. Layman,,29,29
115,2,11:04.0,Z. Collins misses 2-pt jump shot from 19 ft,,29,29
116,2,11:01.0,Offensive rebound by Z. Collins,,29,29
117,2,10:50.0,Z. Collins makes 2-pt layup from 1 ft (assist by E. Turner),,31,29
118,2,10:37.0,,C. Paul misses 3-pt jump shot from 25 ft,31,29
119,2,10:36.0,Defensive rebound by E. Turner,,31,29
120,2,10:23.0,Z. Collins misses 2-pt layup from 2 ft (block by G. Green),,31,29
121,2,10:21.0,,Defensive rebound by C. Paul,31,29
122,2,10:16.0,,D. House makes 2-pt layup from 1 ft (assist by C. Paul),31,31
123,2,10:03.0,M. Harkless makes 2-pt dunk from 1 ft (assist by E. Turner),,33,31
124,2,9:44.0,,G. Green misses 2-pt jump shot from 8 ft,33,31
125,2,9:43.0,,Offensive rebound by G. Green,33,31
126,2,9:31.0,,G. Green makes 3-pt jump shot from 26 ft (assist by D. House),33,34
127,2,9:04.0,E. Turner misses 2-pt jump shot from 17 ft,,33,34
128,2,9:03.0,Offensive rebound by Z. Collins,,33,34
129,2,9:03.0,C. McCollum enters the game for N. Stauskas,,33,34
130,2,9:03.0,,C. Capela enters the game for N. Hilário,33,34
131,2,8:55.0,C. McCollum misses 3-pt jump shot from 26 ft,,33,34
132,2,8:51.0,,Defensive rebound by J. Ennis,33,34
133,2,8:39.0,,Violation by Team (kicked ball),33,34
134,2,8:28.0,Personal foul by C. Paul (drawn by E. Turner),,33,34
135,2,8:28.0,,E. Gordon enters the game for J. Ennis,33,34
136,2,8:16.0,Turnover by E. Turner (bad pass; steal by G. Green),,33,34
137,2,8:14.0,,Shooting foul by M. Harkless (drawn by D. House),33,34
138,2,8:14.0,,D. House makes free throw 1 of 2,33,35
139,2,8:14.0,,D. House makes free throw 2 of 2,33,36
140,2,7:57.0,Turnover by C. McCollum (bad pass; steal by C. Capela),,33,36
141,2,7:48.0,,D. House misses 3-pt jump shot from 23 ft,33,36
142,2,7:45.0,Defensive rebound by Z. Collins,,33,36
143,2,7:37.0,S. Curry makes 3-pt jump shot from 24 ft (assist by E. Turner),,36,36
144,2,7:25.0,,E. Gordon misses 3-pt jump shot from 26 ft,36,36
145,2,7:24.0,Defensive rebound by Z. Collins,,36,36
146,2,7:08.0,C. McCollum misses 2-pt jump shot from 7 ft,,36,36
147,2,7:08.0,Offensive rebound by Z. Collins,,36,36
148,2,6:55.0,Z. Collins makes 3-pt jump shot from 25 ft (assist by E. Turner),,39,36
149,2,6:54.0,,Houston full timeout,39,36
150,2,6:54.0,A. Aminu enters the game for Z. Collins,,39,36
151,2,6:54.0,D. Lillard enters the game for M. Harkless,,39,36
152,2,6:54.0,J. Nurkić enters the game for E. Turner,,39,36
153,2,6:54.0,,J. Ennis enters the game for G. Green,39,36
154,2,6:54.0,,J. Harden enters the game for D. House,39,36
155,2,6:54.0,,P. Tucker enters the game for C. Paul,39,36
156,2,6:41.0,,E. Gordon makes 2-pt jump shot from 13 ft (assist by J. Harden),39,38
157,2,6:12.0,J. Nurkić misses 2-pt jump shot from 6 ft,,39,38
158,2,6:11.0,,Defensive rebound by J. Ennis,39,38
159,2,5:48.0,,P. Tucker misses 3-pt jump shot from 22 ft,39,38
160,2,5:45.0,,Offensive rebound by Team,39,38
161,2,5:40.0,,Turnover by C. Capela (traveling),39,38
162,2,5:25.0,C. McCollum misses 2-pt jump shot from 11 ft,,39,38
163,2,5:24.0,,Defensive rebound by J. Ennis,39,38
164,2,5:15.0,,E. Gordon makes 2-pt layup from 1 ft,39,40
165,2,4:59.0,Turnover by J. Nurkić (lost ball; steal by J. Harden),,39,40
166,2,4:51.0,,C. Capela misses 2-pt layup from 1 ft,39,40
167,2,4:50.0,Defensive rebound by C. McCollum,,39,40
168,2,4:49.0,J. Nurkić makes 2-pt layup from 1 ft (assist by C. McCollum),,41,40
169,2,4:49.0,Shooting foul by J. Harden (drawn by J. Nurkić),,41,40
170,2,4:49.0,J. Nurkić makes free throw 1 of 1,,42,40
171,2,4:38.0,,E. Gordon makes 2-pt layup from 1 ft,42,42
172,2,4:23.0,C. McCollum makes 2-pt jump shot from 16 ft,,44,42
173,2,4:06.0,,C. Capela misses 2-pt layup from 2 ft,44,42
174,2,4:04.0,Defensive rebound by Team,,44,42
175,2,3:40.0,D. Lillard misses 3-pt jump shot from 24 ft,,44,42
176,2,3:38.0,,Defensive rebound by Team,44,42
177,2,3:17.0,,C. Capela misses 2-pt layup from 1 ft (block by J. Nurkić),44,42
178,2,3:15.0,,Offensive rebound by P. Tucker,44,42
179,2,3:14.0,,P. Tucker misses 2-pt layup from 2 ft,44,42
180,2,3:12.0,Defensive rebound by S. Curry,,44,42
181,2,3:03.0,C. McCollum makes 2-pt layup from 1 ft (assist by J. Nurkić),,46,42
182,2,2:42.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),46,44
183,2,2:26.0,A. Aminu misses 3-pt jump shot from 25 ft,,46,44
184,2,2:23.0,,Defensive rebound by C. Capela,46,44
185,2,2:17.0,,J. Harden makes 3-pt jump shot from 28 ft,46,47
186,2,2:15.0,Portland full timeout,,46,47
187,2,2:15.0,M. Harkless enters the game for S. Curry,,46,47
188,2,2:15.0,,C. Paul enters the game for J. Ennis,46,47
189,2,1:54.0,Shooting foul by C. Capela (drawn by C. McCollum),,46,47
190,2,1:54.0,C. McCollum makes free throw 1 of 2,,47,47
191,2,1:54.0,C. McCollum makes free throw 2 of 2,,48,47
192,2,1:42.0,,Shooting foul by J. Nurkić (drawn by C. Capela),48,47
193,2,1:42.0,,C. Capela misses free throw 1 of 2,48,47
194,2,1:42.0,,Offensive rebound by Team,48,47
195,2,1:42.0,,C. Capela misses free throw 2 of 2,48,47
196,2,1:41.0,Defensive rebound by A. Aminu,,48,47
197,2,1:27.0,M. Harkless misses 2-pt hook shot from 5 ft,,48,47
198,2,1:26.0,,Defensive rebound by C. Capela,48,47
199,2,1:18.0,,J. Harden misses 2-pt layup from 1 ft,48,47
200,2,1:17.0,Defensive rebound by C. McCollum,,48,47
201,2,1:08.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by A. Aminu),,51,47
202,2,0:54.0,,J. Harden makes 2-pt layup from 1 ft,51,49
203,2,0:31.0,D. Lillard misses 2-pt jump shot from 19 ft,,51,49
204,2,0:30.0,,Defensive rebound by P. Tucker,51,49
205,2,0:22.0,,C. Capela makes 2-pt dunk from 1 ft (assist by C. Paul),51,51
206,2,0:02.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,53,51
207,2,0:02.0,Shooting foul by J. Harden (drawn by J. Nurkić),,53,51
208,2,0:02.0,J. Nurkić makes free throw 1 of 1,,54,51
209,3,11:36.0,Shooting foul by P. Tucker (drawn by J. Nurkić),,54,51
210,3,11:36.0,J. Nurkić makes free throw 1 of 2,,55,51
211,3,11:36.0,J. Nurkić makes free throw 2 of 2,,56,51
212,3,11:21.0,,J. Harden makes 2-pt jump shot from 6 ft,56,53
213,3,10:59.0,J. Nurkić misses 2-pt hook shot from 6 ft,,56,53
214,3,10:58.0,,Defensive rebound by C. Capela,56,53
215,3,10:53.0,,Turnover by J. Harden (bad pass),56,53
216,3,10:43.0,M. Harkless makes 2-pt hook shot from 6 ft,,58,53
217,3,10:22.0,,C. Capela misses 2-pt dunk from 3 ft (block by J. Nurkić),58,53
218,3,10:21.0,,Offensive rebound by C. Capela,58,53
219,3,10:21.0,,C. Capela makes 2-pt layup from 1 ft,58,55
220,3,10:21.0,,Shooting foul by J. Nurkić (drawn by C. Capela),58,55
221,3,10:21.0,,C. Capela misses free throw 1 of 1,58,55
222,3,10:19.0,Defensive rebound by J. Nurkić,,58,55
223,3,10:12.0,Turnover by M. Harkless (lost ball; steal by C. Paul),,58,55
224,3,10:07.0,,Shooting foul by C. McCollum (drawn by C. Paul),58,55
225,3,10:07.0,,C. Paul misses free throw 1 of 2,58,55
226,3,10:07.0,,Offensive rebound by Team,58,55
227,3,10:07.0,,C. Paul makes free throw 2 of 2,58,56
228,3,9:57.0,Turnover by D. Lillard (bad pass; steal by C. Paul),,58,56
229,3,9:42.0,,J. Harden misses 3-pt jump shot from 25 ft,58,56
230,3,9:41.0,Defensive rebound by A. Aminu,,58,56
231,3,9:24.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by C. McCollum),,61,56
232,3,8:54.0,,C. Paul misses 3-pt jump shot from 25 ft,61,56
233,3,8:54.0,,Offensive rebound by C. Capela,61,56
234,3,8:51.0,,P. Tucker makes 2-pt layup from 1 ft (assist by C. Capela),61,58
235,3,8:32.0,J. Nurkić misses 2-pt jump shot from 4 ft,,61,58
236,3,8:31.0,,Defensive rebound by P. Tucker,61,58
237,3,8:25.0,,J. Harden makes 2-pt layup from 1 ft,61,60
238,3,8:05.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by M. Harkless),,64,60
239,3,7:55.0,,E. Gordon misses 3-pt jump shot from 25 ft,64,60
240,3,7:54.0,Defensive rebound by J. Nurkić,,64,60
241,3,7:46.0,Personal foul by C. Paul (drawn by D. Lillard),,64,60
242,3,7:46.0,,J. Ennis enters the game for E. Gordon,64,60
243,3,7:41.0,D. Lillard misses 3-pt jump shot from 27 ft,,64,60
244,3,7:39.0,,Defensive rebound by C. Capela,64,60
245,3,7:18.0,,J. Harden makes 2-pt jump shot from 6 ft,64,62
246,3,7:04.0,C. McCollum misses 3-pt jump shot from 26 ft,,64,62
247,3,7:03.0,,Defensive rebound by C. Paul,64,62
248,3,6:57.0,,Offensive foul by P. Tucker (drawn by C. McCollum),64,62
249,3,6:57.0,,Turnover by P. Tucker (offensive foul),64,62
250,3,6:57.0,,Houston full timeout,64,62
251,3,6:57.0,,G. Green enters the game for C. Paul,64,62
252,3,6:34.0,D. Lillard makes 2-pt layup from 1 ft,,66,62
253,3,6:19.0,,Shooting foul by A. Aminu (drawn by J. Harden),66,62
254,3,6:19.0,,J. Harden makes free throw 1 of 3,66,63
255,3,6:19.0,,J. Harden makes free throw 2 of 3,66,64
256,3,6:19.0,E. Turner enters the game for M. Harkless,,66,64
257,3,6:19.0,,J. Harden makes free throw 3 of 3,66,65
258,3,6:09.0,Personal foul by J. Harden (drawn by J. Nurkić),,66,65
259,3,5:57.0,C. McCollum makes 2-pt jump shot from 11 ft,,68,65
260,3,5:56.0,Violation by Team (delay of game),,68,65
261,3,5:38.0,,J. Harden makes 2-pt jump shot from 4 ft,68,67
262,3,5:23.0,,Violation by Team (kicked ball),68,67
263,3,5:23.0,,N. Hilário enters the game for C. Capela,68,67
264,3,5:23.0,,D. House enters the game for P. Tucker,68,67
265,3,5:10.0,C. McCollum misses 3-pt jump shot from 25 ft,,68,67
266,3,5:08.0,,Defensive rebound by G. Green,68,67
267,3,5:00.0,,Shooting foul by E. Turner (drawn by J. Harden),68,67
268,3,5:00.0,,J. Harden misses free throw 1 of 2,68,67
269,3,5:00.0,,Offensive rebound by Team,68,67
270,3,5:00.0,,J. Harden makes free throw 2 of 2,68,68
271,3,4:47.0,D. Lillard misses 2-pt jump shot from 12 ft,,68,68
272,3,4:43.0,,Defensive rebound by D. House,68,68
273,3,4:39.0,,D. House misses 2-pt layup from 2 ft,68,68
274,3,4:39.0,Defensive rebound by A. Aminu,,68,68
275,3,4:33.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by E. Turner),,71,68
276,3,4:22.0,,Houston full timeout,71,68
277,3,4:22.0,Z. Collins enters the game for J. Nurkić,,71,68
278,3,4:22.0,,E. Gordon enters the game for J. Ennis,71,68
279,3,4:12.0,,N. Hilário makes 2-pt layup from 1 ft (assist by E. Gordon),71,70
280,3,4:00.0,Turnover by D. Lillard (bad pass; steal by N. Hilário),,71,70
281,3,3:55.0,,N. Hilário makes 2-pt dunk at rim,71,72
282,3,3:43.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by C. McCollum),,74,72
283,3,3:21.0,,J. Harden makes 3-pt jump shot from 23 ft,74,75
284,3,3:07.0,D. Lillard makes 2-pt layup from 1 ft,,76,75
285,3,2:44.0,,N. Hilário misses 2-pt jump shot from 14 ft,76,75
286,3,2:42.0,Defensive rebound by A. Aminu,,76,75
287,3,2:34.0,D. Lillard makes 2-pt jump shot from 21 ft,,78,75
288,3,2:17.0,,Shooting foul by C. McCollum (drawn by E. Gordon),78,75
289,3,2:17.0,,E. Gordon makes free throw 1 of 2,78,76
290,3,2:17.0,S. Curry enters the game for A. Aminu,,78,76
291,3,2:17.0,M. Harkless enters the game for C. McCollum,,78,76
292,3,2:17.0,,C. Paul enters the game for J. Harden,78,76
293,3,2:17.0,,E. Gordon makes free throw 2 of 2,78,77
294,3,1:51.0,S. Curry misses 2-pt jump shot from 23 ft,,78,77
295,3,1:50.0,,Defensive rebound by D. House,78,77
296,3,1:46.0,,E. Gordon makes 2-pt layup at rim (assist by C. Paul),78,79
297,3,1:24.0,E. Turner misses 3-pt jump shot from 26 ft,,78,79
298,3,1:23.0,Offensive rebound by Team,,78,79
299,3,1:23.0,,Loose ball foul by N. Hilário (drawn by Z. Collins),78,79
300,3,1:11.0,D. Lillard misses 2-pt layup from 3 ft,,78,79
301,3,1:10.0,,Defensive rebound by C. Paul,78,79
302,3,1:04.0,,D. House misses 3-pt jump shot from 24 ft,78,79
303,3,1:03.0,,Offensive rebound by G. Green,78,79
304,3,1:02.0,,G. Green makes 2-pt dunk from 1 ft,78,81
305,3,1:00.0,Portland full timeout,,78,81
306,3,1:00.0,M. Leonard enters the game for Z. Collins,,78,81
307,3,0:43.0,Turnover by E. Turner (bad pass),,78,81
308,3,0:34.0,,E. Gordon misses 3-pt jump shot from 25 ft,78,81
309,3,0:33.0,Defensive rebound by M. Harkless,,78,81
310,3,0:23.0,D. Lillard misses 2-pt layup from 4 ft,,78,81
311,3,0:23.0,,Defensive rebound by N. Hilário,78,81
312,4,11:38.0,,N. Hilário makes 2-pt layup from 2 ft (assist by G. Green),78,83
313,4,11:16.0,Personal foul by N. Hilário (drawn by C. McCollum),,78,83
314,4,11:16.0,,C. Capela enters the game for N. Hilário,78,83
315,4,11:10.0,M. Leonard misses 3-pt jump shot from 26 ft,,78,83
316,4,11:09.0,,Defensive rebound by D. House,78,83
317,4,11:00.0,,C. Paul makes 2-pt jump shot from 9 ft,78,85
318,4,10:43.0,C. McCollum misses 2-pt layup from 3 ft (block by G. Green),,78,85
319,4,10:42.0,Offensive rebound by S. Curry,,78,85
320,4,10:40.0,Turnover by S. Curry (lost ball; steal by C. Paul),,78,85
321,4,10:38.0,,Shooting foul by M. Leonard (drawn by D. House),78,85
322,4,10:38.0,,D. House makes free throw 1 of 2,78,86
323,4,10:38.0,,D. House misses free throw 2 of 2,78,86
324,4,10:37.0,Defensive rebound by M. Harkless,,78,86
325,4,10:23.0,Personal foul by C. Capela (drawn by C. McCollum),,78,86
326,4,10:21.0,Turnover by S. Curry (bad pass; steal by C. Capela),,78,86
327,4,10:17.0,,D. House makes 2-pt dunk from 1 ft (assist by C. Paul),78,88
328,4,10:05.0,Portland full timeout,,78,88
329,4,10:05.0,A. Aminu enters the game for M. Harkless,,78,88
330,4,10:05.0,D. Lillard enters the game for M. Leonard,,78,88
331,4,10:05.0,J. Nurkić enters the game for E. Turner,,78,88
332,4,9:56.0,S. Curry makes 3-pt jump shot from 24 ft (assist by C. McCollum),,81,88
333,4,9:30.0,,C. Paul misses 2-pt jump shot from 13 ft,81,88
334,4,9:29.0,Defensive rebound by S. Curry,,81,88
335,4,9:19.0,D. Lillard misses 2-pt jump shot from 14 ft,,81,88
336,4,9:18.0,,Defensive rebound by D. House,81,88
337,4,9:12.0,,Personal foul by C. McCollum (drawn by C. Paul),81,88
338,4,9:03.0,,C. Paul misses 2-pt jump shot from 10 ft,81,88
339,4,9:01.0,,Offensive rebound by C. Paul,81,88
340,4,8:57.0,,G. Green makes 3-pt jump shot from 25 ft (assist by E. Gordon),81,91
341,4,8:43.0,A. Aminu misses 3-pt jump shot from 26 ft,,81,91
342,4,8:40.0,Offensive rebound by D. Lillard,,81,91
343,4,8:33.0,D. Lillard misses 2-pt jump shot from 9 ft,,81,91
344,4,8:32.0,,Defensive rebound by G. Green,81,91
345,4,8:20.0,,C. Capela makes 2-pt dunk at rim (assist by C. Paul),81,93
346,4,8:03.0,Turnover by J. Nurkić (bad pass; steal by D. House),,81,93
347,4,7:56.0,,D. House makes 2-pt layup at rim (assist by C. Paul),81,95
348,4,7:56.0,Portland full timeout,,81,95
349,4,7:38.0,J. Nurkić makes 2-pt hook shot from 4 ft (assist by D. Lillard),,83,95
350,4,7:15.0,,C. Capela makes 2-pt hook shot from 3 ft (assist by E. Gordon),83,97
351,4,7:06.0,Personal foul by G. Green (drawn by C. McCollum),,83,97
352,4,7:06.0,,J. Harden enters the game for D. House,83,97
353,4,7:06.0,,P. Tucker enters the game for C. Paul,83,97
354,4,6:57.0,C. McCollum misses 2-pt jump shot from 11 ft,,83,97
355,4,6:56.0,Offensive rebound by J. Nurkić,,83,97
356,4,6:55.0,J. Nurkić misses 2-pt layup at rim,,83,97
357,4,6:54.0,,Defensive rebound by G. Green,83,97
358,4,6:48.0,,J. Harden makes 3-pt jump shot from 26 ft,83,100
359,4,6:36.0,D. Lillard makes 2-pt layup from 1 ft,,85,100
360,4,6:14.0,,J. Harden misses 2-pt layup from 2 ft,85,100
361,4,6:13.0,Defensive rebound by J. Nurkić,,85,100
362,4,6:07.0,Shooting foul by C. Capela (drawn by D. Lillard),,85,100
363,4,6:07.0,D. Lillard misses free throw 1 of 2,,85,100
364,4,6:07.0,Offensive rebound by Team,,85,100
365,4,6:07.0,D. Lillard makes free throw 2 of 2,,86,100
366,4,5:55.0,,J. Harden misses 3-pt jump shot from 25 ft,86,100
367,4,5:53.0,Defensive rebound by D. Lillard,,86,100
368,4,5:48.0,Personal foul by C. Capela (drawn by D. Lillard),,86,100
369,4,5:48.0,D. Lillard makes free throw 1 of 2,,87,100
370,4,5:48.0,M. Harkless enters the game for S. Curry,,87,100
371,4,5:48.0,D. Lillard makes free throw 2 of 2,,88,100
372,4,5:37.0,,E. Gordon misses 2-pt layup from 1 ft,88,100
373,4,5:36.0,Defensive rebound by A. Aminu,,88,100
374,4,5:30.0,C. McCollum makes 2-pt jump shot from 7 ft,,90,100
375,4,5:15.0,,J. Harden misses 2-pt layup from 1 ft,90,100
376,4,5:15.0,Defensive rebound by Team,,90,100
377,4,5:15.0,,Loose ball foul by C. Capela (drawn by J. Nurkić),90,100
378,4,5:15.0,,N. Hilário enters the game for C. Capela,90,100
379,4,5:15.0,,C. Paul enters the game for G. Green,90,100
380,4,5:15.0,J. Nurkić misses free throw 1 of 2,,90,100
381,4,5:15.0,Offensive rebound by Team,,90,100
382,4,5:15.0,J. Nurkić makes free throw 2 of 2,,91,100
383,4,4:57.0,Violation by Team (kicked ball),,91,100
384,4,4:53.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Harden),91,102
385,4,4:42.0,Shooting foul by N. Hilário (drawn by D. Lillard),,91,102
386,4,4:42.0,D. Lillard makes free throw 1 of 2,,92,102
387,4,4:42.0,D. Lillard makes free throw 2 of 2,,93,102
388,4,4:20.0,,Turnover by J. Harden (lost ball; steal by M. Harkless),93,102
389,4,4:10.0,C. McCollum makes 2-pt jump shot from 17 ft,,95,102
390,4,4:06.0,,Houston full timeout,95,102
391,4,3:56.0,,C. Paul misses 3-pt jump shot from 26 ft,95,102
392,4,3:53.0,Defensive rebound by J. Nurkić,,95,102
