,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
0,1,11:53.0,,Turnover by N. Jokić (bad pass),0,0
1,1,11:33.0,L. Aldridge misses 2-pt jump shot from 17 ft,,0,0
2,1,11:31.0,,Defensive rebound by M. Plumlee,0,0
3,1,11:24.0,,J. Murray misses 2-pt jump shot from 15 ft,0,0
4,1,11:19.0,,Offensive rebound by M. Plumlee,0,0
5,1,11:18.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,0,0
6,1,11:15.0,,Offensive rebound by M. Plumlee,0,0
7,1,11:14.0,,J. Hernangómez makes 2-pt layup from 1 ft (assist by M. Plumlee),0,2
8,1,11:14.0,San Antonio full timeout,,0,2
9,1,10:49.0,R. Gay makes 2-pt jump shot from 5 ft (assist by L. Aldridge),,2,2
10,1,10:28.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),2,5
11,1,10:17.0,D. DeRozan makes 2-pt jump shot from 15 ft,,4,5
12,1,9:55.0,,N. Jokić misses 3-pt jump shot from 25 ft,4,5
13,1,9:52.0,Defensive rebound by D. DeRozan,,4,5
14,1,9:42.0,Turnover by D. DeRozan (bad pass),,4,5
15,1,9:28.0,,J. Murray misses 2-pt jump shot from 13 ft,4,5
16,1,9:25.0,Defensive rebound by B. Forbes,,4,5
17,1,9:20.0,B. Forbes makes 3-pt jump shot from 25 ft,,7,5
18,1,9:05.0,,N. Jokić makes 2-pt jump shot from 4 ft (assist by J. Murray),7,7
19,1,8:43.0,R. Gay makes 2-pt layup from 3 ft (assist by B. Forbes),,9,7
20,1,8:24.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by J. Hernangómez),9,10
21,1,8:08.0,B. Forbes misses 2-pt layup from 3 ft,,9,10
22,1,8:06.0,,Defensive rebound by N. Jokić,9,10
23,1,8:02.0,,Personal foul by R. Gay (drawn by M. Plumlee),9,10
24,1,7:46.0,,J. Murray misses 3-pt jump shot from 25 ft,9,10
25,1,7:43.0,,Offensive rebound by M. Plumlee,9,10
26,1,7:41.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by M. Plumlee),9,13
27,1,7:20.0,D. DeRozan misses 2-pt jump shot from 20 ft,,9,13
28,1,7:19.0,,Defensive rebound by N. Jokić,9,13
29,1,7:00.0,,N. Jokić makes 2-pt jump shot from 6 ft (assist by M. Plumlee),9,15
30,1,7:00.0,San Antonio full timeout,,9,15
31,1,6:50.0,Personal foul by N. Jokić (drawn by L. Aldridge),,9,15
32,1,6:38.0,R. Gay misses 3-pt jump shot from 23 ft,,9,15
33,1,6:36.0,,Defensive rebound by N. Jokić,9,15
34,1,6:31.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,9,15
35,1,6:27.0,,Offensive rebound by M. Plumlee,9,15
36,1,6:24.0,,Turnover by T. Craig (out of bounds lost ball),9,15
37,1,6:24.0,P. Mills enters the game for D. White,,9,15
38,1,6:00.0,R. Gay misses 2-pt jump shot from 15 ft,,9,15
39,1,5:56.0,,Defensive rebound by J. Murray,9,15
40,1,5:49.0,,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),9,17
41,1,5:31.0,B. Forbes misses 2-pt jump shot from 7 ft,,9,17
42,1,5:30.0,Offensive rebound by L. Aldridge,,9,17
43,1,5:29.0,L. Aldridge makes 2-pt layup from 1 ft,,11,17
44,1,5:08.0,,Personal foul by P. Mills (drawn by M. Plumlee),11,17
45,1,5:08.0,M. Belinelli enters the game for B. Forbes,,11,17
46,1,5:08.0,D. Bertāns enters the game for R. Gay,,11,17
47,1,5:08.0,,M. Morris enters the game for N. Jokić,11,17
48,1,4:58.0,,J. Murray misses 2-pt jump shot from 9 ft,11,17
49,1,4:54.0,,Offensive rebound by J. Murray,11,17
50,1,4:54.0,,J. Murray misses 2-pt layup at rim,11,17
51,1,4:54.0,,Offensive rebound by J. Murray,11,17
52,1,4:54.0,,Shooting foul by D. Bertāns (drawn by J. Murray),11,17
53,1,4:54.0,,J. Murray misses free throw 1 of 2,11,17
54,1,4:54.0,,Offensive rebound by Team,11,17
55,1,4:54.0,,J. Murray makes free throw 2 of 2,11,18
56,1,4:38.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by P. Mills),,14,18
57,1,4:25.0,,M. Morris misses 2-pt jump shot from 8 ft,14,18
58,1,4:23.0,,Offensive rebound by M. Morris,14,18
59,1,4:21.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,14,18
60,1,4:18.0,Defensive rebound by D. Bertāns,,14,18
61,1,4:07.0,L. Aldridge misses 2-pt jump shot from 9 ft,,14,18
62,1,4:04.0,,Defensive rebound by T. Craig,14,18
63,1,3:50.0,,T. Craig misses 3-pt jump shot from 24 ft,14,18
64,1,3:45.0,Defensive rebound by M. Belinelli,,14,18
65,1,3:39.0,M. Belinelli makes 2-pt layup from 3 ft,,16,18
66,1,3:39.0,,Violation by Team (def goaltending),16,18
67,1,3:39.0,,Denver full timeout,16,18
68,1,3:39.0,,M. Beasley enters the game for T. Craig,16,18
69,1,3:39.0,,N. Jokić enters the game for M. Plumlee,16,18
70,1,3:19.0,,J. Murray makes 3-pt jump shot from 28 ft (assist by M. Morris),16,21
71,1,3:05.0,Turnover by M. Belinelli (step out of bounds),,16,21
72,1,3:05.0,,T. Lyles enters the game for J. Hernangómez,16,21
73,1,2:52.0,,M. Beasley makes 2-pt jump shot from 15 ft (assist by N. Jokić),16,23
74,1,2:36.0,Personal foul by T. Lyles (drawn by L. Aldridge),,16,23
75,1,2:36.0,R. Gay enters the game for D. DeRozan,,16,23
76,1,2:26.0,L. Aldridge misses 2-pt jump shot from 10 ft,,16,23
77,1,2:22.0,,Defensive rebound by T. Lyles,16,23
78,1,2:09.0,,N. Jokić makes 2-pt jump shot from 5 ft (assist by T. Lyles),16,25
79,1,2:02.0,P. Mills misses 3-pt jump shot from 25 ft,,16,25
80,1,1:59.0,,Defensive rebound by M. Morris,16,25
81,1,1:48.0,,J. Murray misses 2-pt layup from 2 ft,16,25
82,1,1:46.0,Defensive rebound by M. Belinelli,,16,25
83,1,1:38.0,L. Aldridge makes 2-pt layup from 1 ft (assist by R. Gay),,18,25
84,1,1:15.0,,T. Lyles makes 2-pt layup from 2 ft,18,27
85,1,1:09.0,Shooting foul by M. Morris (drawn by P. Mills),,18,27
86,1,1:09.0,P. Mills makes free throw 1 of 2,,19,27
87,1,1:09.0,J. Poeltl enters the game for L. Aldridge,,19,27
88,1,1:09.0,,B. Goodwin enters the game for J. Murray,19,27
89,1,1:09.0,P. Mills makes free throw 2 of 2,,20,27
90,1,0:57.0,,T. Lyles misses 2-pt layup from 3 ft (block by R. Gay),20,27
91,1,0:57.0,,Offensive rebound by Team,20,27
92,1,0:57.0,,M. Plumlee enters the game for N. Jokić,20,27
93,1,0:56.0,,Turnover by T. Lyles (traveling),20,27
94,1,0:46.0,Turnover by P. Mills (bad pass; steal by T. Lyles),,20,27
95,1,0:43.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by M. Morris),20,29
96,1,0:32.0,P. Mills misses 3-pt jump shot from 25 ft,,20,29
97,1,0:29.0,,Defensive rebound by M. Beasley,20,29
98,1,0:25.0,,M. Beasley makes 2-pt layup from 1 ft,20,31
99,1,0:02.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by J. Poeltl),,23,31
100,2,11:44.0,R. Gay misses 2-pt jump shot from 21 ft,,23,31
101,2,11:40.0,Offensive rebound by R. Gay,,23,31
102,2,11:31.0,Turnover by D. Bertāns (bad pass),,23,31
103,2,11:20.0,,N. Jokić makes 2-pt hook shot from 3 ft (assist by M. Morris),23,33
104,2,11:02.0,Turnover by M. Belinelli (bad pass; steal by M. Morris),,23,33
105,2,10:57.0,,M. Morris misses 3-pt jump shot from 22 ft,23,33
106,2,10:55.0,Defensive rebound by P. Mills,,23,33
107,2,10:49.0,Shooting foul by T. Lyles (drawn by J. Poeltl),,23,33
108,2,10:49.0,J. Poeltl misses free throw 1 of 2,,23,33
109,2,10:49.0,Offensive rebound by Team,,23,33
110,2,10:49.0,J. Poeltl misses free throw 2 of 2,,23,33
111,2,10:47.0,,Defensive rebound by N. Jokić,23,33
112,2,10:33.0,,M. Beasley misses 2-pt layup from 3 ft (block by J. Poeltl),23,33
113,2,10:31.0,Defensive rebound by J. Poeltl,,23,33
114,2,10:26.0,Shooting foul by B. Goodwin (drawn by M. Belinelli),,23,33
115,2,10:26.0,M. Belinelli misses free throw 1 of 3,,23,33
116,2,10:26.0,Offensive rebound by Team,,23,33
117,2,10:26.0,M. Belinelli makes free throw 2 of 3,,24,33
118,2,10:26.0,D. White enters the game for P. Mills,,24,33
119,2,10:26.0,M. Belinelli makes free throw 3 of 3,,25,33
120,2,10:11.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by B. Goodwin),25,36
121,2,9:53.0,D. Bertāns misses 3-pt jump shot from 26 ft,,25,36
122,2,9:50.0,,Defensive rebound by T. Lyles,25,36
123,2,9:40.0,,M. Beasley makes 2-pt layup from 2 ft (assist by M. Morris),25,38
124,2,9:40.0,,Shooting foul by R. Gay (drawn by M. Beasley),25,38
125,2,9:40.0,D. Cunningham enters the game for M. Belinelli,,25,38
126,2,9:40.0,D. DeRozan enters the game for D. Bertāns,,25,38
127,2,9:40.0,B. Forbes enters the game for R. Gay,,25,38
128,2,9:40.0,,M. Beasley makes free throw 1 of 1,25,39
129,2,9:23.0,D. White misses 2-pt layup from 2 ft,,25,39
130,2,9:19.0,Offensive rebound by J. Poeltl,,25,39
131,2,9:19.0,J. Poeltl makes 2-pt layup from 1 ft,,27,39
132,2,9:10.0,,T. Lyles misses 3-pt jump shot from 25 ft,27,39
133,2,9:08.0,Defensive rebound by B. Forbes,,27,39
134,2,8:56.0,D. DeRozan makes 2-pt jump shot from 6 ft,,29,39
135,2,8:39.0,,N. Jokić makes 2-pt layup from 2 ft (assist by M. Morris),29,41
136,2,8:24.0,D. Cunningham misses 2-pt layup from 4 ft (block by T. Lyles),,29,41
137,2,8:19.0,Offensive rebound by D. White,,29,41
138,2,8:19.0,D. White makes 2-pt layup from 2 ft,,31,41
139,2,7:58.0,,M. Morris misses 2-pt jump shot from 20 ft,31,41
140,2,7:58.0,,Offensive rebound by T. Lyles,31,41
141,2,7:52.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by M. Morris),31,44
142,2,7:40.0,D. DeRozan misses 2-pt jump shot from 17 ft,,31,44
143,2,7:37.0,,Defensive rebound by M. Beasley,31,44
144,2,7:29.0,,Offensive foul by T. Lyles (drawn by D. White),31,44
145,2,7:29.0,,Turnover by T. Lyles (offensive foul),31,44
146,2,7:29.0,L. Aldridge enters the game for J. Poeltl,,31,44
147,2,7:29.0,,T. Craig enters the game for B. Goodwin,31,44
148,2,7:29.0,,J. Hernangómez enters the game for N. Jokić,31,44
149,2,7:29.0,,J. Murray enters the game for T. Lyles,31,44
150,2,7:29.0,,M. Plumlee enters the game for M. Morris,31,44
151,2,7:13.0,Personal foul by T. Craig (drawn by D. DeRozan),,31,44
152,2,7:04.0,B. Forbes misses 2-pt jump shot from 9 ft,,31,44
153,2,6:58.0,,Defensive rebound by M. Plumlee,31,44
154,2,6:52.0,,Personal foul by B. Forbes (drawn by M. Plumlee),31,44
155,2,6:52.0,,Denver full timeout,31,44
156,2,6:47.0,,M. Beasley misses 2-pt jump shot from 16 ft,31,44
157,2,6:44.0,Defensive rebound by D. DeRozan,,31,44
158,2,6:25.0,L. Aldridge misses 2-pt jump shot from 11 ft,,31,44
159,2,6:23.0,,Defensive rebound by T. Craig,31,44
160,2,6:19.0,,Turnover by J. Murray (bad pass; steal by L. Aldridge),31,44
161,2,6:17.0,Turnover by D. White (step out of bounds),,31,44
162,2,6:00.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by J. Murray),31,47
163,2,5:36.0,L. Aldridge makes 2-pt hook shot from 4 ft,,33,47
164,2,5:24.0,,J. Murray makes 2-pt layup from 2 ft,33,49
165,2,5:12.0,D. DeRozan misses 2-pt jump shot from 23 ft,,33,49
166,2,5:11.0,Offensive rebound by D. Cunningham,,33,49
167,2,5:11.0,D. Cunningham makes 2-pt layup from 1 ft,,35,49
168,2,4:55.0,,Turnover by M. Plumlee (bad pass; steal by B. Forbes),35,49
169,2,4:53.0,Personal take foul by M. Plumlee (drawn by B. Forbes),,35,49
170,2,4:53.0,D. Bertāns enters the game for D. Cunningham,,35,49
171,2,4:44.0,L. Aldridge makes 2-pt layup from 2 ft (assist by D. White),,37,49
172,2,4:44.0,,Violation by Team (def goaltending),37,49
173,2,4:30.0,,M. Plumlee misses 2-pt hook shot from 3 ft,37,49
174,2,4:26.0,Defensive rebound by D. DeRozan,,37,49
175,2,4:19.0,D. Bertāns misses 3-pt jump shot from 23 ft,,37,49
176,2,4:14.0,,Defensive rebound by M. Beasley,37,49
177,2,4:11.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by M. Beasley),37,52
178,2,3:59.0,B. Forbes makes 2-pt jump shot from 17 ft,,39,52
179,2,3:58.0,,Denver full timeout,39,52
180,2,3:58.0,P. Mills enters the game for D. White,,39,52
181,2,3:58.0,,N. Jokić enters the game for M. Beasley,39,52
182,2,3:44.0,,Turnover by J. Hernangómez (bad pass; steal by D. DeRozan),39,52
183,2,3:37.0,Turnover by D. DeRozan (lost ball; steal by T. Craig),,39,52
184,2,3:34.0,,Turnover by T. Craig (bad pass; steal by B. Forbes),39,52
185,2,3:27.0,B. Forbes misses 3-pt jump shot from 25 ft,,39,52
186,2,3:24.0,,Defensive rebound by J. Murray,39,52
187,2,3:07.0,,M. Plumlee misses 2-pt layup from 1 ft (block by D. Bertāns),39,52
188,2,3:05.0,,Offensive rebound by M. Plumlee,39,52
189,2,3:04.0,,M. Plumlee makes 2-pt layup from 1 ft,39,54
190,2,2:44.0,L. Aldridge misses 2-pt jump shot from 13 ft,,39,54
191,2,2:42.0,Offensive rebound by L. Aldridge,,39,54
192,2,2:40.0,L. Aldridge makes 2-pt layup from 2 ft,,41,54
193,2,2:27.0,,J. Murray makes 2-pt jump shot from 18 ft,41,56
194,2,2:14.0,D. DeRozan misses 2-pt jump shot from 11 ft,,41,56
195,2,2:09.0,,Defensive rebound by T. Craig,41,56
196,2,2:04.0,,Personal foul by D. DeRozan (drawn by M. Plumlee),41,56
197,2,2:04.0,M. Belinelli enters the game for D. Bertāns,,41,56
198,2,2:04.0,J. Poeltl enters the game for B. Forbes,,41,56
199,2,2:04.0,,M. Beasley enters the game for T. Craig,41,56
200,2,1:59.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),41,59
201,2,1:35.0,P. Mills misses 3-pt jump shot from 24 ft,,41,59
202,2,1:31.0,,Defensive rebound by J. Hernangómez,41,59
203,2,1:25.0,,J. Murray misses 3-pt jump shot from 25 ft,41,59
204,2,1:23.0,Defensive rebound by L. Aldridge,,41,59
