,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHARLOTTE_ACTION,CLEVELAND_SCORE,CHARLOTTE_SCORE
0,1,11:43.0,,M. Williams makes 2-pt hook shot from 6 ft,0,2
1,1,11:22.0,S. Dekker misses 2-pt layup from 4 ft (block by C. Zeller),,0,2
2,1,11:19.0,,Defensive rebound by C. Zeller,0,2
3,1,11:09.0,,K. Walker misses 3-pt jump shot from 26 ft,0,2
4,1,11:07.0,Defensive rebound by R. Hood,,0,2
5,1,10:57.0,S. Dekker makes 3-pt jump shot from 26 ft (assist by R. Hood),,3,2
6,1,10:38.0,,J. Lamb misses 2-pt jump shot from 4 ft,3,2
7,1,10:36.0,Defensive rebound by T. Thompson,,3,2
8,1,10:28.0,G. Hill misses 3-pt jump shot from 26 ft,,3,2
9,1,10:25.0,,Defensive rebound by C. Zeller,3,2
10,1,10:11.0,,M. Williams makes 2-pt jump shot from 15 ft,3,4
11,1,9:47.0,Turnover by T. Thompson (traveling),,3,4
12,1,9:33.0,,Turnover by N. Batum (step out of bounds),3,4
13,1,9:24.0,Offensive foul by G. Hill (drawn by K. Walker),,3,4
14,1,9:24.0,Turnover by G. Hill (offensive foul),,3,4
15,1,9:16.0,,N. Batum misses 2-pt layup from 9 ft,3,4
16,1,9:15.0,Defensive rebound by Team,,3,4
17,1,8:58.0,C. Osman misses 3-pt jump shot from 26 ft,,3,4
18,1,8:58.0,Offensive rebound by Team,,3,4
19,1,8:58.0,,Loose ball foul by C. Zeller (drawn by T. Thompson),3,4
20,1,8:43.0,T. Thompson misses 2-pt jump shot from 3 ft,,3,4
21,1,8:41.0,,Defensive rebound by M. Williams,3,4
22,1,8:35.0,,N. Batum misses 3-pt jump shot from 28 ft,3,4
23,1,8:33.0,Defensive rebound by R. Hood,,3,4
24,1,8:26.0,R. Hood misses 2-pt layup from 5 ft (block by C. Zeller),,3,4
25,1,8:24.0,,Defensive rebound by N. Batum,3,4
