,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,LA LAKERS_ACTION,LA CLIPPERS_SCORE,LA LAKERS_SCORE
0,1,11:40.0,Turnover by A. Bradley (bad pass; steal by K. Kuzma),,0,0
1,1,11:31.0,,I. Zubac misses 2-pt hook shot from 1 ft,0,0
2,1,11:29.0,Defensive rebound by A. Bradley,,0,0
3,1,11:23.0,A. Bradley misses 2-pt jump shot from 19 ft,,0,0
4,1,11:19.0,,Defensive rebound by B. Ingram,0,0
5,1,11:10.0,,I. Zubac misses 2-pt hook shot from 5 ft,0,0
6,1,11:08.0,Defensive rebound by T. Harris,,0,0
7,1,10:54.0,Turnover by S. Gilgeous-Alexander (bad pass),,0,0
8,1,10:40.0,,B. Ingram makes 2-pt layup from 3 ft,0,2
9,1,10:40.0,,Shooting foul by S. Gilgeous-Alexander (drawn by B. Ingram),0,2
10,1,10:40.0,,B. Ingram misses free throw 1 of 1,0,2
11,1,10:37.0,Defensive rebound by B. Marjanović,,0,2
12,1,10:22.0,D. Gallinari misses 2-pt layup from 2 ft,,0,2
13,1,10:19.0,Offensive rebound by D. Gallinari,,0,2
14,1,10:18.0,A. Bradley misses 3-pt jump shot from 24 ft,,0,2
15,1,10:15.0,,Defensive rebound by L. Ball,0,2
16,1,10:09.0,,K. Kuzma misses 3-pt jump shot from 27 ft,0,2
17,1,10:06.0,Defensive rebound by D. Gallinari,,0,2
18,1,9:57.0,A. Bradley makes 2-pt jump shot from 9 ft (assist by D. Gallinari),,2,2
19,1,9:43.0,,I. Zubac misses 2-pt jump shot from 4 ft,2,2
20,1,9:38.0,,Offensive rebound by I. Zubac,2,2
21,1,9:31.0,,L. Ball makes 2-pt layup from 3 ft,2,4
22,1,9:20.0,T. Harris makes 2-pt jump shot from 19 ft (assist by B. Marjanović),,4,4
23,1,9:09.0,,I. Zubac misses 2-pt hook shot from 4 ft,4,4
24,1,9:08.0,Defensive rebound by B. Marjanović,,4,4
25,1,8:46.0,T. Harris misses 2-pt jump shot from 7 ft,,4,4
26,1,8:44.0,,Defensive rebound by J. Hart,4,4
27,1,8:36.0,,Def 3 sec tech foul by Team,4,4
28,1,8:36.0,,K. Kuzma misses technical free throw,4,4
29,1,8:36.0,,Offensive rebound by Team,4,4
30,1,8:27.0,,K. Kuzma misses 2-pt hook shot from 3 ft,4,4
31,1,8:24.0,Defensive rebound by A. Bradley,,4,4
32,1,8:20.0,T. Harris makes 2-pt layup from 2 ft (assist by A. Bradley),,6,4
33,1,8:20.0,Shooting foul by I. Zubac (drawn by T. Harris),,6,4
34,1,8:20.0,T. Harris makes free throw 1 of 1,,7,4
35,1,8:09.0,,L. Ball misses 2-pt jump shot from 5 ft,7,4
36,1,8:07.0,,Offensive rebound by I. Zubac,7,4
37,1,8:07.0,,I. Zubac misses 2-pt layup from 5 ft (block by B. Marjanović),7,4
38,1,8:04.0,Defensive rebound by B. Marjanović,,7,4
39,1,8:00.0,S. Gilgeous-Alexander misses 2-pt jump shot from 9 ft,,7,4
40,1,7:53.0,Offensive rebound by A. Bradley,,7,4
41,1,7:53.0,A. Bradley misses 2-pt layup at rim,,7,4
42,1,7:52.0,,Defensive rebound by J. Hart,7,4
43,1,7:48.0,,L. Ball misses 3-pt jump shot from 25 ft,7,4
44,1,7:44.0,Defensive rebound by S. Gilgeous-Alexander,,7,4
45,1,7:42.0,Personal foul by I. Zubac (drawn by B. Marjanović),,7,4
46,1,7:42.0,,T. Chandler enters the game for I. Zubac,7,4
47,1,7:27.0,B. Marjanović makes 2-pt hook shot from 8 ft (assist by A. Bradley),,9,4
48,1,7:13.0,,J. Hart misses 2-pt jump shot from 13 ft,9,4
49,1,7:10.0,Defensive rebound by T. Harris,,9,4
50,1,7:01.0,B. Marjanović misses 2-pt layup from 3 ft,,9,4
51,1,6:59.0,,Defensive rebound by T. Chandler,9,4
52,1,6:57.0,,Shooting foul by S. Gilgeous-Alexander (drawn by B. Ingram),9,4
53,1,6:57.0,,LA Lakers full timeout,9,4
54,1,6:57.0,P. Beverley enters the game for S. Gilgeous-Alexander,,9,4
55,1,6:57.0,M. Harrell enters the game for B. Marjanović,,9,4
56,1,6:57.0,,B. Ingram makes free throw 1 of 2,9,5
57,1,6:57.0,,B. Ingram misses free throw 2 of 2,9,5
58,1,6:55.0,Defensive rebound by D. Gallinari,,9,5
59,1,6:43.0,A. Bradley makes 2-pt jump shot from 17 ft (assist by D. Gallinari),,11,5
60,1,6:32.0,,Personal foul by A. Bradley (drawn by B. Ingram),11,5
61,1,6:21.0,,L. Ball makes 2-pt layup from 1 ft,11,7
62,1,6:11.0,,Violation by Team (kicked ball),11,7
63,1,6:04.0,M. Harrell misses 2-pt hook shot from 8 ft,,11,7
64,1,6:02.0,,Defensive rebound by B. Ingram,11,7
65,1,5:51.0,,Shooting foul by A. Bradley (drawn by B. Ingram),11,7
66,1,5:51.0,,B. Ingram makes free throw 1 of 2,11,8
67,1,5:51.0,L. Williams enters the game for A. Bradley,,11,8
68,1,5:51.0,,B. Ingram misses free throw 2 of 2,11,8
69,1,5:49.0,Defensive rebound by T. Harris,,11,8
70,1,5:38.0,Turnover by L. Williams (bad pass; steal by J. Hart),,11,8
71,1,5:33.0,,L. Ball misses 3-pt jump shot from 25 ft,11,8
72,1,5:31.0,Defensive rebound by P. Beverley,,11,8
73,1,5:24.0,T. Harris misses 2-pt jump shot from 8 ft,,11,8
74,1,5:22.0,,Defensive rebound by B. Ingram,11,8
75,1,5:12.0,,B. Ingram misses 2-pt jump shot from 14 ft,11,8
76,1,5:09.0,Defensive rebound by L. Williams,,11,8
77,1,5:05.0,Personal foul by L. Ball (drawn by D. Gallinari),,11,8
78,1,4:55.0,Shooting foul by K. Kuzma (drawn by D. Gallinari),,11,8
79,1,4:55.0,D. Gallinari makes free throw 1 of 2,,12,8
80,1,4:55.0,D. Gallinari misses free throw 2 of 2,,12,8
81,1,4:53.0,,Defensive rebound by K. Kuzma,12,8
82,1,4:40.0,,Personal foul by M. Harrell (drawn by T. Chandler),12,8
83,1,4:40.0,,T. Chandler misses free throw 1 of 2,12,8
84,1,4:40.0,,Offensive rebound by Team,12,8
85,1,4:40.0,,K. Caldwell-Pope enters the game for L. Ball,12,8
86,1,4:40.0,,T. Chandler misses free throw 2 of 2,12,8
87,1,4:38.0,Defensive rebound by T. Harris,,12,8
88,1,4:24.0,L. Williams misses 2-pt jump shot from 19 ft,,12,8
89,1,4:21.0,Offensive rebound by P. Beverley,,12,8
90,1,4:12.0,M. Harrell makes 2-pt layup from 1 ft,,14,8
91,1,3:56.0,,K. Kuzma makes 2-pt jump shot from 6 ft (assist by T. Chandler),14,10
92,1,3:46.0,Personal foul by B. Ingram (drawn by D. Gallinari),,14,10
93,1,3:46.0,D. Gallinari makes free throw 1 of 2,,15,10
94,1,3:46.0,,L. Stephenson enters the game for K. Kuzma,15,10
95,1,3:46.0,D. Gallinari makes free throw 2 of 2,,16,10
96,1,3:36.0,,B. Ingram makes 2-pt dunk at rim,16,12
97,1,3:20.0,D. Gallinari misses 2-pt layup from 4 ft (block by T. Chandler),,16,12
98,1,3:20.0,Offensive rebound by Team,,16,12
99,1,3:20.0,LA Clippers full timeout,,16,12
100,1,3:20.0,M. Scott enters the game for D. Gallinari,,16,12
101,1,3:18.0,M. Scott misses 2-pt jump shot from 15 ft,,16,12
102,1,3:15.0,,Defensive rebound by T. Chandler,16,12
103,1,3:02.0,,K. Caldwell-Pope makes 2-pt layup from 3 ft (assist by T. Chandler),16,14
104,1,2:52.0,P. Beverley makes 3-pt jump shot from 26 ft,,19,14
105,1,2:39.0,,Shooting foul by P. Beverley (drawn by B. Ingram),19,14
106,1,2:39.0,,B. Ingram makes free throw 1 of 2,19,15
107,1,2:39.0,,B. Ingram misses free throw 2 of 2,19,15
108,1,2:37.0,Defensive rebound by T. Harris,,19,15
109,1,2:37.0,Personal foul by L. Stephenson (drawn by P. Beverley),,19,15
110,1,2:37.0,P. Beverley makes free throw 1 of 2,,20,15
111,1,2:37.0,P. Beverley misses free throw 2 of 2,,20,15
112,1,2:35.0,,Defensive rebound by T. Chandler,20,15
113,1,2:26.0,,B. Ingram misses 2-pt layup from 2 ft,20,15
114,1,2:24.0,Defensive rebound by M. Scott,,20,15
115,1,2:09.0,M. Scott misses 2-pt hook shot from 7 ft,,20,15
116,1,2:09.0,Offensive rebound by Team,,20,15
