,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MIAMI_ACTION,SAN ANTONIO_SCORE,MIAMI_SCORE
78,1,3:39.0,,H. Whiteside misses 2-pt jump shot from 4 ft (block by D. Bertāns),15,24
79,1,3:36.0,Defensive rebound by P. Mills,,15,24
80,1,3:33.0,P. Mills misses 3-pt jump shot from 25 ft,,15,24
81,1,3:30.0,,Defensive rebound by D. Jones,15,24
82,1,3:24.0,,Shooting foul by Q. Pondexter (drawn by T. Johnson),15,24
83,1,3:24.0,,T. Johnson misses free throw 1 of 2,15,24
84,1,3:24.0,,Offensive rebound by Team,15,24
85,1,3:24.0,D. DeRozan enters the game for Q. Pondexter,,15,24
86,1,3:24.0,,K. Olynyk enters the game for H. Whiteside,15,24
87,1,3:24.0,,J. Richardson enters the game for J. Winslow,15,24
88,1,3:24.0,,T. Johnson misses free throw 2 of 2,15,24
89,1,3:21.0,Defensive rebound by D. Bertāns,,15,24
90,1,3:14.0,Personal foul by J. Richardson (drawn by D. DeRozan),,15,24
91,1,3:14.0,L. Aldridge enters the game for J. Poeltl,,15,24
92,1,3:00.0,L. Aldridge misses 2-pt jump shot from 16 ft,,15,24
93,1,2:59.0,,Defensive rebound by D. Jones,15,24
94,1,2:40.0,,J. Richardson misses 3-pt jump shot from 25 ft,15,24
95,1,2:37.0,,Offensive rebound by D. Jones,15,24
96,1,2:35.0,,Turnover by D. Jones (bad pass; steal by M. Belinelli),15,24
97,1,2:27.0,D. DeRozan misses 2-pt jump shot from 4 ft,,15,24
98,1,2:25.0,Offensive rebound by D. DeRozan,,15,24
99,1,2:19.0,D. Bertāns makes 3-pt jump shot from 28 ft (assist by D. DeRozan),,18,24
100,1,2:00.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by K. Olynyk),18,27
101,1,1:47.0,D. Bertāns misses 3-pt jump shot from 25 ft,,18,27
102,1,1:43.0,Offensive rebound by D. DeRozan,,18,27
103,1,1:41.0,Turnover by D. DeRozan (lost ball; steal by T. Johnson),,18,27
104,1,1:24.0,,J. Richardson misses 3-pt jump shot from 25 ft,18,27
105,1,1:21.0,Defensive rebound by L. Aldridge,,18,27
106,1,1:13.0,P. Mills misses 3-pt jump shot from 22 ft,,18,27
107,1,1:10.0,,Defensive rebound by D. Jones,18,27
108,1,0:56.0,,J. Richardson misses 2-pt layup from 2 ft (block by D. DeRozan),18,27
109,1,0:53.0,Defensive rebound by D. Bertāns,,18,27
110,1,0:44.0,P. Mills misses 2-pt layup from 2 ft,,18,27
111,1,0:44.0,Offensive rebound by L. Aldridge,,18,27
112,1,0:44.0,Shooting foul by K. Olynyk (drawn by L. Aldridge),,18,27
113,1,0:44.0,L. Aldridge makes free throw 1 of 2,,19,27
114,1,0:44.0,B. Forbes enters the game for M. Belinelli,,19,27
115,1,0:44.0,,R. McGruder enters the game for W. Ellington,19,27
116,1,0:44.0,L. Aldridge makes free throw 2 of 2,,20,27
117,1,0:32.0,,J. Richardson misses 2-pt layup from 2 ft,20,27
118,1,0:30.0,Defensive rebound by D. DeRozan,,20,27
119,1,0:11.0,D. DeRozan misses 2-pt jump shot from 15 ft,,20,27
120,1,0:09.0,,Defensive rebound by T. Johnson,20,27
121,1,0:05.0,,Offensive foul by K. Olynyk (drawn by P. Mills),20,27
122,1,0:05.0,,Turnover by K. Olynyk (offensive foul),20,27
123,1,0:05.0,,B. Adebayo enters the game for K. Olynyk,20,27
124,1,0:00.0,Turnover by P. Mills (bad pass),,20,27
125,2,11:47.0,,R. McGruder makes 2-pt layup from 2 ft,20,29
126,2,11:27.0,D. White misses 2-pt jump shot from 14 ft,,20,29
127,2,11:24.0,Offensive rebound by D. Cunningham,,20,29
128,2,11:15.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. White),,23,29
129,2,10:57.0,,T. Johnson misses 3-pt jump shot from 26 ft,23,29
130,2,10:54.0,,Offensive rebound by B. Adebayo,23,29
131,2,10:49.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by R. McGruder),23,32
132,2,10:36.0,Turnover by D. Cunningham (bad pass),,23,32
133,2,10:26.0,,J. Richardson misses 2-pt layup from 2 ft,23,32
134,2,10:23.0,Defensive rebound by D. Cunningham,,23,32
135,2,10:20.0,B. Forbes misses 2-pt jump shot from 22 ft,,23,32
136,2,10:17.0,,Defensive rebound by R. McGruder,23,32
137,2,10:05.0,,J. Richardson misses 2-pt jump shot from 4 ft,23,32
138,2,10:01.0,,Offensive rebound by J. Richardson,23,32
139,2,9:58.0,,Turnover by T. Johnson (bad pass; steal by D. Cunningham),23,32
140,2,9:50.0,D. DeRozan misses 2-pt layup from 2 ft,,23,32
141,2,9:48.0,Offensive rebound by L. Aldridge,,23,32
142,2,9:45.0,L. Aldridge makes 2-pt layup from 1 ft,,25,32
143,2,9:27.0,,R. McGruder misses 2-pt jump shot from 3 ft,25,32
144,2,9:24.0,,Offensive rebound by D. Jones,25,32
145,2,9:21.0,,D. Jones misses 2-pt jump shot from 4 ft,25,32
146,2,9:17.0,Defensive rebound by D. DeRozan,,25,32
147,2,9:07.0,L. Aldridge misses 2-pt jump shot from 18 ft,,25,32
148,2,9:05.0,,Defensive rebound by J. Richardson,25,32
149,2,8:57.0,,J. Richardson misses 2-pt layup from 4 ft (block by L. Aldridge),25,32
150,2,8:54.0,Defensive rebound by D. DeRozan,,25,32
151,2,8:50.0,D. Cunningham makes 2-pt dunk from 1 ft (assist by D. DeRozan),,27,32
152,2,8:31.0,,J. Richardson misses 2-pt layup from 2 ft,27,32
153,2,8:29.0,Defensive rebound by D. White,,27,32
154,2,8:17.0,B. Forbes misses 2-pt jump shot from 20 ft,,27,32
155,2,8:15.0,,Defensive rebound by R. McGruder,27,32
156,2,8:09.0,,Miami full timeout,27,32
157,2,8:09.0,M. Belinelli enters the game for D. DeRozan,,27,32
158,2,8:09.0,,W. Ellington enters the game for B. Adebayo,27,32
159,2,8:09.0,,H. Whiteside enters the game for D. Jones,27,32
160,2,8:09.0,,J. Winslow enters the game for J. Richardson,27,32
161,2,7:58.0,,T. Johnson misses 3-pt jump shot from 23 ft (block by D. Cunningham),27,32
162,2,7:55.0,Defensive rebound by L. Aldridge,,27,32
163,2,7:46.0,L. Aldridge misses 2-pt jump shot from 18 ft,,27,32
164,2,7:44.0,,Defensive rebound by H. Whiteside,27,32
165,2,7:35.0,,W. Ellington misses 3-pt jump shot from 25 ft,27,32
166,2,7:33.0,Defensive rebound by L. Aldridge,,27,32
167,2,7:18.0,B. Forbes misses 2-pt layup from 2 ft,,27,32
168,2,7:15.0,,Defensive rebound by H. Whiteside,27,32
169,2,7:12.0,,H. Whiteside makes 2-pt layup from 3 ft,27,34
170,2,7:12.0,Violation by Team (def goaltending),,27,34
171,2,6:58.0,M. Belinelli misses 3-pt jump shot from 23 ft,,27,34
172,2,6:55.0,,Defensive rebound by H. Whiteside,27,34
173,2,6:33.0,,R. McGruder misses 3-pt jump shot from 24 ft,27,34
174,2,6:31.0,Defensive rebound by L. Aldridge,,27,34
175,2,6:25.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by B. Forbes),,30,34
176,2,6:01.0,,H. Whiteside makes 2-pt jump shot from 14 ft (assist by J. Winslow),30,36
177,2,6:01.0,San Antonio full timeout,,30,36
178,2,6:01.0,P. Mills enters the game for D. White,,30,36
179,2,5:49.0,L. Aldridge misses 2-pt jump shot from 20 ft,,30,36
180,2,5:47.0,,Defensive rebound by W. Ellington,30,36
181,2,5:31.0,,J. Winslow misses 2-pt jump shot from 4 ft,30,36
182,2,5:28.0,Defensive rebound by L. Aldridge,,30,36
183,2,5:17.0,M. Belinelli misses 2-pt layup from 2 ft (block by H. Whiteside),,30,36
184,2,5:15.0,,Defensive rebound by J. Winslow,30,36
185,2,5:14.0,,Turnover by J. Winslow (bad pass),30,36
186,2,5:14.0,D. DeRozan enters the game for L. Aldridge,,30,36
187,2,5:14.0,J. Poeltl enters the game for B. Forbes,,30,36
188,2,4:57.0,P. Mills misses 2-pt jump shot from 17 ft (block by T. Johnson),,30,36
189,2,4:56.0,,Defensive rebound by H. Whiteside,30,36
190,2,4:56.0,,Turnover by H. Whiteside (bad pass),30,36
191,2,4:56.0,D. Bertāns enters the game for D. Cunningham,,30,36
192,2,4:56.0,,J. Richardson enters the game for T. Johnson,30,36
193,2,4:48.0,Personal foul by J. Winslow (drawn by D. Bertāns),,30,36
194,2,4:36.0,P. Mills misses 2-pt jump shot from 13 ft,,30,36
195,2,4:33.0,,Defensive rebound by H. Whiteside,30,36
196,2,4:23.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by W. Ellington),30,38
197,2,4:10.0,J. Poeltl misses 2-pt jump shot from 15 ft (block by H. Whiteside),,30,38
198,2,4:10.0,Offensive rebound by Team,,30,38
199,2,4:06.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,33,38
200,2,4:06.0,Shooting foul by J. Winslow (drawn by D. Bertāns),,33,38
201,2,4:06.0,D. Bertāns makes free throw 1 of 1,,34,38
202,2,3:51.0,,J. Winslow makes 2-pt layup from 4 ft (assist by J. Richardson),34,40
203,2,3:41.0,P. Mills makes 3-pt jump shot from 25 ft,,37,40
204,2,3:19.0,,J. Winslow makes 2-pt hook shot from 4 ft,37,42
205,2,3:00.0,J. Poeltl misses 2-pt layup from 3 ft,,37,42
206,2,3:00.0,Offensive rebound by Team,,37,42
207,2,3:00.0,B. Forbes enters the game for M. Belinelli,,37,42
208,2,3:00.0,,T. Johnson enters the game for W. Ellington,37,42
209,2,2:51.0,B. Forbes misses 2-pt jump shot from 22 ft,,37,42
210,2,2:48.0,,Defensive rebound by H. Whiteside,37,42
211,2,2:42.0,,J. Richardson misses 3-pt jump shot from 25 ft,37,42
212,2,2:42.0,,Offensive rebound by Team,37,42
213,2,2:42.0,L. Aldridge enters the game for J. Poeltl,,37,42
214,2,2:31.0,,J. Winslow misses 2-pt layup from 2 ft,37,42
215,2,2:27.0,,Offensive rebound by H. Whiteside,37,42
216,2,2:27.0,,H. Whiteside misses 2-pt layup from 1 ft,37,42
217,2,2:27.0,Defensive rebound by P. Mills,,37,42
218,2,2:18.0,P. Mills makes 2-pt layup from 1 ft (assist by D. Bertāns),,39,42
219,2,2:03.0,,Personal foul by D. DeRozan (drawn by H. Whiteside),39,42
220,2,2:03.0,,W. Ellington enters the game for J. Winslow,39,42
221,2,1:50.0,,W. Ellington makes 2-pt jump shot from 16 ft (assist by J. Richardson),39,44
222,2,1:35.0,P. Mills misses 2-pt layup from 2 ft (block by H. Whiteside),,39,44
223,2,1:35.0,,Defensive rebound by R. McGruder,39,44
224,2,1:25.0,,H. Whiteside makes 2-pt layup from 3 ft (assist by T. Johnson),39,46
225,2,1:12.0,P. Mills misses 3-pt jump shot from 26 ft,,39,46
226,2,1:12.0,,Defensive rebound by H. Whiteside,39,46
227,2,0:57.0,,Turnover by W. Ellington (bad pass),39,46
228,2,0:43.0,D. DeRozan makes 2-pt jump shot from 16 ft,,41,46
229,2,0:43.0,Shooting foul by R. McGruder (drawn by D. DeRozan),,41,46
230,2,0:43.0,D. DeRozan makes free throw 1 of 1,,42,46
231,2,0:29.0,,J. Richardson makes 2-pt jump shot from 7 ft,42,48
232,2,0:08.0,D. Bertāns misses 3-pt jump shot from 25 ft,,42,48
233,2,0:04.0,,Defensive rebound by T. Johnson,42,48
234,2,0:02.0,,T. Johnson makes 2-pt jump shot from 2 ft,42,50
235,2,0:00.0,B. Forbes misses 3-pt jump shot from 60 ft,,42,50
236,2,0:00.0,Offensive rebound by Team,,42,50
237,3,11:42.0,,W. Ellington misses 2-pt jump shot from 20 ft,42,50
238,3,11:39.0,Defensive rebound by D. DeRozan,,42,50
239,3,11:31.0,D. DeRozan misses 2-pt jump shot from 9 ft,,42,50
240,3,11:28.0,,Defensive rebound by J. Winslow,42,50
241,3,11:13.0,,R. McGruder misses 2-pt jump shot from 9 ft,42,50
242,3,11:11.0,Defensive rebound by D. DeRozan,,42,50
243,3,11:03.0,L. Aldridge misses 2-pt jump shot from 15 ft,,42,50
244,3,11:00.0,Offensive rebound by P. Mills,,42,50
245,3,10:59.0,P. Mills misses 3-pt jump shot from 25 ft,,42,50
246,3,10:59.0,Offensive rebound by Team,,42,50
247,3,10:59.0,,Loose ball foul by R. McGruder (drawn by L. Aldridge),42,50
248,3,10:53.0,D. DeRozan misses 2-pt jump shot from 18 ft,,42,50
249,3,10:51.0,,Defensive rebound by J. Winslow,42,50
250,3,10:47.0,,Personal foul by L. Aldridge (drawn by W. Ellington),42,50
251,3,10:41.0,,Shooting foul by D. DeRozan (drawn by H. Whiteside),42,50
252,3,10:41.0,,H. Whiteside makes free throw 1 of 2,42,51
253,3,10:41.0,,H. Whiteside makes free throw 2 of 2,42,52
254,3,10:28.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. DeRozan),,44,52
255,3,10:10.0,,J. Winslow misses 2-pt jump shot from 9 ft,44,52
256,3,10:08.0,Defensive rebound by B. Forbes,,44,52
257,3,9:57.0,P. Mills makes 3-pt jump shot from 25 ft,,47,52
258,3,9:37.0,,J. Richardson misses 2-pt jump shot from 18 ft,47,52
259,3,9:35.0,Defensive rebound by D. DeRozan,,47,52
260,3,9:30.0,P. Mills misses 2-pt jump shot from 19 ft,,47,52
261,3,9:28.0,,Defensive rebound by H. Whiteside,47,52
262,3,9:22.0,,Personal foul by B. Forbes (drawn by W. Ellington),47,52
263,3,9:08.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Winslow),47,54
264,3,9:08.0,,Shooting foul by D. Cunningham (drawn by H. Whiteside),47,54
265,3,9:08.0,,H. Whiteside makes free throw 1 of 1,47,55
266,3,8:55.0,D. DeRozan makes 2-pt jump shot from 17 ft,,49,55
267,3,8:43.0,,J. Winslow makes 3-pt jump shot from 25 ft (assist by J. Richardson),49,58
268,3,8:19.0,Turnover by L. Aldridge (lost ball; steal by W. Ellington),,49,58
269,3,8:05.0,,R. McGruder misses 3-pt jump shot from 23 ft,49,58
270,3,8:05.0,,Offensive rebound by Team,49,58
271,3,8:05.0,Loose ball foul by L. Aldridge (drawn by H. Whiteside),,49,58
272,3,8:05.0,,H. Whiteside makes free throw 1 of 2,49,59
273,3,8:05.0,,H. Whiteside makes free throw 2 of 2,49,60
274,3,7:42.0,P. Mills misses 3-pt jump shot from 26 ft,,49,60
275,3,7:42.0,,Defensive rebound by Team,49,60
276,3,7:42.0,D. White enters the game for P. Mills,,49,60
277,3,7:23.0,,Personal foul by D. Cunningham (drawn by H. Whiteside),49,60
278,3,7:23.0,,H. Whiteside makes free throw 1 of 2,49,61
279,3,7:23.0,,T. Johnson enters the game for J. Richardson,49,61
280,3,7:23.0,,H. Whiteside misses free throw 2 of 2,49,61
281,3,7:21.0,Defensive rebound by D. DeRozan,,49,61
282,3,7:10.0,L. Aldridge misses 2-pt jump shot from 20 ft,,49,61
283,3,7:07.0,,Defensive rebound by R. McGruder,49,61
284,3,7:02.0,,T. Johnson misses 2-pt jump shot from 20 ft,49,61
285,3,6:58.0,Defensive rebound by L. Aldridge,,49,61
286,3,6:52.0,B. Forbes misses 3-pt jump shot from 25 ft,,49,61
287,3,6:49.0,,Defensive rebound by H. Whiteside,49,61
288,3,6:42.0,,H. Whiteside misses 2-pt jump shot from 2 ft (block by L. Aldridge),49,61
289,3,6:41.0,,Offensive rebound by H. Whiteside,49,61
290,3,6:40.0,,H. Whiteside misses 2-pt hook shot from 9 ft,49,61
291,3,6:39.0,Defensive rebound by Team,,49,61
292,3,6:38.0,,Loose ball foul by J. Winslow (drawn by D. DeRozan),49,61
293,3,6:38.0,,Miami full timeout,49,61
294,3,6:22.0,Turnover by D. White (bad pass; steal by T. Johnson),,49,61
295,3,5:59.0,,W. Ellington misses 2-pt jump shot from 11 ft,49,61
296,3,5:56.0,Defensive rebound by L. Aldridge,,49,61
297,3,5:43.0,D. DeRozan makes 3-pt jump shot from 23 ft (assist by D. White),,52,61
298,3,5:27.0,,Personal foul by D. DeRozan (drawn by H. Whiteside),52,61
299,3,5:27.0,,H. Whiteside misses free throw 1 of 2,52,61
300,3,5:27.0,,Offensive rebound by Team,52,61
301,3,5:27.0,M. Belinelli enters the game for L. Aldridge,,52,61
302,3,5:27.0,D. Bertāns enters the game for D. Cunningham,,52,61
303,3,5:27.0,J. Poeltl enters the game for B. Forbes,,52,61
304,3,5:27.0,,H. Whiteside makes free throw 2 of 2,52,62
305,3,5:14.0,D. Bertāns makes 2-pt layup from 1 ft (assist by D. White),,54,62
306,3,4:55.0,,J. Winslow misses 3-pt jump shot from 24 ft,54,62
307,3,4:52.0,Defensive rebound by D. DeRozan,,54,62
308,3,4:37.0,M. Belinelli misses 2-pt jump shot from 19 ft,,54,62
309,3,4:35.0,,Defensive rebound by R. McGruder,54,62
310,3,4:27.0,,T. Johnson misses 2-pt jump shot from 10 ft,54,62
311,3,4:26.0,Defensive rebound by D. Bertāns,,54,62
312,3,4:17.0,D. DeRozan makes 2-pt layup from 4 ft,,56,62
313,3,4:05.0,,J. Winslow makes 2-pt jump shot from 6 ft,56,64
314,3,3:58.0,M. Belinelli makes 2-pt layup from 1 ft (assist by D. DeRozan),,58,64
315,3,3:49.0,,Miami full timeout,58,64
316,3,3:49.0,,B. Adebayo enters the game for W. Ellington,58,64
317,3,3:49.0,,K. Olynyk enters the game for H. Whiteside,58,64
318,3,3:38.0,,J. Winslow makes 2-pt jump shot from 8 ft,58,66
319,3,3:21.0,Personal foul by K. Olynyk (drawn by D. DeRozan),,58,66
320,3,3:07.0,D. White misses 2-pt jump shot from 14 ft,,58,66
321,3,3:04.0,Offensive rebound by J. Poeltl,,58,66
322,3,2:59.0,M. Belinelli misses 2-pt layup from 1 ft,,58,66
323,3,2:56.0,,Defensive rebound by R. McGruder,58,66
324,3,2:51.0,,J. Winslow misses 3-pt jump shot from 24 ft,58,66
325,3,2:51.0,Defensive rebound by D. DeRozan,,58,66
326,3,2:51.0,Personal foul by B. Adebayo (drawn by D. DeRozan),,58,66
327,3,2:34.0,D. White misses 2-pt jump shot from 5 ft,,58,66
328,3,2:32.0,,Defensive rebound by B. Adebayo,58,66
329,3,2:25.0,,Shooting foul by J. Poeltl (drawn by B. Adebayo),58,66
330,3,2:25.0,,B. Adebayo makes free throw 1 of 2,58,67
331,3,2:25.0,B. Forbes enters the game for D. DeRozan,,58,67
332,3,2:25.0,P. Mills enters the game for D. White,,58,67
333,3,2:25.0,,J. Richardson enters the game for J. Winslow,58,67
334,3,2:25.0,,B. Adebayo makes free throw 2 of 2,58,68
335,3,2:20.0,Personal foul by B. Adebayo (drawn by J. Poeltl),,58,68
336,3,2:20.0,J. Poeltl makes free throw 1 of 2,,59,68
337,3,2:20.0,,W. Ellington enters the game for R. McGruder,59,68
338,3,2:20.0,J. Poeltl misses free throw 2 of 2,,59,68
339,3,2:16.0,Offensive rebound by D. Bertāns,,59,68
340,3,2:06.0,P. Mills misses 3-pt jump shot from 23 ft,,59,68
341,3,2:03.0,,Defensive rebound by K. Olynyk,59,68
342,3,1:55.0,,Turnover by K. Olynyk (bad pass; steal by M. Belinelli),59,68
343,3,1:48.0,Turnover by M. Belinelli (bad pass; steal by T. Johnson),,59,68
344,3,1:41.0,,W. Ellington makes 3-pt jump shot from 31 ft (assist by J. Richardson),59,71
345,3,1:21.0,M. Belinelli misses 2-pt jump shot from 22 ft,,59,71
346,3,1:17.0,,Defensive rebound by K. Olynyk,59,71
347,3,0:57.0,,J. Richardson misses 2-pt jump shot from 15 ft,59,71
348,3,0:57.0,,Offensive rebound by Team,59,71
349,3,0:57.0,Loose ball foul by D. Bertāns (drawn by K. Olynyk),,59,71
350,3,0:57.0,,K. Olynyk makes free throw 1 of 2,59,72
351,3,0:57.0,,K. Olynyk misses free throw 2 of 2,59,72
352,3,0:55.0,Defensive rebound by J. Poeltl,,59,72
353,3,0:38.0,D. Bertāns makes 2-pt layup from 1 ft (assist by B. Forbes),,61,72
354,3,0:23.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by K. Olynyk),61,75
355,3,0:05.0,B. Forbes makes 3-pt jump shot from 25 ft,,64,75
356,3,0:00.0,,J. Richardson misses 2-pt jump shot from 20 ft,64,75
357,3,0:00.0,,Offensive rebound by Team,64,75
358,4,11:41.0,L. Aldridge misses 2-pt jump shot from 15 ft,,64,75
359,4,11:39.0,,Defensive rebound by T. Johnson,64,75
360,4,11:32.0,,Personal foul by B. Forbes (drawn by K. Olynyk),64,75
361,4,11:17.0,,J. Richardson makes 2-pt jump shot from 9 ft,64,77
362,4,11:10.0,Shooting foul by K. Olynyk (drawn by D. Bertāns),,64,77
363,4,11:10.0,D. Bertāns makes free throw 1 of 2,,65,77
364,4,11:10.0,D. Bertāns makes free throw 2 of 2,,66,77
365,4,10:57.0,,T. Johnson makes 2-pt jump shot from 4 ft,66,79
366,4,10:44.0,Turnover by P. Mills (bad pass; steal by J. Richardson),,66,79
367,4,10:36.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by T. Johnson),66,82
368,4,10:24.0,Personal foul by B. Adebayo (drawn by L. Aldridge),,66,82
369,4,10:18.0,Turnover by M. Belinelli (lost ball; steal by T. Johnson),,66,82
370,4,10:09.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by B. Adebayo),66,85
371,4,10:08.0,San Antonio full timeout,,66,85
372,4,10:08.0,D. Cunningham enters the game for D. Bertāns,,66,85
373,4,10:08.0,D. DeRozan enters the game for B. Forbes,,66,85
374,4,9:52.0,P. Mills makes 3-pt jump shot from 26 ft (assist by D. Cunningham),,69,85
375,4,9:30.0,,W. Ellington misses 3-pt jump shot from 25 ft,69,85
376,4,9:28.0,,Offensive rebound by K. Olynyk,69,85
377,4,9:21.0,,T. Johnson misses 3-pt jump shot from 24 ft,69,85
378,4,9:19.0,Defensive rebound by L. Aldridge,,69,85
