,QUARTER,TIME_REMAINING,UTAH_ACTION,PHOENIX_ACTION,UTAH_SCORE,PHOENIX_SCORE
45,1,6:26.0,,Shooting foul by R. O'Neale (drawn by D. Booker),6,17
46,1,6:26.0,,D. Booker makes free throw 1 of 2,6,18
47,1,6:26.0,,D. Booker makes free throw 2 of 2,6,19
48,1,6:12.0,D. Mitchell makes 2-pt layup from 1 ft (assist by R. Neto),,8,19
49,1,5:53.0,,J. Jackson misses 3-pt jump shot from 25 ft,8,19
50,1,5:50.0,Defensive rebound by R. O'Neale,,8,19
51,1,5:42.0,R. Neto makes 2-pt jump shot from 13 ft,,10,19
52,1,5:26.0,,D. Booker makes 2-pt hook shot from 7 ft,10,21
53,1,5:12.0,R. Gobert makes 2-pt layup at rim (assist by R. Neto),,12,21
54,1,4:51.0,,R. Holmes misses 2-pt layup from 2 ft (block by R. Gobert),12,21
55,1,4:50.0,Defensive rebound by R. O'Neale,,12,21
56,1,4:48.0,Personal take foul by E. Okobo (drawn by R. O'Neale),,12,21
57,1,4:48.0,,T. Daniels enters the game for M. Bridges,12,21
58,1,4:38.0,R. O'Neale misses 3-pt jump shot from 26 ft,,12,21
59,1,4:35.0,,Defensive rebound by E. Okobo,12,21
60,1,4:28.0,,Personal foul by R. O'Neale (drawn by D. Booker),12,21
61,1,4:28.0,,Phoenix full timeout,12,21
62,1,4:28.0,J. Ingles enters the game for R. O'Neale,,12,21
63,1,4:28.0,,R. Spalding enters the game for D. Booker,12,21
64,1,4:28.0,,R. Spalding misses free throw 1 of 2,12,21
65,1,4:28.0,,Offensive rebound by Team,12,21
66,1,4:28.0,,R. Spalding misses free throw 2 of 2,12,21
67,1,4:26.0,Defensive rebound by G. Niang,,12,21
68,1,4:14.0,J. Ingles makes 2-pt layup from 1 ft (assist by R. Gobert),,14,21
69,1,4:00.0,,E. Okobo misses 2-pt jump shot from 4 ft (block by R. Neto),14,21
70,1,4:00.0,,Offensive rebound by Team,14,21
71,1,3:53.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by J. Jackson),14,23
72,1,3:37.0,J. Ingles misses 2-pt jump shot from 18 ft,,14,23
73,1,3:35.0,,Defensive rebound by R. Spalding,14,23
74,1,3:27.0,,J. Jackson misses 2-pt jump shot from 16 ft,14,23
75,1,3:26.0,,Offensive rebound by R. Spalding,14,23
76,1,3:24.0,,R. Spalding makes 2-pt dunk at rim,14,25
77,1,3:09.0,Turnover by R. Gobert (traveling),,14,25
78,1,3:09.0,G. Allen enters the game for R. Gobert,,14,25
79,1,3:09.0,E. Udoh enters the game for D. Mitchell,,14,25
80,1,2:51.0,,J. Jackson misses 2-pt jump shot from 7 ft (block by E. Udoh),14,25
81,1,2:48.0,Defensive rebound by G. Allen,,14,25
82,1,2:40.0,Turnover by G. Allen (step out of bounds),,14,25
83,1,2:28.0,,E. Okobo misses 2-pt jump shot from 7 ft,14,25
84,1,2:27.0,Defensive rebound by R. Neto,,14,25
85,1,2:16.0,Personal foul by R. Holmes (drawn by R. Neto),,14,25
86,1,2:16.0,,D. Bender enters the game for R. Holmes,14,25
87,1,2:04.0,G. Allen makes 3-pt jump shot from 23 ft (assist by E. Udoh),,17,25
88,1,1:45.0,,J. Jackson misses 2-pt jump shot from 3 ft,17,25
89,1,1:44.0,,Offensive rebound by R. Spalding,17,25
90,1,1:42.0,,R. Spalding makes 2-pt layup at rim,17,27
91,1,1:41.0,Personal foul by J. Jackson (drawn by R. Neto),,17,27
92,1,1:41.0,R. Neto makes free throw 1 of 2,,18,27
93,1,1:41.0,,J. Fredette enters the game for E. Okobo,18,27
94,1,1:41.0,R. Neto misses free throw 2 of 2,,18,27
95,1,1:39.0,,Defensive rebound by D. Bender,18,27
96,1,1:25.0,,J. Jackson makes 2-pt jump shot from 13 ft,18,29
97,1,1:09.0,G. Niang makes 3-pt jump shot from 25 ft (assist by E. Udoh),,21,29
98,1,0:55.0,,Turnover by J. Fredette (traveling),21,29
99,1,0:46.0,E. Udoh makes 2-pt layup from 1 ft (assist by J. Ingles),,23,29
100,1,0:32.0,,R. Spalding makes 2-pt jump shot from 6 ft (assist by J. Fredette),23,31
101,1,0:14.0,E. Udoh makes 2-pt jump shot from 4 ft (assist by J. Ingles),,25,31
102,1,0:14.0,,Violation by Team (def goaltending),25,31
103,2,11:50.0,,J. Jackson misses 2-pt jump shot from 21 ft,25,31
104,2,11:46.0,Defensive rebound by E. Udoh,,25,31
105,2,11:40.0,J. Ingles makes 3-pt jump shot from 26 ft,,28,31
106,2,11:27.0,,J. Fredette makes 2-pt layup from 1 ft (assist by D. Bender),28,33
107,2,11:19.0,Turnover by R. Neto (bad pass),,28,33
108,2,11:19.0,T. Sefolosha enters the game for R. Neto,,28,33
109,2,11:06.0,,J. Fredette misses 2-pt jump shot from 23 ft,28,33
110,2,11:03.0,Defensive rebound by J. Ingles,,28,33
111,2,10:50.0,G. Allen makes 2-pt layup at rim (assist by E. Udoh),,30,33
112,2,10:37.0,,D. Bender misses 3-pt jump shot from 25 ft,30,33
113,2,10:35.0,,Offensive rebound by J. Jackson,30,33
114,2,10:30.0,,M. Bridges misses 2-pt layup from 2 ft (block by E. Udoh),30,33
115,2,10:26.0,Defensive rebound by E. Udoh,,30,33
116,2,10:12.0,E. Udoh misses 2-pt jump shot from 11 ft,,30,33
117,2,10:12.0,Offensive rebound by E. Udoh,,30,33
118,2,10:05.0,Turnover by G. Allen (traveling),,30,33
119,2,10:05.0,R. O'Neale enters the game for G. Niang,,30,33
120,2,9:47.0,,J. Fredette misses 3-pt jump shot from 27 ft,30,33
121,2,9:44.0,Defensive rebound by E. Udoh,,30,33
122,2,9:39.0,G. Allen makes 3-pt jump shot from 23 ft (assist by R. O'Neale),,33,33
123,2,9:38.0,,Phoenix full timeout,33,33
124,2,9:18.0,,D. Melton misses 2-pt layup from 1 ft,33,33
125,2,9:16.0,,Offensive rebound by D. Bender,33,33
126,2,9:15.0,,D. Bender makes 2-pt layup at rim,33,35
127,2,8:58.0,J. Ingles makes 2-pt layup at rim (assist by E. Udoh),,35,35
128,2,8:46.0,,D. Melton misses 2-pt jump shot from 2 ft,35,35
129,2,8:45.0,Defensive rebound by E. Udoh,,35,35
130,2,8:45.0,Offensive foul by G. Allen (drawn by D. Melton),,35,35
131,2,8:45.0,Turnover by G. Allen (offensive foul),,35,35
132,2,8:45.0,R. Gobert enters the game for J. Ingles,,35,35
133,2,8:45.0,D. Mitchell enters the game for E. Udoh,,35,35
134,2,8:45.0,,T. Daniels enters the game for D. Bender,35,35
135,2,8:45.0,,R. Holmes enters the game for J. Fredette,35,35
136,2,8:32.0,,R. Holmes makes 2-pt layup from 1 ft (assist by T. Daniels),35,37
137,2,8:16.0,G. Allen makes 2-pt jump shot from 9 ft,,37,37
138,2,8:02.0,,Offensive foul by D. Melton (drawn by D. Mitchell),37,37
139,2,8:02.0,,Turnover by D. Melton (offensive foul),37,37
140,2,7:52.0,G. Allen misses 3-pt jump shot from 25 ft,,37,37
141,2,7:51.0,Offensive rebound by R. Gobert,,37,37
142,2,7:49.0,Turnover by R. Gobert (traveling),,37,37
143,2,7:38.0,,T. Daniels misses 2-pt jump shot from 19 ft,37,37
144,2,7:35.0,Defensive rebound by D. Mitchell,,37,37
145,2,7:29.0,D. Mitchell misses 2-pt layup from 2 ft (block by R. Holmes),,37,37
146,2,7:25.0,,Defensive rebound by J. Jackson,37,37
147,2,7:22.0,,J. Jackson misses 2-pt layup from 1 ft (block by G. Allen),37,37
148,2,7:22.0,,Offensive rebound by M. Bridges,37,37
149,2,7:18.0,,T. Daniels misses 3-pt jump shot from 22 ft,37,37
150,2,7:17.0,Defensive rebound by R. O'Neale,,37,37
151,2,7:06.0,D. Mitchell misses 2-pt jump shot from 7 ft,,37,37
152,2,7:05.0,Offensive rebound by R. Gobert,,37,37
153,2,6:57.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,37,37
154,2,6:56.0,,Defensive rebound by Team,37,37
155,2,6:56.0,R. Neto enters the game for G. Allen,,37,37
156,2,6:38.0,,D. Melton makes 2-pt jump shot from 10 ft,37,39
157,2,6:11.0,Personal foul by T. Daniels (drawn by R. Gobert),,37,39
158,2,5:58.0,Shooting foul by D. Melton (drawn by D. Mitchell),,37,39
159,2,5:58.0,D. Mitchell makes free throw 1 of 3,,38,39
160,2,5:58.0,D. Mitchell makes free throw 2 of 3,,39,39
161,2,5:58.0,D. Mitchell makes free throw 3 of 3,,40,39
162,2,5:47.0,,Offensive foul by T. Daniels (drawn by D. Mitchell),40,39
163,2,5:47.0,,Turnover by T. Daniels (offensive foul),40,39
164,2,5:36.0,R. Neto misses 2-pt jump shot from 12 ft,,40,39
165,2,5:34.0,,Defensive rebound by J. Jackson,40,39
166,2,5:30.0,,D. Melton misses 3-pt jump shot from 24 ft,40,39
167,2,5:26.0,Defensive rebound by R. O'Neale,,40,39
168,2,5:16.0,D. Mitchell misses 2-pt jump shot from 10 ft,,40,39
169,2,5:13.0,,Defensive rebound by R. Holmes,40,39
170,2,5:05.0,,Offensive foul by M. Bridges (drawn by R. O'Neale),40,39
171,2,5:05.0,,Turnover by M. Bridges (offensive foul),40,39
172,2,5:05.0,,J. Fredette enters the game for J. Jackson,40,39
173,2,5:05.0,,E. Okobo enters the game for D. Melton,40,39
174,2,4:54.0,R. Neto makes 2-pt layup from 2 ft,,42,39
175,2,4:34.0,,Personal foul by D. Mitchell (drawn by R. Holmes),42,39
176,2,4:34.0,J. Ingles enters the game for R. Neto,,42,39
177,2,4:27.0,,R. Holmes misses 2-pt layup from 1 ft,42,39
178,2,4:25.0,Defensive rebound by D. Mitchell,,42,39
179,2,4:20.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,42,39
180,2,4:17.0,,Defensive rebound by J. Fredette,42,39
181,2,4:06.0,,E. Okobo misses 2-pt layup from 1 ft (block by R. Gobert),42,39
182,2,4:04.0,Defensive rebound by J. Ingles,,42,39
183,2,3:59.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by T. Sefolosha),,45,39
184,2,3:32.0,,R. Holmes misses 2-pt jump shot from 2 ft,45,39
185,2,3:32.0,Defensive rebound by R. Gobert,,45,39
186,2,3:21.0,J. Ingles makes 3-pt jump shot from 27 ft (assist by D. Mitchell),,48,39
187,2,3:03.0,,E. Okobo makes 3-pt jump shot from 25 ft,48,42
188,2,2:47.0,Turnover by J. Ingles (bad pass),,48,42
189,2,2:47.0,Utah full timeout,,48,42
190,2,2:47.0,G. Niang enters the game for T. Sefolosha,,48,42
191,2,2:34.0,,T. Daniels misses 2-pt hook shot from 4 ft,48,42
192,2,2:32.0,Defensive rebound by R. O'Neale,,48,42
193,2,2:23.0,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),,50,42
194,2,2:08.0,,J. Fredette makes 2-pt jump shot from 22 ft (assist by R. Holmes),50,44
195,2,1:51.0,R. Gobert makes 2-pt layup from 1 ft (assist by R. O'Neale),,52,44
196,2,1:34.0,,T. Daniels makes 3-pt jump shot from 25 ft,52,47
197,2,1:15.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,55,47
198,2,1:01.0,,E. Okobo makes 2-pt jump shot from 18 ft,55,49
199,2,0:54.0,Personal foul by M. Bridges (drawn by J. Ingles),,55,49
200,2,0:54.0,,J. Jackson enters the game for T. Daniels,55,49
201,2,0:45.0,Turnover by R. Gobert (traveling),,55,49
202,2,0:33.0,,M. Bridges misses 2-pt jump shot from 13 ft,55,49
203,2,0:33.0,,Offensive rebound by Team,55,49
204,2,0:31.0,,M. Bridges makes 2-pt layup from 1 ft (assist by E. Okobo),55,51
205,2,0:19.0,Personal foul by M. Bridges (drawn by J. Ingles),,55,51
206,2,0:19.0,J. Ingles misses free throw 1 of 2,,55,51
207,2,0:19.0,Offensive rebound by Team,,55,51
208,2,0:19.0,G. Allen enters the game for D. Mitchell,,55,51
209,2,0:19.0,R. Neto enters the game for R. O'Neale,,55,51
210,2,0:19.0,J. Ingles makes free throw 2 of 2,,56,51
211,2,0:05.0,,E. Okobo makes 2-pt jump shot from 12 ft,56,53
212,2,0:00.0,R. Neto misses 3-pt jump shot from 34 ft,,56,53
213,2,0:00.0,Offensive rebound by Team,,56,53
214,3,11:48.0,,R. Holmes makes 2-pt layup at rim (assist by J. Jackson),56,55
215,3,11:29.0,T. Sefolosha makes 2-pt layup from 1 ft (assist by D. Mitchell),,58,55
216,3,11:12.0,,J. Jackson makes 2-pt jump shot from 18 ft,58,57
217,3,10:51.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. O'Neale),,60,57
218,3,10:30.0,,E. Okobo misses 3-pt jump shot from 23 ft,60,57
219,3,10:27.0,Defensive rebound by R. Gobert,,60,57
220,3,10:06.0,J. Ingles makes 2-pt jump shot from 3 ft,,62,57
221,3,9:51.0,,J. Jackson misses 2-pt layup from 1 ft (block by R. Gobert),62,57
222,3,9:50.0,Defensive rebound by D. Mitchell,,62,57
223,3,9:46.0,R. O'Neale makes 2-pt layup from 1 ft (assist by D. Mitchell),,64,57
224,3,9:46.0,,Phoenix full timeout,64,57
225,3,9:33.0,,M. Bridges misses 3-pt jump shot from 23 ft,64,57
226,3,9:30.0,Defensive rebound by R. Gobert,,64,57
227,3,9:14.0,D. Mitchell misses 3-pt jump shot from 25 ft,,64,57
228,3,9:12.0,,Defensive rebound by D. Bender,64,57
229,3,9:02.0,,R. Holmes misses 2-pt jump shot from 8 ft,64,57
230,3,9:00.0,Defensive rebound by R. Gobert,,64,57
231,3,8:53.0,Personal foul by M. Bridges (drawn by J. Ingles),,64,57
232,3,8:53.0,,T. Daniels enters the game for M. Bridges,64,57
233,3,8:45.0,D. Mitchell makes 3-pt jump shot from 25 ft,,67,57
234,3,8:18.0,,E. Okobo makes 2-pt layup from 1 ft,67,59
235,3,7:57.0,J. Ingles misses 3-pt jump shot from 26 ft,,67,59
236,3,7:54.0,,Defensive rebound by J. Jackson,67,59
237,3,7:49.0,,J. Jackson makes 2-pt jump shot from 12 ft,67,61
238,3,7:49.0,,Shooting foul by R. Gobert (drawn by J. Jackson),67,61
239,3,7:49.0,,J. Jackson makes free throw 1 of 1,67,62
240,3,7:39.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by J. Ingles),,70,62
241,3,7:21.0,,Turnover by E. Okobo (bad pass; steal by R. O'Neale),70,62
242,3,7:17.0,R. O'Neale misses 2-pt layup from 1 ft,,70,62
243,3,7:15.0,,Defensive rebound by D. Bender,70,62
244,3,7:10.0,,Turnover by J. Jackson (step out of bounds),70,62
245,3,6:55.0,D. Mitchell misses 3-pt jump shot from 25 ft,,70,62
246,3,6:52.0,,Defensive rebound by D. Bender,70,62
247,3,6:30.0,,R. Holmes makes 2-pt dunk at rim (assist by D. Bender),70,64
248,3,6:19.0,Personal foul by J. Jackson (drawn by R. Gobert),,70,64
249,3,6:19.0,R. Neto enters the game for J. Ingles,,70,64
250,3,6:19.0,,J. Fredette enters the game for D. Bender,70,64
251,3,6:03.0,Turnover by R. Neto (bad pass; steal by J. Fredette),,70,64
252,3,5:57.0,,J. Fredette makes 2-pt layup at rim,70,66
253,3,5:41.0,Turnover by T. Sefolosha (traveling),,70,66
254,3,5:41.0,G. Niang enters the game for T. Sefolosha,,70,66
255,3,5:41.0,Violation by Team (delay of game),,70,66
256,3,5:30.0,,T. Daniels misses 2-pt jump shot from 2 ft,70,66
257,3,5:29.0,,Offensive rebound by R. Holmes,70,66
258,3,5:28.0,,R. Holmes misses 2-pt layup from 2 ft,70,66
259,3,5:27.0,,Offensive rebound by R. Holmes,70,66
260,3,5:26.0,,R. Holmes makes 2-pt layup from 1 ft,70,68
261,3,5:15.0,D. Mitchell makes 2-pt jump shot from 7 ft,,72,68
262,3,5:03.0,,R. Holmes makes 2-pt jump shot from 8 ft (assist by E. Okobo),72,70
263,3,4:43.0,R. Neto misses 2-pt layup from 1 ft,,72,70
264,3,4:40.0,,Defensive rebound by R. Holmes,72,70
265,3,4:25.0,,R. Holmes misses 2-pt jump shot from 4 ft (block by R. Gobert),72,70
266,3,4:23.0,Defensive rebound by R. Neto,,72,70
267,3,4:19.0,R. Gobert makes 2-pt dunk from 1 ft (assist by G. Niang),,74,70
268,3,4:19.0,Shooting foul by J. Fredette (drawn by R. Gobert),,74,70
269,3,4:19.0,,Technical foul by J. Jackson,74,70
270,3,4:19.0,D. Mitchell makes technical free throw,,75,70
271,3,4:19.0,,D. Bender enters the game for R. Holmes,75,70
272,3,4:19.0,R. Gobert makes free throw 1 of 1,,76,70
273,3,3:56.0,,J. Fredette makes 2-pt layup at rim,76,72
274,3,3:44.0,D. Mitchell misses 2-pt jump shot from 5 ft,,76,72
275,3,3:43.0,Offensive rebound by R. Gobert,,76,72
276,3,3:41.0,G. Niang makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,79,72
277,3,3:28.0,,Offensive foul by E. Okobo (drawn by R. Neto),79,72
278,3,3:28.0,,Turnover by E. Okobo (offensive foul),79,72
279,3,3:28.0,G. Allen enters the game for D. Mitchell,,79,72
280,3,3:28.0,J. Ingles enters the game for R. O'Neale,,79,72
281,3,3:21.0,Personal foul by J. Jackson (drawn by J. Ingles),,79,72
282,3,3:09.0,R. Neto makes 3-pt jump shot from 25 ft (assist by J. Ingles),,82,72
283,3,2:53.0,,J. Fredette misses 3-pt jump shot from 25 ft,82,72
284,3,2:50.0,Defensive rebound by R. Gobert,,82,72
285,3,2:35.0,R. Neto misses 2-pt layup from 1 ft (block by E. Okobo),,82,72
286,3,2:32.0,,Defensive rebound by D. Bender,82,72
287,3,2:29.0,,J. Jackson misses 2-pt layup at rim,82,72
288,3,2:27.0,Defensive rebound by J. Ingles,,82,72
289,3,2:18.0,Turnover by J. Ingles (bad pass; steal by J. Jackson),,82,72
290,3,2:17.0,,Personal take foul by G. Niang (drawn by J. Jackson),82,72
291,3,2:17.0,Utah full timeout,,82,72
292,3,2:17.0,E. Udoh enters the game for R. Gobert,,82,72
293,3,2:17.0,,D. Melton enters the game for J. Jackson,82,72
294,3,2:17.0,,R. Spalding enters the game for E. Okobo,82,72
295,3,2:08.0,,Personal foul by J. Ingles (drawn by T. Daniels),82,72
296,3,1:59.0,,D. Bender misses 3-pt jump shot from 26 ft,82,72
297,3,1:57.0,Defensive rebound by G. Allen,,82,72
298,3,1:50.0,G. Allen misses 3-pt jump shot from 25 ft,,82,72
299,3,1:46.0,,Defensive rebound by D. Bender,82,72
300,3,1:37.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by D. Melton),82,75
301,3,1:16.0,Turnover by G. Allen (bad pass; steal by J. Fredette),,82,75
302,3,1:15.0,Violation by Team (jump ball),,82,75
303,3,0:56.0,,D. Bender misses 3-pt jump shot from 23 ft,82,75
304,3,0:54.0,Defensive rebound by E. Udoh,,82,75
305,3,0:46.0,Turnover by J. Ingles (bad pass; steal by D. Bender),,82,75
306,3,0:44.0,,Turnover by D. Bender (traveling),82,75
307,3,0:29.0,E. Udoh makes 2-pt jump shot from 8 ft,,84,75
308,3,0:07.0,,Shooting foul by G. Niang (drawn by R. Spalding),84,75
309,3,0:07.0,,Offensive rebound by Team,84,75
310,3,0:07.0,,R. Spalding misses free throw 1 of 2,84,75
311,3,0:07.0,,R. Spalding makes free throw 2 of 2,84,76
312,3,0:01.0,R. Neto misses 2-pt layup from 1 ft,,84,76
313,3,0:01.0,Offensive rebound by Team,,84,76
314,3,0:00.0,G. Niang misses 3-pt jump shot from 23 ft (block by D. Melton),,84,76
315,3,0:00.0,Offensive rebound by G. Niang,,84,76
316,4,11:39.0,G. Niang misses 3-pt jump shot from 25 ft,,84,76
317,4,11:37.0,,Defensive rebound by D. Melton,84,76
318,4,11:29.0,,J. Fredette makes 2-pt jump shot from 11 ft (assist by D. Melton),84,78
319,4,11:09.0,G. Niang makes 3-pt jump shot from 23 ft (assist by R. Neto),,87,78
320,4,10:56.0,,D. Bender makes 2-pt dunk at rim (assist by D. Melton),87,80
321,4,10:56.0,,Shooting foul by G. Niang (drawn by D. Bender),87,80
322,4,10:56.0,,D. Bender makes free throw 1 of 1,87,81
323,4,10:43.0,G. Niang makes 2-pt layup at rim (assist by J. Ingles),,89,81
324,4,10:25.0,,J. Fredette misses 3-pt jump shot from 26 ft,89,81
325,4,10:23.0,Defensive rebound by E. Udoh,,89,81
326,4,10:19.0,Shooting foul by J. Fredette (drawn by R. Neto),,89,81
327,4,10:19.0,R. Neto makes free throw 1 of 2,,90,81
328,4,10:19.0,R. Neto makes free throw 2 of 2,,91,81
329,4,10:07.0,,M. Bridges misses 2-pt layup from 1 ft,91,81
330,4,10:03.0,,Offensive rebound by R. Holmes,91,81
331,4,10:03.0,,R. Holmes misses 2-pt dunk from 1 ft,91,81
332,4,10:02.0,Defensive rebound by G. Allen,,91,81
333,4,10:01.0,Turnover by G. Allen (bad pass),,91,81
334,4,10:01.0,R. O'Neale enters the game for R. Neto,,91,81
335,4,9:43.0,,D. Bender misses 3-pt jump shot from 24 ft,91,81
336,4,9:39.0,Defensive rebound by J. Ingles,,91,81
337,4,9:35.0,Turnover by J. Ingles (bad pass; steal by D. Melton),,91,81
338,4,9:31.0,,M. Bridges makes 2-pt layup at rim,91,83
339,4,9:31.0,Utah full timeout,,91,83
340,4,9:31.0,R. Gobert enters the game for J. Ingles,,91,83
341,4,9:31.0,D. Mitchell enters the game for G. Niang,,91,83
342,4,9:31.0,T. Sefolosha enters the game for E. Udoh,,91,83
343,4,9:31.0,,T. Daniels enters the game for D. Bender,91,83
344,4,9:31.0,,J. Jackson enters the game for J. Fredette,91,83
345,4,9:17.0,G. Allen makes 2-pt layup from 3 ft,,93,83
346,4,8:56.0,,T. Daniels misses 3-pt jump shot from 25 ft,93,83
347,4,8:54.0,,Offensive rebound by M. Bridges,93,83
348,4,8:49.0,,D. Melton makes 2-pt layup at rim,93,85
349,4,8:49.0,,Loose ball foul by R. Holmes (drawn by D. Mitchell),93,85
350,4,8:34.0,Personal foul by T. Daniels (drawn by R. O'Neale),,93,85
351,4,8:24.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,93,85
352,4,8:23.0,,Defensive rebound by Team,93,85
353,4,8:06.0,,J. Jackson misses 3-pt jump shot from 27 ft,93,85
354,4,8:03.0,Defensive rebound by R. Gobert,,93,85
355,4,7:44.0,D. Mitchell makes 3-pt jump shot from 25 ft,,96,85
356,4,7:44.0,Shooting foul by D. Melton (drawn by D. Mitchell),,96,85
357,4,7:44.0,D. Mitchell makes free throw 1 of 1,,97,85
358,4,7:30.0,,Shooting foul by R. Gobert (drawn by D. Melton),97,85
359,4,7:30.0,,Offensive rebound by Team,97,85
360,4,7:30.0,,D. Melton misses free throw 1 of 2,97,85
361,4,7:30.0,,D. Melton makes free throw 2 of 2,97,86
362,4,7:15.0,G. Allen makes 2-pt jump shot from 5 ft,,99,86
363,4,7:15.0,,Phoenix full timeout,99,86
364,4,7:03.0,,M. Bridges makes 2-pt jump shot from 12 ft (assist by R. Holmes),99,88
365,4,6:48.0,Turnover by R. O'Neale (traveling),,99,88
366,4,6:34.0,,Personal foul by T. Sefolosha (drawn by T. Daniels),99,88
367,4,6:28.0,,T. Daniels makes 2-pt jump shot from 19 ft (assist by J. Jackson),99,90
368,4,6:13.0,D. Mitchell misses 2-pt layup from 2 ft,,99,90
369,4,6:11.0,,Defensive rebound by R. Holmes,99,90
370,4,6:06.0,,J. Jackson makes 2-pt layup at rim (assist by D. Melton),99,92
371,4,5:51.0,G. Allen misses 3-pt jump shot from 23 ft,,99,92
372,4,5:50.0,,Defensive rebound by Team,99,92
373,4,5:50.0,Loose ball foul by R. Gobert (drawn by T. Daniels),,99,92
374,4,5:50.0,J. Ingles enters the game for G. Allen,,99,92
375,4,5:50.0,R. Neto enters the game for R. O'Neale,,99,92
376,4,5:50.0,G. Niang enters the game for T. Sefolosha,,99,92
377,4,5:36.0,,J. Jackson makes 2-pt jump shot from 14 ft,99,94
378,4,5:18.0,Turnover by J. Ingles (bad pass; steal by M. Bridges),,99,94
379,4,5:13.0,,D. Melton misses 2-pt layup from 3 ft,99,94
380,4,5:11.0,Defensive rebound by Team,,99,94
381,4,5:11.0,Utah full timeout,,99,94
382,4,5:02.0,Personal foul by J. Jackson (drawn by R. Gobert),,99,94
383,4,5:02.0,R. Gobert makes free throw 1 of 2,,100,94
