,QUARTER,TIME_REMAINING,TORONTO_ACTION,UTAH_ACTION,TORONTO_SCORE,UTAH_SCORE
26,1,8:55.0,J. Valančiūnas misses 2-pt layup from 4 ft (block by R. Gobert),,5,10
27,1,8:55.0,,Defensive rebound by R. Rubio,5,10
28,1,8:50.0,,R. O'Neale makes 2-pt dunk from 2 ft (assist by R. Rubio),5,12
29,1,8:50.0,Toronto full timeout,,5,12
30,1,8:34.0,Turnover by O. Anunoby (bad pass; steal by R. O'Neale),,5,12
31,1,8:27.0,,R. O'Neale makes 2-pt layup from 2 ft (assist by R. Rubio),5,14
32,1,8:15.0,J. Valančiūnas makes 2-pt dunk from 2 ft (assist by K. Lowry),,7,14
33,1,8:01.0,,J. Ingles misses 2-pt jump shot from 11 ft,7,14
34,1,7:59.0,Defensive rebound by P. Siakam,,7,14
35,1,7:53.0,K. Lowry misses 3-pt jump shot from 25 ft,,7,14
36,1,7:48.0,,Defensive rebound by R. Gobert,7,14
37,1,7:32.0,,R. Rubio misses 2-pt layup from 2 ft,7,14
38,1,7:31.0,Defensive rebound by J. Valančiūnas,,7,14
39,1,7:23.0,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by K. Lowry),,10,14
40,1,7:00.0,,R. Rubio makes 2-pt jump shot from 15 ft (assist by R. Gobert),10,16
41,1,6:52.0,O. Anunoby misses 3-pt jump shot from 23 ft,,10,16
42,1,6:48.0,,Defensive rebound by D. Favors,10,16
43,1,6:38.0,,D. Favors makes 2-pt dunk from 2 ft (assist by J. Ingles),10,18
44,1,6:15.0,P. Siakam makes 2-pt jump shot from 19 ft,,12,18
45,1,6:05.0,,Turnover by J. Ingles (bad pass; steal by J. Valančiūnas),12,18
46,1,5:59.0,D. Green misses 3-pt jump shot from 25 ft,,12,18
47,1,5:55.0,,Defensive rebound by R. Gobert,12,18
48,1,5:36.0,,Personal foul by K. Lowry (drawn by R. O'Neale),12,18
49,1,5:36.0,S. Ibaka enters the game for D. Green,,12,18
50,1,5:36.0,F. VanVleet enters the game for J. Valančiūnas,,12,18
51,1,5:36.0,,A. Burks enters the game for R. Gobert,12,18
52,1,5:36.0,,J. Crowder enters the game for R. O'Neale,12,18
53,1,5:29.0,,A. Burks makes 2-pt jump shot from 12 ft,12,20
54,1,5:15.0,Turnover by F. VanVleet (bad pass),,12,20
55,1,5:04.0,,R. Rubio misses 2-pt jump shot from 16 ft,12,20
56,1,5:01.0,Defensive rebound by P. Siakam,,12,20
57,1,4:54.0,P. Siakam makes 2-pt hook shot from 5 ft,,14,20
58,1,4:41.0,,J. Crowder misses 3-pt jump shot from 25 ft,14,20
59,1,4:38.0,Defensive rebound by S. Ibaka,,14,20
60,1,4:32.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by K. Lowry),,17,20
61,1,4:29.0,,Utah full timeout,17,20
62,1,4:16.0,,Personal foul by O. Anunoby (drawn by J. Crowder),17,20
63,1,4:07.0,,J. Ingles misses 3-pt jump shot from 25 ft,17,20
64,1,4:05.0,,Offensive rebound by Team,17,20
65,1,4:02.0,,J. Crowder misses 3-pt jump shot from 22 ft,17,20
66,1,4:01.0,Defensive rebound by F. VanVleet,,17,20
67,1,3:47.0,O. Anunoby makes 2-pt hook shot from 6 ft (assist by F. VanVleet),,19,20
68,1,3:29.0,,R. Rubio misses 3-pt jump shot from 23 ft,19,20
69,1,3:27.0,Defensive rebound by F. VanVleet,,19,20
70,1,3:24.0,Personal foul by R. Rubio (drawn by F. VanVleet),,19,20
71,1,3:24.0,D. Green enters the game for O. Anunoby,,19,20
72,1,3:24.0,,D. Exum enters the game for R. Rubio,19,20
73,1,3:12.0,S. Ibaka makes 2-pt jump shot from 8 ft (assist by K. Lowry),,21,20
74,1,2:44.0,,Shooting foul by K. Lowry (drawn by A. Burks),21,20
75,1,2:44.0,,A. Burks makes free throw 1 of 3,21,21
76,1,2:44.0,,A. Burks makes free throw 2 of 3,21,22
77,1,2:44.0,D. Wright enters the game for K. Lowry,,21,22
78,1,2:44.0,,G. Allen enters the game for D. Favors,21,22
79,1,2:44.0,,R. Gobert enters the game for J. Ingles,21,22
80,1,2:44.0,,A. Burks makes free throw 3 of 3,21,23
81,1,2:32.0,Turnover by S. Ibaka (off goaltending),,21,23
82,1,2:17.0,,R. Gobert makes 2-pt dunk from 4 ft (assist by D. Exum),21,25
83,1,2:03.0,S. Ibaka makes 2-pt jump shot from 20 ft (assist by F. VanVleet),,23,25
84,1,1:56.0,,Shooting foul by P. Siakam (drawn by J. Crowder),23,25
85,1,1:56.0,,J. Crowder makes free throw 1 of 2,23,26
86,1,1:56.0,C. Miles enters the game for P. Siakam,,23,26
87,1,1:56.0,,J. Crowder makes free throw 2 of 2,23,27
88,1,1:35.0,F. VanVleet makes 2-pt layup from 2 ft,,25,27
89,1,1:18.0,,J. Crowder misses 2-pt jump shot from 18 ft,25,27
90,1,1:14.0,Defensive rebound by D. Green,,25,27
91,1,0:55.0,S. Ibaka makes 2-pt layup from 2 ft (assist by C. Miles),,27,27
92,1,0:40.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by A. Burks),27,29
93,1,0:31.0,F. VanVleet makes 3-pt jump shot from 28 ft,,30,29
94,1,0:16.0,,D. Exum makes 2-pt layup from 2 ft,30,31
95,1,0:03.0,F. VanVleet misses 3-pt jump shot from 28 ft,,30,31
96,1,0:00.0,,Defensive rebound by R. Gobert,30,31
97,2,11:50.0,,Personal foul by C. Miles (drawn by J. Crowder),30,31
98,2,11:45.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by A. Burks),30,33
99,2,11:45.0,,Shooting foul by S. Ibaka (drawn by R. Gobert),30,33
100,2,11:45.0,,R. Gobert makes free throw 1 of 1,30,34
101,2,11:30.0,Offensive foul by S. Ibaka (drawn by D. Exum),,30,34
102,2,11:30.0,Turnover by S. Ibaka (offensive foul),,30,34
103,2,11:30.0,,R. O'Neale enters the game for G. Allen,30,34
104,2,11:17.0,,Turnover by D. Exum (bad pass; steal by D. Green),30,34
105,2,11:12.0,C. Miles makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,33,34
106,2,10:53.0,,A. Burks misses 2-pt layup from 3 ft,33,34
107,2,10:51.0,Defensive rebound by C. Miles,,33,34
108,2,10:41.0,S. Ibaka makes 2-pt hook shot from 5 ft,,35,34
109,2,10:26.0,,A. Burks makes 2-pt layup from 2 ft (assist by R. O'Neale),35,36
110,2,10:26.0,,Shooting foul by D. Green (drawn by A. Burks),35,36
111,2,10:26.0,,J. Ingles enters the game for D. Exum,35,36
112,2,10:26.0,,A. Burks makes free throw 1 of 1,35,37
113,2,10:07.0,F. VanVleet misses 3-pt jump shot from 23 ft,,35,37
114,2,10:04.0,,Defensive rebound by R. Gobert,35,37
115,2,9:59.0,,J. Ingles misses 3-pt jump shot from 25 ft,35,37
116,2,9:59.0,,Offensive rebound by Team,35,37
117,2,9:59.0,Loose ball foul by S. Ibaka (drawn by R. Gobert),,35,37
118,2,9:59.0,N. Powell enters the game for D. Green,,35,37
119,2,9:59.0,J. Valančiūnas enters the game for S. Ibaka,,35,37
120,2,9:47.0,,R. O'Neale makes 2-pt layup from 2 ft (assist by A. Burks),35,39
121,2,9:46.0,Toronto full timeout,,35,39
122,2,9:46.0,O. Anunoby enters the game for N. Powell,,35,39
123,2,9:21.0,Turnover by F. VanVleet (bad pass; steal by J. Ingles),,35,39
124,2,9:17.0,,A. Burks makes 2-pt dunk from 1 ft (assist by J. Crowder),35,41
125,2,9:08.0,Personal foul by A. Burks (drawn by F. VanVleet),,35,41
126,2,8:54.0,J. Valančiūnas misses 2-pt hook shot from 5 ft,,35,41
127,2,8:52.0,,Defensive rebound by R. Gobert,35,41
128,2,8:46.0,,Personal foul by C. Miles (drawn by J. Crowder),35,41
129,2,8:46.0,,J. Crowder misses free throw 1 of 2,35,41
130,2,8:46.0,,Offensive rebound by Team,35,41
131,2,8:46.0,K. Lowry enters the game for C. Miles,,35,41
132,2,8:46.0,P. Siakam enters the game for D. Wright,,35,41
133,2,8:46.0,,R. Rubio enters the game for A. Burks,35,41
134,2,8:46.0,,J. Crowder makes free throw 2 of 2,35,42
135,2,8:34.0,F. VanVleet makes 3-pt jump shot from 24 ft (assist by K. Lowry),,38,42
136,2,8:15.0,,R. Gobert makes 2-pt layup from 1 ft (assist by R. Rubio),38,44
137,2,7:56.0,Personal foul by J. Crowder (drawn by P. Siakam),,38,44
138,2,7:56.0,,D. Favors enters the game for J. Crowder,38,44
139,2,7:56.0,,G. Niang enters the game for R. Gobert,38,44
140,2,7:43.0,J. Valančiūnas misses 2-pt layup from 2 ft,,38,44
141,2,7:41.0,,Defensive rebound by D. Favors,38,44
142,2,7:36.0,,R. Rubio misses 3-pt jump shot from 26 ft,38,44
143,2,7:34.0,Defensive rebound by K. Lowry,,38,44
144,2,7:30.0,Personal foul by R. O'Neale (drawn by K. Lowry),,38,44
145,2,7:25.0,K. Lowry misses 3-pt jump shot from 27 ft,,38,44
146,2,7:23.0,,Defensive rebound by G. Niang,38,44
147,2,7:18.0,,Personal foul by O. Anunoby (drawn by J. Ingles),38,44
148,2,7:18.0,,J. Ingles misses free throw 1 of 2,38,44
149,2,7:18.0,,Offensive rebound by Team,38,44
150,2,7:18.0,,J. Ingles misses free throw 2 of 2,38,44
151,2,7:15.0,,Offensive rebound by D. Favors,38,44
152,2,7:06.0,,J. Ingles misses 2-pt layup from 3 ft,38,44
153,2,7:04.0,Defensive rebound by K. Lowry,,38,44
154,2,6:58.0,O. Anunoby makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,41,44
155,2,6:49.0,,Utah full timeout,41,44
156,2,6:49.0,,A. Burks enters the game for D. Favors,41,44
157,2,6:49.0,,R. Gobert enters the game for J. Ingles,41,44
158,2,6:38.0,,Turnover by R. O'Neale (bad pass; steal by O. Anunoby),41,44
159,2,6:35.0,O. Anunoby misses 2-pt layup from 4 ft,,41,44
160,2,6:33.0,,Defensive rebound by R. Rubio,41,44
161,2,6:27.0,,G. Niang misses 3-pt jump shot from 23 ft,41,44
162,2,6:25.0,,Offensive rebound by R. Gobert,41,44
163,2,6:24.0,,Personal foul by O. Anunoby (drawn by R. Gobert),41,44
164,2,6:24.0,,R. Gobert misses free throw 1 of 2,41,44
165,2,6:24.0,,Offensive rebound by Team,41,44
166,2,6:24.0,C. Miles enters the game for O. Anunoby,,41,44
167,2,6:24.0,,R. Gobert misses free throw 2 of 2,41,44
168,2,6:22.0,Defensive rebound by J. Valančiūnas,,41,44
169,2,6:05.0,J. Valančiūnas misses 2-pt hook shot from 5 ft,,41,44
170,2,6:03.0,,Defensive rebound by R. Rubio,41,44
171,2,6:03.0,,J. Crowder enters the game for G. Niang,41,44
172,2,5:42.0,,A. Burks misses 2-pt jump shot from 10 ft,41,44
173,2,5:38.0,,Offensive rebound by R. Gobert,41,44
174,2,5:38.0,,R. Gobert misses 2-pt layup from 1 ft,41,44
175,2,5:37.0,Defensive rebound by J. Valančiūnas,,41,44
176,2,5:35.0,K. Lowry makes 2-pt layup from 3 ft,,43,44
177,2,5:25.0,,J. Crowder misses 3-pt jump shot from 24 ft,43,44
178,2,5:22.0,Defensive rebound by F. VanVleet,,43,44
179,2,5:16.0,F. VanVleet makes 2-pt layup from 2 ft,,45,44
180,2,5:00.0,,J. Crowder makes 2-pt jump shot from 21 ft (assist by R. Rubio),45,46
181,2,4:48.0,Turnover by K. Lowry (bad pass; steal by R. Gobert),,45,46
182,2,4:48.0,,Personal foul by J. Valančiūnas (drawn by R. Rubio),45,46
183,2,4:48.0,,R. Rubio makes free throw 1 of 2,45,47
184,2,4:48.0,,J. Ingles enters the game for R. O'Neale,45,47
185,2,4:48.0,,R. Rubio makes free throw 2 of 2,45,48
186,2,4:31.0,Personal foul by J. Ingles (drawn by K. Lowry),,45,48
187,2,4:18.0,F. VanVleet misses 2-pt jump shot from 21 ft,,45,48
188,2,4:15.0,,Defensive rebound by R. Gobert,45,48
189,2,4:10.0,,R. Rubio misses 2-pt jump shot from 23 ft,45,48
190,2,4:06.0,Defensive rebound by C. Miles,,45,48
191,2,4:01.0,P. Siakam makes 2-pt jump shot from 5 ft,,47,48
192,2,4:01.0,Shooting foul by R. Rubio (drawn by P. Siakam),,47,48
193,2,4:01.0,D. Wright enters the game for F. VanVleet,,47,48
194,2,4:01.0,P. Siakam makes free throw 1 of 1,,48,48
195,2,3:54.0,,J. Crowder misses 3-pt jump shot from 25 ft,48,48
196,2,3:51.0,Defensive rebound by P. Siakam,,48,48
197,2,3:45.0,P. Siakam makes 2-pt layup from 5 ft,,50,48
198,2,3:30.0,,Turnover by R. Gobert (offensive foul),50,48
199,2,3:30.0,,Offensive foul by R. Gobert (drawn by K. Lowry),50,48
200,2,3:30.0,G. Monroe enters the game for J. Valančiūnas,,50,48
201,2,3:08.0,P. Siakam misses 3-pt jump shot from 23 ft,,50,48
202,2,3:05.0,Offensive rebound by K. Lowry,,50,48
203,2,2:55.0,G. Monroe makes 2-pt jump shot from 7 ft (assist by K. Lowry),,52,48
204,2,2:39.0,,J. Crowder misses 3-pt jump shot from 23 ft,52,48
205,2,2:35.0,,Offensive rebound by J. Crowder,52,48
206,2,2:35.0,,Shooting foul by C. Miles (drawn by J. Crowder),52,48
207,2,2:35.0,,Offensive rebound by Team,52,48
208,2,2:35.0,,J. Crowder misses free throw 1 of 2,52,48
209,2,2:35.0,,D. Favors enters the game for R. Gobert,52,48
210,2,2:35.0,,J. Crowder misses free throw 2 of 2,52,48
211,2,2:33.0,Defensive rebound by G. Monroe,,52,48
212,2,2:24.0,P. Siakam makes 2-pt layup from 3 ft,,54,48
213,2,2:05.0,,Personal foul by G. Monroe (drawn by D. Favors),54,48
214,2,2:05.0,,D. Favors makes free throw 1 of 2,54,49
215,2,2:05.0,,D. Favors makes free throw 2 of 2,54,50
216,2,1:51.0,Personal foul by D. Favors (drawn by K. Lowry),,54,50
217,2,1:51.0,K. Lowry makes free throw 1 of 2,,55,50
218,2,1:51.0,,R. Gobert enters the game for J. Crowder,55,50
219,2,1:51.0,K. Lowry makes free throw 2 of 2,,56,50
220,2,1:38.0,,R. Gobert makes 2-pt jump shot from 7 ft (assist by R. Rubio),56,52
221,2,1:27.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,58,52
222,2,1:12.0,,R. Gobert misses 2-pt layup from 2 ft,58,52
223,2,1:12.0,Defensive rebound by C. Miles,,58,52
224,2,1:10.0,Personal foul by R. Rubio (drawn by D. Wright),,58,52
225,2,1:10.0,D. Wright makes free throw 1 of 2,,59,52
226,2,1:10.0,,D. Exum enters the game for R. Rubio,59,52
227,2,1:10.0,D. Wright makes free throw 2 of 2,,60,52
228,2,0:55.0,,Turnover by A. Burks (traveling),60,52
229,2,0:40.0,G. Monroe makes 2-pt layup from 2 ft (assist by P. Siakam),,62,52
230,2,0:34.0,,A. Burks makes 2-pt layup from 2 ft (assist by D. Exum),62,54
231,2,0:31.0,K. Lowry makes 3-pt jump shot from 29 ft,,65,54
232,2,0:13.0,,D. Exum misses 2-pt layup from 2 ft,65,54
233,2,0:11.0,Defensive rebound by G. Monroe,,65,54
234,2,0:00.0,D. Wright misses 3-pt jump shot from 23 ft,,65,54
235,2,0:00.0,Offensive rebound by Team,,65,54
236,3,12:00.0,Violation by Team (delay of game),,65,54
237,3,11:40.0,,Turnover by R. O'Neale (bad pass; steal by D. Green),65,54
238,3,11:36.0,K. Lowry makes 3-pt jump shot from 25 ft,,68,54
239,3,11:12.0,,Shooting foul by K. Lowry (drawn by R. O'Neale),68,54
240,3,11:12.0,,R. O'Neale misses free throw 1 of 2,68,54
241,3,11:12.0,,Offensive rebound by Team,68,54
242,3,11:12.0,,R. O'Neale makes free throw 2 of 2,68,55
243,3,10:52.0,O. Anunoby misses 2-pt hook shot from 10 ft,,68,55
244,3,10:50.0,,Defensive rebound by D. Favors,68,55
245,3,10:42.0,,Turnover by R. Gobert (bad pass; steal by K. Lowry),68,55
246,3,10:38.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Lowry),,71,55
247,3,10:37.0,,Utah full timeout,71,55
248,3,10:26.0,,D. Favors makes 2-pt dunk from 1 ft (assist by R. Rubio),71,57
249,3,10:03.0,Personal foul by D. Favors (drawn by P. Siakam),,71,57
250,3,9:52.0,P. Siakam misses 2-pt layup from 4 ft (block by D. Favors),,71,57
251,3,9:50.0,,Defensive rebound by D. Favors,71,57
252,3,9:32.0,,D. Favors misses 2-pt hook shot from 6 ft,71,57
253,3,9:31.0,Defensive rebound by J. Valančiūnas,,71,57
254,3,9:24.0,O. Anunoby makes 2-pt layup from 1 ft,,73,57
255,3,9:15.0,,Turnover by D. Favors (bad pass; steal by O. Anunoby),73,57
256,3,9:12.0,O. Anunoby makes 2-pt jump shot from 7 ft,,75,57
257,3,9:12.0,Shooting foul by J. Ingles (drawn by O. Anunoby),,75,57
258,3,9:12.0,,A. Burks enters the game for D. Favors,75,57
259,3,9:12.0,,J. Crowder enters the game for R. O'Neale,75,57
260,3,9:12.0,O. Anunoby misses free throw 1 of 1,,75,57
261,3,9:12.0,,Defensive rebound by R. Gobert,75,57
262,3,9:01.0,,R. Rubio misses 2-pt layup from 2 ft,75,57
263,3,8:57.0,Defensive rebound by J. Valančiūnas,,75,57
264,3,8:42.0,Shooting foul by R. Gobert (drawn by J. Valančiūnas),,75,57
265,3,8:42.0,J. Valančiūnas makes free throw 1 of 2,,76,57
266,3,8:42.0,J. Valančiūnas makes free throw 2 of 2,,77,57
267,3,8:32.0,,R. Rubio misses 2-pt jump shot from 11 ft,77,57
268,3,8:27.0,Defensive rebound by P. Siakam,,77,57
269,3,8:18.0,P. Siakam misses 2-pt layup from 3 ft (block by A. Burks),,77,57
270,3,8:18.0,,Defensive rebound by Team,77,57
271,3,8:08.0,,J. Ingles makes 3-pt jump shot from 26 ft (assist by R. Rubio),77,60
272,3,7:48.0,P. Siakam misses 3-pt jump shot from 25 ft,,77,60
273,3,7:45.0,,Defensive rebound by R. Gobert,77,60
274,3,7:34.0,,R. Gobert misses 2-pt jump shot from 3 ft,77,60
275,3,7:32.0,Defensive rebound by J. Valančiūnas,,77,60
276,3,7:25.0,K. Lowry makes 2-pt jump shot from 13 ft,,79,60
277,3,7:10.0,,Shooting foul by O. Anunoby (drawn by J. Crowder),79,60
278,3,7:10.0,,J. Crowder makes free throw 1 of 2,79,61
279,3,7:10.0,,J. Crowder makes free throw 2 of 2,79,62
280,3,6:58.0,D. Green makes 2-pt jump shot from 22 ft (assist by K. Lowry),,81,62
281,3,6:49.0,,Def 3 sec tech foul by Team,81,62
282,3,6:49.0,,R. Rubio makes technical free throw,81,63
283,3,6:49.0,F. VanVleet enters the game for O. Anunoby,,81,63
284,3,6:42.0,,Turnover by J. Crowder (out of bounds lost ball),81,63
285,3,6:28.0,Turnover by P. Siakam (bad pass; steal by R. Rubio),,81,63
286,3,6:23.0,,A. Burks misses 2-pt layup from 6 ft (block by D. Green),81,63
287,3,6:23.0,,Offensive rebound by Team,81,63
288,3,6:17.0,,J. Ingles misses 2-pt jump shot from 11 ft,81,63
289,3,6:15.0,,Offensive rebound by R. Gobert,81,63
290,3,6:12.0,,J. Crowder makes 2-pt layup from 2 ft (assist by R. Gobert),81,65
291,3,6:11.0,,Violation by Team (delay of game),81,65
292,3,5:46.0,F. VanVleet makes 2-pt jump shot from 22 ft,,83,65
293,3,5:29.0,,Turnover by R. Rubio (bad pass; steal by K. Lowry),83,65
294,3,5:25.0,D. Green makes 2-pt layup from 2 ft (assist by P. Siakam),,85,65
295,3,5:25.0,,D. Exum enters the game for R. Rubio,85,65
296,3,5:09.0,,A. Burks misses 3-pt jump shot from 23 ft,85,65
297,3,5:05.0,Defensive rebound by P. Siakam,,85,65
298,3,5:00.0,Personal foul by A. Burks (drawn by K. Lowry),,85,65
299,3,4:49.0,Turnover by K. Lowry (bad pass; steal by J. Crowder),,85,65
300,3,4:45.0,,J. Crowder makes 2-pt layup from 2 ft,85,67
301,3,4:37.0,Toronto full timeout,,85,67
302,3,4:37.0,,D. Favors enters the game for R. Gobert,85,67
303,3,4:28.0,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by K. Lowry),,87,67
304,3,4:08.0,,Turnover by D. Exum (bad pass; steal by P. Siakam),87,67
305,3,4:08.0,P. Siakam makes 2-pt layup from 3 ft,,89,67
306,3,4:08.0,Shooting foul by J. Crowder (drawn by P. Siakam),,89,67
307,3,4:08.0,,G. Allen enters the game for A. Burks,89,67
308,3,4:08.0,P. Siakam makes free throw 1 of 1,,90,67
309,3,3:51.0,,J. Crowder misses 3-pt jump shot from 24 ft,90,67
310,3,3:48.0,Defensive rebound by P. Siakam,,90,67
311,3,3:31.0,J. Valančiūnas misses 2-pt jump shot from 13 ft,,90,67
312,3,3:27.0,Offensive rebound by K. Lowry,,90,67
313,3,3:26.0,D. Green misses 3-pt jump shot from 26 ft,,90,67
314,3,3:22.0,,Defensive rebound by J. Ingles,90,67
315,3,3:17.0,,Shooting foul by D. Green (drawn by J. Crowder),90,67
316,3,3:17.0,,J. Crowder makes free throw 1 of 2,90,68
317,3,3:17.0,S. Ibaka enters the game for J. Valančiūnas,,90,68
318,3,3:17.0,,R. O'Neale enters the game for J. Ingles,90,68
319,3,3:17.0,,J. Crowder misses free throw 2 of 2,90,68
320,3,3:14.0,Defensive rebound by S. Ibaka,,90,68
321,3,3:03.0,K. Lowry misses 3-pt jump shot from 26 ft,,90,68
322,3,3:00.0,Offensive rebound by P. Siakam,,90,68
323,3,2:52.0,F. VanVleet misses 2-pt layup from 2 ft (block by D. Favors),,90,68
324,3,2:50.0,,Defensive rebound by J. Crowder,90,68
325,3,2:48.0,,R. O'Neale makes 2-pt dunk from 1 ft (assist by J. Crowder),90,70
326,3,2:27.0,S. Ibaka makes 2-pt jump shot from 17 ft (assist by K. Lowry),,92,70
327,3,2:07.0,,G. Allen misses 3-pt jump shot from 27 ft,92,70
328,3,2:02.0,,Offensive rebound by R. O'Neale,92,70
329,3,1:50.0,,D. Favors misses 2-pt jump shot from 3 ft,92,70
330,3,1:48.0,Defensive rebound by K. Lowry,,92,70
331,3,1:45.0,Personal foul by D. Exum (drawn by K. Lowry),,92,70
332,3,1:45.0,K. Lowry makes free throw 1 of 2,,93,70
333,3,1:45.0,D. Wright enters the game for D. Green,,93,70
334,3,1:45.0,K. Lowry makes free throw 2 of 2,,94,70
335,3,1:20.0,,J. Crowder misses 2-pt layup from 5 ft,94,70
336,3,1:18.0,Defensive rebound by K. Lowry,,94,70
337,3,1:07.0,K. Lowry misses 3-pt jump shot from 26 ft,,94,70
338,3,1:05.0,,Defensive rebound by Team,94,70
339,3,1:05.0,Technical foul by K. Lowry,,94,70
340,3,1:05.0,C. Miles enters the game for K. Lowry,,94,70
341,3,1:05.0,,G. Allen misses technical free throw,94,70
342,3,1:05.0,,Offensive rebound by Team,94,70
343,3,0:51.0,,G. Allen misses 2-pt jump shot from 13 ft,94,70
344,3,0:49.0,Defensive rebound by S. Ibaka,,94,70
345,3,0:35.0,F. VanVleet misses 2-pt layup from 3 ft,,94,70
346,3,0:33.0,,Defensive rebound by D. Favors,94,70
347,3,0:28.0,,R. O'Neale misses 3-pt jump shot from 24 ft,94,70
348,3,0:26.0,Defensive rebound by S. Ibaka,,94,70
349,3,0:05.0,F. VanVleet misses 3-pt jump shot from 24 ft,,94,70
350,3,0:03.0,,Defensive rebound by R. O'Neale,94,70
351,3,0:00.0,,D. Exum makes 2-pt layup from 2 ft (assist by R. O'Neale),94,72
352,4,11:38.0,D. Wright makes 2-pt jump shot from 12 ft (assist by F. VanVleet),,96,72
353,4,11:16.0,,J. Ingles misses 3-pt jump shot from 23 ft,96,72
354,4,11:13.0,,Offensive rebound by D. Favors,96,72
355,4,11:11.0,,G. Niang makes 3-pt jump shot from 25 ft (assist by D. Favors),96,75
356,4,10:50.0,O. Anunoby makes 3-pt jump shot from 24 ft (assist by S. Ibaka),,99,75
357,4,10:40.0,,G. Allen misses 3-pt jump shot from 23 ft,99,75
358,4,10:39.0,,Offensive rebound by Team,99,75
359,4,10:39.0,Loose ball foul by S. Ibaka (drawn by D. Favors),,99,75
360,4,10:33.0,,Shooting foul by S. Ibaka (drawn by R. Rubio),99,75
361,4,10:33.0,,R. Rubio makes free throw 1 of 2,99,76
362,4,10:33.0,,R. Rubio makes free throw 2 of 2,99,77
363,4,10:11.0,O. Anunoby misses 2-pt layup from 3 ft,,99,77
364,4,10:11.0,Offensive rebound by S. Ibaka,,99,77
365,4,10:10.0,S. Ibaka makes 2-pt hook shot from 4 ft,,101,77
366,4,10:04.0,,G. Allen misses 3-pt jump shot from 24 ft,101,77
367,4,10:00.0,Defensive rebound by F. VanVleet,,101,77
368,4,9:58.0,Shooting foul by R. Rubio (drawn by F. VanVleet),,101,77
369,4,9:58.0,F. VanVleet makes free throw 1 of 2,,102,77
370,4,9:58.0,F. VanVleet makes free throw 2 of 2,,103,77
371,4,9:48.0,,J. Ingles misses 2-pt layup from 6 ft,103,77
372,4,9:47.0,,Offensive rebound by D. Favors,103,77
373,4,9:46.0,,D. Favors makes 2-pt dunk from 2 ft,103,79
374,4,9:25.0,S. Ibaka makes 2-pt jump shot from 9 ft (assist by F. VanVleet),,105,79
375,4,9:13.0,,Def 3 sec tech foul by Team,105,79
376,4,9:13.0,,R. Rubio makes technical free throw,105,80
377,4,9:08.0,,Personal foul by S. Ibaka (drawn by D. Favors),105,80
378,4,9:08.0,G. Monroe enters the game for S. Ibaka,,105,80
379,4,9:08.0,,R. Gobert enters the game for D. Favors,105,80
380,4,9:02.0,,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),105,82
